('SL04652-2022-11-02-5533','S231-13','GFmPaTlETqHCC', 'MB')
('SL22517-2022-11-02-12816','S534-24','K', 'SU')
('AC04652-2022-11-02-12971','A721-11','zgBUzBskJUl', 'SL')
('SL22517-2022-11-02-12822','S535-6','kXQlvGqppd', 'UB')
('AC04652-2022-11-01-13147','A731-7','zUibrIZ', 'LB')
('AC22517-2022-11-02-12932','A719-8','sMnG', 'LB')
('SL12058-2022-11-01-12695','S529-23','VbPnvEUBUQYPNsW', 'SL')
('SL22517-2022-11-02-12826','S535-10','LBUpcMIYXxqNRYTg', 'MB')
('AC12058-2022-11-01-12973','A721-13','RJtqBjdOjGWr', 'LB')
('SL04652-2022-11-02-12864','S536-24','XiSgNcXqEwqvkmKx', 'SU')
('AC22517-2022-11-01-13006','A723-10','lpnWNOVEfWZVeYH', 'UB')
('AC22517-2022-11-01-13007','A723-11','z', 'SL')
('SL12058-2022-11-01-12705','S530-9','OnYwHCgHrPDYADe', 'LB')
('SL22517-2022-11-01-12780','S533-12','wdioDZzhY', 'LB')
('SL22517-2022-11-02-12855','S536-15','NWZXyNh', 'SL')
('AC04652-2022-11-02-13013','A723-17','ZoruWDSJiSMok', 'SL')
('SL12058-2022-11-01-12725','S531-5','PkUUuCHynV', 'MB')
('AC22517-2022-11-02-12956','A720-14','xeaQYUWtrngTatdw', 'LB')
('AC22517-2022-11-02-12959','A720-17','WtQLT', 'SL')
('SL22517-2022-11-01-12790','S533-22','FJH', 'UB')
('SL04652-2022-11-01-12867','S537-3','VIuhGrbgLvbR', 'UB')
('AC22517-2022-11-01-13035','A725-3','AcPDNLGOlZr', 'UB')
('SL22517-2022-11-02-12873','S537-9','LTBrGCU', 'LB')
('AC22517-2022-11-01-13043','A725-11','GpHBhX', 'SL')
('SL12058-2022-11-01-12746','S532-2','WCiAHnbO', 'MB')
('AC12058-2022-11-01-13010','A723-14','ZUOWSzSPZmbv', 'LB')
('AC22517-2022-11-02-12978','A721-18','pPweDhd', 'SU')
('AC22517-2022-11-02-12991','A722-13','NskGkudBVtk', 'LB')
('AC22517-2022-11-01-13062','A726-12','uipfoKB', 'SU')
('SL22517-2022-11-02-12892','S538-4','VzZuxTIUCararH', 'LB')
('SL22517-2022-11-02-12895','S538-7','HOHfH', 'SL')
('SL22517-2022-11-01-12834','S535-18','Zpov', 'MB')
('AC22517-2022-11-01-13071','A727-3','dU', 'UB')
('SL22517-2022-11-01-12839','S535-23','YQKFgrM', 'SL')
('AC04652-2022-11-02-13066','A726-16','UkNhmIKPgt', 'UB')
('SL04652-2022-11-01-12911','S538-23','xWzFIw', 'SL')
('AC12058-2022-11-01-13047','A725-15','xclYXaKegC', 'UB')
('AC12058-2022-11-01-13048','A725-16','IzAMKtJVcD', 'UB')
('AC22517-2022-11-01-13080','A727-12','UzaG', 'SU')
('SL04652-2022-11-02-12936','S539-24','VaoLOqHisjhUb', 'SU')
('SL04652-2022-11-01-12915','S539-3','vNw', 'UB')
('SL12058-2022-11-01-12788','S533-20','PkihZVOxTncmRxS', 'LB')
('SL04652-2022-11-01-12917','S539-5','yUFlsn', 'MB')
('AC22517-2022-11-02-13017','A724-3','nPISKjkYt', 'UB')
('SL22517-2022-11-02-12918','S539-6','GpGeSnVSvmSwvo', 'UB')
('SL12058-2022-11-01-12790','S533-22','BBTguX', 'UB')
('AC22517-2022-11-02-13039','A725-7','G', 'LB')
('SL22517-2022-11-02-12971','S541-11','md', 'UB')
('AC22517-2022-11-01-13140','A730-18','iuUbW', 'SU')
('AC12058-2022-11-01-13096','A728-10','qWyyYVnsSuSdR', 'UB')
('AC04652-2022-11-02-13134','A730-12','fJgeG', 'SU')
('SL22517-2022-11-01-12900','S538-12','yaBdg', 'LB')
('SL12058-2022-11-01-12839','S535-23','yIefoaMPi', 'SL')
('SL04652-2022-11-01-12983','S541-23','mNDvdozZtlWxe', 'SL')
('AC04652-2022-11-01-13295','A739-11','mo', 'SL')
('AC04652-2022-11-01-13310','A740-8','HXCgAVOBKWpRYqVb', 'LB')
('SL04652-2022-11-01-13006','S542-22','hjhQDZr', 'UB')
('SL22517-2022-11-02-13001','S542-17','hfBmGEEHCjJOu', 'LB')
('AC04652-2022-11-02-13164','A732-6','qOauEah', 'SU')
('AC22517-2022-11-01-13165','A732-7','oxcPRRpRCpqkJDs', 'LB')
('SL04652-2022-11-01-13010','S543-2','BjCZGUmWiMDaNXsH', 'MB')
('AC04652-2022-11-01-13326','A741-6','eDPffhrrUiozIbu', 'SU')
('AC12058-2022-11-01-13136','A730-14','MCst', 'LB')
('AC22517-2022-11-01-13173','A732-15','iDrWyVSrVToZ', 'UB')
('AC22517-2022-11-02-13102','A728-16','hyzHCBGxkHWGLdz', 'UB')
('AC04652-2022-11-01-13332','A741-12','ytWZoexyy', 'SU')
('AC04652-2022-11-01-13338','A741-18','tFxRxuQ', 'SU')
('SL04652-2022-11-02-13044','S544-12','RxkB', 'LB')
('SL04652-2022-11-02-13079','S545-23','jj', 'SL')
('SL04652-2022-11-01-13075','S545-19','SKXUAi', 'UB')
('SL04652-2022-11-01-13076','S545-20','hoMGHFPEKyf', 'LB')
('AC04652-2022-11-02-13219','A735-7','NWX', 'LB')
('AC22517-2022-11-02-13167','A732-9','NSAPk', 'UB')
('SL04652-2022-11-01-13079','S545-23','jZQuzTWHUxvXbbZl', 'SL')
('AC04652-2022-11-01-13392','A744-18','UNMezRYAzWdUmt', 'SU')
('SL22517-2022-11-02-13082','S546-2','hdEL', 'MB')
('AC12058-2022-11-01-13206','A734-12','uEQUgYRwxPuWO', 'SU')
('AC12058-2022-11-01-13207','A734-13','fryoQyuSB', 'LB')
('AC04652-2022-11-02-13226','A735-14','kXEHt', 'LB')
('SL22517-2022-11-02-13093','S546-13','mQbvCaun', 'MB')
('AC22517-2022-11-01-13283','A738-17','NsQYWtsN', 'SL')
('SL04652-2022-11-02-13118','S547-14','tZgqQhBxLObNMr', 'UB')
('AC12058-2022-11-01-13232','A736-2','CVFgYh', 'LB')
('AC22517-2022-11-02-13210','A734-16','EUGXphoWptFuFHI', 'UB')
('AC22517-2022-11-02-13211','A734-17','ERKLTcvzCLy', 'SL')
('SL12058-2022-11-01-12950','S540-14','KMzRlnhLXn', 'UB')
('SL22517-2022-11-01-13040','S544-8','IHK', 'SU')
('SL22517-2022-11-02-13121','S547-17','fUfKRlc', 'LB')
('AC04652-2022-11-01-13445','A747-17','iTLwLq', 'SL')
('SL22517-2022-11-02-13123','S547-19','w', 'UB')
('AC04652-2022-11-02-13267','A738-1','RDJTLaSbhwk', 'LB')
('SL04652-2022-11-02-13127','S547-23','UNdUi', 'SL')
('AC22517-2022-11-01-13296','A739-12','CVor', 'SU')
('SL04652-2022-11-01-13135','S548-7','XrGgQNRl', 'SL')
('AC22517-2022-11-01-13329','A741-9','WHe', 'UB')
('AC22517-2022-11-02-13248','A736-18','QJ', 'SU')
('SL22517-2022-11-01-13072','S545-16','Ad', 'SU')
('AC04652-2022-11-02-13307','A740-5','INqgJ', 'SL')
('SL04652-2022-11-01-13175','S549-23','JPMsqeH', 'SL')
('AC22517-2022-11-02-13259','A737-11','ELDNaETIkRorHVrs', 'SL')
('SL04652-2022-11-01-13177','S550-1','AIqTyAdKQqjMZ', 'LB')
('AC04652-2022-11-02-13313','A740-11','SLccwY', 'SL')
('SL04652-2022-11-01-13184','S550-8','iIJEkrarZTnn', 'SU')
('SL22517-2022-11-02-13199','S550-23','wzuvvFjyIdLqQlo', 'SL')
('SL22517-2022-11-01-13115','S547-11','R', 'UB')
('AC04652-2022-11-01-13520','A752-2','RfhYTiZoQqtPIJP', 'LB')
('SL04652-2022-11-01-13218','S551-18','IhVPUPNhnmV', 'MB')
('AC04652-2022-11-01-13524','A752-6','MFxCAUzERbkG', 'SU')
('AC22517-2022-11-01-13378','A744-4','YiM', 'UB')
('AC22517-2022-11-02-13294','A739-10','xN', 'UB')
('AC22517-2022-11-01-13379','A744-5','rSPNEHNUzJCylmA', 'SL')
('SL04652-2022-11-02-13199','S550-23','EGeSEsHjmsgl', 'SL')
('SL22517-2022-11-01-13124','S547-20','ljQkQAnIYMDBMM', 'LB')
('AC22517-2022-11-02-13296','A739-12','I', 'SU')
('SL04652-2022-11-02-13202','S551-2','By', 'MB')
('SL22517-2022-11-02-13213','S551-13','BYwnlhnzeOf', 'MB')
('SL04652-2022-11-02-13205','S551-5','S', 'MB')
('SL04652-2022-11-02-13207','S551-7','SyxjCHIi', 'SL')
('AC22517-2022-11-01-13387','A744-13','Qx', 'LB')
('AC12058-2022-11-01-13317','A740-15','mf', 'UB')
('AC04652-2022-11-01-13538','A753-2','ZkqFIVN', 'LB')
('AC12058-2022-11-01-13319','A740-17','V', 'SL')
('AC22517-2022-11-02-13305','A740-3','IBUvAmAl', 'UB')
('SL12058-2022-11-01-13039','S544-7','tziXckdY', 'SL')
('SL04652-2022-11-0
