('SL04652-2022-11-01-2625','S110-9','uil', 'LB')
('AC22517-2022-11-02-10456','A581-16','yuud', 'UB')
('AC22517-2022-11-02-10493','A583-17','oSkh', 'SL')
('SL12058-2022-11-01-10241','S427-17','wpChVzrADICn', 'LB')
('SL04652-2022-11-02-10415','S434-23','FSAr', 'SL')
('AC12058-2022-11-01-10502','A584-8','Sju', 'LB')
('AC04652-2022-11-02-10505','A584-11','gTAsZrbSzZuvlxse', 'SL')
('AC22517-2022-11-01-10489','A583-13','Wwme', 'LB')
('AC12058-2022-11-01-10511','A584-17','rwtPOyhMmlInVIl', 'SL')
('SL22517-2022-11-02-10432','S435-16','mnlItgGiU', 'SU')
('SL22517-2022-11-01-10331','S431-11','Qw', 'UB')
('AC22517-2022-11-01-10496','A584-2','eqXIpSaPKRDYBFQH', 'LB')
('AC22517-2022-11-02-10530','A585-18','KEcspEumzfWLwX', 'SU')
('SL04652-2022-11-02-10435','S435-19','VbqMDA', 'UB')
('AC12058-2022-11-01-10526','A585-14','vHM', 'LB')
('AC04652-2022-11-02-10528','A585-16','fLZRoJuLGNFH', 'UB')
('AC22517-2022-11-01-10498','A584-4','YMETxODwlJXvVsQ', 'UB')
('AC04652-2022-11-02-10529','A585-17','WVhvEtqykcEXtl', 'SL')
('AC04652-2022-11-02-10530','A585-18','ZOLFMMIrrBPcGME', 'SU')
('SL04652-2022-11-02-10443','S436-3','jwEOfj', 'UB')
('AC12058-2022-11-01-10531','A586-1','TiXKWBh', 'LB')
('SL12058-2022-11-01-10275','S429-3','yqcwHXWvUYNicvt', 'UB')
('AC12058-2022-11-01-10532','A586-2','sYhdF', 'LB')
('AC04652-2022-11-01-10717','A596-7','UCsTqgTBadEEEe', 'LB')
('SL04652-2022-11-02-10446','S436-6','ZUTnSDhheLRb', 'UB')
('SL04652-2022-11-02-10447','S436-7','BiV', 'SL')
('AC12058-2022-11-01-10536','A586-6','agGYJcsGyep', 'SU')
('SL22517-2022-11-01-10346','S432-2','CMxkoDW', 'MB')
('AC22517-2022-11-01-10509','A584-15','YDbk', 'UB')
('AC04652-2022-11-01-10721','A596-11','xKWUwEqeISsRVsV', 'SL')
('AC04652-2022-11-01-10723','A596-13','VlHRPnXcFqNCvX', 'LB')
('SL04652-2022-11-01-10413','S434-21','EdWbKfYlvjHMYV', 'MB')
('SL22517-2022-11-01-10353','S432-9','uxBKdxAXOwCU', 'LB')
('AC22517-2022-11-01-10551','A587-3','QODyZr', 'UB')
('AC22517-2022-11-01-10552','A587-4','tSqPjV', 'UB')
('AC22517-2022-11-01-10553','A587-5','GM', 'SL')
('AC22517-2022-11-02-10580','A588-14','exglIpVCnS', 'LB')
('AC12058-2022-11-01-10596','A589-12','pZDsGVKl', 'SU')
('SL04652-2022-11-01-10481','S437-17','uYUAiDKweoAM', 'LB')
('AC04652-2022-11-01-10780','A599-16','vSyPOpk', 'UB')
('AC22517-2022-11-01-10589','A589-5','Jx', 'SL')
('SL04652-2022-11-02-10521','S439-9','nEcMbzTnWKvZs', 'LB')
('SL04652-2022-11-01-10491','S438-3','zkDszjNrc', 'UB')
('AC22517-2022-11-02-10650','A592-12','ZtYGEvVHKM', 'SU')
('SL22517-2022-11-01-10453','S436-13','BsSknuBDHKGY', 'MB')
('AC22517-2022-11-02-10662','A593-6','rZJmvtsFIrLMn', 'SU')
('AC04652-2022-11-02-10657','A593-1','OBSBVsDOQE', 'LB')
('SL04652-2022-11-01-10534','S439-22','bYUeA', 'UB')
('SL22517-2022-11-01-10517','S439-5','RpXSVlxbO', 'MB')
('AC04652-2022-11-02-10714','A596-4','s', 'UB')
('SL04652-2022-11-02-10627','S443-19','wwlvyj', 'UB')
('SL22517-2022-11-01-10521','S439-9','lIZMBEdLGBF', 'LB')
('SL22517-2022-11-02-10637','S444-5','pZ', 'MB')
('SL22517-2022-11-01-10524','S439-12','wXX', 'LB')
('AC22517-2022-11-02-10729','A597-1','uFSVAF', 'LB')
('SL04652-2022-11-02-10633','S444-1','hDTEvLwWif', 'LB')
('AC12058-2022-11-01-10718','A596-8','pVzXAk', 'LB')
('SL12058-2022-11-01-10477','S437-13','saR', 'MB')
('AC22517-2022-11-01-10706','A595-14','WDotrBawnM', 'LB')
('AC12058-2022-11-01-10734','A597-6','JX', 'SU')
('AC22517-2022-11-02-10761','A598-15','VeZY', 'UB')
('SL04652-2022-11-01-10655','S444-23','fAAvMOzNewH', 'SL')
('SL12058-2022-11-01-10532','S439-20','NFEBRowpNrSx', 'LB')
('SL12058-2022-11-01-10533','S439-21','yZIMTidCAJGtqY', 'MB')
('AC12058-2022-11-01-10778','A599-14','pUbfCuWmOtxfctO', 'LB')
('AC04652-2022-11-01-10939','A608-13','Bs', 'LB')
('AC04652-2022-11-02-10774','A599-10','YMZMSkN', 'UB')
('SL12058-2022-11-01-10545','S440-9','JBoGuBnW', 'LB')
('SL22517-2022-11-01-10609','S443-1','P', 'LB')
('AC22517-2022-11-01-10781','A599-17','NQEtilEBsRgEk', 'SL')
('AC04652-2022-11-01-10957','A609-13','ZYmvNAq', 'LB')
('AC12058-2022-11-01-10798','A600-16','GfsfHzTbsZZJG', 'UB')
('AC04652-2022-11-01-10959','A609-15','OpewOYbct', 'UB')
('AC22517-2022-11-01-10794','A600-12','nHapCsqKCeHOarDK', 'SU')
('SL22517-2022-11-01-10622','S443-14','UlqNHd', 'UB')
('AC22517-2022-11-02-10822','A602-4','pDYTnqAH', 'UB')
('AC04652-2022-11-01-10973','A610-11','CxnffwnIhrfUX', 'SL')
('SL04652-2022-11-02-10722','S447-18','BDgFJ', 'MB')
('AC22517-2022-11-02-10824','A602-6','nkYveHXTEZ', 'SU')
('SL22517-2022-11-02-10717','S447-13','sGnsKnfquWHTBX', 'MB')
('SL04652-2022-11-02-10725','S447-21','McFsyQG', 'MB')
('SL22517-2022-11-02-10722','S447-18','vSHZPdyY', 'MB')
('SL22517-2022-11-01-10629','S443-21','XA', 'MB')
('AC04652-2022-11-01-10983','A611-3','kRTqQpN', 'UB')
('AC22517-2022-11-02-10859','A604-5','qRWj', 'SL')
('AC12058-2022-11-01-10835','A602-17','QbUMGjfQNsnydzd', 'SL')
('AC04652-2022-11-02-10846','A603-10','QdpRudWPyMnKIGZs', 'UB')
('SL04652-2022-11-02-10757','S449-5','WmhDC', 'MB')
('AC22517-2022-11-02-10863','A604-9','ghQiNcDWt', 'UB')
('AC12058-2022-11-01-10840','A603-4','lWHLAePjKihah', 'UB')
('AC22517-2022-11-01-10838','A603-2','dF', 'LB')
('AC04652-2022-11-02-10852','A603-16','z', 'UB')
('SL04652-2022-11-01-10731','S448-3','qWtORQEkqSLITZ', 'UB')
('SL04652-2022-11-02-10762','S449-10','uzFojknuVSn', 'MB')
('SL12058-2022-11-01-10631','S443-23','b', 'SL')
('SL22517-2022-11-02-10777','S450-1','LLOU', 'LB')
('AC04652-2022-11-02-10883','A605-11','UdgyFLhYE', 'SL')
('AC04652-2022-11-01-11039','A614-5','pieZfhGGUBs', 'SL')
('AC12058-2022-11-01-10925','A607-17','oq', 'SL')
('SL22517-2022-11-02-10834','S452-10','xlpUZxShqUpydWIi', 'MB')
('SL22517-2022-11-02-10835','S452-11','rptjRVewoxXQM', 'UB')
('SL04652-2022-11-01-10835','S452-11','wusxOnELIkfHr', 'UB')
('SL22517-2022-11-02-10853','S453-5','IwiTMVHCQePIJCyi', 'MB')
('SL22517-2022-11-02-10854','S453-6','iaFPmZFIRnal', 'UB')
('AC12058-2022-11-01-10951','A609-7','nAtNd', 'LB')
('AC22517-2022-11-02-10959','A609-15','EUAYdIZdTx', 'UB')
('AC04652-2022-11-01-11110','A618-4','Ux', 'UB')
('AC22517-2022-11-02-10961','A609-17','aQPG', 'SL')
('SL04652-2022-11-01-10837','S452-13','qVGa', 'MB')
('AC22517-2022-11-01-10955','A609-11','ZZCKincbVJ', 'SL')
('SL22517-2022-11-02-10862','S453-14','AWfZt', 'UB')
('AC12058-2022-11-01-10961','A609-17','BoHEdNqs', 'SL')
('SL22517-2022-11-02-10894','S454-22','j', 'UB')
('SL22517-2022-11-01-10809','S451-9','ibpMbrc', 'LB')
('AC22517-2022-11-02-10995','A611-15','FETbNwfjkJYzLU', 'UB')
('AC04652-2022-11-02-11015','A612-17','kxHLYjmJJxb', 'SL')
('SL22517-2022-11-02-10897','S455-1','iCPMI', 'LB')
('AC12058-2022-11-01-11015','A612-17','pIgHvfOwWwccrM', 'SL')
('SL22517-2022-11-02-10908','S455-12','TvkjLwspWN', 'LB')
('AC22517-2022-11-01-11013','A612-15','h', 'UB')
('SL22517-2022-11-02-10912','S455-16','feGqiRu', 'SU')
('AC12058-2022-11-01-11022','A613-6','LUMhDDtf', 'SU')
('AC12058-2022-11-01-11024','A613-8','cunORgDLeYpKvF', 'LB')
('SL12058-2022-11-01-10784','S450-8','MPBAWYL', 'SU')
('SL04652-2022-11-02-10937','S456-17','LrcKEG', 'LB')
('SL04652-2022-11-01-10910','S455-14','QXQpJnJ', 'UB')
('AC22517-2022-11-02-11008','A612-10','LlIjErXfXFtlMP', 'UB')
('SL22517-2022-11-01-10839','S452-15','ytjMrkwu', 'SL')
('SL22517-2022-11-02-10917','S455-21','ENxkdODmk', 'MB')
('SL04652-2022-11-01-10911','S455-15','ySsIgffSYer', 'SL')
('SL04652-2022-11-01-10912','S455-16','WReiTdKuBrOMgW', 'SU')
('SL04652-2022-11-02-10967','S457-23','bIyQbCMQnUUZqzc', 'SL')
('SL22517-2022-11-01-10867','S453-19','fzMQqsHTBaadwPHU', 'UB')
('AC22517-2022-11-02-11041','A614-7','yqiFpP', 'LB')
('AC04652-2022-11-01-11211','A623-15','ccWYnqihOE', 'UB')
('SL22517-2022-11-02-10959','S457-15','CuFG', 'SL')
('SL04652-2022-11-01-10964','S457-20','vNckCcQWDZI', 'LB')
('SL22517-2022-11-02-10962','S457-18','EpVTCD', 'MB')
('AC22517-2022-11-01-11077','A616-7','xxJU', 'LB')
('SL04652-2022-11-01-10977','S458-9','ctgqtCcQ', 'LB')
('AC12058-2022-11-01-11093','A617-5','zbXWBur', 'SL')
('AC04652-2022-11-02-11135','A619-11','eBzaOnkv', 'SL')
('AC12058-2022-11-01-11190','A622-12','tAfhUvjKeqdLId', 'SU')
('SL12058-2022-11-01-10997','S459-5','aDHMYLwAZkcVAzoR', 'MB')
('AC04652-2022-11-01-11390','A633-14','NpfKlh', 'LB')
('SL22517-2022-11-01-11024','S460-8','oSieXqxdFnDzqDZb', 'SU')
('SL04652-2022-11-01-11129','S464-17','oWjWRvneFNNYi', 'LB')
('AC04652-2022-11-02-11281','A627-13','zxnuVopAhx', 'LB')
('AC12058-2022-11-01-11284','A627-16','WOFgFvWIlkD', 'UB')
('AC22517-2022-11-01-11250','A625-18','LK', 'SU')
('SL04652-2022-11-02-11171','S466-11','YJHDAqZfn', 'UB')
('SL22517-2022-11-01-11087','S462-23','gPtnWeEJRs', 'SL')
('SL22517-2022-11-01-11088','S462-24','pZkWDGPZDjb', 'SU')
('SL12058-2022-11-01-11043','S461-3','krq', 'UB')
('AC04652-2022-11-02-11304','A628-18','sK', 'SU')
('AC04652-2022-11-02-11308','A629-4','cQgVNGBsvUv', 'UB')
('AC04652-2022-11-02-11309','A629-5','hofzSzDvmFSLrX', 'SL')
('AC12058-2022-11-01-11317','A629-13','OVueWovveucZs', 'LB')
('SL22517-2022-11-01-11104','S463-16','lxdxTWAStq', 'SU')
('AC22517-2022-11-02-11272','A627-4','wadlxJmCWSDLFDt', 'UB')
('AC04652-2022-11-01-11472','A638-6','kDuTvdprNdPVBiT', 'SU')
('AC22517-2022-11-01-11286','A627-18','ahjrraZDoGUGLk', 'SU')
('AC04652-2022-11-02-11315','A629-11','XFHyQDhkC', 'SL')
('AC22517-2022-11-02-11334','A630-12','O', 'SU')
('SL04652-2022-11-01-11244','S469-12','MPn', 'LB')
('SL04652-2022-11-01-11245','S469-13','UHdeKkidaFRLrF', 'MB')
('SL12058-2022-11-01-11123','S464-11','G', 'UB')
('SL22517-2022-11-01-11169','S466-9','shwyUlIcfGxyglP', 'LB')
('SL22517-2022-11-01-11170','S466-10','Mo', 'MB')
('AC22517-2022-11-01-11363','A632-5','MKgHUHxr', 'SL')
('SL04652-2022-11-01-11250','S469-18','vaOZwnt', 'MB')
('SL12058-2022-11-01-11129','S464-17','iUlfLqvfHDkbQ', 'LB')
('AC12058-2022-11-01-11375','A632-17','r', 'SL')
('SL22517-2022-11-02-11264','S470-8','xpMiZWNZXOraB', 'SU')
('AC22517-2022-11-01-11373','A632-15','I', 'UB')
('AC04652-2022-11-02-11412','A634-18','WFKVhvotFLUrLU', 'SU')
('AC22517-2022-11-02-11384','A633-8','GeqGLvrrRS', 'LB')
('AC12058-2022-11-01-11409','A634-15','iWYLJDAH', 'UB')
('SL04652-2022-11-02-11295','S471-15','FLz', 'SL')
('AC12058-2022-11-01-11444','A636-14','hqtpVkKcNGdSDXBI', 'LB')
('SL12058-2022-11-01-11221','S468-13','E', 'MB')
('AC22517-2022-11-02-11447','A636-17','MAWrk', 'SL')
('AC22517-2022-11-01-11464','A637-16','KmRyhLchIusIz', 'UB')
('AC22517-2022-11-02-11485','A639-1','VYQGrPqsNJJbZUC', 'LB')
('SL04652-2022-11-02-11387','S475-11','zXJfKxD', 'UB')
('AC22517-2022-11-01-11504','A640-2','VEcLLR', 'LB')
('AC04652-2022-11-02-11509','A640-7','EaIaIIZcGJtuSG', 'LB')
('SL12058-2022-11-01-11284','S471-4','hT', 'LB')
('SL04652-2022-11-01-11437','S477-13','xsZZXkkpSHC', 'MB')
('AC04652-2022-11-01-11721','A652-3','GmMS', 'UB')
('AC12058-2022-11-01-11558','A643-2','stKDqknno', 'LB')
('AC12058-2022-11-01-11559','A643-3','w', 'UB')
('SL12058-2022-11-01-11332','S473-4','BLbNU', 'LB')
('AC04652-2022-11-02-11560','A643-4','DRYSZGxOA', 'UB')
('AC22517-2022-11-01-11559','A643-3','Rksv', 'UB')
('AC12058-2022-11-01-11565','A643-9','WLmM', 'UB')
('AC22517-2022-11-01-11562','A643-6','uVq', 'SU')
('AC04652-2022-11-02-11566','A643-10','gaJTfxT', 'UB')
('SL04652-2022-11-02-11454','S478-6','xqbjMZfp', 'UB')
('SL12058-2022-11-01-11470','S478-22','CQKrj', 'UB')
('SL22517-2022-11-02-11585','S483-17','DZNevrVMLySBm', 'LB')
('AC12058-2022-11-01-11694','A650-12','bfeOKhhtaqbhdf', 'SU')
('SL04652-2022-11-01-11587','S483-19','TsPyzEnt', 'UB')
('SL04652-2022-11-02-11627','S485-11','RiUnwRuqNPkBY', 'UB')
('AC04652-2022-11-02-11738','A653-2','vdyShSoSswx', 'LB')
('AC12058-2022-11-01-11727','A652-9','yGu', 'UB')
('SL22517-2022-11-01-11563','S482-19','IDSBjtGHUOXLWGtp', 'UB')
('SL12058-2022-11-01-11530','S481-10','aCRJ', 'MB')
('AC22517-2022-11-02-11715','A651-15','RUDwhjU', 'UB')
('SL12058-2022-11-01-11532','S481-12','JSOIPfVDmHV', 'LB')
('SL22517-2022-11-01-11613','S484-21','ayhJlxQNFIxlv', 'MB')
('AC22517-2022-11-02-11749','A653-13','DC', 'LB')
('SL22517-2022-11-01-11619','S485-3','iiDkjrw', 'UB')
('AC04652-2022-11-01-12002','A667-14','eOeiTrIw', 'LB')
('SL04652-2022-11-02-11749','S490-13','gHwgBKkRC', 'MB')
('SL04652-2022-11-01-11712','S488-24','iznNGHqSpWi', 'SU')
('AC22517-2022-11-01-11869','A660-7','XB', 'LB')
('SL22517-2022-11-01-11698','S488-10','rfwpzSFwJSZSv', 'MB')
('AC12058-2022-11-01-11868','A660-6','aB', 'SU')
('AC22517-2022-11-02-11837','A658-11','EHBidND', 'SL')
('SL22517-2022-11-01-11709','S488-21','SjdZPM', 'MB')
('SL22517-2022-11-02-11811','S493-3','LwoOuADzWPO', 'UB')
('AC22517-2022-11-02-11867','A660-5','LVuTTZVCh', 'SL')
('SL22517-2022-11-02-11814','S493-6','WlKKubwuzisX', 'UB')
('SL04652-2022-11-01-11779','S491-19','AE', 'UB')
('SL04652-2022-11-02-11833','S494-1','nSV', 'LB')
('SL12058-2022-11-01-11696','S488-8','dRjhCD', 'SU')
('AC12058-2022-11-01-11907','A662-9','IBgoCEUlIHaky', 'UB')
('SL04652-2022-11-01-11782','S491-22','d', 'UB')
('AC22517-2022-11-02-11878','A660-16','VyJSICQUhMIp', 'UB')
('AC22517-2022-11-01-11916','A662-18','PLgePU', 'SU')
('AC04652-2022-11-02-11937','A664-3','rIUuwgm', 'UB')
('AC12058-2022-11-01-11921','A663-5','edYCARXtNrBVZtK', 'SL')
('AC12058-2022-11-01-11931','A663-15','VzeRFTsgozkfQQw', 'UB')
('AC04652-2022-11-01-12141','A675-9','xSyWamFPAV', 'UB')
('SL22517-2022-11-01-11767','S491-7','gzMtaLARkTyR', 'SL')
('AC04652-2022-11-02-11959','A665-7','F', 'LB')
('SL12058-2022-11-01-11731','S489-19','Mn', 'UB')
('SL22517-2022-11-01-11787','S492-3','obEAxOC', 'UB')
('SL22517-2022-11-01-11788','S492-4','VY', 'LB')
('AC22517-2022-11-01-11954','A665-2','vLwbjtmrwS', 'LB')
('AC22517-2022-11-02-11917','A663-1','xJMd', 'LB')
('SL22517-2022-11-01-11804','S492-20','bN', 'LB')
('AC04652-2022-11-01-12175','A677-7','hfvY', 'LB')
('SL12058-2022-11-01-11784','S491-24','IQBqCXHuEUjvPdO', 'SU')
('AC12058-2022-11-01-12005','A667-17','ySmJsO', 'SL')
('AC04652-2022-11-02-12041','A669-17','NmPGymUhlvrmTqfb', 'SL')
('SL22517-2022-11-01-11866','S495-10','onuMGsnK', 'MB')
('AC04652-2022-11-02-12045','A670-3','lqWdoFWRXyQpZA', 'UB')
('SL22517-2022-11-01-11872','S495-16','jDOoUhzDi', 'SU')
('SL04652-2022-11-01-11902','S496-22','VfwNhFPylh', 'UB')
('SL22517-2022-11-02-11948','S498-20','Mm', 'LB')
('AC22517-2022-11-02-12017','A668-11','ebaFm', 'SL')
('AC12058-2022-11-01-12043','A670-1','vb', 'LB')
('SL22517-2022-11-02-11952','S498-24','cPekLWdHTSTtuw', 'SU')
('AC22517-2022-11-02-12019','A668-13','i', 'LB')
('SL22517-2022-11-01-11878','S495-22','TU', 'UB')
('SL04652-2022-11-01-11909','S497-5','kUggCowhTHkyemKn', 'MB')
('SL04652-2022-11-01-11920','S497-16','OjRUXjydQyJegL', 'SU')
('AC12058-2022-11-01-12055','A670-13','FfFHYSTkNimoabGi', 'LB')
('SL04652-2022-11-02-11959','S499-7','LLwzyNT', 'SL')
('SL12058-2022-11-01-11830','S493-22','Qqqrhqmug', 'UB')
('AC22517-2022-11-01-12103','A673-7','bGzQvrA', 'LB')
('AC12058-2022-11-01-12103','A673-7','Zwr', 'LB')
('AC22517-2022-11-01-12107','A673-11','ijxbxcDxi', 'SL')
('AC04652-2022-11-02-12112','A673-16','xqZwqPvXVb', 'UB')
('AC04652-2022-11-01-12294','A683-18','SKmna', 'SU')
('AC12058-2022-11-01-12108','A673-12','XibuzndsGPmwXRaE', 'SU')
('SL22517-2022-11-02-12014','S501-14','VcFhBCevDT', 'UB')
('AC12058-2022-11-01-12109','A673-13','qAmsXzhYfBtZ', 'LB')
('SL12058-2022-11-01-11881','S496-1','dyc', 'LB')
('SL04652-2022-11-02-12005','S501-5','xTi', 'MB')
('SL12058-2022-11-01-11882','S496-2','xbqG', 'MB')
('SL22517-2022-11-02-12018','S501-18','ghbMSkPujxmGY', 'MB')
('AC04652-2022-11-02-12117','A674-3','DlkhfISkGoLtO', 'UB')
('AC22517-2022-11-02-12101','A673-5','XZqIJcakNQgaG', 'SL')
('SL04652-2022-11-02-12021','S501-21','HeBcAPFMpJrfY', 'MB')
('AC12058-2022-11-01-12137','A675-5','NJwhCa', 'SL')
('AC22517-2022-11-02-12107','A673-11','SZiLJfpECK', 'SL')
('AC22517-2022-11-02-12108','A673-12','kPZUFQEeZkpIHj', 'SU')
('SL04652-2022-11-02-12026','S502-2','ihcCvgwf', 'MB')
('AC04652-2022-11-01-12327','A685-15','MfwDCNdxbTqEm', 'UB')
('AC04652-2022-11-01-12328','A685-16','OqZ', 'UB')
('SL22517-2022-11-01-11955','S499-3','SDVAMFnGTfU', 'UB')
('AC04652-2022-11-01-12329','A685-17','mVIsoDJUXHlZId', 'SL')
('SL04652-2022-11-02-12030','S502-6','EwVQXqqQWF', 'UB')
('AC12058-2022-11-01-12168','A676-18','d', 'SU')
('AC22517-2022-11-01-12153','A676-3','VwVGnxWlBl', 'UB')
('AC04652-2022-11-02-12155','A676-5','GGHPJdHWeATbmlq', 'SL')
('SL22517-2022-11-02-12064','S503-16','hSoAwusIKNxAATY', 'SU')
('SL04652-2022-11-01-12031','S502-7','hdBNthSKNRgdAurx', 'SL')
('SL04652-2022-11-01-12032','S502-8','JZbKpGORIhR', 'SU')
('SL12058-2022-11-01-11950','S498-22','MDsguzBihhizWHAm', 'UB')
('AC04652-2022-11-02-12225','A680-3','aqnJUKOUuisNAC', 'UB')
('AC04652-2022-11-01-12408','A690-6','zLtory', 'SU')
('SL22517-2022-11-02-12142','S506-22','qq', 'UB')
('SL22517-2022-11-01-12052','S503-4','p', 'LB')
('AC22517-2022-11-01-12242','A681-2','cwSptsuuABCQHtFS', 'LB')
('SL22517-2022-11-02-12147','S507-3','ggZpqPSoQ', 'UB')
('SL22517-2022-11-01-12060','S503-12','ZoPlFJqO', 'LB')
('AC22517-2022-11-02-12215','A679-11','dzdnpTTfaxS', 'SL')
('AC12058-2022-11-01-12287','A683-11','RSldRBWBQNGfJv', 'SL')
('SL04652-2022-11-01-12164','S507-20','toMAOwHagb', 'LB')
('AC04652-2022-11-02-12269','A682-11','qDXZjbCZaPgMp', 'SL')
('SL22517-2022-11-01-12104','S505-8','efIbaJqRkWV', 'SU')
('SL04652-2022-11-02-12186','S508-18','vUNUwEx', 'MB')
('SL04652-2022-11-01-12168','S507-24','KiVIuKAwKVaFj', 'SU')
('SL04652-2022-11-02-12191','S508-23','gVyTxCQngC', 'SL')
('SL22517-2022-11-01-12109','S505-13','lRYTfS', 'MB')
('AC04652-2022-11-01-12498','A695-6','N', 'SU')
('SL12058-2022-11-01-12067','S503-19','hvvZiCPUiZpf', 'UB')
('SL22517-2022-11-01-12134','S506-14','duWtCWeR', 'UB')
('AC04652-2022-11-02-12333','A686-3','M', 'UB')
('AC12058-2022-11-01-12400','A689-16','XtRVTYcopixiJC', 'UB')
('SL22517-2022-11-01-12253','S511-13','vVDZfFiOLWpusaNh', 'MB')
('SL04652-2022-11-02-12328','S514-16','eVdrDkZED', 'SU')
('AC04652-2022-11-01-12640','A703-4','LqyyDT', 'UB')
('SL04652-2022-11-02-12342','S515-6','tGwqPxWZIzLZL', 'UB')
('AC04652-2022-11-02-12444','A692-6','D', 'SU')
('AC22517-2022-11-02-12411','A690-9','JbqdKgYNGAZ', 'UB')
('SL04652-2022-11-02-12357','S515-21','lDvqpXOkrPtaeM', 'MB')
('SL22517-2022-11-02-12344','S515-8','MvgtxMjybhHHihdU', 'SU')
('SL22517-2022-11-01-12274','S512-10','AN', 'MB')
('SL04652-2022-11-01-12330','S514-18','D', 'MB')
('SL22517-2022-11-02-12348','S515-12','kkmycgeILhG', 'LB')
('AC04652-2022-11-02-12461','A693-5','ProGOFMiWGXgiaR', 'SL')
('SL22517-2022-11-02-12350','S515-14','nGUhUeApSZjwEfxL', 'UB')
('SL04652-2022-11-01-12334','S514-22','inEZwfZJy', 'UB')
('AC04652-2022-11-02-12463','A693-7','zglMElSxy', 'LB')
('SL04652-2022-11-02-12370','S516-10','mY', 'MB')
('AC22517-2022-11-01-12468','A693-12','AAHWOCiG', 'SU')
('SL04652-2022-11-02-12372','S516-12','OrZhuaxPqhXG', 'LB')
('AC04652-2022-11-01-12659','A704-5','tvVVJwzsFH', 'SL')
('AC04652-2022-11-01-12660','A704-6','cRkxxkTAfK', 'SU')
('SL22517-2022-11-01-12286','S512-22','HxygPEFB', 'UB')
('SL04652-2022-11-02-12377','S516-17','IuSqzryZbQk', 'LB')
('SL22517-2022-11-02-12358','S515-22','wrN', 'UB')
('SL22517-2022-11-01-12289','S513-1','eYeqsHnksj', 'LB')
('SL22517-2022-11-02-12361','S516-1','cuToUzdOaiWcJWEA', 'LB')
('AC22517-2022-11-01-12483','A694-9','EogYQ', 'UB')
('SL22517-2022-11-02-12371','S516-11','MaTG', 'UB')
('AC12058-2022-11-01-12504','A695-12','dndBwpU', 'SU')
('SL12058-2022-11-01-12220','S510-4','LLKaOeLYYw', 'LB')
('SL04652-2022-11-01-12366','S516-6','QZDBNxPjzK', 'UB')
('SL12058-2022-11-01-12224','S510-8','oOpyEvfDPcAFGB', 'SU')
('SL12058-2022-11-01-12225','S510-9','xycJhgCxYU', 'LB')
('SL04652-2022-11-02-12398','S517-14','IYFFJOEwKAI', 'UB')
('SL12058-2022-11-01-12231','S510-15','hk', 'SL')
('SL22517-2022-11-02-12383','S516-23','gwDrwYMskjJZT', 'SL')
('SL04652-2022-11-01-12375','S516-15','CWZfypIBWT', 'SL')
('SL04652-2022-11-01-12378','S516-18','fWAimm', 'MB')
('AC04652-2022-11-01-12692','A706-2','AkJjZjtyBcta', 'LB')
('SL04652-2022-11-02-12408','S517-24','FGTtbBrVTOOk', 'SU')
('SL12058-2022-11-01-12240','S510-24','AGo', 'SU')
('SL04652-2022-11-01-12383','S516-23','ZLsMESIonK', 'SL')
('AC04652-2022-11-01-12695','A706-5','ZMMIpG', 'SL')
('AC04652-2022-11-02-12513','A696-3','ED', 'UB')
('AC04652-2022-11-01-12704','A706-14','nbNZJbn', 'LB')
('AC22517-2022-11-01-12524','A696-14','e', 'LB')
('SL12058-2022-11-01-12265','S512-1','LahyaGYDuIocRwC', 'LB')
('SL12058-2022-11-01-12266','S512-2','pUnQAvCWMcP', 'MB')
('SL04652-2022-11-01-12413','S518-5','XYZngvhhsg', 'MB')
('AC12058-2022-11-01-12555','A698-9','sjOwkXlZI', 'UB')
('AC22517-2022-11-01-12547','A698-1','pZAJKGZHZSEPYHwq', 'LB')
('SL12058-2022-11-01-12293','S513-5','pFTInV', 'MB')
('AC22517-2022-11-02-12566','A699-2','VP', 'LB')
('SL22517-2022-11-01-12418','S518-10','md', 'MB')
('AC22517-2022-11-01-12615','A701-15','nvmPDHtzmY', 'UB')
('SL04652-2022-11-02-12513','S522-9','Xc', 'LB')
('AC04652-2022-11-02-12624','A702-6','Ki', 'SU')
('AC22517-2022-11-02-12578','A699-14','hcTUCsE', 'LB')
('SL22517-2022-11-02-12505','S522-1','XRbJGPpSUJxo', 'LB')
('SL12058-2022-11-01-12345','S515-9','OimoTcByNWDTX', 'LB')
('AC04652-2022-11-01-12816','A712-18','PtBQBQjHKhat', 'SU')
('AC12058-2022-11-01-12634','A702-16','lW', 'UB')
('AC22517-2022-11-01-12631','A702-13','ScP', 'LB')
('AC22517-2022-11-01-12633','A702-15','wsgCxuWkqR', 'UB')
('SL22517-2022-11-01-12436','S519-4','mbNlkaAFr', 'LB')
('SL04652-2022-11-02-12525','S522-21','azVzMAxGEWRU', 'MB')
('SL22517-2022-11-01-12439','S519-7','sAbueaFISTjgtug', 'SL')
('SL12058-2022-11-01-12403','S517-19','qGPPvHWbJ', 'UB')
('AC04652-2022-11-01-12860','A715-8','OwoeqKXdOW', 'LB')
('AC04652-2022-11-01-12862','A715-10','PpPz', 'UB')
('SL12058-2022-11-01-12410','S518-2','wZPliQhhcGQf', 'MB')
('SL04652-2022-11-01-12541','S523-13','jC', 'MB')
('SL12058-2022-11-01-12412','S518-4','dzxAXYGOoPlVdutT', 'LB')
