('SL22517-2022-11-01-148','S7-4','YbTtbvI', 'LB')
('AC22517-2022-11-01-748','A42-10','aTGhkFDZO', 'UB')
('SL04652-2022-11-02-771','S33-3','mLDhuVWQxb', 'UB')
('SL22517-2022-11-02-771','S33-3','XaByWNvrE', 'UB')
('AC22517-2022-11-02-783','A44-9','JZYbCkVkMhx', 'UB')
('SL12058-2022-11-01-778','S33-10','vv', 'MB')
('AC22517-2022-11-02-784','A44-10','NlERxqsdYk', 'UB')
('AC04652-2022-11-02-825','A46-15','CgPhKOyJ', 'UB')
('AC12058-2022-11-01-750','A42-12','YHBIQA', 'SU')
('AC04652-2022-11-01-786','A44-12','EuorBNnYianwkZ', 'SU')
('AC04652-2022-11-02-826','A46-16','hi', 'UB')
('SL22517-2022-11-02-776','S33-8','l', 'SU')
('SL22517-2022-11-01-785','S33-17','HzZtpyDOT', 'LB')
('SL22517-2022-11-01-786','S33-18','FP', 'MB')
('SL12058-2022-11-01-783','S33-15','RETCKVh', 'SL')
('AC04652-2022-11-02-830','A47-2','HCbjBCUNmqj', 'LB')
('AC12058-2022-11-01-754','A42-16','bUOQSNFPWHA', 'UB')
('SL22517-2022-11-02-780','S33-12','OCmrrlQMPr', 'LB')
('AC22517-2022-11-02-788','A44-14','YiDrMMoLjQEJ', 'LB')
('AC22517-2022-11-02-789','A44-15','lZFchoFX', 'UB')
('SL22517-2022-11-01-792','S33-24','QnqIL', 'SU')
('SL22517-2022-11-02-782','S33-14','bCPUpNmrw', 'UB')
('AC22517-2022-11-02-791','A44-17','cehJEcgpRBRnEddu', 'SL')
('AC04652-2022-11-02-836','A47-8','QHEoARtlCglD', 'LB')
('SL04652-2022-11-02-782','S33-14','yFwmmBwn', 'UB')
('SL04652-2022-11-02-783','S33-15','VwCVDjQaKbJVak', 'SL')
('AC22517-2022-11-02-823','A46-13','hWTFPvsKL', 'LB')
('AC12058-2022-11-01-790','A44-16','ZovrUa', 'UB')
('SL04652-2022-11-01-822','S35-6','byyeBPpsuwbNdmV', 'UB')
('AC04652-2022-11-01-823','A46-13','TKyexfX', 'LB')
('SL12058-2022-11-01-822','S35-6','DKtAxtysjuofJZV', 'UB')
('SL22517-2022-11-01-835','S35-19','WrPOTcmkeKHv', 'UB')
('AC04652-2022-11-02-880','A49-16','XkGIqJ', 'UB')
('AC12058-2022-11-01-798','A45-6','PgmfvGYI', 'SU')
('SL22517-2022-11-02-839','S35-23','AqoeqmySsNzoPac', 'SL')
('AC04652-2022-11-02-885','A50-3','RdmpLtofAjcf', 'UB')
('AC12058-2022-11-01-801','A45-9','F', 'UB')
('SL12058-2022-11-01-831','S35-15','nDaWGWp', 'SL')
('AC22517-2022-11-01-821','A46-11','qK', 'SL')
('AC12058-2022-11-01-808','A45-16','mdQOhVsiqcJekkYc', 'UB')
('SL04652-2022-11-01-833','S35-17','H', 'LB')
('SL04652-2022-11-02-837','S35-21','vsi', 'MB')
('SL12058-2022-11-01-841','S36-1','DmgkhJyC', 'LB')
('SL04652-2022-11-01-837','S35-21','MNnPblQFC', 'MB')
('AC12058-2022-11-01-814','A46-4','LFwSOme', 'UB')
('AC04652-2022-11-02-901','A51-1','CzpdfIby', 'LB')
('SL22517-2022-11-02-850','S36-10','RiHiVBvrDyHwXKT', 'MB')
('AC22517-2022-11-02-853','A48-7','pOqkBbkryCkCRJFp', 'LB')
('SL04652-2022-11-01-842','S36-2','pb', 'MB')
('AC22517-2022-11-01-835','A47-7','kJpphsTcUJjG', 'LB')
('AC04652-2022-11-02-906','A51-6','yjnOM', 'SU')
('AC04652-2022-11-01-883','A50-1','LQJre', 'LB')
('SL22517-2022-11-02-889','S38-1','DFBfaPySTfTdMw', 'LB')
('AC04652-2022-11-02-931','A52-13','ZAYBUSmLDI', 'LB')
('SL04652-2022-11-01-873','S37-9','KpChu', 'LB')
('SL22517-2022-11-01-892','S38-4','DqUPaGkPvZhhlJRH', 'LB')
('SL04652-2022-11-02-874','S37-10','Mx', 'MB')
('SL04652-2022-11-02-875','S37-11','ZblunVvaVbiS', 'UB')
('SL04652-2022-11-02-876','S37-12','iqkhKRwG', 'LB')
('SL22517-2022-11-02-892','S38-4','FfglWes', 'LB')
('AC22517-2022-11-01-869','A49-5','PUFVVmgCpuF', 'SL')
('SL04652-2022-11-02-878','S37-14','D', 'UB')
('SL04652-2022-11-01-878','S37-14','JVd', 'UB')
('AC04652-2022-11-01-894','A50-12','mfxVaMfqn', 'SU')
('AC22517-2022-11-01-872','A49-8','yVzMGnYFxS', 'LB')
('SL22517-2022-11-01-902','S38-14','kMS', 'UB')
('AC12058-2022-11-01-859','A48-13','JVYi', 'LB')
('AC22517-2022-11-02-892','A50-10','XFRhgOsJ', 'UB')
('AC22517-2022-11-01-876','A49-12','PytxAeSvgIPUs', 'SU')
('SL04652-2022-11-01-885','S37-21','DQ', 'MB')
('SL04652-2022-11-01-886','S37-22','HvSWt', 'UB')
('AC22517-2022-11-01-880','A49-16','RRXzyLtyMsKqwIna', 'UB')
('SL22517-2022-11-01-907','S38-19','pSOegFrbWIGd', 'UB')
('AC22517-2022-11-01-881','A49-17','onOvA', 'SL')
('AC22517-2022-11-02-900','A50-18','BiBqjqis', 'SU')
('AC22517-2022-11-01-882','A49-18','BSVWQafCDhJP', 'SU')
('SL04652-2022-11-02-908','S38-20','BTFUdpzP', 'LB')
('AC22517-2022-11-01-903','A51-3','oiVxeoQmrLBXl', 'UB')
('SL22517-2022-11-01-934','S39-22','jucksHSsF', 'UB')
('SL22517-2022-11-02-919','S39-7','iwxBOLvWmUGX', 'SL')
('AC04652-2022-11-01-922','A52-4','QvjY', 'UB')
('SL12058-2022-11-01-894','S38-6','mYlWAuGBhsLGOebl', 'UB')
('AC12058-2022-11-01-881','A49-17','Hulf', 'SL')
('SL04652-2022-11-02-910','S38-22','eGajCb', 'UB')
('SL04652-2022-11-02-911','S38-23','ZbIvs', 'SL')
('AC22517-2022-11-01-907','A51-7','DBcMTiAJoJhYhSqE', 'LB')
('SL04652-2022-11-02-915','S39-3','slBF', 'UB')
('SL22517-2022-11-02-927','S39-15','TOcSWkJRdmvDl', 'SL')
('SL12058-2022-11-01-899','S38-11','yCRQKtOjLDSFWFB', 'UB')
('AC12058-2022-11-01-886','A50-4','Fw', 'UB')
('SL04652-2022-11-02-918','S39-6','hZxwbSbxsMk', 'UB')
('AC12058-2022-11-01-887','A50-5','WPLKXPSGNt', 'SL')
('AC22517-2022-11-02-935','A52-17','ngHBIiSOJXGSbUZ', 'SL')
('SL22517-2022-11-01-947','S40-11','KwvjPE', 'UB')
('SL04652-2022-11-02-919','S39-7','RJmcBndsqjngWkgr', 'SL')
('AC12058-2022-11-01-893','A50-11','ArBAlxTdRmoqms', 'SL')
('SL12058-2022-11-01-912','S38-24','bgbNczFZ', 'SU')
('AC22517-2022-11-02-951','A53-15','LSGoecrhfC', 'UB')
('SL04652-2022-11-02-933','S39-21','DediMMwQyEfeclH', 'MB')
('SL12058-2022-11-01-927','S39-15','OPf', 'SL')
('AC04652-2022-11-01-946','A53-10','xALfRm', 'UB')
('SL04652-2022-11-01-939','S40-3','cnBJoUlLTYGVcwBn', 'UB')
('SL04652-2022-11-02-939','S40-3','UrCzQCvNfjZMmNWh', 'UB')
('AC04652-2022-11-01-954','A53-18','USkhXIFf', 'SU')
('SL22517-2022-11-01-970','S41-10','NlLhPDUjtYuvO', 'MB')
('SL04652-2022-11-01-947','S40-11','lhalZlAFVuwLVCh', 'UB')
('AC22517-2022-11-01-940','A53-4','DfBOnpUgxIcq', 'UB')
('AC22517-2022-11-01-941','A53-5','emeqSxpJq', 'SL')
('SL04652-2022-11-01-948','S40-12','BsAtB', 'LB')
('SL04652-2022-11-01-949','S40-13','wTCnFn', 'MB')
('AC22517-2022-11-01-944','A53-8','r', 'LB')
('SL22517-2022-11-01-975','S41-15','CFmrFsbJOObuc', 'SL')
('AC04652-2022-11-02-983','A55-11','ehatgmTDQOntDq', 'SL')
('AC12058-2022-11-01-928','A52-10','wGUU', 'UB')
('SL22517-2022-11-02-965','S41-5','aLGckvqPAR', 'MB')
('AC12058-2022-11-01-931','A52-13','etxVDL', 'LB')
('AC22517-2022-11-01-950','A53-14','V', 'LB')
('AC04652-2022-11-01-971','A54-17','KAxfXrAdKymep', 'SL')
('AC04652-2022-11-02-994','A56-4','sWf', 'UB')
('SL22517-2022-11-02-970','S41-10','wfvAvNWZRQMR', 'MB')
('AC04652-2022-11-01-974','A55-2','hSJhQZjRZLUuNE', 'LB')
('SL04652-2022-11-01-964','S41-4','s', 'LB')
('SL12058-2022-11-01-951','S40-15','wrBdsxSgC', 'SL')
('AC22517-2022-11-02-981','A55-9','FpWgRSIGDsdB', 'UB')
('SL22517-2022-11-02-975','S41-15','UyLyIIH', 'SL')
('AC22517-2022-11-01-953','A53-17','zftRt', 'SL')
('AC22517-2022-11-02-984','A55-12','xuZCfKMaCCmP', 'SU')
('SL04652-2022-11-02-964','S41-4','XBXsdldkpWbv', 'LB')
('SL12058-2022-11-01-954','S40-18','ZiUeKe', 'MB')
('SL12058-2022-11-01-955','S40-19','lodRndJYJYt', 'UB')
('SL22517-2022-11-02-978','S41-18','lrN', 'MB')
('SL04652-2022-11-01-973','S41-13','UVKUXekScYQmqlA', 'MB')
('SL22517-2022-11-02-980','S41-20','h', 'LB')
('AC22517-2022-11-02-990','A55-18','BRLobkWAGZbpJ', 'SU')
('SL22517-2022-11-02-1043','S44-11','MpbuSw', 'UB')
('AC04652-2022-11-02-1072','A60-10','ecXYdqnHTZSBsqJ', 'UB')
('SL12058-2022-11-01-1028','S43-20','CACLoWcKO', 'LB')
('AC22517-2022-11-02-1057','A59-13','cFkncrRqUeur', 'LB')
('SL12058-2022-11-01-1030','S43-22','eggyffhsU', 'UB')
('AC04652-2022-11-01-1051','A59-7','kfqohyaYUciB', 'LB')
('AC22517-2022-11-02-1060','A59-16','CtwwgA', 'UB')
('AC22517-2022-11-01-1015','A57-7','TwVFXBxMT', 'LB')
('SL04652-2022-11-02-1030','S43-22','QhwLqHIa', 'UB')
('AC22517-2022-11-02-1065','A60-3','GXREoIXuzTz', 'UB')
('SL22517-2022-11-01-1068','S45-12','TJJiCVgcbEhR', 'LB')
('AC22517-2022-11-01-1026','A57-18','a', 'SU')
('SL22517-2022-11-01-1069','S45-13','ILYZmhNJrUSg', 'MB')
('AC22517-2022-11-01-1028','A58-2','uUymLgkGcAAEZ', 'LB')
('AC12058-2022-11-01-1019','A57-11','l', 'SL')
('AC22517-2022-11-01-1030','A58-4','iaAxprJrQV', 'UB')
('SL04652-2022-11-01-1070','S45-14','kYinjZmz', 'UB')
('SL04652-2022-11-02-1044','S44-12','UZHna', 'LB')
('AC12058-2022-11-01-1025','A57-17','EFlIqMdX', 'SL')
('AC04652-2022-11-01-1066','A60-4','rb', 'UB')
('AC12058-2022-11-01-1028','A58-2','K', 'LB')
('AC12058-2022-11-01-1029','A58-3','wQkQcuE', 'UB')
('AC22517-2022-11-01-1035','A58-9','z', 'UB')
('SL12058-2022-11-01-1045','S44-13','HeRUTpztL', 'MB')
('SL22517-2022-11-01-1083','S46-3','Kt', 'UB')
('SL22517-2022-11-02-1055','S44-23','WW', 'SL')
('AC12058-2022-11-01-1033','A58-7','sgQ', 'LB')
('AC22517-2022-11-01-1042','A58-16','FveteLKQ', 'UB')
('SL04652-2022-11-02-1055','S44-23','TiqAJSVxlImW', 'SL')
('AC04652-2022-11-02-1105','A62-7','VgAvsWEuldamy', 'LB')
('AC22517-2022-11-01-1044','A58-18','zFrjgQUVwMxsSLB', 'SU')
('SL22517-2022-11-02-1060','S45-4','cxkkudIzh', 'LB')
('AC22517-2022-11-01-1047','A59-3','hhIwhvQ', 'UB')
('SL12058-2022-11-01-1052','S44-20','xrMDozqkZcAOfloo', 'LB')
('AC12058-2022-11-01-1039','A58-13','Fdew', 'LB')
('AC12058-2022-11-01-1041','A58-15','RDtOkqcn', 'UB')
('AC22517-2022-11-02-1091','A61-11','udpYEs', 'SL')
('AC04652-2022-11-01-1090','A61-10','LMvhAIi', 'UB')
('AC22517-2022-11-02-1097','A61-17','kzGRZIshlF', 'SL')
('SL04652-2022-11-02-1072','S45-16','PhEDHCI', 'SU')
('SL12058-2022-11-01-1072','S45-16','DwYi', 'SU')
('SL04652-2022-11-01-1096','S46-16','oZoupbSCFWu', 'SU')
('AC12058-2022-11-01-1053','A59-9','IMYYHrmZgTqDX', 'UB')
('AC04652-2022-11-01-1094','A61-14','EwOQXQRAnCMZvGa', 'LB')
('SL04652-2022-11-01-1098','S46-18','WsTVNS', 'MB')
('AC22517-2022-11-01-1071','A60-9','MxiETvkL', 'UB')
('SL22517-2022-11-02-1091','S46-11','ZXHZwiVY', 'UB')
('AC04652-2022-11-01-1098','A61-18','FoXCYu', 'SU')
('AC04652-2022-11-01-1100','A62-2','lwaurYiCbmaeUVMU', 'LB')
('SL22517-2022-11-01-1115','S47-11','qyNuwngpfZgo', 'UB')
('AC22517-2022-11-02-1116','A62-18','haDtIXRmZ', 'SU')
('SL12058-2022-11-01-1086','S46-6','vwJhxZtG', 'UB')
('AC04652-2022-11-01-1103','A62-5','yWrMYMLAyXo', 'SL')
('SL22517-2022-11-01-1118','S47-14','sHICIGDVmTyF', 'UB')
('AC22517-2022-11-02-1122','A63-6','rRomdZOWH', 'SU')
('SL04652-2022-11-01-1113','S47-9','OaXJos', 'LB')
('SL22517-2022-11-02-1103','S46-23','SDGNLTSszZR', 'SL')
('SL04652-2022-11-01-1115','S47-11','dEAvbVj', 'UB')
('AC12058-2022-11-01-1072','A60-10','MypRwQglYmI', 'UB')
('AC04652-2022-11-02-1144','A64-10','jgKJSzmTnNcQMEfH', 'UB')
('AC22517-2022-11-01-1090','A61-10','LrKGEn', 'UB')
('AC22517-2022-11-01-1091','A61-11','eAjWftwE', 'SL')
('AC12058-2022-11-01-1076','A60-14','ytOoorzL', 'LB')
('AC22517-2022-11-01-1095','A61-15','ONKaqgk', 'UB')
('AC22517-2022-11-02-1127','A63-11','yJPX', 'SL')
('SL22517-2022-11-01-1122','S47-18','VLXGDk', 'MB')
('AC22517-2022-11-02-1132','A63-16','WcBfPWBSna', 'UB')
('AC04652-2022-11-02-1153','A65-1','uYOLZFHbJzL', 'LB')
('AC04652-2022-11-02-1154','A65-2','IYBXD', 'LB')
('AC22517-2022-11-02-1135','A64-1','qIE', 'LB')
('SL12058-2022-11-01-1103','S46-23','aBSn', 'SL')
('AC04652-2022-11-01-1121','A63-5','kBa', 'SL')
('SL22517-2022-11-01-1129','S48-1','Ld', 'LB')
('AC12058-2022-11-01-1088','A61-8','PxuyTAZlAuQ', 'LB')
('SL12058-2022-11-01-1105','S47-1','TSyP', 'LB')
('SL04652-2022-11-01-1131','S48-3','n', 'UB')
('SL04652-2022-11-01-1132','S48-4','gAvYiqCTOHINavx', 'LB')
('AC04652-2022-11-02-1163','A65-11','VXXgrRsqeJIJAlgQ', 'SL')
('AC22517-2022-11-02-1140','A64-6','IQTkYxhvtQZtFUl', 'SU')
('AC04652-2022-11-01-1125','A63-9','fdowktADvDiBksX', 'UB')
('AC22517-2022-11-01-1103','A62-5','IJurymZeuM', 'SL')
('AC04652-2022-11-01-1126','A63-10','uAfNxlYPKBjcgw', 'UB')
('SL12058-2022-11-01-1109','S47-5','YmMR', 'MB')
('SL12058-2022-11-01-1110','S47-6','YQCpYT', 'UB')
('AC22517-2022-11-01-1104','A62-6','xySdIG', 'SU')
('SL04652-2022-11-02-1120','S47-16','ddJZPZYyYHqNZ', 'SU')
('AC22517-2022-11-01-1107','A62-9','JpUnnlgPxxqfWh', 'UB')
('AC22517-2022-11-01-1108','A62-10','VCtgMWCsMkSDhB', 'UB')
('SL22517-2022-11-01-1141','S48-13','QRjaQSnrHYKEMIR', 'MB')
('SL22517-2022-11-02-1137','S48-9','UDyocyrfWFmImGQ', 'LB')
('AC04652-2022-11-01-1134','A63-18','LU', 'SU')
('AC12058-2022-11-01-1097','A61-17','zxHjjpOeM', 'SL')
('SL04652-2022-11-01-1145','S48-17','RkQc', 'LB')
('SL04652-2022-11-01-1146','S48-18','yTugCUlcZhkMCMLr', 'MB')
('SL04652-2022-11-01-1147','S48-19','nsLjlR', 'UB')
('SL12058-2022-11-01-1120','S47-16','KGdgBe', 'SU')
('AC22517-2022-11-02-1157','A65-5','MbHufakCxm', 'SL')
('AC22517-2022-11-01-1116','A62-18','DhrTEkIdpMePX', 'SU')
('SL04652-2022-11-02-1130','S48-2','TZNrNrlHvektRv', 'MB')
('SL04652-2022-11-02-1131','S48-3','HEs', 'UB')
('SL04652-2022-11-01-1149','S48-21','bxliRAJ', 'MB')
('AC12058-2022-11-01-1103','A62-5','BwliUOi', 'SL')
('SL22517-2022-11-02-1148','S48-20','TGCpp', 'LB')
('SL22517-2022-11-01-1152','S48-24','hMe', 'SU')
('SL22517-2022-11-02-1152','S48-24','DBgQlAx', 'SU')
('SL22517-2022-11-01-1157','S49-5','adRPRaYdPtI', 'MB')
('SL22517-2022-11-02-1154','S49-2','fZVJsrlScDu', 'MB')
('AC04652-2022-11-01-1150','A64-16','iCZZXcW', 'UB')
('AC12058-2022-11-01-1110','A62-12','racwZX', 'SU')
('AC04652-2022-11-02-1188','A66-18','FZxbSroJIk', 'SU')
('AC12058-2022-11-01-1112','A62-14','vekiLHpvWo', 'LB')
('AC04652-2022-11-02-1194','A67-6','XjLLoKWSglHVrd', 'SU')
('AC04652-2022-11-01-1159','A65-7','GWqkQzTJJ', 'LB')
('AC04652-2022-11-02-1195','A67-7','HacCuKhXsu', 'LB')
('AC04652-2022-11-01-1164','A65-12','RyzHPjerDLPweg', 'SU')
('AC04652-2022-11-02-1201','A67-13','mUHbBxBwEIQXa', 'LB')
('AC04652-2022-11-02-1204','A67-16','Pd', 'UB')
('AC22517-2022-11-01-1136','A64-2','yzmZfsQiAGBALqcX', 'LB')
('SL22517-2022-11-02-1178','S50-2','QfVvhWIPYYk', 'MB')
('AC04652-2022-11-02-1234','A69-10','tpLcyxAQxQzZZNH', 'UB')
('SL04652-2022-11-02-1184','S50-8','CoIazhEBHzWSZEWC', 'SU')
('SL04652-2022-11-01-1198','S50-22','BRYEgWsHQMmFWoLs', 'UB')
('AC22517-2022-11-02-1207','A68-1','dmLBPzsbJ', 'LB')
('SL12058-2022-11-01-1177','S50-1','OixCEMnrC', 'LB')
('SL04652-2022-11-01-1205','S51-5','MansBoKRHmKFb', 'MB')
('SL22517-2022-11-02-1211','S51-11','VVDoyLmcJfLZjozl', 'UB')
('SL12058-2022-11-01-1222','S51-22','XeMhDBcPUP', 'UB')
('SL04652-2022-11-01-1268','S53-20','VYeXByO', 'LB')
('SL04652-2022-11-01-1270','S53-22','vdcONdVW', 'UB')
('SL04652-2022-11-02-1275','S54-3','DB', 'UB')
('AC04652-2022-11-01-1291','A72-13','ZzNZTY', 'LB')
('AC22517-2022-11-01-1257','A70-15','yEOiFLyoV', 'UB')
('AC22517-2022-11-01-1259','A70-17','NEhw', 'SL')
('SL04652-2022-11-02-1282','S54-10','Kq', 'MB')
('SL04652-2022-11-01-1291','S54-19','fxpdvGPkO', 'UB')
('SL04652-2022-11-02-1297','S55-1','spaWmxyLXH', 'LB')
('AC04652-2022-11-02-1333','A75-1','kFobV', 'LB')
('AC04652-2022-11-01-1314','A73-18','A', 'SU')
('SL12058-2022-11-01-1265','S53-17','YUsM', 'LB')
('AC12058-2022-11-01-1265','A71-5','VsRgsqx', 'SL')
('SL12058-2022-11-01-1268','S53-20','LQgsPOUeDxuiraIa', 'LB')
('AC22517-2022-11-01-1285','A72-7','B', 'LB')
('AC22517-2022-11-01-1286','A72-8','BZdYrKJSNKewMz', 'LB')
('AC12058-2022-11-01-1271','A71-11','kDIVXfvRUaWtfcU', 'SL')
('SL12058-2022-11-01-1273','S54-1','Gwh', 'LB')
('AC22517-2022-11-01-1290','A72-12','V', 'SU')
('SL22517-2022-11-02-1301','S55-5','TudKrYsgiBvH', 'MB')
('SL22517-2022-11-02-1302','S55-6','Ti', 'UB')
('AC22517-2022-11-02-1307','A73-11','BW', 'SL')
('AC22517-2022-11-02-1308','A73-12','OLnZHcPtZoUyFj', 'SU')
('SL04652-2022-11-02-1318','S55-22','bQlSAW', 'UB')
('SL04652-2022-11-02-1319','S55-23','gw', 'SL')
('SL22517-2022-11-02-1307','S55-11','PaTLke', 'UB')
('SL04652-2022-11-01-1318','S55-22','TI', 'UB')
('AC12058-2022-11-01-1282','A72-4','y', 'UB')
('AC04652-2022-11-01-1336','A75-4','w', 'UB')
('SL12058-2022-11-01-1284','S54-12','TJ', 'LB')
('SL22517-2022-11-02-1310','S55-14','fAPQFwWrNPyxZk', 'UB')
('AC22517-2022-11-01-1304','A73-8','f', 'LB')
('SL22517-2022-11-02-1313','S55-17','gizgcFkamXyaAN', 'LB')
('SL04652-2022-11-02-1328','S56-8','lL', 'SU')
('SL22517-2022-11-01-1343','S56-23','xiiB', 'SL')
('AC04652-2022-11-02-1355','A76-5','AriBv', 'SL')
('SL22517-2022-11-02-1316','S55-20','mdMulIBjo', 'LB')
('AC04652-2022-11-02-1356','A76-6','WCzYm', 'SU')
('AC22517-2022-11-01-1309','A73-13','yePMPvV', 'LB')
('AC22517-2022-11-01-1310','A73-14','BsuqGs', 'LB')
('AC12058-2022-11-01-1296','A72-18','oPUFt', 'SU')
('SL04652-2022-11-02-1331','S56-11','cGxRJaHVefh', 'UB')
('AC22517-2022-11-01-1312','A73-16','PvjatVLUFabORO', 'UB')
('SL22517-2022-11-01-1349','S57-5','FOxbraPWgqbaef', 'MB')
('SL04652-2022-11-01-1326','S56-6','e', 'UB')
('AC22517-2022-11-01-1314','A73-18','VbkAsj', 'SU')
('AC04652-2022-11-01-1352','A76-2','KBkWBtjejSGlf', 'LB')
('AC04652-2022-11-02-1364','A76-14','dRAVuQMRhJAw', 'LB')
('AC22517-2022-11-01-1318','A74-4','Pe', 'UB')
('AC04652-2022-11-01-1356','A76-6','gvWYTZwMGssTfnnG', 'SU')
('AC04652-2022-11-02-1366','A76-16','KLiVYXZvs', 'UB')
('SL04652-2022-11-01-1335','S56-15','FLlcyiIU', 'SL')
('SL04652-2022-11-02-1346','S57-2','vw', 'MB')
('AC22517-2022-11-01-1360','A76-10','FPhcVpjACUOT', 'UB')
('SL22517-2022-11-01-1397','S59-5','ZtCckYdbdE', 'MB')
('AC22517-2022-11-02-1370','A77-2','FOchGez', 'LB')
('SL22517-2022-11-02-1374','S58-6','nkzdzMgFYTvuMAwh', 'UB')
('SL22517-2022-11-02-1375','S58-7','RyZEXcNxs', 'SL')
('AC12058-2022-11-01-1364','A76-14','LqzxRdmpIAyOkiO', 'LB')
('AC12058-2022-11-01-1403','A78-17','OqjQOIFjdkwq', 'SL')
('SL22517-2022-11-01-1432','S60-16','cMzrKqzM', 'SU')
('AC12058-2022-11-01-1405','A79-1','ZWQklYZicU', 'LB')
('SL04652-2022-11-01-1407','S59-15','xUc', 'SL')
('SL04652-2022-11-02-1434','S60-18','fVSIzUQmzPf', 'MB')
('AC04652-2022-11-02-1455','A81-15','tmZ', 'UB')
('AC22517-2022-11-02-1456','A81-16','nuZGgXWmvZcICUEd', 'UB')
('AC22517-2022-11-02-1457','A81-17','dwQbZ', 'SL')
('AC04652-2022-11-01-1484','A83-8','ys', 'LB')
('AC04652-2022-11-02-1484','A83-8','j', 'LB')
('AC04652-2022-11-01-1488','A83-12','HZbPmWTNFPekmrY', 'SU')
('AC04652-2022-11-02-1486','A83-10','oBr', 'UB')
('SL22517-2022-11-02-1467','S62-3','qcfQEBAOajg', 'UB')
('SL22517-2022-11-02-1471','S62-7','PeacCddfjkYHDbXC', 'SL')
('AC22517-2022-11-02-1481','A83-5','AsZlxRxKzhKZcI', 'SL')
('SL04652-2022-11-02-1488','S62-24','IyaMJLSeQNRcZB', 'SU')
('AC22517-2022-11-01-1466','A82-8','zzlkCFOk', 'LB')
('AC04652-2022-11-01-1509','A84-15','sihYBcIAcUoAkSf', 'UB')
('AC22517-2022-11-02-1488','A83-12','OQiTc', 'SU')
('SL04652-2022-11-01-1473','S62-9','PnmoPU', 'LB')
('SL22517-2022-11-02-1481','S62-17','QkgrPw', 'LB')
('SL22517-2022-11-01-1545','S65-9','YFjREoHBmWmRThM', 'LB')
('SL04652-2022-11-02-1531','S64-19','sIcNbiqVM', 'UB')
('SL22517-2022-11-02-1528','S64-16','QRm', 'SU')
('AC22517-2022-11-02-1535','A86-5','bmp', 'SL')
('AC04652-2022-11-01-1559','A87-11','VgcMjxkgdHnfQZz', 'SL')
('SL04652-2022-11-01-1527','S64-15','hQUuzeybr', 'SL')
('AC12058-2022-11-01-1514','A85-2','sHkeSmeMkcuDYd', 'LB')
('SL12058-2022-11-01-1497','S63-9','QmxoIuLLvr', 'LB')
('AC12058-2022-11-01-1516','A85-4','QlpkBBIriZk', 'UB')
('SL12058-2022-11-01-1501','S63-13','jCIebJLZuaDMAEJT', 'MB')
('AC22517-2022-11-02-1539','A86-9','NUc', 'UB')
('AC22517-2022-11-01-1530','A85-18','amaudkzcp', 'SU')
('SL04652-2022-11-02-1535','S64-23','sbjYDZ', 'SL')
('AC22517-2022-11-01-1536','A86-6','rQFHqWTRfgUPIQ', 'SU')
('AC22517-2022-11-01-1537','A86-7','HH', 'LB')
('AC04652-2022-11-01-1568','A88-2','exSe', 'LB')
('SL12058-2022-11-01-1509','S63-21','Cj', 'MB')
('SL22517-2022-11-01-1558','S65-22','tUvllZ', 'UB')
('SL12058-2022-11-01-1515','S64-3','nKLqQJHWybP', 'UB')
('SL04652-2022-11-01-1541','S65-5','UNAiirKcZGg', 'MB')
('AC22517-2022-11-01-1544','A86-14','mlvHaDS', 'LB')
('SL12058-2022-11-01-1547','S65-11','ast', 'UB')
('AC22517-2022-11-01-1589','A89-5','pBegpBvXVIiKPd', 'SL')
('AC22517-2022-11-02-1587','A89-3','FF', 'UB')
('SL12058-2022-11-01-1558','S65-22','JboZuDA', 'UB')
('AC22517-2022-11-02-1595','A89-11','sXKZBro', 'SL')
('SL22517-2022-11-02-1581','S66-21','UHpyvvXDihtl', 'MB')
('SL04652-2022-11-02-1580','S66-20','rpxLxDszexeQmr', 'LB')
('SL22517-2022-11-01-1602','S67-18','ITvaagBv', 'MB')
('SL22517-2022-11-02-1584','S66-24','JTfrc', 'SU')
('AC04652-2022-11-01-1630','A91-10','bOBA', 'UB')
('SL22517-2022-11-02-1592','S67-8','iablG', 'SU')
('SL22517-2022-11-01-1622','S68-14','PdLUDAK', 'UB')
('AC04652-2022-11-01-1642','A92-4','vhloWfMkEkGUn', 'UB')
('AC22517-2022-11-02-1610','A90-8','rjaga', 'LB')
('AC04652-2022-11-02-1627','A91-7','iZJfwOAfHUDKoO', 'LB')
('SL22517-2022-11-02-1599','S67-15','ieLoXikKtqxgSC', 'SL')
('AC04652-2022-11-01-1645','A92-7','PWMGGzkXSZsWT', 'LB')
('AC22517-2022-11-02-1613','A90-11','YRLnYjZgtSqmvio', 'SL')
('AC22517-2022-11-01-1617','A90-15','gTZyTXxOyaMdjFj', 'UB')
('AC04652-2022-11-01-1650','A92-12','cvtYOKTWNJLr', 'SU')
('AC22517-2022-11-01-1628','A91-8','VLJi', 'LB')
('AC04652-2022-11-01-1661','A93-5','y', 'SL')
('AC04652-2022-11-01-1670','A93-14','MmahvZTcytJQC', 'LB')
('SL22517-2022-11-01-1645','S69-13','H', 'MB')
('SL22517-2022-11-02-1624','S68-16','XepXut', 'SU')
('AC22517-2022-11-01-1648','A92-10','V', 'UB')
('AC12058-2022-11-01-1618','A90-16','WzsdXMYCdrJSDAF', 'UB')
('AC22517-2022-11-01-1652','A92-14','zYae', 'LB')
('SL04652-2022-11-02-1636','S69-4','t', 'LB')
