('SL04652-2022-11-02-2230','S93-22','dtPipLdvgGGSvqs', 'UB')
('AC22517-2022-11-01-10298','A573-2','sHB', 'LB')
('AC12058-2022-11-01-10314','A573-18','qShGFokJUnstQMw', 'SU')
('SL04652-2022-11-01-10186','S425-10','XnlTsJHlfYouvgrM', 'MB')
('SL04652-2022-11-01-10190','S425-14','vykvx', 'UB')
('AC12058-2022-11-01-10322','A574-8','ZivGZ', 'LB')
('SL12058-2022-11-01-10060','S420-4','pBXvizaGgNHNjMU', 'LB')
('AC22517-2022-11-01-10308','A573-12','YSVtcJONrW', 'SU')
('SL04652-2022-11-01-10199','S425-23','uPD', 'SL')
('AC12058-2022-11-01-10328','A574-14','qmTBwjkpheqryhVa', 'LB')
('SL22517-2022-11-01-10121','S422-17','oTqfUGUUG', 'LB')
('SL22517-2022-11-02-10309','S430-13','ZdhoqUbtIF', 'MB')
('SL04652-2022-11-01-10279','S429-7','oruWRAM', 'SL')
('SL12058-2022-11-01-10209','S426-9','OZiYddpdldOIzzn', 'LB')
('SL04652-2022-11-02-10371','S433-3','UkZxMssuRBLNP', 'UB')
('AC04652-2022-11-01-10661','A593-5','FvHoKVHj', 'SL')
('SL22517-2022-11-01-10276','S429-4','iMi', 'LB')
('AC04652-2022-11-02-10468','A582-10','SrWdeV', 'UB')
('SL04652-2022-11-01-10343','S431-23','zHjTjORyGcnfCqE', 'SL')
('SL04652-2022-11-02-10375','S433-7','v', 'SL')
('SL22517-2022-11-01-10281','S429-9','dWYwfvKOYAHyN', 'LB')
('SL12058-2022-11-01-10261','S428-13','EB', 'MB')
('AC22517-2022-11-01-10491','A583-15','ovVg', 'UB')
('AC04652-2022-11-02-10522','A585-10','FJISFwBkARUqaE', 'UB')
('SL22517-2022-11-02-10441','S436-1','oTCDJI', 'LB')
('AC04652-2022-11-01-10710','A595-18','ztP', 'SU')
('SL04652-2022-11-02-10431','S435-15','zUsZljlFKRYnirJ', 'SL')
('SL22517-2022-11-02-10443','S436-3','hWjORcrLXU', 'UB')
('SL22517-2022-11-01-10332','S431-12','avdHuZhnmp', 'LB')
('SL22517-2022-11-01-10333','S431-13','emEYAAhuphPjhdm', 'MB')
('AC22517-2022-11-02-10532','A586-2','VfDMTPlH', 'LB')
('SL22517-2022-11-02-10448','S436-8','syHvOzZncpjk', 'SU')
('AC12058-2022-11-01-10528','A585-16','cJfxRkhhbhczn', 'UB')
('SL04652-2022-11-01-10401','S434-9','WcaRiNlSSevIRTnH', 'LB')
('SL04652-2022-11-02-10441','S436-1','CorEyFtuceuyJcRs', 'LB')
('SL22517-2022-11-01-10339','S431-19','VQiT', 'UB')
('AC22517-2022-11-02-10538','A586-8','kZbBdVDc', 'LB')
('AC04652-2022-11-02-10537','A586-7','UiNrXOxOUZPGje', 'LB')
('SL04652-2022-11-02-10482','S437-18','k', 'MB')
('SL04652-2022-11-01-10460','S436-20','JAa', 'LB')
('AC22517-2022-11-02-10601','A589-17','qOwzKeaa', 'SL')
('SL22517-2022-11-02-10521','S439-9','WxZP', 'LB')
('AC04652-2022-11-01-10782','A599-18','v', 'SU')
('AC04652-2022-11-01-10783','A600-1','zfwamMfGiYXvvYw', 'LB')
('AC12058-2022-11-01-10600','A589-16','Z', 'UB')
('AC22517-2022-11-01-10591','A589-7','HnCwFiB', 'LB')
('AC22517-2022-11-01-10598','A589-14','FySGoMx', 'LB')
('AC22517-2022-11-01-10599','A589-15','wa', 'UB')
('SL04652-2022-11-01-10497','S438-9','rzvQaTFhqChWYe', 'LB')
('SL12058-2022-11-01-10373','S433-5','y', 'MB')
('SL22517-2022-11-01-10428','S435-12','Hm', 'LB')
('SL12058-2022-11-01-10377','S433-9','BPnwILxmOMmUrY', 'LB')
('SL12058-2022-11-01-10381','S433-13','ohg', 'MB')
('SL04652-2022-11-02-10538','S440-2','zGszSY', 'MB')
('AC22517-2022-11-02-10641','A592-3','zp', 'UB')
('SL12058-2022-11-01-10402','S434-10','WKmEYeUhUYyfWO', 'MB')
('SL22517-2022-11-01-10455','S436-15','yKjkVbmMVx', 'SL')
('SL04652-2022-11-02-10562','S441-2','KUSw', 'MB')
('SL04652-2022-11-02-10564','S441-4','X', 'LB')
('AC12058-2022-11-01-10638','A591-18','YTXsCwNZJnQj', 'SU')
('AC22517-2022-11-01-10633','A591-13','ujkWkGyzM', 'LB')
('AC04652-2022-11-01-10830','A602-12','BuGJbvbYjv', 'SU')
('SL04652-2022-11-02-10618','S443-10','oIJMhCsRHRrnZcSX', 'MB')
('SL22517-2022-11-02-10628','S443-20','JihtsxusNCGbj', 'LB')
('AC22517-2022-11-01-10689','A594-15','AOwDdDjQVXkrFIXQ', 'UB')
('AC12058-2022-11-01-10770','A599-6','htQz', 'SU')
('AC22517-2022-11-01-10771','A599-7','CXuweB', 'LB')
('AC04652-2022-11-01-10968','A610-6','yZexhpG', 'SU')
('SL22517-2022-11-02-10711','S447-7','LXckaLrcC', 'SL')
('SL04652-2022-11-01-10693','S446-13','QLfUzRMLjMfF', 'MB')
('AC12058-2022-11-01-10807','A601-7','BbBlwXYpzKsU', 'LB')
('SL12058-2022-11-01-10563','S441-3','uRQNdonCOBol', 'UB')
('AC04652-2022-11-01-10980','A610-18','opD', 'SU')
('SL12058-2022-11-01-10592','S442-8','wfpzleITCrjuRo', 'SU')
('AC12058-2022-11-01-10831','A602-13','tTairVqUJ', 'LB')
('SL12058-2022-11-01-10639','S444-7','gfyWATdxSTcvdZ', 'SL')
('SL04652-2022-11-02-10801','S451-1','ElwePsChiOcoTQ', 'LB')
('SL04652-2022-11-01-10765','S449-13','hqLXHF', 'MB')
('AC04652-2022-11-02-10894','A606-4','PDIzlvZMFolWD', 'UB')
('AC22517-2022-11-01-10885','A605-13','H', 'LB')
('SL12058-2022-11-01-10655','S444-23','qKyLYwcV', 'SL')
('SL04652-2022-11-02-10810','S451-10','JITFSsXquDG', 'MB')
('AC12058-2022-11-01-10889','A605-17','MTOu', 'SL')
('SL04652-2022-11-01-10772','S449-20','tpPPD', 'LB')
('SL04652-2022-11-01-10773','S449-21','MqoK', 'MB')
('AC22517-2022-11-01-10929','A608-3','OQgGiRDOEa', 'UB')
('AC22517-2022-11-01-10930','A608-4','cyJAVoB', 'UB')
('SL22517-2022-11-01-10732','S448-4','oSEMqRyTVke', 'LB')
('AC04652-2022-11-01-11084','A616-14','ScdtkqsDfeH', 'LB')
('SL22517-2022-11-01-10733','S448-5','RtdiHTTMj', 'MB')
('SL04652-2022-11-01-10811','S451-11','g', 'UB')
('AC04652-2022-11-02-10942','A608-16','SSPRZvpETwExVg', 'UB')
('SL04652-2022-11-01-10813','S451-13','akOOjvrTIL', 'MB')
('AC12058-2022-11-01-10927','A608-1','lNfyNNvzK', 'LB')
('AC12058-2022-11-01-10928','A608-2','zKGXsVDLUgs', 'LB')
('AC22517-2022-11-02-10939','A608-13','HZNCFiJbnHIr', 'LB')
('AC22517-2022-11-02-10940','A608-14','fJHFxPFIkXUuML', 'LB')
('AC04652-2022-11-01-11086','A616-16','ViALzXRpL', 'UB')
('SL04652-2022-11-02-10851','S453-3','GuJszNi', 'UB')
('SL12058-2022-11-01-10703','S446-23','UePQiUSBSlwzoQR', 'SL')
('SL04652-2022-11-01-10826','S452-2','K', 'MB')
('SL22517-2022-11-02-10849','S453-1','ppKGq', 'LB')
('SL04652-2022-11-01-10831','S452-7','OObl', 'SL')
('AC22517-2022-11-01-10950','A609-6','MvMIPwdV', 'SU')
('SL12058-2022-11-01-10713','S447-9','LdaDissHqqmsWZf', 'LB')
('SL04652-2022-11-02-10867','S453-19','TFxxMZevnF', 'UB')
('SL04652-2022-11-02-10896','S454-24','ktaNNUupcjv', 'SU')
('AC04652-2022-11-02-11006','A612-8','sShecfg', 'LB')
('AC22517-2022-11-01-10989','A611-9','mgWfPVpNRsRS', 'UB')
('SL04652-2022-11-01-10890','S454-18','DQYzbjZ', 'MB')
('AC12058-2022-11-01-11003','A612-5','moCnGhxqQxKEGlg', 'SL')
('SL04652-2022-11-02-10925','S456-5','TucQjrOcNbnGef', 'MB')
('SL04652-2022-11-01-10893','S454-21','SuSY', 'MB')
('SL04652-2022-11-01-10919','S455-23','rSPBi', 'SL')
('SL04652-2022-11-01-10920','S455-24','chg', 'SU')
('SL04652-2022-11-01-10921','S456-1','r', 'LB')
('SL12058-2022-11-01-10793','S450-17','ykB', 'LB')
('SL04652-2022-11-01-10923','S456-3','geVhRSCa', 'UB')
('SL22517-2022-11-01-10848','S452-24','D', 'SU')
('SL04652-2022-11-01-10928','S456-8','wzAHA', 'SU')
('AC04652-2022-11-01-11188','A622-10','HSeXGDohp', 'UB')
('SL12058-2022-11-01-10796','S450-20','TXt', 'LB')
('AC04652-2022-11-02-11052','A614-18','OTEGQGbBWqRMfNix', 'SU')
('SL04652-2022-11-01-10933','S456-13','wNfUrpnq', 'MB')
('SL12058-2022-11-01-10799','S450-23','EpSE', 'SL')
('SL12058-2022-11-01-10800','S450-24','QEkxHhbFTNxFYz', 'SU')
('SL22517-2022-11-02-10935','S456-15','afslEmuoLlwJyJR', 'SL')
('AC04652-2022-11-01-11195','A622-17','Yvb', 'SL')
('SL12058-2022-11-01-10803','S451-3','KdTrElICZaHzZ', 'UB')
('AC22517-2022-11-02-11030','A613-14','wPlwxYb', 'LB')
('AC22517-2022-11-01-11042','A614-8','hmJgcAUaErl', 'LB')
('AC04652-2022-11-01-11219','A624-5','tE', 'SL')
('SL22517-2022-11-01-10890','S454-18','buWWPgqIVcbGn', 'MB')
('AC22517-2022-11-01-11071','A616-1','DjeXYXJLnT', 'LB')
('SL04652-2022-11-01-10971','S458-3','FBvJpcaLaaUUODls', 'UB')
('AC22517-2022-11-01-11079','A616-9','TdesHgbnc', 'UB')
('SL04652-2022-11-02-11006','S459-14','KBTlfZjgu', 'UB')
('AC04652-2022-11-01-11233','A625-1','QVSzEOvZRCiBrfh', 'LB')
('SL22517-2022-11-02-10980','S458-12','miiJwbdwzLrNLOn', 'LB')
('SL12058-2022-11-01-10851','S453-3','RmfxXQLIkb', 'UB')
('AC12058-2022-11-01-11097','A617-9','oVkLsIou', 'UB')
('AC22517-2022-11-02-11063','A615-11','gmvUWxvYEDS', 'SL')
('SL12058-2022-11-01-10854','S453-6','HHfQoSXXCDd', 'UB')
('AC22517-2022-11-02-11065','A615-13','MR', 'LB')
('SL22517-2022-11-02-10984','S458-16','lkMoNUjpvzUva', 'SU')
('SL22517-2022-11-02-10986','S458-18','PSDwrdb', 'MB')
('AC04652-2022-11-01-11240','A625-8','jzO', 'LB')
('AC22517-2022-11-01-11093','A617-5','VMOeNZrCzD', 'SL')
('AC22517-2022-11-01-11094','A617-6','EmLDutYAkS', 'SU')
('AC12058-2022-11-01-11139','A619-15','pyGnaN', 'UB')
('AC04652-2022-11-01-11290','A628-4','uNuJAeXPWTQg', 'UB')
('SL04652-2022-11-01-11031','S460-15','CaFoWqjQOPmwJPfd', 'SL')
('SL04652-2022-11-02-11055','S461-15','GYhrLgQanXXC', 'SL')
('SL04652-2022-11-01-11034','S460-18','YpjzgHtNq', 'MB')
('AC04652-2022-11-02-11147','A620-5','puHzoGmZx', 'SL')
('AC22517-2022-11-01-11137','A619-13','acwyL', 'LB')
('SL12058-2022-11-01-10931','S456-11','AEArUq', 'UB')
('AC22517-2022-11-02-11124','A618-18','VEFBQLMVzLoSSPL', 'SU')
('SL04652-2022-11-01-11049','S461-9','KIUUHXaqL', 'LB')
('AC04652-2022-11-01-11335','A630-13','SZrEEGqgg', 'LB')
('SL04652-2022-11-01-11061','S461-21','AmBorPfcQxXponS', 'MB')
('AC04652-2022-11-02-11192','A622-14','DKsOsEJ', 'LB')
('SL22517-2022-11-02-11077','S462-13','UDeyETHuEcQ', 'MB')
('SL22517-2022-11-01-10985','S458-17','Ycq', 'LB')
('AC12058-2022-11-01-11192','A622-14','pZqZ', 'LB')
('AC12058-2022-11-01-11193','A622-15','kkrN', 'UB')
('SL12058-2022-11-01-10960','S457-16','ZKbqxKKyAOmLUHwT', 'SU')
('SL12058-2022-11-01-10967','S457-23','n', 'SL')
('AC04652-2022-11-01-11370','A632-12','yg', 'SU')
('SL22517-2022-11-02-11109','S463-21','NptWMgHrMG', 'MB')
('AC12058-2022-11-01-11226','A624-12','MYWmpVaQouGO', 'SU')
('AC12058-2022-11-01-11229','A624-15','ZHbEt', 'UB')
('AC12058-2022-11-01-11245','A625-13','Uqq', 'LB')
('SL04652-2022-11-02-11143','S465-7','Whse', 'SL')
('SL04652-2022-11-01-11120','S464-8','kp', 'SU')
('AC22517-2022-11-01-11227','A624-13','bqUdFLUaMgQZMKn', 'LB')
('SL22517-2022-11-02-11152','S465-16','OXVvBER', 'SU')
('SL04652-2022-11-01-11144','S465-8','XHw', 'SU')
('SL04652-2022-11-01-11148','S465-12','UYuxcAW', 'LB')
('SL22517-2022-11-01-11083','S462-19','LLI', 'UB')
('SL12058-2022-11-01-11041','S461-1','nxBhtJtWLNzt', 'LB')
('AC12058-2022-11-01-11294','A628-8','pAaRlpWeoiCRPqe', 'LB')
('AC22517-2022-11-01-11263','A626-13','AduwyoetatGyrjf', 'LB')
('AC12058-2022-11-01-11301','A628-15','cNvGbfeiPFIuX', 'UB')
('SL04652-2022-11-01-11160','S465-24','RnDBtfVUqY', 'SU')
('SL04652-2022-11-01-11161','S466-1','wnXhbQmJtKX', 'LB')
('SL12058-2022-11-01-11050','S461-10','QyFP', 'MB')
('SL22517-2022-11-01-11098','S463-10','jmkHmnKcRNtjODPL', 'MB')
('SL22517-2022-11-02-11218','S468-10','isP', 'MB')
('SL22517-2022-11-01-11132','S464-20','GmNbreuUSEXKJbs', 'LB')
('SL04652-2022-11-01-11198','S467-14','O', 'UB')
('AC04652-2022-11-01-11491','A639-7','dnLafli', 'LB')
('AC22517-2022-11-02-11298','A628-12','xo', 'SU')
('SL04652-2022-11-02-11216','S468-8','KGsIvQ', 'SU')
('AC22517-2022-11-01-11320','A629-16','iWexDWcmbZQ', 'UB')
('AC22517-2022-11-01-11326','A630-4','SSsvVupWUicUK', 'UB')
('SL12058-2022-11-01-11096','S463-8','nCqipaskoSsk', 'SU')
('AC22517-2022-11-02-11313','A629-9','rxN', 'UB')
('SL12058-2022-11-01-11099','S463-11','s', 'UB')
('SL22517-2022-11-01-11149','S465-13','TLKFtwc', 'MB')
('SL22517-2022-11-01-11150','S465-14','tOspuvaDxrpWMVpC', 'UB')
('SL22517-2022-11-02-11231','S468-23','tkokUAUChvEnPM', 'SL')
('SL04652-2022-11-02-11239','S469-7','iwEjFzvn', 'SL')
('AC12058-2022-11-01-11357','A631-17','XgQXStk', 'SL')
('AC22517-2022-11-01-11338','A630-16','v', 'UB')
('AC22517-2022-11-02-11325','A630-3','APbUeD', 'UB')
('AC22517-2022-11-01-11349','A631-9','CyxHYynq', 'UB')
('SL04652-2022-11-01-11235','S469-3','kBtGRXinJSHpGh', 'UB')
('AC22517-2022-11-01-11350','A631-10','xpprkfJCGWiKO', 'UB')
('SL04652-2022-11-01-11237','S469-5','mDiAMbSYUjJnJRmz', 'MB')
('AC22517-2022-11-02-11331','A630-9','AZYasd', 'UB')
('AC04652-2022-11-02-11364','A632-6','A', 'SU')
('AC04652-2022-11-02-11365','A632-7','S', 'LB')
('AC04652-2022-11-01-11529','A641-9','zkrS', 'UB')
('SL04652-2022-11-02-11255','S469-23','HyHQbRmHCVHpwT', 'SL')
('SL04652-2022-11-02-11258','S470-2','mBWI', 'MB')
('SL12058-2022-11-01-11122','S464-10','baAbo', 'MB')
('SL12058-2022-11-01-11125','S464-13','UmbzamY', 'MB')
('SL04652-2022-11-01-11248','S469-16','L', 'SU')
('AC04652-2022-11-01-11537','A641-17','qpXolIGqRIORVg', 'SL')
('AC04652-2022-11-01-11538','A641-18','SMOWV', 'SU')
('AC04652-2022-11-01-11541','A642-3','dzEKaOK', 'UB')
('SL04652-2022-11-02-11265','S470-9','zpjLFrnnIXCoSf', 'LB')
('SL22517-2022-11-01-11190','S467-6','tYUClCYsnIcA', 'UB')
('AC12058-2022-11-01-11386','A633-10','ilmqSxGgEPuCmQhs', 'UB')
('AC22517-2022-11-02-11355','A631-15','OiwpTUaZvnv', 'UB')
('SL22517-2022-11-01-11198','S467-14','F', 'UB')
('AC04652-2022-11-02-11392','A633-16','NGJbdjq', 'UB')
('SL12058-2022-11-01-11144','S465-8','dhuM', 'SU')
('AC12058-2022-11-01-11392','A633-16','fJmSTWVhcHUdcx', 'UB')
('SL22517-2022-11-01-11203','S467-19','m', 'UB')
('SL04652-2022-11-01-11271','S470-15','uLEVHPWsCIsSdemm', 'SL')
('SL22517-2022-11-01-11204','S467-20','EpqCPmj', 'LB')
('AC04652-2022-11-01-11575','A644-1','UTXdTsllr', 'LB')
('SL12058-2022-11-01-11167','S466-7','wuzpEg', 'SL')
('AC22517-2022-11-01-11404','A634-10','MRcQlTQH', 'UB')
('AC12058-2022-11-01-11408','A634-14','MhWjEXpGJ', 'LB')
('SL22517-2022-11-01-11220','S468-12','VeI', 'LB')
('SL22517-2022-11-01-11221','S468-13','bfi', 'MB')
('AC22517-2022-11-01-11411','A634-17','fDtGuXEWlXcgla', 'SL')
('AC04652-2022-11-02-11418','A635-6','AUMUU', 'SU')
('SL04652-2022-11-02-11301','S471-21','NjneMJyg', 'MB')
('SL04652-2022-11-01-11325','S472-21','uaR', 'MB')
('AC04652-2022-11-01-11613','A646-3','fDKSDHfcfbWuwywJ', 'UB')
('AC22517-2022-11-02-11458','A637-10','PqUdDiXl', 'UB')
('SL12058-2022-11-01-11242','S469-10','hAgtCoEYlLmyQu', 'MB')
('AC22517-2022-11-01-11479','A638-13','euERbtaNSpjEz', 'LB')
('AC22517-2022-11-01-11487','A639-3','eIKCpSIWHHTojkc', 'UB')
('AC22517-2022-11-02-11474','A638-8','LcC', 'LB')
('AC04652-2022-11-02-11497','A639-13','QovIA', 'LB')
('SL04652-2022-11-01-11382','S475-6','iEPMVac', 'UB')
('SL22517-2022-11-01-11318','S472-14','HToxIqnWQVk', 'UB')
('AC12058-2022-11-01-11504','A640-2','MIBm', 'LB')
('SL04652-2022-11-02-11388','S475-12','JaGlVVZSIAWUxHkw', 'LB')
('SL04652-2022-11-02-11389','S475-13','PSo', 'MB')
('SL22517-2022-11-02-11397','S475-21','ZOKrYVne', 'MB')
('SL12058-2022-11-01-11359','S474-7','ZlUAC', 'SL')
('SL04652-2022-11-02-11487','S479-15','IkTTSzhhaY', 'SL')
('SL22517-2022-11-02-11479','S479-7','ikDeHYQVMLyZTPC', 'SL')
('SL22517-2022-11-02-11483','S479-11','fPPpjQX', 'UB')
('AC22517-2022-11-02-11577','A644-3','qqDWNnvu', 'UB')
('AC12058-2022-11-01-11594','A645-2','OSnwXohxIV', 'LB')
('SL22517-2022-11-01-11393','S475-17','oHvDDp', 'LB')
('AC04652-2022-11-01-11764','A654-10','UG', 'UB')
('AC22517-2022-11-01-11601','A645-9','vcxLBIaD', 'UB')
('AC22517-2022-11-01-11608','A645-16','AXvpB', 'UB')
('AC04652-2022-11-01-11773','A655-1','LgjDvEDSI', 'LB')
('SL22517-2022-11-01-11403','S476-3','BgODj', 'UB')
('SL12058-2022-11-01-11372','S474-20','IfvOxhsGDQwsc', 'LB')
('SL04652-2022-11-02-11506','S480-10','CXiOYPDXQ', 'MB')
('SL04652-2022-11-01-11478','S479-6','CsxSYIlAmGWmPNK', 'UB')
('AC04652-2022-11-02-11608','A645-16','aYU', 'UB')
('AC22517-2022-11-01-11613','A646-3','EJvzQdH', 'UB')
('AC04652-2022-11-01-11793','A656-3','iOwsIG', 'UB')
('AC04652-2022-11-02-11629','A647-1','kiivBM', 'LB')
('SL22517-2022-11-02-11518','S480-22','HaPkWTsOxc', 'UB')
('SL12058-2022-11-01-11396','S475-20','kIeHIOks', 'LB')
('SL22517-2022-11-02-11519','S480-23','acfSJHhYjyJ', 'SL')
('SL04652-2022-11-01-11495','S479-23','jpLSB', 'SL')
('SL04652-2022-11-01-11496','S479-24','TLKegDXVk', 'SU')
('SL22517-2022-11-01-11425','S477-1','rXk', 'LB')
('SL12058-2022-11-01-11398','S475-22','vRXiFAv', 'UB')
('AC22517-2022-11-01-11629','A647-1','hsLFiAxL', 'LB')
('SL12058-2022-11-01-11399','S475-23','vAwXaKhTFFthdf', 'SL')
('SL12058-2022-11-01-11401','S476-1','dXSMAAZsxKflSgo', 'LB')
('AC04652-2022-11-01-11801','A656-11','iMMJ', 'SL')
('SL04652-2022-11-01-11502','S480-6','UCZ', 'UB')
('AC22517-2022-11-02-11610','A645-18','abxGPrbnzqOAFOpM', 'SU')
('AC04652-2022-11-02-11636','A647-8','lOLwKvUcAX', 'LB')
('AC04652-2022-11-02-11637','A647-9','s', 'UB')
('AC04652-2022-11-02-11638','A647-10','JsXaaWX', 'UB')
('SL22517-2022-11-02-11530','S481-10','mWLXnR', 'MB')
('AC12058-2022-11-01-11637','A647-9','DtVFvA', 'UB')
('AC12058-2022-11-01-11638','A647-10','iSXqySJkVQO', 'UB')
('AC04652-2022-11-01-11810','A657-2','yhfzznAeHhFjiLB', 'LB')
('SL22517-2022-11-02-11554','S482-10','xsAuHTAJ', 'MB')
('AC04652-2022-11-02-11675','A649-11','mRUumNvEjY', 'SL')
('SL22517-2022-11-01-11457','S478-9','GgbtNRxSoNpAgZS', 'LB')
('SL12058-2022-11-01-11432','S477-8','TehPelaFYonv', 'SU')
('AC22517-2022-11-01-11659','A648-13','O', 'LB')
('AC04652-2022-11-01-11833','A658-7','LyS', 'LB')
('SL22517-2022-11-02-11559','S482-15','PucXjLVba', 'SL')
('AC22517-2022-11-02-11635','A647-7','rqGcETwfiFvxRf', 'LB')
('AC22517-2022-11-02-11650','A648-4','VJXFdrWjlhTfYT', 'UB')
('SL04652-2022-11-01-11559','S482-15','wNKrCHruJbT', 'SL')
('AC22517-2022-11-01-11695','A650-13','Gjtth', 'LB')
('SL04652-2022-11-01-11567','S482-23','ayCM', 'SL')
('AC04652-2022-11-01-11891','A661-11','pRXLhLYH', 'SL')
('SL22517-2022-11-02-11624','S485-8','mTGnkTvPpzdnw', 'SU')
('SL22517-2022-11-01-11529','S481-9','lGwPRTEfiDkd', 'LB')
('SL22517-2022-11-01-11530','S481-10','oQeyee', 'MB')
('SL22517-2022-11-02-11627','S485-11','XKAuPcRjN', 'UB')
('SL22517-2022-11-01-11532','S481-12','Ku', 'LB')
('AC04652-2022-11-01-11925','A663-9','lBioCkG', 'UB')
('AC22517-2022-11-01-11726','A652-8','ZtRAL', 'LB')
('AC04652-2022-11-01-11933','A663-17','zMffUcNcKtU', 'SL')
('SL04652-2022-11-02-11644','S486-4','ehSwwt', 'LB')
('AC22517-2022-11-02-11697','A650-15','wAnrccAPEv', 'UB')
('SL04652-2022-11-01-11610','S484-18','nBJVvTTb', 'MB')
('SL04652-2022-11-01-11611','S484-19','XOvKdLgufJ', 'UB')
('SL22517-2022-11-02-11643','S486-3','vcViuVf', 'UB')
('SL04652-2022-11-01-11645','S486-5','IiiWLBN', 'MB')
('SL22517-2022-11-01-11586','S483-18','LSereITIKok', 'MB')
('SL12058-2022-11-01-11549','S482-5','XvdDQLqdBfzE', 'MB')
('SL04652-2022-11-01-11647','S486-7','uoslULyLgK', 'SL')
('SL04652-2022-11-01-11648','S486-8','unAJwKBVPxrbh', 'SU')
('SL22517-2022-11-02-11720','S489-8','pVLUu', 'SU')
('SL22517-2022-11-02-11721','S489-9','aMRNbTkHX', 'LB')
('SL22517-2022-11-01-11641','S486-1','xfzujAOrYsmHjei', 'LB')
('SL22517-2022-11-02-11729','S489-17','OblVGBPCiV', 'LB')
('AC04652-2022-11-01-12015','A668-9','ehWUGKz', 'UB')
('AC22517-2022-11-01-11822','A657-14','NHwfvVdozcFJ', 'LB')
('SL22517-2022-11-02-11742','S490-6','gfNjvdwOtMd', 'UB')
('AC22517-2022-11-02-11789','A655-17','dDSrmqBbVZF', 'SL')
('SL22517-2022-11-01-11657','S486-17','PMGsgOlqiEdRoPZn', 'LB')
('SL12058-2022-11-01-11616','S484-24','vIZrgnGznqDAOc', 'SU')
('SL04652-2022-11-01-11711','S488-23','QqrYLmYP', 'SL')
('AC22517-2022-11-01-11834','A658-8','glRhGMhSmfpBo', 'LB')
('SL04652-2022-11-02-11760','S490-24','BQrQHU', 'SU')
('SL04652-2022-11-02-11761','S491-1','OysXL', 'LB')
('AC22517-2022-11-02-11808','A656-18','ALyzbVYT', 'SU')
('SL12058-2022-11-01-11631','S485-15','LST', 'SL')
('AC04652-2022-11-01-12053','A670-11','HrxlwoHKn', 'SL')
('SL04652-2022-11-01-11722','S489-10','bsoWw', 'MB')
('AC04652-2022-11-01-12057','A670-15','B', 'UB')
('AC04652-2022-11-01-12068','A671-8','WqTjyOXlUXQLSDQ', 'LB')
('SL12058-2022-11-01-11642','S486-2','cIqipOlhr', 'MB')
('SL12058-2022-11-01-11644','S486-4','FgzjWR', 'LB')
('AC22517-2022-11-01-11861','A659-17','i', 'SL')
('AC04652-2022-11-01-12072','A671-12','FWpy', 'SU')
('AC22517-2022-11-02-11821','A657-13','RINvqkzZ', 'LB')
('AC22517-2022-11-02-11822','A657-14','zIztWzyPAAhVrL', 'LB')
('AC04652-2022-11-02-11885','A661-5','zQrQxXbDHAQIMd', 'SL')
('SL22517-2022-11-01-11689','S488-1','MSCaSnwWpuJlP', 'LB')
('SL04652-2022-11-02-11788','S492-4','dtFl', 'LB')
('AC22517-2022-11-01-11866','A660-4','MFWvpPNakzKlP', 'UB')
('SL22517-2022-11-02-11784','S491-24','hosqo', 'SU')
('SL12058-2022-11-01-11659','S486-19','gIEgxTXn', 'UB')
('AC22517-2022-11-02-11831','A658-5','tRHUIEFlemCZB', 'SL')
('AC22517-2022-11-01-11911','A662-13','FtpFOGS', 'LB')
('SL22517-2022-11-01-11743','S490-7','hjBLlj', 'SL')
('SL04652-2022-11-01-11783','S491-23','ADEAjwQ', 'SL')
('SL04652-2022-11-01-11813','S493-5','czafNpGeViMCB', 'MB')
('AC04652-2022-11-02-11986','A666-16','FzqINV', 'UB')
('SL22517-2022-11-02-11883','S496-3','PtXGNmJzAaDIg', 'UB')
('AC22517-2022-11-01-11973','A666-3','wySEQjhzRefyF', 'UB')
('SL22517-2022-11-02-11887','S496-7','psRTggMrkCnEJA', 'SL')
('SL04652-2022-11-02-11885','S496-5','tWyqZhKqw', 'MB')
('SL12058-2022-11-01-11752','S490-16','GzLqGA', 'SU')
('AC22517-2022-11-01-11980','A666-10','aGPKVlUibTqdTh', 'UB')
('SL12058-2022-11-01-11753','S490-17','IIioBGFcQIY', 'LB')
('SL22517-2022-11-02-11894','S496-14','HweK', 'UB')
('SL04652-2022-11-02-11887','S496-7','JiYBahwlqV', 'SL')
('SL22517-2022-11-01-11819','S493-11','SWxXWAcUdwmOo', 'UB')
('AC04652-2022-11-01-12183','A677-15','wcEAR', 'UB')
('SL04652-2022-11-02-11889','S496-9','EAjnP', 'LB')
('SL04652-2022-11-02-11890','S496-10','PibqrMUQjUxYLBCl', 'MB')
('SL04652-2022-11-02-11891','S496-11','KPZMrQSb', 'UB')
('SL04652-2022-11-02-11893','S496-13','uoEaiYiYTVpkXcy', 'MB')
('SL12058-2022-11-01-11762','S491-2','YuufE', 'MB')
('AC12058-2022-11-01-11980','A666-10','AXzvTTWBWGUQj', 'UB')
('AC22517-2022-11-01-11994','A667-6','IWHy', 'SU')
('SL22517-2022-11-01-11827','S493-19','EhTXIqsShS', 'UB')
('AC04652-2022-11-01-12190','A678-4','ihXojw', 'UB')
('AC04652-2022-11-02-12038','A669-14','ivkg', 'LB')
('AC04652-2022-11-01-12227','A680-5','XF', 'SL')
('SL22517-2022-11-01-11863','S495-7','JGgHZzzdj', 'SL')
