('AC04652-2022-11-02-7','A1-7','YTd', 'LB')
('SL04652-2022-11-02-4190','S175-14','anrqAkfufINATHa', 'UB')
('SL12058-2022-11-01-4260','S178-12','UDYrioUcnsjm', 'LB')
('AC22517-2022-11-01-4115','A229-11','b', 'SL')
('SL22517-2022-11-01-4285','S179-13','QMHAtQr', 'MB')
('AC22517-2022-11-01-4120','A229-16','EtkTKaZicSthrjpS', 'UB')
('AC22517-2022-11-02-4345','A242-7','rbdOUrwfZ', 'LB')
('AC12058-2022-11-01-4281','A238-15','RkkDZyVfdsxWj', 'UB')
('AC12058-2022-11-01-4282','A238-16','IyV', 'UB')
('AC22517-2022-11-02-4349','A242-11','hg', 'SL')
('AC22517-2022-11-02-4350','A242-12','Qd', 'SU')
('AC12058-2022-11-01-4285','A239-1','hUisaAYroIlfQz', 'LB')
('SL12058-2022-11-01-4276','S179-4','NtzLDujTaZPOjvUA', 'LB')
('SL22517-2022-11-01-4294','S179-22','qbCAfWwv', 'UB')
('SL04652-2022-11-01-4291','S179-19','mfrupTXvvODdCHGA', 'UB')
('SL12058-2022-11-01-4279','S179-7','Za', 'SL')
('SL04652-2022-11-01-4293','S179-21','wujPAXKufVoU', 'MB')
('AC04652-2022-11-02-4230','A235-18','zLWev', 'SU')
('AC12058-2022-11-01-4293','A239-9','aBLM', 'UB')
('SL22517-2022-11-01-4306','S180-10','UYNExhybvdgXKyyu', 'MB')
('SL04652-2022-11-01-4304','S180-8','RMyXRn', 'SU')
('AC12058-2022-11-01-4301','A239-17','Wkm', 'SL')
('AC22517-2022-11-02-4370','A243-14','HOpApCoFkrAQwuL', 'LB')
('AC22517-2022-11-01-4142','A231-2','vssSse', 'LB')
('AC12058-2022-11-01-4305','A240-3','HQR', 'UB')
('AC22517-2022-11-01-4147','A231-7','rRMOBHEHovatIOp', 'LB')
('SL22517-2022-11-02-4391','S183-23','mjnaXILNeNSHviCC', 'SL')
('SL04652-2022-11-01-4313','S180-17','jtPovFmohjVoe', 'LB')
('AC04652-2022-11-01-4349','A242-11','bmjiPiEangUDfQy', 'SL')
('SL12058-2022-11-01-4312','S180-16','QOvvgYRTZxrbcAHk', 'SU')
('AC04652-2022-11-01-4359','A243-3','iym', 'UB')
('AC12058-2022-11-01-4364','A243-8','UYJbMBiobDjEIRgf', 'LB')
('SL04652-2022-11-02-4284','S179-12','eSbWSKNh', 'LB')
('SL12058-2022-11-01-4356','S182-12','SNkfzT', 'LB')
('SL04652-2022-11-02-4286','S179-14','WGFxUWXvHtMWyXU', 'UB')
('SL04652-2022-11-02-4287','S179-15','vuuBX', 'SL')
('SL04652-2022-11-01-4365','S182-21','QAcSnmzAhdgTdbX', 'MB')
('AC22517-2022-11-01-4206','A234-12','qpaRWwxuRWlSaD', 'SU')
('SL12058-2022-11-01-4372','S183-4','PwgYaUdDUXaZvhaZ', 'LB')
('AC22517-2022-11-01-4215','A235-3','pnSDhFXspVqvWHQ', 'UB')
('AC04652-2022-11-01-4428','A246-18','zmiqyJgepHyYNCM', 'SU')
('SL22517-2022-11-02-4474','S187-10','oOa', 'MB')
('SL12058-2022-11-01-4378','S183-10','xh', 'MB')
('SL12058-2022-11-01-4379','S183-11','dfeiRhvHIcXu', 'UB')
('SL12058-2022-11-01-4380','S183-12','ZgljPGDwOwTun', 'LB')
('AC04652-2022-11-01-4432','A247-4','qwzDqL', 'UB')
('AC04652-2022-11-01-4433','A247-5','wY', 'SL')
('AC04652-2022-11-02-4334','A241-14','DGeszhulYZw', 'LB')
('SL12058-2022-11-01-4385','S183-17','FTCziYaJsXUOFc', 'LB')
('AC12058-2022-11-01-4384','A244-10','zCrJsLqrGvIYC', 'UB')
('AC12058-2022-11-01-4385','A244-11','VtGiljM', 'SL')
('SL22517-2022-11-02-4480','S187-16','gVDrHMIcJTF', 'SU')
('AC04652-2022-11-02-4341','A242-3','mOwyEPeywarX', 'UB')
('SL22517-2022-11-02-4482','S187-18','dSEtorSBefgZn', 'MB')
('SL04652-2022-11-02-4316','S180-20','fOXMrqMJ', 'LB')
('AC12058-2022-11-01-4386','A244-12','eSakKcp', 'SU')
('SL22517-2022-11-02-4486','S187-22','ELdoNPZUZ', 'UB')
('AC04652-2022-11-02-4346','A242-8','OXfMdzXGx', 'LB')
('AC04652-2022-11-02-4358','A243-2','eWILBR', 'LB')
('AC22517-2022-11-01-4234','A236-4','zCwMDg', 'UB')
('SL22517-2022-11-01-4492','S188-4','KUhaEx', 'LB')
('AC22517-2022-11-02-4535','A252-17','fyxxWHcVfcD', 'SL')
('AC22517-2022-11-01-4308','A240-6','gjEHmTBrBdb', 'SU')
('SL22517-2022-11-02-4564','S191-4','ooauZGXIl', 'LB')
('SL12058-2022-11-01-4460','S186-20','zPYekSw', 'LB')
('AC04652-2022-11-02-4419','A246-9','olaBgyIftFyvjvu', 'UB')
('SL04652-2022-11-02-4400','S184-8','ogkpRT', 'SU')
('SL12058-2022-11-01-4462','S186-22','P', 'UB')
('AC12058-2022-11-01-4470','A249-6','OdwWEXNfkvLTwWRr', 'SU')
('SL12058-2022-11-01-4463','S186-23','kqaEKV', 'SL')
('AC22517-2022-11-01-4312','A240-10','MfFcEVEd', 'UB')
('SL22517-2022-11-01-4500','S188-12','qIQFCAqBS', 'LB')
('AC04652-2022-11-01-4530','A252-12','ER', 'SU')
('AC22517-2022-11-01-4348','A242-10','pyXftQq', 'UB')
('AC12058-2022-11-01-4504','A251-4','VYrxZs', 'UB')
('SL12058-2022-11-01-4494','S188-6','NJeedMwMZMt', 'UB')
('AC04652-2022-11-02-4496','A250-14','KBFZLvvnXhtNJY', 'LB')
('AC04652-2022-11-01-4597','A256-7','S', 'LB')
('AC04652-2022-11-01-4598','A256-8','GcU', 'LB')
('AC12058-2022-11-01-4543','A253-7','QqyxPYRsnIWlLiLW', 'LB')
('SL04652-2022-11-01-4558','S190-22','S', 'UB')
('AC22517-2022-11-02-4598','A256-8','RPspOVqDT', 'LB')
('SL04652-2022-11-01-4559','S190-23','FvgfRnfYexzbFMB', 'SL')
('SL12058-2022-11-01-4536','S189-24','jrXWgNW', 'SU')
('SL12058-2022-11-01-4537','S190-1','X', 'LB')
('SL12058-2022-11-01-4539','S190-3','jVlmEstrl', 'UB')
('SL04652-2022-11-02-4480','S187-16','IThRpjfvgd', 'SU')
('SL04652-2022-11-02-4489','S188-1','PJdtkcfV', 'LB')
('SL04652-2022-11-02-4511','S188-23','hgHq', 'SL')
('AC04652-2022-11-01-4630','A258-4','rQQk', 'UB')
('SL12058-2022-11-01-4561','S191-1','rRKZ', 'LB')
('SL22517-2022-11-01-4604','S192-20','GOXhNClyko', 'LB')
('AC22517-2022-11-01-4423','A246-13','uLBMUpt', 'LB')
('SL22517-2022-11-02-4671','S195-15','CHHKCFsQDmPZ', 'SL')
('AC22517-2022-11-02-4642','A258-16','XAYcM', 'UB')
('AC22517-2022-11-01-4428','A246-18','sCNVNbu', 'SU')
('AC12058-2022-11-01-4594','A256-4','LJjudwPlPnAHxQtK', 'UB')
('SL04652-2022-11-02-4548','S190-12','dPzF', 'LB')
('SL22517-2022-11-02-4690','S196-10','NsZVn', 'MB')
('SL22517-2022-11-01-4616','S193-8','nVDbUwwwsnvC', 'SU')
('SL12058-2022-11-01-4591','S192-7','sNMMUPT', 'SL')
('SL22517-2022-11-02-4692','S196-12','bvozj', 'LB')
('SL04652-2022-11-02-4551','S190-15','rLnoPwbBt', 'SL')
('AC22517-2022-11-01-4443','A247-15','kDummGXSuFY', 'UB')
('SL22517-2022-11-02-4701','S196-21','ZwlOXY', 'MB')
('AC22517-2022-11-01-4450','A248-4','XWrmeCxslJ', 'UB')
('SL12058-2022-11-01-4608','S192-24','iYZKBLzbkBP', 'SU')
('AC12058-2022-11-01-4627','A258-1','UJklmNtImmG', 'LB')
('AC12058-2022-11-01-4629','A258-3','UHzhleVq', 'UB')
('AC04652-2022-11-01-4676','A260-14','Tj', 'LB')
('SL12058-2022-11-01-4615','S193-7','rvQuciUBdTvnFY', 'SL')
('SL22517-2022-11-02-4707','S197-3','YagKSGYC', 'UB')
('AC04652-2022-11-02-4578','A255-6','BubcUgzfoMqd', 'SU')
('SL22517-2022-11-02-4709','S197-5','Psz', 'MB')
('AC04652-2022-11-02-4580','A255-8','knOnBYpBJ', 'LB')
('AC04652-2022-11-01-4680','A260-18','ottRTjkDIHuC', 'SU')
('SL12058-2022-11-01-4623','S193-15','JInUSr', 'SL')
('AC22517-2022-11-01-4473','A249-9','sKIcRpqs', 'UB')
('SL22517-2022-11-02-4716','S197-12','zhnglxYmalx', 'LB')
('SL04652-2022-11-01-4638','S194-6','NjCoXtCwkfJFJTvQ', 'UB')
('SL22517-2022-11-02-4719','S197-15','LxsXSM', 'SL')
('AC04652-2022-11-01-4687','A261-7','cvUg', 'LB')
('SL22517-2022-11-01-4649','S194-17','rSV', 'LB')
('SL04652-2022-11-02-4576','S191-16','si', 'SU')
('SL22517-2022-11-02-4757','S199-5','YwOR', 'MB')
('AC04652-2022-11-01-4761','A265-9','MNDbhaqlZGo', 'UB')
('AC22517-2022-11-01-4542','A253-6','GFQWgZDSeTInKf', 'SU')
('SL04652-2022-11-01-4712','S197-8','SDQGiee', 'SU')
('AC12058-2022-11-01-4716','A262-18','QjJnZdSBOhSCOqo', 'SU')
('AC12058-2022-11-01-4717','A263-1','VFuGgkNJZ', 'LB')
('SL04652-2022-11-01-4715','S197-11','ZTgnOtmbIWsMW', 'UB')
('SL04652-2022-11-01-4719','S197-15','brWoY', 'SL')
('AC12058-2022-11-01-4725','A263-9','lrDDhKudyNYflO', 'UB')
('SL12058-2022-11-01-4708','S197-4','XXDeF', 'LB')
('SL12058-2022-11-01-4723','S197-19','l', 'UB')
('SL04652-2022-11-01-4739','S198-11','qUIcTKGBpHn', 'UB')
('SL12058-2022-11-01-4727','S197-23','wuMIKwNgXGJPFYjq', 'SL')
('SL04652-2022-11-01-4741','S198-13','UJ', 'MB')
('SL04652-2022-11-02-4673','S195-17','tgJWfRoVQI', 'LB')
('AC22517-2022-11-01-4571','A254-17','mKSKFHHmXzjgYhfj', 'SL')
('SL04652-2022-11-01-4745','S198-17','Hr', 'LB')
('AC22517-2022-11-02-4810','A268-4','inMUsNKiCmWhNl', 'UB')
('SL22517-2022-11-02-4807','S201-7','xwA', 'SL')
('SL04652-2022-11-02-4695','S196-15','YvtGKj', 'SL')
('SL04652-2022-11-02-4696','S196-16','pLqEzNrKruKsWCI', 'SU')
('AC12058-2022-11-01-4759','A265-7','ihuXnRBoPJY', 'LB')
('SL22517-2022-11-02-4815','S201-15','IouTgnUrLwTGkr', 'SL')
('SL04652-2022-11-02-4704','S196-24','MCkyWe', 'SU')
('AC12058-2022-11-01-4762','A265-10','rg', 'UB')
('AC12058-2022-11-01-4763','A265-11','TQ', 'SL')
('SL22517-2022-11-01-4746','S198-18','VACfwtkfzr', 'MB')
('SL04652-2022-11-01-4842','S202-18','XyhEdLb', 'MB')
('AC22517-2022-11-02-4904','A273-8','CpszlNMUbruhnek', 'LB')
('SL22517-2022-11-02-4910','S205-14','GymLWXaK', 'UB')
('SL04652-2022-11-01-4851','S203-3','XkmJvB', 'UB')
('AC22517-2022-11-02-4943','A275-11','ASLBjiScewV', 'SL')
('SL04652-2022-11-02-4819','S201-19','moVJXXnIsTYM', 'UB')
('AC12058-2022-11-01-4879','A272-1','cdCvv', 'LB')
('SL04652-2022-11-02-4820','S201-20','ZQKkiUVh', 'LB')
('AC12058-2022-11-01-4883','A272-5','wSTK', 'SL')
('AC04652-2022-11-02-4846','A270-4','UZBitAEfKXy', 'UB')
('AC04652-2022-11-01-4932','A274-18','YGVAVTBsUdVQXg', 'SU')
('AC04652-2022-11-02-4848','A270-6','BkPsdXuBgAEc', 'SU')
('SL22517-2022-11-01-4898','S205-2','YHlAMNhCt', 'MB')
('SL12058-2022-11-01-4882','S204-10','RFJMVA', 'MB')
('AC04652-2022-11-02-4865','A271-5','vptMaxSiSCIIIx', 'SL')
('AC04652-2022-11-02-4866','A271-6','rhHEVLyyrkGfaVXN', 'SU')
('SL12058-2022-11-01-4888','S204-16','tpNhE', 'SU')
('SL12058-2022-11-01-4889','S204-17','wVQntl', 'LB')
('SL04652-2022-11-01-5012','S209-20','HgtOTKhjWJweA', 'LB')
('SL04652-2022-11-02-4941','S206-21','rOMmXxejEEKPsVq', 'MB')
('AC22517-2022-11-02-5070','A282-12','LpVLdtLcsLDtvM', 'SU')
('AC22517-2022-11-01-4827','A269-3','iafYfDc', 'UB')
('AC04652-2022-11-02-4938','A275-6','jeckKOOjpeqvx', 'SU')
('AC22517-2022-11-01-4829','A269-5','xpdAFvrgdX', 'SL')
('SL22517-2022-11-01-4980','S208-12','ckZtGtYbmFcSmnP', 'LB')
('AC22517-2022-11-01-4830','A269-6','uPEahsJSTOF', 'SU')
('SL22517-2022-11-01-4982','S208-14','No', 'UB')
('AC22517-2022-11-02-5075','A282-17','PRGv', 'SL')
('SL22517-2022-11-02-5064','S211-24','NQavWPrXUuIOW', 'SU')
('SL04652-2022-11-02-4952','S207-8','ArnfbqNL', 'SU')
('AC04652-2022-11-02-4947','A275-15','GfJsOXGFF', 'UB')
('AC04652-2022-11-01-5019','A279-15','jTcAMlELm', 'UB')
('SL04652-2022-11-01-5021','S210-5','ZCyfDhnRmZOpW', 'MB')
('AC04652-2022-11-02-4948','A275-16','gTfzxvWYQUTkQTC', 'UB')
('SL12058-2022-11-01-4954','S207-10','MBznnjvtHIuLPi', 'MB')
('AC22517-2022-11-01-4839','A269-15','iwHh', 'UB')
('AC22517-2022-11-01-4842','A269-18','NRag', 'SU')
('AC12058-2022-11-01-5005','A279-1','zfW', 'LB')
('SL22517-2022-11-02-5076','S212-12','yux', 'LB')
('SL12058-2022-11-01-4958','S207-14','lmbjZavheFXjZwkb', 'UB')
('SL04652-2022-11-02-4961','S207-17','Rjpiu', 'LB')
('AC04652-2022-11-01-5027','A280-5','B', 'SL')
('SL22517-2022-11-01-5000','S209-8','qlGPX', 'SU')
('AC22517-2022-11-02-5094','A283-18','EU', 'SU')
('AC22517-2022-11-01-4850','A270-8','lWcbqWtSlDq', 'LB')
('AC22517-2022-11-01-4851','A270-9','pASOmPaFkTZmnC', 'UB')
('SL22517-2022-11-01-5004','S209-12','OWOaSfazpyGo', 'LB')
('AC04652-2022-11-02-4956','A276-6','NOSjuIUg', 'SU')
('SL22517-2022-11-02-5080','S212-16','hsjbFZ', 'SU')
('SL04652-2022-11-02-4968','S207-24','XLUpadIavwR', 'SU')
('SL22517-2022-11-02-5086','S212-22','NPzclr', 'UB')
('AC12058-2022-11-01-5023','A280-1','eaLCexq', 'LB')
('SL22517-2022-11-01-5011','S209-19','qQPXiHT', 'UB')
('AC04652-2022-11-02-4965','A276-15','omttNIRV', 'UB')
('AC04652-2022-11-02-4975','A277-7','tWeRkbOGEziVAUx', 'LB')
('AC22517-2022-11-01-4867','A271-7','zAbcXjyFieUFACvM', 'LB')
('AC04652-2022-11-01-5042','A281-2','u', 'LB')
('AC12058-2022-11-01-5058','A281-18','CafsBUkbpIrU', 'SU')
('AC04652-2022-11-01-5070','A282-12','AXLQAZTxhAgjNkQ', 'SU')
('AC22517-2022-11-02-5122','A285-10','LIzDrNu', 'UB')
('AC12058-2022-11-01-5064','A282-6','tCLCpyvBbj', 'SU')
('AC22517-2022-11-01-4900','A273-4','LtUUyyYM', 'UB')
('SL22517-2022-11-02-5132','S214-20','IeEOfvkOQqVhzMc', 'LB')
('SL04652-2022-11-02-5020','S210-4','sUyydVthfvuQPFCM', 'LB')
('SL04652-2022-11-01-5092','S213-4','dt', 'LB')
('SL04652-2022-11-02-5027','S210-11','GjYJkKzXjSfEe', 'UB')
('SL22517-2022-11-01-5063','S211-23','UOBsiMExAy', 'SL')
('SL12058-2022-11-01-5028','S210-12','moeClUWgBFUWrr', 'LB')
('SL04652-2022-11-02-5033','S210-17','ZYOOgdwk', 'LB')
('SL22517-2022-11-01-5130','S214-18','enuKHrea', 'MB')
('AC04652-2022-11-01-5144','A286-14','wwPSdYY', 'LB')
('AC22517-2022-11-02-5206','A290-4','bVkPLPXpnUCzgqhi', 'UB')
('AC04652-2022-11-01-5146','A286-16','WtWhsvMhrtAzQuZY', 'UB')
('AC22517-2022-11-02-5208','A290-6','ODR', 'SU')
('AC12058-2022-11-01-5153','A287-5','AsRdrJiKzRp', 'SL')
('SL12058-2022-11-01-5117','S214-5','XcppBtlAC', 'MB')
('AC22517-2022-11-02-5218','A290-16','icLGJAiNcfT', 'UB')
('AC12058-2022-11-01-5164','A287-16','DEATrnLyUbkbgMR', 'UB')
('SL22517-2022-11-01-5144','S215-8','jNuZamMOixsQFyCL', 'SU')
('SL04652-2022-11-02-5121','S214-9','OdSBFAYYCqFvEr', 'LB')
('SL04652-2022-11-02-5122','S214-10','JjISBURBTAdJF', 'MB')
('AC04652-2022-11-01-5176','A288-10','se', 'UB')
('AC04652-2022-11-01-5177','A288-11','zCrrLl', 'SL')
('SL04652-2022-11-02-5130','S214-18','RFiwzICbibjro', 'MB')
('AC04652-2022-11-02-5117','A285-5','rxvVJJKk', 'SL')
('AC04652-2022-11-01-5179','A288-13','atVDDBdvnBIvqxNf', 'LB')
('AC22517-2022-11-01-5027','A280-5','wmepOXFOmFxpKWor', 'SL')
('SL22517-2022-11-02-5244','S219-12','bpGhraDwwh', 'LB')
('AC04652-2022-11-02-5122','A285-10','IvtlbCjZ', 'UB')
('AC12058-2022-11-01-5191','A289-7','WSIdGjH', 'LB')
('SL04652-2022-11-02-5147','S215-11','tYxBcu', 'UB')
('AC22517-2022-11-02-5246','A292-8','chlfabHxwZmKx', 'LB')
('SL22517-2022-11-02-5253','S219-21','RkgNtXGIRyIHFI', 'MB')
('AC04652-2022-11-02-5130','A285-18','DDByKaMSXH', 'SU')
('AC12058-2022-11-01-5197','A289-13','jYSmsguhCBL', 'LB')
('AC22517-2022-11-02-5253','A292-15','crdHh', 'UB')
('SL22517-2022-11-02-5263','S220-7','PrPGneAaXjcxP', 'SL')
('AC12058-2022-11-01-5201','A289-17','RdQtDXC', 'SL')
('SL22517-2022-11-02-5270','S220-14','wieJf', 'UB')
('SL22517-2022-11-01-5194','S217-10','mjSCQ', 'MB')
('SL22517-2022-11-01-5196','S217-12','MHjLRgngBhXgQTP', 'LB')
('SL04652-2022-11-02-5170','S216-10','NUDcrg', 'MB')
('AC12058-2022-11-01-5209','A290-7','AmYPbyWn', 'LB')
('AC04652-2022-11-01-5210','A290-8','McqrljZXusKi', 'LB')
('AC22517-2022-11-01-5062','A282-4','vrUgdtA', 'UB')
('SL04652-2022-11-01-5237','S219-5','eAUan', 'MB')
('AC22517-2022-11-01-5064','A282-6','lP', 'SU')
('SL04652-2022-11-02-5181','S216-21','xMOYpVmHEQCaGF', 'MB')
('AC12058-2022-11-01-5216','A290-14','nOSBrIfiuVSHR', 'LB')
('AC04652-2022-11-01-5219','A290-17','LOmqcdzHgxH', 'SL')
('AC04652-2022-11-01-5220','A290-18','OIhjaZBfQgOSX', 'SU')
('SL04652-2022-11-02-5191','S217-7','wZFNpwoGbMugZ', 'SL')
('SL12058-2022-11-01-5189','S217-5','cjNSfCFnXFfNcQ', 'MB')
('AC04652-2022-11-01-5227','A291-7','NJHMVISqmYg', 'LB')
('SL12058-2022-11-01-5196','S217-12','KllX', 'LB')
('AC22517-2022-11-01-5085','A283-9','CXXhbkxTLgYaAYCx', 'UB')
('SL04652-2022-11-01-5284','S221-4','IGJDjsWKwpRxNgM', 'LB')
('SL22517-2022-11-02-5328','S222-24','jCibRJjI', 'SU')
('SL04652-2022-11-02-5217','S218-9','DkjxoleUQ', 'LB')
('SL04652-2022-11-02-5218','S218-10','hrMzqJVEc', 'MB')
('AC22517-2022-11-02-5327','A296-17','UJAXD', 'SL')
('AC12058-2022-11-01-5253','A292-15','jcKCOAs', 'UB')
('AC12058-2022-11-01-5255','A292-17','VNRGzpZ', 'SL')
('SL12058-2022-11-01-5235','S219-3','bGNwxANaMADh', 'UB')
('SL04652-2022-11-01-5289','S221-9','og', 'LB')
('AC04652-2022-11-01-5298','A295-6','aqivlIfKV', 'SU')
('SL04652-2022-11-02-5253','S219-21','mLkxGfBUIeN', 'MB')
('AC12058-2022-11-01-5297','A295-5','KP', 'SL')
('AC04652-2022-11-02-5220','A290-18','wpdSwpV', 'SU')
('AC22517-2022-11-02-5373','A299-9','q', 'UB')
('SL22517-2022-11-02-5364','S224-12','YUYvWvwNVqOL', 'LB')
('AC22517-2022-11-01-5170','A288-4','fZDbhJSAzoiFTd', 'UB')
('AC12058-2022-11-01-5308','A295-16','MagFV', 'UB')
('SL22517-2022-11-02-5370','S224-18','TDfk', 'MB')
('SL22517-2022-11-02-5382','S225-6','tsAIacyJXvIxm', 'UB')
('SL04652-2022-11-02-5291','S221-11','VbN', 'UB')
('SL12058-2022-11-01-5302','S221-22','nMArjKjyiwU', 'UB')
('SL04652-2022-11-01-5344','S223-16','PdSKirdESm', 'SU')
('AC22517-2022-11-01-5203','A290-1','je', 'LB')
('SL12058-2022-11-01-5310','S222-6','mzDHbDlOex', 'UB')
('AC22517-2022-11-01-5210','A290-8','PVZqUTuK', 'LB')
('AC04652-2022-11-01-5353','A298-7','SVjXTta', 'LB')
('AC04652-2022-11-02-5257','A293-1','XjYadYPLbuHZudCf', 'LB')
('SL22517-2022-11-02-5391','S225-15','FdyPWvvt', 'SL')
('SL04652-2022-11-02-5304','S221-24','X', 'SU')
('AC22517-2022-11-02-5420','A302-2','Jk', 'LB')
('SL22517-2022-11-01-5329','S223-1','RiGOUQGjanNwmou', 'LB')
('SL04652-2022-11-02-5306','S222-2','kvPsIC', 'MB')
('SL22517-2022-11-01-5332','S223-4','Gmlzixaqr', 'LB')
('AC04652-2022-11-01-5360','A298-14','cIFLxZYHgbkv', 'LB')
('AC22517-2022-11-02-5427','A302-9','DElbWDJlNmHY', 'UB')
('SL04652-2022-11-02-5312','S222-8','zPRH', 'SU')
('SL22517-2022-11-02-5397','S225-21','YeLvwOg', 'MB')
('SL04652-2022-11-02-5313','S222-9','ityBwCbgYOiH', 'LB')
('AC12058-2022-11-01-5353','A298-7','oL', 'LB')
('SL12058-2022-11-01-5328','S222-24','dDAvbcLFerA', 'SU')
('SL12058-2022-11-01-5329','S223-1','AwyOEfNJ', 'LB')
('AC04652-2022-11-02-5264','A293-8','urAH', 'LB')
('AC04652-2022-11-01-5372','A299-8','W', 'LB')
('SL04652-2022-11-02-5319','S222-15','LRQqZy', 'SL')
('SL22517-2022-11-01-5343','S223-15','TbzvrjRIAu', 'SL')
('SL04652-2022-11-01-5364','S224-12','tcMCTBJdPv', 'LB')
('SL22517-2022-11-01-5345','S223-17','FeoYetkfSziPN', 'LB')
('SL12058-2022-11-01-5338','S223-10','AXBEM', 'MB')
('SL04652-2022-11-02-5321','S222-17','eInvQX', 'LB')
('AC22517-2022-11-02-5439','A303-3','eWx', 'UB')
('SL04652-2022-11-02-5323','S222-19','WQQArXA', 'UB')
('SL22517-2022-11-02-5437','S227-13','DvGztfOdyh', 'MB')
('SL22517-2022-11-02-5438','S227-14','fuSbMqIBn', 'UB')
('SL22517-2022-11-01-5375','S224-23','ojHugTcOhqLG', 'SL')
('SL04652-2022-11-01-5393','S225-17','AdaOvJ', 'LB')
('AC22517-2022-11-01-5265','A293-9','EgCXwQ', 'UB')
('SL22517-2022-11-01-5377','S225-1','jwbDxIWhoFgrTIL', 'LB')
('SL22517-2022-11-02-5442','S227-18','mQq', 'MB')
('AC22517-2022-11-01-5268','A293-12','M', 'SU')
('SL04652-2022-11-02-5350','S223-22','MACTQOYpbx', 'UB')
('SL22517-2022-11-01-5379','S225-3','qJzxL', 'UB')
('SL04652-2022-11-01-5398','S225-22','CXUkhPkfFkVkiG', 'UB')
('AC12058-2022-11-01-5387','A300-5','EYYRtOvI', 'SL')
('SL04652-2022-11-01-5400','S225-24','wQOlpxKYMhJDq', 'SU')
('SL22517-2022-11-01-5382','S225-6','NxMHTOqZSihjFo', 'UB')
('AC04652-2022-11-01-5421','A302-3','YpnyXVoXlPzGaF', 'UB')
('SL12058-2022-11-01-5382','S225-6','XPOIF', 'UB')
('SL12058-2022-11-01-5383','S225-7','arKChelXpgjgVQn', 'SL')
('AC12058-2022-11-01-5392','A300-10','ermFxltcBaFoiO', 'UB')
('AC04652-2022-11-01-5422','A302-4','TKYMT', 'UB')
('AC22517-2022-11-02-5481','A305-9','LnslHrwNTvUoa', 'UB')
('SL04652-2022-11-01-5405','S226-5','vrwa', 'MB')
('SL12058-2022-11-01-5386','S225-10','DMhyrOoCWjVxgh', 'MB')
('SL04652-2022-11-01-5406','S226-6','UgEw', 'UB')
('AC04652-2022-11-01-5424','A302-6','GXoaFwMyQAVekzBP', 'SU')
('SL22517-2022-11-01-5388','S225-12','DkAdgxKeSXdE', 'LB')
('SL04652-2022-11-01-5407','S226-7','iySkJwh', 'SL')
('SL22517-2022-11-01-5390','S225-14','CvuhJ', 'UB')
('AC04652-2022-11-02-5309','A295-17','rdnTVDxTJUH', 'SL')
('SL12058-2022-11-01-5389','S225-13','Tozj', 'MB')
('AC04652-2022-11-01-5431','A302-13','eDeYeHN', 'LB')
('SL04652-2022-11-01-5411','S226-11','GBtayWEHOJZNp', 'UB')
('AC04652-2022-11-01-5432','A302-14','PtgpWy', 'LB')
('AC04652-2022-11-02-5314','A296-4','WuapNPKKhGVxj', 'UB')
('AC04652-2022-11-01-5434','A302-16','v', 'UB')
('AC22517-2022-11-01-5282','A294-8','elglHtXgv', 'LB')
('SL22517-2022-11-01-5406','S226-6','i', 'UB')
('SL12058-2022-11-01-5400','S225-24','rZozbCakNYc', 'SU')
('AC12058-2022-11-01-5409','A301-9','tYON', 'UB')
('SL04652-2022-11-01-5427','S227-3','RQYjNTpxnVMlpojE', 'UB')
('AC22517-2022-11-02-5501','A306-11','hAcVGebxqXif', 'SL')
('AC12058-2022-11-01-5411','A301-11','MjKvzfsbJcUUcu', 'SL')
('SL04652-2022-11-01-5430','S227-6','rcDmicdcBbyUQ', 'UB')
('AC04652-2022-11-01-5447','A303-11','YstQjlY', 'SL')
('SL12058-2022-11-01-5409','S226-9','jdcunOCMGhGwF', 'LB')
('SL22517-2022-11-01-5418','S226-18','BRHQpkXRi', 'MB')
('AC12058-2022-11-01-5421','A302-3','JUNqtnxv', 'UB')
('SL22517-2022-11-01-5421','S226-21','PyWbTMTHtuZkGBLZ', 'MB')
('AC12058-2022-11-01-5425','A302-7','bgSKI', 'LB')
('AC12058-2022-11-01-5426','A302-8','MA', 'LB')
('AC22517-2022-11-02-5516','A307-8','iht', 'LB')
('AC22517-2022-11-01-5308','A295-16','HD', 'UB')
('AC22517-2022-11-02-5518','A307-10','MV', 'UB')
('AC22517-2022-11-01-5310','A295-18','gLjgUTP', 'SU')
('SL04652-2022-11-01-5444','S227-20','eJnnWRTwsVHG', 'LB')
('AC12058-2022-11-01-5440','A303-4','ctjYnFTGa', 'UB')
('SL22517-2022-11-01-5438','S227-14','WqS', 'UB')
('SL04652-2022-11-01-5460','S228-12','CYecfWdjLMWMqLOg', 'LB')
('SL04652-2022-11-02-5411','S226-11','UYdbjzfOgpSEebEQ', 'UB')
('AC22517-2022-11-02-5539','A308-13','qUHAuHKDM', 'LB')
('AC04652-2022-11-02-5350','A298-4','pTJysAYiDD', 'UB')
('AC22517-2022-11-02-5583','A311-3','VDYvOFXMegtgGVM', 'UB')
('AC04652-2022-11-01-5522','A307-14','uNAlQGFtncZN', 'LB')
('SL22517-2022-11-01-5485','S229-13','K', 'MB')
('SL22517-2022-11-01-5487','S229-15','tQxgnHTqFbOong', 'SL')
('AC04652-2022-11-01-5526','A307-18','qdUQmpKsEOwrzc', 'SU')
