('AC22517-2022-11-01-2208','A123-12','JXszNdqMPowwP', 'SU')
('AC22517-2022-11-02-9734','A541-14','cTZXAlOjx', 'LB')
('SL22517-2022-11-01-9549','S398-21','luzd', 'MB')
('SL04652-2022-11-02-9611','S401-11','TX', 'UB')
('AC22517-2022-11-02-9736','A541-16','OMdXK', 'UB')
('SL12058-2022-11-01-9481','S396-1','VkVbifp', 'LB')
('SL22517-2022-11-01-9553','S399-1','DpbcHuXqXxNfp', 'LB')
('AC04652-2022-11-01-9962','A554-8','zxHgrhbWKIUIt', 'LB')
('AC12058-2022-11-01-9727','A541-7','RcwSqQKFueAJ', 'LB')
('SL22517-2022-11-02-9638','S402-14','XiTCTWGNTEDoPhXg', 'UB')
('SL04652-2022-11-01-9600','S400-24','KnbMJcxkNJj', 'SU')
('SL04652-2022-11-02-9621','S401-21','OdpFPXV', 'MB')
('AC04652-2022-11-01-9966','A554-12','WiUBlVVfPrm', 'SU')
('SL22517-2022-11-02-9653','S403-5','VnhsqZEyziP', 'MB')
('AC22517-2022-11-01-9724','A541-4','jtbzpDVdV', 'UB')
('SL22517-2022-11-01-9568','S399-16','IjKHcODvYyvePD', 'SU')
('AC04652-2022-11-02-9740','A542-2','lZRtjozXphEAy', 'LB')
('SL22517-2022-11-02-9657','S403-9','cPWfZq', 'LB')
('AC04652-2022-11-01-9984','A555-12','klYnJShY', 'SU')
('AC04652-2022-11-01-9985','A555-13','NhcwaooXKgdY', 'LB')
('AC12058-2022-11-01-9749','A542-11','tNPaJdISmWq', 'SL')
('SL04652-2022-11-01-9632','S402-8','pZlM', 'SU')
('AC22517-2022-11-02-9777','A544-3','qPhYInEVwmCWnN', 'UB')
('SL22517-2022-11-01-9579','S400-3','IDSRBNBbhZdAaTZB', 'UB')
('SL04652-2022-11-01-9635','S402-11','DeXODjhx', 'UB')
('SL22517-2022-11-02-9666','S403-18','jdWGNEAT', 'MB')
('AC22517-2022-11-01-9733','A541-13','GvSSStnHhY', 'LB')
('SL04652-2022-11-02-9647','S402-23','DBfZljuw', 'SL')
('SL04652-2022-11-02-9648','S402-24','fpGiSaH', 'SU')
('AC22517-2022-11-01-9735','A541-15','ZHZFIocAgIwoXWj', 'UB')
('SL22517-2022-11-02-9671','S403-23','FSLPVmztFjR', 'SL')
('SL22517-2022-11-01-9585','S400-9','iOGhUoRsthiPaS', 'LB')
('SL12058-2022-11-01-9510','S397-6','LVFBc', 'UB')
('AC22517-2022-11-01-9738','A541-18','zpoDYriAjV', 'SU')
('AC04652-2022-11-02-9763','A543-7','fM', 'LB')
('AC04652-2022-11-02-9764','A543-8','fKJ', 'LB')
('AC12058-2022-11-01-9769','A543-13','DGgcyuPnqmA', 'LB')
('SL22517-2022-11-01-9588','S400-12','ViOUwCVpYEPnB', 'LB')
('AC22517-2022-11-02-9790','A544-16','JFyvYyXvCvv', 'UB')
('AC04652-2022-11-01-10005','A556-15','ytrUQpXrfqbJPJnL', 'UB')
('AC22517-2022-11-02-9791','A544-17','VWcamle', 'SL')
('AC04652-2022-11-02-9772','A543-16','eWSyw', 'UB')
('SL12058-2022-11-01-9520','S397-16','sktQpfeLC', 'SU')
('SL12058-2022-11-01-9524','S397-20','TyQ', 'LB')
('AC04652-2022-11-02-9839','A547-11','IvhIanYpqnKuJW', 'SL')
('AC04652-2022-11-01-10062','A559-18','WTIYF', 'SU')
('AC04652-2022-11-01-10066','A560-4','KSlnAqKwVIP', 'UB')
('AC22517-2022-11-01-9841','A547-13','rltGlwUAFI', 'LB')
('AC12058-2022-11-01-9852','A548-6','zyTlXT', 'SU')
('AC04652-2022-11-01-10075','A560-13','CmlC', 'LB')
('AC22517-2022-11-01-9843','A547-15','amXi', 'UB')
('SL12058-2022-11-01-9652','S403-4','swzVKLCohGiq', 'LB')
('AC22517-2022-11-02-9930','A552-12','nrjbvjuD', 'SU')
('SL04652-2022-11-02-9848','S411-8','PVNSf', 'SU')
('SL04652-2022-11-01-9851','S411-11','JPNBhpJpqvwZLuf', 'UB')
('SL04652-2022-11-01-9852','S411-12','uaCyYdzO', 'LB')
('SL04652-2022-11-02-9915','S414-3','zjMDgkCYKxQcsIz', 'UB')
('SL04652-2022-11-02-9916','S414-4','HYMY', 'LB')
('SL04652-2022-11-01-9896','S413-8','BcNzLkwKlPZ', 'SU')
('AC12058-2022-11-01-10017','A557-9','oZqk', 'UB')
('AC04652-2022-11-01-10227','A569-3','sM', 'UB')
('SL22517-2022-11-01-9841','S411-1','eGb', 'LB')
('SL22517-2022-11-02-9938','S415-2','QI', 'MB')
('AC12058-2022-11-01-10021','A557-13','havJslLwoMA', 'LB')
('SL04652-2022-11-01-9904','S413-16','oBaRjkDpkN', 'SU')
('SL22517-2022-11-02-9940','S415-4','dMzw', 'LB')
('SL04652-2022-11-01-9910','S413-22','zKKifg', 'UB')
('SL04652-2022-11-01-9911','S413-23','ut', 'SL')
('AC04652-2022-11-02-10075','A560-13','cDGfBRMLcFO', 'LB')
('SL04652-2022-11-02-9969','S416-9','fuSDJ', 'LB')
('SL22517-2022-11-01-9885','S412-21','k', 'MB')
('AC04652-2022-11-02-10084','A561-4','nOFUslMgzMFSMf', 'UB')
('SL22517-2022-11-02-9995','S417-11','QQu', 'UB')
('SL04652-2022-11-02-9990','S417-6','UvwYYuSSfOs', 'UB')
('AC04652-2022-11-02-10094','A561-14','Drn', 'LB')
('AC22517-2022-11-02-10115','A562-17','AsX', 'SL')
('AC22517-2022-11-01-10102','A562-4','XljqLaIIYDsUYwRF', 'UB')
('AC12058-2022-11-01-10127','A563-11','kdLroPSUs', 'SL')
('SL04652-2022-11-01-10162','S424-10','Qyupd', 'MB')
('AC22517-2022-11-02-10294','A572-16','gZUEBjCtqtuSZJLl', 'UB')
('AC22517-2022-11-01-10271','A571-11','XeDljHafxIKrLs', 'SL')
('SL22517-2022-11-02-10179','S425-3','uTydH', 'UB')
('AC04652-2022-11-01-10489','A583-13','mwqjmZYObGGWxq', 'LB')
('AC12058-2022-11-01-10288','A572-10','FmkR', 'UB')
('AC12058-2022-11-01-10289','A572-11','dCHjMNBAGwPVK', 'SL')
('AC22517-2022-11-02-10298','A573-2','vcM', 'LB')
('AC12058-2022-11-01-10291','A572-13','JjmzERxByRZWCUKN', 'LB')
('AC04652-2022-11-02-10303','A573-7','DPBspNPBmhWbnhcI', 'LB')
('AC12058-2022-11-01-10293','A572-15','eXxkbvnaXWipsJ', 'UB')
('SL04652-2022-11-02-10212','S426-12','YFBSpWpmQKle', 'LB')
('AC04652-2022-11-02-10306','A573-10','iEpicWBGX', 'UB')
('SL12058-2022-11-01-10037','S419-5','ImboGdRihXa', 'MB')
('AC12058-2022-11-01-10297','A573-1','HKSdwzBNNOTz', 'LB')
('SL22517-2022-11-01-10101','S421-21','eZDXOhAgeGXmdX', 'MB')
('AC04652-2022-11-02-10313','A573-17','t', 'SL')
('AC04652-2022-11-02-10314','A573-18','cxLjaf', 'SU')
('AC04652-2022-11-01-10507','A584-13','WZmUBNgfhouXwt', 'LB')
('AC22517-2022-11-02-10315','A574-1','DTY', 'LB')
('SL04652-2022-11-01-10182','S425-6','chTT', 'UB')
('SL12058-2022-11-01-10048','S419-16','LljM', 'SU')
('AC04652-2022-11-02-10317','A574-3','JfrbnsguKTXGC', 'UB')
('SL12058-2022-11-01-10051','S419-19','yuSjrBzPXubWJieh', 'UB')
('SL22517-2022-11-01-10106','S422-2','Qoghfulh', 'MB')
('AC12058-2022-11-01-10309','A573-13','lNk', 'LB')
('AC04652-2022-11-01-10514','A585-2','RFGXZNSCMbEXY', 'LB')
('AC22517-2022-11-02-10322','A574-8','FH', 'LB')
('AC22517-2022-11-02-10323','A574-9','UCqgzVE', 'UB')
('SL04652-2022-11-01-10185','S425-9','KZFd', 'LB')
('AC22517-2022-11-01-10327','A574-13','ZwJbz', 'LB')
('SL04652-2022-11-01-10228','S427-4','ZNZKBC', 'LB')
('SL22517-2022-11-01-10168','S424-16','mnPOVCabZaUGdoG', 'SU')
('SL22517-2022-11-02-10253','S428-5','gqMKGCjUiLHOhzV', 'MB')
('AC22517-2022-11-01-10342','A575-10','wGC', 'UB')
('AC22517-2022-11-02-10459','A582-1','YjsaYnXdoEMWf', 'LB')
('SL04652-2022-11-02-10363','S432-19','viupa', 'UB')
('SL04652-2022-11-02-10364','S432-20','ChkSLdmY', 'LB')
('SL22517-2022-11-01-10270','S428-22','xINRZLwEbCX', 'UB')
('SL22517-2022-11-01-10401','S434-9','kuPn', 'LB')
('SL22517-2022-11-02-10568','S441-8','NsVtRjvW', 'SU')
('AC22517-2022-11-01-10637','A591-17','JlUmG', 'SL')
('SL04652-2022-11-01-10539','S440-3','eIjbOfhqyJbzZNaV', 'UB')
('SL04652-2022-11-02-10577','S441-17','pjEjUpwcM', 'LB')
('AC22517-2022-11-02-10678','A594-4','yGlQOAZT', 'UB')
('AC12058-2022-11-01-10661','A593-5','ZawWYD', 'SL')
('SL04652-2022-11-01-10551','S440-15','ve', 'SL')
('AC12058-2022-11-01-10665','A593-9','KW', 'UB')
('AC22517-2022-11-01-10656','A592-18','chT', 'SU')
('AC12058-2022-11-01-10666','A593-10','LkoSeCkuUDIwk', 'UB')
('AC22517-2022-11-01-10657','A593-1','SxV', 'LB')
('SL04652-2022-11-01-10555','S440-19','laqidKn', 'UB')
('AC04652-2022-11-01-10856','A604-2','uHTFoDEieUyFMcf', 'LB')
('SL04652-2022-11-02-10599','S442-15','O', 'SL')
('AC04652-2022-11-01-10862','A604-8','gcrAO', 'LB')
('SL12058-2022-11-01-10454','S436-14','AzTIUjzehPYvZqu', 'UB')
('AC22517-2022-11-02-10733','A597-5','VpeYYruWpAsL', 'SL')
('AC22517-2022-11-02-10783','A600-1','sMuWDpwpGHKI', 'LB')
('SL04652-2022-11-01-10656','S444-24','lSFYe', 'SU')
('AC04652-2022-11-01-10941','A608-15','BzhGSlayTUAy', 'UB')
('SL22517-2022-11-02-10697','S446-17','rMdCpxYeOAerMd', 'LB')
('AC22517-2022-11-01-10758','A598-12','DzXJJ', 'SU')
('SL04652-2022-11-01-10664','S445-8','ozoaHuskDdGE', 'SU')
('AC04652-2022-11-02-10782','A599-18','haLNMNnEIhmvYUpJ', 'SU')
('AC22517-2022-11-01-10761','A598-15','bdsj', 'UB')
('AC22517-2022-11-02-10796','A600-14','FIuFCbSYyh', 'LB')
('AC22517-2022-11-02-10797','A600-15','JzcWjhLxd', 'UB')
('SL04652-2022-11-01-10670','S445-14','xBcSWPBvN', 'UB')
('SL04652-2022-11-01-10686','S446-6','oPUR', 'UB')
('AC22517-2022-11-02-10817','A601-17','pCbsghubD', 'SL')
('AC12058-2022-11-01-10803','A601-3','AoBrvnvnqmEoS', 'UB')
('SL22517-2022-11-01-10621','S443-13','JUoCSxtILj', 'MB')
('SL12058-2022-11-01-10560','S440-24','xcYAYpWPE', 'SU')
('AC04652-2022-11-01-10979','A610-17','TcpSfMGnBRjle', 'SL')
('SL22517-2022-11-02-10721','S447-17','AySwvpCTqmIK', 'LB')
('AC22517-2022-11-02-10827','A602-9','Zv', 'UB')
('SL12058-2022-11-01-10590','S442-6','JQpRSIwKzUTuT', 'UB')
('SL04652-2022-11-01-10722','S447-18','pwPCo', 'MB')
('AC22517-2022-11-01-10831','A602-13','wgo', 'LB')
('SL12058-2022-11-01-10612','S443-4','U', 'LB')
('AC12058-2022-11-01-10848','A603-12','XYau', 'SU')
('SL12058-2022-11-01-10614','S443-6','JSt', 'UB')
('AC22517-2022-11-01-10848','A603-12','WbeNRtqEkhRiOc', 'SU')
('AC22517-2022-11-02-10884','A605-12','SkZyepzihvKM', 'SU')
('AC12058-2022-11-01-10898','A606-8','ztRUawzacCLvITGm', 'LB')
('SL04652-2022-11-02-10819','S451-19','zmxzXWmMdfnb', 'UB')
('SL04652-2022-11-01-10781','S450-5','jF', 'MB')
('AC04652-2022-11-02-10909','A607-1','yJCrOlrWtR', 'LB')
('SL04652-2022-11-01-10782','S450-6','i', 'UB')
('SL04652-2022-11-02-10824','S451-24','IpaBm', 'SU')
('SL04652-2022-11-01-10783','S450-7','MxtKkUzpyXgNafGY', 'SL')
('SL22517-2022-11-01-10710','S447-6','KkzzBQiA', 'UB')
('SL22517-2022-11-01-10793','S450-17','ddrYWk', 'LB')
('SL04652-2022-11-01-10871','S453-23','vLSuaPHF', 'SL')
('SL04652-2022-11-02-10906','S455-10','hBkBWxM', 'MB')
('SL04652-2022-11-01-10875','S454-3','F', 'UB')
('SL22517-2022-11-02-10884','S454-12','tvtlLOdUZUCs', 'LB')
('AC04652-2022-11-01-11154','A620-12','LMTNyKXdOPGRBv', 'SU')
('AC22517-2022-11-01-11002','A612-4','bzQfu', 'UB')
('SL04652-2022-11-01-10895','S454-23','qvvT', 'SL')
('SL22517-2022-11-01-10842','S452-18','ManYWwgwQdNI', 'MB')
('SL04652-2022-11-02-10947','S457-3','OvvTXvnrIEzTh', 'UB')
('AC04652-2022-11-01-11185','A622-7','GGgUUnuQyNQKh', 'LB')
('AC22517-2022-11-02-11019','A613-3','xiiQehFbWNIcS', 'UB')
('SL22517-2022-11-01-10849','S453-1','v', 'LB')
('SL04652-2022-11-02-10952','S457-8','bPfFmZhhHorThxxO', 'SU')
('AC22517-2022-11-02-11021','A613-5','ii', 'SL')
('AC22517-2022-11-02-11023','A613-7','yfhollbRVpbPY', 'LB')
('SL04652-2022-11-01-10931','S456-11','hfY', 'UB')
('AC12058-2022-11-01-11056','A615-4','lEfdtizzicKitbRS', 'UB')
('AC04652-2022-11-02-11067','A615-15','YQuDl', 'UB')
('AC12058-2022-11-01-11059','A615-7','W', 'LB')
('SL22517-2022-11-01-10870','S453-22','QqYQyhA', 'UB')
('SL04652-2022-11-01-10953','S457-9','U', 'LB')
('SL04652-2022-11-01-10954','S457-10','cWXyomUV', 'MB')
('SL04652-2022-11-02-10976','S458-8','hUlMGvBaogjfXVKP', 'SU')
('SL22517-2022-11-01-10874','S454-2','p', 'MB')
('SL22517-2022-11-02-10954','S457-10','FAIZDTquQv', 'MB')
('SL12058-2022-11-01-10823','S451-23','IkJSyKsLGKhIjs', 'SL')
('AC12058-2022-11-01-11073','A616-3','hl', 'UB')
('SL04652-2022-11-01-10961','S457-17','WUmHPyb', 'LB')
('AC22517-2022-11-01-11067','A615-15','f', 'UB')
('SL12058-2022-11-01-10844','S452-20','HiYcOkzq', 'LB')
('SL22517-2022-11-02-11018','S460-2','jjoUlUE', 'MB')
('AC04652-2022-11-01-11286','A627-18','LsHem', 'SU')
('SL22517-2022-11-02-11021','S460-5','QfivGtIeSrwBxfBn', 'MB')
('SL22517-2022-11-01-10939','S456-19','se', 'UB')
('SL04652-2022-11-01-11035','S460-19','AzItmJQcquel', 'UB')
('SL04652-2022-11-01-11036','S460-20','jzTphkLzZWUhmnVQ', 'LB')
('AC04652-2022-11-02-11155','A620-13','obhnWEESETtogy', 'LB')
('SL22517-2022-11-01-10949','S457-5','qh', 'MB')
('SL22517-2022-11-02-11040','S460-24','nyOyGLrZphMY', 'SU')
('AC04652-2022-11-01-11310','A629-6','T', 'SU')
('SL12058-2022-11-01-10919','S455-23','tyDqfY', 'SL')
('AC04652-2022-11-02-11162','A621-2','FzGyeWSzeJUzhtT', 'LB')
('SL04652-2022-11-02-11060','S461-20','D', 'LB')
('SL12058-2022-11-01-10925','S456-5','RnyplEoKv', 'MB')
('AC04652-2022-11-02-11165','A621-5','H', 'SL')
('SL12058-2022-11-01-10930','S456-10','DSEbQJkeDX', 'MB')
('AC22517-2022-11-02-11123','A618-17','sHefhO', 'SL')
('AC12058-2022-11-01-11174','A621-14','jTVbkPVUdTPEpu', 'LB')
('SL12058-2022-11-01-10933','S456-13','IdJJmVYEurjn', 'MB')
('AC04652-2022-11-02-11172','A621-12','BAYPBxuxyCqXd', 'SU')
('SL22517-2022-11-01-10965','S457-21','wGcYAEHuVDSQrTuk', 'MB')
('AC04652-2022-11-02-11179','A622-1','j', 'LB')
('AC04652-2022-11-02-11182','A622-4','SR', 'UB')
('SL12058-2022-11-01-10949','S457-5','SOANScg', 'MB')
('SL04652-2022-11-01-11065','S462-1','C', 'LB')
('AC22517-2022-11-01-11174','A621-14','Ieo', 'LB')
('AC12058-2022-11-01-11195','A622-17','scMrVmOm', 'SL')
('SL04652-2022-11-01-11069','S462-5','TNGjpQmvdzeDxgm', 'MB')
('SL22517-2022-11-01-10990','S458-22','kkghNZPdtqdSsed', 'UB')
('AC12058-2022-11-01-11196','A622-18','ijOClogLMh', 'SU')
('AC22517-2022-11-02-11149','A620-7','NkLXlRCiitjHNZvT', 'LB')
('AC04652-2022-11-02-11202','A623-6','PFDZbra', 'SU')
('AC04652-2022-11-01-11378','A633-2','GcPnBtoM', 'LB')
('SL12058-2022-11-01-10989','S458-21','abPGPvpo', 'MB')
('AC22517-2022-11-01-11197','A623-1','FkDq', 'LB')
('SL04652-2022-11-01-11095','S463-7','nTMXtmsdQjqZiJ', 'SL')
('AC04652-2022-11-02-11231','A624-17','LYAOzxUcDU', 'SL')
('AC04652-2022-11-02-11233','A625-1','BNqCvGzEyI', 'LB')
('SL22517-2022-11-02-11141','S465-5','GPjBbaGoVLMIuW', 'MB')
('SL22517-2022-11-01-11068','S462-4','a', 'LB')
('AC22517-2022-11-02-11223','A624-9','NH', 'UB')
('SL22517-2022-11-01-11084','S462-20','PVfDoklP', 'LB')
('AC04652-2022-11-02-11293','A628-7','rxozuMnzJXE', 'LB')
('AC22517-2022-11-02-11248','A625-16','WRhWWcNv', 'UB')
('SL22517-2022-11-01-11096','S463-8','qZ', 'SU')
('AC22517-2022-11-02-11271','A627-3','bmHNrLSJsTE', 'UB')
('AC22517-2022-11-01-11284','A627-16','qqXQMncRQjLQP', 'UB')
('SL22517-2022-11-01-11116','S464-4','ZJyHdOL', 'LB')
('SL22517-2022-11-01-11117','S464-5','X', 'MB')
('SL12058-2022-11-01-11071','S462-7','UnBTDtI', 'SL')
('AC04652-2022-11-01-11478','A638-12','Q', 'SU')
('SL04652-2022-11-02-11207','S467-23','DAtkPEtfnPXgNWa', 'SL')
('SL12058-2022-11-01-11077','S462-13','CouDH', 'MB')
('SL22517-2022-11-02-11207','S467-23','cKNBihn', 'SL')
('SL04652-2022-11-02-11211','S468-3','imozvkqU', 'UB')
('SL12058-2022-11-01-11082','S462-18','ZaXAVyxj', 'MB')
('AC12058-2022-11-01-11340','A630-18','sePgqp', 'SU')
('SL22517-2022-11-02-11216','S468-8','BdLGMEp', 'SU')
('AC22517-2022-11-01-11315','A629-11','FYsyrdlUX', 'SL')
('SL04652-2022-11-01-11202','S467-18','altgH', 'MB')
('SL04652-2022-11-02-11218','S468-10','WIzQZRhqQyP', 'MB')
('AC12058-2022-11-01-11345','A631-5','mneQrlsxyCsZOGCh', 'SL')
('SL04652-2022-11-02-11220','S468-12','jCfJ', 'LB')
('SL22517-2022-11-01-11140','S465-4','qzaFPVXKvdOkAyH', 'LB')
('AC04652-2022-11-02-11347','A631-7','hAjxvSGkxvU', 'LB')
('AC04652-2022-11-02-11349','A631-9','OjSD', 'UB')
('SL04652-2022-11-02-11228','S468-20','ZwwIp', 'LB')
('AC12058-2022-11-01-11399','A634-5','kidN', 'SL')
('AC22517-2022-11-02-11429','A635-17','ibJDRu', 'SL')
('AC04652-2022-11-02-11446','A636-16','FZeKZlvA', 'UB')
('AC22517-2022-11-02-11431','A636-1','IMyex', 'LB')
('SL22517-2022-11-01-11261','S470-5','ptfYaM', 'MB')
('SL04652-2022-11-02-11340','S473-12','tupMBQDWjzHjxdJ', 'LB')
('AC12058-2022-11-01-11448','A636-18','B', 'SU')
('AC04652-2022-11-01-11616','A646-6','prcOnBJDeCd', 'SU')
('AC22517-2022-11-01-11454','A637-6','YreAmlbVtoARgpwz', 'SU')
('SL04652-2022-11-02-11348','S473-20','nmyDtVppxDdDN', 'LB')
('AC04652-2022-11-02-11458','A637-10','FIpiUzQVhyzv', 'UB')
('AC04652-2022-11-01-11630','A647-2','CGDlvXrLGIGr', 'LB')
('AC04652-2022-11-01-11632','A647-4','GsLgcpjWwruyWisG', 'UB')
('AC04652-2022-11-02-11461','A637-13','hFsyXOSzVh', 'LB')
('SL04652-2022-11-01-11349','S473-21','XAxAV', 'MB')
('SL04652-2022-11-01-11351','S473-23','JgdeNj', 'SL')
('AC04652-2022-11-01-11637','A647-9','yos', 'UB')
('AC22517-2022-11-01-11473','A638-7','ThUTPFsg', 'LB')
('AC22517-2022-11-01-11475','A638-9','RmzxXollqIG', 'UB')
('AC22517-2022-11-02-11465','A637-17','weUM', 'SL')
('AC22517-2022-11-02-11468','A638-2','zUBbPsQmsPmGgz', 'LB')
('AC04652-2022-11-01-11645','A647-17','slWgAcMgzdgTqAT', 'SL')
('SL04652-2022-11-01-11372','S474-20','m', 'LB')
('AC22517-2022-11-01-11492','A639-8','WzH', 'LB')
('SL12058-2022-11-01-11259','S470-3','F', 'UB')
('AC04652-2022-11-02-11521','A641-1','wdXxfnzNJO', 'LB')
('AC04652-2022-11-01-11689','A650-7','jLsXqL', 'LB')
('AC22517-2022-11-02-11513','A640-11','DBpJNO', 'SL')
('SL12058-2022-11-01-11309','S472-5','vHFtLVjbnY', 'MB')
('SL12058-2022-11-01-11313','S472-9','tDkxUN', 'LB')
('AC04652-2022-11-01-11712','A651-12','vsgqmkYVLWRSZc', 'SU')
('SL22517-2022-11-02-11425','S477-1','U', 'LB')
('AC04652-2022-11-01-11713','A651-13','LpRWjMhTfrHZjpzw', 'LB')
('AC04652-2022-11-01-11720','A652-2','TwygpLBTwrR', 'LB')
('SL22517-2022-11-02-11435','S477-11','Xs', 'UB')
('AC04652-2022-11-02-11559','A643-3','VDKsn', 'UB')
('SL12058-2022-11-01-11333','S473-5','wai', 'MB')
('AC22517-2022-11-01-11565','A643-9','m', 'UB')
('SL04652-2022-11-01-11450','S478-2','CrTfEqcUvG', 'MB')
('SL04652-2022-11-02-11456','S478-8','usfVbmrHJnMPWsIq', 'SU')
('AC22517-2022-11-02-11549','A642-11','dNrlOgPe', 'SL')
('SL12058-2022-11-01-11360','S474-8','bAPKuuF', 'SU')
('AC22517-2022-11-01-11640','A647-12','RKeCzQVCbznQGCu', 'SU')
('AC22517-2022-11-01-11641','A647-13','YUvwdmRRzJshNUy', 'LB')
('AC22517-2022-11-02-11626','A646-16','TGoMyMgGuNhoEi', 'UB')
('AC22517-2022-11-01-11645','A647-17','QLDblRHZnP', 'SL')
('SL12058-2022-11-01-11420','S476-20','odLphxoLtzX', 'LB')
('SL04652-2022-11-02-11545','S482-1','oVvUpPhaacnHlC', 'LB')
('AC12058-2022-11-01-11654','A648-8','GqEytyLvotwBVpuz', 'LB')
('AC04652-2022-11-02-11666','A649-2','xY', 'LB')
('AC04652-2022-11-01-11886','A661-6','McJQNsLnOahTD', 'SU')
('SL04652-2022-11-02-11602','S484-10','aVSNGruJnMYXFk', 'MB')
('AC04652-2022-11-01-11889','A661-9','gL', 'UB')
('SL04652-2022-11-01-11571','S483-3','ShoPnBCD', 'UB')
('SL04652-2022-11-01-11572','S483-4','OFyhyHR', 'LB')
('AC22517-2022-11-02-11671','A649-7','orhCRWi', 'LB')
('AC22517-2022-11-02-11672','A649-8','EmQUxSearcl', 'LB')
('SL22517-2022-11-01-11518','S480-22','DuPr', 'UB')
('AC12058-2022-11-01-11718','A651-18','LfXmPW', 'SU')
('AC12058-2022-11-01-11719','A652-1','jmFgGJQMMbqpTlm', 'LB')
('SL04652-2022-11-02-11616','S484-24','VbBmEJkuOOvnzSUV', 'SU')
('AC22517-2022-11-01-11709','A651-9','dt', 'UB')
('AC22517-2022-11-02-11679','A649-15','hQYmhDBijDhXN', 'UB')
('AC22517-2022-11-02-11680','A649-16','Tb', 'UB')
('SL04652-2022-11-02-11622','S485-6','gv', 'UB')
('AC22517-2022-11-02-11681','A649-17','sDLdSyryrNmXh', 'SL')
('SL04652-2022-11-02-11625','S485-9','J', 'LB')
('AC04652-2022-11-02-11734','A652-16','K', 'UB')
('SL22517-2022-11-02-11621','S485-5','wSooqQCuxgZE', 'MB')
('AC04652-2022-11-02-11737','A653-1','vDNAP', 'LB')
('SL12058-2022-11-01-11500','S480-4','Eaba', 'LB')
('AC04652-2022-11-02-11740','A653-4','Z', 'UB')
('AC04652-2022-11-02-11748','A653-12','UVCOqhrylpbZQ', 'SU')
('AC22517-2022-11-02-11692','A650-10','NuIKPyU', 'UB')
('SL12058-2022-11-01-11516','S480-20','htkpqBEKcSVND', 'LB')
('SL22517-2022-11-02-11639','S485-23','GGVunLFxkLGah', 'SL')
('SL04652-2022-11-01-11643','S486-3','HgLTXtzSyDdGKrTS', 'UB')
('SL22517-2022-11-02-11679','S487-15','ZpKL', 'SL')
('SL04652-2022-11-01-11649','S486-9','MszRKceAwdY', 'LB')
('AC22517-2022-11-01-11767','A654-13','FKGUmUJ', 'LB')
('AC22517-2022-11-01-11768','A654-14','k', 'LB')
('SL22517-2022-11-01-11592','S483-24','XooqxRwh', 'SU')
('SL12058-2022-11-01-11553','S482-9','TxRlvAt', 'LB')
('SL04652-2022-11-01-11652','S486-12','SvYKrMt', 'LB')
('AC04652-2022-11-01-11990','A667-2','ANGzqqEC', 'LB')
('SL04652-2022-11-02-11694','S488-6','IGccZzlxKSv', 'UB')
('AC22517-2022-11-02-11743','A653-7','mQ', 'LB')
('SL04652-2022-11-02-11700','S488-12','y', 'LB')
('SL04652-2022-11-01-11660','S486-20','MELJtmkfYtXEW', 'LB')
('SL04652-2022-11-02-11702','S488-14','DbFCaSA', 'UB')
('AC22517-2022-11-02-11747','A653-11','xv', 'SL')
('AC12058-2022-11-01-11787','A655-15','UxXziigXgzdT', 'UB')
('SL12058-2022-11-01-11572','S483-4','nTSLM', 'LB')
('SL22517-2022-11-02-11711','S488-23','txVuKMZSwMMArA', 'SL')
('AC04652-2022-11-02-11823','A657-15','HiWbCDGsiXjv', 'UB')
('AC22517-2022-11-02-11768','A654-14','MaU', 'LB')
('AC22517-2022-11-02-11770','A654-16','HlviiKCUaykoug', 'UB')
('SL04652-2022-11-02-11725','S489-13','fea', 'MB')
('SL22517-2022-11-02-11723','S489-11','vUDJQIrShnFRcxBG', 'UB')
('AC22517-2022-11-01-11811','A657-3','ILlMVBuMbrjUONYZ', 'UB')
('AC04652-2022-11-01-12034','A669-10','MvjfitVyGbJSR', 'UB')
('AC04652-2022-11-01-12035','A669-11','fSQRFTUS', 'SL')
('AC04652-2022-11-02-11853','A659-9','IOfyRLWYfYdbG', 'UB')
('SL22517-2022-11-01-11666','S487-2','a', 'MB')
('AC04652-2022-11-02-11856','A659-12','zeAUuOZvcgEXNABB', 'SU')
('AC04652-2022-11-02-11857','A659-13','EBzlc', 'LB')
('SL04652-2022-11-02-11757','S490-21','BbEaru', 'MB')
('SL12058-2022-11-01-11622','S485-6','SolHMg', 'UB')
('SL22517-2022-11-01-11675','S487-11','LLjHqg', 'UB')
('AC22517-2022-11-02-11805','A656-15','mLKsQvahJnfzV', 'UB')
('AC04652-2022-11-01-12051','A670-9','DkUkpdJpCgtW', 'UB')
('AC04652-2022-11-02-11865','A660-3','iQfPPGmWEMGwg', 'UB')
('SL04652-2022-11-02-11766','S491-6','hPBBvyImhak', 'UB')
('AC04652-2022-11-02-11869','A660-7','NBHW', 'LB')
('SL04652-2022-11-01-11723','S489-11','TFJPXrTaWk', 'UB')
('AC12058-2022-11-01-11843','A658-17','p', 'SL')
('AC12058-2022-11-01-11851','A659-7','ihtuUgHZmyCckmKx', 'LB')
('AC12058-2022-11-01-11854','A659-10','fweK', 'UB')
('AC04652-2022-11-02-11882','A661-2','QG', 'LB')
('SL12058-2022-11-01-11649','S486-9','TQCJGmfPgwAuZS', 'LB')
