('SL04652-2022-11-01-4194','S175-18','MtgNXAfqzrogWU', 'MB')
('AC04652-2022-11-01-12637','A703-1','MKPCQNZEzGDCuVLu', 'LB')
('AC12058-2022-11-01-12463','A693-7','MKEi', 'LB')
('AC12058-2022-11-01-12464','A693-8','FlfDcOtThP', 'LB')
('SL22517-2022-11-02-12329','S514-17','MKybOQZcBStsmSk', 'LB')
('SL04652-2022-11-02-12341','S515-5','dcsl', 'MB')
('AC04652-2022-11-02-12443','A692-5','l', 'SL')
('AC04652-2022-11-02-12479','A694-5','OXLLevCijR', 'SL')
('AC12058-2022-11-01-12496','A695-4','a', 'UB')
('AC22517-2022-11-01-12479','A694-5','vmStYeAxVMVt', 'SL')
('SL22517-2022-11-02-12364','S516-4','UFjoCTLD', 'LB')
('SL04652-2022-11-01-12365','S516-5','yuOiFKYz', 'MB')
('SL04652-2022-11-02-12394','S517-10','TSl', 'MB')
('SL22517-2022-11-01-12305','S513-17','oGupzq', 'LB')
('SL22517-2022-11-02-12397','S517-13','OtFVqocSzqciZAx', 'MB')
('SL04652-2022-11-02-12418','S518-10','tbiTmh', 'MB')
('SL22517-2022-11-02-12399','S517-15','CJBREPHJPxqhDr', 'SL')
('AC22517-2022-11-02-12477','A694-3','hWDzCXhj', 'UB')
('AC22517-2022-11-01-12522','A696-12','lyUijbnOLxEhFQ', 'SU')
('AC22517-2022-11-01-12525','A696-15','sunuOKRIHBuNn', 'UB')
('SL22517-2022-11-02-12432','S518-24','VmSuREwzMIY', 'SU')
('AC22517-2022-11-02-12541','A697-13','aOPjpBPQnhAlUa', 'LB')
('SL04652-2022-11-02-12491','S521-11','RsFHws', 'UB')
('SL22517-2022-11-01-12403','S517-19','pGTifgvNwggkPv', 'UB')
('SL04652-2022-11-01-12472','S520-16','PVxoTHvyoKK', 'SU')
('SL22517-2022-11-01-12410','S518-2','WNOY', 'MB')
('SL04652-2022-11-02-12501','S521-21','d', 'MB')
('SL04652-2022-11-02-12535','S523-7','NRvtYYq', 'SL')
('AC12058-2022-11-01-12649','A703-13','mlGxnOhPtriMRvK', 'LB')
('SL12058-2022-11-01-12363','S516-3','Iz', 'UB')
('AC22517-2022-11-02-12602','A701-2','jrbZeixzPRFulf', 'LB')
('AC04652-2022-11-02-12649','A703-13','UTeYSlKtrrxVEWu', 'LB')
('SL04652-2022-11-01-12508','S522-4','HTzayCGzBJeE', 'LB')
('SL22517-2022-11-02-12523','S522-19','uwTGIUgGVVxCLk', 'UB')
('AC22517-2022-11-01-12668','A704-14','OEydu', 'LB')
('AC22517-2022-11-02-12621','A702-3','G', 'UB')
('AC04652-2022-11-01-12842','A714-8','UXymJOXx', 'LB')
('AC22517-2022-11-01-12683','A705-11','OCyqqrxGhzi', 'SL')
('SL22517-2022-11-01-12482','S521-2','tFgFqlGSpHyxRVGs', 'MB')
('SL22517-2022-11-01-12485','S521-5','BdLjeU', 'MB')
('SL04652-2022-11-01-12542','S523-14','re', 'UB')
('SL22517-2022-11-01-12488','S521-8','i', 'SU')
('AC22517-2022-11-01-12702','A706-12','CXzSixddbFwI', 'SU')
('SL12058-2022-11-01-12447','S519-15','GlagQbb', 'SL')
('SL22517-2022-11-01-12520','S522-16','CcnzZUGJSObduaO', 'SU')
('SL04652-2022-11-02-12606','S526-6','erSGwdk', 'UB')
('SL22517-2022-11-01-12521','S522-17','fB', 'LB')
('AC22517-2022-11-02-12685','A705-13','UJlgKYCbWZzmhG', 'LB')
('SL12058-2022-11-01-12470','S520-14','ufZGd', 'UB')
('SL04652-2022-11-02-12626','S527-2','PEBdivZXSMFygq', 'MB')
('AC04652-2022-11-01-12917','A718-11','VRcZwnzcdFOb', 'SL')
('AC12058-2022-11-01-12744','A708-18','AbckUaFMM', 'SU')
('AC22517-2022-11-02-12706','A706-16','TzWCErUFkuf', 'UB')
('SL22517-2022-11-01-12548','S523-20','Dar', 'LB')
('AC04652-2022-11-02-12734','A708-8','tvaRhxPbPo', 'LB')
('AC22517-2022-11-01-12772','A710-10','wLKewgXQbpbR', 'UB')
('SL04652-2022-11-02-12659','S528-11','VTbhqRgH', 'UB')
('AC12058-2022-11-01-12835','A714-1','VLMMgEpTAxRcI', 'LB')
('SL04652-2022-11-02-12715','S530-19','yGlFUts', 'UB')
('SL04652-2022-11-01-12695','S529-23','xBUpdYDf', 'SL')
('SL22517-2022-11-01-12622','S526-22','ejEoDVE', 'UB')
('SL22517-2022-11-01-12623','S526-23','AjI', 'SL')
('SL22517-2022-11-02-12690','S529-18','GHGgfKnwVvejSaya', 'MB')
('AC22517-2022-11-01-12845','A714-11','QItiwCUmp', 'SL')
('AC04652-2022-11-02-12822','A713-6','AVlJYI', 'SU')
('SL04652-2022-11-01-12717','S530-21','GmTfnlqAqe', 'MB')
('AC22517-2022-11-01-12876','A716-6','GJYeVlIyDvcgoG', 'SU')
('SL22517-2022-11-02-12710','S530-14','cICPGUgeZ', 'UB')
('AC04652-2022-11-02-12858','A715-6','PKWJNrpxd', 'SU')
('SL22517-2022-11-02-12718','S530-22','HJunkIvy', 'UB')
('SL22517-2022-11-01-12669','S528-21','nX', 'MB')
('SL22517-2022-11-02-12724','S531-4','FmsnlgGRjsXCUua', 'LB')
('AC12058-2022-11-01-12874','A716-4','oRTgKMipoq', 'UB')
('SL04652-2022-11-01-12736','S531-16','vXCqgbfTumhY', 'SU')
('AC04652-2022-11-02-12891','A717-3','ohLq', 'UB')
('AC22517-2022-11-02-12867','A715-15','EqPUIzzCoBydzY', 'UB')
('AC22517-2022-11-02-12868','A715-16','QZ', 'UB')
('AC12058-2022-11-01-12896','A717-8','rmOHyOSDiGT', 'LB')
('AC12058-2022-11-01-12897','A717-9','GpsDjM', 'UB')
('AC04652-2022-11-02-12895','A717-7','bf', 'LB')
('AC22517-2022-11-01-12916','A718-10','BAeDejVozTnsm', 'UB')
('SL22517-2022-11-01-12698','S530-2','xH', 'MB')
('AC04652-2022-11-02-12903','A717-15','sT', 'UB')
('AC12058-2022-11-01-12904','A717-16','UhjGW', 'UB')
('AC12058-2022-11-01-12905','A717-17','OnbXV', 'SL')
('AC22517-2022-11-01-12924','A718-18','glKJkrwRFO', 'SU')
('SL04652-2022-11-01-12765','S532-21','iOat', 'MB')
('SL12058-2022-11-01-12658','S528-10','xyFa', 'MB')
('SL22517-2022-11-02-12783','S533-15','UfEKlcYbd', 'SL')
('SL22517-2022-11-02-12784','S533-16','hHNEKa', 'SU')
('AC22517-2022-11-01-12962','A721-2','wHEuazTfEFRVbe', 'LB')
('SL04652-2022-11-02-12822','S535-6','qbreyAGoLXs', 'UB')
('SL04652-2022-11-01-12798','S534-6','zIiiLWuLILA', 'UB')
('SL22517-2022-11-01-12736','S531-16','pzFmpTjltMS', 'SU')
('AC04652-2022-11-02-12953','A720-11','wKTyaYAub', 'SL')
('SL22517-2022-11-02-12792','S533-24','bztRGfEVUxSl', 'SU')
('SL04652-2022-11-02-12831','S535-15','xkKt', 'SL')
('AC04652-2022-11-02-12955','A720-13','XeWsUVqcPxvVomZ', 'LB')
('AC04652-2022-11-02-12956','A720-14','eyyAti', 'LB')
('AC22517-2022-11-01-12971','A721-11','Jfrvod', 'SL')
('AC04652-2022-11-02-12957','A720-15','KdUDtCWMkxDbcEpF', 'UB')
('AC04652-2022-11-02-12959','A720-17','aufEzAJSxkFpYg', 'SL')
('SL22517-2022-11-01-12747','S532-3','PDfxFisTmpIT', 'UB')
('AC04652-2022-11-01-13129','A730-7','lgJYh', 'LB')
('AC22517-2022-11-01-12978','A721-18','ZRGiRTZRUPPoJB', 'SU')
('SL22517-2022-11-02-12803','S534-11','PCc', 'UB')
('AC12058-2022-11-01-12952','A720-10','rLwidnMoUObVfsxv', 'UB')
('SL22517-2022-11-01-12753','S532-9','RP', 'LB')
('SL12058-2022-11-01-12678','S529-6','caEBejYUfBCblJ', 'UB')
('SL22517-2022-11-01-12755','S532-11','uL', 'UB')
('SL12058-2022-11-01-12679','S529-7','Xc', 'SL')
('SL04652-2022-11-01-12819','S535-3','sPd', 'UB')
('SL22517-2022-11-02-12813','S534-21','dJQRASQPuSUWKMZ', 'MB')
('AC12058-2022-11-01-12961','A721-1','zGSaEuOeFN', 'LB')
('AC12058-2022-11-01-12962','A721-2','QbfEwwGNx', 'LB')
('AC12058-2022-11-01-12963','A721-3','VaJYnIzsDN', 'UB')
('AC12058-2022-11-01-12964','A721-4','HYAxlSuKpcLCr', 'UB')
('AC22517-2022-11-01-12990','A722-12','tBGbYZtja', 'SU')
('SL22517-2022-11-02-12819','S535-3','bWnkdTGu', 'UB')
('AC04652-2022-11-02-12975','A721-15','hyWh', 'UB')
('SL04652-2022-11-01-12834','S535-18','Y', 'MB')
('AC22517-2022-11-01-12995','A722-17','XCTdhqSb', 'SL')
('SL12058-2022-11-01-12692','S529-20','ghfYwnnx', 'LB')
('SL22517-2022-11-01-12760','S532-16','eLpqQHgFTDEw', 'SU')
('SL04652-2022-11-01-12837','S535-21','N', 'MB')
('AC12058-2022-11-01-12970','A721-10','Hi', 'UB')
('SL22517-2022-11-01-12767','S532-23','TCqtDuiNuGjbjRV', 'SL')
('AC04652-2022-11-01-13153','A731-13','nrZLULDgwBjYPebj', 'LB')
('AC22517-2022-11-02-12939','A719-15','VXuWmBtRA', 'UB')
('AC04652-2022-11-02-12987','A722-9','eIprcqjK', 'UB')
('AC04652-2022-11-01-13158','A731-18','A', 'SU')
('AC04652-2022-11-02-12991','A722-13','QumG', 'LB')
('AC12058-2022-11-01-12978','A721-18','fjMwbUrCXVyAhWOJ', 'SU')
('SL22517-2022-11-01-12777','S533-9','Q', 'LB')
('AC04652-2022-11-02-13041','A725-9','XBOMoGrTdCiVbxcb', 'UB')
('SL22517-2022-11-02-12891','S538-3','jPWwLaHWx', 'UB')
('AC04652-2022-11-02-13049','A725-17','KNVMpzPwOfA', 'SL')
('SL04652-2022-11-02-12928','S539-16','DtGVSSbSQHFX', 'SU')
('SL04652-2022-11-01-12904','S538-16','T', 'SU')
('SL22517-2022-11-01-12843','S536-3','b', 'UB')
('AC22517-2022-11-01-13074','A727-6','hcrSskoIq', 'SU')
('SL22517-2022-11-02-12910','S538-22','IRkCLojeIi', 'UB')
('AC04652-2022-11-02-13060','A726-10','mIHFzpFeSBKgTk', 'UB')
('AC22517-2022-11-02-13029','A724-15','CbC', 'UB')
('SL12058-2022-11-01-12804','S534-12','mpdGYJo', 'LB')
('AC22517-2022-11-01-13107','A729-3','Q', 'UB')
('SL04652-2022-11-02-13003','S542-19','XGrSlNWMNvwT', 'UB')
('SL12058-2022-11-01-12844','S536-4','psQUoNqrTk', 'LB')
('SL04652-2022-11-01-12988','S542-4','gaTJyjz', 'LB')
('AC22517-2022-11-02-13066','A726-16','zJnFMVslqwbCees', 'UB')
('AC22517-2022-11-01-13147','A731-7','JZJMBembUmgd', 'LB')
('AC12058-2022-11-01-13105','A729-1','uzciWo', 'LB')
('AC12058-2022-11-01-13107','A729-3','Q', 'UB')
('SL04652-2022-11-02-13009','S543-1','OeMdiCFgDWKkPQ', 'LB')
('SL04652-2022-11-01-12996','S542-12','vWkihRZYdvvS', 'LB')
('AC04652-2022-11-02-13190','A733-14','BZUiqHOENB', 'LB')
('AC22517-2022-11-01-13197','A734-3','ixPPofbOdkLW', 'UB')
('AC22517-2022-11-01-13198','A734-4','xlyTFjVKyuItOUSn', 'UB')
('SL22517-2022-11-02-13038','S544-6','nMgMvgxWmVdSW', 'UB')
('AC22517-2022-11-01-13199','A734-5','kmRXITdaZr', 'SL')
('SL22517-2022-11-02-13071','S545-15','BFxyL', 'SL')
('AC04652-2022-11-02-13231','A736-1','ZDkthbpgGBXgOWKL', 'LB')
('AC04652-2022-11-02-13232','A736-2','GjTNjmvDKbmmUB', 'LB')
('AC22517-2022-11-01-13255','A737-7','NfqQJRdDByB', 'LB')
('AC04652-2022-11-01-13451','A748-5','QIxrYuoxENFPEN', 'SL')
('AC04652-2022-11-01-13455','A748-9','AdwMDlUV', 'UB')
('SL22517-2022-11-01-13050','S544-18','y', 'MB')
('AC22517-2022-11-01-13302','A739-18','vsHFbmcnP', 'SU')
('AC04652-2022-11-01-13464','A748-18','Tg', 'SU')
('AC22517-2022-11-02-13244','A736-14','bcLLnBqIULadZcpr', 'LB')
('SL22517-2022-11-02-13156','S549-4','CYgkNqsDuOHHDT', 'LB')
('AC04652-2022-11-02-13317','A740-15','goR', 'UB')
('SL12058-2022-11-01-12993','S542-9','RLfhnXXEkWoN', 'LB'
