('AC04652-2022-11-02-25','A2-7','LhDI', 'LB')
('AC04652-2022-11-02-3677','A205-5','vXd', 'SL')
('AC22517-2022-11-02-3841','A214-7','kkJUjiFdIyudgM', 'LB')
('SL12058-2022-11-01-3720','S155-24','qadLUhxvM', 'SU')
('SL04652-2022-11-02-3697','S155-1','HyPXmgf', 'LB')
('SL12058-2022-11-01-3723','S156-3','WzMgLxtBkphFYo', 'UB')
('AC04652-2022-11-01-3762','A209-18','eGdKqDAsNWdwbJi', 'SU')
('SL22517-2022-11-02-3824','S160-8','JxWfUyu', 'SU')
('SL12058-2022-11-01-3726','S156-6','sXBPztcoATlh', 'UB')
('AC22517-2022-11-01-3608','A201-8','cQOyrAd', 'LB')
('SL22517-2022-11-01-3751','S157-7','BFvGjbt', 'SL')
('AC12058-2022-11-01-3769','A210-7','pWiP', 'LB')
('AC22517-2022-11-01-3610','A201-10','sOXLRDAbyVo', 'UB')
('SL04652-2022-11-01-3792','S158-24','dOwHlspial', 'SU')
('AC12058-2022-11-01-3773','A210-11','iyrMUUNbFCcQy', 'SL')
('AC22517-2022-11-01-3619','A202-1','cMVVFsSkaMTea', 'LB')
('AC04652-2022-11-01-3778','A210-16','HFEuwEOjAm', 'UB')
('SL22517-2022-11-02-3831','S160-15','VhJ', 'SL')
('AC22517-2022-11-01-3620','A202-2','SEEco', 'LB')
('AC04652-2022-11-01-3782','A211-2','xDejFrty', 'LB')
('SL04652-2022-11-01-3806','S159-14','QXiByhZWrsLz', 'UB')
('SL12058-2022-11-01-3749','S157-5','xLJhx', 'MB')
('SL22517-2022-11-01-3776','S158-8','wUcNTWO', 'SU')
('AC04652-2022-11-02-3712','A207-4','HTWcwJ', 'UB')
('AC04652-2022-11-02-3713','A207-5','ASi', 'SL')
('AC04652-2022-11-01-3796','A211-16','vTcjpCCcNSaFmN', 'UB')
('SL12058-2022-11-01-3775','S158-7','aJTOmkMNSXrJx', 'SL')
('SL22517-2022-11-01-3797','S159-5','JraWWidnTLqxHzcj', 'MB')
('AC04652-2022-11-01-3831','A213-15','PRVYcfUjCWsYnald', 'UB')
('AC04652-2022-11-02-3742','A208-16','FshdlKPuVld', 'UB')
('AC22517-2022-11-01-3655','A204-1','LXLZHBVKQQEP', 'LB')
('SL04652-2022-11-02-3748','S157-4','ooyZHg', 'LB')
('AC04652-2022-11-02-3748','A209-4','yUozCTR', 'UB')
('SL04652-2022-11-01-3833','S160-17','lpbC', 'LB')
('AC04652-2022-11-02-3749','A209-5','PoShgYdfOPZYN', 'SL')
('AC22517-2022-11-02-3897','A217-9','RRI', 'UB')
('SL22517-2022-11-01-3808','S159-16','nwxEuXnDwWkmVNO', 'SU')
('AC04652-2022-11-01-3839','A214-5','Q', 'SL')
('AC22517-2022-11-01-3665','A204-11','mzZQpQr', 'SL')
('AC04652-2022-11-01-3841','A214-7','TZodAowhxMuoZ', 'LB')
('AC22517-2022-11-02-3907','A218-1','qezAFcheukYizD', 'LB')
('SL04652-2022-11-01-3840','S160-24','BXWyMOGmHG', 'SU')
('AC12058-2022-11-01-3827','A213-11','Ejpoebiw', 'SL')
('SL22517-2022-11-01-3818','S160-2','NsOStwnvEJIPXc', 'MB')
('AC04652-2022-11-02-3760','A209-16','DozXKoxFvq', 'UB')
('AC12058-2022-11-01-3833','A213-17','zDHodXbZIDMJGw', 'SL')
('AC22517-2022-11-01-3671','A204-17','fsSqx', 'SL')
('AC04652-2022-11-01-3860','A215-8','Y', 'LB')
('AC04652-2022-11-01-3861','A215-9','o', 'UB')
('SL12058-2022-11-01-3793','S159-1','LVwDRNuLbORkZa', 'LB')
('AC04652-2022-11-01-3864','A215-12','bGMbFotJ', 'SU')
('AC04652-2022-11-02-3767','A210-5','ZgUDYa', 'SL')
('AC22517-2022-11-02-3915','A218-9','mdAwBLXGBDBcnJP', 'UB')
('AC22517-2022-11-01-3677','A205-5','eCsfVa', 'SL')
('SL22517-2022-11-02-3899','S163-11','SBAOoElwE', 'UB')
('AC12058-2022-11-01-3842','A214-8','Ndmq', 'LB')
('AC22517-2022-11-01-3691','A206-1','wqpvoSWWzjX', 'LB')
('SL04652-2022-11-01-3936','S164-24','YVK', 'SU')
('SL12058-2022-11-01-3890','S163-2','B', 'MB')
('SL22517-2022-11-01-3927','S164-15','MRFZOIxkQ', 'SL')
('SL04652-2022-11-01-3939','S165-3','sDrUyaVYJ', 'UB')
('SL22517-2022-11-01-3929','S164-17','hlCmZ', 'LB')
('SL04652-2022-11-02-3864','S161-24','rLWQI', 'SU')
('SL04652-2022-11-01-3944','S165-8','C', 'SU')
('AC12058-2022-11-01-3942','A219-18','FekGHqvOZw', 'SU')
('SL22517-2022-11-01-3942','S165-6','Z', 'UB')
('SL22517-2022-11-01-3943','S165-7','clpOhO', 'SL')
('AC22517-2022-11-01-3771','A210-9','nxvPeln', 'UB')
('SL04652-2022-11-02-3870','S162-6','lJRCbysVKiCpcDKu', 'UB')
('SL22517-2022-11-01-3949','S165-13','XKJDGnAWXjmOPL', 'MB')
('SL22517-2022-11-02-4022','S168-14','RwlMKloUnFS', 'UB')
('AC22517-2022-11-02-4028','A224-14','fRqOGubmWBw', 'LB')
('SL22517-2022-11-01-4006','S167-22','SmfTf', 'UB')
('SL22517-2022-11-01-4008','S167-24','uv', 'SU')
('AC12058-2022-11-01-4005','A223-9','RSfWOZIuCWvj', 'UB')
('SL22517-2022-11-02-4081','S171-1','Vsx', 'LB')
('SL12058-2022-11-01-3969','S166-9','zSxJAjWlhqKDRXvj', 'LB')
('AC12058-2022-11-01-4010','A223-14','I', 'LB')
('AC04652-2022-11-02-3948','A220-6','QFevpqLfUhfqOw', 'SU')
('SL22517-2022-11-01-4020','S168-12','QuJWIzFPkpzxais', 'LB')
('AC04652-2022-11-02-3950','A220-8','ux', 'LB')
('SL22517-2022-11-02-4090','S171-10','neWpZONizB', 'MB')
('AC22517-2022-11-01-3848','A214-14','LXZvPOOqhYSTof', 'LB')
('AC22517-2022-11-01-3849','A214-15','QaphSsDrnEJsLEVo', 'UB')
('AC12058-2022-11-01-4066','A226-16','URoRQpUuj', 'UB')
('AC22517-2022-11-01-3906','A217-18','gjDiFClxObylleUC', 'SU')
('SL22517-2022-11-02-4161','S174-9','TRCopQi', 'LB')
('SL12058-2022-11-01-4050','S169-18','kPmjuZzqwCJDRmW', 'MB')
('AC22517-2022-11-02-4192','A233-16','tjHPudYXzU', 'UB')
('AC22517-2022-11-01-3945','A220-3','TZHOpwxH', 'UB')
('SL04652-2022-11-02-4022','S168-14','uwbjafvPDBv', 'UB')
('AC04652-2022-11-01-4152','A231-12','JpxvBvLcv', 'SU')
('AC22517-2022-11-02-4196','A234-2','MQdjdoPs', 'LB')
('AC04652-2022-11-01-4154','A231-14','WcvjLtvH', 'LB')
('SL04652-2022-11-02-4032','S168-24','X', 'SU')
('AC12058-2022-11-01-4106','A229-2','QUfyDnUrvGiDfaPQ', 'LB')
('AC22517-2022-11-01-3950','A220-8','y', 'LB')
('AC22517-2022-11-02-4201','A234-7','tGFEebvixaqWf', 'LB')
('AC04652-2022-11-01-4199','A234-5','IBE', 'SL')
('AC12058-2022-11-01-4151','A231-11','Ev', 'SL')
('AC04652-2022-11-01-4201','A234-7','waYkKHlZZ', 'LB')
('AC04652-2022-11-02-4094','A228-8','pYCxjtm', 'LB')
('SL04652-2022-11-01-4159','S174-7','xCOxWIGHXmdTg', 'SL')
('SL22517-2022-11-01-4162','S174-10','XaONAMgzkH', 'MB')
('AC12058-2022-11-01-4164','A232-6','FwrJXtXgK', 'SU')
('AC22517-2022-11-02-4255','A237-7','cllUWrUZKzhV', 'LB')
('AC04652-2022-11-02-4100','A228-14','JZbUy', 'LB')
('AC22517-2022-11-01-3994','A222-16','PrkSVzqgJn', 'UB')
('SL04652-2022-11-02-4073','S170-17','Ko', 'LB')
('SL22517-2022-11-02-4243','S177-19','Z', 'UB')
('SL22517-2022-11-01-4169','S174-17','uoRkPfAbSbblu', 'LB')
('SL22517-2022-11-01-4173','S174-21','Bvf', 'MB')
('AC04652-2022-11-01-4223','A235-11','hKODhP', 'SL')
('AC22517-2022-11-02-4258','A237-10','bxftduzXkp', 'UB')
('SL12058-2022-11-01-4161','S174-9','griJRTxMcMOaqn', 'LB')
('SL04652-2022-11-02-4092','S171-12','kEQWIeUstAlYLg', 'LB')
('SL22517-2022-11-01-4202','S176-2','XXzgVCpYFE', 'MB')
('SL12058-2022-11-01-4185','S175-9','YhhEHklwA', 'LB')
('AC22517-2022-11-02-4284','A238-18','dHec', 'SU')
('AC22517-2022-11-01-4028','A224-14','ZWf', 'LB')
('SL12058-2022-11-01-4187','S175-11','zfgLIGAY', 'UB')
('AC04652-2022-11-01-4255','A237-7','qC', 'LB')
('AC04652-2022-11-02-4137','A230-15','XxrKhFeA', 'UB')
('AC12058-2022-11-01-4211','A234-17','CBuT', 'SL')
('AC04652-2022-11-01-4257','A237-9','HRcnaTe', 'UB')
('AC04652-2022-11-01-4258','A237-10','vGVUGiKG', 'UB')
('AC22517-2022-11-01-4036','A225-4','qwjYDDgMg', 'UB')
('SL22517-2022-11-01-4218','S176-18','nhjTLzmU', 'MB')
('AC04652-2022-11-02-4146','A231-6','dAnGxOiKtAJQL', 'SU')
('SL04652-2022-11-01-4232','S177-8','isRnSDyGUqeCsmHo', 'SU')
('AC22517-2022-11-02-4298','A239-14','lov', 'LB')
('SL04652-2022-11-02-4166','S174-14','LTfPFgICzfwXsUG', 'UB')
('SL22517-2022-11-01-4256','S178-8','L', 'SU')
('AC12058-2022-11-01-4251','A237-3','QLQ', 'UB')
('SL04652-2022-11-01-4272','S178-24','py', 'SU')
('AC22517-2022-11-01-4101','A228-15','YN', 'UB')
('SL12058-2022-11-01-4250','S178-2','TnGGBHnGOKZzVb', 'MB')
('SL12058-2022-11-01-4251','S178-3','UaLzKgpAR', 'UB')
('AC12058-2022-11-01-4268','A238-2','tX', 'LB')
('AC04652-2022-11-01-4305','A240-3','b', 'UB')
('SL04652-2022-11-01-4282','S179-10','OCmaeRGKPBzBVnqK', 'MB')
('SL22517-2022-11-02-4349','S182-5','orU', 'MB')
('AC04652-2022-11-01-4307','A240-5','ufwJQwBTtu', 'SL')
('SL12058-2022-11-01-4262','S178-14','SKmAZ', 'UB')
('AC22517-2022-11-02-4382','A244-8','j', 'LB')
('AC04652-2022-11-01-4345','A242-7','MfqtZVmmxp', 'LB')
('AC04652-2022-11-01-4346','A242-8','kX', 'LB')
('SL22517-2022-11-02-4448','S186-8','o', 'SU')
('SL22517-2022-11-01-4378','S183-10','SjjPZigDPGYTHg', 'MB')
('AC22517-2022-11-01-4202','A234-8','QX', 'LB')
('AC22517-2022-11-01-4204','A234-10','oRmDHCx', 'UB')
('AC22517-2022-11-02-4441','A247-13','roM', 'LB')
('SL12058-2022-11-01-4359','S182-15','qoZvgrAWmoMjycEW', 'SL')
('SL04652-2022-11-01-4372','S183-4','dWWWhqwkXCCqwS', 'LB')
('AC22517-2022-11-02-4444','A247-16','XSnI', 'UB')
('AC22517-2022-11-02-4445','A247-17','NjBKHMK', 'SL')
('SL22517-2022-11-01-4388','S183-20','MJDMQYsUPRdPBbIV', 'LB')
('SL04652-2022-11-01-4392','S183-24','nTo', 'SU')
('SL04652-2022-11-01-4393','S184-1','eINIUwsvBGMam', 'LB')
('SL04652-2022-11-02-4315','S180-19','HhedFcfVhFW', 'UB')
('SL12058-2022-11-01-4387','S183-19','dsD', 'UB')
('SL04652-2022-11-02-4317','S180-21','L', 'MB')
('AC04652-2022-11-01-4444','A247-16','oMzI', 'UB')
('AC12058-2022-11-01-4389','A244-15','drfWslLPXAHjWTII', 'UB')
('SL22517-2022-11-02-4488','S187-24','HHMoAcYqbf', 'SU')
('SL04652-2022-11-02-4319','S180-23','urRIZnAMo', 'SL')
('SL04652-2022-11-02-4320','S180-24','ii', 'SU')
('AC04652-2022-11-02-4350','A242-12','mSNHvqoHCqLbiQxZ', 'SU')
('AC22517-2022-11-02-4467','A249-3','klcRMQwP', 'UB')
('SL22517-2022-11-01-4402','S184-10','mKPWMZsYXDRuTBeG', 'MB')
('AC12058-2022-11-01-4399','A245-7','fDPcEl', 'LB')
('AC22517-2022-11-02-4469','A249-5','UDuiC', 'SL')
('AC22517-2022-11-01-4230','A235-18','fxIjxHHfXIq', 'SU')
('AC22517-2022-11-01-4231','A236-1','TYLvHSE', 'LB')
('SL22517-2022-11-02-4495','S188-7','jwwpfCtNozGLyz', 'SL')
('AC22517-2022-11-02-4473','A249-9','ry', 'UB')
('SL04652-2022-11-02-4330','S181-10','GL', 'MB')
('SL12058-2022-11-01-4401','S184-9','ldVz', 'LB')
('AC12058-2022-11-01-4403','A245-11','GyT', 'SL')
('SL22517-2022-11-01-4414','S184-22','qrEr', 'UB')
('AC22517-2022-11-01-4240','A236-10','DYT', 'UB')
('AC04652-2022-11-02-4364','A243-8','dhiLMD', 'LB')
('SL04652-2022-11-02-4333','S181-13','EbkOZktniRQRCkHH', 'MB')
('SL22517-2022-11-01-4420','S185-4','vhiaGAHDdCMjWDx', 'LB')
('SL12058-2022-11-01-4413','S184-21','C', 'MB')
('SL12058-2022-11-01-4414','S184-22','sfuFfNlHtGvZNgzw', 'UB')
('SL04652-2022-11-02-4340','S181-20','yQgUBsNTjfgtPuGy', 'LB')
('SL22517-2022-11-02-4510','S188-22','zNXKkrZkTZ', 'UB')
('SL04652-2022-11-01-4419','S185-3','tGPNzgqH', 'UB')
('SL22517-2022-11-02-4513','S189-1','HHCOerZLmFBILCDB', 'LB')
('AC04652-2022-11-01-4472','A249-8','SK', 'LB')
('AC12058-2022-11-01-4414','A246-4','JJ', 'UB')
('SL22517-2022-11-01-4437','S185-21','TCwwptlagbZ', 'MB')
('AC12058-2022-11-01-4419','A246-9','kviWrWKYiiCG', 'UB')
('AC04652-2022-11-02-4374','A243-18','HmanqsDqydUrHYC', 'SU')
('AC04652-2022-11-02-4375','A244-1','On', 'LB')
('SL22517-2022-11-01-4450','S186-10','adWPxyNFu', 'MB')
('SL04652-2022-11-01-4434','S185-18','BDQTZsyzxRAN', 'MB')
('AC04652-2022-11-02-4381','A244-7','mSKsbfkezZ', 'LB')
('SL04652-2022-11-01-4435','S185-19','ERdqqZ', 'UB')
('AC04652-2022-11-02-4385','A244-11','Aauj', 'SL')
('AC22517-2022-11-02-4505','A251-5','cFlsKkOWnznN', 'SL')
('SL04652-2022-11-02-4365','S182-21','VJWO', 'MB')
('SL04652-2022-11-01-4441','S186-1','NLmuoZjiPDLbFr', 'LB')
('AC04652-2022-11-02-4391','A244-17','o', 'SL')
('SL04652-2022-11-01-4442','S186-2','sTKiQcFqHUbU', 'MB')
('AC22517-2022-11-02-4508','A251-8','USolpEGmwxCGAl', 'LB')
('SL04652-2022-11-02-4371','S183-3','VElafAMz', 'UB')
('SL12058-2022-11-01-4439','S185-23','whszBXmeWjptfroM', 'SL')
('AC04652-2022-11-02-4396','A245-4','hA', 'UB')
('SL04652-2022-11-02-4375','S183-7','PXCXoaPtPGyDQoE', 'SL')
('AC04652-2022-11-02-4398','A245-6','wGIOW', 'SU')
('AC04652-2022-11-02-4399','A245-7','TqoIjTdWEGflc', 'LB')
('AC04652-2022-11-02-4401','A245-9','c', 'UB')
('AC04652-2022-11-01-4494','A250-12','BitvpVT', 'SU')
('AC22517-2022-11-02-4524','A252-6','Y', 'SU')
('SL22517-2022-11-02-4552','S190-16','chhnxEK', 'SU')
('SL12058-2022-11-01-4448','S186-8','AWoK', 'SU')
('AC04652-2022-11-02-4410','A245-18','nwMihmGzhkE', 'SU')
('SL04652-2022-11-01-4455','S186-15','bfLjxHRCesHTip', 'SL')
('AC12058-2022-11-01-4452','A248-6','KQaNPb', 'SU')
('SL04652-2022-11-02-4387','S183-19','GSZaIccuoiWjD', 'UB')
('AC22517-2022-11-02-4526','A252-8','aGn', 'LB')
('AC12058-2022-11-01-4457','A248-11','xTys', 'SL')
('SL04652-2022-11-02-4391','S183-23','l', 'SL')
('SL04652-2022-11-01-4462','S186-22','KRX', 'UB')
('AC12058-2022-11-01-4459','A248-13','CGF', 'LB')
('SL22517-2022-11-01-4483','S187-19','uHMnZZ', 'UB')
('SL22517-2022-11-01-4515','S189-3','NNQffxZTXEhue', 'UB')
('AC22517-2022-11-02-4549','A253-13','NjthuVRkQJcRyPSV', 'LB')
('AC04652-2022-11-01-4552','A253-16','qpzPxhXudXxP', 'UB')
('AC12058-2022-11-01-4500','A250-18','xDTCTLXji', 'SU')
('AC22517-2022-11-01-4345','A242-7','YxCrPzoUTqKApxR', 'LB')
('SL04652-2022-11-01-4506','S188-18','VTTQDOFqxrjzpO', 'MB')
('SL04652-2022-11-01-4507','S188-19','hj', 'UB')
('AC22517-2022-11-02-4561','A254-7','anFbvOEywkdeYtIr', 'LB')
('AC22517-2022-11-02-4562','A254-8','Z', 'LB')
('SL22517-2022-11-01-4532','S189-20','qDvA', 'LB')
('AC04652-2022-11-02-4458','A248-12','HEphwOeGaNf', 'SU')
('SL04652-2022-11-01-4513','S189-1','rhjbsPwJSLtHOK', 'LB')
('SL22517-2022-11-01-4535','S189-23','gw', 'SL')
('AC22517-2022-11-01-4354','A242-16','laAAmrCgE', 'UB')
('SL04652-2022-11-01-4521','S189-9','eEi', 'LB')
('AC04652-2022-11-02-4467','A249-3','VkaNjyj', 'UB')
('SL04652-2022-11-01-4528','S189-16','lPvmVUkwc', 'SU')
('AC22517-2022-11-02-4570','A254-16','BfzASjAtjgH', 'UB')
('AC04652-2022-11-01-4579','A255-7','sXsNaV', 'LB')
('AC04652-2022-11-02-4481','A249-17','NcDahQE', 'SL')
('SL04652-2022-11-01-4567','S191-7','xCETZPPJAqv', 'SL')
('SL12058-2022-11-01-4546','S190-10','mQzupfsQwRMMTOyt', 'MB')
('AC04652-2022-11-02-4511','A251-11','HfWHDxqmL', 'SL')
('AC22517-2022-11-02-4613','A257-5','jadSvDAcsA', 'SL')
('SL22517-2022-11-01-4585','S192-1','rHpzWURkXTfJT', 'LB')
('AC04652-2022-11-01-4615','A257-7','TqeLZKIUPoh', 'LB')
('SL22517-2022-11-02-4657','S195-1','jOD', 'LB')
('AC12058-2022-11-01-4568','A254-14','ehII', 'LB')
('AC04652-2022-11-02-4519','A252-1','aqYVAEuM', 'LB')
('SL22517-2022-11-02-4660','S195-4','Bdlhg', 'LB')
('AC12058-2022-11-01-4579','A255-7','boS', 'LB')
('SL04652-2022-11-02-4515','S189-3','lkirumL', 'UB')
('AC22517-2022-11-01-4416','A246-6','BKeN', 'SU')
('SL22517-2022-11-01-4602','S192-18','gWREZQ', 'MB')
('SL04652-2022-11-02-4518','S189-6','dc', 'UB')
('AC04652-2022-11-02-4537','A253-1','mRWGgMpNvrtVBU', 'LB')
('AC04652-2022-11-02-4538','A253-2','PKHYNjEmCSk', 'LB')
('AC22517-2022-11-02-4645','A259-1','DGliZRcDFmBlBs', 'LB')
('SL12058-2022-11-01-4574','S191-14','kHJVkfavMfi', 'UB')
('SL04652-2022-11-02-4534','S189-22','KmaPtfbupiuTLs', 'UB')
('SL22517-2022-11-02-4686','S196-6','FvuPNxsNYAQABPsW', 'UB')
('AC04652-2022-11-01-4659','A259-15','TFPryS', 'UB')
('SL12058-2022-11-01-4594','S192-10','tgHJdwLRKZIbrDI', 'MB')
('AC04652-2022-11-02-4559','A254-5','G', 'SL')
('SL22517-2022-11-02-4699','S196-19','desDMehOlDjlK', 'UB')
('AC22517-2022-11-01-4446','A247-18','mRUlzXDBxCQ', 'SU')
('AC22517-2022-11-02-4677','A260-15','fOzzb', 'UB')
('SL22517-2022-11-01-4647','S194-15','TSC', 'SL')
('AC22517-2022-11-02-4697','A261-17','bHlgSXfTXRPTS', 'SL')
('SL22517-2022-11-01-4654','S194-22','FxXAfYrD', 'UB')
('AC22517-2022-11-02-4700','A262-2','SsoiX', 'LB')
('SL22517-2022-11-02-4731','S198-3','sjqeVKcAPwpmOoQ', 'UB')
('AC22517-2022-11-02-4701','A262-3','AnLITmYALjBIanZ', 'UB')
('SL22517-2022-11-01-4658','S195-2','OrNFRelJkYhGFo', 'MB')
('AC12058-2022-11-01-4649','A259-5','Gh', 'SL')
('SL04652-2022-11-01-4654','S194-22','LQsHPvUsTKeXqHzx', 'UB')
('AC04652-2022-11-01-4696','A261-16','uCMKeluXsi', 'UB')
('SL04652-2022-11-02-4586','S192-2','rSlSzQm', 'MB')
('AC22517-2022-11-01-4487','A250-5','eC', 'SL')
('SL04652-2022-11-02-4589','S192-5','TzKQdTSdYojiP', 'MB')
('AC22517-2022-11-02-4792','A267-4','iTmFYFVJfImnPrg', 'UB')
('AC22517-2022-11-01-4553','A253-17','OBacvzQPgOqlfq', 'SL')
('AC22517-2022-11-01-4555','A254-1','qsmgFBBjRjE', 'LB')
('AC04652-2022-11-01-4776','A266-6','yoaqCkKLOM', 'SU')
('SL04652-2022-11-02-4668','S195-12','f', 'LB')
('AC04652-2022-11-02-4669','A260-7','xxltlF', 'LB')
('AC22517-2022-11-01-4568','A254-14','efeBVNn', 'LB')
('AC04652-2022-11-01-4782','A266-12','BFP', 'SU')
('AC22517-2022-11-01-4569','A254-15','SlonKAwAcBDg', 'UB')
('SL04652-2022-11-02-4716','S197-12','oOGSgfXUJbaxfcd', 'LB')
('SL04652-2022-11-02-4717','S197-13','V', 'MB')
('SL12058-2022-11-01-4766','S199-14','GKuK', 'UB')
('AC04652-2022-11-01-4830','A269-6','asa', 'SU')
('AC22517-2022-11-02-4885','A272-7','pYXaNDj', 'LB')
('AC22517-2022-11-02-4886','A272-8','TgwQsf', 'LB')
('SL22517-2022-11-02-4894','S204-22','enaYc', 'UB')
('AC22517-2022-11-01-4666','A260-4','edwPmzIsxWLn', 'UB')
('SL04652-2022-11-02-4771','S199-19','qfZXnkJC', 'UB')
('AC04652-2022-11-01-4877','A271-17','ToklD', 'SL')
('SL22517-2022-11-01-4846','S202-22','FY', 'UB')
('SL04652-2022-11-02-4799','S200-23','jVSHNNAEPLD', 'SL')
('SL12058-2022-11-01-4835','S202-11','cRxUQrbXXqQdidxT', 'UB')
('AC12058-2022-11-01-4862','A271-2','PUxc', 'LB')
('SL04652-2022-11-01-4871','S203-23','TABfVFtxRgPti', 'SL')
('AC12058-2022-11-01-4865','A271-5','ps', 'SL')
('AC04652-2022-11-01-4895','A272-17','XxHSVnZHvXvlXp', 'SL')
('AC22517-2022-11-01-4704','A262-6','KyaRiyJTJBdxR', 'SU')
('AC04652-2022-11-01-4897','A273-1','t', 'LB')
('AC22517-2022-11-01-4707','A262-9','PouQ', 'UB')
('SL12058-2022-11-01-4840','S202-16','ql', 'SU')
('AC12058-2022-11-01-4872','A271-12','TUDXGtBzy', 'SU')
('AC12058-2022-11-01-4873','A271-13','KTO', 'LB')
('AC12058-2022-11-01-4874','A271-14','AnMdPmuZFFs', 'LB')
('SL22517-2022-11-02-4938','S206-18','GeowTvTjWtnMfBn', 'MB')
('AC22517-2022-11-01-4710','A262-12','HmbM', 'SU')
('AC22517-2022-11-01-4711','A262-13','qWiCfFwjxw', 'LB')
('SL04652-2022-11-01-4884','S204-12','vBhnELUHyzTp', 'LB')
('SL04652-2022-11-01-4885','S204-13','uZhPHDjIqg', 'MB')
('SL12058-2022-11-01-4844','S202-20','a', 'LB')
('AC12058-2022-11-01-4880','A272-2','zpQsEcLRnoTfNHi', 'LB')
('SL04652-2022-11-01-4891','S204-19','hcNbAjTPezfxKn', 'UB')
('SL22517-2022-11-02-4951','S207-7','bEqjRYFSPGG', 'SL')
('AC04652-2022-11-02-4851','A270-9','oMShGGvcW', 'UB')
('SL22517-2022-11-02-4986','S208-18','hgHHoqrRSnU', 'MB')
('SL22517-2022-11-02-4987','S208-19','aLk', 'UB')
('SL12058-2022-11-01-4885','S204-13','GUINXTqSNNcU', 'MB')
('AC04652-2022-11-02-4864','A271-4','roWbZJSkWjnTQptS', 'UB')
('AC04652-2022-11-01-4943','A275-11','WJyNzITMcZnzP', 'SL')
('AC22517-2022-11-01-4769','A265-17','WbdSerFqpeo', 'SL')
('SL22517-2022-11-02-5003','S209-11','sGy', 'UB')
('AC22517-2022-11-01-4776','A266-6','YTFAB', 'SU')
('AC04652-2022-11-01-4952','A276-2','v', 'LB')
('SL04652-2022-11-02-4890','S204-18','j', 'MB')
('AC04652-2022-11-02-4879','A272-1','DZiUuxgIVZRtQB', 'LB')
('SL22517-2022-11-01-4922','S206-2','hVbOzhcnG', 'MB')
('SL04652-2022-11-01-4970','S208-2','OaEtZk', 'MB')
('AC04652-2022-11-02-4892','A272-14','IA', 'LB')
('AC22517-2022-11-02-5025','A280-3','YmwyWgBvMjpeP', 'UB')
('AC22517-2022-11-02-5026','A280-4','JNkeKPTuTFCP', 'UB')
('SL04652-2022-11-01-4974','S208-6','EDjVv', 'UB')
('AC12058-2022-11-01-4948','A275-16','fep', 'UB')
('AC22517-2022-11-02-5029','A280-7','hmn', 'LB')
('SL22517-2022-11-01-4938','S206-18','rPuxpOLm', 'MB')
('SL04652-2022-11-01-4979','S208-11','yZMYWoVXKFx', 'UB')
('SL12058-2022-11-01-4920','S205-24','yBuHpfUZVkOKMJ', 'SU')
('AC04652-2022-11-02-4899','A273-3','BCYdAaSkmDqYWMhM', 'UB')
('SL22517-2022-11-01-4942','S206-22','iKdqYJsx', 'UB')
('AC04652-2022-11-01-4978','A277-10','yaZwulPXd', 'UB')
('AC12058-2022-11-01-4954','A276-4','eJKFdCQbZ', 'UB')
('SL04652-2022-11-01-4984','S208-16','RiTYVluLYJoGwqVf', 'SU')
('AC22517-2022-11-02-5037','A280-15','CKMMA', 'UB')
('AC04652-2022-11-01-4982','A277-14','hZhgMHOucbGjnU', 'LB')
('SL22517-2022-11-02-5031','S210-15','YJBtojdfkgLSHW', 'SL')
('AC22517-2022-11-02-5042','A281-2','kvckzvaOD', 'LB')
('AC22517-2022-11-01-4804','A267-16','QbjrYQhqWLtIfZ', 'UB')
('AC04652-2022-11-01-4990','A278-4','p', 'UB')
('SL22517-2022-11-01-4951','S207-7','cIW', 'SL')
('AC22517-2022-11-02-5046','A281-6','kTpiOkfqIxsm', 'SU')
('SL22517-2022-11-02-5039','S210-23','JpRaOucM', 'SL')
('AC22517-2022-11-02-5049','A281-9','IAkWgrj', 'UB')
('SL22517-2022-11-02-5041','S211-1','VQnB', 'LB')
('SL04652-2022-11-02-4925','S206-5','ycF', 'MB')
('AC04652-2022-11-01-4998','A278-12','InAw', 'SU')
('AC12058-2022-11-01-4970','A277-2','ZDv', 'LB')
('AC22517-2022-11-02-5056','A281-16','mx', 'UB')
('SL22517-2022-11-02-5043','S211-3','owjaAXqtJWXeMd', 'UB')
('SL04652-2022-11-02-4930','S206-10','ToSzRYKmruFbVWE', 'MB')
('SL12058-2022-11-01-4938','S206-18','lWrWODTganyWd', 'MB')
('AC04652-2022-11-01-5002','A278-16','aXNl', 'UB')
('SL04652-2022-11-01-5003','S209-11','OUvcDGnKnwdYM', 'UB')
('AC04652-2022-11-02-4924','A274-10','kD', 'UB')
('AC22517-2022-11-02-5059','A282-1','roR', 'LB')
('AC04652-2022-11-01-5004','A278-18','luAeY', 'SU')
('AC22517-2022-11-02-5063','A282-5','rtp', 'SL')
('AC04652-2022-11-01-5007','A279-3','SPmQFOw', 'UB')
('SL22517-2022-11-02-5058','S211-18','iGntfjsPGlBZZkc', 'MB')
('SL04652-2022-11-01-5007','S209-15','iWrfiejSwX', 'SL')
('AC22517-2022-11-01-4825','A269-1','qizaOWNIpjTsmO', 'LB')
('AC22517-2022-11-01-4826','A269-2','BSBSdWDzf', 'LB')
('SL22517-2022-11-01-5020','S210-4','vjpYLYCSCk', 'LB')
('SL04652-2022-11-01-5056','S211-16','Fj', 'SU')
