('AC22517-2022-11-01-390','A22-12','mKnVzhaEMqsDar', 'SU')
('SL22517-2022-11-01-6580','S275-4','pkuNkrv', 'LB')
('SL12058-2022-11-01-6518','S272-14','qAZc', 'UB')
('SL12058-2022-11-01-6519','S272-15','ZRNDBmSxI', 'SL')
('SL04652-2022-11-01-6618','S276-18','axmPhhiPMXuNdC', 'MB')
('AC04652-2022-11-01-6982','A388-16','NynGYaqzkgCwH', 'UB')
('SL22517-2022-11-02-6690','S279-18','HeyN', 'MB')
('SL04652-2022-11-02-6681','S279-9','dDrTMcAypl', 'LB')
('AC12058-2022-11-01-6730','A374-16','NZHoNsUHg', 'UB')
('SL04652-2022-11-02-6684','S279-12','R', 'LB')
('AC22517-2022-11-02-6733','A375-1','Ga', 'LB')
('SL12058-2022-11-01-6522','S272-18','wudQCXofaqUVDE', 'MB')
('SL04652-2022-11-01-6643','S277-19','XHkcRGrm', 'UB')
('AC04652-2022-11-01-7001','A389-17','ukUooL', 'SL')
('AC12058-2022-11-01-6755','A376-5','IyfdaBxLjnjL', 'SL')
('AC04652-2022-11-02-6749','A375-17','GIfRAbi', 'SL')
('SL04652-2022-11-01-6649','S278-1','TuJcsEwgTPt', 'LB')
('AC22517-2022-11-01-6745','A375-13','njRNOuNADVXNiT', 'LB')
('AC12058-2022-11-01-6767','A376-17','UzvGSjwazzHy', 'SL')
('AC22517-2022-11-01-6762','A376-12','jnzkKkHb', 'SU')
('SL04652-2022-11-01-6668','S278-20','TSO', 'LB')
('AC12058-2022-11-01-6778','A377-10','wCmdjy', 'UB')
('SL22517-2022-11-01-6624','S276-24','TljlHFHcqrWg', 'SU')
('AC04652-2022-11-02-6763','A376-13','DFoBfmePNvCahuTW', 'LB')
('AC12058-2022-11-01-6779','A377-11','lsVJDENCXvH', 'SL')
('AC12058-2022-11-01-6784','A377-16','gUvQMmG', 'UB')
('AC04652-2022-11-02-6774','A377-6','ohIgdJiaMUveuTS', 'SU')
('SL12058-2022-11-01-6579','S275-3','StOdr', 'UB')
('AC22517-2022-11-02-6796','A378-10','lTYSjofVKbkomI', 'UB')
('AC12058-2022-11-01-6787','A378-1','r', 'LB')
('AC12058-2022-11-01-6793','A378-7','saiwNzoVhhq', 'LB')
('AC12058-2022-11-01-6799','A378-13','k', 'LB')
('SL22517-2022-11-02-6751','S282-7','INdHvJbBjdipeM', 'SL')
('AC22517-2022-11-02-6855','A381-15','TOeZOaYFvGvZ', 'UB')
('SL04652-2022-11-02-6795','S284-3','dgkNmeSQWRAPyTDj', 'UB')
('SL04652-2022-11-01-6757','S282-13','xLLB', 'MB')
('AC04652-2022-11-01-7101','A395-9','BFZjiXCxu', 'UB')
('AC22517-2022-11-02-6864','A382-6','g', 'SU')
('AC22517-2022-11-01-6849','A381-9','myNOyy', 'UB')
('AC04652-2022-11-02-6833','A380-11','gKOLx', 'SL')
('AC04652-2022-11-02-6834','A380-12','PywhP', 'SU')
('SL12058-2022-11-01-6647','S277-23','b', 'SL')
('AC04652-2022-11-01-7117','A396-7','cNgKj', 'LB')
('SL12058-2022-11-01-6650','S278-2','BKsHmmsXjnm', 'MB')
('SL04652-2022-11-01-6781','S283-13','QILIGLvjYgxvGulz', 'MB')
('AC22517-2022-11-02-6873','A382-15','DtIKSbiVbG', 'UB')
('AC12058-2022-11-01-6882','A383-6','ODTnRnXDDbNX', 'SU')
('AC04652-2022-11-02-6849','A381-9','KNOJjNPnYojpea', 'UB')
('AC22517-2022-11-01-6865','A382-7','z', 'LB')
('SL22517-2022-11-02-6848','S286-8','tX', 'SU')
('AC22517-2022-11-02-6897','A384-3','GCEKdMUZmjbhZnBv', 'UB')
('SL04652-2022-11-02-6860','S286-20','HnsfommmdPxHweT', 'LB')
('SL04652-2022-11-02-6865','S287-1','oNPZc', 'LB')
('AC04652-2022-11-02-6899','A384-5','W', 'SL')
('AC04652-2022-11-02-6900','A384-6','dGqSyHhWHJOSkb', 'SU')
('SL22517-2022-11-01-6768','S282-24','gRhUeseImREuyp', 'SU')
('AC04652-2022-11-02-6903','A384-9','TjiHKqYbgijW', 'UB')
('AC12058-2022-11-01-6927','A385-15','UcZbmUHCr', 'UB')
('SL04652-2022-11-01-6848','S286-8','ZwUMQfFFNTMrO', 'SU')
('SL22517-2022-11-01-6776','S283-8','LIVCmHrHKIZBp', 'SU')
('SL22517-2022-11-01-6788','S283-20','TWwXkrezHfaEs', 'LB')
('AC04652-2022-11-01-7185','A400-3','CRdNyRu', 'UB')
('AC04652-2022-11-01-7186','A400-4','EpAC', 'UB')
('AC22517-2022-11-02-6941','A386-11','SGOfOQwRSax', 'SL')
('SL22517-2022-11-01-6817','S285-1','kQxDNavwDPvICIo', 'LB')
('AC22517-2022-11-02-6968','A388-2','aWeMGNvYLWoNAep', 'LB')
('AC22517-2022-11-01-6950','A387-2','YHJ', 'LB')
('SL22517-2022-11-02-6909','S288-21','UAGSmsmNhkZwF', 'MB')
('SL22517-2022-11-02-6910','S288-22','XJSmzQXOYsj', 'UB')
('AC22517-2022-11-01-6952','A387-4','JqOYAsRHFnW', 'UB')
('SL22517-2022-11-02-6912','S288-24','BXDfSutfi', 'SU')
('SL12058-2022-11-01-6764','S282-20','SSx', 'LB')
('SL22517-2022-11-01-6826','S285-10','qxrkAZa', 'MB')
('AC12058-2022-11-01-6968','A388-2','sWMD', 'LB')
('SL22517-2022-11-02-6916','S289-4','OpmcxyYmrcg', 'LB')
('AC22517-2022-11-02-6977','A388-11','xQuOtvDfgte', 'SL')
('AC04652-2022-11-01-7233','A402-15','E', 'UB')
('SL22517-2022-11-01-6839','S285-23','IfgTm', 'SL')
('AC22517-2022-11-02-6988','A389-4','YyrptTejhNZZl', 'UB')
('SL04652-2022-11-02-6935','S289-23','xUfKetKS', 'SL')
('SL22517-2022-11-02-6931','S289-19','RwhPfk', 'UB')
('SL04652-2022-11-02-6942','S290-6','XfGeBYJaCVP', 'UB')
('SL12058-2022-11-01-6784','S283-16','AgfZswumJSt', 'SU')
('SL04652-2022-11-01-6948','S290-12','R', 'LB')
('AC12058-2022-11-01-7032','A391-12','BzHUGBkZQJpUhk', 'SU')
('SL22517-2022-11-01-6889','S288-1','sYGENfJIrYP', 'LB')
('AC04652-2022-11-02-7018','A390-16','DghGgHrBmtij', 'UB')
('SL04652-2022-11-02-6990','S292-6','acrGiUEEzxHkL', 'UB')
('SL04652-2022-11-02-6991','S292-7','JhEalf', 'SL')
('SL04652-2022-11-02-6992','S292-8','SPaASvUWxI', 'SU')
('AC22517-2022-11-02-7045','A392-7','sQcAoxikYOi', 'LB')
('AC04652-2022-11-01-7287','A405-15','NWqVx', 'UB')
('SL04652-2022-11-02-6996','S292-12','kydts', 'LB')
('SL12058-2022-11-01-6834','S285-18','tWgw', 'MB')
('AC04652-2022-11-01-7310','A407-2','XqP', 'LB')
('AC04652-2022-11-02-7038','A391-18','eurISap', 'SU')
('AC04652-2022-11-01-7324','A407-16','sDGePjhh', 'UB')
('SL12058-2022-11-01-6850','S286-10','TRLQMfs', 'MB')
('SL12058-2022-11-01-6851','S286-11','mTFyvPbEpq', 'UB')
('SL22517-2022-11-02-7002','S292-18','DQYnzvBjxkcYaZz', 'MB')
('SL04652-2022-11-02-7021','S293-13','HQzMljrXLJomBQ', 'MB')
('AC12058-2022-11-01-7066','A393-10','OmoMsdNtiVwMoo', 'UB')
('AC04652-2022-11-02-7055','A392-17','ii', 'SL')
('AC22517-2022-11-01-7046','A392-8','GexjE', 'LB')
('SL04652-2022-11-02-7023','S293-15','gwNKlkcgCWyD', 'SL')
('AC04652-2022-11-01-7334','A408-8','QjOqnXsM', 'LB')
('AC22517-2022-11-01-7050','A392-12','Dmxbmo', 'SU')
('SL22517-2022-11-01-6917','S289-5','tCmnAWIHVMNzIZ', 'MB')
('SL04652-2022-11-01-6992','S292-8','vtXyMJxB', 'SU')
('AC12058-2022-11-01-7077','A394-3','FxH', 'UB')
('SL04652-2022-11-01-7002','S292-18','xKtPWwzu', 'MB')
('SL04652-2022-11-02-7053','S294-21','QLYYQYocmW', 'MB')
('SL04652-2022-11-02-7054','S294-22','oD', 'UB')
('SL04652-2022-11-01-7023','S293-15','pdagZPJShETs', 'SL')
('SL22517-2022-11-01-6945','S290-9','ppSno', 'LB')
('AC22517-2022-11-02-7106','A395-14','xh', 'LB')
('AC22517-2022-11-02-7107','A395-15','JAtwxj', 'UB')
('SL12058-2022-11-01-6886','S287-22','huXGXRczo', 'UB')
('SL12058-2022-11-01-6887','S287-23','zfwQaYXxXuUGMEa', 'SL')
('AC12058-2022-11-01-7105','A395-13','ekHwPDdZ', 'LB')
('AC04652-2022-11-02-7091','A394-17','YbEKdUwXfnM', 'SL')
('AC22517-2022-11-02-7114','A396-4','SgcMyTcKsEy', 'UB')
('SL04652-2022-11-01-7031','S293-23','Ym', 'SL')
('AC04652-2022-11-02-7098','A395-6','QYYBZJOxBQB', 'SU')
('SL22517-2022-11-01-6955','S290-19','UwQPVywGDkoAdI', 'UB')
('SL22517-2022-11-01-6956','S290-20','kP', 'LB')
('AC12058-2022-11-01-7112','A396-2','kntvlNA', 'LB')
('AC04652-2022-11-01-7380','A410-18','qHCAOsK', 'SU')
('AC22517-2022-11-01-7101','A395-9','OBeFifl', 'UB')
('SL22517-2022-11-02-7044','S294-12','ZczosgPxFSArWC', 'LB')
('AC12058-2022-11-01-7118','A396-8','MbXolJoDFeA', 'LB')
('SL12058-2022-11-01-6906','S288-18','JYBBeSlhO', 'MB')
('AC22517-2022-11-02-7132','A397-4','mzzpqfEiYuQX', 'UB')
('SL04652-2022-11-02-7077','S295-21','RjvnFDzvmzV', 'MB')
('SL22517-2022-11-01-6993','S292-9','rr', 'LB')
('AC22517-2022-11-01-7138','A397-10','JiVcI', 'UB')
('SL22517-2022-11-01-7008','S292-24','jBNyBoogc', 'SU')
('AC22517-2022-11-01-7152','A398-6','iSJqFphrpuwOmwR', 'SU')
('AC22517-2022-11-02-7175','A399-11','BagHwjDIhuayxhgI', 'SL')
('AC04652-2022-11-02-7145','A397-17','mXDDThruMMEeYEx', 'SL')
('AC04652-2022-11-01-7438','A414-4','HxpTEwxsqfvOKhD', 'UB')
('AC04652-2022-11-01-7439','A414-5','sfkXHkPN', 'SL')
('AC04652-2022-11-01-7440','A414-6','kvaNqL', 'SU')
('SL04652-2022-11-02-7128','S297-24','daJGHTeB', 'SU')
('AC12058-2022-11-01-7176','A399-12','xwUmUfBhW', 'SU')
('AC04652-2022-11-01-7444','A414-10','ltrGBfl', 'UB')
('AC22517-2022-11-02-7197','A400-15','ba', 'UB')
('SL04652-2022-11-02-7132','S298-4','efLdIwuQcU', 'LB')
('SL12058-2022-11-01-6988','S292-4','iUpnMUTCcn', 'LB')
('AC12058-2022-11-01-7181','A399-17','vdue', 'SL')
('AC22517-2022-11-02-7216','A401-16','gnHwtfLSxHUb', 'UB')
('AC22517-2022-11-02-7217','A401-17','sLnQTgryG', 'SL')
('AC04652-2022-11-02-7187','A400-5','gQk', 'SL')
('SL12058-2022-11-01-7017','S293-9','kjvnBEghtTe', 'LB')
('AC04652-2022-11-02-7194','A400-12','JpCBeRsqp', 'SU')
('SL12058-2022-11-01-7019','S293-11','xxQYqzZdq', 'UB')
('SL22517-2022-11-01-7069','S295-13','VQpBOBMFslxLBPa', 'MB')
('SL22517-2022-11-01-7070','S295-14','rUHleXa', 'UB')
('AC22517-2022-11-02-7241','A403-5','puwLlZISC', 'SL')
('SL22517-2022-11-02-7199','S300-23','daVVbb', 'SL')
('SL04652-2022-11-02-7209','S301-9','CgaSaljAPPTlozE', 'LB')
('AC22517-2022-11-01-7265','A404-11','KDDK', 'SL')
('AC12058-2022-11-01-7324','A407-16','SRlQDNQ', 'UB')
('AC04652-2022-11-01-7600','A423-4','P', 'UB')
('AC12058-2022-11-01-7327','A408-1','ZU', 'LB')
('AC04652-2022-11-02-7301','A406-11','HvoGQyNXqSPBway', 'SL')
('AC12058-2022-11-01-7359','A409-15','UGrbHdglaVXJ', 'UB')
('AC04652-2022-11-02-7339','A408-13','qDalfKHBmkkUyoGB', 'LB')
('AC22517-2022-11-02-7405','A412-7','vsnJTdDoA', 'LB')
('SL04652-2022-11-02-7324','S306-4','evJntG', 'LB')
('SL04652-2022-11-02-7325','S306-5','IAxkzfZONxqoAMB', 'MB')
('SL04652-2022-11-02-7326','S306-6','nXyqYJ', 'UB')
('SL22517-2022-11-01-7235','S302-11','jqtR', 'UB')
('AC12058-2022-11-01-7392','A411-12','jpPHCKX', 'SU')
('SL22517-2022-11-01-7237','S302-13','gxcyd', 'MB')
('SL22517-2022-11-02-7337','S306-17','IIWWOyr', 'LB')
('SL04652-2022-11-02-7331','S306-11','DXDXNPUlyDQwZd', 'UB')
('AC22517-2022-11-02-7436','A414-2','RblEbCPJdoqJS', 'LB')
('SL04652-2022-11-02-7333','S306-13','LQMKSrTMJgBTDeTp', 'MB')
('SL04652-2022-11-01-7324','S306-4','TeyhEzOZUmrlCG', 'LB')
('SL04652-2022-11-01-7327','S306-7','MubX', 'SL')
('SL22517-2022-11-02-7377','S308-9','bLIa', 'LB')
('AC22517-2022-11-02-7483','A416-13','ysnybKqTXAIllZ', 'LB')
('SL12058-2022-11-01-7217','S301-17','XCvvPjZYb', 'LB')
('AC12058-2022-11-01-7428','A413-12','IQfwhfaWq', 'SU')
('SL12058-2022-11-01-7228','S302-4','XLkypUmbWY', 'LB')
('AC22517-2022-11-01-7436','A414-2','GABEBpLSDTbZ', 'LB')
('AC12058-2022-11-01-7438','A414-4','SIvYlm', 'UB')
('SL22517-2022-11-01-7290','S304-18','gaGHckT', 'MB')
('AC22517-2022-11-02-7498','A417-10','UbkG', 'UB')
('SL12058-2022-11-01-7233','S302-9','xj', 'LB')
('AC22517-2022-11-01-7442','A414-8','kcKVlcJlw', 'LB')
('AC22517-2022-11-02-7504','A417-16','ctArxLgfv', 'UB')
('AC22517-2022-11-02-7505','A417-17','U', 'SL')
('SL12058-2022-11-01-7236','S302-12','oa', 'LB')
('SL22517-2022-11-02-7426','S310-10','IaXwvbggDINW', 'MB')
('SL22517-2022-11-02-7440','S310-24','OMxLDNyvbOcHUxW', 'SU')
('SL04652-2022-11-01-7418','S310-2','vfHeWbCanIbJeO', 'MB')
('SL12058-2022-11-01-7277','S304-5','IEdVbcvbxTrEYxtF', 'MB')
('AC04652-2022-11-01-7745','A431-5','OspB', 'SL')
('SL04652-2022-11-02-7436','S310-20','emAhHOWIZFla', 'LB')
('AC22517-2022-11-02-7577','A421-17','ZPgTPfEGVJ', 'SL')
('AC04652-2022-11-02-7560','A420-18','iOmrRGMqYrSvaxE', 'SU')
('SL22517-2022-11-01-7414','S309-22','uFWwGhJPm', 'UB')
('AC12058-2022-11-01-7571','A421-11','aINncfZ', 'SL')
('AC22517-2022-11-02-7629','A424-15','oQWhIWTuMDxM', 'UB')
('SL04652-2022-11-01-7492','S313-4','EBx', 'LB')
('SL04652-2022-11-02-7520','S314-8','ympZla', 'SU')
('AC04652-2022-11-01-7850','A437-2','PUBjjwNAKXg', 'LB')
('SL04652-2022-11-01-7518','S314-6','yWfyybG', 'UB')
('AC22517-2022-11-02-7653','A426-3','ExADajBN', 'UB')
('AC22517-2022-11-02-7654','A426-4','YihDMtHXtO', 'UB')
('SL22517-2022-11-02-7556','S315-20','GPMzD', 'LB')
('SL04652-2022-11-01-7520','S314-8','pq', 'SU')
('SL04652-2022-11-01-7521','S314-9','rFgfFUB', 'LB')
('AC12058-2022-11-01-7600','A423-4','BqAY', 'UB')
('AC22517-2022-11-02-7658','A426-8','GFjodybmdnkvrB', 'LB')
('AC04652-2022-11-02-7622','A424-8','HEfhONWvELkX', 'LB')
('AC04652-2022-11-01-7908','A440-6','G', 'SU')
('AC04652-2022-11-02-7661','A426-11','lDYwDzibkABwd', 'SL')
('AC22517-2022-11-02-7714','A429-10','zZonKLcWWvMKex', 'UB')
('AC04652-2022-11-02-7715','A429-11','LGcnTaTrc', 'SL')
('AC22517-2022-11-02-7771','A432-13','TTcTaFWbdVMt', 'LB')
('SL22517-2022-11-01-7639','S319-7','REyyIjVEKjjfBAn', 'SL')
('AC12058-2022-11-01-7785','A433-9','wkyBlJh', 'UB')
('AC22517-2022-11-01-7803','A434-9','qMrnO', 'UB')
('AC22517-2022-11-02-7868','A438-2','wkruuDuVxx', 'LB')
('AC22517-2022-11-01-7809','A434-15','APwtRoKih', 'UB')
('AC22517-2022-11-01-7810','A434-16','rysthMv', 'UB')
('SL22517-2022-11-01-7648','S319-16','eKmrJrds', 'SU')
('AC04652-2022-11-01-8055','A448-9','yikiBSSc', 'UB')
('AC22517-2022-11-02-7871','A438-5','vFLUpEgFYiurS', 'SL')
('AC04652-2022-11-02-7824','A435-12','IRODvSS', 'SU')
('SL04652-2022-11-02-7769','S324-17','ghMcnXzLvbvlq', 'LB')
('SL22517-2022-11-01-7682','S321-2','zMiLjwKLBEbce', 'MB')
('AC12058-2022-11-01-7820','A435-8','n', 'LB')
('AC12058-2022-11-01-7839','A436-9','JcvNJpjD', 'UB')
('SL12058-2022-11-01-7629','S318-21','yXBE', 'MB')
('AC12058-2022-11-01-7848','A436-18','qzz', 'SU')
('SL22517-2022-11-01-7716','S322-12','x', 'LB')
('SL22517-2022-11-01-7717','S322-13','WayzMqGSBmSJH', 'MB')
('AC04652-2022-11-01-8123','A452-5','SyFO', 'SL')
('AC22517-2022-11-01-7867','A438-1','dHqItrdWxq', 'LB')
('SL12058-2022-11-01-7632','S318-24','uaRxLN', 'SU')
('AC04652-2022-11-01-8126','A452-8','jL', 'LB')
('SL22517-2022-11-02-7799','S325-23','LA', 'SL')
('AC04652-2022-11-01-8228','A458-2','MUMvyOeNy', 'LB')
('SL04652-2022-11-01-7906','S330-10','UruMLaLwcRrpIA', 'MB')
('SL04652-2022-11-02-7912','S330-16','UDcQNwiaVZ', 'SU')
('AC12058-2022-11-01-7972','A443-16','pPkDPkmGHa', 'UB')
('AC04652-2022-11-01-8237','A458-11','Mzus', 'SL')
('AC12058-2022-11-01-7976','A444-2','bxRUPo', 'LB')
('AC04652-2022-11-02-8049','A448-3','db', 'UB')
('AC04652-2022-11-01-8289','A461-9','xHfLjblhd', 'UB')
('AC22517-2022-11-01-8018','A446-8','FiSjCBRWB', 'LB')
('AC22517-2022-11-01-8019','A446-9','viDgvrnSn', 'UB')
('AC04652-2022-11-01-8292','A461-12','hkEEHhwBO', 'SU')
('AC22517-2022-11-01-8022','A446-12','nEpAQBXAEXWeqDIY', 'SU')
('AC04652-2022-11-02-8076','A449-12','mbwsgWeJySWQSOXn', 'SU')
('SL04652-2022-11-02-7997','S334-5','BorrUaq', 'MB')
('AC04652-2022-11-02-8158','A454-4','kWJUJeMrayQcRf', 'UB')
('AC04652-2022-11-01-8394','A467-6','dJPtakulNN', 'SU')
('AC04652-2022-11-01-8415','A468-9','VQw', 'UB')
('AC22517-2022-11-01-8140','A453-4','rszaclGrCkzL', 'UB')
('SL12058-2022-11-01-7948','S332-4','DrLe', 'LB')
('SL04652-2022-11-01-8115','S339-3','WRRklyq', 'UB')
('SL04652-2022-11-02-8092','S338-4','QiPfkmvJ', 'LB')
('AC22517-2022-11-02-8222','A457-14','MKHG', 'LB')
('AC12058-2022-11-01-8179','A455-7','FKdAatkYdvmyiXl', 'LB')
('SL22517-2022-11-02-8118','S339-6','qCqxtUPgQIdx', 'UB')
('AC04652-2022-11-02-8210','A457-2','rGq', 'LB')
('AC12058-2022-11-01-8182','A455-10','SzBDvbvWNoRv', 'UB')
('AC12058-2022-11-01-8183','A455-11','IYaGZ', 'SL')
('SL04652-2022-11-02-8141','S340-5','k', 'MB')
('SL04652-2022-11-01-8183','S341-23','mcMJj', 'SL')
('AC04652-2022-11-01-8486','A472-8','FamgIrbEXAYpcf', 'LB')
('SL04652-2022-11-02-8145','S340-9','ZRjosFtAqFmfhj', 'LB')
('SL22517-2022-11-01-8074','S337-10','IWktc', 'MB')
('AC22517-2022-11-02-8276','A460-14','ccrcIyJXKH', 'LB')
('AC22517-2022-11-02-8277','A460-15','EnUoyKA', 'UB')
('SL12058-2022-11-01-8018','S335-2','THLLQh', 'MB')
('AC04652-2022-11-01-8489','A472-11','NPPDXdm', 'SL')
('SL04652-2022-11-02-8151','S340-15','BvZtuMR', 'SL')
('SL04652-2022-11-02-8152','S340-16','BZcDrmFXQx', 'SU')
('SL22517-2022-11-02-8173','S341-13','lafFPZ', 'MB')
('SL22517-2022-11-02-8174','S341-14','fSWDHGoQhj', 'UB')
('AC04652-2022-11-02-8275','A460-13','d', 'LB')
('AC22517-2022-11-02-8301','A462-3','ANlzbxIYDmpSpUHj', 'UB')
('SL22517-2022-11-02-8190','S342-6','Kmnu', 'UB')
('SL22517-2022-11-01-8108','S338-20','aiLgiakd', 'LB')
('SL04652-2022-11-01-8207','S342-23','cD', 'SL')
('SL22517-2022-11-01-8111','S338-23','evjxKlGCfIif', 'SL')
('AC22517-2022-11-01-8239','A458-13','bvmaMbVxgqHAKztR', 'LB')
('AC22517-2022-11-01-8242','A458-16','HPq', 'UB')
('AC04652-2022-11-01-8518','A474-4','abtwWHEDEl', 'UB')
('AC12058-2022-11-01-8301','A462-3','lQaOGdLmaVY', 'UB')
('AC22517-2022-11-01-8284','A461-4','fob', 'UB')
('SL22517-2022-11-02-8245','S344-13','EehkItOR', 'MB')
('SL04652-2022-11-01-8250','S344-18','dvmarStI', 'MB')
('AC04652-2022-11-01-8565','A476-15','ROsh', 'UB')
('SL04652-2022-11-01-8258','S345-2','lcyZvZCA', 'MB')
('SL04652-2022-11-01-8259','S345-3','WzmhsdlGjBraMliP', 'UB')
('AC22517-2022-11-01-8292','A461-12','YhpiTvqH', 'SU')
('SL22517-2022-11-01-8173','S341-13','D', 'MB')
('SL04652-2022-11-01-8275','S345-19','XSISwZhz', 'UB')
('AC04652-2022-11-02-8386','A466-16','dcheOwkMzCdic', 'UB')
('AC22517-2022-11-01-8330','A463-14','vZrRDufjEhXVG', 'LB')
('SL04652-2022-11-02-8272','S345-16','CEKU', 'SU')
('AC22517-2022-11-01-8331','A463-15','ltqBrOSey', 'UB')
('SL22517-2022-11-01-8222','S343-14','KLieawZxluKNcW', 'UB')
('SL04652-2022-11-01-8307','S347-3','kCiFiUUiqXvKkys', 'UB')
('AC04652-2022-11-02-8425','A469-1','PMdZnn', 'LB')
('AC22517-2022-11-01-8372','A466-2','zwOWy', 'LB')
('AC22517-2022-11-01-8373','A466-3','v', 'UB')
('AC04652-2022-11-01-8653','A481-13','RneK', 'LB')
('AC12058-2022-11-01-8384','A466-14','zqhDxxKLcpL', 'LB')
('AC04652-2022-11-02-8447','A470-5','QWEMwEac', 'SL')
('AC22517-2022-11-02-8488','A472-10','JwJDe', 'UB')
('SL04652-2022-11-01-8353','S349-1','tpVEiCyeJVSInT', 'LB')
('SL04652-2022-11-02-8349','S348-21','fzlembhrrdsk', 'MB')
('AC04652-2022-11-02-8460','A470-18','kUrXtZZ', 'SU')
('AC22517-2022-11-02-8504','A473-8','deKrBYvXYt', 'LB')
('SL04652-2022-11-02-8357','S349-5','eRPARnwBxw', 'MB')
('SL04652-2022-11-01-8366','S349-14','pynA', 'UB')
('AC22517-2022-11-01-8448','A470-6','QguGFwyXbXNiPOc', 'SU')
('AC04652-2022-11-01-8714','A485-2','LnuSLcHOsGgEI', 'LB')
('AC12058-2022-11-01-8448','A470-6','ii', 'SU')
('SL04652-2022-11-01-8419','S351-19','EQQKNGVYZDgeQ', 'UB')
('AC22517-2022-11-01-8484','A472-6','aHbpqDMG', 'SU')
('SL22517-2022-11-01-8365','S349-13','Ysj', 'MB')
('AC22517-2022-11-01-8527','A474-13','mqTuoXzxuMUdKsNa', 'LB')
('AC04652-2022-11-01-8822','A491-2','KQnMXklJfn', 'LB')
('AC22517-2022-11-01-8570','A477-2','FytmkPeo', 'LB')
('SL22517-2022-11-01-8455','S353-7','wwPkueqcRey', 'SL')
('SL04652-2022-11-01-8531','S356-11','pc', 'UB')
('AC04652-2022-11-01-8854','A492-16','Ys', 'UB')
('SL04652-2022-11-01-8545','S357-1','fzsJhQHtAeJRe', 'LB')
('SL22517-2022-11-01-8479','S354-7','dLSw', 'SL')
('SL12058-2022-11-01-8388','S350-12','Kn', 'LB')
('SL12058-2022-11-01-8408','S351-8','CtUpkVOpz', 'SU')
('SL04652-2022-11-02-8560','S357-16','IZYpocDhs', 'SU')
('SL04652-2022-11-01-8566','S357-22','XcqlWYMtpFnoOTBJ', 'UB')
('SL22517-2022-11-02-8532','S356-12','sEIeCDgSmEX', 'LB')
('SL04652-2022-11-01-8567','S357-23','DpEuNfj', 'SL')
('AC04652-2022-11-02-8677','A483-1','gNQzopVVHa', 'LB')
('AC04652-2022-11-02-8678','A483-2','KgO', 'LB')
('AC22517-2022-11-02-8711','A484-17','jIOsIJBWnoo', 'SL')
('SL04652-2022-11-02-8571','S358-3','Dab', 'UB')
('SL22517-2022-11-01-8573','S358-5','lLmN', 'MB')
('AC04652-2022-11-02-8740','A486-10','zFJPSvC', 'UB')
('AC22517-2022-11-02-8769','A488-3','pgmurVXRhFh', 'UB')
('SL22517-2022-11-02-8599','S359-7','QCi', 'SL')
('AC22517-2022-11-01-8700','A484-6','FH', 'SU')
('SL22517-2022-11-02-8602','S359-10','TrKqNvU', 'MB')
('AC22517-2022-11-02-8773','A488-7','zYAKCyg', 'LB')
('SL04652-2022-11-02-8637','S360-21','jFXYEyFsPPmIxu', 'MB')
('SL22517-2022-11-01-8589','S358-21','rcqDyWZGnsSfCcSg', 'MB')
('SL04652-2022-11-02-8648','S361-8','fGZTB', 'SU')
('SL04652-2022-11-02-8652','S361-12','aVzTIHkK', 'LB')
('AC12058-2022-11-01-8711','A484-17','blZbgVXIzp', 'SL')
('AC22517-2022-11-01-8742','A486-12','lCmDZQT', 'SU')
('SL22517-2022-11-02-8654','S361-14','pqshREMsm', 'UB')
('AC22517-2022-11-02-8814','A490-12','pRS', 'SU')
('AC22517-2022-11-01-8748','A486-18','lQJDXzgzdZyH', 'SU')
('AC04652-2022-11-02-8797','A489-13','vHIrSkO', 'LB')
('AC04652-2022-11-01-9028','A502-10','qeNYLvbnQXepDgk', 'UB')
('AC04652-2022-11-01-9029','A502-11','gFWxK', 'SL')
('SL12058-2022-11-01-8559','S357-15','RpIHURi', 'SL')
('SL04652-2022-11-02-8724','S364-12','TGWZJz', 'LB')
('SL04652-2022-11-02-8725','S364-13','CIbZBOp', 'MB')
('SL04652-2022-11-02-8726','S364-14','xhlKKehNN', 'UB')
('SL12058-2022-11-01-8564','S357-20','QmfOdQ', 'LB')
('SL22517-2022-11-01-8671','S362-7','jj', 'SL')
('SL22517-2022-11-02-8696','S363-8','zdtpSHlLK', 'SU')
('SL04652-2022-11-02-8730','S364-18','HDXM', 'MB')
('AC04652-2022-11-01-9078','A505-6','yM', 'SU')
('AC22517-2022-11-01-8800','A489-16','IoVEMZAEKEnRLh', 'UB')
('SL04652-2022-11-01-8743','S365-7','chDiLiIuA', 'SL')
('AC22517-2022-11-01-8808','A490-6','EYoafmUxewQotNE', 'SU')
('AC22517-2022-11-02-8872','A493-16','mEyDhJQwzR', 'UB')
('SL22517-2022-11-02-8730','S364-18','oLBax', 'MB')
('SL04652-2022-11-01-8749','S365-13','ugaPMNEyeC', 'MB')
('AC12058-2022-11-01-8809','A490-7','L', 'LB')
('SL04652-2022-11-02-8761','S366-1','zWdeYVYo', 'LB')
('AC12058-2022-11-01-8811','A490-9','ANhbApIATElexL', 'UB')
('AC22517-2022-11-02-8878','A494-4','T', 'UB')
('SL22517-2022-11-01-8719','S364-7','EloCRigAAlc', 'SL')
('SL12058-2022-11-01-8612','S359-20','r', 'LB')
('AC22517-2022-11-01-8830','A491-10','Kvv', 'UB')
