('SL22517-2022-11-02-1698','S71-18','uSuTmFXGE', 'MB')
('AC12058-2022-11-01-9758','A543-2','ztluHZ', 'LB')
('SL04652-2022-11-02-9646','S402-22','SGhWNgUAVsegFsK', 'UB')
('AC22517-2022-11-02-9781','A544-7','GnnWarShacGiqlJ', 'LB')
('AC12058-2022-11-01-9771','A543-15','YlrJHoihO', 'UB')
('AC04652-2022-11-02-9770','A543-14','lOpUfa', 'LB')
('AC04652-2022-11-01-10006','A556-16','chuabbsqGSRXcX', 'UB')
('AC04652-2022-11-01-10007','A556-17','vkLyypiAHhBreFJd', 'SL')
('AC12058-2022-11-01-9772','A543-16','G', 'UB')
('SL04652-2022-11-02-9665','S403-17','CjPREew', 'LB')
('AC22517-2022-11-02-9800','A545-8','lFFdAvJwrdXBkW', 'LB')
('AC22517-2022-11-01-9761','A543-5','hJwXmTvUT', 'SL')
('AC04652-2022-11-01-10017','A557-9','GmwzYXtSyJ', 'UB')
('AC22517-2022-11-01-9762','A543-6','Iv', 'SU')
('SL12058-2022-11-01-9532','S398-4','gCEgnGn', 'LB')
('AC04652-2022-11-02-9787','A544-13','oferqfqj', 'LB')
('SL12058-2022-11-01-9533','S398-5','HxMXR', 'MB')
('SL22517-2022-11-01-9609','S401-9','mXgkxawg', 'LB')
('AC22517-2022-11-02-9807','A545-15','mYh', 'UB')
('SL04652-2022-11-01-9676','S404-4','opmdQt', 'LB')
('SL22517-2022-11-02-9714','S405-18','MUaGuuEPnfKRv', 'MB')
('SL04652-2022-11-01-9680','S404-8','nbHwJOSua', 'SU')
('SL22517-2022-11-02-9738','S406-18','kgPpjsolUwPW', 'MB')
('SL22517-2022-11-02-9742','S406-22','TlC', 'UB')
('AC12058-2022-11-01-9823','A546-13','jDw', 'LB')
('SL22517-2022-11-02-9744','S406-24','tU', 'SU')
('AC22517-2022-11-02-9847','A548-1','ozGWG', 'LB')
('SL22517-2022-11-02-9753','S407-9','kGCcpTBaxlP', 'LB')
('AC04652-2022-11-02-9834','A547-6','d', 'SU')
('AC04652-2022-11-02-9835','A547-7','CMYYJ', 'LB')
('AC22517-2022-11-02-9857','A548-11','JzMP', 'SL')
('AC22517-2022-11-02-9858','A548-12','soC', 'SU')
('AC04652-2022-11-01-10060','A559-16','tRhkTnhjtvUs', 'UB')
('SL04652-2022-11-02-9731','S406-11','HlaiwMkARpzA', 'UB')
('AC04652-2022-11-01-10067','A560-5','d', 'SL')
('AC12058-2022-11-01-9843','A547-15','gbhhDJCNKzFT', 'UB')
('SL04652-2022-11-02-9739','S406-19','YhmYZ', 'UB')
('AC22517-2022-11-01-9835','A547-7','QjXZhaEssuiyg', 'LB')
('AC04652-2022-11-02-9851','A548-5','U', 'SL')
('SL22517-2022-11-01-9666','S403-18','zKwStIEz', 'MB')
('AC04652-2022-11-02-9909','A551-9','EljS', 'UB')
('AC04652-2022-11-01-10130','A563-14','docpe', 'LB')
('SL12058-2022-11-01-9728','S406-8','eGOrFtrmtNbSNcLn', 'SU')
('AC12058-2022-11-01-9983','A555-11','EoNHWDfkKXp', 'SL')
('AC12058-2022-11-01-9984','A555-12','ArRwaOI', 'SU')
('SL12058-2022-11-01-9730','S406-10','b', 'MB')
('AC12058-2022-11-01-9986','A555-14','AutXXKvcP', 'LB')
('AC22517-2022-11-02-10014','A557-6','cprlLByUW', 'SU')
('SL12058-2022-11-01-9745','S407-1','LgousCqjgAnS', 'LB')
('AC12058-2022-11-01-10037','A558-11','xPdNvmiw', 'SL')
('SL04652-2022-11-02-9949','S415-13','fGcDR', 'MB')
('AC12058-2022-11-01-10056','A559-12','ZUoEdkvSEiruLs', 'SU')
('AC04652-2022-11-01-10267','A571-7','CIaG', 'LB')
('AC04652-2022-11-02-10076','A560-14','MLJcMBbKo', 'LB')
('AC22517-2022-11-01-10058','A559-14','BkyV', 'LB')
('AC12058-2022-11-01-10210','A568-4','qGfWQvnruM', 'UB')
('AC22517-2022-11-02-10216','A568-10','KUMePtJqeNlMqs', 'UB')
('AC22517-2022-11-02-10219','A568-13','SKJle', 'LB')
('AC04652-2022-11-01-10529','A585-17','BCQTcLnOQyIqCtg', 'SL')
('AC04652-2022-11-02-10340','A575-8','QuZFdMRVXFSCo', 'LB')
('SL12058-2022-11-01-10073','S420-17','LPk', 'LB')
('AC12058-2022-11-01-10336','A575-4','YQLn', 'UB')
('SL04652-2022-11-01-10208','S426-8','XhJC', 'SU')
('SL22517-2022-11-02-10217','S426-17','GltkbmWiqcIB', 'LB')
('AC12058-2022-11-01-10342','A575-10','YseFPGUckFS', 'UB')
('SL04652-2022-11-01-10216','S426-16','fMKYzRm', 'SU')
('SL04652-2022-11-02-10257','S428-9','HWaLIcx', 'LB')
('AC04652-2022-11-01-10535','A586-5','LqgwzKjADGQYP', 'SL')
('SL22517-2022-11-02-10252','S428-4','rEEBexKNDLQj', 'LB')
('SL12058-2022-11-01-10100','S421-20','rlcqo', 'LB')
('SL22517-2022-11-02-10260','S428-12','iDFYlfWC', 'LB')
('SL12058-2022-11-01-10108','S422-4','wRx', 'LB')
('AC22517-2022-11-01-10350','A575-18','DaaRmpvqMyzPjxac', 'SU')
('SL22517-2022-11-01-10175','S424-23','uIcSzjETdTRIf', 'SL')
('SL04652-2022-11-02-10278','S429-6','AcQueBATXZMXxqw', 'UB')
('SL04652-2022-11-02-10279','S429-7','aiWUBQWke', 'SL')
('SL22517-2022-11-02-10263','S428-15','Knf', 'SL')
('SL22517-2022-11-02-10264','S428-16','dbMCYKy', 'SU')
('SL04652-2022-11-01-10243','S427-19','reQpmyWHro', 'UB')
('AC22517-2022-11-02-10447','A581-7','GXbiHDpiVcOVUGc', 'LB')
('SL12058-2022-11-01-10192','S425-16','wCUwmQ', 'SU')
('AC04652-2022-11-02-10453','A581-13','crE', 'LB')
('AC04652-2022-11-01-10645','A592-7','itUogxGR', 'LB')
('SL04652-2022-11-02-10402','S434-10','tCkSMXxFn', 'MB')
('SL12058-2022-11-01-10233','S427-9','s', 'LB')
('AC04652-2022-11-02-10496','A584-2','luIlvZxK', 'LB')
('AC12058-2022-11-01-10495','A584-1','UPC', 'LB')
('AC04652-2022-11-01-10688','A594-14','vXLBaNsNAgHYDo', 'LB')
('SL22517-2022-11-02-10423','S435-7','NXUmuDeRD', 'SL')
('SL12058-2022-11-01-10248','S427-24','utmmxhVtxfJpebFP', 'SU')
('AC22517-2022-11-02-10510','A584-16','u', 'UB')
('AC22517-2022-11-01-10482','A583-6','tPZGCarpTlczKWEx', 'SU')
('AC22517-2022-11-01-10483','A583-7','FAAZxhoTStwwuW', 'LB')
('SL04652-2022-11-02-10422','S435-6','nCNlgc', 'UB')
('SL22517-2022-11-01-10319','S430-23','iARxJlyDaHTP', 'SL')
('SL04652-2022-11-01-10393','S434-1','xkhLiNwc', 'LB')
('SL22517-2022-11-02-10442','S436-2','injgvRZEvt', 'MB')
('SL04652-2022-11-02-10481','S437-17','VGXpj', 'LB')
('AC04652-2022-11-02-10571','A588-5','E', 'SL')
('SL04652-2022-11-02-10483','S437-19','oByMgzWLmUs', 'UB')
('AC04652-2022-11-01-10746','A597-18','KhV', 'SU')
('AC22517-2022-11-02-10664','A593-8','fJXZrKxiqo', 'LB')
('SL04652-2022-11-01-10533','S439-21','sNDXPYXIVKMeJjZN', 'MB')
('AC04652-2022-11-01-10833','A602-15','xG', 'UB')
('SL22517-2022-11-01-10473','S437-9','ucpTrkbxLswmdpIO', 'LB')
('SL04652-2022-11-02-10583','S441-23','XlpqUDFi', 'SL')
('AC04652-2022-11-01-10849','A603-13','CmKasBb', 'LB')
('AC04652-2022-11-01-10851','A603-15','ynE', 'UB')
('SL22517-2022-11-02-10594','S442-10','amcodcVgOKLnBg', 'MB')
('AC22517-2022-11-02-10695','A595-3','OOUi', 'UB')
('SL04652-2022-11-01-10560','S440-24','zFPA', 'SU')
('SL12058-2022-11-01-10448','S436-8','msOdxQV', 'SU')
('AC12058-2022-11-01-10672','A593-16','xu', 'UB')
('AC22517-2022-11-02-10700','A595-8','igPQvJyrf', 'LB')
('SL04652-2022-11-02-10606','S442-22','VVvaBOQlYRvDJv', 'UB')
('AC04652-2022-11-02-10697','A595-5','DLHhtVAJ', 'SL')
('SL22517-2022-11-01-10505','S438-17','IpbDxkSpx', 'LB')
('SL22517-2022-11-02-10617','S443-9','XpVINWEILVtCd', 'LB')
