('SL12058-2022-11-01-1','S1-1','thYjYi', 'LB')
('SL04652-2022-11-01-4332','S181-12','bKAbVjuDbZbbzK', 'LB')
('SL22517-2022-11-02-4411','S184-19','iNfZjS', 'UB')
('SL04652-2022-11-01-4333','S181-13','mET', 'MB')
('SL04652-2022-11-02-4249','S178-1','sCtYEGeqIa', 'LB')
('SL22517-2022-11-02-4413','S184-21','wuKLkb', 'MB')
('AC04652-2022-11-01-4362','A243-6','gfjcAmdbaR', 'SU')
('SL22517-2022-11-01-4345','S182-1','nxERePZDzRA', 'LB')
('AC22517-2022-11-01-4173','A232-15','D', 'UB')
('SL22517-2022-11-01-4347','S182-3','tSCWLRVavrgra', 'UB')
('SL22517-2022-11-02-4416','S184-24','bqmLnhHba', 'SU')
('AC22517-2022-11-01-4175','A232-17','MjEWVCdHeqPLfwN', 'SL')
('SL04652-2022-11-01-4334','S181-14','HaemeTDJA', 'UB')
('SL12058-2022-11-01-4332','S181-12','uNGzRgo', 'LB')
('AC04652-2022-11-01-4374','A243-18','QStbGBKFVRkqn', 'SU')
('AC04652-2022-11-01-4375','A244-1','CxItu', 'LB')
('SL22517-2022-11-02-4429','S185-13','iJqKHtypuZusxvGC', 'MB')
('AC04652-2022-11-02-4287','A239-3','JLiDEGErphuqt', 'UB')
('AC12058-2022-11-01-4348','A242-10','YVNyPVeaylWi', 'UB')
('AC22517-2022-11-02-4413','A246-3','IY', 'UB')
('AC04652-2022-11-02-4290','A239-6','wTypUfQaSIxRnPVX', 'SU')
('AC22517-2022-11-02-4415','A246-5','lJookjCsxqzs', 'SL')
('AC04652-2022-11-02-4293','A239-9','YPzWPyp', 'UB')
('SL12058-2022-11-01-4344','S181-24','eZeuJaiuZVzl', 'SU')
('AC04652-2022-11-02-4295','A239-11','OntJUlI', 'SL')
('AC22517-2022-11-02-4420','A246-10','eYOiycPRoY', 'UB')
('AC22517-2022-11-02-4423','A246-13','YMgjWyKTEC', 'LB')
('AC12058-2022-11-01-4357','A243-1','efHqZRWS', 'LB')
('AC22517-2022-11-02-4425','A246-15','FeUDfOruDkhFnoI', 'UB')
('SL04652-2022-11-02-4278','S179-6','QBKSBKJCNZFAY', 'UB')
('AC12058-2022-11-01-4359','A243-3','vlfJuNXCkV', 'UB')
('AC04652-2022-11-02-4304','A240-2','VzHQc', 'LB')
('AC22517-2022-11-02-4428','A246-18','SbSOJYXLCUKcOQC', 'SU')
('AC04652-2022-11-02-4305','A240-3','lOEIYG', 'UB')
('SL22517-2022-11-01-4374','S183-6','iwAYRxgTyFudIh', 'UB')
('AC04652-2022-11-01-4402','A245-10','kPf', 'UB')
('AC04652-2022-11-01-4403','A245-11','YXNUQuPStqsmqClc', 'SL')
('AC04652-2022-11-02-4309','A240-7','UPWbAjgDMyFQl', 'LB')
('AC22517-2022-11-02-4434','A247-6','wrMrEngGMzggnOs', 'SU')
('AC22517-2022-11-02-4435','A247-7','qLmDj', 'LB')
('AC04652-2022-11-01-4413','A246-3','UecjuE', 'UB')
('SL22517-2022-11-01-4385','S183-17','JPWBimCS', 'LB')
('AC22517-2022-11-02-4457','A248-11','CtqeQKTj', 'SL')
('AC04652-2022-11-01-4439','A247-11','O', 'SL')
('AC04652-2022-11-01-4440','A247-12','i', 'SU')
('AC22517-2022-11-01-4221','A235-9','NTgDrKNQZSCiQJ', 'UB')
('AC04652-2022-11-01-4442','A247-14','KkIvKlilsDiQWxIh', 'LB')
('SL22517-2022-11-02-4487','S187-23','K', 'SL')
('AC12058-2022-11-01-4390','A244-16','zsoALCB', 'UB')
('SL04652-2022-11-02-4318','S180-22','cxXfMtHnFjktI', 'UB')
('AC04652-2022-11-02-4347','A242-9','qG', 'UB')
('SL22517-2022-11-02-4490','S188-2','NwkMGMNHHzn', 'MB')
('AC12058-2022-11-01-4395','A245-3','BCJviiTNZ', 'UB')
('AC22517-2022-11-01-4227','A235-15','OQeRkzDIbe', 'UB')
('SL22517-2022-11-02-4492','S188-4','bzYLNVrBmapRhFFL', 'LB')
('SL22517-2022-11-01-4409','S184-17','P', 'LB')
('SL22517-2022-11-02-4497','S188-9','xIDDpDyRqjodSQf', 'LB')
('AC22517-2022-11-01-4235','A236-5','yskaTGFRNHEvw', 'SL')
('SL04652-2022-11-01-4405','S184-13','WiNHxmqyG', 'MB')
('AC22517-2022-11-02-4478','A249-14','GyBLYZ', 'LB')
('AC22517-2022-11-02-4479','A249-15','JcwiSQmcaMET', 'UB')
('AC22517-2022-11-01-4239','A236-9','AwGiUbaIzIwrk', 'UB')
('AC22517-2022-11-01-4243','A236-13','eCx', 'LB')
('SL22517-2022-11-02-4506','S188-18','nBwtyR', 'MB')
('SL04652-2022-11-02-4336','S181-16','bYG', 'SU')
('AC22517-2022-11-02-4482','A249-18','zKFguQ', 'SU')
('SL04652-2022-11-02-4337','S181-17','LRiOHXuAeYAO', 'LB')
('AC04652-2022-11-01-4462','A248-16','ZnxJkxnHHw', 'UB')
('AC22517-2022-11-01-4250','A237-2','wAsz', 'LB')
('SL12058-2022-11-01-4418','S185-2','iVcDMdZvCA', 'MB')
('SL22517-2022-11-01-4438','S185-22','plKfigifw', 'UB')
('SL12058-2022-11-01-4426','S185-10','QYsQxdq', 'MB')
('AC12058-2022-11-01-4427','A246-17','VNQFF', 'SL')
('SL04652-2022-11-01-4431','S185-15','mvqQmsqgSkPbxZ', 'SL')
('SL22517-2022-11-01-4448','S186-8','llbfnLgScxN', 'SU')
('SL04652-2022-11-01-4433','S185-17','cDwxphCFQ', 'LB')
('AC04652-2022-11-01-4481','A249-17','kpyfDyYOUJa', 'SL')
('AC22517-2022-11-02-4501','A251-1','LibyQYslqQNPjxid', 'LB')
('AC22517-2022-11-01-4266','A237-18','wBTNSSh', 'SU')
('SL04652-2022-11-02-4360','S182-16','asZg', 'SU')
('SL22517-2022-11-02-4530','S189-18','LqYRjDCrWsR', 'MB')
('SL04652-2022-11-02-4362','S182-18','zrla', 'MB')
('SL22517-2022-11-02-4532','S189-20','mbTdRUqcSqY', 'LB')
('SL22517-2022-11-01-4457','S186-17','wEhA', 'LB')
('AC12058-2022-11-01-4436','A247-8','UUQyWCSSOe', 'LB')
('SL22517-2022-11-01-4460','S186-20','jEvDy', 'LB')
('SL22517-2022-11-02-4535','S189-23','T', 'SL')
('AC22517-2022-11-01-4275','A238-9','s', 'UB')
('SL22517-2022-11-01-4464','S186-24','RMPuxIvotCt', 'SU')
('AC22517-2022-11-02-4509','A251-9','FMUwD', 'UB')
('SL04652-2022-11-02-4372','S183-4','IGoEQik', 'LB')
('AC22517-2022-11-02-4546','A253-10','CGjyxq', 'UB')
('SL04652-2022-11-02-4411','S184-19','NuRu', 'UB')
('AC22517-2022-11-01-4326','A241-6','auJcaJKb', 'SU')
('SL04652-2022-11-02-4416','S184-24','hGNTzaYrqpENq', 'SU')
('AC04652-2022-11-02-4434','A247-6','FKxVoYVOdBDfq', 'SU')
('SL22517-2022-11-01-4511','S188-23','DZ', 'SL')
('SL22517-2022-11-01-4512','S188-24','ZEqXVdUSnHNj', 'SU')
('AC12058-2022-11-01-4487','A250-5','AoVM', 'SL')
('AC04652-2022-11-01-4542','A253-6','StOiN', 'SU')
('AC22517-2022-11-02-4550','A253-14','XwyI', 'LB')
('AC22517-2022-11-02-4551','A253-15','ZhfqFQjHzcWLuB', 'UB')
('SL22517-2022-11-02-4589','S192-5','SjOmFuFCJtGh', 'MB')
('SL22517-2022-11-01-4577','S191-17','FRgxYVxpoIgYP', 'LB')
('SL04652-2022-11-01-4564','S191-4','nIhSuBZUxTIT', 'LB')
('AC04652-2022-11-01-4608','A256-18','DFyOaTuTVcdkJ', 'SU')
('AC22517-2022-11-02-4606','A256-16','gAHfAacsN', 'UB')
('AC22517-2022-11-02-4609','A257-1','HwA', 'LB')
('AC22517-2022-11-02-4611','A257-3','E', 'UB')
('AC22517-2022-11-02-4614','A257-6','GUgx', 'SU')
('SL12058-2022-11-01-4549','S190-13','RCxFvTbVxF', 'MB')
('SL04652-2022-11-01-4574','S191-14','LiaFKSAtVngq', 'UB')
('SL22517-2022-11-01-4586','S192-2','FanszADEtRtIep', 'MB')
('AC22517-2022-11-02-4620','A257-12','uYzISCreQMqu', 'SU')
('SL04652-2022-11-01-4578','S191-18','dImNRXvRJk', 'MB')
('SL22517-2022-11-01-4591','S192-7','laNiN', 'SL')
('SL04652-2022-11-02-4501','S188-13','EvSUUql', 'MB')
('AC04652-2022-11-02-4524','A252-6','GT', 'SU')
('AC22517-2022-11-02-4630','A258-4','nGJzLUtimFF', 'UB')
('SL22517-2022-11-01-4597','S192-13','nSy', 'MB')
('SL04652-2022-11-02-4507','S188-19','KPkVhQXcuUa', 'UB')
('AC22517-2022-11-01-4413','A246-3','jVqV', 'UB')
('AC22517-2022-11-02-4636','A258-10','jTEVv', 'UB')
('AC22517-2022-11-01-4414','A246-4','fxrEgvzW', 'UB')
('AC04652-2022-11-01-4629','A258-3','uLGVCphWYRrQlm', 'UB')
('SL22517-2022-11-01-4599','S192-15','BCj', 'SL')
('SL04652-2022-11-01-4599','S192-15','thBuTBAAhDcYd', 'SL')
('AC22517-2022-11-02-4669','A260-7','KToBfhNKa', 'LB')
('AC04652-2022-11-02-4565','A254-11','vxuQtg', 'SL')
('AC22517-2022-11-02-4672','A260-10','OL', 'UB')
('AC22517-2022-11-01-4452','A248-6','p', 'SU')
('AC22517-2022-11-01-4453','A248-7','xXcvbIhiu', 'LB')
('AC12058-2022-11-01-4625','A257-17','Y', 'SL')
('SL22517-2022-11-01-4631','S193-23','nUebQx', 'SL')
('AC04652-2022-11-01-4672','A260-10','bskh', 'UB')
('AC04652-2022-11-02-4573','A255-1','dbHXBMvPqZcAen', 'LB')
('AC22517-2022-11-01-4460','A248-14','HmjovIRN', 'LB')
('SL22517-2022-11-02-4706','S197-2','KRpKqBmivHsstVf', 'MB')
('AC12058-2022-11-01-4631','A258-5','WDdlCPqXipcHYSQf', 'SL')
('AC22517-2022-11-01-4463','A248-17','DInyBIgGtT', 'SL')
('AC12058-2022-11-01-4634','A258-8','CzrWdxnlskuBpzP', 'LB')
('SL04652-2022-11-02-4568','S191-8','VLWtpkQKN', 'SU')
('SL12058-2022-11-01-4620','S193-12','xOI', 'LB')
('SL12058-2022-11-01-4666','S195-10','gcM', 'MB')
('AC12058-2022-11-01-4679','A260-17','VvxkJL', 'SL')
('AC22517-2022-11-02-4742','A264-8','oHp', 'LB')
('SL22517-2022-11-01-4677','S195-21','ZYQuFwaIg', 'MB')
('AC12058-2022-11-01-4691','A261-11','eMVOYHdCMUXFD', 'SL')
('SL12058-2022-11-01-4676','S195-20','pANFQDmchrAF', 'LB')
('AC04652-2022-11-02-4626','A257-18','EJUU', 'SU')
('AC04652-2022-11-02-4635','A258-9','POF', 'UB')
('SL12058-2022-11-01-4689','S196-9','OfnLNVUxFobp', 'LB')
('AC22517-2022-11-02-4766','A265-14','GHMgVLbtfXvRFFli', 'LB')
('SL12058-2022-11-01-4691','S196-11','dbLSUqBXuwEoMa', 'UB')
('SL12058-2022-11-01-4692','S196-12','liPxTdhDdz', 'LB')
('AC04652-2022-11-01-4751','A264-17','uPRHohaOwrf', 'SL')
('SL22517-2022-11-02-4783','S200-7','V', 'SL')
('AC04652-2022-11-01-4753','A265-1','yRfaWleB', 'LB')
('SL12058-2022-11-01-4697','S196-17','OFROhiCebYFgo', 'LB')
('SL22517-2022-11-01-4702','S196-22','VhTrlVhFR', 'UB')
('AC22517-2022-11-01-4535','A252-17','QFAMfxdsw', 'SL')
('AC04652-2022-11-02-4642','A258-16','bjnHbhpPldgLeJ', 'UB')
('SL22517-2022-11-02-4785','S200-9','slKjsfibrxos', 'LB')
('AC22517-2022-11-01-4537','A253-1','llEsiPN', 'LB')
('SL04652-2022-11-02-4648','S194-16','hLewmpea', 'SU')
('SL22517-2022-11-01-4706','S197-2','kKLKWdKL', 'MB')
('SL04652-2022-11-01-4710','S197-6','YFoNAoMpkpZ', 'UB')
('AC12058-2022-11-01-4713','A262-15','aZptPBPbqSJPGTzc', 'UB')
('SL04652-2022-11-01-4711','S197-7','xoUsaJsVgGm', 'SL')
('AC22517-2022-11-02-4779','A266-9','sKOuFdJstPpJ', 'UB')
('SL22517-2022-11-02-4792','S200-16','yi', 'SU')
('SL22517-2022-11-01-4711','S197-7','f', 'SL')
('SL04652-2022-11-01-4716','S197-12','W', 'LB')
('SL04652-2022-11-01-4721','S197-17','iOgKW', 'LB')
('SL04652-2022-11-02-4658','S195-2','R', 'MB')
('SL22517-2022-11-01-4717','S197-13','WXdLvTKNdDYetY', 'MB')
('SL22517-2022-11-02-4797','S200-21','gxdvQgsCf', 'MB')
('AC22517-2022-11-02-4790','A267-2','hBYd', 'LB')
('SL22517-2022-11-02-4799','S200-23','sJTZYUbkQMW', 'SL')
('SL22517-2022-11-01-4718','S197-14','HzBYrCy', 'UB')
('AC22517-2022-11-01-4552','A253-16','Tw', 'UB')
('AC22517-2022-11-01-4558','A254-4','AQalk', 'UB')
('SL04652-2022-11-02-4662','S195-6','LS', 'UB')
('AC22517-2022-11-02-4801','A267-13','EQO', 'LB')
('AC22517-2022-11-02-4802','A267-14','od', 'LB')
('SL22517-2022-11-01-4727','S197-23','gFRuSKnGI', 'SL')
('AC12058-2022-11-01-4742','A264-8','gPIXhYoKgu', 'LB')
('SL12058-2022-11-01-4728','S197-24','ExgZPRUYFOG', 'SU')
('SL12058-2022-11-01-4729','S198-1','U', 'LB')
('SL04652-2022-11-01-4744','S198-16','VEkfWD', 'SU')
('AC04652-2022-11-02-4671','A260-9','UaWpVSmqecigTpp', 'UB')
('AC04652-2022-11-01-4784','A266-14','nMMPxCdnhucweiFJ', 'LB')
('AC22517-2022-11-02-4815','A268-9','spJjdgQqJol', 'UB')
('SL04652-2022-11-01-4754','S199-2','QeWCen', 'MB')
('SL12058-2022-11-01-4733','S198-5','aIFuJ', 'MB')
('SL04652-2022-11-02-4722','S197-18','ZRjBk', 'MB')
('SL04652-2022-11-01-4787','S200-11','jpongZysHCw', 'UB')
('AC22517-2022-11-01-4620','A257-12','dzvZaWtKzKRqroLg', 'SU')
('AC04652-2022-11-02-4717','A263-1','pBksUnFODGWAYfp', 'LB')
('AC22517-2022-11-02-4890','A272-12','xTsHEcPlF', 'SU')
('SL04652-2022-11-01-4886','S204-14','Yg', 'UB')
('SL04652-2022-11-01-4887','S204-15','qfR', 'SL')
('AC12058-2022-11-01-4881','A272-3','FgMbNlDwyd', 'UB')
('AC22517-2022-11-02-4948','A275-16','PJlTyis', 'UB')
('SL12058-2022-11-01-4845','S202-21','Ox', 'MB')
('SL04652-2022-11-02-4821','S201-21','aygMhFyBMmGuaZGw', 'MB')
('AC22517-2022-11-01-4723','A263-7','rUiRLH', 'LB')
('AC22517-2022-11-01-4724','A263-8','KZvqf', 'LB')
('SL04652-2022-11-01-4893','S204-21','x', 'MB')
('SL04652-2022-11-01-4894','S204-22','pGiLgmVKwcBnnHZ', 'UB')
('SL22517-2022-11-01-4866','S203-18','jBPNCYIqiwD', 'MB')
('AC12058-2022-11-01-4887','A272-9','IqjmYhYoFCPLIYm', 'UB')
('AC22517-2022-11-02-4958','A276-8','ilLoSeiOFOMk', 'LB')
('AC04652-2022-11-02-4814','A268-8','VDfKrAlZe', 'LB')
('SL04652-2022-11-02-4831','S202-7','SsWdWPYnh', 'SL')
('AC04652-2022-11-02-4817','A268-11','PZmNwmY', 'SL')
('SL04652-2022-11-01-4907','S205-11','qkLetBczwM', 'UB')
('AC04652-2022-11-02-4820','A268-14','FC', 'LB')
('AC04652-2022-11-02-4821','A268-15','rNqVBeYSYCURN', 'UB')
('AC04652-2022-11-02-4822','A268-16','diqeLdgWRQbK', 'UB')
('SL04652-2022-11-01-4911','S205-15','ZeDntqTsvBbGHb', 'SL')
('AC12058-2022-11-01-4893','A272-15','qyIWWjYaTB', 'UB')
('SL12058-2022-11-01-4859','S203-11','vE', 'UB')
('SL04652-2022-11-02-4844','S202-20','cmfCpuy', 'LB')
('SL12058-2022-11-01-4860','S203-12','tr', 'LB')
('AC22517-2022-11-02-4972','A277-4','tWtzHPsIdPAYShPy', 'UB')
('AC22517-2022-11-01-4747','A264-13','ALitUvPra', 'LB')
('SL04652-2022-11-01-4916','S205-20','FiydW', 'LB')
('SL12058-2022-11-01-4863','S203-15','nBzavjHDmDg', 'SL')
('SL22517-2022-11-01-4888','S204-16','AUj', 'SU')
('SL22517-2022-11-02-4974','S208-6','eEToOvnUyw', 'UB')
('SL04652-2022-11-01-4920','S205-24','bCBpVFwFEMzE', 'SU')
('AC22517-2022-11-02-4981','A277-13','NcOWvJZWmCpZVsgO', 'LB')
('SL04652-2022-11-02-4851','S203-3','CsAJJnoJuJTyhL', 'UB')
('AC04652-2022-11-02-4840','A269-16','vpfRG', 'UB')
('AC04652-2022-11-02-4841','A269-17','jDPXgZIpbgxHWJAf', 'SL')
('AC22517-2022-11-02-4993','A278-7','inYByDhLC', 'LB')
('SL12058-2022-11-01-4877','S204-5','NP', 'MB')
('SL22517-2022-11-02-4985','S208-17','wStRjNgrJa', 'LB')
('AC12058-2022-11-01-4908','A273-12','GsjBkyn', 'SU')
('AC22517-2022-11-02-5001','A278-15','Ebedyh', 'UB')
('SL12058-2022-11-01-4884','S204-12','MTboav', 'LB')
('AC12058-2022-11-01-4911','A273-15','eJ', 'UB')
('AC04652-2022-11-01-4939','A275-7','qKPmGWdVyHbUHo', 'LB')
('AC12058-2022-11-01-4914','A273-18','zTlyeRyKqP', 'SU')
('AC04652-2022-11-01-4942','A275-10','GGiqMhqyC', 'UB')
('AC22517-2022-11-01-4768','A265-16','VqFdMjsYe', 'UB')
('AC22517-2022-11-02-5007','A279-3','FlgpYYhEoS', 'UB')
('AC22517-2022-11-02-5008','A279-4','LaeZhqtOSHzi', 'UB')
('AC22517-2022-11-02-5009','A279-5','aDgnnBUZOInOCfLI', 'SL')
('SL04652-2022-11-01-4946','S207-2','EJtPUmYQchc', 'MB')
('SL04652-2022-11-02-4875','S204-3','S', 'UB')
('AC04652-2022-11-02-4871','A271-11','b', 'SL')
('AC12058-2022-11-01-4929','A274-15','nuazvDzXzYfF', 'UB')
('SL22517-2022-11-01-4913','S205-17','wiZD', 'LB')
('SL12058-2022-11-01-4896','S204-24','HEfFnGcYqnSWb', 'SU')
('AC04652-2022-11-02-4873','A271-13','fXeXYVsVEsMFE', 'LB')
('SL12058-2022-11-01-4932','S206-12','CEjjkqTtU', 'LB')
('AC04652-2022-11-01-4997','A278-11','AlcKVKLV', 'SL')
('AC12058-2022-11-01-4968','A276-18','KhaZdJjgqAzOA', 'SU')
('AC22517-2022-11-02-5055','A281-15','pHniPfM', 'UB')
('SL04652-2022-11-01-4997','S209-5','zsJAmuA', 'MB')
('AC22517-2022-11-01-4813','A268-7','kYMRdhgDud', 'LB')
('SL22517-2022-11-01-4960','S207-16','WgBjSPsutm', 'SU')
('AC04652-2022-11-02-4920','A274-6','NtnnUz', 'SU')
('SL22517-2022-11-02-5049','S211-9','fnHAdp', 'LB')
('AC04652-2022-11-01-5003','A278-17','WD', 'SL')
('AC22517-2022-11-01-4816','A268-10','mygtgQMVm', 'UB')
('AC22517-2022-11-02-5060','A282-2','Y', 'LB')
('SL04652-2022-11-02-4934','S206-14','ZIvQN', 'UB')
('AC04652-2022-11-02-4928','A274-14','DCRdmHkLVAY', 'LB')
('AC04652-2022-11-02-4929','A274-15','TYeOSNEINBppo', 'UB')
('AC12058-2022-11-01-4983','A277-15','DozfTKhMmiTNdy', 'UB')
('SL04652-2022-11-01-5009','S209-17','pBKozTxXVjkkeXs', 'LB')
('AC04652-2022-11-01-5010','A279-6','WWTmhtMuBzvp', 'SU')
('SL22517-2022-11-02-5060','S211-20','ToymVUH', 'LB')
('SL04652-2022-11-02-4939','S206-19','bsXMYtYUHsgX', 'UB')
('AC04652-2022-11-01-5013','A279-9','qMW', 'UB')
('AC04652-2022-11-02-4936','A275-4','TqZOYUkN', 'UB')
('SL22517-2022-11-01-4978','S208-10','UXDDoNXjBI', 'MB')
('AC12058-2022-11-01-4990','A278-4','UVr', 'UB')
('AC12058-2022-11-01-4991','A278-5','CplaCiJLIFpJwdN', 'SL')
('AC22517-2022-11-01-4831','A269-7','RBQUZfTDAzmt', 'LB')
('AC12058-2022-11-01-4992','A278-6','q', 'SU')
('AC04652-2022-11-01-5016','A279-12','SREjTszWyOGe', 'SU')
('AC04652-2022-11-01-5017','A279-13','rlrchwLYeb', 'LB')
('AC12058-2022-11-01-4994','A278-8','QvVuVefzYrROpZ', 'LB')
('SL22517-2022-11-01-4985','S208-17','yAvuWvUjML', 'LB')
('SL04652-2022-11-02-4953','S207-9','YCGviChrqMPbanc', 'LB')
('AC04652-2022-11-01-5020','A279-16','Md', 'UB')
('SL22517-2022-11-02-5071','S212-7','nCzzO', 'SL')
('SL22517-2022-11-02-5075','S212-11','Y', 'UB')
('SL22517-2022-11-01-4995','S209-3','zPVugUZld', 'UB')
('AC22517-2022-11-02-5088','A283-12','LCCnOPg', 'SU')
('AC22517-2022-11-01-4846','A270-4','tkXDPgSwM', 'UB')
('SL22517-2022-11-02-5077','S212-13','UKlLu', 'MB')
('AC04652-2022-11-01-5026','A280-4','OHIRYmhhqIO', 'UB')
('AC22517-2022-11-01-4849','A270-7','MOKMVjhAymUKd', 'LB')
('AC04652-2022-11-01-5029','A280-7','aElLfoRtoaxxsSF', 'LB')
('SL12058-2022-11-01-4966','S207-22','GSUr', 'UB')
('SL22517-2022-11-02-5078','S212-14','ZyEevlFhcG', 'UB')
('AC22517-2022-11-02-5096','A284-2','nUiOXzIAscMXsB', 'LB')
('SL04652-2022-11-01-5041','S211-1','S', 'LB')
('SL22517-2022-11-01-5005','S209-13','pypbRmWzk', 'MB')
('AC22517-2022-11-01-4859','A270-17','Nlyr', 'SL')
('SL22517-2022-11-01-5009','S209-17','i', 'LB')
('AC04652-2022-11-02-4964','A276-14','cIWGe', 'LB')
('SL04652-2022-11-02-5019','S210-3','yABOwMS', 'UB')
('SL22517-2022-11-02-5135','S214-23','z', 'SL')
('AC22517-2022-11-02-5127','A285-15','EILRVwnD', 'UB')
('SL22517-2022-11-02-5138','S215-2','YIqyN', 'MB')
('SL12058-2022-11-01-5024','S210-8','ICoXoeJGHCBnGf', 'SU')
('SL04652-2022-11-01-5095','S213-7','CodQSjuufwijeX', 'SL')
('SL22517-2022-11-02-5141','S215-5','AiVeFwYO', 'MB')
('AC22517-2022-11-01-4913','A273-17','nDAKnG', 'SL')
('SL04652-2022-11-01-5099','S213-11','rVOxYPesNe', 'UB')
('SL04652-2022-11-02-5029','S210-13','O', 'MB')
('SL12058-2022-11-01-5031','S210-15','Mza', 'SL')
('AC22517-2022-11-02-5136','A286-6','MNSERNgTEORy', 'SU')
('SL22517-2022-11-02-5149','S215-13','ywWTKSghQTCXV', 'MB')
('SL12058-2022-11-01-5034','S210-18','qcPZhHrwNyG', 'MB')
('AC12058-2022-11-01-5078','A283-2','KThKJUPr', 'LB')
('AC12058-2022-11-01-5079','A283-3','iQ', 'UB')
('AC12058-2022-11-01-5080','A283-4','QQvGChyU', 'UB')
('AC04652-2022-11-02-5031','A280-9','lMVfAUr', 'UB')
('AC04652-2022-11-01-5093','A283-17','fiUmiE', 'SL')
('SL04652-2022-11-01-5118','S214-6','zPUuaGYar', 'UB')
('AC22517-2022-11-02-5148','A286-18','oRDkjYqYGAYG', 'SU')
('SL12058-2022-11-01-5049','S211-9','kK', 'LB')
('AC22517-2022-11-01-4936','A275-4','DG', 'UB')
('AC04652-2022-11-01-5103','A284-9','nmZhWBugEPgA', 'UB')
('AC22517-2022-11-02-5155','A287-7','nypbFAIWr', 'LB')
('AC22517-2022-11-01-4941','A275-9','XpBEMMWD', 'UB')
('AC04652-2022-11-01-5107','A284-13','Zb', 'LB')
('SL04652-2022-11-02-5059','S211-19','d', 'UB')
('SL04652-2022-11-01-5134','S214-22','kTHowwvLsAEafnc', 'UB')
('AC04652-2022-11-02-5054','A281-14','bgdoGFjHBcKMjQxt', 'LB')
('AC04652-2022-11-01-5114','A285-2','HrPXRwvALQ', 'LB')
('SL04652-2022-11-02-5068','S212-4','aVNLModSC', 'LB')
('AC04652-2022-11-02-5060','A282-2','gQEXIdfjDCwd', 'LB')
('AC22517-2022-11-02-5168','A288-2','TtPpmDvIs', 'LB')
('SL22517-2022-11-01-5095','S213-7','nedkGhHhl', 'SL')
('SL22517-2022-11-01-5096','S213-8','cQykR', 'SU')
('AC22517-2022-11-01-4965','A276-15','QcOndtPfnr', 'UB')
('AC22517-2022-11-02-5181','A288-15','lO', 'UB')
('AC04652-2022-11-02-5071','A282-13','DQBZLgV', 'LB')
('SL12058-2022-11-01-5087','S212-23','qgJ', 'SL')
('SL22517-2022-11-01-5112','S213-24','ZFijtWnjNOfxR', 'SU')
('SL22517-2022-11-01-5113','S214-1','oYdHVX', 'LB')
('SL04652-2022-11-01-5168','S216-8','G', 'SU')
('SL22517-2022-11-02-5196','S217-12','X', 'LB')
('SL22517-2022-11-02-5199','S217-15','xgAjIeBrR', 'SL')
('AC12058-2022-11-01-5135','A286-5','Vug', 'SL')
('AC12058-2022-11-01-5136','A286-6','OhLg', 'SU')
('SL04652-2022-11-01-5172','S216-12','Xy', 'LB')
('AC22517-2022-11-01-4992','A278-6','eOKkWskRxB', 'SU')
('SL22517-2022-11-01-5123','S214-11','alaxYXBpzjgGaPU', 'UB')
('AC22517-2022-11-01-4994','A278-8','DZHQuQOCXUXMzWMv', 'LB')
('AC22517-2022-11-01-4995','A278-9','RgMzUbpvU', 'UB')
('SL12058-2022-11-01-5102','S213-14','ckirEMfYtl', 'UB')
('AC12058-2022-11-01-5159','A287-11','xqeybRDHnfazIAV', 'SL')
('SL22517-2022-11-01-5139','S215-3','RrG', 'UB')
('AC22517-2022-11-01-5009','A279-5','zibC', 'SL')
('SL22517-2022-11-01-5142','S215-6','nHw', 'UB')
('SL04652-2022-11-02-5112','S213-24','zUd', 'SU')
('SL22517-2022-11-02-5222','S218-14','MWwEfxmxcPccpsn', 'UB')
('AC04652-2022-11-01-5155','A287-7','L', 'LB')
('AC04652-2022-11-01-5156','A287-8','KbueDdnO', 'LB')
('SL04652-2022-11-01-5190','S217-6','WznevUTCWh', 'UB')
('SL04652-2022-11-02-5119','S214-7','AMcCyctKhtQVmnrD', 'SL')
('SL12058-2022-11-01-5124','S214-12','GGDmCYZubCnYPB', 'LB')
('AC04652-2022-11-01-5165','A287-17','s', 'SL')
('SL12058-2022-11-01-5125','S214-13','zRKFeUcfwWJn', 'MB')
('SL12058-2022-11-01-5127','S214-15','RUIFtk', 'SL')
('AC04652-2022-11-01-5172','A288-6','GpOWKuV', 'SU')
('AC04652-2022-11-02-5113','A285-1','AxMHcjGxvVFBw', 'LB')
('SL04652-2022-11-01-5203','S217-19','kBvtgzigjYTy', 'UB')
('SL22517-2022-11-02-5239','S219-7','bzwKwMoZC', 'SL')
('AC04652-2022-11-02-5120','A285-8','Taa', 'LB')
('AC22517-2022-11-02-5238','A291-18','VSxdbruzsgs', 'SU')
('AC12058-2022-11-01-5187','A289-3','bljqqvfNZjXdCgwz', 'UB')
('SL04652-2022-11-02-5138','S215-2','asWWdpLr', 'MB')
('SL22517-2022-11-02-5245','S219-13','z', 'MB')
('AC04652-2022-11-02-5123','A285-11','AUmNJjyXbYUTWS', 'SL')
('AC04652-2022-11-01-5185','A289-1','N', 'LB')
('AC22517-2022-11-02-5242','A292-4','Wh', 'UB')
('AC04652-2022-11-02-5126','A285-14','g', 'LB')
('SL04652-2022-11-02-5148','S215-12','lCyeSuQkOIKlSgjR', 'LB')
('SL12058-2022-11-01-5146','S215-10','lakLyhewWaRJgH', 'MB')
