('SL12058-2022-11-01-175','S8-7','dXKgfuSBDPKiDjI', 'SL')
('SL22517-2022-11-01-4702','S196-22','DmJFIY', 'UB')
('AC22517-2022-11-02-4841','A269-17','Wc', 'SL')
('SL22517-2022-11-02-4701','S196-21','gyLfWKX', 'MB')
('SL04652-2022-11-01-4743','S198-15','VputsWMFtjJvCpf', 'SL')
('AC04652-2022-11-01-5025','A280-3','bpwgRcea', 'UB')
('SL22517-2022-11-02-4709','S197-5','BlgrnKoTHw', 'MB')
('SL04652-2022-11-01-4752','S198-24','Pb', 'SU')
('SL04652-2022-11-02-4784','S200-8','FBVXB', 'SU')
('SL22517-2022-11-02-4719','S197-15','PYeoAP', 'SL')
('AC22517-2022-11-01-4850','A270-8','SCAvOpWcOz', 'LB')
('SL22517-2022-11-01-4740','S198-12','vETXbDuPdEe', 'LB')
('AC12058-2022-11-01-4836','A269-12','CvxkNTmXabfKff', 'SU')
('SL22517-2022-11-01-4744','S198-16','HKJShwlBLnakr', 'SU')
('AC04652-2022-11-01-5042','A281-2','Wl', 'LB')
('SL04652-2022-11-02-4788','S200-12','pqEUo', 'LB')
('AC22517-2022-11-02-4881','A272-3','YWATAxjJq', 'UB')
('AC04652-2022-11-01-5045','A281-5','j', 'SL')
('SL12058-2022-11-01-4721','S197-17','cDXdtBHc', 'LB')
('AC22517-2022-11-02-4884','A272-6','bcHnBmN', 'SU')
('SL04652-2022-11-02-4793','S200-17','ANGYuQ', 'LB')
('SL04652-2022-11-01-4775','S199-23','BZWf', 'SL')
('SL04652-2022-11-01-4788','S200-12','hodGaUoEsU', 'LB')
('AC22517-2022-11-02-4897','A273-1','XovUc', 'LB')
('SL12058-2022-11-01-4737','S198-9','iYWMFPJGIvZGgn', 'LB')
('AC04652-2022-11-02-4858','A270-16','wlye', 'UB')
('SL22517-2022-11-02-4752','S198-24','vHiK', 'SU')
('AC12058-2022-11-01-4864','A271-4','idyrj', 'UB')
('SL22517-2022-11-01-4770','S199-18','RHunR', 'MB')
('AC04652-2022-11-01-5132','A286-2','KPCr', 'LB')
('SL04652-2022-11-01-4852','S203-4','nRRxLEBgRNICk', 'LB')
('AC22517-2022-11-02-4957','A276-7','QCzcI', 'LB')
('SL12058-2022-11-01-4797','S200-21','XgRH', 'MB')
('SL12058-2022-11-01-4831','S202-7','Lrt', 'SL')
('AC04652-2022-11-02-4998','A278-12','A', 'SU')
('SL04652-2022-11-02-4925','S206-5','CXOkUs', 'MB')
('SL04652-2022-11-01-4913','S205-17','xFL', 'LB')
('AC04652-2022-11-02-5015','A279-11','xfyP', 'SL')
('AC22517-2022-11-02-5040','A280-18','rpznSPUg', 'SU')
('AC22517-2022-11-01-5005','A279-1','SWNAKbfArdBA', 'LB')
('AC04652-2022-11-01-5220','A290-18','FMEepj', 'SU')
('SL22517-2022-11-01-4894','S204-22','nfcX', 'UB')
('AC22517-2022-11-01-5007','A279-3','btDpJDfvXUIDLM', 'UB')
('AC22517-2022-11-02-5062','A282-4','QXkMUYeIWYYuDDAH', 'UB')
('SL22517-2022-11-02-4950','S207-6','fwAfWcooWSJEo', 'UB')
('SL22517-2022-11-01-4938','S206-18','xZmyADUvfkmA', 'MB')
('AC04652-2022-11-02-5071','A282-13','GoSTrnI', 'LB')
('SL22517-2022-11-01-4988','S208-20','iolg', 'LB')
('SL04652-2022-11-02-5049','S211-9','rFKQKcwVtC', 'LB')
('SL04652-2022-11-02-5050','S211-10','ldiJPObFncasUfZ', 'MB')
('SL04652-2022-11-01-5017','S210-1','GaOxmCREUJpO', 'LB')
('SL04652-2022-11-02-5052','S211-12','Kg', 'LB')
('AC22517-2022-11-02-5156','A287-8','p', 'LB')
('AC04652-2022-11-01-5318','A296-8','cUYhaTYNObZ', 'LB')
('SL12058-2022-11-01-4960','S207-16','ykQWiFeYNjrm', 'SU')
('SL12058-2022-11-01-4962','S207-18','LZ', 'MB')
('AC22517-2022-11-01-5112','A284-18','UlJArMsK', 'SU')
('SL12058-2022-11-01-4993','S209-1','gfGgRbFobOvcmW', 'LB')
('AC12058-2022-11-01-5121','A285-9','GgbDJqUmVKztnUxH', 'UB')
('SL04652-2022-11-01-5055','S211-15','QqdqZuEX', 'SL')
('AC04652-2022-11-01-5355','A298-9','txrfTgdOoheF', 'UB')
('SL04652-2022-11-01-5057','S211-17','UYwHqavpMlXZ', 'LB')
('AC22517-2022-11-02-5199','A289-15','pgHcNKjlSARQEqZ', 'UB')
('AC22517-2022-11-01-5156','A287-8','tGzZNFF', 'LB')
('AC04652-2022-11-01-5360','A298-14','ryZyIGUkqObj', 'LB')
('AC04652-2022-11-01-5361','A298-15','Gqcgu', 'UB')
('AC04652-2022-11-02-5184','A288-18','ZuNryFoPjoD', 'SU')
('AC04652-2022-11-01-5371','A299-7','kMJcVGS', 'LB')
('SL04652-2022-11-01-5071','S212-7','RSPs', 'SL')
('SL04652-2022-11-02-5113','S214-1','wWlVmdHT', 'LB')
('SL04652-2022-11-01-5075','S212-11','owXN', 'UB')
('AC12058-2022-11-01-5140','A286-10','IhhWowWNoxM', 'UB')
('AC22517-2022-11-01-5169','A288-3','VZArYUfYNm', 'UB')
('SL12058-2022-11-01-5013','S209-21','IFjuDnIc', 'MB')
('SL22517-2022-11-02-5084','S212-20','IDbot', 'LB')
('SL04652-2022-11-01-5080','S212-16','DrTNJB', 'SU')
('SL22517-2022-11-02-5090','S213-2','MtLRblYRT', 'MB')
('SL22517-2022-11-02-5094','S213-6','puE', 'UB')
('AC22517-2022-11-01-5178','A288-12','BmHhTJbJqMHlnLH', 'SU')
('AC04652-2022-11-01-5392','A300-10','orDRA', 'UB')
('SL22517-2022-11-02-5107','S213-19','lNUMFLdhva', 'UB')
('AC22517-2022-11-02-5239','A292-1','PKsAO', 'LB')
('SL22517-2022-11-01-5077','S212-13','NzBjiNITLplkutFV', 'MB')
('AC12058-2022-11-01-5175','A288-9','dVCrTDQRy', 'UB')
('SL04652-2022-11-02-5148','S215-12','NufpeE', 'LB')
('AC12058-2022-11-01-5188','A289-4','qFxnaCZICP', 'UB')
('AC12058-2022-11-01-5189','A289-5','AT', 'SL')
('AC04652-2022-11-02-5234','A291-14','cpITWmuTQK', 'LB')
('SL04652-2022-11-02-5171','S216-11','fxDXyrzIRNl', 'UB')
('AC04652-2022-11-01-5434','A302-16','VjAqHeqknKrBS', 'UB')
('AC04652-2022-11-02-5245','A292-7','saxtRJC', 'LB')
('AC04652-2022-11-02-5246','A292-8','esRLXMtSwr', 'LB')
('AC12058-2022-11-01-5206','A290-4','VRuWjINsmxuabS', 'UB')
('AC22517-2022-11-02-5257','A293-1','Rwt', 'LB')
('AC22517-2022-11-01-5228','A291-8','CMdXKBgGsxDtJ', 'LB')
('AC22517-2022-11-01-5230','A291-10','UaNy', 'UB')
('AC12058-2022-11-01-5283','A294-9','CIVQDJFaY', 'UB')
('AC04652-2022-11-02-5408','A301-8','cOIdiOGBZvC', 'LB')
('AC04652-2022-11-02-5409','A301-9','SaKAP', 'UB')
('AC22517-2022-11-02-5412','A301-12','QPuvl', 'SU')
('AC22517-2022-11-02-5414','A301-14','yhjMfiPKwviIiw', 'LB')
('AC04652-2022-11-02-5412','A301-12','bHXJUTwOXKnbqT', 'SU')
('SL12058-2022-11-01-5243','S219-11','DlWAJLktm', 'UB')
('SL04652-2022-11-02-5329','S223-1','z', 'LB')
('AC22517-2022-11-02-5418','A301-18','DaZ', 'SU')
('SL22517-2022-11-02-5293','S221-13','UpKjzYTgLQLYmZ', 'MB')
('AC04652-2022-11-02-5423','A302-5','rDKHTyMYbdYBR', 'SL')
('AC04652-2022-11-01-5599','A312-1','PgBnAJexy', 'LB')
('SL04652-2022-11-02-5339','S223-11','wLTZGQIpX', 'UB')
('SL22517-2022-11-01-5271','S220-15','gRDwkzVstUyBQXx', 'SL')
('AC22517-2022-11-02-5465','A304-11','cmtgNGrtcTSZdeW', 'SL')
('SL12058-2022-11-01-5293','S221-13','Wjzyw', 'MB')
('SL22517-2022-11-01-5303','S221-23','qBwPJxontAWLxvnI', 'SL')
('SL12058-2022-11-01-5296','S221-16','XmmUzmmxiktK', 'SU')
('AC04652-2022-11-02-5460','A304-6','WKHwJem', 'SU')
('SL04652-2022-11-01-5322','S222-18','VSSGcLRSHWtF', 'MB')
('AC22517-2022-11-02-5475','A305-3','bhzvxjCTmJxjVbxA', 'UB')
('SL04652-2022-11-02-5378','S225-2','VWWvrJbEh', 'MB')
('AC04652-2022-11-01-5657','A315-5','XEAKUClTSWsyEM', 'SL')
('AC22517-2022-11-01-5450','A303-14','jaTg', 'LB')
('SL04652-2022-11-02-5396','S225-20','hOhCpqWnfE', 'LB')
('AC04652-2022-11-02-5487','A305-15','uDpbLnxLqw', 'UB')
('AC04652-2022-11-02-5488','A305-16','Mf', 'UB')
('AC22517-2022-11-02-5493','A306-3','hJbKpXhUfUiqn', 'UB')
('AC12058-2022-11-01-5436','A302-18','VxYAGLmgyOUu', 'SU')
('SL22517-2022-11-01-5328','S222-24','AcyKR', 'SU')
('AC12058-2022-11-01-5439','A303-3','BdVQfc', 'UB')
('AC12058-2022-11-01-5443','A303-7','ypTC', 'LB')
('SL04652-2022-11-02-5407','S226-7','toJObumh', 'SL')
('SL22517-2022-11-01-5341','S223-13','kmqgNSzDzTG', 'MB')
('SL22517-2022-11-02-5419','S226-19','bdMSawCbOC', 'UB')
('SL04652-2022-11-01-5392','S225-16','r', 'SU')
('AC04652-2022-11-02-5538','A308-12','QoNSOxnxqhL', 'SU')
('SL04652-2022-11-02-5480','S229-8','GbAXBW', 'SU')
('AC04652-2022-11-01-5756','A320-14','jwhNHg', 'LB')
('SL04652-2022-11-01-5430','S227-6','IFTWcensRXzLRF', 'UB')
('SL12058-2022-11-01-5387','S225-11','LgwGcAmexQlTB', 'UB')
('SL04652-2022-11-01-5432','S227-8','MSKB', 'SU')
('SL12058-2022-11-01-5389','S225-13','EfVlwIhVMtxXQo', 'MB')
('SL04652-2022-11-02-5489','S229-17','Muq', 'LB')
('AC22517-2022-11-02-5577','A310-15','IHcAhuCSmP', 'UB')
('AC22517-2022-11-01-5526','A307-18','jh', 'SU')
('SL22517-2022-11-02-5463','S228-15','YwThvBGRGRzfd', 'SL')
('SL12058-2022-11-01-5401','S226-1','uKKXf', 'LB')
('SL22517-2022-11-01-5425','S227-1','O', 'LB')
('AC12058-2022-11-01-5551','A309-7','KghVyfuYzQKEUVde', 'LB')
('SL04652-2022-11-01-5442','S227-18','ZXJE', 'MB')
('AC22517-2022-11-01-5540','A308-14','mzMb', 'LB')
('SL22517-2022-11-01-5432','S227-8','jBfRqwTajcMOcZH', 'SU')
('SL04652-2022-11-01-5453','S228-5','wjQqK', 'MB')
('AC12058-2022-11-01-5558','A309-14','AjozhTcBiBkaFuDe', 'LB')
('AC12058-2022-11-01-5583','A311-3','zsHesVlUImYM', 'UB')
('SL04652-2022-11-02-5534','S231-14','C', 'UB')
('SL12058-2022-11-01-5443','S227-19','prm', 'UB')
('AC22517-2022-11-02-5616','A312-18','QwmBWvrxbsvzmWPG', 'SU')
('AC22517-2022-11-01-5589','A311-9','JcHCgryLlot', 'UB')
('AC12058-2022-11-01-5589','A311-9','raDZO', 'UB')
('SL04652-2022-11-01-5490','S229-18','brnwIW', 'MB')
('SL22517-2022-11-02-5510','S230-14','GwcavcrFIKOaUNex', 'UB')
('AC04652-2022-11-01-5812','A323-16','fNMNwiW', 'UB')
('SL04652-2022-11-02-5539','S231-19','phF', 'UB')
('SL04652-2022-11-02-5556','S232-12','sXALuF', 'LB')
('AC12058-2022-11-01-5607','A312-9','uybFxTYpzcLkry', 'UB')
('SL04652-2022-11-02-5561','S232-17','b', 'LB')
('AC04652-2022-11-02-5654','A315-2','xlwDD', 'LB')
('AC04652-2022-11-01-5826','A324-12','EKPgvhbNldr', 'SU')
('AC22517-2022-11-02-5630','A313-14','JEjXGDbkap', 'LB')
('SL04652-2022-11-01-5508','S230-12','rwjoymqLPD', 'LB')
('SL04652-2022-11-02-5582','S233-14','B', 'UB')
('SL04652-2022-11-02-5583','S233-15','tDxGxbckREVBs', 'SL')
('SL22517-2022-11-01-5504','S230-8','nsqfibEyoQDRX', 'SU')
('SL22517-2022-11-02-5553','S232-9','jBKd', 'LB')
('SL22517-2022-11-02-5555','S232-11','NkxVLFn', 'UB')
('AC04652-2022-11-02-5685','A316-15','qTbBAsUidSnuxDh', 'UB')
('AC22517-2022-11-02-5655','A315-3','f', 'UB')
('SL04652-2022-11-01-5533','S231-13','PfC', 'MB')
('AC22517-2022-11-02-5662','A315-10','JKFVRxefVdwEHR', 'UB')
('SL12058-2022-11-01-5502','S230-6','IMhIpoEGXt', 'UB')
('SL22517-2022-11-01-5516','S230-20','sqv', 'LB')
('SL12058-2022-11-01-5504','S230-8','uMs', 'SU')
('SL12058-2022-11-01-5508','S230-12','zTzCuGKhd', 'LB')
('AC12058-2022-11-01-5648','A314-14','LXDtfuAUrHsNyc', 'LB')
('AC04652-2022-11-01-5923','A330-1','mXFVqPWLoMdHyjzw', 'LB')
('AC04652-2022-11-01-5925','A330-3','jnVQoKAzRRrb', 'UB')
('SL22517-2022-11-01-5583','S233-15','zJ', 'SL')
('AC12058-2022-11-01-5721','A318-15','yVy', 'UB')
('SL04652-2022-11-02-5691','S238-3','g', 'UB')
('SL04652-2022-11-02-5693','S238-5','ARLyAVh', 'MB')
('AC04652-2022-11-01-5955','A331-15','rl', 'UB')
('AC22517-2022-11-02-5748','A320-6','MImbHMX', 'SU')
('SL04652-2022-11-02-5698','S238-10','XHwwjRSxqJaCI', 'MB')
('AC22517-2022-11-02-5753','A320-11','AtGBcZECjd', 'SL')
('SL04652-2022-11-01-5645','S236-5','jbP', 'MB')
('SL12058-2022-11-01-5607','S234-15','KkNATpzza', 'SL')
('SL04652-2022-11-02-5747','S240-11','YisibzLsrjNbadL', 'UB')
('AC22517-2022-11-01-5809','A323-13','uITOT', 'LB')
('SL04652-2022-11-01-5696','S238-8','LnTJLoGQgrfvpr', 'SU')
('AC22517-2022-11-02-5790','A322-12','BLOeiQyQbnOdn', 'SU')
('AC22517-2022-11-02-5791','A322-13','CVKNjnuBXYbcBvd', 'LB')
('SL22517-2022-11-01-5665','S237-1','yOQBYcdxaLj', 'LB')
('AC04652-2022-11-01-6061','A337-13','sCdAlZIpp', 'LB')
('SL04652-2022-11-01-5729','S239-17','ilNjoGYjVrhbiJ', 'LB')
('SL12058-2022-11-01-5682','S237-18','DhYsVIfbKTSs', 'MB')
('AC04652-2022-11-02-5882','A327-14','bwkEF', 'LB')
('SL04652-2022-11-02-5788','S242-4','YbETP', 'LB')
('SL04652-2022-11-02-5789','S242-5','DBGohzZpFFoA', 'MB')
('AC04652-2022-11-02-5887','A328-1','dMrMtKlIGDcUBH', 'LB')
('SL04652-2022-11-02-5791','S242-7','FeeXQiOItPUbbE', 'SL')
('AC12058-2022-11-01-5823','A324-9','vVD', 'UB')
('AC04652-2022-11-01-6072','A338-6','ZfY', 'SU')
('SL04652-2022-11-01-5748','S240-12','ErpRYH', 'LB')
('SL12058-2022-11-01-5700','S238-12','qnRfReqmLrS', 'LB')
('AC22517-2022-11-02-5851','A326-1','AsACfnByzQVaFYe', 'LB')
('AC22517-2022-11-01-5868','A326-18','QxR', 'SU')
('SL12058-2022-11-01-5707','S238-19','RdqPAdTtBcFmmIfj', 'UB')
('AC04652-2022-11-02-5909','A329-5','sbLQXtWGbXm', 'SL')
('AC04652-2022-11-01-6094','A339-10','vCvDkzjXFbMLvN', 'UB')
('AC22517-2022-11-02-5860','A326-10','MXwCrmJSuw', 'UB')
('SL04652-2022-11-01-5754','S240-18','awVPbHaGwg', 'MB')
('AC22517-2022-11-01-5880','A327-12','IsHOXx', 'SU')
('SL22517-2022-11-01-5780','S241-20','LAl', 'LB')
('SL22517-2022-11-02-5856','S244-24','lPreLFic', 'SU')
('AC22517-2022-11-01-5926','A330-4','PZDqINBb', 'UB')
('AC12058-2022-11-01-5897','A328-11','IcgZyFMSwQH', 'SL')
('SL04652-2022-11-02-5875','S245-19','znNN', 'UB')
('SL12058-2022-11-01-5765','S241-5','sTUOPMf', 'MB')
('SL04652-2022-11-01-5812','S243-4','ANisHZWWyPCeqHWe', 'LB')
('AC04652-2022-11-01-6148','A342-10','jkcTbYq', 'UB')
('AC22517-2022-11-01-5932','A330-10','nmzKqaXKutydErPr', 'UB')
('AC12058-2022-11-01-5902','A328-16','dagqdqnABvcZGBqi', 'UB')
('AC12058-2022-11-01-5903','A328-17','lzrfChoTDFMdJmI', 'SL')
('AC12058-2022-11-01-5904','A328-18','uKIUExjMQw', 'SU')
('AC22517-2022-11-01-5934','A330-12','FdgseLMBEwfL', 'SU')
('AC12058-2022-11-01-5905','A329-1','HAtQdf', 'LB')
('SL22517-2022-11-02-5882','S246-2','gGqJfDx', 'MB')
('AC04652-2022-11-01-6153','A342-15','YgRaXpyvTDxkQv', 'UB')
('SL04652-2022-11-02-5930','S248-2','HtqScLPvuJDeZFYj', 'MB')
('AC22517-2022-11-01-5965','A332-7','fhbzJdVErWt', 'LB')
('AC22517-2022-11-02-5969','A332-11','QSYSLzF', 'SL')
('SL22517-2022-11-02-5932','S248-4','CIkOAfRx', 'LB')
('AC04652-2022-11-02-6020','A335-8','CyAVJSvVEhMARuxa', 'LB')
('AC22517-2022-11-01-5984','A333-8','wDDCJzTpgEJBZYa', 'LB')
('AC22517-2022-11-01-5985','A333-9','VAbPRTyFPWJWh', 'UB')
('SL04652-2022-11-01-5863','S245-7','rLDEPeSX', 'SL')
('AC22517-2022-11-01-5987','A333-11','TeqIcIRdizazJWYS', 'SL')
('AC04652-2022-11-01-6260','A348-14','dmSVjsVZSVPAnpM', 'LB')
('AC22517-2022-11-02-6025','A335-13','PqtMEqdjCQow', 'LB')
('SL04652-2022-11-01-5898','S246-18','mKirfTpRgZIoiJ', 'MB')
('AC04652-2022-11-02-6078','A338-12','mfQRyKfgDtUBhG', 'SU')
('SL04652-2022-11-01-5905','S247-1','XCBMeBE', 'LB')
('AC22517-2022-11-01-6034','A336-4','IdmQJV', 'UB')
('AC04652-2022-11-01-6289','A350-7','JluWPqutvhbOCt', 'LB')
('SL22517-2022-11-02-6010','S251-10','elZQfQ', 'MB')
('AC04652-2022-11-02-6101','A339-17','nqDxJBJCE', 'SL')
('AC04652-2022-11-02-6108','A340-6','xXsiftKrall', 'SU')
('SL04652-2022-11-02-6025','S252-1','yiDBTnSzEBAEGZ', 'LB')
('SL22517-2022-11-01-5944','S248-16','ZtdDjykYU', 'SU')
('AC04652-2022-11-01-6302','A351-2','DeaBwd', 'LB')
('SL12058-2022-11-01-5885','S246-5','V', 'MB')
('AC04652-2022-11-01-6304','A351-4','IZVxijQsxBlb', 'UB')
('SL04652-2022-11-02-6033','S252-9','TGIvATC', 'LB')
('SL04652-2022-11-02-6035','S252-11','SCgklqpyTg', 'UB')
('AC04652-2022-11-01-6312','A351-12','eKecSFrtjCEMZOpC', 'SU')
('SL04652-2022-11-01-5947','S248-19','kAy', 'UB')
('AC04652-2022-11-01-6313','A351-13','XHbbyDhbdXKNkL', 'LB')
('AC22517-2022-11-02-6085','A339-1','LwZlsWyO', 'LB')
('SL22517-2022-11-01-5958','S249-6','fOvM', 'UB')
('AC04652-2022-11-01-6324','A352-6','CpzOFyJsv', 'SU')
('SL22517-2022-11-02-6036','S252-12','kSNyXzljSd', 'LB')
('SL04652-2022-11-02-6053','S253-5','DRoxoAwlHLrPl', 'MB')
('SL22517-2022-11-02-6040','S252-16','uqne', 'SU')
('AC22517-2022-11-01-6086','A339-2','XRKxDMkUmZGlyY', 'LB')
('AC22517-2022-11-01-6087','A339-3','gREbRsK', 'UB')
('AC04652-2022-11-01-6331','A352-13','UE', 'LB')
('AC22517-2022-11-02-6097','A339-13','dVAJTBEI', 'LB')
('SL22517-2022-11-01-5966','S249-14','GWfYkZKVqjmoBdg', 'UB')
('AC04652-2022-11-02-6134','A341-14','AXn', 'LB')
('SL22517-2022-11-02-6047','S252-23','TWTxnqetb', 'SL')
('SL22517-2022-11-02-6048','S252-24','ucjWaHHWKyooO', 'SU')
('SL04652-2022-11-02-6059','S253-11','KfKs', 'UB')
('AC12058-2022-11-01-6089','A339-5','qbvI', 'SL')
('SL04652-2022-11-01-6035','S252-11','jwpnBPghMtv', 'UB')
('AC22517-2022-11-02-6173','A343-17','TLcBsCuBOD', 'SL')
('SL04652-2022-11-02-6117','S255-21','DztmOKAaXEGTjppz', 'MB')
('SL22517-2022-11-02-6117','S255-21','qBDJVTCMSBzvt', 'MB')
('SL04652-2022-11-02-6119','S255-23','SwuqixtHhIRy', 'SL')
('SL04652-2022-11-01-6040','S252-16','mKaAyMTTrtLJV', 'SU')
('AC04652-2022-11-02-6204','A345-12','A', 'SU')
('SL12058-2022-11-01-5982','S250-6','kwd', 'UB')
('AC04652-2022-11-02-6205','A345-13','tEGTNqxs', 'LB')
('SL22517-2022-11-01-6047','S252-23','ujQbWua', 'SL')
('SL04652-2022-11-02-6127','S256-7','q', 'SL')
('AC22517-2022-11-02-6184','A344-10','IXVKnlcU', 'UB')
('AC04652-2022-11-02-6217','A346-7','IdhvWdmEBEVed', 'LB')
('SL22517-2022-11-02-6137','S256-17','YDhSQNmedFDN', 'LB')
('AC22517-2022-11-01-6187','A344-13','gXYuC', 'LB')
('SL22517-2022-11-02-6143','S256-23','hUFkcGm', 'SL')
('SL22517-2022-11-02-6144','S256-24','SuMltEd', 'SU')
('SL22517-2022-11-02-6145','S257-1','cd', 'LB')
('AC22517-2022-11-01-6190','A344-16','BngmXetPMnqgRy', 'UB')
('SL04652-2022-11-02-6147','S257-3','GGaClsNiSLrx', 'UB')
('SL12058-2022-11-01-5998','S250-22','aIXoxTDSHeNhKPU', 'UB')
('AC12058-2022-11-01-6184','A344-10','YzGmroACDWczcCc', 'UB')
('SL22517-2022-11-02-6166','S257-22','hUjFPbCBXr', 'UB')
('AC22517-2022-11-01-6248','A348-2','HxL', 'LB')
('AC22517-2022-11-02-6245','A347-17','fa', 'SL')
('AC22517-2022-11-02-6246','A347-18','eYpOlVLDfbCQVonQ', 'SU')
('SL04652-2022-11-02-6182','S258-14','LGaA', 'UB')
('AC22517-2022-11-02-6251','A348-5','Ce', 'SL')
('AC22517-2022-11-01-6262','A348-16','wcRGGaaBULzgNF', 'UB')
('AC04652-2022-11-02-6330','A352-12','eqirbVIsC', 'SU')
('SL12058-2022-11-01-6117','S255-21','cUoRTa', 'MB')
('SL12058-2022-11-01-6119','S255-23','und', 'SL')
('SL12058-2022-11-01-6120','S255-24','hJnb', 'SU')
('AC04652-2022-11-01-6590','A367-2','ON', 'LB')
('AC12058-2022-11-01-6323','A352-5','oryhUzVCoH', 'SL')
('SL04652-2022-11-02-6271','S262-7','LHgOqUyfZfxy', 'SL')
('SL04652-2022-11-02-6278','S262-14','kskSoeha', 'UB')
('SL04652-2022-11-01-6203','S259-11','Nibbd', 'UB')
('SL22517-2022-11-01-6211','S259-19','VsJZtJPadGk', 'UB')
('SL12058-2022-11-01-6132','S256-12','EMJvMxjxCdh', 'LB')
('SL22517-2022-11-01-6220','S260-4','nbdEmT', 'LB')
('SL12058-2022-11-01-6137','S256-17','hmiy', 'LB')
('SL22517-2022-11-01-6229','S260-13','FoxZweNO', 'MB')
('SL04652-2022-11-02-6300','S263-12','IxnK', 'LB')
('SL12058-2022-11-01-6204','S259-12','zmtAJIdyWXtmxXWZ', 'LB')
('SL04652-2022-11-01-6276','S262-12','HLuVMSYGGA', 'LB')
('SL04652-2022-11-02-6356','S265-20','jivVRqmsHIqpJDiB', 'LB')
('AC22517-2022-11-01-6413','A357-5','mVOWWrVv', 'SL')
('SL04652-2022-11-01-6323','S264-11','PKjxiNyIL', 'UB')
('SL12058-2022-11-01-6250','S261-10','rbFXSsOLRrKcfa', 'MB')
('SL22517-2022-11-02-6405','S267-21','Zt', 'MB')
('SL22517-2022-11-02-6406','S267-22','ime', 'UB')
('AC22517-2022-11-02-6445','A359-1','GbVsl', 'LB')
('SL22517-2022-11-01-6337','S265-1','PcYhngemHxsjCElr', 'LB')
('SL04652-2022-11-01-6338','S265-2','JtBSFR', 'MB')
('AC04652-2022-11-02-6468','A360-6','AiAN', 'SU')
('AC04652-2022-11-02-6469','A360-7','xNTBoiGHFS', 'LB')
('AC22517-2022-11-02-6471','A360-9','PnK', 'UB')
('SL22517-2022-11-02-6427','S268-19','DrZoVQrcpJkTh', 'UB')
('AC04652-2022-11-02-6486','A361-6','INOhVpN', 'SU')
('AC04652-2022-11-01-6767','A376-17','OxSFIAmdLIr', 'SL')
('SL22517-2022-11-01-6397','S267-13','QcWK', 'MB')
('AC22517-2022-11-01-6497','A361-17','yDczxxtbkgQmlZa', 'SL')
('AC22517-2022-11-02-6493','A361-13','kFOMTW', 'LB')
('SL22517-2022-11-01-6401','S267-17','XuzA', 'LB')
('AC22517-2022-11-02-6494','A361-14','KcXzcFEsQ', 'LB')
('SL04652-2022-11-01-6392','S267-8','A', 'SU')
('AC12058-2022-11-01-6497','A361-17','rmnuCXA', 'SL')
('SL04652-2022-11-02-6460','S270-4','fQ', 'LB')
('AC04652-2022-11-01-6797','A378-11','QxLoqzqW', 'SL')
('SL04652-2022-11-01-6431','S268-23','MlBYRTlEQkvc', 'SL')
('SL12058-2022-11-01-6338','S265-2','AHMRTbZLFwHVpaH', 'MB')
('AC04652-2022-11-02-6541','A364-7','Vzf', 'LB')
('SL22517-2022-11-02-6486','S271-6','DShAzRTdhSdMQk', 'UB')
('AC22517-2022-11-02-6534','A363-18','YTlPHEPbhfkjj', 'SU')
('AC22517-2022-11-02-6535','A364-1','nGSFnjDtTu', 'LB')
('SL04652-2022-11-02-6517','S272-13','fw', 'MB')
('AC22517-2022-11-02-6554','A365-2','cVJGzy', 'LB')
('AC04652-2022-11-02-6563','A365-11','OKB', 'SL')
('SL12058-2022-11-01-6357','S265-21','ubTTVcoHlOSlw', 'MB')
('AC22517-2022-11-02-6557','A365-5','WPljYZ', 'SL')
('SL12058-2022-11-01-6366','S266-6','naFmcL', 'UB')
('SL22517-2022-11-02-6552','S273-24','XFF', 'SU')
('SL22517-2022-11-02-6553','S274-1','FMXUI', 'LB')
('SL04652-2022-11-02-6584','S275-8','HtKnvjWjL', 'SU')
('AC22517-2022-11-01-6633','A369-9','PeKCHY', 'UB')
('SL04652-2022-11-01-6526','S272-22','kX', 'UB')
('SL04652-2022-11-02-6625','S277-1','fPlIfEG', 'LB')
('SL04652-2022-11-01-6566','S274-14','DOsNEMCz', 'UB')
('SL22517-2022-11-02-6633','S277-9','Tx', 'LB')
('AC22517-2022-11-01-6677','A371-17','cQFucCNMS', 'SL')
('SL12058-2022-11-01-6472','S270-16','jZUQQlOyTB', 'SU')
('SL22517-2022-11-02-6635','S277-11','poBqqp', 'UB')
('SL12058-2022-11-01-6474','S270-18','DJgixpiIbXU', 'MB')
('AC22517-2022-11-02-6670','A371-10','kOEAktgiNQ', 'UB')
('AC22517-2022-11-02-6671','A371-11','jSAZIZc', 'SL')
('SL04652-2022-11-01-6579','S275-3','cMu', 'UB')
('AC22517-2022-11-02-6750','A375-18','AJseWaMQ', 'SU')
('SL22517-2022-11-02-6709','S280-13','fSw', 'MB')
('AC22517-2022-11-01-6736','A375-4','Q', 'UB')
('AC04652-2022-11-01-7003','A390-1','asQJyCEGiW', 'LB')
('AC12058-2022-11-01-6752','A376-2','MSQlGbnx', 'LB')
('AC04652-2022-11-02-6746','A375-14','qaHERdb', 'LB')
('SL12058-2022-11-01-6547','S273-19','ExKAjBdcaIicdvqh', 'UB')
('SL04652-2022-11-02-6744','S281-24','EnmaTao', 'SU')
('SL22517-2022-11-01-6641','S277-17','pdvqWqZEAYAri', 'LB')
