('SL22517-2022-11-01-4','S1-4','nqDhZGaTO', 'LB')
('AC04652-2022-11-02-3924','A218-18','ulXuQSYgrbtKsubO', 'SU')
('SL04652-2022-11-02-3909','S163-21','emlCXsou', 'MB')
('AC12058-2022-11-01-3994','A222-16','Nqc', 'UB')
('SL04652-2022-11-01-3997','S167-13','eQeiBdpmkTo', 'MB')
('AC22517-2022-11-01-3822','A213-6','tjgbWuIeTMxQOuS', 'SU')
('SL22517-2022-11-02-4064','S170-8','qCKbVZmF', 'SU')
('SL22517-2022-11-02-4065','S170-9','oWacqhUkWI', 'LB')
('AC22517-2022-11-02-4075','A227-7','WwIkcsrGwJWrH', 'LB')
('AC04652-2022-11-01-4028','A224-14','x', 'LB')
('SL12058-2022-11-01-3947','S165-11','F', 'UB')
('SL04652-2022-11-01-4002','S167-18','iwb', 'MB')
('AC22517-2022-11-02-4078','A227-10','rDGAtw', 'UB')
('SL22517-2022-11-02-4072','S170-16','YFECdaWHishLGB', 'SU')
('SL12058-2022-11-01-3951','S165-15','OVVPg', 'SL')
('AC22517-2022-11-02-4081','A227-13','IrHFYNIXsLXiA', 'LB')
('AC22517-2022-11-02-4083','A227-15','jJuh', 'UB')
('AC22517-2022-11-01-3829','A213-13','mDIlDk', 'LB')
('AC04652-2022-11-01-4033','A225-1','IegAwqWcvTVIHKK', 'LB')
('AC04652-2022-11-01-4034','A225-2','gesnPPepPoSYBcVV', 'LB')
('SL22517-2022-11-01-4009','S168-1','ZiMhIJwCIMJy', 'LB')
('AC22517-2022-11-01-3836','A214-2','pkObqV', 'LB')
('SL12058-2022-11-01-3963','S166-3','pfyHJoBNZ', 'UB')
('SL22517-2022-11-02-4083','S171-3','bdkXIOOkmYcT', 'UB')
('SL04652-2022-11-02-3932','S164-20','xLagFD', 'LB')
('AC22517-2022-11-02-4095','A228-9','IYMhXciaWC', 'UB')
('AC04652-2022-11-02-3947','A220-5','t', 'SL')
('AC04652-2022-11-01-4041','A225-9','JLcTzHwHHcD', 'UB')
('SL12058-2022-11-01-3970','S166-10','gDhKNqAb', 'MB')
('AC04652-2022-11-01-4042','A225-10','ZCzFxT', 'UB')
('SL22517-2022-11-01-4022','S168-14','uIddh', 'UB')
('SL12058-2022-11-01-3974','S166-14','zQhfeEgWZ', 'UB')
('AC22517-2022-11-01-3847','A214-13','gcX', 'LB')
('SL22517-2022-11-02-4092','S171-12','aMZBKBqsLeNnOQq', 'LB')
('AC22517-2022-11-02-4102','A228-16','h', 'UB')
('SL22517-2022-11-02-4094','S171-14','zuTdtyRPgFF', 'UB')
('AC12058-2022-11-01-4015','A224-1','g', 'LB')
('SL04652-2022-11-02-3939','S165-3','jDvqNG', 'UB')
('SL22517-2022-11-01-4029','S168-21','LDOdQtxROrJTL', 'MB')
('SL04652-2022-11-01-4015','S168-7','rvXJiKiXxIoH', 'SL')
('AC04652-2022-11-02-3956','A220-14','x', 'LB')
('AC22517-2022-11-02-4105','A229-1','JreKmUIOzw', 'LB')
('SL04652-2022-11-01-4016','S168-8','WK', 'SU')
('SL04652-2022-11-02-3940','S165-4','AMkSaD', 'LB')
('AC04652-2022-11-02-3957','A220-15','EonF', 'UB')
('AC04652-2022-11-01-4051','A226-1','Efyh', 'LB')
('SL12058-2022-11-01-3985','S167-1','zBBYCEjpHCqSZQc', 'LB')
('AC12058-2022-11-01-4024','A224-10','syiu', 'UB')
('SL22517-2022-11-02-4099','S171-19','Fuq', 'UB')
('AC04652-2022-11-01-4055','A226-5','xm', 'SL')
('AC12058-2022-11-01-4025','A224-11','eIgQCrpN', 'SL')
('AC22517-2022-11-01-3859','A215-7','Sy', 'LB')
('SL22517-2022-11-01-4036','S169-4','BsvkZzMOFC', 'LB')
('AC04652-2022-11-01-4060','A226-10','bHSYdxHANfgxYX', 'UB')
('AC22517-2022-11-02-4115','A229-11','lNNisDXATvWQ', 'SL')
('AC04652-2022-11-02-3967','A221-7','F', 'LB')
('SL04652-2022-11-02-3948','S165-12','KGkDVogGyh', 'LB')
('AC04652-2022-11-02-3968','A221-8','J', 'LB')
('AC04652-2022-11-02-3969','A221-9','KhBV', 'UB')
('AC22517-2022-11-01-3866','A215-14','ebEqe', 'LB')
('AC22517-2022-11-02-4121','A229-17','mieVjvTHHmvZ', 'SL')
('SL04652-2022-11-01-4036','S169-4','Wj', 'LB')
('SL04652-2022-11-02-3963','S166-3','r', 'UB')
('SL22517-2022-11-02-4118','S172-14','roKir', 'UB')
('AC22517-2022-11-01-3878','A216-8','yvw', 'LB')
('AC22517-2022-11-02-4133','A230-11','lqJq', 'SL')
('SL04652-2022-11-02-4041','S169-9','cQpuStXPFpkNpcB', 'LB')
('AC22517-2022-11-01-3956','A220-14','szzQftsBEqNiV', 'LB')
('AC12058-2022-11-01-4122','A229-18','XCOmH', 'SU')
('SL04652-2022-11-02-4047','S169-15','Sy', 'SL')
('AC04652-2022-11-01-4180','A233-4','zw', 'UB')
('AC04652-2022-11-02-4078','A227-10','ljqWUhENrMTEVpiC', 'UB')
('SL22517-2022-11-02-4215','S176-15','z', 'SL')
('SL22517-2022-11-01-4136','S173-8','uGnDeGgErxwq', 'SU')
('SL12058-2022-11-01-4109','S172-5','Kv', 'MB')
('SL12058-2022-11-01-4110','S172-6','zoGjvKbPi', 'UB')
('AC22517-2022-11-02-4252','A237-4','filkqkHNJUm', 'UB')
('SL04652-2022-11-01-4165','S174-13','pRKf', 'MB')
('AC22517-2022-11-01-3992','A222-14','obDLKGWhzigGLO', 'LB')
('AC12058-2022-11-01-4166','A232-8','gTXUE', 'LB')
('AC04652-2022-11-02-4099','A228-13','nE', 'LB')
('SL04652-2022-11-02-4069','S170-13','ZELAcXUeFvVkfoSq', 'MB')
('AC12058-2022-11-01-4184','A233-8','YxDjNYZMlM', 'LB')
('AC04652-2022-11-02-4115','A229-11','pALcuKCMRAMQVdnD', 'SL')
('SL04652-2022-11-01-4188','S175-12','TkAactMlRBlPAZE', 'LB')
('AC04652-2022-11-02-4117','A229-13','Z', 'LB')
('SL04652-2022-11-01-4190','S175-14','XXuopsupmSxGrP', 'UB')
('SL22517-2022-11-01-4191','S175-15','iABjotCTNOO', 'SL')
('SL12058-2022-11-01-4168','S174-16','LXkK', 'SU')
('AC04652-2022-11-01-4243','A236-13','NNvifjvpvb', 'LB')
('AC12058-2022-11-01-4195','A234-1','b', 'LB')
('SL12058-2022-11-01-4172','S174-20','KBwyfoup', 'LB')
('SL12058-2022-11-01-4173','S174-21','DXSkbcj', 'MB')
('AC12058-2022-11-01-4197','A234-3','YNdvuGY', 'UB')
('AC22517-2022-11-02-4280','A238-14','MWuiYbbRAERfaq', 'LB')
('AC04652-2022-11-01-4246','A236-16','QRzeErENZmSl', 'UB')
('SL04652-2022-11-02-4102','S171-22','ZFIDnFHFIwMZ', 'UB')
('SL12058-2022-11-01-4178','S175-2','ESjnaOGsqZASeN', 'MB')
('SL12058-2022-11-01-4182','S175-6','IDUSoc', 'UB')
('SL12058-2022-11-01-4183','S175-7','RoSpSyxMYv', 'SL')
('SL12058-2022-11-01-4184','S175-8','QtcDffh', 'SU')
('AC22517-2022-11-01-4033','A225-1','ZQQaVZVDSZGnDNJK', 'LB')
('SL22517-2022-11-01-4215','S176-15','MLfTJsm', 'SL')
('SL04652-2022-11-01-4226','S177-2','FJF', 'MB')
('SL22517-2022-11-02-4330','S181-10','rOjNtXb', 'MB')
('SL12058-2022-11-01-4228','S177-4','UTPAuqH', 'LB')
('SL04652-2022-11-02-4164','S174-12','zsnNzAFXXA', 'LB')
('SL12058-2022-11-01-4235','S177-11','FWplyOcT', 'UB')
('AC04652-2022-11-02-4199','A234-5','FeJIk', 'SL')
('SL22517-2022-11-01-4264','S178-16','ixaW', 'SU')
('SL22517-2022-11-02-4339','S181-19','g', 'UB')
('AC12058-2022-11-01-4259','A237-11','Z', 'SL')
('SL22517-2022-11-02-4341','S181-21','PBUkIpOY', 'MB')
('AC12058-2022-11-01-4261','A237-13','UcYsw', 'LB')
('AC04652-2022-11-01-4300','A239-16','IDpT', 'UB')
('SL22517-2022-11-02-4342','S181-22','D', 'UB')
('SL12058-2022-11-01-4249','S178-1','HxDJKYwzwl', 'LB')
('AC04652-2022-11-01-4304','A240-2','fEdSZssIdDDag', 'LB')
('AC04652-2022-11-01-4311','A240-9','zduPnkiWuy', 'UB')
('SL22517-2022-11-02-4353','S182-9','jhuQJJSKHhH', 'LB')
('SL04652-2022-11-02-4197','S175-21','ep', 'MB')
('AC12058-2022-11-01-4275','A238-9','vLeJaHNyzEUoi', 'UB')
('SL22517-2022-11-01-4284','S179-12','DJCAWD', 'LB')
('SL22517-2022-11-02-4355','S182-11','YazDjbF', 'UB')
('SL12058-2022-11-01-4270','S178-22','lfFAQtl', 'UB')
('SL04652-2022-11-02-4200','S175-24','mQYYAarxWABVyS', 'SU')
('AC04652-2022-11-02-4223','A235-11','zmbuxVy', 'SL')
('SL12058-2022-11-01-4273','S179-1','KGPBJdObJ', 'LB')
('SL04652-2022-11-02-4202','S176-2','QBah', 'MB')
('AC04652-2022-11-02-4225','A235-13','YYdv', 'LB')
('AC22517-2022-11-01-4128','A230-6','hDAIfALTHI', 'SU')
('SL12058-2022-11-01-4284','S179-12','KKpX', 'LB')
('SL22517-2022-11-02-4369','S183-1','KAxhBKhOSotbj', 'LB')
('AC12058-2022-11-01-4297','A239-13','xlipaEvmVjof', 'LB')
('SL12058-2022-11-01-4293','S179-21','wptCpHsihKcDrOLK', 'MB')
('SL22517-2022-11-01-4308','S180-12','cAsJytlToX', 'LB')
('SL12058-2022-11-01-4294','S179-22','JjrcAEF', 'UB')
('AC04652-2022-11-01-4332','A241-12','WgNr', 'SU')
('SL04652-2022-11-02-4219','S176-19','iZ', 'UB')
('SL22517-2022-11-01-4317','S180-21','vPj', 'MB')
('SL04652-2022-11-01-4311','S180-15','Lm', 'SL')
('SL22517-2022-11-01-4322','S181-2','F', 'MB')
('AC04652-2022-11-01-4356','A242-18','bSmuhRIKAbCINvqk', 'SU')
('SL12058-2022-11-01-4316','S180-20','prksDN', 'LB')
('SL22517-2022-11-01-4335','S181-15','BWImumtuvJkv', 'SL')
('AC04652-2022-11-02-4270','A238-4','TLoKMm', 'UB')
('AC22517-2022-11-01-4168','A232-10','haY', 'UB')
('AC22517-2022-11-01-4169','A232-11','HGAIlGnOrgnAf', 'SL')
('SL04652-2022-11-02-4248','S177-24','RrNOBnGMwpxtphHX', 'SU')
('AC04652-2022-11-01-4360','A243-4','XlVG', 'UB')
('AC04652-2022-11-01-4361','A243-5','N', 'SL')
('AC22517-2022-11-02-4397','A245-5','ZDGVrfQXsdsvmPA', 'SL')
('SL22517-2022-11-02-4414','S184-22','m', 'UB')
('AC12058-2022-11-01-4366','A243-10','SQ', 'UB')
('AC12058-2022-11-01-4367','A243-11','opaQvkGehHpqHmc', 'SL')
('SL22517-2022-11-02-4457','S186-17','Xn', 'LB')
('SL04652-2022-11-02-4297','S180-1','lsDrJdpnsTaEHw', 'LB')
('AC12058-2022-11-01-4371','A243-15','FUnhASiALFIe', 'UB')
('SL04652-2022-11-02-4299','S180-3','UrwBohR', 'UB')
('SL22517-2022-11-01-4391','S183-23','APfhzgzOl', 'SL')
('AC22517-2022-11-01-4223','A235-11','dc', 'SL')
('AC04652-2022-11-02-4344','A242-6','JYJiEkFjN', 'SU')
('SL12058-2022-11-01-4389','S183-21','Kspgvl', 'MB')
('SL22517-2022-11-01-4396','S184-4','ytkW', 'LB')
('SL04652-2022-11-02-4321','S181-1','ZvMPvCr', 'LB')
('AC04652-2022-11-01-4446','A247-18','BRQNpFkDkdzEb', 'SU')
('SL04652-2022-11-01-4399','S184-7','s', 'SL')
('AC04652-2022-11-02-4351','A242-13','YUoBSvUQMQ', 'LB')
('SL22517-2022-11-01-4401','S184-9','KlXTxBbasCOCAw', 'LB')
('AC04652-2022-11-02-4355','A242-17','HKO', 'SL')
('SL12058-2022-11-01-4395','S184-3','mYE', 'UB')
('SL22517-2022-11-01-4407','S184-15','v', 'SL')
('SL04652-2022-11-01-4401','S184-9','xeUGRAYlIPyE', 'LB')
('SL04652-2022-11-02-4327','S181-7','mCPFT', 'SL')
('SL22517-2022-11-01-4410','S184-18','v', 'MB')
('SL04652-2022-11-01-4403','S184-11','sJntfFSazrqhaoe', 'UB')
('AC22517-2022-11-02-4475','A249-11','dXdFScRQib', 'SL')
('AC22517-2022-11-02-4476','A249-12','nFXsfezKNVvkYgmF', 'SU')
('AC22517-2022-11-02-4495','A250-13','OMPzzByGbscl', 'LB')
('AC22517-2022-11-01-4264','A237-16','Ky', 'UB')
('SL22517-2022-11-02-4526','S189-14','TMZcBBA', 'UB')
('AC04652-2022-11-01-4482','A249-18','vsPMHXhNCy', 'SU')
('AC22517-2022-11-02-4502','A251-2','MOvnQkgkBOTbdcD', 'LB')
('SL22517-2022-11-02-4529','S189-17','WXtHzPwcGG', 'LB')
('AC04652-2022-11-02-4383','A244-9','pVimWRxuDoSR', 'UB')
('SL04652-2022-11-01-4437','S185-21','HYlBRLXJtbHYK', 'MB')
('AC04652-2022-11-01-4487','A250-5','e', 'SL')
('AC22517-2022-11-01-4277','A238-11','RokSE', 'SL')
('AC12058-2022-11-01-4439','A247-11','CLDbATypkBY', 'SL')
('AC22517-2022-11-02-4510','A251-10','RCEzwtR', 'UB')
('SL04652-2022-11-02-4373','S183-5','CrKtrWFUSdc', 'MB')
('AC22517-2022-11-02-4512','A251-12','AlTU', 'SU')
('AC22517-2022-11-02-4515','A251-15','MPRnwBe', 'UB')
('AC22517-2022-11-02-4518','A251-18','Cvli', 'SU')
('SL04652-2022-11-02-4378','S183-10','bMLjRfrcFWKN', 'MB')
('AC04652-2022-11-02-4404','A245-12','dUNH', 'SU')
('SL04652-2022-11-02-4379','S183-11','wKzqToymsbZylSlh', 'UB')
('SL04652-2022-11-01-4449','S186-9','ZlSJlAwdEHdTM', 'LB')
('SL22517-2022-11-02-4545','S190-9','ljJQwNeLRNXzFpIW', 'LB')
('AC22517-2022-11-01-4290','A239-6','ETVwKAzKZ', 'SU')
('SL04652-2022-11-02-4383','S183-15','BgeGAWMXwXv', 'SL')
('AC04652-2022-11-01-4499','A250-17','pyakt', 'SL')
('SL12058-2022-11-01-4447','S186-7','ugFWnDanyxbFNL', 'SL')
('SL04652-2022-11-01-4454','S186-14','PSSazdoNuF', 'UB')
('AC04652-2022-11-02-4409','A245-17','pfWzPfGG', 'SL')
('AC22517-2022-11-02-4525','A252-7','ZtEz', 'LB')
('AC04652-2022-11-01-4541','A253-5','jhTwkgSYZkDyDRjb', 'SL')
('AC22517-2022-11-01-4334','A241-14','DntSJkKViIM', 'LB')
('SL22517-2022-11-01-4516','S189-4','bUu', 'LB')
('SL22517-2022-11-01-4517','S189-5','FJRje', 'MB')
('SL22517-2022-11-01-4519','S189-7','rFsPYJunaHSfhrTl', 'SL')
('AC04652-2022-11-01-4547','A253-11','JRwsifE', 'SL')
('SL04652-2022-11-02-4423','S185-7','vsDRBy', 'SL')
('AC22517-2022-11-02-4555','A254-1','UWrCAEtiCQykMaS', 'LB')
('SL04652-2022-11-02-4426','S185-10','cKPjSGmKvoBNeu', 'MB')
('AC04652-2022-11-02-4445','A247-17','YjfplQuLYTw', 'SL')
('AC12058-2022-11-01-4499','A250-17','YdPPsBmdN', 'SL')
('AC04652-2022-11-02-4447','A248-1','RvoRRrsUKr', 'LB')
('AC04652-2022-11-01-4562','A254-8','FjRwxp', 'LB')
('SL04652-2022-11-01-4512','S188-24','DyNODhMPVRtUShPS', 'SU')
('SL22517-2022-11-02-4602','S192-18','Efuc', 'MB')
('AC04652-2022-11-01-4569','A254-15','mUgLBsTUK', 'UB')
('SL22517-2022-11-02-4608','S192-24','MRuFQEYC', 'SU')
('SL22517-2022-11-02-4609','S193-1','Rsxcx', 'LB')
('AC22517-2022-11-01-4362','A243-6','OLoub', 'SU')
('SL04652-2022-11-01-4526','S189-14','ViOcjyf', 'UB')
('SL04652-2022-11-01-4531','S189-19','KUdnGMWZZpQr', 'UB')
('AC12058-2022-11-01-4519','A252-1','yJlFIXYNTVAoQ', 'LB')
('SL22517-2022-11-02-4620','S193-12','GUThlgyGyWml', 'LB')
('SL04652-2022-11-01-4533','S189-21','ZKfEqKo', 'MB')
('SL12058-2022-11-01-4512','S188-24','E', 'SU')
('AC22517-2022-11-02-4579','A255-7','NiCdHpXyAUkRRzVP', 'LB')
('SL22517-2022-11-01-4561','S191-1','tUnocpKQo', 'LB')
('SL04652-2022-11-02-4461','S186-21','KKQJqrsxFDWx', 'MB')
('SL22517-2022-11-02-4629','S193-21','pVps', 'MB')
('SL22517-2022-11-02-4630','S193-22','eurZ', 'UB')
('SL12058-2022-11-01-4551','S190-15','KQQbdyP', 'SL')
('AC22517-2022-11-02-4621','A257-13','MTfkb', 'LB')
('SL04652-2022-11-02-4498','S188-10','KWRKTmo', 'MB')
('AC22517-2022-11-01-4408','A245-16','ciDbZC', 'UB')
('AC22517-2022-11-02-4628','A258-2','SJkvCMVhCqRNgiaW', 'LB')
('SL22517-2022-11-01-4594','S192-10','luFjjcxcWnJFWOgs', 'MB')
('AC04652-2022-11-01-4622','A257-14','fycwilJBUEOMWi', 'LB')
('SL04652-2022-11-01-4588','S192-4','skFndxzQeV', 'LB')
('SL04652-2022-11-02-4506','S188-18','XRMLP', 'MB')
('AC04652-2022-11-02-4530','A252-12','yvBeNKow', 'SU')
('SL04652-2022-11-01-4601','S192-17','hCHLPZLYBweN', 'LB')
('AC04652-2022-11-01-4640','A258-14','rmvz', 'LB')
('SL04652-2022-11-01-4606','S192-22','VrnGeJgtUOmYj', 'UB')
('SL04652-2022-11-01-4607','S192-23','fCQgf', 'SL')
('SL04652-2022-11-01-4608','S192-24','muaUMBJNqBn', 'SU')
('AC22517-2022-11-02-4649','A259-5','LcsmsxLiEZeKidng', 'SL')
('SL04652-2022-11-02-4532','S189-20','qHrG', 'LB')
('SL22517-2022-11-02-4687','S196-7','gspsiarWAsDpnp', 'SL')
('SL04652-2022-11-02-4549','S190-13','TDu', 'MB')
('AC22517-2022-11-02-4666','A260-4','YNGjxQJtPo', 'UB')
('AC12058-2022-11-01-4617','A257-9','aMC', 'UB')
('SL22517-2022-11-01-4620','S193-12','DzLvxRXJ', 'LB')
('SL12058-2022-11-01-4599','S192-15','Z', 'SL')
('SL04652-2022-11-02-4557','S190-21','nhPPxsBNaX', 'MB')
('SL04652-2022-11-02-4558','S190-22','zgvPCac', 'UB')
('SL22517-2022-11-01-4624','S193-16','heyLrKncsnEmTBvz', 'SU')
('SL04652-2022-11-02-4571','S191-11','ZorhMqqmyeUcWDY', 'UB')
('SL22517-2022-11-01-4639','S194-7','UOgVslQQbx', 'SL')
('SL04652-2022-11-02-4572','S191-12','NMel', 'LB')
('AC22517-2022-11-02-4688','A261-8','snnyedPxZtk', 'LB')
('SL12058-2022-11-01-4624','S193-16','NE', 'SU')
('AC04652-2022-11-02-4619','A257-11','dNiZYd', 'SL')
('AC04652-2022-11-02-4620','A257-12','Rci', 'SU')
('SL22517-2022-11-02-4758','S199-6','yjHcmV', 'UB')
('SL04652-2022-11-02-4614','S193-6','ofVOjlkxjHBM', 'UB')
('SL22517-2022-11-02-4760','S199-8','czHGCkuWxWV', 'SU')
('AC12058-2022-11-01-4687','A261-7','FdYeInDQN', 'LB')
('AC22517-2022-11-01-4518','A251-18','yeYFgjsWxa', 'SU')
('AC22517-2022-11-02-4753','A265-1','tcaRAtBWNYDYq', 'LB')
('SL12058-2022-11-01-4673','S195-17','ot', 'LB')
('AC12058-2022-11-01-4697','A261-17','krOcjvct', 'SL')
('AC22517-2022-11-01-4524','A252-6','ydra', 'SU')
('SL04652-2022-11-02-4628','S193-20','HeUiPVlubU', 'LB')
('SL22517-2022-11-01-4691','S196-11','JJkfHrGCcptex', 'UB')
('AC22517-2022-11-01-4526','A252-8','AbEaN', 'LB')
('AC04652-2022-11-01-4770','A265-18','HOoQMtPKooYtm', 'SU')
('AC12058-2022-11-01-4729','A263-13','bzKpYBxWWlRPXDBM', 'LB')
('AC04652-2022-11-02-4656','A259-12','PZTvf', 'SU')
('SL12058-2022-11-01-4714','S197-10','oTigjSjcrWQG', 'MB')
('AC04652-2022-11-02-4658','A259-14','d', 'LB')
('SL12058-2022-11-01-4717','S197-13','gvGGdouYEd', 'MB')
('AC04652-2022-11-02-4664','A260-2','BcHAlS', 'LB')
('SL04652-2022-11-01-4733','S198-5','cOc', 'MB')
('AC04652-2022-11-02-4667','A260-5','ogBdgft', 'SL')
('AC12058-2022-11-01-4738','A264-4','eubestYutgjUfyG', 'UB')
('AC22517-2022-11-01-4564','A254-10','dUntODnEQIXz', 'UB')
('AC22517-2022-11-01-4565','A254-11','rbdeBrKrIkCqpOVC', 'SL')
('SL04652-2022-11-02-4719','S197-15','fKJzb', 'SL')
('AC12058-2022-11-01-4781','A266-11','shiBraYbpYSk', 'SL')
('AC22517-2022-11-01-4615','A257-7','RfdqOjQR', 'LB')
('AC22517-2022-11-02-4851','A270-9','VI', 'UB')
('AC04652-2022-11-02-4708','A262-10','cBOMzRhOkbbaInh', 'UB')
('SL22517-2022-11-01-4767','S199-15','MgERLMG', 'SL')
('AC04652-2022-11-02-4709','A262-11','WasLoK', 'SL')
('SL22517-2022-11-02-4851','S203-3','shsPgkGBePt', 'UB')
('SL22517-2022-11-02-4852','S203-4','pnKBxK', 'LB')
('SL04652-2022-11-02-4727','S197-23','UdHRdzEVAdhdaR', 'SL')
('AC04652-2022-11-02-4716','A262-18','Oc', 'SU')
('SL12058-2022-11-01-4774','S199-22','fdRHeTqk', 'UB')
('AC22517-2022-11-02-4857','A270-15','W', 'UB')
('AC04652-2022-11-01-4839','A269-15','zYlTuh', 'UB')
('SL22517-2022-11-01-4774','S199-22','mtUvAFS', 'UB')
('AC22517-2022-11-02-4864','A271-4','jHkDLQAKbmfWUoVa', 'UB')
('SL12058-2022-11-01-4777','S200-1','Y', 'LB')
('AC22517-2022-11-01-4628','A258-2','VIoNQUJAXuiar', 'LB')
('AC22517-2022-11-01-4669','A260-7','gr', 'LB')
('AC22517-2022-11-02-4895','A272-17','wvcylSjrxRnPuSj', 'SL')
('AC12058-2022-11-01-4836','A269-12','JZQUK', 'SU')
('SL04652-2022-11-01-4837','S202-13','syiWAb', 'MB')
('AC22517-2022-11-01-4674','A260-12','e', 'SU')
('AC12058-2022-11-01-4838','A269-14','VhYxyto', 'LB')
('AC04652-2022-11-01-4881','A272-3','mzwq', 'UB')
('SL12058-2022-11-01-4819','S201-19','tVlrX', 'UB')
('AC22517-2022-11-02-4902','A273-6','OCNJinrXvfiC', 'SU')
('AC12058-2022-11-01-4842','A269-18','rZph', 'SU')
('AC22517-2022-11-01-4703','A262-5','SjlkuCcqtcGRRCIP', 'SL')
('AC22517-2022-11-01-4728','A263-12','Wmktwl', 'SU')
('AC12058-2022-11-01-4888','A272-10','viHoiFp', 'UB')
('SL12058-2022-11-01-4852','S203-4','VKKtI', 'LB')
('SL22517-2022-11-02-4959','S207-15','khElqfJiVZK', 'SL')
('AC04652-2022-11-01-4909','A273-13','gQNQoPzq', 'LB')
('AC04652-2022-11-01-4910','A273-14','RTRQTKGsukcGJu', 'LB')
('SL12058-2022-11-01-4853','S203-5','xlYwv', 'MB')
('AC04652-2022-11-02-4816','A268-10','UmlnvYYTli', 'UB')
('SL12058-2022-11-01-4854','S203-6','r', 'UB')
('AC22517-2022-11-02-4964','A276-14','LgHFvGwJrdDx', 'LB')
('AC04652-2022-11-02-4819','A268-13','zZeKJBLLkZSZ', 'LB')
('AC12058-2022-11-01-4892','A272-14','sGo', 'LB')
('SL22517-2022-11-01-4878','S204-6','iRNawQt', 'UB')
('SL04652-2022-11-02-4839','S202-15','jwBFnNUPQo', 'SL')
('AC22517-2022-11-01-4742','A264-8','udExNDTmjsSizPpO', 'LB')
('AC04652-2022-11-01-4914','A273-18','Qxo', 'SU')
('AC04652-2022-11-01-4915','A274-1','AwpPuxqScoaPBd', 'LB')
('SL22517-2022-11-02-4970','S208-2','SZZWYyWod', 'MB')
('SL04652-2022-11-01-4917','S205-21','VBdlbEDsECXuaJAh', 'MB')
('AC22517-2022-11-01-4748','A264-14','RYpuQTiq', 'LB')
('SL22517-2022-11-02-4973','S208-5','hbJu', 'MB')
('AC22517-2022-11-01-4751','A264-17','p', 'SL')
('AC04652-2022-11-01-4923','A274-9','WEPUDq', 'UB')
('AC04652-2022-11-02-4838','A269-14','hPrnitrDZtE', 'LB')
('SL04652-2022-11-01-4921','S206-1','jPZ', 'LB')
('SL22517-2022-11-01-4891','S204-19','HdLV', 'UB')
('SL04652-2022-11-02-4852','S203-4','tLdhQdGkLtwQu', 'LB')
('SL04652-2022-11-02-4853','S203-5','HzLOgxJmthsP', 'MB')
('AC22517-2022-11-02-4985','A277-17','t', 'SL')
('SL12058-2022-11-01-4872','S203-24','n', 'SU')
('SL12058-2022-11-01-4873','S204-1','BeVJXLGIM', 'LB')
('SL22517-2022-11-02-4982','S208-14','GkzBJsdtMyZxOa', 'UB')
('AC22517-2022-11-02-4996','A278-10','NN', 'UB')
('AC22517-2022-11-01-4759','A265-7','iZvXOy', 'LB')
('SL04652-2022-11-02-4867','S203-19','vGDhSya', 'UB')
('AC22517-2022-11-02-5004','A278-18','wsrYk', 'SU')
('SL04652-2022-11-01-4940','S206-20','UkvvbmYb', 'LB')
('AC22517-2022-11-01-4767','A265-15','eImkqPTP', 'UB')
('AC04652-2022-11-02-4867','A271-7','LIwaUgpT', 'LB')
('SL22517-2022-11-01-4911','S205-15','STvcq', 'SL')
('SL22517-2022-11-02-5006','S209-14','XYIJ', 'UB')
('AC22517-2022-11-01-4774','A266-4','c', 'UB')
('SL22517-2022-11-01-4914','S205-18','XJvoa', 'MB')
('SL04652-2022-11-01-4959','S207-15','MbZTgIZPtHxFUPWH', 'SL')
('SL22517-2022-11-01-4918','S205-22','Nbk', 'UB')
('SL22517-2022-11-01-4919','S205-23','zC', 'SL')
('SL22517-2022-11-02-5014','S209-22','B', 'UB')
('SL22517-2022-11-01-4925','S206-5','cwaZu', 'MB')
('AC22517-2022-11-01-4787','A266-17','t', 'SL')
('AC12058-2022-11-01-4943','A275-11','UcSYa', 'SL')
('AC04652-2022-11-02-4887','A272-9','ki', 'UB')
('AC04652-2022-11-01-4971','A277-3','RRksd', 'UB')
('AC04652-2022-11-02-4894','A272-16','sCANGcwjiWPKG', 'UB')
('AC12058-2022-11-01-4947','A275-15','YFpRrFjQNoQQXC', 'UB')
('SL04652-2022-11-02-4907','S205-11','qhqyAWPIqV', 'UB')
('SL04652-2022-11-02-4908','S205-12','U', 'LB')
('AC04652-2022-11-01-4975','A277-7','DdYGXJgUigGw', 'LB')
('AC22517-2022-11-02-5033','A280-11','NdcfUNXPBafCjh', 'SL')
('AC22517-2022-11-02-5035','A280-13','YbxmALwuzpn', 'LB')
('SL04652-2022-11-02-4937','S206-17','nXbTiXSBZzvsHDqT', 'LB')
('AC22517-2022-11-01-4823','A268-17','bWwWRkArpvpP', 'SL')
('SL22517-2022-11-01-4974','S208-6','ArpWYIjcd', 'UB')
('SL22517-2022-11-02-5061','S211-21','uJ', 'MB')
('AC22517-2022-11-02-5069','A282-11','LELoyRZ', 'SL')
('SL04652-2022-11-01-5013','S209-21','dZrYKk', 'MB')
('AC22517-2022-11-02-5072','A282-14','FjO', 'LB')
('SL22517-2022-11-02-5063','S211-23','MvqlRFutIur', 'SL')
('AC12058-2022-11-01-4989','A278-3','AQ', 'UB')
('SL04652-2022-11-02-4947','S207-3','u', 'UB')
('SL04652-2022-11-02-4948','S207-4','sMd', 'LB')
('SL22517-2022-11-01-4983','S208-15','hRBWzkCDlWKgJbmX', 'SL')
