('SL22517-2022-11-02-178','S8-10','UnXnBY', 'MB')
('AC12058-2022-11-01-6325','A352-7','ej', 'LB')
('SL22517-2022-11-02-6314','S264-2','HAZyrSEqICdDwX', 'MB')
('SL12058-2022-11-01-6158','S257-14','gYw', 'UB')
('SL22517-2022-11-01-6238','S260-22','yuVPN', 'UB')
('SL04652-2022-11-01-6238','S260-22','YlejewBskVOUnhZ', 'UB')
('SL22517-2022-11-01-6257','S261-17','RcOkqumBVvWtlO', 'LB')
('AC12058-2022-11-01-6379','A355-7','UyH', 'LB')
('SL04652-2022-11-02-6334','S264-22','y', 'UB')
('AC12058-2022-11-01-6393','A356-3','zgbPEPNPECDtdor', 'UB')
('SL12058-2022-11-01-6202','S259-10','cbGBXU', 'MB')
('SL22517-2022-11-01-6282','S262-18','Tth', 'MB')
('SL04652-2022-11-01-6326','S264-14','aoryZzHisRBNR', 'UB')
('AC22517-2022-11-02-6440','A358-14','RJLKODH', 'LB')
('AC22517-2022-11-02-6441','A358-15','lQS', 'UB')
('SL12058-2022-11-01-6247','S261-7','P', 'SL')
('SL22517-2022-11-01-6360','S265-24','GnMWOWO', 'SU')
('AC12058-2022-11-01-6457','A359-13','XOslOBuE', 'LB')
('AC04652-2022-11-01-6744','A375-12','wAbdXPsVKlloIfQ', 'SU')
('SL04652-2022-11-02-6414','S268-6','xnKtZgfcMZpi', 'UB')
('AC12058-2022-11-01-6484','A361-4','XdIe', 'UB')
('AC12058-2022-11-01-6486','A361-6','hkYiLLApUT', 'SU')
('SL04652-2022-11-01-6384','S266-24','QZJfgEtTGqCknTJV', 'SU')
('AC04652-2022-11-01-6769','A377-1','ZRNJfPf', 'LB')
('SL04652-2022-11-01-6385','S267-1','dhltnbqXtiidc', 'LB')
('SL04652-2022-11-01-6386','S267-2','oEFhzBQL', 'MB')
('AC12058-2022-11-01-6488','A361-8','Fbe', 'LB')
('SL22517-2022-11-02-6454','S269-22','DayAKtNfD', 'UB')
('SL22517-2022-11-01-6398','S267-14','talTGgvoA', 'UB')
('SL04652-2022-11-02-6452','S269-20','GDAOsfk', 'LB')
('SL04652-2022-11-02-6453','S269-21','cuuLnMbsZSidAhLt', 'MB')
('SL04652-2022-11-01-6394','S267-10','qBM', 'MB')
('SL22517-2022-11-01-6408','S267-24','ogppRP', 'SU')
('SL04652-2022-11-02-6465','S270-9','uIejlVx', 'LB')
('AC12058-2022-11-01-6516','A362-18','ybcoWSRMMV', 'SU')
('AC12058-2022-11-01-6517','A363-1','PMAzdrznFNfZzid', 'LB')
('SL22517-2022-11-02-6473','S270-17','kmBP', 'LB')
('AC22517-2022-11-01-6522','A363-6','VvRjj', 'SU')
('SL12058-2022-11-01-6329','S264-17','NQcnqBFH', 'LB')
('AC22517-2022-11-02-6524','A363-8','vYQlXFpsHaIa', 'LB')
('AC12058-2022-11-01-6528','A363-12','gfNlWVen', 'SU')
('SL22517-2022-11-01-6424','S268-16','NcqpqcaeQdln', 'SU')
('SL22517-2022-11-01-6425','S268-17','ryqWNrMMGdS', 'LB')
('SL22517-2022-11-02-6483','S271-3','kKSuOEIPrcJi', 'UB')
('SL22517-2022-11-01-6451','S269-19','JqmsLJ', 'UB')
('SL04652-2022-11-01-6456','S269-24','vXpXxSXedgYwVgD', 'SU')
('SL04652-2022-11-02-6521','S272-17','GQ', 'LB')
('SL04652-2022-11-01-6458','S270-2','dzhKT', 'MB')
('AC12058-2022-11-01-6564','A365-12','RGspqlVfLCnX', 'SU')
('SL12058-2022-11-01-6369','S266-9','YHrGXaGevDoMGr', 'LB')
('SL04652-2022-11-02-6528','S272-24','y', 'SU')
('AC04652-2022-11-02-6573','A366-3','NKhxzulQvhuymFh', 'UB')
('SL22517-2022-11-02-6534','S273-6','mYB', 'UB')
('SL22517-2022-11-01-6485','S271-5','nCQbrSNdCd', 'MB')
('AC12058-2022-11-01-6596','A367-8','aVVT', 'LB')
('SL22517-2022-11-02-6570','S274-18','HuJKzJOSDVx', 'MB')
('AC12058-2022-11-01-6598','A367-10','oVVzVWpiKJTr', 'UB')
('AC22517-2022-11-02-6605','A367-17','JKjxWNkuZ', 'SL')
('SL22517-2022-11-02-6573','S274-21','sqfNt', 'MB')
('AC04652-2022-11-01-6883','A383-7','pPmteOCH', 'LB')
('AC22517-2022-11-01-6613','A368-7','haXfXfbwVNyUnq', 'LB')
('SL04652-2022-11-02-6562','S274-10','eryWtO', 'MB')
('AC22517-2022-11-02-6615','A368-9','sJ', 'UB')
('SL04652-2022-11-01-6510','S272-6','zxUStppFixigjl', 'UB')
('AC04652-2022-11-02-6617','A368-11','DMvWrESbnLHiOA', 'SL')
('AC04652-2022-11-02-6618','A368-12','QVrHauDk', 'SU')
('SL22517-2022-11-01-6501','S271-21','ipfzHIt', 'MB')
('SL22517-2022-11-01-6511','S272-7','aANWawPzEYMOeeL', 'SL')
('AC04652-2022-11-01-6907','A384-13','XHtwRcQDzC', 'LB')
('SL22517-2022-11-01-6513','S272-9','zkTo', 'LB')
('SL04652-2022-11-02-6589','S275-13','iyeDoOIU', 'MB')
('AC12058-2022-11-01-6628','A369-4','tsMRpWabb', 'UB')
('AC22517-2022-11-02-6644','A370-2','Jc', 'LB')
('SL12058-2022-11-01-6454','S269-22','JgtQGvtZT', 'UB')
('SL04652-2022-11-01-6538','S273-10','fNFiEqVv', 'MB')
('AC22517-2022-11-01-6651','A370-9','yaFceBrnarrtsu', 'UB')
('AC22517-2022-11-01-6652','A370-10','IxjAiJtd', 'UB')
('SL22517-2022-11-01-6529','S273-1','PhQAwsW', 'LB')
('AC04652-2022-11-02-6646','A370-4','SGeyi', 'UB')
('SL04652-2022-11-01-6570','S274-18','ntGLjyYa', 'MB')
('SL12058-2022-11-01-6478','S270-22','BJkeVNeKypmsf', 'UB')
('AC22517-2022-11-02-6682','A372-4','SbyXQfRm', 'UB')
('AC04652-2022-11-01-6952','A387-4','yqcLag', 'UB')
('SL04652-2022-11-02-6641','S277-17','QRvsTfES', 'LB')
('SL04652-2022-11-01-6606','S276-6','IWlWhmLkB', 'UB')
('AC04652-2022-11-01-6972','A388-6','OPE', 'SU')
('SL04652-2022-11-01-6608','S276-8','vlsDkGhvyDPh', 'SU')
('AC22517-2022-11-01-6706','A373-10','tZCpAJpegCBEkO', 'UB')
('SL04652-2022-11-02-6670','S278-22','SrHBwSETaDUPVsC', 'UB')
('AC12058-2022-11-01-6831','A380-9','mAfkCzqfiHa', 'UB')
('SL22517-2022-11-01-6664','S278-16','BXiWNyMkths', 'SU')
('AC04652-2022-11-01-7075','A394-1','sjthIrgyf', 'LB')
('AC22517-2022-11-02-6835','A380-13','GiAlTJroUXystwR', 'LB')
('AC04652-2022-11-02-6803','A378-17','nRzsblfV', 'SL')
('SL22517-2022-11-02-6787','S283-19','VOAthBDZggjX', 'UB')
('AC12058-2022-11-01-6838','A380-16','wDGiEcAj', 'UB')
('AC12058-2022-11-01-6850','A381-10','tWYLBKdRgF', 'UB')
('AC04652-2022-11-02-6818','A379-14','lMNHnnjAIFO', 'LB')
('SL22517-2022-11-01-6692','S279-20','Lblz', 'LB')
('SL22517-2022-11-02-6807','S284-15','bH', 'SL')
('SL22517-2022-11-02-6811','S284-19','pTcZXmaZ', 'UB')
('SL22517-2022-11-02-6814','S284-22','ZtFdKOMee', 'UB')
('AC22517-2022-11-01-6845','A381-5','MSx', 'SL')
('SL04652-2022-11-02-6801','S284-9','eKfNHLxYFOmOxFps', 'LB')
('SL04652-2022-11-01-6776','S283-8','n', 'SU')
('SL22517-2022-11-01-6704','S280-8','MbVuwaz', 'SU')
('SL22517-2022-11-02-6821','S285-5','ADah', 'MB')
('AC22517-2022-11-01-6851','A381-11','cUS', 'SL')
('SL04652-2022-11-02-6814','S284-22','giujtGyTd', 'UB')
('SL12058-2022-11-01-6655','S278-7','UcQjorIDNUIKM', 'SL')
('AC12058-2022-11-01-6903','A384-9','hvDlrHAX', 'UB')
('SL22517-2022-11-01-6740','S281-20','v', 'LB')
('AC22517-2022-11-01-6883','A383-7','Wgoen', 'LB')
('SL04652-2022-11-02-6846','S286-6','esmKaTSSsDSWDMYf', 'UB')
('SL04652-2022-11-02-6848','S286-8','AdKPBkUYVZh', 'SU')
('AC22517-2022-11-02-6906','A384-12','wwKVceZLJsJAceQ', 'SU')
('SL22517-2022-11-01-6746','S282-2','gooVTOySIfTx', 'MB')
('AC22517-2022-11-02-6908','A384-14','NsYBFBM', 'LB')
('AC22517-2022-11-02-6909','A384-15','Xjqp', 'UB')
('SL12058-2022-11-01-6699','S280-3','xETeThayuIPg', 'UB')
('SL12058-2022-11-01-6700','S280-4','QnPXMr', 'LB')
('AC04652-2022-11-02-6889','A383-13','qHef', 'LB')
('AC22517-2022-11-01-6897','A384-3','jo', 'UB')
('SL04652-2022-11-01-6835','S285-19','igtbaR', 'UB')
('SL04652-2022-11-02-6864','S286-24','mEFzUYZZIKvh', 'SU')
('AC12058-2022-11-01-6924','A385-12','yRvJoBqRy', 'SU')
('SL04652-2022-11-02-6874','S287-10','fSpOZxkxmC', 'MB')
('SL22517-2022-11-01-6775','S283-7','ITNFSwGrgyBEZWAQ', 'SL')
('SL12058-2022-11-01-6724','S281-4','DPGneC', 'LB')
('SL04652-2022-11-01-6853','S286-13','UpRJaoDZenRYZ', 'MB')
('SL22517-2022-11-01-6784','S283-16','LYtBi', 'SU')
('AC04652-2022-11-01-7184','A400-2','SippxOH', 'LB')
('AC22517-2022-11-01-6925','A385-13','CGSTjc', 'LB')
('SL04652-2022-11-02-6881','S287-17','lM', 'LB')
('AC04652-2022-11-02-6919','A385-7','Ie', 'LB')
('AC12058-2022-11-01-6942','A386-12','zdmNEkYtHIw', 'SU')
('SL22517-2022-11-01-6802','S284-10','NXPYLbKN', 'MB')
('AC22517-2022-11-01-6936','A386-6','IimF', 'SU')
('AC04652-2022-11-01-7224','A402-6','bTonnLXZRR', 'SU')
('SL22517-2022-11-02-6917','S289-5','sqzpopZzpDMhhrP', 'MB')
('SL04652-2022-11-02-6930','S289-18','Y', 'MB')
('SL04652-2022-11-02-6931','S289-19','AkDEbwWfgttH', 'UB')
('SL22517-2022-11-02-6920','S289-8','mHWiF', 'SU')
('AC22517-2022-11-02-6989','A389-5','yVlbBMaDvCtaHg', 'SL')
('SL04652-2022-11-02-6946','S290-10','KKvJpkdYO', 'MB')
('SL04652-2022-11-02-6947','S290-11','Fig', 'UB')
('AC04652-2022-11-02-6970','A388-4','pa', 'UB')
('SL04652-2022-11-02-6948','S290-12','RVcbb', 'LB')
('AC04652-2022-11-01-7248','A403-12','tFTUXdNHnicLkF', 'SU')
('SL22517-2022-11-01-6854','S286-14','IpQGKvPm', 'UB')
('SL22517-2022-11-02-6945','S290-9','LcMscMCSwxwY', 'LB')
('AC04652-2022-11-01-7340','A408-14','XkVCVVFVoW', 'LB')
('AC22517-2022-11-01-7058','A393-2','uASwcspXoKoAPGuM', 'LB')
('AC22517-2022-11-02-7084','A394-10','YNHvfazTJQw', 'UB')
('SL04652-2022-11-02-7037','S294-5','dNfEKVTVWA', 'MB')
('AC22517-2022-11-01-7062','A393-6','aySQeqKGzsE', 'SU')
('AC04652-2022-11-02-7070','A393-14','vubWqHAHKCtIDzqU', 'LB')
('SL04652-2022-11-02-7043','S294-11','XCcEheMKMbdGoSo', 'UB')
('AC12058-2022-11-01-7089','A394-15','EXDAzwwJbbZYI', 'UB')
('SL04652-2022-11-02-7045','S294-13','Op', 'MB')
('AC22517-2022-11-01-7067','A393-11','naIPFaIfRcvwH', 'SL')
('AC12058-2022-11-01-7091','A394-17','BgFAOQBWTBXQS', 'SL')
('SL12058-2022-11-01-6876','S287-12','LTiMsqvMHv', 'LB')
('AC22517-2022-11-02-7093','A395-1','Yeiq', 'LB')
('SL22517-2022-11-01-6933','S289-21','wggQq', 'MB')
('SL22517-2022-11-02-7020','S293-12','fslJskYLroZivqny', 'LB')
('AC12058-2022-11-01-7095','A395-3','ZdrAiv', 'UB')
('SL22517-2022-11-01-6937','S290-1','Z', 'LB')
('SL22517-2022-11-01-6938','S290-2','qaAkE', 'MB')
('AC12058-2022-11-01-7098','A395-6','A', 'SU')
('AC04652-2022-11-01-7360','A409-16','oHDAL', 'UB')
('SL04652-2022-11-01-7024','S293-16','zsuDyONlfJrTPPF', 'SU')
('AC04652-2022-11-02-7086','A394-12','kPLkNQLnr', 'SU')
('AC22517-2022-11-01-7088','A394-14','TFCsKYH', 'LB')
('AC12058-2022-11-01-7103','A395-11','XOOLklcThJa', 'SL')
('AC04652-2022-11-02-7092','A394-18','uyyZ', 'SU')
('AC22517-2022-11-02-7112','A396-2','Nvqva', 'LB')
('SL04652-2022-11-01-7029','S293-21','hajQRoSJC', 'MB')
('AC22517-2022-11-02-7116','A396-6','WwUNHAtKbTaFW', 'SU')
('SL04652-2022-11-01-7032','S293-24','toVbxl', 'SU')
('SL22517-2022-11-01-6961','S291-1','YrfuEmzNAiLVBcW', 'LB')
('AC22517-2022-11-02-7126','A396-16','dKUFmEwfszYo', 'UB')
('SL12058-2022-11-01-6900','S288-12','XmeCc', 'LB')
('SL22517-2022-11-01-6974','S291-14','pfcI', 'UB')
('SL12058-2022-11-01-6916','S289-4','fWaqRNzoEEhQ', 'LB')
('AC22517-2022-11-02-7138','A397-10','MSXVak', 'UB')
('AC12058-2022-11-01-7124','A396-14','POUaRCqwQcmYDiU', 'LB')
('AC04652-2022-11-01-7388','A411-8','I', 'LB')
('AC12058-2022-11-01-7125','A396-15','SggzuUZVgms', 'UB')
('SL22517-2022-11-01-7026','S293-18','UPfMTjhLSiuD', 'MB')
('SL22517-2022-11-02-7112','S297-8','ZvOlfSjsxiV', 'SU')
('SL04652-2022-11-02-7142','S298-14','sXPHvpRKNdnSXz', 'UB')
('AC04652-2022-11-02-7177','A399-13','QL', 'LB')
('AC04652-2022-11-01-7464','A415-12','UJhPDILnztWO', 'SU')
('AC04652-2022-11-02-7178','A399-14','psagzmNZDj', 'LB')
('SL04652-2022-11-02-7145','S298-17','KRNuyTDpJSqFPSX', 'LB')
('AC22517-2022-11-01-7194','A400-12','UbwcGGLXBnftCJd', 'SU')
('AC04652-2022-11-01-7467','A415-15','mfdcSsDkhtvJAL', 'UB')
('AC04652-2022-11-02-7183','A400-1','esgB', 'LB')
('AC04652-2022-11-01-7469','A415-17','ASiHADZqEUa', 'SL')
('AC22517-2022-11-02-7227','A402-9','PumURawDQuxW', 'UB')
('SL04652-2022-11-01-7124','S297-20','jVynbIppbhKzfR', 'LB')
('AC12058-2022-11-01-7199','A400-17','GA', 'SL')
('SL22517-2022-11-01-7060','S295-4','yCAmpmqDNYriRWaO', 'LB')
('SL22517-2022-11-02-7160','S299-8','laUdkhJJShfGVD', 'SU')
('SL12058-2022-11-01-7030','S293-22','FjyL', 'UB')
('AC04652-2022-11-01-7504','A417-16','F', 'UB')
('SL22517-2022-11-02-7175','S299-23','XdUUtDcpiTJqUnkd', 'SL')
('AC22517-2022-11-01-7317','A407-9','qEevRhakO', 'UB')
('AC04652-2022-11-01-7588','A422-10','wu', 'UB')
('SL04652-2022-11-01-7238','S302-14','RRyWHCiFNqCUJB', 'UB')
('SL04652-2022-11-02-7264','S303-16','kVoMwqdycdwqhJDf', 'SU')
('AC04652-2022-11-02-7288','A405-16','lRcwbD', 'UB')
('AC04652-2022-11-02-7289','A405-17','TxGK', 'SL')
('SL12058-2022-11-01-7143','S298-15','QvJU', 'SL')
('AC22517-2022-11-02-7399','A412-1','mhEAb', 'LB')
('SL04652-2022-11-01-7370','S308-2','zynQqMlJFoeosXZm', 'MB')
('AC12058-2022-11-01-7437','A414-3','dsIupyoSizNGS', 'UB')
('AC22517-2022-11-02-7518','A418-12','x', 'SU')
('AC04652-2022-11-02-7452','A414-18','Eay', 'SU')
('AC04652-2022-11-02-7476','A416-6','IwQ', 'SU')
('SL12058-2022-11-01-7279','S304-7','k', 'SL')
('AC04652-2022-11-01-7746','A431-6','ajFtIXTkfITyuV', 'SU')
('AC22517-2022-11-02-7552','A420-10','bMkg', 'UB')
('SL22517-2022-11-02-7449','S311-9','zshrKEjQKBYAJA', 'LB')
('SL12058-2022-11-01-7314','S305-18','gCZ', 'MB')
('AC04652-2022-11-01-7778','A433-2','TaKvlXtv', 'LB')
('AC04652-2022-11-01-7779','A433-3','naTqXSE', 'UB')
('AC04652-2022-11-02-7521','A418-15','GUZXKmwhxSztnlA', 'UB')
('AC04652-2022-11-02-7522','A418-16','xkxFNDptkYjBN', 'UB')
('SL04652-2022-11-01-7457','S311-17','TBZOdy', 'LB')
('AC04652-2022-11-02-7544','A420-2','wltlTDlkulPq', 'LB')
('SL04652-2022-11-02-7489','S313-1','hRpJNzaYbtBxs', 'LB')
('AC22517-2022-11-01-7543','A420-1','Yn', 'LB')
('AC22517-2022-11-02-7606','A423-10','ZVgKQOPsvOB', 'UB')
('SL12058-2022-11-01-7341','S306-21','yrB', 'MB')
('SL04652-2022-11-01-7475','S312-11','BXpR', 'UB')
('SL22517-2022-11-01-7437','S310-21','zRVCgHArXI', 'MB')
('AC04652-2022-11-01-7848','A436-18','HkOPdB', 'SU')
('SL12058-2022-11-01-7381','S308-13','cfpJDCgV', 'MB')
('SL22517-2022-11-02-7555','S315-19','RLoDeNNEYjpBTI', 'UB')
('SL04652-2022-11-01-7519','S314-7','zBrUnOZx', 'SL')
('AC04652-2022-11-01-7854','A437-6','tlFbyTrINrzTDK', 'SU')
('AC12058-2022-11-01-7601','A423-5','WK', 'SL')
('SL22517-2022-11-01-7443','S311-3','iNFqxGS', 'UB')
('AC22517-2022-11-01-7600','A423-4','FrOVUJuKLV', 'UB')
('AC12058-2022-11-01-7605','A423-9','H', 'UB')
('AC12058-2022-11-01-7611','A423-15','gvq', 'UB')
('AC22517-2022-11-01-7605','A423-9','LyMkGZMrF', 'UB')
('AC04652-2022-11-01-7906','A440-4','NqOngTdrFVt', 'UB')
('AC22517-2022-11-02-7713','A429-9','AneDlvPXvcB', 'UB')
('SL22517-2022-11-01-7499','S313-11','zhxQrEisVirIC', 'UB')
('AC04652-2022-11-01-7911','A440-9','kARXDKmHivhEX', 'UB')
('AC22517-2022-11-01-7655','A426-5','AnnF', 'SL')
('AC22517-2022-11-02-7737','A430-15','sZGfuLJL', 'UB')
('SL04652-2022-11-01-7601','S317-17','jGrIipMdmfoXTdPh', 'LB')
('AC04652-2022-11-01-7933','A441-13','UXfkRWFmVjjQJA', 'LB')
('AC04652-2022-11-02-7688','A428-2','InsfhwtvMxV', 'LB')
('AC22517-2022-11-01-7674','A427-6','mwartIYO', 'SU')
('SL22517-2022-11-01-7525','S314-13','oWQLZXvjNJa', 'MB')
('SL04652-2022-11-01-7603','S317-19','YFPTJGHU', 'UB')
('AC22517-2022-11-02-7754','A431-14','aBjZprWuFpB', 'LB')
('SL04652-2022-11-02-7620','S318-12','Il', 'LB')
('SL04652-2022-11-01-7609','S318-1','ttFXD', 'LB')
('SL04652-2022-11-01-7610','S318-2','gZ', 'MB')
('AC22517-2022-11-01-7686','A427-18','H', 'SU')
('SL04652-2022-11-01-7612','S318-4','OwPgSRlM', 'LB')
('AC04652-2022-11-02-7700','A428-14','SUWpkBWCaqVYaMl', 'LB')
('SL12058-2022-11-01-7473','S312-9','xmSShAReYXDYtni', 'LB')
('SL22517-2022-11-01-7540','S315-4','eLVOJqmDnZ', 'LB')
('SL22517-2022-11-02-7644','S319-12','HXwI', 'LB')
('AC12058-2022-11-01-7689','A428-3','sRDAzqLWVMNMzNR', 'UB')
('AC04652-2022-11-02-7705','A429-1','mDhhbmwJsSvNvPaE', 'LB')
('SL22517-2022-11-02-7647','S319-15','VEgHeUJenvoCdQ', 'SL')
('SL04652-2022-11-02-7632','S318-24','lHRkgKhheskOEIOo', 'SU')
('SL04652-2022-11-01-7616','S318-8','ZHIrMSFg', 'SU')
('AC04652-2022-11-02-7714','A429-10','WmSOmPjIYfxku', 'UB')
('AC04652-2022-11-01-7958','A443-2','kaPPQWfXJI', 'LB')
('SL04652-2022-11-01-7622','S318-14','IQtzzoK', 'UB')
('SL12058-2022-11-01-7480','S312-16','LOE', 'SU')
('AC04652-2022-11-02-7743','A431-3','Yfc', 'UB')
('AC04652-2022-11-01-8006','A445-14','cjNrORcmatl', 'LB')
('AC22517-2022-11-02-7822','A435-10','yXMbFOSBLhlpKQpy', 'UB')
('SL12058-2022-11-01-7521','S314-9','yJJn', 'LB')
('SL22517-2022-11-02-7696','S321-16','hwLFXkcfQi', 'SU')
('SL12058-2022-11-01-7522','S314-10','E', 'MB')
('AC22517-2022-11-01-7753','A431-13','oicfbnlzfgeSihkQ', 'LB')
('AC04652-2022-11-01-8011','A446-1','lokrRPfGtRLStchV', 'LB')
('SL22517-2022-11-02-7698','S321-18','OWlClQq', 'MB')
('AC22517-2022-11-02-7826','A435-14','vsB', 'LB')
('AC04652-2022-11-01-8013','A446-3','AbmVBrhbkTFqy', 'UB')
('AC04652-2022-11-02-7780','A433-4','SE', 'UB')
('AC04652-2022-11-02-7781','A433-5','nbgyBtg', 'SL')
('AC04652-2022-11-02-7782','A433-6','awb', 'SU')
('SL22517-2022-11-01-7611','S318-3','qTWmBLAxLoh', 'UB')
('AC04652-2022-11-01-8027','A446-17','dEfrTiUdVOL', 'SL')
('AC22517-2022-11-02-7848','A436-18','nlN', 'SU')
('AC22517-2022-11-01-7779','A433-3','bRVXDAJVRof', 'UB')
('AC04652-2022-11-02-7796','A434-2','LeO', 'LB')
('AC22517-2022-11-01-7780','A433-4','rrWNk', 'UB')
('SL04652-2022-11-02-7711','S322-7','HZiIL', 'SL')
('SL22517-2022-11-01-7631','S318-23','NgaFzBB', 'SL')
('SL12058-2022-11-01-7555','S315-19','erJMVljeFNFS', 'UB')
('SL22517-2022-11-02-7722','S322-18','A', 'MB')
('AC12058-2022-11-01-7777','A433-1','GWPnSJLNsVYNJv', 'LB')
('AC12058-2022-11-01-7778','A433-2','JidMB', 'LB')
('AC04652-2022-11-01-8052','A448-6','AfVWRoRZrTyO', 'SU')
('SL04652-2022-11-01-7720','S322-16','rnyK', 'SU')
('AC04652-2022-11-02-7822','A435-10','KMO', 'UB')
('SL12058-2022-11-01-7576','S316-16','KS', 'SU')
('AC22517-2022-11-01-7814','A435-2','EfFCVX', 'LB')
('SL04652-2022-11-02-7745','S323-17','WHF', 'LB')
('AC04652-2022-11-02-7828','A435-16','BRJHXwPnCCUz', 'UB')
('AC04652-2022-11-02-7829','A435-17','jNBfV', 'SL')
('AC04652-2022-11-02-7830','A435-18','R', 'SU')
('SL22517-2022-11-02-7747','S323-19','cXhMGAMBxF', 'UB')
('SL04652-2022-11-01-7727','S322-23','ltnDAPk', 'SL')
('SL22517-2022-11-01-7655','S319-23','PJFSoosvASV', 'SL')
('SL04652-2022-11-02-7754','S324-2','htSaEJXhXtRV', 'MB')
('SL12058-2022-11-01-7595','S317-11','jaY', 'UB')
('SL04652-2022-11-01-7786','S325-10','SvOxnTMyARcYyNF', 'MB')
('AC04652-2022-11-01-8127','A452-9','mHAPLxwlc', 'UB')
('SL22517-2022-11-01-7744','S323-16','zyjirDPlozxJ', 'SU')
('SL04652-2022-11-02-7831','S327-7','UisMdTay', 'SL')
('SL04652-2022-11-01-7879','S329-7','uQBDSGvlDvT', 'SL')
('AC04652-2022-11-02-7955','A442-17','upvjsf', 'SL')
('AC04652-2022-11-02-7958','A443-2','BcWmVQwqzv', 'LB')
('SL22517-2022-11-02-7882','S329-10','Axpr', 'MB')
('AC22517-2022-11-02-8013','A446-3','RJXb', 'UB')
('SL04652-2022-11-01-7884','S329-12','Hz', 'LB')
('AC12058-2022-11-01-7950','A442-12','rMVoRuTbDjhY', 'SU')
('SL22517-2022-11-02-7892','S329-20','gebEZlQWKLMQyMeG', 'LB')
('AC04652-2022-11-02-7976','A444-2','uAJUYpEP', 'LB')
('AC04652-2022-11-02-8008','A445-16','zKazylitTcBR', 'UB')
('AC22517-2022-11-02-8055','A448-9','ALIoTqgu', 'UB')
('AC22517-2022-11-02-8056','A448-10','SiT', 'UB')
('AC22517-2022-11-02-8057','A448-11','nXXYOJvGuZqnGrF', 'SL')
('SL12058-2022-11-01-7765','S324-13','hqDlwLDGEiunMoX', 'MB')
('AC04652-2022-11-02-8015','A446-5','NxYJqubjxwm', 'SL')
('SL22517-2022-11-02-7929','S331-9','RnFQPIaPv', 'LB')
('SL04652-2022-11-01-7945','S332-1','hRoMluXV', 'LB')
('SL22517-2022-11-01-7850','S328-2','MyNQd', 'MB')
('AC22517-2022-11-02-8070','A449-6','UdHLbOqm', 'SU')
('AC04652-2022-11-02-8023','A446-13','PenpmDxuRNcxGHG', 'LB')
('SL04652-2022-11-01-7958','S332-14','XEgap', 'UB')
('AC04652-2022-11-02-8053','A448-7','cbrGTpee', 'LB')
('SL04652-2022-11-01-7980','S333-12','cdozixvVYp', 'LB')
('AC04652-2022-11-01-8295','A461-15','UMUrYDNsvQv', 'UB')
('SL12058-2022-11-01-7810','S326-10','eafQVCbyHlSGx', 'MB')
('SL04652-2022-11-02-7982','S333-14','bm', 'UB')
('SL04652-2022-11-01-7984','S333-16','nguiugZ', 'SU')
('AC12058-2022-11-01-8049','A448-3','gmjGXXWvXc', 'UB')
('SL04652-2022-11-01-7986','S333-18','zKzA', 'MB')
('SL12058-2022-11-01-7813','S326-13','u', 'MB')
('SL04652-2022-11-02-7985','S333-17','f', 'LB')
('AC04652-2022-11-02-8064','A448-18','B', 'SU')
('SL22517-2022-11-02-7985','S333-17','wp', 'LB')
('SL04652-2022-11-01-8059','S336-19','wUvglFLAEWvpfnRg', 'UB')
('AC04652-2022-11-02-8138','A453-2','YHpjtCsXMEJ', 'LB')
('AC04652-2022-11-02-8151','A453-15','Gtfs', 'UB')
('AC04652-2022-11-01-8384','A466-14','GcZIUrOmQF', 'LB')
('SL12058-2022-11-01-7914','S330-18','dAhF', 'MB')
('SL12058-2022-11-01-7915','S330-19','rqQ', 'UB')
('SL22517-2022-11-02-8070','S337-6','tTnMctmWbDIpBsWr', 'UB')
('SL22517-2022-11-01-7976','S333-8','y', 'SU')
('AC04652-2022-11-02-8159','A454-5','WdlvhfDZ', 'SL')
('AC22517-2022-11-01-8150','A453-14','YWrPVLJ', 'LB')
('SL22517-2022-11-02-8101','S338-13','PIifmbIBgVB', 'MB')
('SL22517-2022-11-01-8009','S334-17','AyOs', 'LB')
('SL04652-2022-11-01-8125','S339-13','jTZlroTqNYc', 'MB')
('AC04652-2022-11-02-8199','A456-9','jwBZGZjovrayTqA', 'UB')
('AC04652-2022-11-01-8431','A469-7','pvYkk', 'LB')
('SL22517-2022-11-01-8015','S334-23','PxmHItLXGGuJN', 'SL')
('SL22517-2022-11-01-8022','S335-6','fszvFpHiV', 'UB')
('SL22517-2022-11-02-8111','S338-23','bjoWlznPITqaqTan', 'SL')
('SL04652-2022-11-02-8110','S338-22','njhkVQaijZLhYl', 'UB')
('SL22517-2022-11-02-8115','S339-3','AJKnw', 'UB')
('AC04652-2022-11-01-8445','A470-3','GuOeZNGhwVHJG', 'UB')
('SL12058-2022-11-01-7977','S333-9','vKZdPmy', 'LB')
('SL22517-2022-11-01-8031','S335-15','duyyUlWQKHxBByj', 'SL')
('AC04652-2022-11-02-8212','A457-4','YYytGYG', 'UB')
('SL12058-2022-11-01-7985','S333-17','XIJy', 'LB')
('AC22517-2022-11-02-8252','A459-8','TdszMZD', 'LB')
('SL22517-2022-11-02-8139','S340-3','yKWHogOTqFH', 'UB')
('AC22517-2022-11-01-8208','A456-18','qYTXlRWERbX', 'SU')
('AC22517-2022-11-02-8279','A460-17','wIlULOhSdNbCLr', 'SL')
('AC22517-2022-11-01-8214','A457-6','BJYQNGKCbxqhK', 'SU')
