('SL12058-2022-11-01-4','S1-4','BsEjQkPmDajeGhn', 'LB')
('SL12058-2022-11-01-4622','S193-14','ditYUW', 'UB')
('AC04652-2022-11-01-4683','A261-3','yKdbktyDj', 'UB')
('AC22517-2022-11-01-4475','A249-11','mkeQmtmEAvN', 'SL')
('AC22517-2022-11-01-4476','A249-12','NSeOqzf', 'SU')
('AC04652-2022-11-02-4588','A255-16','EuFu', 'UB')
('SL04652-2022-11-02-4575','S191-15','Ho', 'SL')
('SL04652-2022-11-01-4642','S194-10','Dj', 'MB')
('AC12058-2022-11-01-4646','A259-2','MecbpojyFFO', 'LB')
('SL22517-2022-11-02-4732','S198-4','t', 'LB')
('AC12058-2022-11-01-4648','A259-4','Mw', 'UB')
('AC04652-2022-11-02-4593','A256-3','zbuuwj', 'UB')
('AC22517-2022-11-01-4485','A250-3','WWnhxtLMZnxHCzha', 'UB')
('AC04652-2022-11-02-4595','A256-5','MmuliEPUcoScTZ', 'SL')
('AC12058-2022-11-01-4653','A259-9','QTS', 'UB')
('SL04652-2022-11-01-4657','S195-1','ZKKbEq', 'LB')
('AC04652-2022-11-01-4699','A262-1','GxKZonzPWB', 'LB')
('SL04652-2022-11-02-4591','S192-7','BvO', 'SL')
('AC22517-2022-11-01-4491','A250-9','yMNgPnIfYBj', 'UB')
('AC04652-2022-11-01-4701','A262-3','tH', 'UB')
('AC22517-2022-11-02-4715','A262-17','ocPjJIv', 'SL')
('AC22517-2022-11-02-4716','A262-18','ZCsaUYCBe', 'SU')
('AC04652-2022-11-01-4735','A264-1','vDKmqVrhmslhVKCE', 'LB')
('SL22517-2022-11-02-4773','S199-21','SyDjmI', 'MB')
('AC22517-2022-11-02-4762','A265-10','HFZVVfkifYkrUmy', 'UB')
('AC04652-2022-11-01-4749','A264-15','wPXLfaE', 'UB')
('SL22517-2022-11-02-4782','S200-6','FNxuBtdKsw', 'UB')
('SL04652-2022-11-02-4641','S194-9','vtrJSAa', 'LB')
('AC22517-2022-11-01-4534','A252-16','mQ', 'UB')
('AC12058-2022-11-01-4707','A262-9','YFe', 'UB')
('SL12058-2022-11-01-4700','S196-20','rAGRVHHamVgFgQEk', 'LB')
('SL22517-2022-11-02-4786','S200-10','mksiKYO', 'MB')
('SL04652-2022-11-01-4707','S197-3','QRYjZs', 'UB')
('SL04652-2022-11-01-4708','S197-4','awxpDMVysZtz', 'LB')
('SL04652-2022-11-01-4709','S197-5','qqtK', 'MB')
('AC22517-2022-11-02-4777','A266-7','LWfqrNQSNtKLNa', 'LB')
('AC12058-2022-11-01-4714','A262-16','IfTdsAAf', 'UB')
('AC12058-2022-11-01-4715','A262-17','EKhWvmNJ', 'SL')
('SL22517-2022-11-01-4709','S197-5','FFZmDJNvVO', 'MB')
('AC04652-2022-11-02-4649','A259-5','wF', 'SL')
('SL22517-2022-11-01-4710','S197-6','AqMtlMMDnm', 'UB')
('SL22517-2022-11-02-4794','S200-18','EOhbrvjNWaqZytWr', 'MB')
('AC22517-2022-11-02-4782','A266-12','BLKipWzwdOhmeiA', 'SU')
('SL04652-2022-11-01-4729','S198-1','UWHAk', 'LB')
('AC22517-2022-11-01-4560','A254-6','uDOcAvbZZsEpdbZ', 'SU')
('SL04652-2022-11-01-4743','S198-15','fengxBzsWMEgAkz', 'SL')
('SL04652-2022-11-01-4747','S198-19','hYNiDEnQMt', 'UB')
('AC22517-2022-11-02-4811','A268-5','I', 'SL')
('SL22517-2022-11-01-4736','S198-8','ZYvzklsCFllVPit', 'SU')
('AC22517-2022-11-02-4813','A268-7','hDBT', 'LB')
('SL22517-2022-11-02-4808','S201-8','bDU', 'SU')
('AC22517-2022-11-01-4575','A255-3','MrNBMuyLxOoISvo', 'UB')
('AC04652-2022-11-01-4827','A269-3','NgKlJcwqjplAfu', 'UB')
('SL22517-2022-11-02-4843','S202-19','wWuAXzNo', 'UB')
('AC22517-2022-11-01-4614','A257-6','ufMPpPEsIpOgfd', 'SU')
('SL04652-2022-11-01-4783','S200-7','AwMO', 'SL')
('SL22517-2022-11-02-4890','S204-18','igfMvzAn', 'MB')
('SL12058-2022-11-01-4806','S201-6','LKjlvQBZkOPXJ', 'UB')
('AC04652-2022-11-01-4874','A271-14','qUkAYqsJlFnRVeM', 'LB')
('AC22517-2022-11-01-4665','A260-3','ULRJZKxxAFEP', 'UB')
('AC22517-2022-11-01-4668','A260-6','vkLZCQ', 'SU')
('SL04652-2022-11-02-4773','S199-21','xMRixfmYoWJ', 'MB')
('SL22517-2022-11-01-4825','S202-1','iBDIhudxxk', 'LB')
('SL04652-2022-11-02-4780','S200-4','etagIom', 'LB')
('AC04652-2022-11-01-4882','A272-4','sAkMKgwO', 'UB')
('SL04652-2022-11-01-4845','S202-21','WFTKLnqRCyXN', 'MB')
('AC04652-2022-11-02-4773','A266-3','HMPoPxPHm', 'UB')
('AC04652-2022-11-01-4883','A272-5','nnYApY', 'SL')
('SL04652-2022-11-02-4787','S200-11','RAFqTyoHOWwsvQ', 'UB')
('SL04652-2022-11-01-4849','S203-1','zyUBHAGoDV', 'LB')
('SL22517-2022-11-01-4837','S202-13','IEZecj', 'MB')
('SL12058-2022-11-01-4829','S202-5','uYa', 'MB')
('AC22517-2022-11-02-4910','A273-14','QvHvAGIV', 'LB')
('SL04652-2022-11-02-4792','S200-16','splhAWuuA', 'SU')
('SL22517-2022-11-02-4915','S205-19','RCzDDXjPXq', 'UB')
('AC04652-2022-11-02-4781','A266-11','IfScJGIcyqQH', 'SL')
('AC04652-2022-11-01-4888','A272-10','NdULeSorCMtwstln', 'UB')
('SL04652-2022-11-01-4892','S204-20','INxf', 'LB')
('SL22517-2022-11-02-4952','S207-8','Csao', 'SU')
('SL22517-2022-11-01-4864','S203-16','aMEMOIyXKWmgMCA', 'SU')
('SL22517-2022-11-01-4865','S203-17','oyyOCash', 'LB')
('AC04652-2022-11-02-4813','A268-7','oCSrSEDfeDH', 'LB')
('SL04652-2022-11-02-4828','S202-4','E', 'LB')
('SL22517-2022-11-01-4871','S203-23','sVWIApfLU', 'SL')
('AC22517-2022-11-01-4740','A264-6','GCUScJnDpCSMlr', 'SU')
('SL22517-2022-11-02-4965','S207-21','umfjLzkzonv', 'MB')
('SL04652-2022-11-02-4841','S202-17','ZKQ', 'LB')
('SL22517-2022-11-02-4967','S207-23','nRcVGbIEo', 'SL')
('AC12058-2022-11-01-4894','A272-16','njTKZQTSwozEg', 'UB')
('AC22517-2022-11-02-4975','A277-7','bimgBOiuEsATCSgf', 'LB')
('SL04652-2022-11-02-4848','S202-24','GGzAnb', 'SU')
('AC22517-2022-11-01-4750','A264-16','Wu', 'UB')
('AC04652-2022-11-01-4926','A274-12','FghUggUuT', 'SU')
('AC22517-2022-11-02-4983','A277-15','QRMoi', 'UB')
('SL22517-2022-11-01-4893','S204-21','R', 'MB')
('AC22517-2022-11-02-4988','A278-2','GwLTMMc', 'LB')
('SL12058-2022-11-01-4874','S204-2','xOYXNCXwHcTcGRFp', 'MB')
('AC12058-2022-11-01-4905','A273-9','SCjrJTOd', 'UB')
('AC04652-2022-11-02-4853','A270-11','mKO', 'SL')
('AC04652-2022-11-02-4854','A270-12','sBeNCoMz', 'SU')
('AC04652-2022-11-02-4855','A270-13','setDWqN', 'LB')
('AC22517-2022-11-01-4761','A265-9','LcGyaYCRZrVCK', 'UB')
('SL22517-2022-11-01-4903','S205-7','q', 'SL')
('AC04652-2022-11-02-4859','A270-17','RdFcumZXVyJEkZ', 'SL')
('AC04652-2022-11-01-4938','A275-6','WiGoawQzkpJWdgwT', 'SU')
('SL22517-2022-11-02-4995','S209-3','q', 'UB')
('AC04652-2022-11-02-4861','A271-1','QlyqVEepJwrHGRy', 'LB')
('AC12058-2022-11-01-4916','A274-2','rvLbedyb', 'LB')
('SL12058-2022-11-01-4890','S204-18','xi', 'MB')
('AC12058-2022-11-01-4926','A274-12','tjs', 'SU')
('AC12058-2022-11-01-4927','A274-13','xoeqXASSChrjEB', 'LB')
('SL04652-2022-11-01-4950','S207-6','TBzNijPj', 'UB')
('AC22517-2022-11-01-4778','A266-8','IjcXVT', 'LB')
('AC22517-2022-11-02-5013','A279-9','dBdrTsrAFHMxxn', 'UB')
('SL22517-2022-11-01-4920','S205-24','azrxOaQzwKoSV', 'SU')
('AC04652-2022-11-01-4962','A276-12','vGIFTBzfnd', 'SU')
('SL04652-2022-11-02-4894','S204-22','LHqiMyfCFIfxjbTI', 'UB')
('SL04652-2022-11-01-5006','S209-14','ACEW', 'UB')
('AC22517-2022-11-02-5065','A282-7','LepnOGVTIXT', 'LB')
('SL04652-2022-11-01-5008','S209-16','ReBWwAXZWaoJyN', 'SU')
('AC04652-2022-11-01-5009','A279-5','lfP', 'SL')
('AC22517-2022-11-02-5067','A282-9','NHTH', 'UB')
('SL04652-2022-11-02-4938','S206-18','vhnjxVFV', 'MB')
('AC12058-2022-11-01-4986','A277-18','BDaVHoKs', 'SU')
('SL22517-2022-11-01-4975','S208-7','Mzs', 'SL')
('SL12058-2022-11-01-4945','S207-1','IePQJvoEBBNzg', 'LB')
('AC22517-2022-11-02-5073','A282-15','aFntjyCFGWhDBwta', 'UB')
('SL12058-2022-11-01-4947','S207-3','eiSJTzrs', 'UB')
('SL04652-2022-11-02-4949','S207-5','MehwQupEa', 'MB')
('SL04652-2022-11-02-4950','S207-6','vDyz', 'UB')
('SL04652-2022-11-01-5019','S210-3','GE', 'UB')
('AC22517-2022-11-02-5079','A283-3','KScBZoUHIfRFa', 'UB')
('SL22517-2022-11-02-5070','S212-6','eTFWBl', 'UB')
('SL04652-2022-11-02-4956','S207-12','BiPb', 'LB')
('SL04652-2022-11-02-4957','S207-13','q', 'MB')
('AC22517-2022-11-01-4838','A269-14','BsRA', 'LB')
('AC12058-2022-11-01-5003','A278-17','kWcLFZoQ', 'SL')
('SL04652-2022-11-02-4959','S207-15','suzoaQUIBvxGC', 'SL')
('SL22517-2022-11-01-4994','S209-2','GesL', 'MB')
('AC04652-2022-11-01-5022','A279-18','EUKcXUN', 'SU')
('SL22517-2022-11-01-4996','S209-4','ZQL', 'LB')
('SL04652-2022-11-01-5029','S210-13','pSvxXGc', 'MB')
('SL04652-2022-11-01-5037','S210-21','pVpCjde', 'MB')
('AC12058-2022-11-01-5014','A279-10','otbRNbojgcTP', 'UB')
('SL04652-2022-11-01-5039','S210-23','MUsGksUdrBt', 'SL')
('SL04652-2022-11-01-5042','S211-2','gfb', 'MB')
('SL22517-2022-11-02-5091','S213-3','hrz', 'UB')
('SL22517-2022-11-02-5092','S213-4','MnzIaF', 'LB')
('SL04652-2022-11-01-5055','S211-15','OUBzdOA', 'SL')
('AC12058-2022-11-01-5031','A280-9','BHWppBB', 'UB')
('SL12058-2022-11-01-4985','S208-17','oAWeuPZGBTI', 'LB')
('SL04652-2022-11-01-5062','S211-22','PQYoG', 'UB')
('AC04652-2022-11-01-5043','A281-3','umsUQwPTvOzNR', 'UB')
('SL12058-2022-11-01-4990','S208-22','vMXw', 'UB')
('SL22517-2022-11-01-5029','S210-13','HuNWxZHmGzFM', 'MB')
('AC22517-2022-11-02-5108','A284-14','jhycjmdqAyddQ', 'LB')
('SL22517-2022-11-02-5105','S213-17','yN', 'LB')
('AC04652-2022-11-01-5051','A281-11','tWadDNaYicHw', 'SL')
('AC12058-2022-11-01-5042','A281-2','MVMxZ', 'LB')
('SL04652-2022-11-01-5071','S212-7','LYXfyHDGYMIwR', 'SL')
('AC22517-2022-11-01-4883','A272-5','dR', 'SL')
('SL22517-2022-11-01-5041','S211-1','TYQtpInZBXmgJbN', 'LB')
('AC04652-2022-11-01-5061','A282-3','hqHqVaQUHnuTt', 'UB')
('AC22517-2022-11-02-5113','A285-1','pR', 'LB')
('SL04652-2022-11-01-5082','S212-18','agTrmqOYbjUHacdG', 'MB')
('SL22517-2022-11-02-5146','S215-10','GIBi', 'MB')
('AC12058-2022-11-01-5081','A283-5','LfSBQJjBXKE', 'SL')
('AC22517-2022-11-02-5141','A286-11','tStEXvrO', 'SL')
('AC04652-2022-11-02-5032','A280-10','SasMOpYyu', 'UB')
('SL04652-2022-11-02-5040','S210-24','wWNp', 'SU')
('AC22517-2022-11-02-5143','A286-13','lwstwKRpnT', 'LB')
('SL22517-2022-11-02-5153','S215-17','aPo', 'LB')
('AC22517-2022-11-02-5146','A286-16','EzNSN', 'UB')
('AC12058-2022-11-01-5085','A283-9','umrTR', 'UB')
('AC04652-2022-11-02-5037','A280-15','n', 'UB')
('SL22517-2022-11-02-5157','S215-21','HPRWJdDvPpFW', 'MB')
('SL12058-2022-11-01-5045','S211-5','vrjplU', 'MB')
('AC04652-2022-11-02-5044','A281-4','fwDtiVuPfDdwvHkm', 'UB')
('AC04652-2022-11-01-5099','A284-5','JbxMlporl', 'SL')
('SL04652-2022-11-02-5051','S211-11','kHFACRtOLytmyH', 'UB')
('SL12058-2022-11-01-5058','S211-18','YBjUnMdYBnF', 'MB')
('SL04652-2022-11-01-5126','S214-14','aD', 'UB')
('AC22517-2022-11-01-4939','A275-7','FQDUFvTLBWEvBfv', 'LB')
('SL04652-2022-11-02-5055','S211-15','dVXsxlV', 'SL')
('SL04652-2022-11-01-5133','S214-21','iLwaukVWhzGNBA', 'MB')
('SL22517-2022-11-01-5089','S213-1','hXueeTPMsb', 'LB')
('AC04652-2022-11-02-5052','A281-12','xegB', 'SU')
('SL04652-2022-11-02-5063','S211-23','hdZDDwbP', 'SL')
('AC22517-2022-11-01-4950','A275-18','gr', 'SU')
('SL04652-2022-11-02-5066','S212-2','BMqqSuZGSytcrui', 'MB')
('SL22517-2022-11-02-5173','S216-13','oytz', 'MB')
('SL04652-2022-11-01-5145','S215-9','L', 'LB')
('AC22517-2022-11-01-4961','A276-11','YiWqgIFruB', 'SL')
('AC04652-2022-11-01-5120','A285-8','inDYvZRKYecg', 'LB')
('AC22517-2022-11-01-4963','A276-13','J', 'LB')
('SL22517-2022-11-02-5181','S216-21','NBUqxkK', 'MB')
('SL22517-2022-11-02-5184','S216-24','fErMkEYNolyLyP', 'SU')
('AC22517-2022-11-02-5172','A288-6','axn', 'SU')
('SL04652-2022-11-01-5156','S215-20','Ybj', 'LB')
('SL04652-2022-11-02-5075','S212-11','NiuAZBmSuI', 'UB')
('AC04652-2022-11-02-5070','A282-12','zhlFwwUiZ', 'SU')
('AC12058-2022-11-01-5121','A285-9','ZpZJoxElTdKWzP', 'UB')
('AC22517-2022-11-02-5182','A288-16','UyjdWAIb', 'UB')
('SL04652-2022-11-01-5160','S215-24','lF', 'SU')
('SL22517-2022-11-02-5189','S217-5','BQxrqKtG', 'MB')
('SL04652-2022-11-02-5079','S212-15','udbnMGtCdByqmneo', 'SL')
('AC12058-2022-11-01-5126','A285-14','SPbtCJNoB', 'LB')
('AC22517-2022-11-01-4980','A277-12','aMqyWrcgnPhGeU', 'SU')
('SL22517-2022-11-02-5198','S217-14','bMYdi', 'UB')
('AC12058-2022-11-01-5154','A287-6','oaJsKGQlecPx', 'SU')
('AC22517-2022-11-02-5211','A290-9','EPzLds', 'UB')
('AC22517-2022-11-01-5007','A279-3','xkWpjxv', 'UB')
('SL12058-2022-11-01-5116','S214-4','dqlxHpTvpmle', 'LB')
('AC12058-2022-11-01-5161','A287-13','fpfJAqMIcyRkqX', 'LB')
('SL22517-2022-11-02-5225','S218-17','GvZTvnHhjo', 'LB')
('SL04652-2022-11-02-5117','S214-5','OaRPsZdeQy', 'MB')
('SL04652-2022-11-02-5118','S214-6','nOSUIgdUXXFvZ', 'UB')
('AC22517-2022-11-02-5229','A291-9','kEPCTQZtnlU', 'UB')
('SL22517-2022-11-01-5153','S215-17','OTKTdCqNpTO', 'LB')
('SL04652-2022-11-01-5194','S217-10','LOyQcIEy', 'MB')
('AC04652-2022-11-02-5110','A284-16','AqkvPINJmW', 'UB')
('SL04652-2022-11-01-5196','S217-12','LXYlDwtBhUUAxSz', 'LB')
('SL04652-2022-11-01-5198','S217-14','J', 'UB')
('SL22517-2022-11-02-5234','S219-2','YvPfKNelFPNt', 'MB')
('SL22517-2022-11-02-5235','S219-3','xHdInjlpcVRAghGu', 'UB')
('AC04652-2022-11-01-5173','A288-7','aVDauFpzfNVXW', 'LB')
('AC22517-2022-11-02-5234','A291-14','NGOOtf', 'LB')
('SL04652-2022-11-02-5139','S215-3','UhdxGoLKWjkzY', 'UB')
('AC04652-2022-11-02-5124','A285-12','xzwdhZ', 'SU')
('SL22517-2022-11-02-5248','S219-16','J', 'SU')
('AC22517-2022-11-02-5244','A292-6','N', 'SU')
('SL22517-2022-11-02-5251','S219-19','hukbbeOR', 'UB')
('SL22517-2022-11-02-5254','S219-22','QixfoFUAnEkuOjJm', 'UB')
('SL04652-2022-11-02-5153','S215-17','nzGylGovYHl', 'LB')
('AC04652-2022-11-01-5196','A289-12','eyeLTBcZDoFrTpQS', 'SU')
('SL22517-2022-11-01-5183','S216-23','kzkgvDBFzKakS', 'SL')
('AC12058-2022-11-01-5199','A289-15','ve', 'UB')
('SL22517-2022-11-02-5266','S220-10','pOMUsmyvsJz', 'MB')
('SL04652-2022-11-02-5169','S216-9','LCwqZVI', 'LB')
('AC12058-2022-11-01-5208','A290-6','MKGimWplmadbM', 'SU')
('AC22517-2022-11-02-5268','A293-12','lGxosZewIXFQCje', 'SU')
('AC22517-2022-11-01-5063','A282-5','Qqwa', 'SL')
('AC04652-2022-11-02-5149','A287-1','JhyEjdiu', 'LB')
('AC04652-2022-11-02-5150','A287-2','WJmK', 'LB')
('SL22517-2022-11-02-5288','S221-8','NkBhdRpuKesm', 'SU')
('SL04652-2022-11-02-5184','S216-24','W', 'SU')
('SL04652-2022-11-02-5185','S217-1','qioMhyYRwCgvM', 'LB')
('SL22517-2022-11-01-5208','S217-24','kVxxFJsCyyVhaLo', 'SU')
('AC04652-2022-11-02-5161','A287-13','cwgKNXg', 'LB')
('AC22517-2022-11-02-5282','A294-8','klKbDICyBuznNVZn', 'LB')
('SL22517-2022-11-01-5216','S218-8','tsIKx', 'SU')
('SL04652-2022-11-02-5192','S217-8','jftPYkQoRIum', 'SU')
('SL22517-2022-11-01-5227','S218-19','IXzS', 'UB')
('SL12058-2022-11-01-5200','S217-16','o', 'SU')
('AC22517-2022-11-02-5301','A295-9','KEyyhRzZD', 'UB')
('SL04652-2022-11-01-5260','S220-4','tZ', 'LB')
('AC22517-2022-11-02-5340','A297-12','zuihiqI', 'SU')
('SL12058-2022-11-01-5246','S219-14','fDJtqVKbOKysK', 'UB')
('AC04652-2022-11-01-5282','A294-8','nRqcCnuprkn', 'LB')
('SL12058-2022-11-01-5249','S219-17','u', 'LB')
('SL22517-2022-11-02-5340','S223-12','IEWjHJzjb', 'LB')
('AC04652-2022-11-02-5199','A289-15','UmBcSSWumfDG', 'UB')
('SL04652-2022-11-02-5239','S219-7','wAMt', 'SL')
('SL04652-2022-11-01-5301','S221-21','MwEdAZiXq', 'MB')
('SL22517-2022-11-02-5343','S223-15','JVjsqiLbhUEJQSDz', 'SL')
('SL22517-2022-11-01-5261','S220-5','oqcRO', 'MB')
('AC12058-2022-11-01-5276','A294-2','tejXcBLixxy', 'LB')
('AC04652-2022-11-02-5208','A290-6','Le', 'SU')
('AC22517-2022-11-01-5144','A286-14','FHOxjWyNeh', 'LB')
('SL22517-2022-11-01-5272','S220-16','aTLsafKgPKJr', 'SU')
('SL04652-2022-11-01-5309','S222-5','pAZZcVEUe', 'MB')
('SL22517-2022-11-02-5353','S224-1','rMpGi', 'LB')
('SL22517-2022-11-01-5275','S220-19','gPrzgiCbohZ', 'UB')
('SL12058-2022-11-01-5269','S220-13','rOe', 'MB')
('AC12058-2022-11-01-5292','A294-18','jwj', 'SU')
('AC22517-2022-11-01-5159','A287-11','orsByzvg', 'SL')
('AC12058-2022-11-01-5295','A295-3','NhBZ', 'UB')
('SL22517-2022-11-02-5362','S224-10','VaYjooo', 'MB')
('SL04652-2022-11-02-5267','S220-11','NVrDxfKiVeSaXiAi', 'UB')
('AC04652-2022-11-02-5221','A291-1','UmsHyAQeD', 'LB')
('SL12058-2022-11-01-5280','S220-24','WlZXxV', 'SU')
('AC04652-2022-11-02-5223','A291-3','WzM', 'UB')
('AC22517-2022-11-01-5199','A289-15','NyVUqaE', 'UB')
('SL04652-2022-11-02-5295','S221-15','BSzp', 'SL')
('SL12058-2022-11-01-5305','S222-1','Oq', 'LB')
('SL12058-2022-11-01-5306','S222-2','WhKynWl', 'MB')
('AC12058-2022-11-01-5336','A297-8','HC', 'LB')
('SL04652-2022-11-02-5298','S221-18','MfziCt', 'MB')
('SL12058-2022-11-01-5319','S222-15','u', 'SL')
('AC04652-2022-11-01-5359','A298-13','wjFbVgUD', 'LB')
('SL04652-2022-11-02-5307','S222-3','JjdffmBBiwOHDZK', 'UB')
('AC12058-2022-11-01-5349','A298-3','qWxZX', 'UB')
('SL22517-2022-11-01-5334','S223-6','RCIrKaZZZbpZ', 'UB')
('AC04652-2022-11-01-5362','A298-16','SXSr', 'UB')
('AC04652-2022-11-01-5363','A298-17','KxqICj', 'SL')
('SL22517-2022-11-02-5398','S225-22','hPDvn', 'UB')
('SL04652-2022-11-02-5316','S222-12','nA', 'LB')
('SL04652-2022-11-02-5317','S222-13','AF', 'MB')
('AC04652-2022-11-01-5369','A299-5','FnKCS', 'SL')
('SL22517-2022-11-02-5401','S226-1','rFoChgvWYOR', 'LB')
('SL22517-2022-11-01-5341','S223-13','biLGytnyg', 'MB')
('AC04652-2022-11-02-5265','A293-9','bprzpECPWnVhYMT', 'UB')
('AC04652-2022-11-02-5266','A293-10','GChIWszStyXzBI', 'UB')
('SL04652-2022-11-02-5320','S222-16','ChEvFLmJCrXK', 'SU')
('AC22517-2022-11-02-5435','A302-17','Ngcb', 'SL')
('SL12058-2022-11-01-5337','S223-9','Fwaugzl', 'LB')
('SL22517-2022-11-01-5346','S223-18','RWG', 'MB')
('SL04652-2022-11-02-5322','S222-18','uVYXyHXaJKkKPAT', 'MB')
('AC22517-2022-11-02-5441','A303-5','cfOuRzbkFPdLDbX', 'SL')
('SL22517-2022-11-02-5407','S226-7','fLFZGZvOzrblsALi', 'SL')
('SL22517-2022-11-01-5349','S223-21','XYRqwJij', 'MB')
('SL12058-2022-11-01-5343','S223-15','gAxtlkaCvbHoyS', 'SL')
('AC12058-2022-11-01-5361','A298-15','zFQIDJ', 'UB')
('AC04652-2022-11-02-5269','A293-13','NhapklPvRE', 'LB')
('AC04652-2022-11-01-5382','A299-18','sIMUcYZLl', 'SU')
('AC04652-2022-11-02-5271','A293-15','HlkaChdoZNodSUNq', 'UB')
('SL22517-2022-11-01-5353','S224-1','WNjORWmJwQyTqpaA', 'LB')
('SL22517-2022-11-02-5413','S226-13','pK', 'MB')
('SL22517-2022-11-01-5391','S225-15','zxkrRGuMXpwnSwuR', 'SL')
('AC12058-2022-11-01-5398','A300-16','FAACTombAsTwPBrQ', 'UB')
('SL04652-2022-11-01-5409','S226-9','kBSc', 'LB')
('AC22517-2022-11-02-5491','A306-1','RYtAr', 'LB')
('AC22517-2022-11-02-5492','A306-2','rRgDyRVFhaKxEDt', 'LB')
('SL22517-2022-11-02-5460','S228-12','AgbexabFpCCyRT', 'LB')
('SL04652-2022-11-01-5414','S226-14','fGHBLPQ', 'UB')
('SL22517-2022-11-01-5399','S225-23','WSCA', 'SL')
('SL04652-2022-11-02-5370','S224-18','kfBEWapmXl', 'MB')
('SL12058-2022-11-01-5398','S225-22','dyHizluTKZUG', 'UB')
('SL22517-2022-11-01-5414','S226-14','ATLqGIsZWheeIPrK', 'UB')
('AC22517-2022-11-01-5298','A295-6','mUgAkuakyjnXOyI', 'SU')
('AC22517-2022-11-01-5300','A295-8','pKgPQTeQurJmN', 'LB')
('SL22517-2022-11-02-5483','S229-11','MEYrNO', 'UB')
('SL04652-2022-11-02-5393','S225-17','lMzcklUoEVqfrtxo', 'LB')
('SL22517-2022-11-01-5425','S227-1','nYhlHcGhmgtycazl', 'LB')
('AC22517-2022-11-02-5524','A307-16','HUZvTMfNDefBBkh', 'UB')
('SL22517-2022-11-02-5494','S229-22','FCowRJGDM', 'UB')
('AC04652-2022-11-01-5463','A304-9','ppgNZ', 'UB')
('AC04652-2022-11-02-5344','A297-16','whCJh', 'UB')
('SL04652-2022-11-02-5423','S226-23','CrR', 'SL')
('SL04652-2022-11-02-5424','S226-24','cNbzosTh', 'SU')
('AC22517-2022-11-01-5346','A297-18','aLWrK', 'SU')
('AC04652-2022-11-01-5495','A306-5','OecPbTGDBks', 'SL')
('SL22517-2022-11-01-5457','S228-9','NFhi', 'LB')
('AC22517-2022-11-01-5348','A298-2','OgefPGZoLNfsFkB', 'LB')
('AC22517-2022-11-02-5560','A309-16','MVSpmYLIsFq', 'UB')
('SL22517-2022-11-01-5458','S228-10','cUHcLutjp', 'MB')
('AC04652-2022-11-02-5368','A299-4','ZFZIkVsbF', 'UB')
('SL04652-2022-11-02-5433','S227-9','gUQjWw', 'LB')
('AC04652-2022-11-01-5500','A306-10','qeJJLSEbKCsaykJa', 'UB')
('SL04652-2022-11-02-5435','S227-11','rgjVEY', 'UB')
('SL04652-2022-11-01-5481','S229-9','Kj', 'LB')
('AC04652-2022-11-02-5378','A299-14','dCmJRFYhxEWO', 'LB')
('SL04652-2022-11-01-5484','S229-12','qRCIArkCL', 'LB')
('AC12058-2022-11-01-5475','A305-3','aBAOzvfldzGaQPn', 'UB')
('AC04652-2022-11-02-5382','A299-18','cXJOwXCacRC', 'SU')
('SL22517-2022-11-02-5541','S231-21','bHd', 'MB')
('SL12058-2022-11-01-5473','S229-1','ewidLdcIyocEWgr', 'LB')
('AC04652-2022-11-01-5512','A307-4','qanlTeYCXkTjIZNZ', 'UB')
('AC22517-2022-11-01-5374','A299-10','HzzD', 'UB')
('SL22517-2022-11-02-5546','S232-2','BkfOSJgeMpI', 'MB')
('AC22517-2022-11-02-5580','A310-18','YPJmVVNZEOhTB', 'SU')
('AC22517-2022-11-01-5375','A299-11','AVhOYPvIsORAVAi', 'SL')
('AC04652-2022-11-02-5389','A300-7','zdEgiYfIBlzTxbSt', 'LB')
('SL12058-2022-11-01-5477','S229-5','LrtUeFbxaFRwCFC', 'MB')
('AC22517-2022-11-02-5586','A311-6','fyENL', 'SU')
('AC04652-2022-11-02-5400','A300-18','XSJuirXUmooAnWrK', 'SU')
('AC04652-2022-11-02-5401','A301-1','XJdCzXk', 'LB')
('AC22517-2022-11-01-5385','A300-3','lf', 'UB')
('AC04652-2022-11-02-5436','A302-18','RzMuOOruXkMNpq', 'SU')
('SL04652-2022-11-02-5502','S230-6','EpwUjz', 'UB')
('SL22517-2022-11-02-5591','S233-23','QXuBRmlEdEOzL', 'SL')
('SL04652-2022-11-01-5542','S231-22','tdqgjknszvw', 'UB')
('AC22517-2022-11-02-5630','A313-14','PGdaqXzqPgXPQMK', 'LB')
('SL04652-2022-11-02-5510','S230-14','qNUbTSjtDio', 'UB')
('AC04652-2022-11-02-5444','A303-8','WNPQraP', 'LB')
('SL12058-2022-11-01-5526','S231-6','yohabtUD', 'UB')
('SL22517-2022-11-02-5597','S234-5','jvTqgqHUNdORgui', 'MB')
('AC04652-2022-11-01-5567','A310-5','wMpUY', 'SL')
('AC04652-2022-11-01-5568','A310-6','qj', 'SU')
('SL22517-2022-11-01-5526','S231-6','c', 'UB')
('SL04652-2022-11-01-5548','S232-4','hRakWg', 'LB')
('AC22517-2022-11-01-5414','A301-14','a', 'LB')
('SL22517-2022-11-02-5602','S234-10','SQMThIhzUiF', 'MB')
('SL04652-2022-11-02-5516','S230-20','KHXXhUQI', 'LB')
('SL04652-2022-11-01-5552','S232-8','SVsYRcokxvFuKCOs', 'SU')
('SL04652-2022-11-02-5520','S230-24','UkCNaHI', 'SU')
