('AC04652-2022-11-02-233','A13-17','YfSpLRmwwS', 'SL')
('SL12058-2022-11-01-7700','S321-20','VSi', 'LB')
('AC22517-2022-11-02-7998','A445-6','IFzVWtvzEUg', 'SU')
('SL04652-2022-11-01-7902','S330-6','JumpDZNHNJB', 'UB')
('AC04652-2022-11-02-7991','A444-17','fiZ', 'SL')
('SL12058-2022-11-01-7746','S323-18','MbtMYYXKU', 'MB')
('SL04652-2022-11-01-7920','S330-24','OjqSfNGfbPLYOlO', 'SU')
('SL22517-2022-11-02-7917','S330-21','YCYqsFUr', 'MB')
('SL04652-2022-11-02-7981','S333-13','gX', 'MB')
('SL22517-2022-11-02-8046','S336-6','hAihmENovnR', 'UB')
('SL04652-2022-11-02-8045','S336-5','gegmSIIfg', 'MB')
('SL22517-2022-11-01-7954','S332-10','qjFntuqZxdiH', 'MB')
('AC22517-2022-11-02-8167','A454-13','jvInD', 'LB')
('AC22517-2022-11-01-8101','A451-1','I', 'LB')
('AC22517-2022-11-01-8102','A451-2','sxTEAYljbLR', 'LB')
('AC04652-2022-11-02-8148','A453-12','SpG', 'SU')
('AC22517-2022-11-01-8132','A452-14','XntSbdXGKaElAHhQ', 'LB')
('AC04652-2022-11-01-8413','A468-7','TMvtKLggHFix', 'LB')
('AC04652-2022-11-02-8180','A455-8','dmK', 'LB')
('AC04652-2022-11-02-8181','A455-9','HVjSPbh', 'UB')
('AC04652-2022-11-02-8182','A455-10','zsfpB', 'UB')
('SL04652-2022-11-02-8114','S339-2','IGzOgYuM', 'MB')
('AC12058-2022-11-01-8185','A455-13','zLzWDQXmh', 'LB')
('AC22517-2022-11-02-8241','A458-15','pItDo', 'UB')
('AC04652-2022-11-01-8450','A470-8','ogfZKpLaM', 'LB')
('SL22517-2022-11-01-8037','S335-21','mAxrL', 'MB')
('AC22517-2022-11-01-8173','A455-1','H', 'LB')
('AC04652-2022-11-02-8223','A457-15','KMQTQlHFPCKQPg', 'UB')
('AC04652-2022-11-02-8278','A460-16','ogcWzVrRurEnpIMM', 'UB')
('SL22517-2022-11-01-8096','S338-8','aStyGAtJAUEKx', 'SU')
('SL22517-2022-11-01-8097','S338-9','DuP', 'LB')
('SL22517-2022-11-02-8184','S341-24','V', 'SU')
('SL04652-2022-11-02-8164','S341-4','hcxq', 'LB')
('AC22517-2022-11-01-8229','A458-3','JZ', 'UB')
('AC22517-2022-11-01-8230','A458-4','zrjjd', 'UB')
('AC04652-2022-11-02-8283','A461-3','xjRw', 'UB')
('AC04652-2022-11-01-8510','A473-14','KBXdOaytdFs', 'LB')
('SL04652-2022-11-02-8169','S341-9','XjoMdUVx', 'LB')
('AC22517-2022-11-02-8330','A463-14','sjMeDlkMZkelNfP', 'LB')
('SL04652-2022-11-02-8198','S342-14','hI', 'UB')
('SL04652-2022-11-02-8199','S342-15','mTrRNpRGItuxSo', 'SL')
('AC22517-2022-11-02-8336','A464-2','eUcBvxOPdjlbs', 'LB')
('SL22517-2022-11-01-8134','S339-22','AwmPpzvug', 'UB')
('AC22517-2022-11-02-8338','A464-4','LxvROCjSZPAEK', 'UB')
('SL22517-2022-11-02-8225','S343-17','uOlOmEvm', 'LB')
('SL12058-2022-11-01-8093','S338-5','zl', 'MB')
('AC22517-2022-11-01-8293','A461-13','VqBNMGc', 'LB')
('SL04652-2022-11-01-8262','S345-6','aSq', 'UB')
('AC12058-2022-11-01-8317','A463-1','IjjVlRrITP', 'LB')
('SL22517-2022-11-01-8182','S341-22','qEKRaUoR', 'UB')
('AC12058-2022-11-01-8322','A463-6','pgFMJk', 'SU')
('SL04652-2022-11-02-8239','S344-7','GY', 'SL')
('AC12058-2022-11-01-8325','A463-9','vHfhycQsk', 'UB')
('SL12058-2022-11-01-8105','S338-17','MPGB', 'LB')
('AC22517-2022-11-01-8308','A462-10','didFX', 'UB')
('SL04652-2022-11-01-8274','S345-18','OWOOWEdBSlJGXL', 'MB')
('AC22517-2022-11-01-8314','A462-16','ViVMGrATVIttYG', 'UB')
('AC22517-2022-11-01-8315','A462-17','IMWm', 'SL')
('SL22517-2022-11-02-8266','S345-10','zkBpxcwdsZaDz', 'MB')
('SL04652-2022-11-02-8253','S344-21','TsXjcDYEO', 'MB')
('SL04652-2022-11-02-8254','S344-22','oJGApBDRyteY', 'UB')
('AC22517-2022-11-01-8321','A463-5','lQwE', 'SL')
('SL04652-2022-11-02-8257','S345-1','EhFfWWVDT', 'LB')
('SL22517-2022-11-02-8274','S345-18','JJfkrQYutwgWWF', 'MB')
('AC22517-2022-11-01-8324','A463-8','crGFdMMKp', 'LB')
('AC04652-2022-11-01-8600','A478-14','NvROfdPMgs', 'LB')
('SL04652-2022-11-02-8264','S345-8','RVJO', 'SU')
('AC22517-2022-11-01-8326','A463-10','h', 'UB')
('AC04652-2022-11-02-8385','A466-15','MvjZXuKdB', 'UB')
('SL22517-2022-11-02-8284','S346-4','HI', 'LB')
('AC12058-2022-11-01-8345','A464-11','csF', 'SL')
('AC22517-2022-11-02-8420','A468-14','u', 'LB')
('AC22517-2022-11-01-8334','A463-18','bNDjkEzOZyCUQFdU', 'SU')
('AC04652-2022-11-01-8611','A479-7','HrBtmowTB', 'LB')
('SL04652-2022-11-02-8277','S345-21','qBgLJRMB', 'MB')
('SL22517-2022-11-02-8292','S346-12','vK', 'LB')
('SL12058-2022-11-01-8132','S339-20','RSHNpA', 'LB')
('AC04652-2022-11-02-8396','A467-8','WwziNiNnbWvw', 'LB')
('SL12058-2022-11-01-8139','S340-3','DjdMe', 'UB')
('AC12058-2022-11-01-8366','A465-14','tdNARPMqUuElWres', 'LB')
('AC12058-2022-11-01-8367','A465-15','Myfrlal', 'UB')
('AC22517-2022-11-01-8378','A466-8','F', 'LB')
('SL04652-2022-11-02-8327','S347-23','WDFafVIfDc', 'SL')
('SL04652-2022-11-02-8328','S347-24','REXKWhAMJWAcn', 'SU')
('AC22517-2022-11-02-8476','A471-16','SeTireICMKzwVRVL', 'UB')
('SL12058-2022-11-01-8178','S341-18','kzVvly', 'MB')
('AC22517-2022-11-01-8386','A466-16','s', 'UB')
('SL22517-2022-11-02-8337','S348-9','hsZZq', 'LB')
('SL04652-2022-11-01-8346','S348-18','EKxaH', 'MB')
('SL04652-2022-11-01-8348','S348-20','UpJHYrIG', 'LB')
('AC22517-2022-11-01-8395','A467-7','tefYAWnYxs', 'LB')
('SL22517-2022-11-01-8303','S346-23','yACKtxBJOOh', 'SL')
('AC22517-2022-11-02-8517','A474-3','KbV', 'UB')
('SL22517-2022-11-02-8361','S349-9','iOnWrqQmmuYGgbgA', 'LB')
('AC04652-2022-11-01-8704','A484-10','epXz', 'UB')
('SL04652-2022-11-01-8407','S351-7','r', 'SL')
('AC04652-2022-11-01-8718','A485-6','mALLGDinTsYW', 'SU')
('SL22517-2022-11-01-8327','S347-23','DTCHjWyMFkII', 'SL')
('AC22517-2022-11-02-8546','A475-14','hoRkbXYJoSvhiXHy', 'LB')
('AC22517-2022-11-02-8547','A475-15','CzrJWBhluICxKyJn', 'UB')
('AC22517-2022-11-01-8462','A471-2','fUJ', 'LB')
('SL04652-2022-11-02-8407','S351-7','CiDYOc', 'SL')
('AC22517-2022-11-01-8464','A471-4','meabrkfAf', 'UB')
('SL04652-2022-11-01-8416','S351-16','TJOHMHcsFB', 'SU')
('SL22517-2022-11-02-8395','S350-19','g', 'UB')
('AC12058-2022-11-01-8465','A471-5','HoLu', 'SL')
('SL04652-2022-11-01-8428','S352-4','dWksHul', 'LB')
('SL12058-2022-11-01-8267','S345-11','wsU', 'UB')
('SL22517-2022-11-01-8351','S348-23','cf', 'SL')
('SL04652-2022-11-01-8479','S354-7','QSdrvXxOLQ', 'SL')
('SL04652-2022-11-02-8464','S353-16','NtWF', 'SU')
('SL04652-2022-11-02-8465','S353-17','PIhvBdU', 'LB')
('AC04652-2022-11-02-8589','A478-3','cgNbcD', 'UB')
('AC12058-2022-11-01-8522','A474-8','cpxsVauzU', 'LB')
('AC22517-2022-11-02-8621','A479-17','CUYcwWjh', 'SL')
('AC22517-2022-11-02-8624','A480-2','CECuqjPFNj', 'LB')
('SL22517-2022-11-02-8459','S353-11','ctjduyzczSvWK', 'UB')
('AC04652-2022-11-02-8596','A478-10','EexsBEm', 'UB')
('SL22517-2022-11-01-8421','S351-21','jVPOcmirRHo', 'MB')
('SL22517-2022-11-01-8422','S351-22','XjhgMil', 'UB')
('AC04652-2022-11-02-8600','A478-14','NZeVcfu', 'LB')
('AC12058-2022-11-01-8533','A475-1','gdPEzn', 'LB')
('AC22517-2022-11-02-8631','A480-9','jA', 'UB')
('AC22517-2022-11-01-8541','A475-9','sCtYTzq', 'UB')
('SL04652-2022-11-01-8505','S355-9','aCpCHExiB', 'LB')
('SL04652-2022-11-01-8522','S356-2','uzAaz', 'MB')
('AC22517-2022-11-02-8664','A482-6','iQDekuYAquCQACbX', 'SU')
('AC04652-2022-11-02-8641','A481-1','uOGHbC', 'LB')
('AC04652-2022-11-02-8642','A481-2','gjkNAnLnTGSBFUK', 'LB')
('AC22517-2022-11-02-8672','A482-14','srQuhkbBPUIqs', 'LB')
('SL12058-2022-11-01-8367','S349-15','orZjvEMPW', 'SL')
('SL12058-2022-11-01-8371','S349-19','vqPvSPgfVBSAymcL', 'UB')
('AC04652-2022-11-01-8853','A492-15','vneJUU', 'UB')
('AC12058-2022-11-01-8589','A478-3','tF', 'UB')
('SL04652-2022-11-02-8536','S356-16','ly', 'SU')
('SL04652-2022-11-02-8541','S356-21','WaJB', 'MB')
('AC04652-2022-11-01-8865','A493-9','BRdpX', 'UB')
('SL22517-2022-11-01-8487','S354-15','s', 'SL')
('SL22517-2022-11-01-8491','S354-19','QgVoltZkhY', 'UB')
('AC22517-2022-11-02-8692','A483-16','aWeNXqqDDnrjJy', 'UB')
('SL04652-2022-11-02-8549','S357-5','ltZVNWMx', 'MB')
('AC22517-2022-11-02-8694','A483-18','eeyZdxMpSHzz', 'SU')
('AC04652-2022-11-02-8668','A482-10','zXKqHdjY', 'UB')
('AC12058-2022-11-01-8603','A478-17','SFgDAzO', 'SL')
('SL12058-2022-11-01-8403','S351-3','Jiif', 'UB')
('SL12058-2022-11-01-8404','S351-4','kwfLnOn', 'LB')
('SL04652-2022-11-01-8559','S357-15','RJbrlgRtLkdIXpv', 'SL')
('AC22517-2022-11-02-8709','A484-15','k', 'UB')
('SL04652-2022-11-02-8588','S358-20','dLmrnLuiAwWB', 'LB')
('SL22517-2022-11-01-8546','S357-2','CQnvKyvPgPCGQwB', 'MB')
('AC22517-2022-11-01-8654','A481-14','ZCpUzoSh', 'LB')
('AC04652-2022-11-02-8709','A484-15','BZTfjnGGI', 'UB')
('AC04652-2022-11-01-8924','A496-14','JC', 'LB')
('AC22517-2022-11-01-8663','A482-5','lYuZWKvzOGgWxZQ', 'SL')
('SL22517-2022-11-01-8559','S357-15','wNQwHEPDCuOqKKf', 'SL')
('SL12058-2022-11-01-8483','S354-11','LIkJFaGzP', 'UB')
('SL22517-2022-11-02-8617','S360-1','TK', 'LB')
('AC04652-2022-11-02-8770','A488-4','wSQTdzBeGo', 'UB')
('AC04652-2022-11-02-8771','A488-5','VukdjTc', 'SL')
('SL04652-2022-11-01-8651','S361-11','E', 'UB')
('SL22517-2022-11-02-8627','S360-11','l', 'UB')
('AC12058-2022-11-01-8717','A485-5','rfnTgkXaLOXbx', 'SL')
('AC04652-2022-11-02-8776','A488-10','BWQMdcl', 'UB')
('SL22517-2022-11-02-8658','S361-18','tjnBp', 'MB')
('AC12058-2022-11-01-8739','A486-9','gPZOrunMBFLY', 'UB')
('SL22517-2022-11-02-8659','S361-19','VYhaDG', 'UB')
('SL22517-2022-11-01-8635','S360-19','DIwCeupMGwNxRj', 'UB')
('AC22517-2022-11-02-8828','A491-8','PSNeyfVPXrtxG', 'LB')
('SL04652-2022-11-01-8719','S364-7','IsxNfGioKUbzsE', 'SL')
('AC04652-2022-11-02-8849','A492-11','JZiOaseRYy', 'SL')
('AC04652-2022-11-02-8850','A492-12','hNKStpZnKlhNejvP', 'SU')
('SL04652-2022-11-01-8725','S364-13','wqGPS', 'MB')
('SL22517-2022-11-02-8715','S364-3','JkouYDsMSpJ', 'UB')
('SL04652-2022-11-01-8733','S364-21','BSdPPdQlGdw', 'MB')
('AC22517-2022-11-01-8799','A489-15','igI', 'UB')
('AC04652-2022-11-01-9079','A505-7','OZNcPP', 'LB')
('SL04652-2022-11-02-8756','S365-20','IehekC', 'LB')
('SL04652-2022-11-02-8757','S365-21','EvwRUZzsXfOsRrH', 'MB')
('AC04652-2022-11-01-9094','A506-4','ipOIvNh', 'UB')
('AC04652-2022-11-01-9095','A506-5','mucdtXlLm', 'SL')
('AC04652-2022-11-02-8872','A493-16','IRkA', 'UB')
('SL22517-2022-11-01-8725','S364-13','tYJDPtANGb', 'MB')
('SL04652-2022-11-01-8760','S365-24','GqiXtHqDEXCTQ', 'SU')
('AC22517-2022-11-01-8832','A491-12','qxVdXjTUuzepRXOw', 'SU')
('SL04652-2022-11-02-8778','S366-18','btnTdPnjlxav', 'MB')
('SL04652-2022-11-02-8779','S366-19','GYusMiM', 'UB')
('SL12058-2022-11-01-8625','S360-9','HFP', 'LB')
('AC22517-2022-11-01-8885','A494-11','zfnUmOdzYxZPmV', 'SL')
('SL22517-2022-11-02-8807','S367-23','FPUpttne', 'SL')
('SL22517-2022-11-02-8809','S368-1','qBgrZXbZNcEfJHUd', 'LB')
('AC04652-2022-11-02-8950','A498-4','YzmzitRV', 'UB')
('AC12058-2022-11-01-8893','A495-1','EcIQBzOorkPJWY', 'LB')
('AC22517-2022-11-02-8987','A500-5','aTFa', 'SL')
('SL04652-2022-11-01-8852','S369-20','KtQzbN', 'LB')
('SL04652-2022-11-01-8861','S370-5','skGw', 'MB')
('AC04652-2022-11-01-9217','A513-1','mNToqNvrfdqCXOY', 'LB')
('AC22517-2022-11-01-8953','A498-7','hqSJTlsY', 'LB')
('SL12058-2022-11-01-8733','S364-21','FnqEZmHTbEGCPZT', 'MB')
('SL04652-2022-11-02-8890','S371-10','GMCOGDwrPTqeshc', 'MB')
('SL12058-2022-11-01-8737','S365-1','qS', 'LB')
('SL04652-2022-11-02-8891','S371-11','MBrdWVUahgYlm', 'UB')
('SL04652-2022-11-01-8876','S370-20','GWJfKEU', 'LB')
('AC04652-2022-11-02-8993','A500-11','tFzp', 'SL')
('SL12058-2022-11-01-8740','S365-4','rgimbuvPSzeSRdui', 'LB')
('SL22517-2022-11-02-8881','S371-1','vEWERq', 'LB')
('SL22517-2022-11-01-8836','S369-4','KA', 'LB')
('AC12058-2022-11-01-8944','A497-16','yrpbqIsKctDlQbYb', 'UB')
('AC12058-2022-11-01-8945','A497-17','nuflDqPQXtETVjRH', 'SL')
('SL12058-2022-11-01-8743','S365-7','YOiGz', 'SL')
('SL04652-2022-11-01-8883','S371-3','G', 'UB')
('SL04652-2022-11-01-8884','S371-4','MrgqoNGre', 'LB')
('AC04652-2022-11-02-9001','A501-1','ovHdHs', 'LB')
('AC04652-2022-11-02-9002','A501-2','DtiImRHQ', 'LB')
('AC12058-2022-11-01-8949','A498-3','ZP', 'UB')
('AC22517-2022-11-01-8967','A499-3','MY', 'UB')
('AC12058-2022-11-01-8950','A498-4','p', 'UB')
('SL04652-2022-11-01-8888','S371-8','FjZLUxUYbAOpI', 'SU')
('SL04652-2022-11-01-8894','S371-14','lZfrcMGS', 'UB')
('SL12058-2022-11-01-8791','S367-7','mqkpOKS', 'SL')
('SL12058-2022-11-01-8792','S367-8','aSDLpALdV', 'SU')
('SL04652-2022-11-01-8941','S373-13','OSAK', 'MB')
('AC04652-2022-11-02-9049','A503-13','zORiywZdSEiD', 'LB')
('AC22517-2022-11-01-9010','A501-10','LMimVMbdgCMB', 'UB')
('SL22517-2022-11-01-8906','S372-2','xlGVYHyjzpoq', 'MB')
('AC04652-2022-11-01-9285','A516-15','umgYbPfqvHPgw', 'UB')
('AC22517-2022-11-01-9021','A502-3','HMTBsooAp', 'UB')
('SL04652-2022-11-02-8960','S374-8','EmrgfBTdnaw', 'SU')
('SL04652-2022-11-01-8955','S374-3','CugGETWQDkq', 'UB')
('AC04652-2022-11-01-9296','A517-8','RSWZqrG', 'LB')
('SL22517-2022-11-01-8919','S372-15','bWh', 'SL')
('AC04652-2022-11-02-9062','A504-8','oaDgZgGGoKSru', 'LB')
('SL12058-2022-11-01-8820','S368-12','HB', 'LB')
('SL04652-2022-11-02-8967','S374-15','QcTvOTBn', 'SL')
('SL04652-2022-11-01-8976','S374-24','pwjmtsrwzCQ', 'SU')
('AC22517-2022-11-02-9090','A505-18','DxeDxtgINy', 'SU')
('AC04652-2022-11-01-9313','A518-7','IlOSnuOiIK', 'LB')
('SL04652-2022-11-01-8981','S375-5','jHSkNtbKflXCwBu', 'MB')
('SL22517-2022-11-02-8966','S374-14','kXqr', 'UB')
('SL22517-2022-11-02-8968','S374-16','vfOwwvDgrOYWtI', 'SU')
('AC22517-2022-11-02-9103','A506-13','VrQcqGhvWP', 'LB')
('AC22517-2022-11-02-9104','A506-14','dZlj', 'LB')
('AC22517-2022-11-02-9105','A506-15','fAhlqLF', 'UB')
('SL22517-2022-11-02-8972','S374-20','dygHo', 'LB')
('SL12058-2022-11-01-8838','S369-6','d', 'UB')
('SL12058-2022-11-01-8841','S369-9','Oe', 'LB')
('AC04652-2022-11-02-9089','A505-17','sMmwKNbP', 'SL')
('SL04652-2022-11-02-8983','S375-7','vc', 'SL')
('SL04652-2022-11-02-8984','S375-8','glCnSjhSkMadtY', 'SU')
('SL04652-2022-11-01-8994','S375-18','VRQiDwxANIBnJbc', 'MB')
('SL04652-2022-11-02-8988','S375-12','gWpaq', 'LB')
('AC12058-2022-11-01-9041','A503-5','J', 'SL')
('AC12058-2022-11-01-9042','A503-6','M', 'SU')
('SL12058-2022-11-01-8853','S369-21','tLwKLGtSNIEoaa', 'MB')
('AC22517-2022-11-02-9118','A507-10','hNLMWqtlHeLy', 'UB')
('AC12058-2022-11-01-9049','A503-13','KKa', 'LB')
('AC22517-2022-11-01-9091','A506-1','yPVOuEji', 'LB')
('AC12058-2022-11-01-9093','A506-3','sDg', 'UB')
('SL04652-2022-11-01-9050','S378-2','HnXQqTCyihD', 'MB')
('AC04652-2022-11-01-9389','A522-11','fxnOuRIXHXY', 'SL')
('AC22517-2022-11-02-9171','A510-9','rTGLlflzTzCs', 'UB')
('AC12058-2022-11-01-9098','A506-8','nN', 'LB')
('SL22517-2022-11-02-9038','S377-14','hRICBpRBxDpxDJTN', 'UB')
('AC22517-2022-11-01-9115','A507-7','hXZSwrmLsoSMMH', 'LB')
('AC12058-2022-11-01-9117','A507-9','wprxOZGqMf', 'UB')
('AC04652-2022-11-01-9411','A523-15','qFFOHnki', 'UB')
('SL12058-2022-11-01-8940','S373-12','DeQ', 'LB')
('AC04652-2022-11-01-9413','A523-17','TlBlXJqmgKyjTVs', 'SL')
('SL22517-2022-11-01-9009','S376-9','gOl', 'LB')
('AC22517-2022-11-02-9189','A511-9','GgujAGlu', 'UB')
('SL12058-2022-11-01-8957','S374-5','ypnUYNiIs', 'MB')
('SL22517-2022-11-02-9074','S379-2','LHqNbLWoSQfulHI', 'MB')
('AC22517-2022-11-02-9212','A512-14','OfdcQynhAu', 'LB')
('SL22517-2022-11-02-9083','S379-11','QbcSTghezPFXH', 'UB')
('SL12058-2022-11-01-8967','S374-15','ynKYjSkLQ', 'SL')
('SL04652-2022-11-02-9087','S379-15','TRDvJGBUrxDLOI', 'SL')
('AC12058-2022-11-01-9150','A509-6','OVqVeFjxP', 'SU')
('AC22517-2022-11-01-9198','A511-18','EBDCShgtW', 'SU')
('AC22517-2022-11-01-9334','A519-10','OSp', 'UB')
('AC22517-2022-11-02-9368','A521-8','CMXedpVpdcpnudR', 'LB')
('SL22517-2022-11-01-9212','S384-20','bEOSWVITY', 'LB')
('SL22517-2022-11-02-9252','S386-12','xXMYSXz', 'LB')
('AC12058-2022-11-01-9340','A519-16','tiTCfe', 'UB')
('AC04652-2022-11-01-9610','A534-16','hoUWIEy', 'UB')
('AC22517-2022-11-02-9378','A521-18','rGRHJtJc', 'SU')
('AC12058-2022-11-01-9359','A520-17','kXxnWXuupHXji', 'SL')
('AC12058-2022-11-01-9366','A521-6','lcqXWgPs', 'SU')
('SL04652-2022-11-01-9262','S386-22','TwWhhMaqszUxlmF', 'UB')
('AC04652-2022-11-01-9643','A536-13','jPMQy', 'LB')
('AC04652-2022-11-02-9417','A524-3','dCReeiXu', 'UB')
('AC04652-2022-11-01-9644','A536-14','TLTfToleUE', 'LB')
('SL22517-2022-11-02-9291','S388-3','WTcFGMdWtvESw', 'UB')
('AC22517-2022-11-01-9378','A521-18','LmwblX', 'SU')
('AC04652-2022-11-01-9646','A536-16','RfQHsGliEaiseAt', 'UB')
('SL22517-2022-11-01-9248','S386-8','bHXoaWa', 'SU')
('SL04652-2022-11-02-9302','S388-14','cmLYUGketC', 'UB')
('SL04652-2022-11-01-9282','S387-18','huwJIlpE', 'MB')
('SL04652-2022-11-01-9287','S387-23','TNfKzCzUrs', 'SL')
('SL04652-2022-11-02-9306','S388-18','uYE', 'MB')
('AC22517-2022-11-01-9389','A522-11','nfUScfoR', 'SL')
('AC04652-2022-11-01-9653','A537-5','LGv', 'SL')
('AC22517-2022-11-02-9412','A523-16','JgZQYBHOubAakcrn', 'UB')
('SL04652-2022-11-01-9293','S388-5','FrXAn', 'MB')
('SL12058-2022-11-01-9190','S383-22','KkcinPNhf', 'UB')
('SL04652-2022-11-01-9298','S388-10','UNdZAbIobvtxW', 'MB')
('SL22517-2022-11-02-9310','S388-22','nIuHAt', 'UB')
('AC12058-2022-11-01-9375','A521-15','UUa', 'UB')
('SL22517-2022-11-01-9261','S386-21','yzsWlNC', 'MB')
('SL04652-2022-11-01-9306','S388-18','AMGFaknOLyUjp', 'MB')
('SL04652-2022-11-01-9307','S388-19','OkAgVIULe', 'UB')
('AC22517-2022-11-02-9425','A524-11','GTgYMHdxNE', 'SL')
('SL04652-2022-11-02-9321','S389-9','TzyGDRGIDhQYfHqE', 'LB')
('SL22517-2022-11-01-9270','S387-6','SSEASHIcAHzWqxX', 'UB')
('AC12058-2022-11-01-9409','A523-13','KpWThL', 'LB')
('SL22517-2022-11-02-9334','S389-22','jPcE', 'UB')
('AC04652-2022-11-01-9687','A539-3','kpIWYcjvP', 'UB')
('AC12058-2022-11-01-9437','A525-5','SdmS', 'SL')
('AC04652-2022-11-02-9479','A527-11','QBWGEtdvOrufhXJP', 'SL')
('SL12058-2022-11-01-9256','S386-16','kIgSNLzTVTnWjNpv', 'SU')
('SL04652-2022-11-02-9368','S391-8','Otz', 'SU')
('SL22517-2022-11-01-9322','S389-10','voyMXhiAtB', 'MB')
('SL04652-2022-11-02-9371','S391-11','azhsIgoKrqhXveb', 'UB')
('AC22517-2022-11-01-9467','A526-17','EniTTtrSIju', 'SL')
('SL04652-2022-11-02-9375','S391-15','Ly', 'SL')
('AC12058-2022-11-01-9514','A529-10','GLlA', 'UB')
('AC22517-2022-11-02-9548','A531-8','LsXzcpihcADC', 'LB')
('AC04652-2022-11-01-9791','A544-17','sYBxzhLsJx', 'SL')
('SL12058-2022-11-01-9313','S389-1','u', 'LB')
('SL22517-2022-11-02-9432','S393-24','NAiCaAmkSibQI', 'SU')
('AC04652-2022-11-02-9547','A531-7','wcvHPlaaDDZqqrTq', 'LB')
('AC04652-2022-11-01-9800','A545-8','kBSJbl', 'LB')
('SL12058-2022-11-01-9317','S389-5','jcMWjFQDPpeaGZRV', 'MB')
('AC22517-2022-11-01-9537','A530-15','JJzIzfZCf', 'UB')
('AC22517-2022-11-02-9562','A532-4','vkEvlbzVRoXiM', 'UB')
('SL04652-2022-11-02-9450','S394-18','YBFTSQdJWaAczjX', 'MB')
('AC04652-2022-11-01-9806','A545-14','uwzwdnnfK', 'LB')
('SL22517-2022-11-02-9449','S394-17','lMFNzQxUV', 'LB')
('SL22517-2022-11-01-9390','S392-6','OLeqUaYDwPlztu', 'UB')
('AC22517-2022-11-01-9541','A531-1','RslOfSNz', 'LB')
('SL04652-2022-11-01-9441','S394-9','kAYSLzBWfGFmWZ', 'LB')
('SL04652-2022-11-01-9442','S394-10','cAEdJKJsTXox', 'MB')
('SL04652-2022-11-01-9443','S394-11','bpwYrhCmZlmapB', 'UB')
('AC12058-2022-11-01-9665','A537-17','BZnGS', 'SL')
('SL04652-2022-11-01-9557','S399-5','IdCxrgwcRSdbWO', 'MB')
('SL22517-2022-11-02-9640','S402-16','PuEWzkZJtXgOqltg', 'SU')
('AC22517-2022-11-02-9749','A542-11','PgzLqDeiutof', 'SL')
('SL22517-2022-11-01-9557','S399-5','HaooUt', 'MB')
('AC04652-2022-11-02-9721','A541-1','iEKrJtNn', 'LB')
('AC04652-2022-11-01-9969','A554-15','bJvbEfRgG', 'UB')
('AC04652-2022-11-01-9970','A554-16','YUPZp', 'UB')
('AC22517-2022-11-02-9751','A542-13','EQHzhaRte', 'LB')
('SL04652-2022-11-02-9622','S401-22','gOMiuT', 'UB')
('AC04652-2022-11-01-9974','A555-2','gQKMKqHbBMIJ', 'LB')
('SL04652-2022-11-02-9625','S402-1','LuE', 'LB')
('AC22517-2022-11-02-9757','A543-1','KOQXr', 'LB')
('AC04652-2022-11-01-9977','A555-5','DnKMchOuGNAQu', 'SL')
('AC04652-2022-11-02-9731','A541-11','TN', 'SL')
('AC04652-2022-11-01-9979','A555-7','oCwWbSoG', 'LB')
('AC12058-2022-11-01-9742','A542-4','jkDA', 'UB')
('SL04652-2022-11-02-9628','S402-4','iKTIhXpcPyiUv', 'LB')
('SL22517-2022-11-01-9567','S399-15','sDDrYgL', 'SL')
('SL22517-2022-11-01-9569','S399-17','DWUZTZcmj', 'LB')
('SL04652-2022-11-02-9632','S402-8','MzVYMn', 'SU')
('SL04652-2022-11-02-9633','S402-9','ShTFNrHS', 'LB')
('SL22517-2022-11-02-9782','S408-14','GasPAaTlrIJOv', 'UB')
('AC12058-2022-11-01-9869','A549-5','mgaQHskb', 'SL')
('AC22517-2022-11-01-9858','A548-12','XMLvojCei', 'SU')
('SL22517-2022-11-02-9784','S408-16','gwbNPNqzq', 'SU')
('SL22517-2022-11-01-9692','S404-20','hItuv', 'LB')
('AC04652-2022-11-01-10099','A562-1','PGwAz', 'LB')
('AC12058-2022-11-01-9875','A549-11','zloBtuzqh', 'SL')
('SL22517-2022-11-01-9696','S404-24','YgyYlwKNZqXgmUD', 'SU')
('AC04652-2022-11-01-10102','A562-4','XoWJTYBLhby', 'UB')
('SL04652-2022-11-01-9762','S407-18','Rboro', 'MB')
('SL22517-2022-11-02-9804','S409-12','LsOpTgVU', 'LB')
('AC22517-2022-11-01-9881','A549-17','xnaByWhxtsnBx', 'SL')
('SL04652-2022-11-01-9774','S408-6','NxChLdYuB', 'UB')
('SL04652-2022-11-01-9778','S408-10','MgaBPOHmF', 'MB')
('AC04652-2022-11-01-10118','A563-2','CUOOU', 'LB')
('SL04652-2022-11-01-9790','S408-22','AAr', 'UB')
('SL04652-2022-11-01-9791','S408-23','ZFYuDiMb', 'SL')
('SL04652-2022-11-02-9795','S409-3','yanh', 'UB')
('SL22517-2022-11-01-9731','S406-11','uhNlvWZKXMqoybQ', 'UB')
('AC22517-2022-11-01-9915','A551-15','oGjdaKtpjytEyXB', 'UB')
('AC12058-2022-11-01-9915','A551-15','xKJxQ', 'UB')
('AC04652-2022-11-01-10147','A564-13','t', 'LB')
('AC22517-2022-11-02-9947','A553-11','EYCtegZV', 'SL')
('AC22517-2022-11-02-9948','A553-12','ygZS', 'SU')
('SL22517-2022-11-01-9745','S407-1','faVdIFvwacDoQGAa', 'LB')
