('AC04652-2022-11-01-8','A1-8','cvwtnIncQ', 'LB')
('AC04652-2022-11-01-1210','A68-4','xklmVsxcmUYQIyFG', 'UB')
('SL04652-2022-11-01-1189','S50-13','qplENXsSkG', 'MB')
('AC22517-2022-11-01-1172','A66-2','UPSosWfGcUjCu', 'LB')
('AC04652-2022-11-02-1174','A66-4','DLrxdTNlVY', 'UB')
('AC22517-2022-11-02-1221','A68-15','WiyEqtrpIljzuYtN', 'UB')
('SL22517-2022-11-01-1212','S51-12','BkLGJqZnisjmSQ', 'LB')
('SL22517-2022-11-01-1216','S51-16','mbIGnpvBe', 'SU')
('SL12058-2022-11-01-1194','S50-18','zOZHaUXnA', 'MB')
('AC04652-2022-11-01-1230','A69-6','HNKfxxAaIp', 'SU')
('SL04652-2022-11-01-1211','S51-11','RtynSEA', 'UB')
('AC22517-2022-11-02-1235','A69-11','HMh', 'SL')
('AC04652-2022-11-01-1233','A69-9','jB', 'UB')
('SL22517-2022-11-02-1245','S52-21','Uu', 'MB')
('AC04652-2022-11-01-1237','A69-13','rp', 'LB')
('AC22517-2022-11-02-1243','A70-1','mQBHDJxIoA', 'LB')
('AC12058-2022-11-01-1211','A68-5','P', 'SL')
('AC04652-2022-11-01-1244','A70-2','ZwLuhmnrOIMZCps', 'LB')
('AC04652-2022-11-02-1204','A67-16','I', 'UB')
('AC22517-2022-11-02-1249','A70-7','zDKjTgkdWbbg', 'LB')
('AC22517-2022-11-02-1250','A70-8','gSnfVwTES', 'LB')
('AC04652-2022-11-01-1246','A70-4','utSbAFAehZbjJ', 'UB')
('SL22517-2022-11-01-1236','S52-12','Hfpcgtz', 'LB')
('SL22517-2022-11-01-1239','S52-15','EFcUkDPHamLx', 'SL')
('SL12058-2022-11-01-1211','S51-11','vIWOqbzooWohnACq', 'UB')
('AC22517-2022-11-01-1202','A67-14','uLYlK', 'LB')
('SL22517-2022-11-01-1241','S52-17','UQyEO', 'LB')
('AC04652-2022-11-02-1211','A68-5','cYorOhcXB', 'SL')
('SL22517-2022-11-02-1260','S53-12','VvSEKrIRya', 'LB')
('SL04652-2022-11-01-1231','S52-7','OvZG', 'SL')
('SL12058-2022-11-01-1215','S51-15','wOGHNByzM', 'SL')
('AC12058-2022-11-01-1221','A68-15','TLgVCWtx', 'UB')
('AC12058-2022-11-01-1224','A68-18','RF', 'SU')
('AC12058-2022-11-01-1226','A69-2','NZbyn', 'LB')
('SL04652-2022-11-02-1206','S51-6','kc', 'UB')
('SL22517-2022-11-01-1252','S53-4','OF', 'LB')
('AC22517-2022-11-01-1210','A68-4','IeFgDIueIMuHCwPu', 'UB')
('AC22517-2022-11-02-1261','A71-1','djauchidnXsMk', 'LB')
('SL04652-2022-11-02-1208','S51-8','aGTvkcvgJVQcCU', 'SU')
('SL22517-2022-11-02-1273','S54-1','n', 'LB')
('SL04652-2022-11-02-1211','S51-11','suASeIUHepyXoD', 'UB')
('SL12058-2022-11-01-1226','S52-2','FRlv', 'MB')
('AC12058-2022-11-01-1235','A69-11','Y', 'SL')
('AC22517-2022-11-02-1267','A71-7','d', 'LB')
('AC04652-2022-11-01-1264','A71-4','zamZTNSBqN', 'UB')
('AC04652-2022-11-01-1265','A71-5','HPNJQXC', 'SL')
('AC04652-2022-11-02-1229','A69-5','qe', 'SL')
('SL04652-2022-11-02-1220','S51-20','INEKTjhxo', 'LB')
('AC12058-2022-11-01-1244','A70-2','GshuADjUaYojkVer', 'LB')
('AC22517-2022-11-01-1218','A68-12','UkxxJH', 'SU')
('SL04652-2022-11-01-1255','S53-7','JCYzTtTnW', 'SL')
('SL04652-2022-11-02-1225','S52-1','fmkzyJxpBVveXX', 'LB')
('SL12058-2022-11-01-1237','S52-13','vqjusWvKF', 'MB')
('SL04652-2022-11-01-1262','S53-14','G', 'UB')
('SL12058-2022-11-01-1243','S52-19','rTaywvsFiN', 'UB')
('AC12058-2022-11-01-1264','A71-4','VnlLGcu', 'UB')
('SL22517-2022-11-02-1299','S55-3','DkPCMFQQGaZcTUzb', 'UB')
('SL22517-2022-11-02-1300','S55-4','DIcUfqtbiqZGC', 'LB')
('AC04652-2022-11-02-1247','A70-5','GTFUoqCHcotp', 'SL')
('AC22517-2022-11-01-1242','A69-18','iZKJ', 'SU')
('AC22517-2022-11-02-1298','A73-2','ubDynIPdP', 'LB')
('AC04652-2022-11-01-1292','A72-14','JfAJGYFcZG', 'LB')
('AC12058-2022-11-01-1278','A71-18','bVyYAIUkdTx', 'SU')
('SL04652-2022-11-01-1284','S54-12','QCsmJDgPfOG', 'LB')
('SL12058-2022-11-01-1259','S53-11','tks', 'UB')
('SL22517-2022-11-01-1287','S54-15','mU', 'SL')
('AC22517-2022-11-01-1253','A70-11','IzTnOITw', 'SL')
('SL12058-2022-11-01-1260','S53-12','TfGz', 'LB')
('AC22517-2022-11-02-1371','A77-3','klQNSFbSj', 'UB')
('SL04652-2022-11-02-1323','S56-3','b', 'UB')
('SL22517-2022-11-02-1382','S58-14','HCOujE', 'UB')
('AC22517-2022-11-02-1376','A77-8','vdTIqupA', 'LB')
('AC22517-2022-11-01-1332','A74-18','ionngQFQCOYhCwXB', 'SU')
('SL04652-2022-11-01-1357','S57-13','w', 'MB')
('AC22517-2022-11-01-1334','A75-2','a', 'LB')
('SL12058-2022-11-01-1337','S56-17','rjoSQw', 'LB')
('AC22517-2022-11-02-1389','A78-3','nVaYcHUx', 'UB')
('SL04652-2022-11-01-1359','S57-15','K', 'SL')
('AC22517-2022-11-02-1390','A78-4','NjBFJjrbnWKbrdrH', 'UB')
('AC04652-2022-11-01-1381','A77-13','sD', 'LB')
('SL12058-2022-11-01-1342','S56-22','aBJuTAENBq', 'UB')
('SL22517-2022-11-01-1386','S58-18','rGXMj', 'MB')
('AC22517-2022-11-02-1422','A79-18','MBkFDUqq', 'SU')
('SL04652-2022-11-01-1395','S59-3','NeCZonX', 'UB')
('SL22517-2022-11-02-1429','S60-13','OfiGpixF', 'MB')
('AC04652-2022-11-01-1420','A79-16','DQ', 'UB')
('SL22517-2022-11-02-1442','S61-2','jfSvZLLMDiK', 'MB')
('SL04652-2022-11-02-1380','S58-12','rleXPiD', 'LB')
('AC22517-2022-11-01-1391','A78-5','EVzJnQxWmIF', 'SL')
('SL04652-2022-11-02-1382','S58-14','akchBCIsj', 'UB')
('AC22517-2022-11-02-1437','A80-15','lntSHBSfUxivLs', 'UB')
('SL22517-2022-11-02-1443','S61-3','FRHAfBARWs', 'UB')
('SL22517-2022-11-02-1444','S61-4','rUoTeBm', 'LB')
('AC04652-2022-11-02-1388','A78-2','acfDhCT', 'LB')
('SL04652-2022-11-01-1421','S60-5','CmY', 'MB')
('AC12058-2022-11-01-1425','A80-3','xRZixp', 'UB')
('AC12058-2022-11-01-1426','A80-4','BLXNPMMXcLuBTATJ', 'UB')
('AC04652-2022-11-02-1391','A78-5','KEdA', 'SL')
('AC22517-2022-11-02-1451','A81-11','U', 'SL')
('AC22517-2022-11-01-1409','A79-5','wElebsnc', 'SL')
('AC12058-2022-11-01-1463','A82-5','YMV', 'SL')
('AC04652-2022-11-01-1473','A82-15','fvF', 'UB')
('AC04652-2022-11-01-1474','A82-16','XTsGFbd', 'UB')
('SL04652-2022-11-01-1470','S62-6','bU', 'UB')
('AC04652-2022-11-01-1481','A83-5','JdVqqsE', 'SL')
('SL22517-2022-11-02-1490','S63-2','kpaKkkNh', 'MB')
('SL12058-2022-11-01-1431','S60-15','f', 'SL')
('SL04652-2022-11-01-1476','S62-12','nU', 'LB')
('AC12058-2022-11-01-1475','A82-17','VHPdbDZDSZ', 'SL')
('SL22517-2022-11-02-1499','S63-11','sgIdYKyN', 'UB')
('AC12058-2022-11-01-1477','A83-1','ftpUEaxoNEZQ', 'LB')
('AC12058-2022-11-01-1478','A83-2','eNnqIuYIniLqCRoy', 'LB')
('AC04652-2022-11-02-1430','A80-8','GLYW', 'LB')
('AC22517-2022-11-01-1443','A81-3','jLcpGbpYurfvhVYx', 'UB')
('SL12058-2022-11-01-1440','S60-24','WIUtYxSjSorhGkUS', 'SU')
('SL12058-2022-11-01-1441','S61-1','gVbBauOVpWbq', 'LB')
('AC04652-2022-11-02-1432','A80-10','nv', 'UB')
('SL22517-2022-11-02-1512','S63-24','hHYuHRoixnEi', 'SU')
('AC22517-2022-11-01-1447','A81-7','NaJEJNYX', 'LB')
('AC04652-2022-11-02-1434','A80-12','juqEOZS', 'SU')
('AC04652-2022-11-01-1496','A84-2','hxLzcRLgAVOmUjI', 'LB')
('AC22517-2022-11-01-1449','A81-9','fpebbvml', 'UB')
('SL22517-2022-11-02-1516','S64-4','VyGtlKVGFVqOkD', 'LB')
('AC12058-2022-11-01-1488','A83-12','HlOvTlCfD', 'SU')
('SL22517-2022-11-02-1519','S64-7','kVGdTaXLvjsaZIX', 'SL')
('SL04652-2022-11-01-1488','S62-24','w', 'SU')
('AC04652-2022-11-02-1437','A80-15','hHPEEMIEQSs', 'UB')
('SL04652-2022-11-02-1454','S61-14','lBPeczhgLpwk', 'UB')
('AC04652-2022-11-01-1500','A84-6','i', 'SU')
('SL04652-2022-11-02-1455','S61-15','RyjfgP', 'SL')
('AC04652-2022-11-01-1501','A84-7','A', 'LB')
('SL22517-2022-11-02-1523','S64-11','jQqcqjUtvPtN', 'UB')
('SL22517-2022-11-02-1524','S64-12','MAZYPkZFCVVAGS', 'LB')
('AC04652-2022-11-02-1440','A80-18','EgStFBwquwxP', 'SU')
('SL22517-2022-11-02-1526','S64-14','zXYFbR', 'UB')
('AC22517-2022-11-01-1453','A81-13','wmG', 'LB')
('AC12058-2022-11-01-1493','A83-17','uXCKEqn', 'SL')
('AC04652-2022-11-01-1504','A84-10','QEkbFUydWQMnA', 'UB')
('AC04652-2022-11-02-1443','A81-3','dRfLbIzEhUa', 'UB')
('SL22517-2022-11-01-1468','S62-4','pxYBaILzMjCvSbx', 'LB')
('SL04652-2022-11-01-1494','S63-6','UiKauXEMqjmQzBeI', 'UB')
('AC22517-2022-11-02-1520','A85-8','YwXbxxUy', 'LB')
('SL12058-2022-11-01-1450','S61-10','fMqbHfD', 'MB')
('SL04652-2022-11-02-1460','S61-20','JExreII', 'LB')
('AC12058-2022-11-01-1495','A84-1','RVBmaUBgBuIRnkW', 'LB')
('AC04652-2022-11-02-1465','A82-7','pyuhLTKSYXPnCB', 'LB')
('AC12058-2022-11-01-1515','A85-3','LzCYbqkThyFbUj', 'UB')
('SL12058-2022-11-01-1479','S62-15','mkRjtMPAbafcYA', 'SL')
('AC04652-2022-11-02-1471','A82-13','VSdhKdTRgmN', 'LB')
('AC04652-2022-11-01-1534','A86-4','lXSRuEtfUnV', 'UB')
('AC04652-2022-11-02-1472','A82-14','EDFOh', 'LB')
('SL04652-2022-11-01-1523','S64-11','hsDNxxiGwVt', 'UB')
('SL22517-2022-11-01-1501','S63-13','tgNjKDoAzab', 'MB')
('AC22517-2022-11-01-1478','A83-2','nvXmvSoiSq', 'LB')
('AC22517-2022-11-01-1479','A83-3','NVXrVbYEZCdRU', 'UB')
('AC22517-2022-11-02-1555','A87-7','BkpBTBQkXNpGP', 'LB')
('AC22517-2022-11-01-1484','A83-8','EboAZVXMZO', 'LB')
('SL04652-2022-11-01-1527','S64-15','PzSpWtuMOMjh', 'SL')
('SL12058-2022-11-01-1496','S63-8','rurYoUlGrvettQ', 'SU')
('AC22517-2022-11-01-1485','A83-9','mzHZnitZigEkfcz', 'UB')
('AC04652-2022-11-02-1481','A83-5','F', 'SL')
('SL04652-2022-11-02-1505','S63-17','tgyelXc', 'LB')
('SL04652-2022-11-02-1506','S63-18','XndPTTrhvh', 'MB')
('AC22517-2022-11-02-1565','A87-17','b', 'SL')
('SL04652-2022-11-01-1536','S64-24','n', 'SU')
('SL04652-2022-11-01-1537','S65-1','ltNmkqXQmMGanBoD', 'LB')
('SL22517-2022-11-01-1520','S64-8','cCP', 'SU')
('SL04652-2022-11-02-1514','S64-2','ohOWgWsaRdTHQatw', 'MB')
('AC12058-2022-11-01-1539','A86-9','me', 'UB')
('SL12058-2022-11-01-1504','S63-16','mIBstOTVUGhq', 'SU')
('SL22517-2022-11-01-1521','S64-9','MExA', 'LB')
('SL22517-2022-11-01-1522','S64-10','GbUmYVawx', 'MB')
('AC12058-2022-11-01-1544','A86-14','dvQ', 'LB')
('SL04652-2022-11-01-1544','S65-8','krJ', 'SU')
('AC04652-2022-11-02-1499','A84-5','gnlUkaRaKT', 'SL')
('SL04652-2022-11-02-1527','S64-15','YKAiqrQyxUUaMt', 'SL')
('AC12058-2022-11-01-1562','A87-14','HJokkUxBkpZoDAC', 'LB')
('AC12058-2022-11-01-1563','A87-15','LPlwaex', 'UB')
('SL04652-2022-11-02-1533','S64-21','HWpcL', 'MB')
('AC12058-2022-11-01-1565','A87-17','EtlWye', 'SL')
('AC22517-2022-11-01-1501','A84-7','kvxiURyvqXSzQLh', 'LB')
('SL04652-2022-11-02-1535','S64-23','dFyQB', 'SL')
('AC04652-2022-11-01-1571','A88-5','drldwNOxkSl', 'SL')
('AC04652-2022-11-01-1573','A88-7','kMvT', 'LB')
('AC04652-2022-11-02-1515','A85-3','gGVjgMNKXxkEN', 'UB')
('AC04652-2022-11-02-1516','A85-4','T', 'UB')
('SL04652-2022-11-02-1538','S65-2','UxEPbHv', 'MB')
('AC12058-2022-11-01-1574','A88-8','Cz', 'LB')
('SL04652-2022-11-01-1561','S66-1','oPzYVkqFOmS', 'LB')
('SL12058-2022-11-01-1526','S64-14','oVbqAEyT', 'UB')
('AC04652-2022-11-01-1578','A88-12','M', 'SU')
('AC22517-2022-11-02-1590','A89-6','VijynHLuWunEoIOU', 'SU')
('SL12058-2022-11-01-1529','S64-17','IJlvkYkiutw', 'LB')
('AC04652-2022-11-02-1522','A85-10','muw', 'UB')
('SL22517-2022-11-02-1600','S67-16','DvCsSoxklJRC', 'SU')
('AC22517-2022-11-01-1512','A84-18','XdDNimtAkdMn', 'SU')
('AC22517-2022-11-01-1515','A85-3','JpyRsNPVRrlDh', 'UB')
('SL04652-2022-11-01-1570','S66-10','oqEKMOOcBrQ', 'MB')
('SL22517-2022-11-02-1613','S68-5','SYpF', 'MB')
('AC22517-2022-11-02-1605','A90-3','Ensd', 'UB')
('SL12058-2022-11-01-1550','S65-14','PxRn', 'UB')
('SL12058-2022-11-01-1551','S65-15','dAdoBHTDbuZsbDT', 'SL')
('SL12058-2022-11-01-1552','S65-16','owvI', 'SU')
('AC04652-2022-11-02-1531','A86-1','vleOiPNmPkQlpA', 'LB')
('SL04652-2022-11-01-1584','S66-24','EWCElCQTxKaJq', 'SU')
('AC12058-2022-11-01-1590','A89-6','YTVE', 'SU')
('SL04652-2022-11-02-1557','S65-21','dFxMCJKD', 'MB')
('AC22517-2022-11-02-1611','A90-9','h', 'UB')
('AC22517-2022-11-02-1612','A90-10','DQcUWDwXxVt', 'UB')
('AC04652-2022-11-01-1606','A90-4','QpzDf', 'UB')
('SL22517-2022-11-02-1626','S68-18','UHvNPOQYCTkyrY', 'MB')
('SL22517-2022-11-01-1573','S66-13','XF', 'MB')
('SL04652-2022-11-02-1560','S65-24','tdNjrtYGnvVwIR', 'SU')
('SL04652-2022-11-02-1562','S66-2','tzgRr', 'MB')
('AC22517-2022-11-01-1535','A86-5','RGpG', 'SL')
('SL04652-2022-11-01-1591','S67-7','TqKuuxGp', 'SL')
('AC04652-2022-11-02-1539','A86-9','dLIRjFHrfH', 'UB')
('SL12058-2022-11-01-1567','S66-7','NFvOkgFuCJA', 'SL')
('AC22517-2022-11-01-1537','A86-7','xaxYM', 'LB')
('SL04652-2022-11-02-1566','S66-6','UYJHHR', 'UB')
('AC22517-2022-11-01-1540','A86-10','EezGsPZUUsXIRrF', 'UB')
('AC04652-2022-11-02-1541','A86-11','yzpsEpMqrhdfqhth', 'SL')
('AC22517-2022-11-02-1626','A91-6','yqRX', 'SU')
('AC04652-2022-11-02-1546','A86-16','sjGfxLtGIne', 'UB')
('AC04652-2022-11-02-1547','A86-17','vRcxxhKObA', 'SL')
('SL04652-2022-11-02-1575','S66-15','cdNSh', 'SL')
('SL22517-2022-11-02-1640','S69-8','NnawVEPYkW', 'SU')
('AC12058-2022-11-01-1613','A90-11','Lt', 'SL')
('SL22517-2022-11-01-1598','S67-14','gtahi', 'UB')
('AC12058-2022-11-01-1614','A90-12','hCo', 'SU')
('SL12058-2022-11-01-1587','S67-3','PPO', 'UB')
('AC22517-2022-11-01-1555','A87-7','fNlisj', 'LB')
('AC04652-2022-11-01-1638','A91-18','jDusfJFsiaEGQoh', 'SU')
('SL12058-2022-11-01-1597','S67-13','MCMYfUaNkoIBKCj', 'MB')
('SL04652-2022-11-01-1620','S68-12','RpNkmdvCkXYTMBRt', 'LB')
('SL22517-2022-11-02-1653','S69-21','RnSHmqdZQBFS', 'MB')
('AC22517-2022-11-02-1638','A91-18','cwZUKPv', 'SU')
('AC22517-2022-11-02-1639','A92-1','gRWJ', 'LB')
('SL12058-2022-11-01-1607','S67-23','G', 'SL')
('SL04652-2022-11-02-1586','S67-2','knCn', 'MB')
('AC22517-2022-11-02-1647','A92-9','apDV', 'UB')
('AC04652-2022-11-02-1567','A88-1','wbqlLmocPctSR', 'LB')
('SL04652-2022-11-02-1595','S67-11','QZJObUbPvaf', 'UB')
('AC04652-2022-11-02-1570','A88-4','IqaGbAxffZwirDrI', 'UB')
('SL04652-2022-11-02-1597','S67-13','qOKzWFjkDxqBNQ', 'MB')
('SL22517-2022-11-02-1667','S70-11','jZoyb', 'UB')
('SL04652-2022-11-02-1606','S67-22','JYcxRoqyHAfxvVH', 'UB')
('SL12058-2022-11-01-1619','S68-11','rBDjljCeoHkNrZo', 'UB')
('SL22517-2022-11-01-1634','S69-2','HmvWmbsscQ', 'MB')
('AC04652-2022-11-02-1579','A88-13','V', 'LB')
('SL22517-2022-11-01-1636','S69-4','EEYIiLaCPS', 'LB')
('SL22517-2022-11-02-1675','S70-19','sy', 'UB')
('AC04652-2022-11-02-1580','A88-14','QWCYFiCwlsP', 'LB')
('AC22517-2022-11-02-1662','A93-6','LHcSrhYhAKOWA', 'SU')
('SL12058-2022-11-01-1626','S68-18','cUggJ', 'MB')
('SL22517-2022-11-01-1642','S69-10','fIWrgBBmctH', 'MB')
('AC04652-2022-11-02-1584','A88-18','DzQaAGeUiDgKk', 'SU')
('SL22517-2022-11-01-1645','S69-13','PXqgrCnfymrv', 'MB')
('AC22517-2022-11-02-1671','A93-15','XtK', 'UB')
('SL22517-2022-11-02-1686','S71-6','NsWKkAW', 'UB')
('AC22517-2022-11-01-1597','A89-13','idBusQVYh', 'LB')
('AC04652-2022-11-01-1688','A94-14','LIQvWTMiF', 'LB')
('SL12058-2022-11-01-1643','S69-11','CCwAJlrHbqOXLJv', 'UB')
('SL22517-2022-11-01-1656','S69-24','osIIYBaoXVQeY', 'SU')
('SL12058-2022-11-01-1644','S69-12','brbEdBNHawQnrRfb', 'LB')
('AC22517-2022-11-02-1699','A95-7','tyupIvcJeCZ', 'LB')
('SL04652-2022-11-01-1666','S70-10','rZLk', 'MB')
('AC04652-2022-11-02-1613','A90-11','D', 'SL')
('SL22517-2022-11-02-1714','S72-10','pMBOL', 'MB')
('SL04652-2022-11-01-1668','S70-12','QoJfyujlYzIyADx', 'LB')
('AC04652-2022-11-02-1614','A90-12','KuiJCfSD', 'SU')
('SL04652-2022-11-02-1646','S69-14','QqkoUdgU', 'UB')
('SL12058-2022-11-01-1660','S70-4','ACCMcbVkjiYbVHZ', 'LB')
('AC22517-2022-11-01-1625','A91-5','hHRErHOMiHHkoBw', 'SL')
('AC22517-2022-11-02-1719','A96-9','Qt', 'UB')
('SL22517-2022-11-01-1684','S71-4','suQMShVOQuWbrFSg', 'LB')
('SL12058-2022-11-01-1669','S70-13','m', 'MB')
('AC12058-2022-11-01-1690','A94-16','VfvqcpXVADZgaujF', 'UB')
('SL04652-2022-11-01-1682','S71-2','X', 'MB')
('SL04652-2022-11-02-1662','S70-6','gWhMVxx', 'UB')
('SL04652-2022-11-02-1663','S70-7','irfqIxTGeqUZf', 'SL')
('AC04652-2022-11-02-1627','A91-7','pOjYgPYEU', 'LB')
('SL22517-2022-11-02-1729','S73-1','EMfgpJpPRZuz', 'LB')
('SL04652-2022-11-02-1665','S70-9','miDTIMzwJpq', 'LB')
('AC04652-2022-11-01-1727','A96-17','ncX', 'SL')
('SL04652-2022-11-02-1667','S70-11','UBurYfkLcmAkIl', 'UB')
('SL04652-2022-11-01-1685','S71-5','efEC', 'MB')
('SL04652-2022-11-01-1686','S71-6','UknT', 'UB')
('AC22517-2022-11-02-1733','A97-5','RpnvysXr', 'SL')
('SL04652-2022-11-02-1673','S70-17','JjIhKhIM', 'LB')
('SL22517-2022-11-01-1697','S71-17','VgjHShT', 'LB')
('SL22517-2022-11-01-1698','S71-18','RCvK', 'MB')
('AC04652-2022-11-01-1740','A97-12','pLUebjhXQS', 'SU')
('AC04652-2022-11-01-1741','A97-13','Re', 'LB')
('SL22517-2022-11-02-1736','S73-8','XxUgNeUGxJEWqN', 'SU')
('AC04652-2022-11-02-1640','A92-2','YvuVs', 'LB')
('SL22517-2022-11-01-1708','S72-4','LwqEqDKdBYgX', 'LB')
('AC04652-2022-11-01-1746','A97-18','Bf', 'SU')
('SL12058-2022-11-01-1690','S71-10','NbZKeDKsuImNjuDk', 'MB')
('AC22517-2022-11-02-1747','A98-1','IiwlhrHbpTAOySh', 'LB')
('AC22517-2022-11-02-1748','A98-2','lMfbjjMnneIhIqU', 'LB')
('SL12058-2022-11-01-1691','S71-11','mDIrhmtvB', 'UB')
('AC04652-2022-11-01-1758','A98-12','fLQCDdfqLjYWa', 'SU')
('SL22517-2022-11-01-1730','S73-2','kmsK', 'MB')
('AC12058-2022-11-01-1716','A96-6','Y', 'SU')
('AC04652-2022-11-01-1799','A100-17','qEAzN', 'SL')
('AC04652-2022-11-01-1800','A100-18','lDRYMMKNNHgGuE', 'SU')
('AC22517-2022-11-02-1796','A100-14','bqxJabTineytNhy', 'LB')
('SL04652-2022-11-01-1750','S73-22','dcZUjWXU', 'UB')
('SL04652-2022-11-01-1751','S73-23','wZUAtTVWtpq', 'SL')
('SL12058-2022-11-01-1737','S73-9','DKkQXFXYgGy', 'LB')
('AC12058-2022-11-01-1758','A98-12','qPIyDnoSs', 'SU')
('AC04652-2022-11-01-1811','A101-11','qrdWHnvsGLUlrG', 'SL')
('AC12058-2022-11-01-1760','A98-14','P', 'LB')
('SL22517-2022-11-01-1778','S75-2','lXSDI', 'MB')
('SL22517-2022-11-02-1789','S75-13','awHVfZ', 'MB')
('AC22517-2022-11-01-1707','A95-15','VBzNyJNOYJwkA', 'UB')
('SL12058-2022-11-01-1748','S73-20','eBA', 'LB')
('SL04652-2022-11-02-1742','S73-14','THAReL', 'UB')
('SL22517-2022-11-02-1808','S76-8','tYuoMTxqVq', 'SU')
('AC12058-2022-11-01-1778','A99-14','dcUFOddVDq', 'LB')
('SL12058-2022-11-01-1765','S74-13','sdL', 'MB')
('AC22517-2022-11-02-1820','A102-2','XfxoCsBOpHTUK', 'LB')
('SL22517-2022-11-01-1815','S76-15','pKzfIYjAbryMDCi', 'SL')
('AC12058-2022-11-01-1797','A100-15','htkThLPyPKkDvbfZ', 'UB')
('SL22517-2022-11-01-1818','S76-18','gbSXyFg', 'MB')
('AC22517-2022-11-01-1738','A97-10','Y', 'UB')
('AC22517-2022-11-02-1833','A102-15','UyhOYJXKYT', 'UB')
('SL12058-2022-11-01-1781','S75-5','QX', 'MB')
('SL04652-2022-11-02-1775','S74-23','ixCBzTE', 'SL')
('AC12058-2022-11-01-1803','A101-3','HztwddFqErLpsF', 'UB')
('AC22517-2022-11-02-1837','A103-1','TXeEsVZ', 'LB')
('SL04652-2022-11-02-1779','S75-3','jAuJYgQNVPNXX', 'UB')
('SL22517-2022-11-01-1826','S77-2','ZHLfdbmFuvWaC', 'MB')
('AC04652-2022-11-02-1734','A97-6','rwoDw', 'SU')
('SL22517-2022-11-02-1828','S77-4','zLIwvjv', 'LB')
('SL22517-2022-11-02-1829','S77-5','cVlXimYtRS', 'MB')
('SL04652-2022-11-02-1784','S75-8','qZSHPpFuOrXqNpRK', 'SU')
('AC12058-2022-11-01-1810','A101-10','IUeRfdkyAWATUg', 'UB')
('SL04652-2022-11-01-1797','S75-21','Pjv', 'MB')
('SL04652-2022-11-01-1802','S76-2','RzbtDTRNmhlU', 'MB')
('SL22517-2022-11-02-1842','S77-18','BtE', 'MB')
('AC22517-2022-11-02-1851','A103-15','SuFQrPp', 'UB')
('AC22517-2022-11-01-1761','A98-15','fqycPjyPbzXFiQSf', 'UB')
('SL22517-2022-11-01-1847','S77-23','LMsjaLNMuNFx', 'SL')
('AC04652-2022-11-01-1878','A105-6','aYcRbY', 'SU')
('SL12058-2022-11-01-1811','S76-11','rguVUJLBqmC', 'UB')
('SL12058-2022-11-01-1812','S76-12','uodmYbZ', 'LB')
('AC12058-2022-11-01-1866','A104-12','quYrnfBLR', 'SU')
('SL04652-2022-11-01-1857','S78-9','sTbTVpnDIZAO', 'LB')
('AC04652-2022-11-01-1907','A106-17','bOLZcLEHvrTrX', 'SL')
('SL22517-2022-11-01-1882','S79-10','NMbaPsGtAycAKq', 'MB')
('SL22517-2022-11-02-1880','S79-8','JlVhWwDTLuFTTd', 'SU')
('AC04652-2022-11-01-1915','A107-7','FXKUoClL', 'LB')
('AC04652-2022-11-02-1803','A101-3','XYhYrWVpBQMioIfG', 'UB')
('SL22517-2022-11-02-1890','S79-18','DfBUuo', 'MB')
('AC04652-2022-11-02-1806','A101-6','MWCCzfH', 'SU')
('AC22517-2022-11-01-1813','A101-13','rZuvwtgTfwXchOpp', 'LB')
('AC22517-2022-11-01-1814','A101-14','VyAlVnTURiAj', 'LB')
('SL04652-2022-11-01-1890','S79-18','qGVByzFFRAaZJn', 'MB')
('SL12058-2022-11-01-1864','S78-16','stmWmbAbPnVbRyiU', 'SU')
('SL12058-2022-11-01-1865','S78-17','Q', 'LB')
('AC12058-2022-11-01-1887','A105-15','kllrDnjpJjfWA', 'UB')
('AC12058-2022-11-01-1888','A105-16','M', 'UB')
('SL12058-2022-11-01-1867','S78-19','LUlxDdLvnvfrVeSC', 'UB')
('AC04652-2022-11-01-1935','A108-9','xmfLlYyMExlbQnE', 'UB')
('SL04652-2022-11-02-1859','S78-11','ZwTjZvOLeZ', 'UB')
('SL04652-2022-11-02-1863','S78-15','SybuULfWxJnWZQu', 'SL')
('SL22517-2022-11-02-1918','S80-22','YQvXuRZL', 'UB')
('AC12058-2022-11-01-1898','A106-8','BthVjkagCQK', 'LB')
('SL22517-2022-11-01-1922','S81-2','lpltRH', 'MB')
('SL22517-2022-11-02-1924','S81-4','YkIg', 'LB')
('SL04652-2022-11-02-1869','S78-21','UEFmcpBNigGJOI', 'MB')
('SL22517-2022-11-02-1927','S81-7','lvQusCEJYfSMP', 'SL')
('SL04652-2022-11-02-1871','S78-23','NSjNPNbvVPVIsFJZ', 'SL')
('AC22517-2022-11-02-1934','A108-8','pXII', 'LB')
('SL04652-2022-11-01-1908','S80-12','mfhkrPfkTFJKc', 'LB')
('AC12058-2022-11-01-1910','A107-2','LI', 'LB')
('AC12058-2022-11-01-1912','A107-4','FvWMgbQIpWnPxg', 'UB')
('SL12058-2022-11-01-1879','S79-7','jtCl', 'SL')
('SL04652-2022-11-01-1915','S80-19','H', 'UB')
('SL22517-2022-11-01-1933','S81-13','IAhoki', 'MB')
('SL22517-2022-11-02-1951','S82-7','OojydAMhz', 'SL')
('SL04652-2022-11-01-1936','S81-16','rkiPrcpx', 'SU')
('AC04652-2022-11-01-1967','A110-5','vcBRl', 'SL')
