('AC22517-2022-11-02-18','A1-18','fjTg', 'SU')
('AC12058-2022-11-01-946','A53-10','IRKJgkYRgZ', 'UB')
('SL04652-2022-11-01-938','S40-2','rNAkwOaSz', 'MB')
('AC12058-2022-11-01-947','A53-11','TnyyEUygJBOEusm', 'SL')
('AC22517-2022-11-02-995','A56-5','VuDjLOEypsaZBR', 'SL')
('SL04652-2022-11-02-904','S38-16','zJ', 'SU')
('AC04652-2022-11-01-960','A54-6','orcUCoBK', 'SU')
('SL04652-2022-11-02-907','S38-19','PWGGmwevRANyHj', 'UB')
('AC12058-2022-11-01-948','A53-12','uNPIcpSLa', 'SU')
('AC22517-2022-11-02-1000','A56-10','IqCaKpZavUnkiNC', 'UB')
('AC12058-2022-11-01-950','A53-14','TvYPTM', 'LB')
('SL22517-2022-11-02-973','S41-13','VmwTLItwrRREsth', 'MB')
('AC22517-2022-11-02-1009','A57-1','nPxayHO', 'LB')
('SL12058-2022-11-01-987','S42-3','hHNCDQtPYteMTI', 'UB')
('AC04652-2022-11-01-976','A55-4','HQuZqSs', 'UB')
('AC22517-2022-11-01-936','A52-18','TU', 'SU')
('SL04652-2022-11-01-967','S41-7','ZLbzhbsDJL', 'SL')
('SL12058-2022-11-01-992','S42-8','llrnTmDiQqKSYvmX', 'SU')
('AC04652-2022-11-01-981','A55-9','fRJodvqsY', 'UB')
('AC22517-2022-11-01-941','A53-5','W', 'SL')
('AC04652-2022-11-02-954','A53-18','bijElSbZIz', 'SU')
('AC12058-2022-11-01-969','A54-15','detjrk', 'UB')
('SL22517-2022-11-02-1006','S42-22','kVzUbO', 'UB')
('AC12058-2022-11-01-970','A54-16','rIMkHOw', 'UB')
('SL12058-2022-11-01-1001','S42-17','gjbCs', 'LB')
('AC04652-2022-11-02-961','A54-7','szJCXGM', 'LB')
('SL04652-2022-11-01-979','S41-19','hNscc', 'UB')
('AC22517-2022-11-02-1028','A58-2','wZl', 'LB')
('SL04652-2022-11-02-936','S39-24','nvyxj', 'SU')
('SL04652-2022-11-01-983','S41-23','xisDoIYzkyZr', 'SL')
('AC12058-2022-11-01-986','A55-14','kzgX', 'LB')
('SL22517-2022-11-01-998','S42-14','bXARfK', 'UB')
('AC22517-2022-11-02-1036','A58-10','xbmCjRTxxUMtZiH', 'UB')
('SL22517-2022-11-01-1000','S42-16','Je', 'SU')
('AC22517-2022-11-01-964','A54-10','veB', 'UB')
('SL22517-2022-11-02-1029','S43-21','Kb', 'MB')
('AC12058-2022-11-01-991','A56-1','adkIEhWsmIQrHF', 'LB')
('AC04652-2022-11-01-1011','A57-3','msdtz', 'UB')
('AC04652-2022-11-02-984','A55-12','rzcYHOqd', 'SU')
('AC22517-2022-11-02-1046','A59-2','CoYtU', 'LB')
('SL04652-2022-11-02-948','S40-12','m', 'LB')
('SL22517-2022-11-01-1003','S42-19','V', 'UB')
('AC22517-2022-11-02-1049','A59-5','gAfST', 'SL')
('AC22517-2022-11-02-1050','A59-6','zKvEjEpsf', 'SU')
('AC12058-2022-11-01-995','A56-5','IHajwySwYSAUDO', 'SL')
('SL04652-2022-11-02-949','S40-13','iBt', 'MB')
('SL04652-2022-11-01-994','S42-10','cyblOmTpQhkXl', 'MB')
('SL22517-2022-11-02-1040','S44-8','ErpPkJjACvlSKmva', 'SU')
('SL22517-2022-11-01-1011','S43-3','xXbFuh', 'UB')
('AC22517-2022-11-02-1052','A59-8','yYwwAegbnbshFV', 'LB')
('AC04652-2022-11-02-993','A56-3','JcCuQCqMUElVdM', 'UB')
('AC22517-2022-11-01-983','A55-11','vge', 'SL')
('SL12058-2022-11-01-1030','S43-22','Zjb', 'UB')
('SL04652-2022-11-01-998','S42-14','vumDQOLci', 'UB')
('SL04652-2022-11-01-999','S42-15','nhkYyZEdLmMzX', 'SL')
('SL22517-2022-11-02-1048','S44-16','cRcdmMtd', 'SU')
('AC04652-2022-11-02-998','A56-8','Y', 'LB')
('SL04652-2022-11-01-1011','S43-3','KxdmhHRkfoYXhRLs', 'UB')
('SL22517-2022-11-02-1083','S46-3','opMSUvGZLHoizPOA', 'UB')
('SL04652-2022-11-02-986','S42-2','sBoxq', 'MB')
('AC04652-2022-11-02-1020','A57-12','DZalisrKuFZhLvQY', 'SU')
('AC22517-2022-11-02-1081','A61-1','RzqoaTeItWtJU', 'LB')
('AC12058-2022-11-01-1031','A58-5','i', 'SL')
('AC04652-2022-11-01-1055','A59-11','bXAMGcEzNKfQ', 'SL')
('SL12058-2022-11-01-1056','S44-24','YQ', 'SU')
('AC22517-2022-11-01-1019','A57-11','A', 'SL')
('AC12058-2022-11-01-1035','A58-9','gvmmnuWVcremMfW', 'UB')
('AC12058-2022-11-01-1036','A58-10','GjQGwHK', 'UB')
('SL22517-2022-11-02-1093','S46-13','UtkP', 'MB')
('AC22517-2022-11-01-1022','A57-14','Zdyx', 'LB')
('SL04652-2022-11-01-1046','S44-14','MffUsWKJGLKsXQV', 'UB')
('SL22517-2022-11-02-1097','S46-17','UCm', 'LB')
('SL22517-2022-11-02-1099','S46-19','LGdvomXDftLZnbLP', 'UB')
('SL12058-2022-11-01-1063','S45-7','ylAYUeL', 'SL')
('SL22517-2022-11-01-1060','S45-4','eHwh', 'LB')
('SL04652-2022-11-02-1010','S43-2','YC', 'MB')
('SL22517-2022-11-01-1062','S45-6','PmFOlRCdXjq', 'UB')
('AC22517-2022-11-02-1093','A61-13','nhSBwjEgVB', 'LB')
('AC22517-2022-11-01-1081','A61-1','MoEPITnoDyPInM', 'LB')
('AC22517-2022-11-02-1132','A63-16','dpMTM', 'UB')
('AC04652-2022-11-01-1121','A63-5','NlLj', 'SL')
('SL22517-2022-11-01-1106','S47-2','FDZ', 'MB')
('SL04652-2022-11-01-1102','S46-22','SVizWgxKthw', 'UB')
('SL04652-2022-11-02-1072','S45-16','pChnnm', 'SU')
('SL12058-2022-11-01-1099','S46-19','RxfOoGRkXKHpu', 'UB')
('SL22517-2022-11-02-1146','S48-18','pqfVJdS', 'MB')
('SL04652-2022-11-01-1106','S47-2','IIGCHtrRBmPcW', 'MB')
('SL04652-2022-11-01-1107','S47-3','YqDIzHhfxbH', 'UB')
('AC04652-2022-11-02-1087','A61-7','vPNLaJmVjAyvW', 'LB')
('AC12058-2022-11-01-1099','A62-1','MJEsVXECFPms', 'LB')
('SL22517-2022-11-01-1116','S47-12','pSzJVbZnVVyuf', 'LB')
('AC12058-2022-11-01-1100','A62-2','PjnIxd', 'LB')
('AC12058-2022-11-01-1101','A62-3','FWMruU', 'UB')
('SL04652-2022-11-01-1114','S47-10','oFdMruUhuohv', 'MB')
('AC04652-2022-11-01-1128','A63-12','iRXXhxImiPnmoGeb', 'SU')
('SL12058-2022-11-01-1104','S46-24','fFWWXo', 'SU')
('SL22517-2022-11-02-1152','S48-24','NCvOfYOIArwOg', 'SU')
('AC12058-2022-11-01-1107','A62-9','aQkfXWujxivirlyo', 'UB')
('AC12058-2022-11-01-1108','A62-10','gVOqMQCHR', 'UB')
('SL22517-2022-11-01-1120','S47-16','hKDUNOpDLw', 'SU')
('SL12058-2022-11-01-1105','S47-1','dkimt', 'LB')
('AC22517-2022-11-01-1100','A62-2','vLwk', 'LB')
('SL12058-2022-11-01-1107','S47-3','sHtob', 'UB')
('AC04652-2022-11-02-1101','A62-3','jQbYcpfpgp', 'UB')
('SL12058-2022-11-01-1111','S47-7','zzcoyF', 'SL')
('AC04652-2022-11-02-1105','A62-7','XHgyHFOAqRWMDf', 'LB')
('SL12058-2022-11-01-1112','S47-8','jaeyirkRXYsRllMs', 'SU')
('SL04652-2022-11-02-1131','S48-3','jYMPBHmEZeAM', 'UB')
('SL22517-2022-11-02-1204','S51-4','e', 'LB')
('SL12058-2022-11-01-1153','S49-1','h', 'LB')
('SL04652-2022-11-02-1134','S48-6','fVvSphhHbigNjyW', 'UB')
('SL04652-2022-11-01-1172','S49-20','Qm', 'LB')
('AC22517-2022-11-01-1154','A65-2','FTJlNVtfBhWRMIn', 'LB')
('SL22517-2022-11-01-1180','S50-4','zWqWaeaZZhXCXb', 'LB')
('AC22517-2022-11-02-1206','A67-18','z', 'SU')
('AC12058-2022-11-01-1166','A65-14','iMrgiTJFbbCp', 'LB')
('SL22517-2022-11-01-1183','S50-7','XDKOeEyLauds', 'SL')
('SL12058-2022-11-01-1166','S49-14','sKe', 'UB')
('SL04652-2022-11-02-1149','S48-21','BsUftZCSwtAX', 'MB')
('AC04652-2022-11-01-1201','A67-13','JujKrItzby', 'LB')
('SL22517-2022-11-01-1188','S50-12','MM', 'LB')
('AC04652-2022-11-01-1203','A67-15','uvtZrjOYCHcbxNBb', 'UB')
('SL12058-2022-11-01-1184','S50-8','DfgpTYX', 'SU')
('SL12058-2022-11-01-1185','S50-9','KQ', 'LB')
('SL22517-2022-11-01-1204','S51-4','XRDMVRUsDUKH', 'LB')
('AC04652-2022-11-02-1185','A66-15','NatvsfqDTKWL', 'UB')
('SL22517-2022-11-01-1209','S51-9','T', 'LB')
('SL04652-2022-11-02-1180','S50-4','OAWwJWbH', 'LB')
('SL22517-2022-11-02-1240','S52-16','eyeGAuG', 'SU')
('SL04652-2022-11-01-1207','S51-7','BmUlPPwtH', 'SL')
('SL04652-2022-11-02-1183','S50-7','zPYvs', 'SL')
('SL22517-2022-11-01-1217','S51-17','jQTzK', 'LB')
('SL04652-2022-11-02-1185','S50-9','iahAnNcr', 'LB')
('SL12058-2022-11-01-1195','S50-19','QDRyn', 'UB')
('AC12058-2022-11-01-1201','A67-13','GKRloQBUuhxFT', 'LB')
('SL12058-2022-11-01-1196','S50-20','zhr', 'LB')
('AC22517-2022-11-02-1240','A69-16','NpMOis', 'UB')
('AC04652-2022-11-02-1199','A67-11','iHEP', 'SL')
('AC22517-2022-11-02-1244','A70-2','liOZOMKsGmsHXDv', 'LB')
('SL22517-2022-11-01-1228','S52-4','yBjoDfx', 'LB')
('SL22517-2022-11-02-1248','S52-24','mWPuNLITKVJV', 'SU')
('SL04652-2022-11-02-1194','S50-18','LLNbKzjKux', 'MB')
('AC12058-2022-11-01-1212','A68-6','dUsBIPdiMUS', 'SU')
('SL22517-2022-11-02-1250','S53-2','BJbODpYCgx', 'MB')
('AC22517-2022-11-01-1199','A67-11','MsCngR', 'SL')
('SL22517-2022-11-02-1253','S53-5','jdPWGMwnEkkZebrw', 'MB')
('SL22517-2022-11-02-1254','S53-6','BP', 'UB')
('SL22517-2022-11-02-1257','S53-9','xmvdLbRR', 'LB')
('SL12058-2022-11-01-1212','S51-12','xXyXVQbqGIWU', 'LB')
('SL12058-2022-11-01-1213','S51-13','DjoEMQVv', 'MB')
('AC22517-2022-11-01-1205','A67-17','DVoUGFKrRmGRJHl', 'SL')
('SL22517-2022-11-02-1261','S53-13','xAdFOtaSYxteBuK', 'MB')
('SL22517-2022-11-02-1263','S53-15','NhEheYbId', 'SL')
('SL04652-2022-11-01-1233','S52-9','zflCqGWPprltR', 'LB')
('SL22517-2022-11-02-1266','S53-18','Ag', 'MB')
('AC22517-2022-11-01-1208','A68-2','rPRWUe', 'LB')
('SL22517-2022-11-02-1269','S53-21','kuNfzCeyhzJ', 'MB')
('AC22517-2022-11-02-1260','A70-18','lFjHkcU', 'SU')
('AC04652-2022-11-02-1218','A68-12','fdZHup', 'SU')
('SL22517-2022-11-02-1271','S53-23','UdiZzpBjU', 'SL')
('AC22517-2022-11-02-1262','A71-2','NZtgMcARlAMFj', 'LB')
('SL04652-2022-11-02-1210','S51-10','tSDIndTIw', 'MB')
('AC22517-2022-11-02-1265','A71-5','kAZUAzZ', 'SL')
('SL04652-2022-11-02-1213','S51-13','FrQMo', 'MB')
('SL04652-2022-11-01-1244','S52-20','tCswJzfHIKxRRYk', 'LB')
('SL22517-2022-11-01-1258','S53-10','TGNXQSsUMbrZysr', 'MB')
('SL22517-2022-11-02-1280','S54-8','nteDnLpKjwnp', 'SU')
('SL22517-2022-11-01-1260','S53-12','WJWSgVni', 'LB')
('AC04652-2022-11-01-1266','A71-6','zHPU', 'SU')
('AC22517-2022-11-02-1271','A71-11','TlIpXAu', 'SL')
('SL04652-2022-11-01-1250','S53-2','bvNlikXGTFXNwQ', 'MB')
('AC22517-2022-11-01-1225','A69-1','jZqHmwhxZMkoHV', 'LB')
('AC04652-2022-11-02-1243','A70-1','PDM', 'LB')
('SL04652-2022-11-02-1235','S52-11','upyUn', 'UB')
('SL12058-2022-11-01-1242','S52-18','sIsVGEy', 'MB')
('AC12058-2022-11-01-1284','A72-6','jDONUABDd', 'SU')
('AC12058-2022-11-01-1285','A72-7','uUXeS', 'LB')
('SL04652-2022-11-01-1295','S54-23','cfi', 'SL')
('SL04652-2022-11-02-1265','S53-17','MHAMeTpS', 'LB')
('AC04652-2022-11-01-1305','A73-9','lqMC', 'UB')
('AC12058-2022-11-01-1290','A72-12','KaWGqkuy', 'SU')
('AC22517-2022-11-02-1334','A75-2','bywcEJET', 'LB')
('SL12058-2022-11-01-1284','S54-12','KRSf', 'LB')
('SL04652-2022-11-02-1282','S54-10','VoAy', 'MB')
('SL12058-2022-11-01-1285','S54-13','KiOeGfY', 'MB')
('SL04652-2022-11-02-1283','S54-11','FDFGTJbrIjJyMBHL', 'UB')
('AC22517-2022-11-01-1284','A72-6','GE', 'SU')
('SL22517-2022-11-02-1346','S57-2','lBvRtAiQbtCb', 'MB')
('AC22517-2022-11-02-1345','A75-13','WTJr', 'LB')
('SL12058-2022-11-01-1296','S54-24','MykfV', 'SU')
('AC22517-2022-11-01-1288','A72-10','THJtAJvxMOUgBI', 'UB')
('SL04652-2022-11-01-1312','S55-16','P', 'SU')
('SL04652-2022-11-01-1313','S55-17','lKbEvItllbIcvRH', 'LB')
('AC22517-2022-11-02-1346','A75-14','BoiyZWAwkqUj', 'LB')
('SL04652-2022-11-01-1316','S55-20','WOCAfvyRHy', 'LB')
('SL22517-2022-11-01-1313','S55-17','cZmvsBilyICVIJbW', 'LB')
('AC22517-2022-11-01-1294','A72-16','YMmLGOZcU', 'UB')
('AC12058-2022-11-01-1326','A74-12','dmfbueUyeXvrm', 'SU')
('AC22517-2022-11-02-1353','A76-3','eALwACRH', 'UB')
('AC22517-2022-11-02-1354','A76-4','fWgzBbgk', 'UB')
('AC04652-2022-11-02-1305','A73-9','h', 'UB')
('AC12058-2022-11-01-1329','A74-15','anVlgzoHdJoXk', 'UB')
('SL04652-2022-11-01-1326','S56-6','xvgJBeDq', 'UB')
('AC12058-2022-11-01-1331','A74-17','ULG', 'SL')
('SL22517-2022-11-02-1361','S57-17','rCVuzVS', 'LB')
('AC04652-2022-11-02-1308','A73-12','qGxiDJusWgy', 'SU')
('AC04652-2022-11-02-1309','A73-13','omhPbgupam', 'LB')
('SL04652-2022-11-01-1331','S56-11','kuPrkenwOMhGe', 'UB')
('AC22517-2022-11-01-1304','A73-8','DhVLsXXXKnqG', 'LB')
('SL22517-2022-11-02-1365','S57-21','Ch', 'MB')
('AC12058-2022-11-01-1338','A75-6','UIyTZgFVQiwUT', 'SU')
('AC04652-2022-11-02-1314','A73-18','vnrbMtdOJ', 'SU')
('SL04652-2022-11-01-1335','S56-15','nsmcRAXOdkrmXUY', 'SL')
('SL22517-2022-11-01-1358','S57-14','wMJSLiwUxFrMQvV', 'UB')
('AC12058-2022-11-01-1405','A79-1','kJJrSJMUWspJhSbe', 'LB')
('SL04652-2022-11-02-1374','S58-6','cjtek', 'UB')
('AC22517-2022-11-01-1383','A77-15','UDMakUeqG', 'UB')
('SL04652-2022-11-02-1375','S58-7','LHXcBPIUslVOvh', 'SL')
('SL04652-2022-11-01-1435','S60-19','SEAonwGFkJLh', 'UB')
('AC04652-2022-11-02-1397','A78-11','kRMAnnXup', 'SL')
('AC22517-2022-11-01-1416','A79-12','boZx', 'SU')
('AC22517-2022-11-02-1476','A82-18','LtwQttVJkCEeNg', 'SU')
('SL22517-2022-11-01-1439','S60-23','rYkfjMkfidTyxnn', 'SL')
('SL04652-2022-11-01-1458','S61-18','bQnIjjMIz', 'MB')
('SL04652-2022-11-01-1460','S61-20','du', 'LB')
('SL12058-2022-11-01-1421','S60-5','dWZxDm', 'MB')
('AC22517-2022-11-02-1482','A83-6','wkgD', 'SU')
('AC22517-2022-11-02-1483','A83-7','iqjjZvJcCQXZg', 'LB')
('AC04652-2022-11-02-1411','A79-7','YmdzK', 'LB')
('AC04652-2022-11-02-1413','A79-9','zh', 'UB')
('AC12058-2022-11-01-1466','A82-8','BUK', 'LB')
('SL04652-2022-11-02-1431','S60-15','TXTybqdMaI', 'SL')
('AC22517-2022-11-01-1433','A80-11','SybdimiiJ', 'SL')
('AC22517-2022-11-01-1434','A80-12','uggOIAPsOMkXib', 'SU')
('AC22517-2022-11-02-1498','A84-4','otgPSI', 'UB')
('SL22517-2022-11-01-1448','S61-8','DumsNDvYxW', 'SU')
('AC04652-2022-11-02-1424','A80-2','oGOrNZqkURJbU', 'LB')
('AC22517-2022-11-01-1439','A80-17','VSFgT', 'SL')
('SL04652-2022-11-02-1438','S60-22','UxCrXZlhpldsah', 'UB')
('SL04652-2022-11-01-1479','S62-15','CLMDPr', 'SL')
('SL22517-2022-11-01-1452','S61-12','tUGjkywfSah', 'LB')
('AC04652-2022-11-01-1512','A84-18','rJojlivnJdgkIOl', 'SU')
('SL22517-2022-11-01-1473','S62-9','vUcScy', 'LB')
('AC22517-2022-11-02-1525','A85-13','EPzXDxLAuPvT', 'LB')
('SL22517-2022-11-01-1474','S62-10','gjUMfXy', 'MB')
('SL22517-2022-11-01-1475','S62-11','uVUYQfQkAfS', 'UB')
('AC04652-2022-11-02-1452','A81-12','bOpoUjjkfmj', 'SU')
('SL22517-2022-11-02-1537','S65-1','qXGfEwmvsCatyX', 'LB')
('SL12058-2022-11-01-1457','S61-17','JcwG', 'LB')
('AC04652-2022-11-01-1517','A85-5','IzQiAfHmAMBi', 'SL')
('AC04652-2022-11-02-1459','A82-1','o', 'LB')
('SL22517-2022-11-02-1541','S65-5','iEi', 'MB')
('SL04652-2022-11-02-1480','S62-16','tFHgx', 'SU')
('SL22517-2022-11-01-1489','S63-1','NUxIz', 'LB')
('SL04652-2022-11-02-1483','S62-19','wCjMEIhGrq', 'UB')
('SL12058-2022-11-01-1472','S62-8','olSbKWgCiDUA', 'SU')
('AC04652-2022-11-02-1475','A82-17','Q', 'SL')
('SL22517-2022-11-02-1562','S66-2','TSuTLWFfOKIl', 'MB')
('SL12058-2022-11-01-1492','S63-4','PhmUQEMLSYdPh', 'LB')
('AC22517-2022-11-02-1556','A87-8','tinLANAYXHq', 'LB')
('AC04652-2022-11-01-1546','A86-16','ARzHh', 'UB')
('AC04652-2022-11-01-1548','A86-18','kFrnLmJTcES', 'SU')
('SL22517-2022-11-02-1571','S66-11','o', 'UB')
('SL04652-2022-11-02-1513','S64-1','oiovYcOMNVBJyGU', 'LB')
('SL22517-2022-11-02-1574','S66-14','volquu', 'UB')
('SL04652-2022-11-02-1520','S64-8','UObFNrqV', 'SU')
('AC12058-2022-11-01-1546','A86-16','ISMAWjlqC', 'UB')
('SL12058-2022-11-01-1511','S63-23','adyxPMNSGaU', 'SL')
('SL22517-2022-11-01-1532','S64-20','vATahmma', 'LB')
('SL04652-2022-11-01-1552','S65-16','XFrMPjipFPHMTjT', 'SU')
('AC04652-2022-11-01-1565','A87-17','nxorWNR', 'SL')
('SL04652-2022-11-02-1531','S64-19','D', 'UB')
('SL04652-2022-11-01-1556','S65-20','mYeyYEGcq', 'LB')
('SL04652-2022-11-01-1557','S65-21','hbnnaLnsQLdXKbG', 'MB')
('AC04652-2022-11-02-1509','A84-15','LwQuPkgvQ', 'UB')
('SL04652-2022-11-02-1532','S64-20','vokEERLJJudYbsN', 'LB')
('SL12058-2022-11-01-1521','S64-9','fAHXPsW', 'LB')
('SL22517-2022-11-01-1542','S65-6','ZSbyRsxrZqMR', 'UB')
('AC04652-2022-11-02-1512','A84-18','BcDDcctUZXtW', 'SU')
('SL12058-2022-11-01-1524','S64-12','JienfwgN', 'LB')
('AC04652-2022-11-01-1574','A88-8','jVndG', 'LB')
('AC04652-2022-11-01-1580','A88-14','XRUkx', 'LB')
('SL12058-2022-11-01-1530','S64-18','w', 'MB')
('AC12058-2022-11-01-1577','A88-11','ZnjLh', 'SL')
('SL04652-2022-11-02-1542','S65-6','JWMqHMR', 'UB')
('AC22517-2022-11-01-1516','A85-4','CkkEJsFJUHlh', 'UB')
('SL04652-2022-11-02-1546','S65-10','KAUaxwkM', 'MB')
('SL22517-2022-11-02-1615','S68-7','QCq', 'SL')
('AC04652-2022-11-02-1529','A85-17','PFRoBIAPygvgTow', 'SL')
('AC12058-2022-11-01-1587','A89-3','lLNmrXnPKX', 'UB')
('SL22517-2022-11-01-1566','S66-6','VEUxEsvKONW', 'UB')
('SL12058-2022-11-01-1553','S65-17','bPFGOjc', 'LB')
('SL22517-2022-11-01-1569','S66-9','BXrWzkoqMkl', 'LB')
('AC04652-2022-11-01-1605','A90-3','JMPhcEIDNVG', 'UB')
('AC22517-2022-11-01-1530','A85-18','lCIeErHgNwMT', 'SU')
('AC22517-2022-11-02-1614','A90-12','dSRfkDx', 'SU')
('AC22517-2022-11-02-1615','A90-13','zjjUyTxPV', 'LB')
('AC22517-2022-11-02-1616','A90-14','spsIplTVgZjkfUd', 'LB')
('SL04652-2022-11-02-1561','S66-1','nVoDZVtOBTqg', 'LB')
('AC04652-2022-11-01-1614','A90-12','hbTomwNDUT', 'SU')
('SL22517-2022-11-01-1580','S66-20','lzmqqHUbD', 'LB')
('AC22517-2022-11-01-1542','A86-12','AyXnLKQjKI', 'SU')
('AC12058-2022-11-01-1607','A90-5','cWlxxKxFonvEkAF', 'SL')
('SL12058-2022-11-01-1581','S66-21','IXoWyqJcathXNVnd', 'MB')
('AC22517-2022-11-01-1546','A86-16','kt', 'UB')
('SL04652-2022-11-02-1574','S66-14','miBGLqNGiLEJTABC', 'UB')
('SL04652-2022-11-01-1608','S67-24','jzrSgYqnHLLXeXaF', 'SU')
('SL22517-2022-11-01-1597','S67-13','vNivXdOPzM', 'MB')
('SL22517-2022-11-02-1641','S69-9','eNEOypZcbbMDIfU', 'LB')
('SL04652-2022-11-02-1576','S66-16','eTzoWkkzXhz', 'SU')
('SL04652-2022-11-01-1612','S68-4','O', 'LB')
('SL04652-2022-11-01-1615','S68-7','atxXnHUPt', 'SL')
('SL22517-2022-11-01-1603','S67-19','hlAw', 'UB')
('SL12058-2022-11-01-1593','S67-9','u', 'LB')
('AC04652-2022-11-01-1641','A92-3','YgEuWdgzkuQcTclB', 'UB')
('SL04652-2022-11-01-1619','S68-11','zNPHnRvkKllHTk', 'UB')
('SL22517-2022-11-01-1613','S68-5','GYJTBEt', 'MB')
('SL12058-2022-11-01-1605','S67-21','SFjAphGKSkOL', 'MB')
('SL04652-2022-11-02-1584','S66-24','a', 'SU')
('AC12058-2022-11-01-1625','A91-5','suIMRLFjxy', 'SL')
('SL04652-2022-11-01-1626','S68-18','QMPRvlZVES', 'MB')
('AC04652-2022-11-01-1650','A92-12','evIFVlDH', 'SU')
('AC22517-2022-11-02-1721','A96-11','NkUohaWLbtxVBYz', 'SL')
('SL12058-2022-11-01-1671','S70-15','twGZagewJT', 'SL')
('AC04652-2022-11-01-1724','A96-14','iFyth', 'LB')
('SL12058-2022-11-01-1672','S70-16','buplEOZi', 'SU')
('SL12058-2022-11-01-1673','S70-17','PiFsaCa', 'LB')
('AC22517-2022-11-01-1635','A91-15','mjbADNNtYxFis', 'UB')
('AC22517-2022-11-02-1730','A97-2','jnOsWciWkQQe', 'LB')
('AC22517-2022-11-01-1640','A92-2','ZrjP', 'LB')
('SL12058-2022-11-01-1677','S70-21','Hgf', 'MB')
('SL12058-2022-11-01-1678','S70-22','zWshwpthsmAc', 'UB')
('SL04652-2022-11-01-1689','S71-9','QSAhmQhBSsf', 'LB')
('AC12058-2022-11-01-1696','A95-4','cfUKbUXBgApt', 'UB')
('SL12058-2022-11-01-1681','S71-1','QwSbAwTeXzJN', 'LB')
('AC12058-2022-11-01-1699','A95-7','epxzlSSiK', 'LB')
('SL04652-2022-11-02-1681','S71-1','tFeAobr', 'LB')
('AC22517-2022-11-02-1743','A97-15','IBH', 'UB')
('AC12058-2022-11-01-1703','A95-11','bhYUQDbjLn', 'SL')
('SL22517-2022-11-02-1741','S73-13','tPSYShTJjOBt', 'MB')
('SL04652-2022-11-01-1700','S71-20','eUpBAju', 'LB')
('AC12058-2022-11-01-1705','A95-13','j', 'LB')
('SL22517-2022-11-01-1714','S72-10','BCpWbCudtwvIKEA', 'MB')
('AC22517-2022-11-02-1750','A98-4','kcm', 'UB')
('SL04652-2022-11-02-1691','S71-11','EBaWvMtHpaxwJV', 'UB')
('AC12058-2022-11-01-1711','A96-1','MwbfRpMzk', 'LB')
('AC22517-2022-11-01-1663','A93-7','zTiUZKEod', 'LB')
('SL04652-2022-11-01-1712','S72-8','anGCPOteXeYW', 'SU')
('AC22517-2022-11-02-1763','A98-17','DyblVZJgYhKafdwU', 'SL')
('SL04652-2022-11-01-1716','S72-12','XpFpPlsMnHDVPg', 'LB')
('AC22517-2022-11-02-1767','A99-3','wYYYvOfHVjH', 'UB')
('AC22517-2022-11-01-1668','A93-12','APGHztBYEUWMKLKY', 'SU')
('AC12058-2022-11-01-1717','A96-7','GpOBCaG', 'LB')
('AC12058-2022-11-01-1718','A96-8','OFbj', 'LB')
('AC04652-2022-11-02-1657','A93-1','ggGqw', 'LB')
('AC22517-2022-11-02-1771','A99-7','jDy', 'LB')
('SL04652-2022-11-01-1721','S72-17','nqlttq', 'LB')
('SL04652-2022-11-02-1709','S72-5','oUKplfJtZq', 'MB')
('AC22517-2022-11-02-1779','A99-15','Vbmd', 'UB')
('AC04652-2022-11-02-1670','A93-14','OX', 'LB')
('AC12058-2022-11-01-1730','A97-2','UHhmESquwoaDYu', 'LB')
('AC22517-2022-11-02-1782','A99-18','dCRxkopkNE', 'SU')
('SL22517-2022-11-01-1753','S74-1','YXSZtmauaN', 'LB')
('SL12058-2022-11-01-1717','S72-13','JBlWjQLMP', 'MB')
('AC22517-2022-11-01-1694','A95-2','RYldNpt', 'LB')
('AC22517-2022-11-01-1695','A95-3','TGLcMgfDNOT', 'UB')
('AC04652-2022-11-01-1796','A100-14','hxQ', 'LB')
('AC04652-2022-11-02-1685','A94-11','qBupZ', 'SL')
('SL22517-2022-11-01-1769','S74-17','ntHCvH', 'LB')
('SL22517-2022-11-02-1783','S75-7','cKrtFJtRW', 'SL')
('SL04652-2022-11-02-1732','S73-4','PvJtSYYZlaPGoMu', 'LB')
('AC12058-2022-11-01-1753','A98-7','KoQBg', 'LB')
('SL12058-2022-11-01-1741','S73-13','ufuDPra', 'MB')
('AC12058-2022-11-01-1764','A98-18','ochlXcOOKegqRF', 'SU')
('AC04652-2022-11-02-1702','A95-10','kYUXBilrMFxkLUOy', 'UB')
('SL22517-2022-11-02-1794','S75-18','dyHuxReaYaGttYk', 'MB')
('SL22517-2022-11-01-1785','S75-9','LGWtpS', 'LB')
('SL04652-2022-11-01-1761','S74-9','qB', 'LB')
('AC04652-2022-11-02-1705','A95-13','cBmUizAJt', 'LB')
('AC04652-2022-11-02-1706','A95-14','VVKwiXypJK', 'LB')
('SL22517-2022-11-01-1788','S75-12','rLJiHc', 'LB')
('SL22517-2022-11-01-1789','S75-13','FZco', 'MB')
('SL04652-2022-11-02-1747','S73-19','Wr', 'UB')
('AC12058-2022-11-01-1777','A99-13','r', 'LB')
('SL04652-2022-11-02-1761','S74-9','axIejgZSfEoEaCiS', 'LB')
('AC04652-2022-11-01-1839','A103-3','LSqJJklvDtvH', 'UB')
('SL22517-2022-11-01-1812','S76-12','hMn', 'LB')
('AC04652-2022-11-02-1720','A96-10','AlcHUY', 'UB')
