('AC12058-2022-11-01-2019','A113-3','ejzAKW', 'UB')
('SL22517-2022-11-01-9162','S382-18','eCCqMYYPjXjmeMJE', 'MB')
('AC22517-2022-11-02-9329','A519-5','jGmGHtkI', 'SL')
('AC22517-2022-11-01-9300','A517-12','q', 'SU')
('AC12058-2022-11-01-9287','A516-17','gyXnsNaBSnpDa', 'SL')
('SL04652-2022-11-02-9223','S385-7','RHBDpdSXFDdV', 'SL')
('AC12058-2022-11-01-9289','A517-1','FegqObFOLGvyvIZS', 'LB')
('AC12058-2022-11-01-9290','A517-2','SCwBwJUKgAROoa', 'LB')
('AC22517-2022-11-02-9339','A519-15','FvsUfzikhRGp', 'UB')
('AC04652-2022-11-02-9344','A520-2','BDoTMuaLiY', 'LB')
('AC22517-2022-11-01-9310','A518-4','taPYFCHJpSbRTZNP', 'UB')
('SL22517-2022-11-02-9218','S385-2','j', 'MB')
('AC04652-2022-11-01-9579','A533-3','uqjIMaOgFtb', 'UB')
('AC22517-2022-11-01-9317','A518-11','qz', 'SL')
('AC22517-2022-11-02-9360','A520-18','bmVRLR', 'SU')
('SL04652-2022-11-01-9220','S385-4','eGGXGOjSVKyM', 'LB')
('SL04652-2022-11-01-9221','S385-5','BWo', 'MB')
('AC04652-2022-11-01-9589','A533-13','qiWqWwWYvXAUvi', 'LB')
('SL22517-2022-11-01-9197','S384-5','w', 'MB')
('SL22517-2022-11-02-9240','S385-24','lbvbX', 'SU')
('AC04652-2022-11-02-9384','A522-6','cglCgVGTqanb', 'SU')
('AC22517-2022-11-01-9335','A519-11','MbreiVCVTvN', 'SL')
('AC12058-2022-11-01-9334','A519-10','Amm', 'UB')
('SL12058-2022-11-01-9131','S381-11','CndeqWOktc', 'UB')
('AC22517-2022-11-02-9376','A521-16','ZFJ', 'UB')
('SL22517-2022-11-02-9260','S386-20','NtFZEQehddP', 'LB')
('SL04652-2022-11-01-9249','S386-9','BHbcQGQVsQJBfVJ', 'LB')
('SL04652-2022-11-01-9267','S387-3','MQD', 'UB')
('AC12058-2022-11-01-9373','A521-13','OvrwqWYrxDM', 'LB')
('AC22517-2022-11-02-9401','A523-5','nhM', 'SL')
('SL12058-2022-11-01-9188','S383-20','CmQKnt', 'LB')
('SL12058-2022-11-01-9189','S383-21','kxWNwlokKwpTWt', 'MB')
('AC22517-2022-11-01-9437','A525-5','exIhS', 'SL')
('AC12058-2022-11-01-9459','A526-9','hMjAxealYSf', 'UB')
('AC04652-2022-11-01-9740','A542-2','mXTUSaWB', 'LB')
('SL04652-2022-11-01-9387','S392-3','RjsZqaXkGwPzgBY', 'UB')
('SL04652-2022-11-02-9388','S392-4','PGJtAPHoR', 'LB')
('AC04652-2022-11-01-9743','A542-5','IovHYJ', 'SL')
('SL22517-2022-11-02-9384','S391-24','l', 'SU')
('SL22517-2022-11-01-9343','S390-7','QwT', 'SL')
('AC22517-2022-11-02-9537','A530-15','rGjJtKJwVJn', 'UB')
('AC04652-2022-11-01-9780','A544-6','pvastiKjhC', 'SU')
('AC04652-2022-11-01-9782','A544-8','FZrZQW', 'LB')
('AC12058-2022-11-01-9512','A529-8','rHhrSWqWLWwcH', 'LB')
('AC12058-2022-11-01-9513','A529-9','cCZnVgjmigCcqZHK', 'UB')
('AC04652-2022-11-02-9536','A530-14','iYfKbbrJngVZ', 'LB')
('AC22517-2022-11-01-9525','A530-3','MHthrz', 'UB')
('SL04652-2022-11-02-9439','S394-7','hQT', 'SL')
('AC04652-2022-11-02-9541','A531-1','V', 'LB')
('AC04652-2022-11-02-9542','A531-2','GbJMflFooLlFsNzi', 'LB')
('AC22517-2022-11-02-9549','A531-9','ocjCdfG', 'UB')
('SL22517-2022-11-01-9379','S391-19','TMFV', 'UB')
('AC22517-2022-11-02-9550','A531-10','kkUwZwKRFw', 'UB')
('SL22517-2022-11-02-9433','S394-1','vYvq', 'LB')
('AC22517-2022-11-02-9553','A531-13','LVQlzFKiardMtlMC', 'LB')
('AC04652-2022-11-01-9804','A545-12','hGlMxrUIToRi', 'SU')
('SL22517-2022-11-01-9387','S392-3','Zvg', 'UB')
('SL04652-2022-11-02-9451','S394-19','UtfSpnQclxCs', 'UB')
('AC22517-2022-11-01-9539','A530-17','yMEzwIsqDlZaJn', 'SL')
('AC04652-2022-11-02-9559','A532-1','Og', 'LB')
('AC04652-2022-11-02-9560','A532-2','MRMVEZlkWmqnFf', 'LB')
('SL22517-2022-11-02-9453','S394-21','jwivZVDRjeBG', 'MB')
('SL04652-2022-11-02-9454','S394-22','tyU', 'UB')
('SL12058-2022-11-01-9330','S389-18','jrNyaFMMVUwSJPSd', 'MB')
('SL22517-2022-11-02-9457','S395-1','PWZCsLxZw', 'LB')
('AC04652-2022-11-02-9568','A532-10','cRHOXZeDgTEWcxAI', 'UB')
('SL04652-2022-11-02-9463','S395-7','thAyBbBuK', 'SL')
('SL22517-2022-11-01-9398','S392-14','oKXtKpfxVfRM', 'UB')
('AC22517-2022-11-02-9569','A532-11','rmHnwWSNoBdqVw', 'SL')
('AC12058-2022-11-01-9552','A531-12','SWijfHCVimWROm', 'SU')
('SL22517-2022-11-02-9469','S395-13','LnHozrhiivpoHa', 'MB')
('SL22517-2022-11-01-9412','S393-4','Rb', 'LB')
('SL04652-2022-11-02-9480','S395-24','kngBtGBf', 'SU')
('AC22517-2022-11-02-9581','A533-5','yh', 'SL')
('SL22517-2022-11-01-9495','S396-15','GsfHVHHAgpuXDKJb', 'SL')
('AC22517-2022-11-01-9633','A536-3','fmvhL', 'UB')
('SL22517-2022-11-02-9558','S399-6','luxmPiHFurX', 'UB')
('AC12058-2022-11-01-9648','A536-18','Nvl', 'SU')
('SL04652-2022-11-01-9541','S398-13','XRlrRpLo', 'MB')
('AC04652-2022-11-01-9945','A553-9','HPvR', 'UB')
('AC04652-2022-11-02-9694','A539-10','jkNHebzTqibtka', 'UB')
('SL22517-2022-11-02-9613','S401-13','irEl', 'MB')
('SL22517-2022-11-02-9634','S402-10','hJ', 'MB')
('AC22517-2022-11-02-9739','A542-1','ESsijI', 'LB')
('AC04652-2022-11-02-9719','A540-17','Mhztbg', 'SL')
('SL22517-2022-11-01-9652','S403-4','MnkyhXKAHqa', 'LB')
('SL04652-2022-11-02-9737','S406-17','xDqsSbsd', 'LB')
('AC22517-2022-11-01-9837','A547-9','OfgUOZaz', 'UB')
('AC22517-2022-11-02-9876','A549-12','XQdpl', 'SU')
('SL22517-2022-11-02-9783','S408-15','vZFhUIo', 'SL')
('AC12058-2022-11-01-9871','A549-7','wHnnmZKZXUbNVSm', 'LB')
('SL22517-2022-11-01-9689','S404-17','gFKg', 'LB')
('SL04652-2022-11-01-9753','S407-9','SOkjIHjmq', 'LB')
('AC04652-2022-11-02-9878','A549-14','pAspkz', 'LB')
('SL22517-2022-11-01-9695','S404-23','RTHRuFYV', 'SL')
('AC22517-2022-11-01-9868','A549-4','EynkSpeXokB', 'UB')
('SL12058-2022-11-01-9618','S401-18','GTEPvOYvaZDhFY', 'MB')
('AC22517-2022-11-01-9870','A549-6','DNfcdemCjkLRCp', 'SU')
('AC12058-2022-11-01-9878','A549-14','cjRUmK', 'LB')
('SL04652-2022-11-01-9766','S407-22','WIqwV', 'UB')
('SL22517-2022-11-01-9703','S405-7','USFfaWT', 'SL')
('AC22517-2022-11-01-9878','A549-14','PXIQOVR', 'LB')
('AC04652-2022-11-01-10111','A562-13','K', 'LB')
('AC12058-2022-11-01-9882','A549-18','neK', 'SU')
('SL22517-2022-11-01-9709','S405-13','kUGkECak', 'MB')
('SL22517-2022-11-02-9808','S409-16','MLWwcMgVjM', 'SU')
('SL12058-2022-11-01-9634','S402-10','eHmAEFngkpoGUUGg', 'MB')
('SL12058-2022-11-01-9635','S402-11','UO', 'UB')
('AC04652-2022-11-01-10115','A562-17','ZmbsgWE', 'SL')
('AC04652-2022-11-02-9894','A550-12','dTCO', 'SU')
('SL12058-2022-11-01-9646','S402-22','PUkg', 'UB')
('AC04652-2022-11-02-9907','A551-7','zu', 'LB')
('SL22517-2022-11-01-9719','S405-23','VbJbGviPZCaBm', 'SL')
('SL04652-2022-11-02-9794','S409-2','zoLUu', 'MB')
('AC12058-2022-11-01-9909','A551-9','yKxnyV', 'UB')
('AC12058-2022-11-01-9910','A551-10','HBKRTZJWlaLWioRH', 'UB')
('SL04652-2022-11-02-9865','S412-1','UVFk', 'LB')
('AC04652-2022-11-02-9988','A555-16','mWXYMFhURidIruT', 'UB')
('AC22517-2022-11-02-9990','A555-18','tmSLnhmtykeRjW', 'SU')
('SL22517-2022-11-01-9794','S409-2','QgZrPhDTrmKrEBl', 'MB')
('SL04652-2022-11-02-9868','S412-4','umMuoOQLeme', 'LB')
('AC22517-2022-11-01-9962','A554-8','RlndYsPJcK', 'LB')
('SL22517-2022-11-01-9796','S409-4','NpPXzkHSoFeviZbN', 'LB')
('AC12058-2022-11-01-9975','A555-3','UyJwvCrERNplXyD', 'UB')
('SL22517-2022-11-01-9806','S409-14','QLwksCJpavOE', 'UB')
('AC04652-2022-11-01-10209','A568-3','NPNOcIolSnURH', 'UB')
('SL12058-2022-11-01-9793','S409-1','LetGmxUZFJwwsL', 'LB')
('AC12058-2022-11-01-10039','A558-13','fFLGcVnKudOisG', 'LB')
('SL12058-2022-11-01-9798','S409-6','sWgJHUmDJo', 'UB')
('AC22517-2022-11-01-10041','A558-15','ZnPhDlLutNW', 'UB')
('AC12058-2022-11-01-10049','A559-5','ZbzpaAYN', 'SL')
('SL22517-2022-11-02-9976','S416-16','LHiuo', 'SU')
('SL04652-2022-11-02-10067','S420-11','GVOjiMEQhRLQMq', 'UB')
('SL22517-2022-11-02-10060','S420-4','yiJPtJRfBiksyez', 'LB')
('AC22517-2022-11-01-10146','A564-12','EGc', 'SU')
('SL04652-2022-11-01-10029','S418-21','rUMqWwYZRLBLIMu', 'MB')
('SL12058-2022-11-01-9906','S413-18','gRzrmYh', 'MB')
('AC22517-2022-11-01-10152','A564-18','LrdBJkY', 'SU')
('AC12058-2022-11-01-10171','A566-1','dWUMEufrgKIWua', 'LB')
('AC22517-2022-11-01-10154','A565-2','RBxugl', 'LB')
('SL22517-2022-11-02-10065','S420-9','vNFQPoFdysVrFbyw', 'LB')
('AC22517-2022-11-01-10155','A565-3','hITavUFUPEqiKKIz', 'UB')
('AC04652-2022-11-01-10360','A576-10','iBdpfqG', 'UB')
('AC04652-2022-11-01-10362','A576-12','tUstcHSyKgzH', 'SU')
('AC04652-2022-11-02-10178','A566-8','DMqPUY', 'LB')
('SL12058-2022-11-01-9917','S414-5','p', 'MB')
('AC22517-2022-11-01-10160','A565-8','mh', 'LB')
('AC12058-2022-11-01-10181','A566-11','bwrIoMZ', 'SL')
('AC12058-2022-11-01-10194','A567-6','bqrvQKKqiT', 'SU')
('SL22517-2022-11-02-10092','S421-12','mkWJStTtIATC', 'LB')
('SL04652-2022-11-02-10099','S421-19','ytUCpCjjvdHV', 'UB')
('AC22517-2022-11-01-10180','A566-10','vExbIUbsB', 'UB')
('AC04652-2022-11-02-10203','A567-15','f', 'UB')
('AC12058-2022-11-01-10206','A567-18','ev', 'SU')
('SL12058-2022-11-01-9946','S415-10','ivIKxvZmDL', 'MB')
('SL22517-2022-11-02-10113','S422-9','H', 'LB')
('AC04652-2022-11-01-10408','A579-4','qVP', 'UB')
('AC04652-2022-11-01-10410','A579-6','rVgahcXNwU', 'SU')
('SL22517-2022-11-01-10008','S417-24','nSVsqlk', 'SU')
('AC12058-2022-11-01-10227','A569-3','OmMRvY', 'UB')
('AC22517-2022-11-01-10205','A567-17','ikXHGh', 'SL')
('AC04652-2022-11-01-10424','A580-2','ClmNefO', 'LB')
('AC22517-2022-11-02-10233','A569-9','NhcRr', 'UB')
('SL04652-2022-11-01-10102','S421-22','dynqTyk', 'UB')
('SL22517-2022-11-02-10127','S422-23','a', 'SL')
('SL22517-2022-11-02-10128','S422-24','fZDSmLinPWqd', 'SU')
('AC22517-2022-11-01-10215','A568-9','I', 'UB')
('SL22517-2022-11-01-10094','S421-14','nOhK', 'UB')
('SL22517-2022-11-01-10136','S423-8','lWk', 'SU')
('AC22517-2022-11-02-10356','A576-6','Zop', 'SU')
('AC04652-2022-11-02-10388','A578-2','b', 'LB')
('SL22517-2022-11-01-10193','S425-17','svKoLJKLBZJYZlVR', 'LB')
('SL22517-2022-11-02-10295','S429-23','HZsiqV', 'SL')
('AC04652-2022-11-01-10627','A591-7','oXHqPBSNxy', 'LB')
('SL22517-2022-11-02-10343','S431-23','svlNgYjNAqpuVa', 'SL')
('SL12058-2022-11-01-10190','S425-14','svdjxZhi', 'UB')
('AC12058-2022-11-01-10446','A581-6','pVwPRslzyBilWBAG', 'SU')
('SL12058-2022-11-01-10196','S425-20','GNyfrrSYIGg', 'LB')
('SL04652-2022-11-01-10333','S431-13','GcqNv', 'MB')
('AC04652-2022-11-02-10452','A581-12','cRsdqOdxxWMTC', 'SU')
('AC04652-2022-11-01-10642','A592-4','KYdjqbfx', 'UB')
('AC12058-2022-11-01-10454','A581-14','JDogOWAK', 'LB')
('AC12058-2022-11-01-10455','A581-15','CtfpvfO', 'UB')
('AC22517-2022-11-01-10431','A580-9','dVVMaZmTskVN', 'UB')
('AC04652-2022-11-02-10460','A582-2','YywOieqRq', 'LB')
('SL04652-2022-11-02-10367','S432-23','FwysliqjIPx', 'SL')
('AC22517-2022-11-02-10522','A585-10','Ov', 'UB')
('AC12058-2022-11-01-10514','A585-2','uIcWxsAYN', 'LB')
('AC22517-2022-11-01-10492','A583-16','TSPtiueGESiPUbv', 'UB')
('AC12058-2022-11-01-10523','A585-11','IoGoGML', 'SL')
('SL04652-2022-11-02-10478','S437-14','XdmZVXc', 'UB')
('SL04652-2022-11-02-10479','S437-15','RtHLTOUKgm', 'SL')
('SL04652-2022-11-01-10438','S435-22','miJHivxuxMaqgw', 'UB')
('SL04652-2022-11-01-10439','S435-23','QTtkzNqBQOOZQzH', 'SL')
('SL04652-2022-11-01-10440','S435-24','imEflthiW', 'SU')
('SL22517-2022-11-01-10384','S433-16','JnUMChwnUPuIxgmi', 'SU')
('AC22517-2022-11-02-10578','A588-12','LXPu', 'SU')
('AC22517-2022-11-01-10587','A589-3','XqugouTjghCZ', 'UB')
('SL12058-2022-11-01-10362','S432-18','IYTWjTyQWYDzdyWV', 'MB')
('SL12058-2022-11-01-10363','S432-19','K', 'UB')
('AC04652-2022-11-01-10785','A600-3','ItznOMjbqkJrX', 'UB')
('AC04652-2022-11-02-10612','A590-10','K', 'UB')
('SL22517-2022-11-01-10423','S435-7','XKexczWuOJS', 'SL')
('SL04652-2022-11-01-10494','S438-6','lFiSdieh', 'UB')
('SL12058-2022-11-01-10371','S433-3','isOas', 'UB')
('AC12058-2022-11-01-10610','A590-8','OAxfwVK', 'LB')
('AC04652-2022-11-01-10792','A600-10','lOCVBDydftAvZ', 'UB')
('AC22517-2022-11-02-10628','A591-8','aYUZZNecyvz', 'LB')
('AC12058-2022-11-01-10613','A590-11','mwToU', 'SL')
('SL22517-2022-11-01-10429','S435-13','vGIBabdoHb', 'MB')
('SL04652-2022-11-01-10499','S438-11','YYaiztErOgCQMKms', 'UB')
('SL12058-2022-11-01-10378','S433-10','KlesWaYgjlYXB', 'MB')
('SL22517-2022-11-02-10533','S439-21','YwULWolrGi', 'MB')
('AC22517-2022-11-01-10604','A590-2','NYrw', 'LB')
('AC12058-2022-11-01-10616','A590-14','OoMdNxLHgjZ', 'LB')
('AC12058-2022-11-01-10617','A590-15','ERvKBhJZglxCWB', 'UB')
('AC22517-2022-11-01-10607','A590-5','QaVGdMzANN', 'SL')
('AC22517-2022-11-02-10637','A591-17','h', 'SL')
('AC22517-2022-11-01-10613','A590-11','oEdbswIz', 'SL')
('AC22517-2022-11-01-10614','A590-12','EbOjoKKJOW', 'SU')
('SL04652-2022-11-01-10511','S438-23','OCDJwsIsnRT', 'SL')
('AC04652-2022-11-02-10629','A591-9','BqDvBoU', 'UB')
('SL12058-2022-11-01-10389','S433-21','DwqRmxgVzrAtHjV', 'MB')
('AC22517-2022-11-02-10659','A593-3','uVUbyJRMcqGc', 'UB')
('SL04652-2022-11-01-10529','S439-17','i', 'LB')
('SL04652-2022-11-01-10530','S439-18','QdOxLfjXMpcu', 'MB')
('AC04652-2022-11-02-10680','A594-6','UM', 'SU')
('AC04652-2022-11-01-10855','A604-1','kRmGwsfL', 'LB')
('AC04652-2022-11-01-10858','A604-4','GnLeWwkyr', 'UB')
('AC22517-2022-11-02-10698','A595-6','byCNXwuaDmsSmO', 'SU')
('SL22517-2022-11-01-10498','S438-10','h', 'MB')
('SL12058-2022-11-01-10450','S436-10','FlGoKrghwffKoS', 'MB')
('AC04652-2022-11-01-10863','A604-9','QsYWY', 'UB')
('SL04652-2022-11-02-10602','S442-18','xxfBHUfScTYqOQl', 'MB')
('SL12058-2022-11-01-10455','S436-15','rDJZWvQii', 'SL')
('SL22517-2022-11-01-10501','S438-13','ZSAAodmfAQqwNYLO', 'MB')
('SL12058-2022-11-01-10456','S436-16','apvDEJBgxbVFivWG', 'SU')
('AC04652-2022-11-02-10696','A595-4','C', 'UB')
('SL04652-2022-11-01-10569','S441-9','aMwHjfcYMEfRLR', 'LB')
('SL04652-2022-11-02-10670','S445-14','kltOITOXa', 'UB')
('AC22517-2022-11-02-10767','A599-3','wPhNNkGuCu', 'UB')
('SL04652-2022-11-02-10672','S445-16','RbFeMlkugi', 'SU')
('AC12058-2022-11-01-10769','A599-5','vnw', 'SL')
('SL12058-2022-11-01-10526','S439-14','UvniBu', 'UB')
('SL04652-2022-11-01-10647','S444-15','slXylRpNsoibdLRe', 'SL')
('SL22517-2022-11-02-10683','S446-3','AuISkoYjNt', 'UB')
('SL04652-2022-11-02-10689','S446-9','BakS', 'LB')
('AC22517-2022-11-02-10781','A599-17','RiGrHB', 'SL')
('AC04652-2022-11-02-10772','A599-8','MVfLnvoGoE', 'LB')
('SL12058-2022-11-01-10530','S439-18','HJeVVWOjBq', 'MB')
('AC22517-2022-11-01-10756','A598-10','m', 'UB')
('SL22517-2022-11-02-10698','S446-18','tgdnN', 'MB')
('AC12058-2022-11-01-10784','A600-2','MmyJUwXER', 'LB')
('AC04652-2022-11-02-10784','A600-2','e', 'LB')
('SL04652-2022-11-01-10667','S445-11','ZYgilq', 'UB')
('SL12058-2022-11-01-10552','S440-16','AFHSAKkEKfAAiwzy', 'SU')
('SL12058-2022-11-01-10554','S440-18','PkUWzn', 'MB')
('AC04652-2022-11-01-10962','A609-18','dashDsjlrZuzRz', 'SU')
('AC04652-2022-11-01-10963','A610-1','Kf', 'LB')
('AC04652-2022-11-01-10967','A610-5','FQSQKxhLXKfE', 'SL')
('SL12058-2022-11-01-10555','S440-19','jHhcQdXrIcIr', 'UB')
('AC22517-2022-11-02-10816','A601-16','ZG', 'UB')
('SL22517-2022-11-02-10712','S447-8','CZAwOgpP', 'SU')
('SL22517-2022-11-02-10713','S447-9','ty', 'LB')
('SL04652-2022-11-01-10694','S446-14','iU', 'UB')
('AC22517-2022-11-02-10821','A602-3','cjcX', 'UB')
('AC04652-2022-11-01-10972','A610-10','ZmkSdRHxGpsIZnBz', 'UB')
('AC12058-2022-11-01-10810','A601-10','ceuRNvtmYE', 'UB')
('SL22517-2022-11-02-10718','S447-14','q', 'UB')
('SL12058-2022-11-01-10565','S441-5','eTG', 'MB')
('SL12058-2022-11-01-10568','S441-8','zrZY', 'SU')
('AC22517-2022-11-01-10807','A601-7','HbtzaV', 'LB')
('AC12058-2022-11-01-10818','A601-18','A', 'SU')
('SL12058-2022-11-01-10581','S441-21','Dhk', 'MB')
('AC22517-2022-11-01-10813','A601-13','ASdLLFuS', 'LB')
('SL04652-2022-11-01-10707','S447-3','ux', 'UB')
('SL04652-2022-11-01-10710','S447-6','uifsapO', 'UB')
('SL04652-2022-11-02-10740','S448-12','epjWusMdXUOJqTZ', 'LB')
('AC04652-2022-11-02-10826','A602-8','jVIcEmZWlZigFz', 'LB')
('SL04652-2022-11-01-10720','S447-16','wuRuotE', 'SU')
('SL04652-2022-11-01-10721','S447-17','dRdXKRBPTHRM', 'LB')
('SL12058-2022-11-01-10605','S442-21','yRFf', 'MB')
('AC22517-2022-11-01-10834','A602-16','xiLmdn', 'UB')
('SL22517-2022-11-02-10747','S448-19','wCMQykjyQvTnsb', 'UB')
('AC04652-2022-11-02-10850','A603-14','zOFxqHcx', 'LB')
('SL04652-2022-11-01-10730','S448-2','vmhgYqB', 'MB')
('AC22517-2022-11-02-10876','A605-4','NBBlwLipACCM', 'UB')
('SL12058-2022-11-01-10613','S443-5','IBRF', 'MB')
('AC22517-2022-11-02-10877','A605-5','FghMfuTkQEvxHyt', 'SL')
('SL22517-2022-11-01-10668','S445-12','YSKkOIAlJDJt', 'LB')
('AC12058-2022-11-01-10853','A603-17','efSqba', 'SL')
('SL22517-2022-11-01-10671','S445-15','m', 'SL')
('AC12058-2022-11-01-10859','A604-5','JEAYtkvIrxwkZO', 'SL')
('SL22517-2022-11-02-10805','S451-5','pQqjRa', 'MB')
('AC22517-2022-11-02-10921','A607-13','NMZin', 'LB')
('SL22517-2022-11-02-10810','S451-10','joHPhfkbSGhZ', 'MB')
('SL12058-2022-11-01-10693','S446-13','rrOuebG', 'MB')
('SL22517-2022-11-01-10740','S448-12','sJLFhYaj', 'LB')
('AC12058-2022-11-01-10935','A608-9','byDBfasXQVYIO', 'UB')
('AC04652-2022-11-01-11090','A617-2','TIQKTuzwNugH', 'LB')
('SL22517-2022-11-02-10844','S452-20','coxLZEAygh', 'LB')
('SL22517-2022-11-01-10752','S448-24','mnOXumne', 'SU')
('AC04652-2022-11-01-11105','A617-17','ImSjaBeVmz', 'SL')
('AC12058-2022-11-01-10949','A609-5','PsdLyXuFNx', 'SL')
('AC12058-2022-11-01-10979','A610-17','HAAYwqyJUImyNGIa', 'SL')
('AC04652-2022-11-02-10997','A611-17','mUTzzuHXUQRVoLsN', 'SL')
('SL12058-2022-11-01-10742','S448-14','PeGbcrGYCOgYnzI', 'UB')
('AC12058-2022-11-01-10983','A611-3','GAXMavRpNzHnm', 'UB')
('SL04652-2022-11-02-10907','S455-11','VdZomVplmbDeAhiH', 'UB')
('SL04652-2022-11-02-10909','S455-13','pNNVOKtSyfJtny', 'MB')
('AC12058-2022-11-01-10992','A611-12','TTYpL', 'SU')
('SL22517-2022-11-02-10926','S456-6','iyRjhu', 'UB')
('AC12058-2022-11-01-11040','A614-6','efyNJeEe', 'SU')
('AC22517-2022-11-02-11024','A613-8','ayvKTPc', 'LB')
('SL04652-2022-11-01-10989','S458-21','Ak', 'MB')
('AC12058-2022-11-01-11107','A618-1','ztfApqUvkOSqYv', 'LB')
('AC04652-2022-11-01-11246','A625-14','DJXKEMtt', 'LB')
('AC04652-2022-11-01-11247','A625-15','ZzDYIIKfLA', 'UB')
('AC04652-2022-11-02-11126','A619-2','aUNQRURcrwNURu', 'LB')
('AC12058-2022-11-01-11137','A619-13','XthLnGHYJugoTSHI', 'LB')
('AC22517-2022-11-02-11099','A617-11','MFXpGMTHShjDtCbl', 'SL')
('AC04652-2022-11-01-11288','A628-2','rNdSKGyrPeA', 'LB')
('AC12058-2022-11-01-11144','A620-2','pumGuwsDVBjMen', 'LB')
('SL04652-2022-11-01-11026','S460-10','SKC', 'MB')
('SL12058-2022-11-01-10900','S455-4','VOFQhhaTTupDXM', 'LB')
('AC22517-2022-11-01-11133','A619-9','NkKCgmzWCxSVU', 'UB')
('AC04652-2022-11-02-11151','A620-9','nFTDFy', 'UB')
('AC22517-2022-11-01-11140','A619-16','pM', 'UB')
('SL04652-2022-11-01-11039','S460-23','NCfgBebRFQmutJwq', 'SL')
('AC04652-2022-11-01-11306','A629-2','cjAQhVywUbRHXEc', 'LB')
('AC04652-2022-11-02-11157','A620-15','K', 'UB')
('AC12058-2022-11-01-11163','A621-3','BGQtyxCIWSWSk', 'UB')
('SL22517-2022-11-01-10951','S457-7','HCsguwogkgZMyHSd', 'SL')
('AC22517-2022-11-01-11144','A620-2','hbMAwTpkZwHfAmz', 'LB')
('SL22517-2022-11-01-10952','S457-8','Zfja', 'SU')
('AC04652-2022-11-01-11311','A629-7','MlqFuuEZ', 'LB')
('AC22517-2022-11-02-11129','A619-5','CbdmrVBaJFQSW', 'SL')
('AC22517-2022-11-01-11157','A620-15','rDgpXE', 'UB')
('SL04652-2022-11-02-11071','S462-7','ikuudMsgafT', 'SL')
('SL12058-2022-11-01-10941','S456-21','NH', 'MB')
('AC04652-2022-11-01-11333','A630-11','MHXZPmmCymWktiY', 'SL')
('SL22517-2022-11-01-10982','S458-14','MqFP', 'UB')
('AC12058-2022-11-01-11189','A622-11','h', 'SL')
('SL04652-2022-11-02-11079','S462-15','OKLqnfMRyFt', 'SL')
('AC04652-2022-11-01-11341','A631-1','lORHtCGOil', 'LB')
('SL22517-2022-11-02-11105','S463-17','kQNa', 'LB')
('SL22517-2022-11-01-11014','S459-22','pVtGZEkvPSeRrAc', 'UB')
('SL04652-2022-11-01-11093','S463-5','DJHPlXaDVvKEO', 'MB')
('AC22517-2022-11-01-11196','A622-18','JL', 'SU')
('SL22517-2022-11-02-11114','S464-2','dlsRJwtd', 'MB')
('AC12058-2022-11-01-11233','A625-1','inRtF', 'LB')
('AC22517-2022-11-01-11201','A623-5','qEdIZQAWG', 'SL')
('AC04652-2022-11-01-11389','A633-13','aNEMNKnhnJlGO', 'LB')
('AC04652-2022-11-02-11251','A626-1','LufdTnchkn', 'LB')
('SL04652-2022-11-01-11126','S464-14','SQ', 'UB')
('AC04652-2022-11-01-11415','A635-3','YsciCi', 'UB')
('AC22517-2022-11-02-11220','A624-6','qP', 'SU')
('AC22517-2022-11-01-11243','A625-11','IbhivwgVcPDB', 'SL')
('AC22517-2022-11-02-11232','A624-18','nkiiwQpqy', 'SU')
('SL04652-2022-11-02-11169','S466-9','TsND', 'LB')
('SL22517-2022-11-01-11081','S462-17','zykRsWVTorcY', 'LB')
('AC04652-2022-11-01-11434','A636-4','u', 'UB')
('AC12058-2022-11-01-11373','A632-15','wAzv', 'UB')
('AC22517-2022-11-02-11343','A631-3','wQY', 'UB')
('AC22517-2022-11-02-11345','A631-5','MetmayCHb', 'SL')
('SL12058-2022-11-01-11152','S465-16','fsxoowdviTnoIXjo', 'SU')
('AC04652-2022-11-01-11567','A643-11','adOONRRNYVcjbyo', 'SL')
('AC22517-2022-11-02-11373','A632-15','pNVAF', 'UB')
('SL12058-2022-11-01-11157','S465-21','FZtD', 'MB')
('SL04652-2022-11-01-11280','S470-24','L', 'SU')
('SL12058-2022-11-01-11208','S467-24','NmKfrAzktKnL', 'SU')
('AC22517-2022-11-02-11435','A636-5','kd', 'SL')
('AC22517-2022-11-01-11457','A637-9','s', 'UB')
('SL04652-2022-11-02-11350','S473-22','iNvNjiuqtXrrMz', 'UB')
('AC22517-2022-11-02-11450','A637-2','GxZXmWViRppT', 'LB')
('AC12058-2022-11-01-11466','A637-18','VdkyDrB', 'SU')
('AC22517-2022-11-02-11457','A637-9','JvezjEZjCFVRX', 'UB')
('SL22517-2022-11-01-11288','S471-8','uOqoDqAqD', 'SU')
('AC22517-2022-11-02-11466','A637-18','BwmWfHtdR', 'SU')
('SL12058-2022-11-01-11311','S472-7','SxZ', 'SL')
('SL04652-2022-11-01-11425','S477-1','eEcNP', 'LB')
('AC04652-2022-11-02-11540','A642-2','oVyf', 'LB')
('AC04652-2022-11-02-11541','A642-3','NoFHhuXurLiVKV', 'UB')
('AC04652-2022-11-01-11714','A651-14','uoqiafDdvkXOX', 'LB')
('SL04652-2022-11-01-11435','S477-11','pRkH', 'UB')
('SL04652-2022-11-01-11440','S477-16','VzprdUYeEj', 'SU')
