('AC22517-2022-11-02-6895','A384-1','JbfwnAZTarnl', 'LB')
('SL04652-2022-11-02-6971','S291-11','zyhcvk', 'UB')
('AC22517-2022-11-02-7095','A395-3','ujoZgsDOUBk', 'UB')
('SL04652-2022-11-02-6973','S291-13','EALEEfqkTLBIO', 'MB')
('SL22517-2022-11-01-7018','S293-10','qnQBiM', 'MB')
('SL04652-2022-11-02-6974','S291-14','tx', 'UB')
('SL04652-2022-11-02-6975','S291-15','VLvKvTX', 'SL')
('SL04652-2022-11-01-7106','S297-2','XfhazdhKNFTg', 'MB')
('SL12058-2022-11-01-6976','S291-16','nhQRrz', 'SU')
('AC22517-2022-11-01-6992','A389-8','PFaRHZ', 'LB')
('SL22517-2022-11-01-7021','S293-13','mIAwuV', 'MB')
('SL22517-2022-11-01-7022','S293-14','czmHkKqYLkvHv', 'UB')
('AC22517-2022-11-01-6994','A389-10','p', 'UB')
('AC04652-2022-11-02-7110','A395-18','iN', 'SU')
('SL12058-2022-11-01-6979','S291-19','IzZYhlMy', 'UB')
('AC04652-2022-11-01-7047','A392-9','nsnXFGpfmfj', 'UB')
('AC04652-2022-11-02-7114','A396-4','tHqEGaJ', 'UB')
('SL22517-2022-11-01-7025','S293-17','BtZcC', 'LB')
('SL12058-2022-11-01-6981','S291-21','dTZLHZsiqG', 'MB')
('AC22517-2022-11-01-6999','A389-15','Jovleu', 'UB')
('AC22517-2022-11-02-7102','A395-10','Yx', 'UB')
('AC04652-2022-11-01-7049','A392-11','A', 'SL')
('AC22517-2022-11-01-7003','A390-1','JZGnqNTnulOrZSR', 'LB')
('AC22517-2022-11-02-7104','A395-12','HHmcfDx', 'SU')
('SL04652-2022-11-01-7115','S297-11','T', 'UB')
('AC12058-2022-11-01-6961','A387-13','vzivBmIsEmi', 'LB')
('SL22517-2022-11-02-7169','S299-17','qoAwRSEAjmrtbOAP', 'LB')
('AC04652-2022-11-01-7055','A392-17','ocAXzEVtsZZqn', 'SL')
('AC22517-2022-11-01-7008','A390-6','kxUEhVZ', 'SU')
('AC04652-2022-11-02-7120','A396-10','nG', 'UB')
('AC04652-2022-11-01-7058','A393-2','KJAGePpAKSMQlINX', 'LB')
('SL22517-2022-11-02-7172','S299-20','xSMALozXb', 'LB')
('SL04652-2022-11-01-7118','S297-14','yG', 'UB')
('SL22517-2022-11-01-7031','S293-23','BENIcEnM', 'SL')
('SL04652-2022-11-01-7119','S297-15','cesEQRMt', 'SL')
('SL22517-2022-11-01-7032','S293-24','Krbuzek', 'SU')
('AC22517-2022-11-02-7109','A395-17','QBwC', 'SL')
('AC04652-2022-11-02-7122','A396-12','A', 'SU')
('SL12058-2022-11-01-6995','S292-11','asUYaYmOvdo', 'UB')
('AC22517-2022-11-01-7013','A390-11','APweK', 'SL')
('SL22517-2022-11-02-7176','S299-24','ETKosQSN', 'SU')
('SL22517-2022-11-02-7178','S300-2','TZJduldoRELKSPcN', 'MB')
('AC04652-2022-11-02-7126','A396-16','nkFPydBnLNVQR', 'UB')
('SL22517-2022-11-01-7038','S294-6','ZPACIQJwv', 'UB')
('SL04652-2022-11-02-6986','S292-2','qDbpzs', 'MB')
('AC12058-2022-11-01-6971','A388-5','zzBFPGLSuXdnynq', 'SL')
('AC04652-2022-11-02-7127','A396-17','NhoZID', 'SL')
('SL04652-2022-11-01-7125','S297-21','HevQOrXdMFKl', 'MB')
('AC22517-2022-11-02-7118','A396-8','FQLEiyvihcWetU', 'LB')
('AC22517-2022-11-01-7017','A390-15','QDgKmtS', 'UB')
('AC04652-2022-11-02-7129','A397-1','OCcNfLwkOBmByWEU', 'LB')
('SL22517-2022-11-01-7042','S294-10','a', 'MB')
('AC22517-2022-11-02-7122','A396-12','QC', 'SU')
('AC22517-2022-11-02-7123','A396-13','HOQTpqIQtUaZN', 'LB')
('SL12058-2022-11-01-7005','S292-21','HBUsgtBUkD', 'MB')
('AC04652-2022-11-01-7067','A393-11','QFAHxqR', 'SL')
('SL04652-2022-11-01-7130','S298-2','NeiYNAhwkVRpXbb', 'MB')
('SL12058-2022-11-01-7006','S292-22','iYSWNv', 'UB')
('AC12058-2022-11-01-6974','A388-8','xWJG', 'LB')
('SL12058-2022-11-01-7007','S292-23','fCgiwES', 'SL')
('AC22517-2022-11-01-7021','A391-1','QTAyfbroMb', 'LB')
('AC22517-2022-11-02-7127','A396-17','VAbMUCcHW', 'SL')
('SL22517-2022-11-02-7191','S300-15','G', 'SL')
('AC22517-2022-11-01-7022','A391-2','jXyDXfnNO', 'LB')
('SL22517-2022-11-01-7046','S294-14','SRFHLQfdiaZ', 'UB')
('SL22517-2022-11-02-7194','S300-18','gImExtXxQlG', 'MB')
('AC22517-2022-11-01-7024','A391-4','jSj', 'UB')
('AC22517-2022-11-02-7133','A397-5','VaZB', 'SL')
('AC22517-2022-11-01-7028','A391-8','n', 'LB')
('AC22517-2022-11-02-7134','A397-6','SAuTClbnvfuVK', 'SU')
('SL04652-2022-11-01-7138','S298-10','t', 'MB')
('SL22517-2022-11-02-7199','S300-23','TSBxfFR', 'SL')
('AC04652-2022-11-01-7074','A393-18','ydaeGD', 'SU')
('AC22517-2022-11-02-7137','A397-9','X', 'UB')
('AC04652-2022-11-01-7075','A394-1','vMnvGnRYfYb', 'LB')
('AC22517-2022-11-01-7031','A391-11','uELxIGrhUTtPJJ', 'SL')
('AC12058-2022-11-01-6981','A388-15','wbvTuecXKPebhI', 'UB')
('SL22517-2022-11-01-7048','S294-16','SHtbIgQkvJZPBNys', 'SU')
('SL04652-2022-11-02-6994','S292-10','mCXChHpdww', 'MB')
('SL04652-2022-11-01-7142','S298-14','spvezCjz', 'UB')
('AC04652-2022-11-02-7144','A397-16','reNDSIhnvchItE', 'UB')
('AC22517-2022-11-02-7139','A397-11','bBTQFGlohsN', 'SL')
('SL12058-2022-11-01-7017','S293-9','ByIKrUiBW', 'LB')
('SL12058-2022-11-01-7018','S293-10','ovh', 'MB')
('AC12058-2022-11-01-6984','A388-18','IjOqQOctoL', 'SU')
('AC22517-2022-11-02-7141','A397-13','WPQXYCDxOmnS', 'LB')
('SL22517-2022-11-01-7051','S294-19','dWba', 'UB')
('SL04652-2022-11-02-6999','S292-15','XkeDHriMbq', 'SL')
('SL22517-2022-11-01-7052','S294-20','abeDoDw', 'LB')
('SL22517-2022-11-01-7053','S294-21','rTGHEekzAdT', 'MB')
('SL22517-2022-11-01-7054','S294-22','w', 'UB')
('AC04652-2022-11-01-7082','A394-8','kpLbapnNXgubwk', 'LB')
('SL12058-2022-11-01-7020','S293-12','bnugEXxviSxtwIE', 'LB')
('SL04652-2022-11-01-7150','S298-22','VPt', 'UB')
('AC22517-2022-11-02-7144','A397-16','S', 'UB')
('SL04652-2022-11-02-7002','S292-18','zqCxzjQNIfqZhPw', 'MB')
('AC22517-2022-11-02-7145','A397-17','bifiHa', 'SL')
('AC04652-2022-11-01-7086','A394-12','HeUMdPn', 'SU')
('SL04652-2022-11-02-7004','S292-20','eomNe', 'LB')
('AC04652-2022-11-01-7088','A394-14','QrpyUkqrNMRI', 'LB')
('SL04652-2022-11-02-7006','S292-22','Lc', 'UB')
('AC22517-2022-11-02-7147','A398-1','jfxFdTTPSpWptWnL', 'LB')
('SL22517-2022-11-01-7060','S295-4','XUouxKDEwYdqqhR', 'LB')
('SL12058-2022-11-01-7025','S293-17','juZEuWC', 'LB')
('SL04652-2022-11-02-7007','S292-23','b', 'SL')
('SL04652-2022-11-01-7153','S299-1','OANltPosdc', 'LB')
('AC22517-2022-11-02-7148','A398-2','sxNQT', 'LB')
('SL22517-2022-11-01-7063','S295-7','YtBxEqBU', 'SL')
('SL04652-2022-11-02-7009','S293-1','KenHBJUkf', 'LB')
('SL04652-2022-11-01-7155','S299-3','JuNmXQkpKe', 'UB')
('AC04652-2022-11-01-7091','A394-17','vqOMphE', 'SL')
('SL22517-2022-11-01-7064','S295-8','BFTKPEg', 'SU')
('AC22517-2022-11-01-7038','A391-18','PNDAKCVAyWThk', 'SU')
('SL04652-2022-11-01-7156','S299-4','qjnAmZv', 'LB')
('SL12058-2022-11-01-7028','S293-20','NBHMtBfZ', 'LB')
('SL22517-2022-11-01-7066','S295-10','jOJwzsnrkOUrzYBG', 'MB')
('AC04652-2022-11-02-7153','A398-7','rcowWirZHa', 'LB')
('AC04652-2022-11-02-7154','A398-8','xnJJIeMupNs', 'LB')
('AC22517-2022-11-02-7154','A398-8','XACHBuclfIMtWb', 'LB')
('SL12058-2022-11-01-7030','S293-22','qHZJEBX', 'UB')
('SL22517-2022-11-01-7070','S295-14','tID', 'UB')
('SL12058-2022-11-01-7032','S293-24','NMbktILMuEIs', 'SU')
('SL04652-2022-11-02-7018','S293-10','CEcgpf', 'MB')
('AC12058-2022-11-01-6998','A389-14','vIyLpyVmEDqI', 'LB')
('AC22517-2022-11-02-7160','A398-14','de', 'LB')
('AC12058-2022-11-01-6999','A389-15','KTLeZe', 'UB')
('SL22517-2022-11-01-7072','S295-16','PmjKgtmo', 'SU')
('SL04652-2022-11-01-7162','S299-10','V', 'MB')
('SL22517-2022-11-01-7074','S295-18','uq', 'MB')
('SL04652-2022-11-02-7020','S293-12','GMZMeQwmliqLfD', 'LB')
('AC04652-2022-11-02-7163','A398-17','FTqwb', 'SL')
('SL22517-2022-11-02-7223','S301-23','t', 'SL')
('SL22517-2022-11-02-7224','S301-24','g', 'SU')
('AC04652-2022-11-02-7165','A399-1','L', 'LB')
('SL04652-2022-11-02-7021','S293-13','SueRIfswOewwReSR', 'MB')
('AC12058-2022-11-01-7004','A390-2','LhQDtlORbQxBlJ', 'LB')
('AC04652-2022-11-01-7098','A395-6','NkdRZU', 'SU')
('SL22517-2022-11-01-7078','S295-22','HCWLKjMXUOClzSX', 'UB')
('SL04652-2022-11-01-7168','S299-16','eOeoUSIC', 'SU')
('SL22517-2022-11-02-7227','S302-3','Bc', 'UB')
('AC22517-2022-11-01-7046','A392-8','CarWUfuJ', 'LB')
('SL04652-2022-11-02-7023','S293-15','wJhpPWYa', 'SL')
('AC04652-2022-11-02-7167','A399-3','MSjtCUbYufxYq', 'UB')
('SL22517-2022-11-01-7082','S296-2','Ed', 'MB')
('AC12058-2022-11-01-7006','A390-4','iqPYRkZjsBhhuPcE', 'UB')
('AC04652-2022-11-02-7169','A399-5','enGPCYlWJeH', 'SL')
('AC04652-2022-11-02-7170','A399-6','vaDPbUzCRJGgb', 'SU')
('SL22517-2022-11-01-7084','S296-4','NBOakCdGFKDT', 'LB')
('SL12058-2022-11-01-7039','S294-7','W', 'SL')
('SL22517-2022-11-01-7085','S296-5','LrbMhUiWAujUzB', 'MB')
('SL12058-2022-11-01-7041','S294-9','tSFG', 'LB')
('AC04652-2022-11-01-7106','A395-14','UsrGAnleUq', 'LB')
('AC04652-2022-11-02-7172','A399-8','gsCjhrRCgWZw', 'LB')
('AC22517-2022-11-01-7049','A392-11','vXldSoYzPxvXTrgG', 'SL')
('SL04652-2022-11-01-7171','S299-19','zNoFJ', 'UB')
('SL12058-2022-11-01-7046','S294-14','BTZFt', 'UB')
('SL12058-2022-11-01-7047','S294-15','LMnnTsT', 'SL')
('AC22517-2022-11-02-7183','A400-1','nWQnE', 'LB')
('AC04652-2022-11-02-7177','A399-13','ix', 'LB')
('AC22517-2022-11-01-7050','A392-12','eGAqEafWgNrFofh', 'SU')
('SL12058-2022-11-01-7052','S294-20','MjNsdEekwD', 'LB')
('SL22517-2022-11-01-7089','S296-9','AhPDZdi', 'LB')
('AC22517-2022-11-02-7190','A400-8','G', 'LB')
('AC22517-2022-11-02-7191','A400-9','oYEZpgUuWyA', 'UB')
('SL04652-2022-11-01-7175','S299-23','Hb', 'SL')
('SL04652-2022-11-02-7036','S294-4','ZAZJaibvmcVy', 'LB')
('AC22517-2022-11-01-7051','A392-13','OTCNOir', 'LB')
('SL04652-2022-11-02-7038','S294-6','lzzPWkMSY', 'UB')
('AC04652-2022-11-02-7182','A399-18','cfDfmWb', 'SU')
('AC12058-2022-11-01-7021','A391-1','bP', 'LB')
('AC22517-2022-11-02-7194','A400-12','BEFcCxumDCyNWu', 'SU')
('AC12058-2022-11-01-7023','A391-3','u', 'UB')
('AC22517-2022-11-01-7054','A392-16','cHbJORlQVhOBtA', 'UB')
('SL04652-2022-11-02-7043','S294-11','YBfUkNWpLu', 'UB')
('AC04652-2022-11-01-7115','A396-5','KQ', 'SL')
('AC04652-2022-11-02-7188','A400-6','nUgqb', 'SU')
('AC22517-2022-11-02-7197','A400-15','kvyDT', 'UB')
('SL22517-2022-11-01-7095','S296-15','xvYVVZIJXQJVQ', 'SL')
('SL22517-2022-11-01-7096','S296-16','NiXWjXFVBSJWUzi', 'SU')
('SL22517-2022-11-02-7244','S302-20','RvUkoizoxl', 'LB')
('SL12058-2022-11-01-7059','S295-3','ZgaFzpDKraimZhv', 'UB')
('AC22517-2022-11-01-7059','A393-3','j', 'UB')
('AC04652-2022-11-01-7121','A396-11','GgFZmpCfEKk', 'SL')
('AC04652-2022-11-01-7122','A396-12','ShhWF', 'SU')
('AC04652-2022-11-01-7123','A396-13','jEQGVdVqBGtPaHc', 'LB')
('SL12058-2022-11-01-7063','S295-7','VYNOCj', 'SL')
('AC22517-2022-11-02-7204','A401-4','CS', 'UB')
('AC12058-2022-11-01-7031','A391-11','mjm', 'SL')
('SL22517-2022-11-01-7102','S296-22','CzrGvxaQeJJiao', 'UB')
('SL04652-2022-11-01-7186','S300-10','vdnUrXyhoRhoKS', 'MB')
('SL22517-2022-11-01-7103','S296-23','JwOqGlSMY', 'SL')
('SL04652-2022-11-01-7187','S300-11','xWdKR', 'UB')
('SL22517-2022-11-02-7250','S303-2','ecaq', 'MB')
('SL04652-2022-11-02-7052','S294-20','zMTySo', 'LB')
('SL22517-2022-11-02-7254','S303-6','kiH', 'UB')
('SL22517-2022-11-01-7108','S297-4','xUJIBUcEKBmkIbdh', 'LB')
('SL22517-2022-11-01-7109','S297-5','IrSwzcsgu', 'MB')
('AC04652-2022-11-02-7199','A400-17','Gr', 'SL')
('SL12058-2022-11-01-7067','S295-11','M', 'UB')
('SL04652-2022-11-02-7057','S295-1','WcSJSKbKsbDPiR', 'LB')
('SL04652-2022-11-02-7058','S295-2','GbjpbVpX', 'MB')
('SL22517-2022-11-01-7112','S297-8','gBwU', 'SU')
('SL22517-2022-11-02-7257','S303-9','CMobnSH', 'LB')
('AC04652-2022-11-01-7131','A397-3','ZpLIFvyzvGx', 'UB')
('SL04652-2022-11-01-7192','S300-16','QFFobvSETIvw', 'SU')
('AC04652-2022-11-01-7132','A397-4','MyOVzNitqpB', 'UB')
('AC12058-2022-11-01-7033','A391-13','WgBN', 'LB')
('AC12058-2022-11-01-7034','A391-14','AZforMXn', 'LB')
('AC22517-2022-11-02-7214','A401-14','elPYCcy', 'LB')
('SL12058-2022-11-01-7071','S295-15','OQvXBTRYOGqTb', 'SL')
('SL04652-2022-11-01-7194','S300-18','cB', 'MB')
('SL22517-2022-11-02-7260','S303-12','gxBhWRemRUKK', 'LB')
('SL12058-2022-11-01-7073','S295-17','azOddbvQipKvTt', 'LB')
('AC12058-2022-11-01-7037','A391-17','CCLceiY', 'SL')
('AC04652-2022-11-01-7136','A397-8','cbwdrCrqQIgdUALz', 'LB')
('AC12058-2022-11-01-7038','A391-18','tVq', 'SU')
('AC22517-2022-11-01-7067','A393-11','aKnVVJAElOyu', 'SL')
('SL22517-2022-11-01-7121','S297-17','So', 'LB')
('AC22517-2022-11-02-7220','A402-2','eeFXxR', 'LB')
('SL04652-2022-11-02-7066','S295-10','CZAiJpGdNeCX', 'MB')
('AC04652-2022-11-01-7139','A397-11','fgVSAo', 'SL')
('SL22517-2022-11-02-7265','S303-17','hjBhrag', 'LB')
('AC12058-2022-11-01-7043','A392-5','KQj', 'SL')
('SL04652-2022-11-02-7068','S295-12','IHtaVaXxPn', 'LB')
('AC04652-2022-11-01-7140','A397-12','Kda', 'SU')
('AC04652-2022-11-01-7141','A397-13','vZ', 'LB')
('AC04652-2022-11-02-7208','A401-8','YCsRWf', 'LB')
('SL04652-2022-11-01-7202','S301-2','sQxye', 'MB')
('SL22517-2022-11-01-7124','S297-20','tM', 'LB')
('AC12058-2022-11-01-7045','A392-7','pklIATI', 'LB')
('SL22517-2022-11-01-7125','S297-21','v', 'MB')
('SL04652-2022-11-02-7077','S295-21','zeoTs', 'MB')
('SL04652-2022-11-02-7080','S295-24','OeJMjJMfEZ', 'SU')
('SL04652-2022-11-01-7207','S301-7','XKidKQbA', 'SL')
('SL22517-2022-11-01-7128','S297-24','VZxXUS', 'SU')
('SL04652-2022-11-01-7209','S301-9','bkINPYBoojglTO', 'LB')
('SL22517-2022-11-02-7277','S304-5','NM', 'MB')
('SL22517-2022-11-02-7278','S304-6','JhjTcsNsUib', 'UB')
('SL04652-2022-11-02-7083','S296-3','yODbUYTgpud', 'UB')
('SL22517-2022-11-02-7279','S304-7','tNubJI', 'SL')
('AC12058-2022-11-01-7050','A392-12','GFePPolUSdupK', 'SU')
('AC22517-2022-11-02-7228','A402-10','GYhwdoejKWCd', 'UB')
('AC04652-2022-11-02-7218','A401-18','jNYHAESoRHxM', 'SU')
('SL22517-2022-11-01-7131','S298-3','NDuAK', 'UB')
('AC22517-2022-11-01-7082','A394-8','ioMhFdOoMxVxfG', 'LB')
('SL04652-2022-11-01-7214','S301-14','NX', 'UB')
('AC04652-2022-11-01-7149','A398-3','grPHtVkMJIi', 'UB')
('AC22517-2022-11-01-7083','A394-9','sV', 'UB')
('SL12058-2022-11-01-7082','S296-2','XvVQaI', 'MB')
('SL12058-2022-11-01-7086','S296-6','IucnxqWe', 'UB')
('AC12058-2022-11-01-7055','A392-17','aFGd', 'SL')
('AC22517-2022-11-01-7087','A394-13','DICXmpZQf', 'LB')
('AC04652-2022-11-01-7154','A398-8','oyijSWmy', 'LB')
('SL12058-2022-11-01-7088','S296-8','pznN', 'SU')
('SL22517-2022-11-02-7285','S304-13','pIxWXrQYzgyEC', 'MB')
('SL22517-2022-11-02-7286','S304-14','dASwhzNJPnf', 'UB')
('SL04652-2022-11-01-7224','S301-24','enezGY', 'SU')
('SL22517-2022-11-02-7289','S304-17','DcEtBHkcVYsmOK', 'LB')
('AC12058-2022-11-01-7061','A393-5','mpK', 'SL')
('SL22517-2022-11-01-7137','S298-9','BfYjZg', 'LB')
('SL04652-2022-11-01-7226','S302-2','WoVO', 'MB')
('AC04652-2022-11-02-7222','A402-4','WYlaRAWYjzm', 'UB')
('SL04652-2022-11-02-7089','S296-9','VSMMXdZFPIBPzdS', 'LB')
('SL04652-2022-11-01-7228','S302-4','oxHPvPKTskir', 'LB')
('AC04652-2022-11-01-7158','A398-12','bmySvV', 'SU')
('AC04652-2022-11-02-7224','A402-6','RgBgKsdWlmSrrG', 'SU')
('AC04652-2022-11-02-7225','A402-7','iETbg', 'LB')
('SL04652-2022-11-01-7233','S302-9','spy', 'LB')
('AC04652-2022-11-02-7226','A402-8','AXgJajZiLYNLVfTU', 'LB')
('SL22517-2022-11-02-7295','S304-23','DzaWYHF', 'SL')
('SL22517-2022-11-01-7139','S298-11','ZhYg', 'UB')
('SL04652-2022-11-01-7234','S302-10','ktjWrRgE', 'MB')
('AC22517-2022-11-02-7240','A403-4','t', 'UB')
('AC22517-2022-11-02-7241','A403-5','FqQrbK', 'SL')
('AC22517-2022-11-01-7096','A395-4','MgBWYnr', 'UB')
('SL12058-2022-11-01-7098','S296-18','eBhrzLBYBCz', 'MB')
('AC22517-2022-11-01-7097','A395-5','gaWvdkXfUm', 'SL')
('AC04652-2022-11-02-7231','A402-13','i', 'LB')
('AC04652-2022-11-02-7232','A402-14','VUiLAWIG', 'LB')
('SL22517-2022-11-02-7300','S305-4','S', 'LB')
('SL22517-2022-11-02-7301','S305-5','OPfX', 'MB')
('SL04652-2022-11-02-7093','S296-13','HKspfxKBbtYF', 'MB')
('SL22517-2022-11-01-7145','S298-17','ujUntTVEk', 'LB')
('AC22517-2022-11-01-7099','A395-7','MkPDugshVd', 'LB')
('AC12058-2022-11-01-7071','A393-15','ceIo', 'UB')
('SL22517-2022-11-01-7147','S298-19','yywaRKhb', 'UB')
('AC12058-2022-11-01-7072','A393-16','Uce', 'UB')
('AC22517-2022-11-02-7244','A403-8','g', 'LB')
('SL04652-2022-11-01-7243','S302-19','xzsDrybizlg', 'UB')
('SL22517-2022-11-01-7149','S298-21','bB', 'MB')
('AC22517-2022-11-02-7247','A403-11','chGQIOPjBdMY', 'SL')
('AC04652-2022-11-01-7170','A399-6','zQvPFlZiQZv', 'SU')
('SL04652-2022-11-02-7101','S296-21','jEvjowywBBBtfIS', 'MB')
('SL04652-2022-11-02-7102','S296-22','LkDXfq', 'UB')
('AC04652-2022-11-01-7172','A399-8','FRkXsSIKvCfXjK', 'LB')
('AC22517-2022-11-02-7252','A403-16','mesAFgGQJaSxGvn', 'UB')
('SL22517-2022-11-02-7307','S305-11','dZM', 'UB')
('AC22517-2022-11-02-7253','A403-17','y', 'SL')
('AC22517-2022-11-01-7105','A395-13','RIiDmFfqvP', 'LB')
('AC22517-2022-11-02-7254','A403-18','EeKTZQctSBEv', 'SU')
('SL12058-2022-11-01-7109','S297-5','IYVPaMTXxxXbZifC', 'MB')
('SL04652-2022-11-01-7249','S303-1','wyW', 'LB')
('AC22517-2022-11-01-7109','A395-17','IRDYv', 'SL')
('AC22517-2022-11-02-7256','A404-2','pdrjegvWz', 'LB')
('AC12058-2022-11-01-7078','A394-4','XcqHPk', 'UB')
('SL04652-2022-11-01-7253','S303-5','zwwwBqiJrcP', 'MB')
('SL22517-2022-11-02-7311','S305-15','NMJ', 'SL')
('SL04652-2022-11-02-7107','S297-3','TdeICKKvjPdcZ', 'UB')
('SL22517-2022-11-01-7158','S299-6','fLZDYvibKthQmCI', 'UB')
('SL04652-2022-11-02-7110','S297-6','cMKDA', 'UB')
('SL04652-2022-11-01-7260','S303-12','xjfPSeHUiyJcY', 'LB')
('SL22517-2022-11-01-7160','S299-8','ntk', 'SU')
('AC22517-2022-11-01-7110','A395-18','NeOhVutNbW', 'SU')
('AC22517-2022-11-01-7111','A396-1','wCLIv', 'LB')
('SL04652-2022-11-01-7261','S303-13','LBgXof', 'MB')
('AC04652-2022-11-01-7180','A399-16','RdBmqr', 'UB')
('SL12058-2022-11-01-7121','S297-17','XYQPOzDTLo', 'LB')
('SL04652-2022-11-02-7115','S297-11','HQLDQL', 'UB')
('AC22517-2022-11-02-7267','A404-13','yEEkVqDSPC', 'LB')
('AC04652-2022-11-01-7181','A399-17','dXwFqV', 'SL')
('SL04652-2022-11-01-7266','S303-18','AGBeGpiMFwXQtc', 'MB')
('AC04652-2022-11-01-7183','A400-1','nDXhdLukrouKJc', 'LB')
('SL04652-2022-11-02-7117','S297-13','NCScKfBOyz', 'MB')
('AC22517-2022-11-01-7115','A396-5','ZmoDWBcaAaWyz', 'SL')
('SL04652-2022-11-02-7118','S297-14','JLxhrzWyGMdT', 'UB')
('SL04652-2022-11-01-7269','S303-21','SJkE', 'MB')
('AC22517-2022-11-01-7116','A396-6','lBlnK', 'SU')
('AC12058-2022-11-01-7095','A395-3','uJrnEQ', 'UB')
('SL04652-2022-11-02-7119','S297-15','bLPnFklwpFD', 'SL')
('AC22517-2022-11-01-7118','A396-8','ohLszBPqZr', 'LB')
('SL22517-2022-11-02-7319','S305-23','dPIaftFqhMwVy', 'SL')
('SL22517-2022-11-01-7168','S299-16','WrbyxDWt', 'SU')
('SL22517-2022-11-01-7169','S299-17','EvSjHHHH', 'LB')
('AC22517-2022-11-02-7271','A404-17','stbQ', 'SL')
('AC04652-2022-11-01-7191','A400-9','h', 'UB')
('AC04652-2022-11-01-7192','A400-10','qlOqiNNne', 'UB')
('SL22517-2022-11-01-7171','S299-19','LNrm', 'UB')
('AC04652-2022-11-02-7261','A404-7','QVcBKulAJPzpJq', 'LB')
('SL04652-2022-11-02-7121','S297-17','sJeQbOxsjHyMKC', 'LB')
('AC22517-2022-11-01-7125','A396-15','Qo', 'UB')
('AC22517-2022-11-01-7126','A396-16','x', 'UB')
('AC12058-2022-11-01-7101','A395-9','mnTnGHbjcBDNiFXH', 'UB')
('SL22517-2022-11-02-7324','S306-4','DRMiQxmIXyhuPLMQ', 'LB')
('AC22517-2022-11-02-7274','A405-2','yYzlYAqhTawQ', 'LB')
('SL22517-2022-11-02-7326','S306-6','VTKSYv', 'UB')
('SL12058-2022-11-01-7130','S298-2','pKFWUalrN', 'MB')
('SL04652-2022-11-02-7123','S297-19','UaawCkrtHypIsZ', 'UB')
('AC22517-2022-11-01-7131','A397-3','cXaxDeyLk', 'UB')
('AC22517-2022-11-01-7132','A397-4','dM', 'UB')
('SL22517-2022-11-02-7328','S306-8','vxRVvmWQZwm', 'SU')
('SL04652-2022-11-02-7124','S297-20','pCX', 'LB')
('AC22517-2022-11-01-7133','A397-5','ZkuiJ', 'SL')
('AC12058-2022-11-01-7106','A395-14','uBFKzalcRyKnawxp', 'LB')
('AC22517-2022-11-01-7134','A397-6','PUpybJluQdsv', 'SU')
('AC04652-2022-11-02-7267','A404-13','ePR', 'LB')
('AC22517-2022-11-01-7135','A397-7','IqOMTNFOX', 'LB')
('SL04652-2022-11-02-7128','S297-24','xrEekgUlnl', 'SU')
('SL04652-2022-11-02-7129','S298-1','sAAUHDXWujm', 'LB')
('SL12058-2022-11-01-7136','S298-8','PvEbJXLQmKoCMV', 'SU')
('AC22517-2022-11-01-7138','A397-10','dGcunFCtmlz', 'UB')
('AC22517-2022-11-02-7282','A405-10','IKMOIj', 'UB')
('AC22517-2022-11-01-7139','A397-11','YAVIIDTmP', 'SL')
('AC04652-2022-11-02-7268','A404-14','F', 'LB')
('SL04652-2022-11-02-7132','S298-4','QDUcTFjRJAz', 'LB')
('AC04652-2022-11-01-7205','A401-5','KJBbAS', 'SL')
('AC04652-2022-11-02-7270','A404-16','jrrrtLGVBJvL', 'UB')
('SL04652-2022-11-01-7283','S304-11','vTu', 'UB')
('AC04652-2022-11-02-7272','A404-18','ItfPRo', 'SU')
('SL12058-2022-11-01-7141','S298-13','pKYVkyE', 'MB')
('AC12058-2022-11-01-7111','A396-1','qWTKugLA', 'LB')
('SL22517-2022-11-01-7183','S300-7','CPGDswN', 'SL')
('SL04652-2022-11-02-7136','S298-8','bbRIwbIOGU', 'SU')
('AC12058-2022-11-01-7112','A396-2','yYlcgnGiTOnhF', 'LB')
('AC22517-2022-11-01-7144','A397-16','HJMymFQu', 'UB')
('AC04652-2022-11-01-7209','A401-9','QIopVpYxRaioKV', 'UB')
('AC12058-2022-11-01-7116','A396-6','YrJBjg', 'SU')
('SL22517-2022-11-02-7339','S306-19','yitliMDGK', 'UB')
('AC04652-2022-11-02-7275','A405-3','IlYBbgVekZQnkac', 'UB')
('SL22517-2022-11-02-7341','S306-21','IgLERuXRoiDdBONf', 'MB')
('AC12058-2022-11-01-7121','A396-11','cemAA', 'SL')
('AC22517-2022-11-01-7150','A398-4','ksXIoityhWg', 'UB')
('AC04652-2022-11-01-7214','A401-14','meZhCxbeG', 'LB')
('SL22517-2022-11-01-7188','S300-12','KFWXnavLpUebSho', 'LB')
('SL22517-2022-11-01-7189','S300-13','sNwmhZmq', 'MB')
('SL22517-2022-11-01-7191','S300-15','MKJogvGbLpzY', 'SL')
('AC22517-2022-11-01-7153','A398-7','ZaTexLBsieCG', 'LB')
('SL04652-2022-11-02-7141','S298-13','BaC', 'MB')
('SL12058-2022-11-01-7149','S298-21','UOAAqWhUxyPRQEzI', 'MB')
('AC22517-2022-11-01-7154','A398-8','CeSGCITSZziEpKy', 'LB')
('AC04652-2022-11-02-7281','A405-9','BdwjPMmCgLjtMIMw', 'UB')
('AC04652-2022-11-01-7225','A402-7','rcS', 'LB')
