('AC22517-2022-11-02-4216','A235-4','cTmBYlcAoxl', 'UB')
('AC12058-2022-11-01-4883','A272-5','eRDTJsu', 'SL')
('AC04652-2022-11-01-4879','A272-1','AJARyfwP', 'LB')
('SL12058-2022-11-01-4848','S202-24','jJoCUhuw', 'SU')
('SL04652-2022-11-02-4808','S201-8','BEpx', 'SU')
('AC22517-2022-11-01-4928','A274-14','N', 'LB')
('SL22517-2022-11-01-4858','S203-10','YlGxyRDbojAOwnMn', 'MB')
('SL04652-2022-11-02-4812','S201-12','wcUoQFGd', 'LB')
('AC04652-2022-11-01-4885','A272-7','AKT', 'LB')
('SL04652-2022-11-01-4980','S208-12','tOxumnbRMnKd', 'LB')
('AC04652-2022-11-02-4979','A277-11','gfot', 'SL')
('AC22517-2022-11-01-4930','A274-16','lYZVmiOKyDkKj', 'UB')
('AC22517-2022-11-02-4999','A278-13','igHioketkypOrf', 'LB')
('AC04652-2022-11-02-4981','A277-13','mNMOetU', 'LB')
('SL22517-2022-11-02-4999','S209-7','gaBbxdIEGOeuJAz', 'SL')
('SL22517-2022-11-01-4862','S203-14','fmQBMxQLikG', 'UB')
('AC22517-2022-11-01-4932','A274-18','SVnmX', 'SU')
('SL04652-2022-11-01-4985','S208-17','KTlbaGuyrVB', 'LB')
('SL04652-2022-11-01-4986','S208-18','MvPVRfQKiUdccr', 'MB')
('AC12058-2022-11-01-4887','A272-9','LMETxfrvy', 'UB')
('AC12058-2022-11-01-4888','A272-10','bMuBCFTM', 'UB')
('SL04652-2022-11-02-4819','S201-19','hmyZiLYeptsUVpac', 'UB')
('AC04652-2022-11-01-4889','A272-11','YGqRBguAPJ', 'SL')
('AC12058-2022-11-01-4889','A272-11','xhvCymv', 'SL')
('AC22517-2022-11-01-4936','A275-4','fgq', 'UB')
('SL22517-2022-11-01-4867','S203-19','rQaJtfDvpKNoa', 'UB')
('SL22517-2022-11-01-4868','S203-20','nP', 'LB')
('AC04652-2022-11-02-4988','A278-2','LUwVKZa', 'LB')
('AC22517-2022-11-02-5005','A279-1','TFDrMqf', 'LB')
('SL04652-2022-11-02-4822','S201-22','EqizeWscX', 'UB')
('AC12058-2022-11-01-4892','A272-14','jwHhg', 'LB')
('SL12058-2022-11-01-4854','S203-6','cdVfzRhrwZhR', 'UB')
('AC12058-2022-11-01-4893','A272-15','OqEipnNJZkfEhI', 'UB')
('AC12058-2022-11-01-4894','A272-16','LcrjsxTeWkyEgpC', 'UB')
('SL22517-2022-11-01-4875','S204-3','irtEhFCJwOnDlfh', 'UB')
('SL04652-2022-11-01-4989','S208-21','TXjHH', 'MB')
('AC22517-2022-11-02-5010','A279-6','CwAjiLqBZcPbBTn', 'SU')
('SL22517-2022-11-02-5012','S209-20','VGCbvxyagSnOYkL', 'LB')
('SL04652-2022-11-02-4828','S202-4','G', 'LB')
('AC22517-2022-11-02-5011','A279-7','p', 'LB')
('AC22517-2022-11-02-5012','A279-8','jZTNppH', 'LB')
('SL22517-2022-11-01-4878','S204-6','PhEurbkKVIl', 'UB')
('AC12058-2022-11-01-4898','A273-2','yi', 'LB')
('AC22517-2022-11-01-4944','A275-12','j', 'SU')
('AC12058-2022-11-01-4901','A273-5','PooCvnsnZiZwBw', 'SL')
('SL22517-2022-11-01-4880','S204-8','NtqKAzl', 'SU')
('SL12058-2022-11-01-4863','S203-15','hgpUfWQvtfcfUF', 'SL')
('AC12058-2022-11-01-4902','A273-6','orEFSvbbIxXz', 'SU')
('AC12058-2022-11-01-4904','A273-8','aYxKfJMwDd', 'LB')
('SL04652-2022-11-01-4994','S209-2','HNvmJFoOnomrWwov', 'MB')
('SL12058-2022-11-01-4866','S203-18','MuDIR', 'MB')
('AC22517-2022-11-02-5018','A279-14','PUewNrRVPiyl', 'LB')
('SL04652-2022-11-01-4998','S209-6','uFyBTyOQuNW', 'UB')
('AC04652-2022-11-01-4910','A273-14','VltTSbDPPNj', 'LB')
('SL22517-2022-11-02-5022','S210-6','YGYOLHfJyUFs', 'UB')
('SL04652-2022-11-01-5003','S209-11','kBfaKnEE', 'UB')
('SL12058-2022-11-01-4876','S204-4','HQKeZsVviTgyS', 'LB')
('AC04652-2022-11-02-5001','A278-15','TZuxoqJkRWdvjkm', 'UB')
('SL12058-2022-11-01-4877','S204-5','djPofAvLBfhUsYX', 'MB')
('SL22517-2022-11-01-4888','S204-16','khNakQ', 'SU')
('AC04652-2022-11-01-4912','A273-16','Z', 'UB')
('AC12058-2022-11-01-4917','A274-3','os', 'UB')
('AC12058-2022-11-01-4918','A274-4','k', 'UB')
('SL04652-2022-11-02-4838','S202-14','kWJglcTPyGd', 'UB')
('AC22517-2022-11-01-4959','A276-9','eDKPkAeqIDyPxtfp', 'UB')
('SL22517-2022-11-01-4892','S204-20','NaFkI', 'LB')
('AC04652-2022-11-01-4915','A274-1','kurjPnNNmc', 'LB')
('SL12058-2022-11-01-4882','S204-10','wAXgUHwjeO', 'MB')
('AC04652-2022-11-01-4917','A274-3','hGdhExx', 'UB')
('AC12058-2022-11-01-4924','A274-10','kNEHlyRbtvfBLbw', 'UB')
('SL22517-2022-11-01-4895','S204-23','kmKjssHSRvfEV', 'SL')
('SL04652-2022-11-02-4839','S202-15','DzurZlpLsXbejK', 'SL')
('AC22517-2022-11-01-4967','A276-17','IRadExAwgPV', 'SL')
('AC04652-2022-11-01-4922','A274-8','HlRC', 'LB')
('AC12058-2022-11-01-4928','A274-14','BDRFv', 'LB')
('SL22517-2022-11-02-5036','S210-20','mM', 'LB')
('SL04652-2022-11-01-5019','S210-3','xrsfmhiRETUjzc', 'UB')
('SL12058-2022-11-01-4886','S204-14','WvhHSZsPtfxm', 'UB')
('SL22517-2022-11-01-4899','S205-3','OBLcyefddMmxDOL', 'UB')
('SL04652-2022-11-02-4845','S202-21','iiJ', 'MB')
('AC04652-2022-11-01-4923','A274-9','mLgyBLvdc', 'UB')
('AC12058-2022-11-01-4930','A274-16','ZKRfYZONn', 'UB')
('AC12058-2022-11-01-4931','A274-17','FRGVt', 'SL')
('SL04652-2022-11-02-4849','S203-1','vClZVNT', 'LB')
('SL22517-2022-11-02-5040','S210-24','rlSj', 'SU')
('SL12058-2022-11-01-4890','S204-18','HwoQJAOp', 'MB')
('AC12058-2022-11-01-4933','A275-1','ZMmpDSeqi', 'LB')
('AC22517-2022-11-02-5035','A280-13','DCDVtCIupccpuj', 'LB')
('AC22517-2022-11-01-4974','A277-6','ioJembgBFQxGlYq', 'SU')
('SL04652-2022-11-02-4852','S203-4','LUarDdmkPXmLZu', 'LB')
('SL22517-2022-11-01-4903','S205-7','GofB', 'SL')
('AC22517-2022-11-02-5037','A280-15','jRbr', 'UB')
('SL22517-2022-11-02-5042','S211-2','yXGMIMck', 'MB')
('SL22517-2022-11-02-5043','S211-3','JnvKscVKVLF', 'UB')
('SL04652-2022-11-01-5026','S210-10','GRmrUSrXFO', 'MB')
('AC12058-2022-11-01-4938','A275-6','WWFl', 'SU')
('AC04652-2022-11-01-4931','A274-17','rqbopRMsniI', 'SL')
('SL22517-2022-11-01-4905','S205-9','DEWQZBPhQW', 'LB')
('AC22517-2022-11-02-5040','A280-18','qQkvdOdQkvv', 'SU')
('SL04652-2022-11-01-5030','S210-14','qlnaJK', 'UB')
('AC04652-2022-11-02-5017','A279-13','Tl', 'LB')
('AC04652-2022-11-02-5018','A279-14','ozeU', 'LB')
('SL04652-2022-11-02-4857','S203-9','JD', 'LB')
('SL22517-2022-11-01-4909','S205-13','mxkpgGwZMKDoZlkL', 'MB')
('AC22517-2022-11-02-5041','A281-1','vFHbRk', 'LB')
('AC04652-2022-11-02-5020','A279-16','UqMrSxEivL', 'UB')
('SL04652-2022-11-01-5033','S210-17','NZofirXfkj', 'LB')
('SL04652-2022-11-02-4859','S203-11','cTKGwnwsuUKy', 'UB')
('AC04652-2022-11-01-4933','A275-1','RsJezXdh', 'LB')
('SL04652-2022-11-01-5034','S210-18','cMmwXfhuhp', 'MB')
('SL04652-2022-11-01-5035','S210-19','xBfibSlLoeD', 'UB')
('AC04652-2022-11-02-5022','A279-18','qklnaqPT', 'SU')
('AC12058-2022-11-01-4942','A275-10','jy', 'UB')
('AC04652-2022-11-02-5023','A280-1','ZTaQeINvgSSzQW', 'LB')
('AC04652-2022-11-02-5024','A280-2','R', 'LB')
('AC04652-2022-11-02-5026','A280-4','lLsoj', 'UB')
('AC22517-2022-11-02-5046','A281-6','tFGhufCUbYO', 'SU')
('AC04652-2022-11-02-5028','A280-6','YGnhZmWSYZTIma', 'SU')
('SL22517-2022-11-02-5052','S211-12','qcqotHwCP', 'LB')
('AC22517-2022-11-02-5047','A281-7','wOie', 'LB')
('SL04652-2022-11-02-4861','S203-13','JSOhqM', 'MB')
('AC22517-2022-11-02-5048','A281-8','WyWFSubArHJa', 'LB')
('AC04652-2022-11-01-4937','A275-5','nnNGrw', 'SL')
('AC22517-2022-11-02-5049','A281-9','ET', 'UB')
('SL22517-2022-11-01-4914','S205-18','HkrlUvtzioaBzDgR', 'MB')
('AC22517-2022-11-02-5050','A281-10','pGPpWlRrzMgQQ', 'UB')
('SL04652-2022-11-02-4864','S203-16','KOmhDjaHRocDWRaw', 'SU')
('SL22517-2022-11-02-5056','S211-16','WQeMGeZLLNSyf', 'SU')
('SL22517-2022-11-02-5057','S211-17','mqs', 'LB')
('AC22517-2022-11-02-5052','A281-12','zYetnoUxzw', 'SU')
('AC04652-2022-11-02-5031','A280-9','vLKXgPvTSUl', 'UB')
('AC04652-2022-11-02-5033','A280-11','K', 'SL')
('SL22517-2022-11-01-4916','S205-20','Mh', 'LB')
('SL04652-2022-11-01-5044','S211-4','zqLucIGnGXzE', 'LB')
('AC04652-2022-11-01-4938','A275-6','PhRypuEsDEXMyYdU', 'SU')
('AC12058-2022-11-01-4951','A276-1','cwzwGkDdbx', 'LB')
('AC22517-2022-11-01-4985','A277-17','HxoxMB', 'SL')
('AC04652-2022-11-02-5036','A280-14','LjQvhxKajlb', 'LB')
('AC22517-2022-11-01-4986','A277-18','LZUtM', 'SU')
('AC22517-2022-11-02-5056','A281-16','OshXy', 'UB')
('AC04652-2022-11-01-4942','A275-10','iQdGgULUBPEFy', 'UB')
('AC12058-2022-11-01-4953','A276-3','DVKfYhwxlIQ', 'UB')
('SL22517-2022-11-02-5063','S211-23','uwUeU', 'SL')
('AC22517-2022-11-01-4987','A278-1','LeQGnZehSHz', 'LB')
('SL22517-2022-11-02-5067','S212-3','Z', 'UB')
('AC12058-2022-11-01-4956','A276-6','tmcfqjaWRkr', 'SU')
('AC22517-2022-11-02-5062','A282-4','giC', 'UB')
('SL12058-2022-11-01-4917','S205-21','Z', 'MB')
('SL12058-2022-11-01-4918','S205-22','n', 'UB')
('SL12058-2022-11-01-4919','S205-23','LKiqjLuodaz', 'SL')
('AC04652-2022-11-01-4945','A275-13','VJbjadjnh', 'LB')
('AC12058-2022-11-01-4957','A276-7','Zsd', 'LB')
('AC04652-2022-11-02-5042','A281-2','baTvCmSb', 'LB')
('SL04652-2022-11-01-5052','S211-12','bcbJ', 'LB')
('SL04652-2022-11-01-5055','S211-15','hNnBpS', 'SL')
('SL04652-2022-11-01-5058','S211-18','GpRiHTNkMVuyh', 'MB')
('AC22517-2022-11-02-5072','A282-14','DJUYFJzeykaQW', 'LB')
('AC12058-2022-11-01-4962','A276-12','UXh', 'SU')
('SL04652-2022-11-02-4880','S204-8','avy', 'SU')
('AC04652-2022-11-01-4954','A276-4','KocsWZbfiilbMwSx', 'UB')
('SL04652-2022-11-01-5066','S212-2','kKrXsdbebLlNcmGJ', 'MB')
('SL22517-2022-11-01-4927','S206-7','RYbfTcatlE', 'SL')
('AC12058-2022-11-01-4964','A276-14','TPkuWtiwcJeJHF', 'LB')
('SL22517-2022-11-01-4928','S206-8','RYK', 'SU')
('SL04652-2022-11-01-5068','S212-4','Ive', 'LB')
('SL04652-2022-11-02-4884','S204-12','Ne', 'LB')
('AC04652-2022-11-02-5053','A281-13','aY', 'LB')
('SL04652-2022-11-01-5072','S212-8','ltpkyrikt', 'SU')
('SL04652-2022-11-02-4886','S204-14','L', 'UB')
('SL04652-2022-11-02-4887','S204-15','ellKiXsrxE', 'SL')
('AC22517-2022-11-02-5077','A283-1','Zh', 'LB')
('SL22517-2022-11-02-5082','S212-18','sDSaP', 'MB')
('AC04652-2022-11-02-5056','A281-16','kzphR', 'UB')
('SL22517-2022-11-01-4934','S206-14','ePycb', 'UB')
('AC22517-2022-11-02-5081','A283-5','QefxSKjMbV', 'SL')
('SL04652-2022-11-01-5077','S212-13','zL', 'MB')
('AC12058-2022-11-01-4974','A277-6','dwaj', 'SU')
('AC04652-2022-11-02-5060','A282-2','fUFUkUCZVbGj', 'LB')
('AC22517-2022-11-01-5011','A279-7','bWevJzATDTkoXrO', 'LB')
('SL04652-2022-11-01-5079','S212-15','WGbPAyYCvc', 'SL')
('AC22517-2022-11-01-5012','A279-8','NBeXHsQxqhyWf', 'LB')
('AC04652-2022-11-02-5062','A282-4','OWVZhgZUVJ', 'UB')
('AC04652-2022-11-02-5063','A282-5','jwsO', 'SL')
('SL04652-2022-11-01-5080','S212-16','tdvFmF', 'SU')
('AC22517-2022-11-02-5086','A283-10','B', 'UB')
('SL04652-2022-11-01-5081','S212-17','kbTOubeSnofK', 'LB')
('AC04652-2022-11-01-4970','A277-2','uay', 'LB')
('AC22517-2022-11-02-5087','A283-11','fFDt', 'SL')
('SL04652-2022-11-02-4895','S204-23','WLdmPJMrRVGoZ', 'SL')
('SL04652-2022-11-01-5084','S212-20','WNFKXIogDc', 'LB')
('SL04652-2022-11-01-5085','S212-21','EeolVicnxOen', 'MB')
('AC22517-2022-11-01-5018','A279-14','GDQZqahZgE', 'LB')
('SL22517-2022-11-01-4944','S206-24','yY', 'SU')
('SL12058-2022-11-01-4936','S206-16','NEWk', 'SU')
('SL22517-2022-11-02-5091','S213-3','YGCo', 'UB')
('SL04652-2022-11-01-5088','S212-24','oMzcGw', 'SU')
('AC04652-2022-11-02-5069','A282-11','SrxXkUYGXuVkSued', 'SL')
('AC12058-2022-11-01-4984','A277-16','gskJqWPX', 'UB')
('AC04652-2022-11-02-5070','A282-12','dPascHKMvtk', 'SU')
('SL22517-2022-11-02-5094','S213-6','XyKNqaWQWBjwIh', 'UB')
('AC04652-2022-11-02-5071','A282-13','ngEKd', 'LB')
('SL22517-2022-11-01-4949','S207-5','zyh', 'MB')
('AC22517-2022-11-02-5092','A283-16','fBsBVB', 'UB')
('AC04652-2022-11-02-5073','A282-15','AbgNgVsFo', 'UB')
('SL04652-2022-11-01-5092','S213-4','wLWyggqdWx', 'LB')
('SL22517-2022-11-01-4953','S207-9','oLSteQmz', 'LB')
('SL04652-2022-11-02-4904','S205-8','ZkWNjzbVlFTM', 'SU')
('SL04652-2022-11-01-5093','S213-5','EVkRcYg', 'MB')
('SL04652-2022-11-01-5094','S213-6','AhW', 'UB')
('AC04652-2022-11-02-5077','A283-1','OTBRGhamjI', 'LB')
('AC22517-2022-11-02-5098','A284-4','qWXWKMtpYTSzXX', 'UB')
('AC12058-2022-11-01-4993','A278-7','JvOGLCVQvo', 'LB')
('AC22517-2022-11-02-5100','A284-6','EJjIIAEYduO', 'SU')
('AC22517-2022-11-02-5107','A284-13','ByF', 'LB')
('AC04652-2022-11-01-4985','A277-17','yqxWRSnjVAvl', 'SL')
('SL04652-2022-11-02-4909','S205-13','kykibCbx', 'MB')
('AC22517-2022-11-02-5109','A284-15','dHKXgcogY', 'UB')
('SL04652-2022-11-01-5097','S213-9','OxdHWiLS', 'LB')
('SL04652-2022-11-02-4920','S205-24','QDPgqBvJn', 'SU')
('SL22517-2022-11-01-4966','S207-22','JBrBUQiqcwJuTb', 'UB')
('SL12058-2022-11-01-4954','S207-10','KmnMVTOeCiLRnju', 'MB')
('SL04652-2022-11-01-5109','S213-21','WJCEHFTSMywKP', 'MB')
('SL04652-2022-11-01-5110','S213-22','rKTWI', 'UB')
('SL04652-2022-11-01-5111','S213-23','vA', 'SL')
('SL04652-2022-11-01-5112','S213-24','JFUGgkoWgKRlq', 'SU')
('SL04652-2022-11-02-4922','S206-2','mfMTH', 'MB')
('AC22517-2022-11-02-5120','A285-8','LU', 'LB')
('SL22517-2022-11-02-5111','S213-23','DilZKIdOtxH', 'SL')
('AC22517-2022-11-02-5121','A285-9','xdwO', 'UB')
('SL12058-2022-11-01-4955','S207-11','lvSEtKf', 'UB')
('SL22517-2022-11-01-4971','S208-3','ivQfGIputjKoTix', 'UB')
('SL22517-2022-11-02-5115','S214-3','IsYwWeLiQlT', 'UB')
('SL04652-2022-11-01-5115','S214-3','CGSnvmFvQcpjrjGN', 'UB')
('AC22517-2022-11-01-5035','A280-13','IxAGrZd', 'LB')
('SL12058-2022-11-01-4958','S207-14','jisodAv', 'UB')
('SL22517-2022-11-01-4974','S208-6','DiVEu', 'UB')
('AC04652-2022-11-01-5005','A279-1','EXNmEYOuFhg', 'LB')
('SL22517-2022-11-02-5116','S214-4','Poov', 'LB')
('AC22517-2022-11-01-5037','A280-15','KCUlWIapPhYpL', 'UB')
('AC04652-2022-11-02-5106','A284-12','EFqyfeEq', 'SU')
('SL12058-2022-11-01-4960','S207-16','lQglOtqFxHTfW', 'SU')
('AC04652-2022-11-02-5107','A284-13','CmaYkxnxGvNaOy', 'LB')
('SL04652-2022-11-02-4929','S206-9','wLfMLbPeSaQJJ', 'LB')
('SL22517-2022-11-01-4976','S208-8','fCJCliSP', 'SU')
('AC22517-2022-11-02-5125','A285-13','mzCEyvzbpAyEBIX', 'LB')
('AC04652-2022-11-01-5006','A279-2','pwHzoBy', 'LB')
('SL04652-2022-11-02-4933','S206-13','uRWTtlChmqV', 'MB')
('AC04652-2022-11-01-5007','A279-3','JJ', 'UB')
('SL04652-2022-11-01-5121','S214-9','lXEhnroykGk', 'LB')
('AC12058-2022-11-01-5020','A279-16','gSvcaXFCchKPBeSJ', 'UB')
('AC22517-2022-11-01-5042','A281-2','ILSrMivKLtJ', 'LB')
('SL22517-2022-11-02-5128','S214-16','VadoKyBJlCtpC', 'SU')
('SL22517-2022-11-01-4980','S208-12','KWHWWB', 'LB')
('SL04652-2022-11-02-4936','S206-16','kDvXBkNJacK', 'SU')
('AC04652-2022-11-02-5111','A284-17','SW', 'SL')
('AC04652-2022-11-02-5112','A284-18','y', 'SU')
('SL04652-2022-11-01-5123','S214-11','WrqQtolEFSARq', 'UB')
('SL04652-2022-11-02-4938','S206-18','LSP', 'MB')
('SL04652-2022-11-02-4939','S206-19','KSTSqxhOd', 'UB')
('AC22517-2022-11-01-5046','A281-6','gTcTTjUjUfBK', 'SU')
('AC04652-2022-11-01-5009','A279-5','oO', 'SL')
('SL04652-2022-11-02-4942','S206-22','bp', 'UB')
('AC04652-2022-11-02-5118','A285-6','WYGEBMWEll', 'SU')
('SL22517-2022-11-02-5133','S214-21','oUCkSYydObliHsF', 'MB')
('AC22517-2022-11-02-5128','A285-16','IfvdEOfloDO', 'UB')
('SL22517-2022-11-02-5134','S214-22','Dvuy', 'UB')
('SL04652-2022-11-02-4943','S206-23','x', 'SL')
('AC12058-2022-11-01-5025','A280-3','NPmh', 'UB')
('SL22517-2022-11-02-5135','S214-23','cXobIeIvmnQuYopk', 'SL')
('AC12058-2022-11-01-5026','A280-4','phg', 'UB')
('AC22517-2022-11-02-5132','A286-2','ghwSzSv', 'LB')
('AC22517-2022-11-01-5050','A281-10','hFJGPZqSOj', 'UB')
('SL22517-2022-11-02-5138','S215-2','WyuzO', 'MB')
('SL04652-2022-11-01-5126','S214-14','DSeM', 'UB')
('AC12058-2022-11-01-5027','A280-5','BYyCoGarUbQuw', 'SL')
('SL22517-2022-11-02-5140','S215-4','kiFEeBcSjis', 'LB')
('SL12058-2022-11-01-4968','S207-24','FKZCXIJTIeed', 'SU')
('AC22517-2022-11-02-5136','A286-6','TgaOxcFcRAHZRIRj', 'SU')
('SL04652-2022-11-01-5128','S214-16','wXRgujkCmdrJCjjO', 'SU')
('SL22517-2022-11-01-4992','S208-24','sKkbYnnAAHP', 'SU')
('SL04652-2022-11-02-4946','S207-2','suykMv', 'MB')
('SL12058-2022-11-01-4971','S208-3','RzmqEbAr', 'UB')
('AC12058-2022-11-01-5030','A280-8','hFHOOGcgq', 'LB')
('AC22517-2022-11-01-5052','A281-12','ZlFr', 'SU')
('AC12058-2022-11-01-5032','A280-10','BoSTKfWMyoZc', 'UB')
('SL04652-2022-11-02-4949','S207-5','WfvbAzESpI', 'MB')
('SL04652-2022-11-01-5130','S214-18','UdCJjMN', 'MB')
('AC04652-2022-11-02-5123','A285-11','lzTKUxjpiilOMEQ', 'SL')
('SL22517-2022-11-02-5145','S215-9','vGbvRDSFgfSqtF', 'LB')
('AC22517-2022-11-02-5140','A286-10','E', 'UB')
('SL22517-2022-11-01-4994','S209-2','Mi', 'MB')
('AC04652-2022-11-01-5021','A279-17','fEVf', 'SL')
('AC04652-2022-11-02-5125','A285-13','iJaLdihsC', 'LB')
('AC12058-2022-11-01-5035','A280-13','H', 'LB')
('AC04652-2022-11-02-5126','A285-14','FowhSajpq', 'LB')
('AC22517-2022-11-01-5057','A281-17','VvEAIQ', 'SL')
('AC12058-2022-11-01-5036','A280-14','PKkAUozCl', 'LB')
('SL12058-2022-11-01-4975','S208-7','SvfccVwD', 'SL')
('SL04652-2022-11-01-5135','S214-23','B', 'SL')
('AC22517-2022-11-02-5142','A286-12','sKerU', 'SU')
('SL04652-2022-11-01-5137','S215-1','zKQQRuf', 'LB')
('SL22517-2022-11-02-5150','S215-14','RqDzLXYqFZQgOcZ', 'UB')
('AC04652-2022-11-02-5127','A285-15','h', 'UB')
('SL04652-2022-11-02-4953','S207-9','hAYP', 'LB')
('AC12058-2022-11-01-5042','A281-2','jlyjNmRbRQzdgd', 'LB')
('AC12058-2022-11-01-5045','A281-5','PeGQoADczXnpep', 'SL')
('AC22517-2022-11-02-5145','A286-15','jfY', 'UB')
('AC22517-2022-11-01-5062','A282-4','DEhTvjxekqqYNpnv', 'UB')
('AC22517-2022-11-01-5063','A282-5','O', 'SL')
('SL04652-2022-11-01-5139','S215-3','uHHsLxho', 'UB')
('AC12058-2022-11-01-5047','A281-7','YvEJgldKaYSGo', 'LB')
('AC22517-2022-11-02-5147','A286-17','gmhkDOkV', 'SL')
('AC22517-2022-11-02-5148','A286-18','MNCTKpocyHXCIuh', 'SU')
('SL04652-2022-11-01-5141','S215-5','ZH', 'MB')
('SL04652-2022-11-01-5142','S215-6','ZlRbKuz', 'UB')
('AC22517-2022-11-02-5150','A287-2','CogzycVqEYfZHtam', 'LB')
('SL22517-2022-11-02-5154','S215-18','bkcp', 'MB')
('SL04652-2022-11-02-4965','S207-21','deGYPGgfIsQy', 'MB')
('AC04652-2022-11-02-5135','A286-5','eNgedjOtgdRVwMra', 'SL')
('AC04652-2022-11-01-5034','A280-12','hxOujs', 'SU')
('AC22517-2022-11-02-5151','A287-3','pyzwcqdvagFhrKHn', 'UB')
('SL22517-2022-11-02-5157','S215-21','KfDnwPR', 'MB')
('SL22517-2022-11-02-5158','S215-22','XHkEN', 'UB')
('AC12058-2022-11-01-5050','A281-10','frsT', 'UB')
('AC04652-2022-11-01-5036','A280-14','aoMlDOlNjZrtBWS', 'LB')
('SL04652-2022-11-01-5145','S215-9','quvrPmlnBIQIP', 'LB')
('SL12058-2022-11-01-4986','S208-18','kIbGerwkgSUs', 'MB')
('SL04652-2022-11-01-5146','S215-10','sShnVXBOJA', 'MB')
('AC04652-2022-11-01-5038','A280-16','Ly', 'UB')
('SL04652-2022-11-02-4970','S208-2','CqbwQVqv', 'MB')
('SL04652-2022-11-01-5147','S215-11','TmafUyFLzSACRY', 'UB')
('AC12058-2022-11-01-5057','A281-17','ifFN', 'SL')
('SL04652-2022-11-01-5151','S215-15','aS', 'SL')
('AC12058-2022-11-01-5060','A282-2','vG', 'LB')
('AC04652-2022-11-01-5042','A281-2','tTreXEAexe', 'LB')
('AC22517-2022-11-01-5071','A282-13','nRTIG', 'LB')
('SL04652-2022-11-01-5156','S215-20','rlUZfYjVPAftFZ', 'LB')
('SL04652-2022-11-02-4976','S208-8','faaXOmLBrYP', 'SU')
('SL12058-2022-11-01-4991','S208-23','zcIjJFMe', 'SL')
('SL12058-2022-11-01-4992','S208-24','fyRPPiHLLsJ', 'SU')
('SL12058-2022-11-01-4993','S209-1','M', 'LB')
('SL04652-2022-11-02-4977','S208-9','pzjmKlTvJM', 'LB')
('SL22517-2022-11-02-5168','S216-8','AqQHGiGayslhs', 'SU')
('AC22517-2022-11-01-5074','A282-16','PnNyzLPGKORUceax', 'UB')
('SL22517-2022-11-01-5019','S210-3','rg', 'UB')
('SL04652-2022-11-02-4980','S208-12','Qj', 'LB')
('SL22517-2022-11-01-5020','S210-4','VVHfI', 'LB')
('AC22517-2022-11-02-5159','A287-11','kSONIfn', 'SL')
('AC22517-2022-11-02-5160','A287-12','HyAjwrtZqPFnW', 'SU')
('SL12058-2022-11-01-4996','S209-4','XaHgMZiVcpnSvL', 'LB')
('SL22517-2022-11-02-5173','S216-13','kaBuiRHmCRs', 'MB')
('AC22517-2022-11-02-5163','A287-15','VrzX', 'UB')
('AC22517-2022-11-01-5077','A283-1','jADMAz', 'LB')
('SL22517-2022-11-02-5174','S216-14','DGyhHe', 'UB')
('AC12058-2022-11-01-5071','A282-13','Qo', 'LB')
('SL04652-2022-11-01-5168','S216-8','TkexXJKxEZOZ', 'SU')
('SL22517-2022-11-01-5024','S210-8','SznvaMrcsiMC', 'SU')
('AC22517-2022-11-02-5167','A288-1','ZiKfymMrl', 'LB')
('SL04652-2022-11-02-4983','S208-15','bR', 'SL')
('AC22517-2022-11-02-5168','A288-2','KdZqugYHtxViovTS', 'LB')
('SL04652-2022-11-01-5172','S216-12','cqEcH', 'LB')
('SL12058-2022-11-01-5003','S209-11','ScTwPZE', 'UB')
('AC22517-2022-11-02-5171','A288-5','mBr', 'SL')
('SL04652-2022-11-02-4986','S208-18','fUoxrdzfLPciUsXN', 'MB')
('AC04652-2022-11-02-5156','A287-8','lbstQNEF', 'LB')
('AC04652-2022-11-02-5157','A287-9','MURVj', 'UB')
('SL12058-2022-11-01-5009','S209-17','vnTJVH', 'LB')
('AC04652-2022-11-01-5058','A281-18','Kp', 'SU')
('AC04652-2022-11-02-5158','A287-10','PGnaTlTYRGkdQc', 'UB')
('SL22517-2022-11-02-5179','S216-19','IqHX', 'UB')
('SL04652-2022-11-02-4989','S208-21','MocgJ', 'MB')
('AC12058-2022-11-01-5081','A283-5','GZjAnBwAuoNW', 'SL')
('SL22517-2022-11-01-5030','S210-14','XfLPqkZAd', 'UB')
('SL22517-2022-11-01-5031','S210-15','WFZtaUedFl', 'SL')
('SL22517-2022-11-02-5180','S216-20','ZBNunXoxkqdRf', 'LB')
('SL12058-2022-11-01-5012','S209-20','MhZxp', 'LB')
('SL04652-2022-11-02-4991','S208-23','nGEEMtjJLANpgVhc', 'SL')
('SL04652-2022-11-01-5176','S216-16','oRaWwmgDwlii', 'SU')
('SL12058-2022-11-01-5015','S209-23','qvuJzIoFaCwF', 'SL')
('SL12058-2022-11-01-5016','S209-24','mPxWi', 'SU')
('SL04652-2022-11-02-4993','S209-1','GSoPNCiOlQjLdOg', 'LB')
('AC22517-2022-11-02-5180','A288-14','iKJeroD', 'LB')
('SL04652-2022-11-01-5177','S216-17','v', 'LB')
('AC04652-2022-11-02-5166','A287-18','CYwhbqEA', 'SU')
('AC22517-2022-11-02-5182','A288-16','CMolHdLdUHSHtrMW', 'UB')
('AC04652-2022-11-01-5064','A282-6','JB', 'SU')
('SL22517-2022-11-02-5189','S217-5','fMWwHJrRjDDorb', 'MB')
('SL04652-2022-11-01-5180','S216-20','oVYDanlOYNjd', 'LB')
