('SL04652-2022-11-02-11','S1-11','Cfih', 'UB')
('SL04652-2022-11-01-1390','S58-22','YnsrHuWNcHafDjF', 'UB')
('AC04652-2022-11-01-1412','A79-8','kY', 'LB')
('AC04652-2022-11-02-1374','A77-6','MyjcbdOaEmL', 'SU')
('AC22517-2022-11-01-1373','A77-5','PfXhNdrEcGBVyq', 'SL')
('AC04652-2022-11-02-1376','A77-8','X', 'LB')
('SL12058-2022-11-01-1378','S58-10','YnZPbAGCGiR', 'MB')
('AC12058-2022-11-01-1402','A78-16','hdqYYL', 'UB')
('AC22517-2022-11-02-1430','A80-8','TeEjiumuHhCxz', 'LB')
('SL04652-2022-11-02-1376','S58-8','gY', 'SU')
('SL22517-2022-11-01-1398','S59-6','RqezELccsLYnHVIr', 'UB')
('AC04652-2022-11-02-1383','A77-15','kbQDHWWXaSyqGB', 'UB')
('SL04652-2022-11-01-1437','S60-21','OrVOSXb', 'MB')
('SL04652-2022-11-01-1442','S61-2','gWkCqJpOpKFqq', 'MB')
('AC12058-2022-11-01-1447','A81-7','tvdPPLYhU', 'LB')
('SL04652-2022-11-02-1415','S59-23','BTk', 'SL')
('SL04652-2022-11-02-1416','S59-24','r', 'SU')
('SL04652-2022-11-01-1449','S61-9','iZ', 'LB')
('AC22517-2022-11-02-1477','A83-1','kRT', 'LB')
('SL12058-2022-11-01-1417','S60-1','ObHEtKVLP', 'LB')
('AC12058-2022-11-01-1454','A81-14','BNwOM', 'LB')
('AC04652-2022-11-02-1405','A79-1','MuHxDMIvGASJF', 'LB')
('SL04652-2022-11-02-1421','S60-5','KFitCJ', 'MB')
('SL12058-2022-11-01-1420','S60-4','HCWjwG', 'LB')
('AC12058-2022-11-01-1461','A82-3','HAEH', 'UB')
('AC22517-2022-11-02-1506','A84-12','dFFhdZ', 'SU')
('SL12058-2022-11-01-1439','S60-23','Viszv', 'SL')
('SL22517-2022-11-01-1487','S62-23','NmlZYJgdEsHWmK', 'SL')
('AC12058-2022-11-01-1513','A85-1','amwNPkB', 'LB')
('AC04652-2022-11-01-1526','A85-14','VmIIjC', 'LB')
('SL04652-2022-11-02-1484','S62-20','MKRGngjWeIcx', 'LB')
('AC04652-2022-11-02-1466','A82-8','euBFDOYkXjWlm', 'LB')
('SL22517-2022-11-02-1552','S65-16','tZ', 'SU')
('SL12058-2022-11-01-1478','S62-14','kHNQxTVFwDyZSW', 'UB')
('SL04652-2022-11-02-1492','S63-4','YxtcFN', 'LB')
('SL22517-2022-11-02-1555','S65-19','CVJnphkA', 'UB')
('AC04652-2022-11-01-1535','A86-5','BIIRGOeTUfjrBg', 'SL')
('SL12058-2022-11-01-1484','S62-20','hJmaBDsJb', 'LB')
('AC22517-2022-11-01-1481','A83-5','mpUmg', 'SL')
('SL22517-2022-11-01-1512','S63-24','EzTUwHvssD', 'SU')
('AC12058-2022-11-01-1535','A86-5','AtxYUaRbbyRqZC', 'SL')
('SL04652-2022-11-02-1515','S64-3','jwTdqe', 'UB')
('AC12058-2022-11-01-1541','A86-11','POfGjxjLGzB', 'SL')
('AC22517-2022-11-02-1572','A88-6','Ca', 'SU')
('AC12058-2022-11-01-1547','A86-17','BHR', 'SL')
('SL12058-2022-11-01-1507','S63-19','HQiCdq', 'UB')
('SL12058-2022-11-01-1509','S63-21','eu', 'MB')
('SL04652-2022-11-02-1524','S64-12','UcsnubjvQdsWffz', 'LB')
('SL04652-2022-11-02-1525','S64-13','PtYaWCgtT', 'MB')
('AC04652-2022-11-02-1500','A84-6','IGflK', 'SU')
('AC04652-2022-11-02-1501','A84-7','LDhUSBjBre', 'LB')
('AC12058-2022-11-01-1555','A87-7','ohsNq', 'LB')
('AC12058-2022-11-01-1557','A87-9','tRSEfgrodApVJE', 'UB')
('AC04652-2022-11-01-1563','A87-15','QvckoJ', 'UB')
('SL22517-2022-11-01-1539','S65-3','QHdLrNVm', 'UB')
('AC22517-2022-11-02-1580','A88-14','zyogLJnS', 'LB')
('AC22517-2022-11-02-1582','A88-16','e', 'UB')
('SL04652-2022-11-02-1534','S64-22','njksEawpCJhwKN', 'UB')
('AC22517-2022-11-01-1502','A84-8','qSLj', 'LB')
('AC04652-2022-11-01-1582','A88-16','PCHCB', 'UB')
('SL22517-2022-11-02-1599','S67-15','KkYksHPWYYIRON', 'SL')
('AC22517-2022-11-02-1592','A89-8','GYMdGBh', 'LB')
('SL22517-2022-11-02-1602','S67-18','OYlwSFwlUb', 'MB')
('AC04652-2022-11-01-1588','A89-4','RnpflqhVRGJbq', 'UB')
('AC04652-2022-11-01-1589','A89-5','OnziakagmwNibptt', 'SL')
('SL12058-2022-11-01-1540','S65-4','wzlZ', 'LB')
('AC12058-2022-11-01-1599','A89-15','JgGWLd', 'UB')
('AC22517-2022-11-02-1618','A90-16','zSKVJSRxwkAw', 'UB')
('AC04652-2022-11-01-1624','A91-4','EMvYXZmfnyiMw', 'UB')
('AC04652-2022-11-01-1625','A91-5','jKZ', 'SL')
('AC04652-2022-11-02-1543','A86-13','GxLd', 'LB')
('AC04652-2022-11-01-1634','A91-14','PoBD', 'LB')
('AC04652-2022-11-02-1550','A87-2','lmqFNI', 'LB')
('SL04652-2022-11-01-1617','S68-9','ArUnAgKApdXWW', 'LB')
('SL12058-2022-11-01-1594','S67-10','WPgrRrQyWziuFi', 'MB')
('SL22517-2022-11-01-1605','S67-21','uEPYhXEKA', 'MB')
('SL04652-2022-11-02-1578','S66-18','R', 'MB')
('AC12058-2022-11-01-1617','A90-15','XlCgkD', 'UB')
('SL04652-2022-11-01-1622','S68-14','zrYLGn', 'UB')
('AC22517-2022-11-01-1570','A88-4','CVeA', 'UB')
('AC12058-2022-11-01-1631','A91-11','xe', 'SL')
('AC04652-2022-11-02-1566','A87-18','RCgSZ', 'SU')
('AC22517-2022-11-02-1682','A94-8','SmspQZd', 'LB')
('AC22517-2022-11-02-1683','A94-9','DeuqszN', 'UB')
('AC22517-2022-11-02-1701','A95-9','er', 'UB')
('SL12058-2022-11-01-1656','S69-24','tuzhyAuMnBaJ', 'SU')
('SL22517-2022-11-02-1718','S72-14','PUAPfWOgb', 'UB')
('AC04652-2022-11-01-1710','A95-18','wShaNrvCAtaJNiV', 'SU')
('AC04652-2022-11-01-1711','A96-1','RDDy', 'LB')
('SL22517-2022-11-01-1701','S71-21','w', 'MB')
('SL04652-2022-11-01-1693','S71-13','KSheNaaz', 'MB')
('SL22517-2022-11-01-1709','S72-5','nKFkbApbsL', 'MB')
('SL04652-2022-11-02-1683','S71-3','knfgPwPrY', 'UB')
('AC04652-2022-11-01-1754','A98-8','EUeZgUvzeLltOcc', 'LB')
('AC04652-2022-11-01-1755','A98-9','pdpC', 'UB')
('SL04652-2022-11-01-1717','S72-13','vtI', 'MB')
('SL22517-2022-11-01-1745','S73-17','wnI', 'LB')
('AC04652-2022-11-01-1779','A99-15','EV', 'UB')
('SL22517-2022-11-02-1764','S74-12','nWY', 'LB')
('SL04652-2022-11-02-1713','S72-9','KUvJyXFFFyY', 'LB')
('SL22517-2022-11-01-1752','S73-24','wvQwxxyNnb', 'SU')
('SL22517-2022-11-01-1755','S74-3','yDF', 'UB')
('SL04652-2022-11-02-1723','S72-19','eXftVzjsOiX', 'UB')
('AC12058-2022-11-01-1740','A97-12','lFvgbZyuMwCysJ', 'SU')
('AC04652-2022-11-01-1804','A101-4','JiXxQzoBdr', 'UB')
('SL04652-2022-11-02-1734','S73-6','QTcZEuqPlYAU', 'UB')
('AC12058-2022-11-01-1757','A98-11','Bke', 'SL')
('AC22517-2022-11-02-1804','A101-4','ogvzMZmmrmIlTSIS', 'UB')
('SL22517-2022-11-02-1804','S76-4','vgWuxALKOLTreSK', 'LB')
('SL22517-2022-11-01-1795','S75-19','ttZzrsLm', 'UB')
('AC22517-2022-11-02-1813','A101-13','iTmeR', 'LB')
('AC04652-2022-11-01-1829','A102-11','aJArDGvnpLF', 'SL')
('AC22517-2022-11-02-1817','A101-17','xzqiXecJwwAPQM', 'SL')
('AC04652-2022-11-02-1711','A96-1','OpZaiww', 'LB')
('AC22517-2022-11-02-1819','A102-1','ehsg', 'LB')
('SL04652-2022-11-01-1765','S74-13','kklDoScQsXTrSP', 'MB')
('AC22517-2022-11-01-1724','A96-14','fulFcatqch', 'LB')
('SL04652-2022-11-02-1759','S74-7','SLeRTfLT', 'SL')
('AC12058-2022-11-01-1794','A100-12','HrR', 'SU')
('SL22517-2022-11-02-1819','S76-19','TiYUqHrPedoPKn', 'UB')
('AC12058-2022-11-01-1800','A100-18','l', 'SU')
('SL04652-2022-11-01-1777','S75-1','yiIPjJdJmpSPrt', 'LB')
('SL04652-2022-11-02-1773','S74-21','rZAfEqwhKNTJLPN', 'MB')
('AC22517-2022-11-02-1834','A102-16','jTwVgiR', 'UB')
('SL04652-2022-11-01-1781','S75-5','Zcf', 'MB')
('AC04652-2022-11-02-1769','A99-5','ze', 'SL')
('SL12058-2022-11-01-1826','S77-2','Nn', 'MB')
('AC04652-2022-11-02-1772','A99-8','dwNdFciEV', 'LB')
('SL22517-2022-11-02-1858','S78-10','LLxTULNKNqutg', 'MB')
('AC22517-2022-11-01-1812','A101-12','BTRoc', 'SU')
('AC04652-2022-11-01-1989','A111-9','FPtKeD', 'UB')
('SL04652-2022-11-01-1996','S84-4','DkQpnGkkvEDtB', 'LB')
('SL04652-2022-11-01-1997','S84-5','QSHmHQsSjNa', 'MB')
('AC04652-2022-11-02-1912','A107-4','nJWQ', 'UB')
('SL12058-2022-11-01-1947','S82-3','ckVvhwkTqiEf', 'UB')
('SL12058-2022-11-01-1948','S82-4','k', 'LB')
('AC22517-2022-11-02-2017','A113-1','ApOXwHP', 'LB')
('AC04652-2022-11-02-1915','A107-7','WeCqUsdwuknETH', 'LB')
('AC04652-2022-11-02-1919','A107-11','XpPbmh', 'SL')
('SL04652-2022-11-01-2006','S84-14','tzCnDWWEiJgchjE', 'UB')
('SL04652-2022-11-02-1955','S82-11','CsvbyYURWnHV', 'UB')
('SL04652-2022-11-02-1956','S82-12','cgHXixgDqEo', 'LB')
('AC12058-2022-11-01-1995','A111-15','CIzWTkJqziMqch', 'UB')
('AC04652-2022-11-01-2031','A113-15','CQ', 'UB')
('AC04652-2022-11-02-1925','A107-17','OJyvRhEpnMSWrbL', 'SL')
('SL12058-2022-11-01-1967','S82-23','wfQCpyRuIzbKGTuH', 'SL')
('SL04652-2022-11-02-1960','S82-16','LnVf', 'SU')
('SL22517-2022-11-01-2013','S84-21','jOzkIklGBvZG', 'MB')
('AC22517-2022-11-02-2036','A114-2','BxymsdvKijPlI', 'LB')
('SL12058-2022-11-01-1973','S83-5','qAUJXEB', 'MB')
('AC22517-2022-11-01-1924','A107-16','aUr', 'UB')
('AC22517-2022-11-02-2040','A114-6','gmiPMLPVVn', 'SU')
('SL04652-2022-11-02-1967','S82-23','BJX', 'SL')
('AC22517-2022-11-01-1927','A108-1','IIdfDVPNuA', 'LB')
('SL04652-2022-11-01-2026','S85-10','HrDjamVKBmpic', 'MB')
('SL04652-2022-11-01-2027','S85-11','iBZko', 'UB')
('AC22517-2022-11-02-2045','A114-11','YpjgvcuJm', 'SL')
('AC12058-2022-11-01-2009','A112-11','NhkofTbaGhGwY', 'SL')
('AC04652-2022-11-01-2045','A114-11','dTMLL', 'SL')
('SL12058-2022-11-01-1988','S83-20','YHFwzQlKuHVUb', 'LB')
('AC04652-2022-11-02-1944','A108-18','uVKNamgsX', 'SU')
('AC22517-2022-11-02-2055','A115-3','LMnI', 'UB')
('AC04652-2022-11-02-1953','A109-9','uB', 'UB')
('AC22517-2022-11-02-2058','A115-6','s', 'SU')
('SL12058-2022-11-01-2006','S84-14','JeRK', 'UB')
('SL22517-2022-11-02-2050','S86-10','CqnJknRWuvcd', 'MB')
('SL04652-2022-11-02-1994','S84-2','dHqJR', 'MB')
('AC04652-2022-11-01-2066','A115-14','UgmzeO', 'LB')
('SL04652-2022-11-01-2060','S86-20','dvhB', 'LB')
('SL04652-2022-11-02-2027','S85-11','ccxkGbdQrUL', 'UB')
('SL04652-2022-11-02-2028','S85-12','WUFIGdjLqdWcLbB', 'LB')
('AC04652-2022-11-01-2100','A117-12','lJZHmsvaGVaUg', 'SU')
('AC22517-2022-11-01-1993','A111-13','zpmPkiwHkUGuUD', 'LB')
('AC04652-2022-11-02-2017','A113-1','jGwRaWQCp', 'LB')
('AC22517-2022-11-02-2113','A118-7','cBO', 'LB')
('SL04652-2022-11-01-2113','S89-1','Rn', 'LB')
('AC04652-2022-11-01-2119','A118-13','YNTbkXRCSjAgb', 'LB')
('SL22517-2022-11-01-2088','S87-24','gp', 'SU')
('SL22517-2022-11-02-2104','S88-16','yXraTi', 'SU')
('SL22517-2022-11-01-2094','S88-6','InoU', 'UB')
('SL04652-2022-11-02-2055','S86-15','xWM', 'SL')
('SL22517-2022-11-01-2096','S88-8','CXisELGI', 'SU')
('SL04652-2022-11-02-2060','S86-20','RN', 'LB')
('AC22517-2022-11-02-2126','A119-2','TJ', 'LB')
('SL04652-2022-11-02-2061','S86-21','e', 'MB')
('AC12058-2022-11-01-2087','A116-17','SUuPHfig', 'SL')
('AC22517-2022-11-02-2129','A119-5','kzxmxQn', 'SL')
('AC12058-2022-11-01-2090','A117-2','SioHSSDn', 'LB')
('SL04652-2022-11-01-2120','S89-8','JJZjrRMyHGJ', 'SU')
('SL04652-2022-11-02-2067','S87-3','InDTIRLXDFPhL', 'UB')
('SL22517-2022-11-01-2108','S88-20','daYykO', 'LB')
('AC04652-2022-11-01-2141','A119-17','tvCAJCSyv', 'SL')
('SL12058-2022-11-01-2118','S89-6','yOr', 'UB')
('SL04652-2022-11-01-2158','S90-22','chV', 'UB')
('SL04652-2022-11-02-2122','S89-10','FFjwvgWpayUM', 'MB')
('AC12058-2022-11-01-2123','A118-17','JthJZF', 'SL')
('AC22517-2022-11-02-2172','A121-12','gdbEyaUAwinLk', 'SU')
('AC04652-2022-11-02-2086','A116-16','WvskCRNrMJFxKm', 'UB')
('AC22517-2022-11-01-2072','A116-2','fIhJSxSrUiI', 'LB')
('AC04652-2022-11-01-2196','A122-18','MxEQljwOjVDh', 'SU')
('AC12058-2022-11-01-2131','A119-7','GFnktSjYm', 'LB')
('SL22517-2022-11-02-2168','S91-8','eyor', 'SU')
('AC04652-2022-11-01-2205','A123-9','uHgAhRjeNhp', 'UB')
('SL04652-2022-11-02-2143','S90-7','KpdRadJIlfxFm', 'SL')
('SL04652-2022-11-02-2145','S90-9','LdVWYtmxZ', 'LB')
('SL04652-2022-11-01-2178','S91-18','VnflDDpl', 'MB')
('SL22517-2022-11-01-2175','S91-15','OcAeFkp', 'SL')
('SL22517-2022-11-02-2181','S91-21','kHmrxEYOaBDXfV', 'MB')
('AC22517-2022-11-01-2093','A117-5','xNGaTNXKSY', 'SL')
('AC04652-2022-11-01-2215','A124-1','EnYaQ', 'LB')
('SL12058-2022-11-01-2147','S90-11','YJWPQxTP', 'UB')
('SL12058-2022-11-01-2148','S90-12','xokpY', 'LB')
('SL04652-2022-11-01-2190','S92-6','nDGWnQt', 'UB')
('SL04652-2022-11-02-2156','S90-20','GiBRFNypndcEfsw', 'LB')
('AC22517-2022-11-02-2210','A123-14','p', 'LB')
('SL04652-2022-11-02-2158','S90-22','tWCPRRBsCkHerpJ', 'UB')
('AC04652-2022-11-02-2122','A118-16','aoQEemVizPe', 'UB')
('SL22517-2022-11-02-2193','S92-9','HbgDSgGsVQ', 'LB')
('AC12058-2022-11-01-2164','A121-4','hv', 'UB')
('SL04652-2022-11-02-2184','S91-24','StNMqJkvniM', 'SU')
('AC04652-2022-11-02-2150','A120-8','nDbcPei', 'LB')
('SL04652-2022-11-02-2188','S92-4','uDXRhEARjUoTIW', 'LB')
('AC22517-2022-11-01-2126','A119-2','kvzB', 'LB')
('SL22517-2022-11-01-2212','S93-4','SRamHXtGQtJ', 'LB')
('AC04652-2022-11-01-2249','A125-17','fMqQKSQJOtqLItpi', 'SL')
('SL12058-2022-11-01-2184','S91-24','OB', 'SU')
('AC04652-2022-11-01-2250','A125-18','txlRDkZBYTRLdM', 'SU')
('AC22517-2022-11-01-2137','A119-13','TDW', 'LB')
('SL22517-2022-11-02-2230','S93-22','aG', 'UB')
('SL12058-2022-11-01-2198','S92-14','dlbyZVRYZ', 'UB')
('AC12058-2022-11-01-2202','A123-6','HwyIAFYRvMLWOP', 'SU')
('SL12058-2022-11-01-2200','S92-16','flcGRuOQqDxqu', 'SU')
('SL04652-2022-11-01-2238','S94-6','IHjpxhnQSKDCnRmp', 'UB')
('SL04652-2022-11-02-2209','S93-1','GwPytKKibaysqh', 'LB')
('SL04652-2022-11-01-2239','S94-7','WyEjkQxt', 'SL')
('SL12058-2022-11-01-2203','S92-19','ZxOvMWbnXnJaguoa', 'UB')
('AC12058-2022-11-01-2209','A123-13','v', 'LB')
('SL22517-2022-11-02-2242','S94-10','XsSxBAqczYrZgpgm', 'MB')
('AC12058-2022-11-01-2213','A123-17','DtThWUxiPIpd', 'SL')
('SL04652-2022-11-02-2217','S93-9','wniYzX', 'LB')
('AC22517-2022-11-01-2153','A120-11','qgD', 'SL')
('SL12058-2022-11-01-2211','S93-3','bejkJMqVX', 'UB')
('AC12058-2022-11-01-2215','A124-1','asmcZkw', 'LB')
('AC04652-2022-11-01-2273','A127-5','FtPdYNLWkXAn', 'SL')
('AC22517-2022-11-02-2263','A126-13','iqLMdUm', 'LB')
('AC04652-2022-11-01-2276','A127-8','FSEGmcFgE', 'LB')
('AC12058-2022-11-01-2217','A124-3','qLpnXS', 'UB')
('SL04652-2022-11-02-2222','S93-14','NfavEcxlXcegHh', 'UB')
('AC22517-2022-11-01-2158','A120-16','kh', 'UB')
('SL04652-2022-11-02-2223','S93-15','h', 'SL')
('AC22517-2022-11-01-2161','A121-1','kaHfOcVRkDl', 'LB')
('SL12058-2022-11-01-2226','S93-18','WcDhprH', 'MB')
('SL12058-2022-11-01-2227','S93-19','DwrcrynTwMVpm', 'UB')
('AC04652-2022-11-01-2285','A127-17','CWBnBm', 'SL')
('AC04652-2022-11-02-2180','A122-2','HCmoimsoFM', 'LB')
('SL04652-2022-11-02-2235','S94-3','GDmhQAhbmF', 'UB')
('AC04652-2022-11-01-2287','A128-1','xqFCXlszaibGOLlt', 'LB')
('AC04652-2022-11-01-2288','A128-2','agEfg', 'LB')
('AC04652-2022-11-01-2298','A128-12','tewPFUgoRbiLPJiy', 'SU')
('AC22517-2022-11-02-2286','A127-18','VmdsKbtSgQVLKRzz', 'SU')
('SL04652-2022-11-01-2282','S96-2','AZHgWPttGpeFpp', 'MB')
('AC12058-2022-11-01-2250','A125-18','UlaFlONwqLLSvfhk', 'SU')
('SL04652-2022-11-02-2257','S95-1','QUb', 'LB')
('SL04652-2022-11-01-2286','S96-6','qIGrEZvHvBvO', 'UB')
('SL22517-2022-11-02-2287','S96-7','TDPVJ', 'SL')
('AC12058-2022-11-01-2256','A126-6','jmfbMO', 'SU')
('SL04652-2022-11-01-2288','S96-8','b', 'SU')
('SL22517-2022-11-02-2291','S96-11','DaTAWhfxo', 'UB')
('SL12058-2022-11-01-2254','S94-22','gmtfYOdWiQ', 'UB')
('AC04652-2022-11-01-2313','A129-9','CcMpGJtg', 'UB')
('SL22517-2022-11-01-2289','S96-9','rJEwvVyGrVz', 'LB')
('AC12058-2022-11-01-2267','A126-17','FoTQSLMXSkVcy', 'SL')
('SL04652-2022-11-02-2276','S95-20','UMvqFWjry', 'LB')
('AC04652-2022-11-01-2326','A130-4','GXKP', 'UB')
('SL22517-2022-11-01-2296','S96-16','CbN', 'SU')
('AC22517-2022-11-02-2309','A129-5','YWIJyeliqB', 'SL')
('AC22517-2022-11-01-2205','A123-9','JyTEVsNlmQmTFPtW', 'UB')
('AC04652-2022-11-01-2336','A130-14','lopyaskvD', 'LB')
('SL12058-2022-11-01-2280','S95-24','qSPrS', 'SU')
('AC22517-2022-11-02-2323','A130-1','RYMZNGxoSswBq', 'LB')
('AC12058-2022-11-01-2293','A128-7','BZrOnRYiWpWh', 'LB')
('AC04652-2022-11-02-2245','A125-13','mli', 'LB')
('AC04652-2022-11-02-2246','A125-14','aCfFund', 'LB')
('AC04652-2022-11-02-2248','A125-16','dZxKUtYPSsyNp', 'UB')
('SL04652-2022-11-01-2324','S97-20','VguEo', 'LB')
('SL04652-2022-11-02-2294','S96-14','CwZ', 'UB')
('AC12058-2022-11-01-2302','A128-16','wNARlNAtWbagEF', 'UB')
('SL04652-2022-11-02-2296','S96-16','rvLgGhJmBhrxzh', 'SU')
('AC12058-2022-11-01-2307','A129-3','Gn', 'UB')
('AC04652-2022-11-01-2357','A131-17','qYrJZKct', 'SL')
('AC22517-2022-11-01-2234','A125-2','IbXhUWpalyx', 'LB')
('AC04652-2022-11-02-2263','A126-13','E', 'LB')
('SL22517-2022-11-01-2331','S98-3','T', 'UB')
('AC04652-2022-11-01-2364','A132-6','bNMPbZucAcbml', 'SU')
('AC22517-2022-11-01-2239','A125-7','hyqywCVIrZjWd', 'LB')
('SL22517-2022-11-02-2342','S98-14','pZucRZN', 'UB')
('AC12058-2022-11-01-2317','A129-13','gqxHwNgizdxN', 'LB')
('SL12058-2022-11-01-2312','S97-8','MWSnBtYsSp', 'SU')
('AC22517-2022-11-02-2353','A131-13','YxyFlcmEx', 'LB')
('AC22517-2022-11-01-2241','A125-9','cgZevWFcVlnXQ', 'UB')
('AC22517-2022-11-02-2356','A131-16','dV', 'UB')
('AC12058-2022-11-01-2321','A129-17','DUrRPyZxlR', 'SL')
('AC04652-2022-11-01-2378','A133-2','rbAsolyPLuFn', 'LB')
('SL22517-2022-11-01-2348','S98-20','BdUATsfDYM', 'LB')
('SL12058-2022-11-01-2328','S97-24','PNBTbJNj', 'SU')
('AC22517-2022-11-01-2251','A126-1','m', 'LB')
('AC22517-2022-11-01-2253','A126-3','gtUl', 'UB')
('AC22517-2022-11-02-2372','A132-14','qoHdKQHYp', 'LB')
('SL12058-2022-11-01-2332','S98-4','sxaRqKvm', 'LB')
('AC22517-2022-11-01-2256','A126-6','JFUbvDlInzpzfBjz', 'SU')
('SL04652-2022-11-01-2359','S99-7','hhVGpdSQHTJs', 'SL')
('SL22517-2022-11-02-2356','S99-4','BpnHyY', 'LB')
('SL22517-2022-11-01-2360','S99-8','JoQ', 'SU')
('SL22517-2022-11-02-2359','S99-7','DRRXDcEWvDnzZOLU', 'SL')
('AC04652-2022-11-02-2316','A129-12','cLlOewtic', 'SU')
('SL22517-2022-11-01-2380','S100-4','wTJtYgRFP', 'LB')
('SL04652-2022-11-01-2386','S100-10','gzb', 'MB')
('AC04652-2022-11-01-2404','A134-10','aqQTOPcrhgC', 'UB')
('AC04652-2022-11-01-2408','A134-14','tEXJWiDcQbjNxCwV', 'LB')
('AC12058-2022-11-01-2366','A132-8','DGMGDqtnTbDFqCxb', 'LB')
('AC22517-2022-11-02-2392','A133-16','igyekaBoBHbCIKli', 'UB')
('SL22517-2022-11-01-2386','S100-10','RFTG', 'MB')
('AC04652-2022-11-02-2323','A130-1','hSvFUYi', 'LB')
('SL22517-2022-11-01-2390','S100-14','WHzpsBKgTEWOFd', 'UB')
('SL12058-2022-11-01-2367','S99-15','BCOeaCYybwqvLE', 'SL')
('AC12058-2022-11-01-2387','A133-11','UPCvFzOJR', 'SL')
('SL22517-2022-11-02-2422','S101-22','pghfvjp', 'UB')
('SL22517-2022-11-01-2416','S101-16','mbvh', 'SU')
('SL04652-2022-11-02-2400','S100-24','K', 'SU')
('SL22517-2022-11-01-2424','S101-24','TGCMZKdYK', 'SU')
('AC22517-2022-11-02-2451','A137-3','kNKOeep', 'UB')
('SL04652-2022-11-01-2440','S102-16','sARmjb', 'SU')
('AC22517-2022-11-02-2457','A137-9','ntKsU', 'UB')
('AC04652-2022-11-02-2402','A134-8','mfnGJRzIiOTU', 'LB')
('AC22517-2022-11-01-2358','A131-18','ydcpgoN', 'SU')
('SL12058-2022-11-01-2421','S101-21','KGcPspuAbVy', 'MB')
('SL22517-2022-11-01-2456','S103-8','IazCnu', 'SU')
('SL04652-2022-11-01-2455','S103-7','CqQZiV', 'SL')
('SL04652-2022-11-01-2456','S103-8','oHryhFqOJeQV', 'SU')
('AC04652-2022-11-02-2415','A135-3','jIwfJGyskPFKgSNi', 'UB')
('SL04652-2022-11-02-2500','S105-4','TubNIGTVuO', 'LB')
('AC22517-2022-11-02-2541','A142-3','Kz', 'UB')
('SL22517-2022-11-01-2522','S106-2','mLEowmJzU', 'MB')
('AC04652-2022-11-02-2474','A138-8','AKdKTvhTNLF', 'LB')
('AC04652-2022-11-01-2565','A143-9','OInRL', 'UB')
('AC22517-2022-11-01-2426','A135-14','XC', 'LB')
('AC04652-2022-11-02-2475','A138-9','zduDwq', 'UB')
('SL12058-2022-11-01-2503','S105-7','S', 'SL')
('SL04652-2022-11-02-2508','S105-12','HzJaRnYzp', 'LB')
('AC04652-2022-11-01-2578','A144-4','YjlIyBVjh', 'UB')
('SL04652-2022-11-01-2549','S107-5','RMFXIpWwY', 'MB')
('AC04652-2022-11-02-2484','A138-18','FhsaJQHnpqks', 'SU')
('SL04652-2022-11-01-2551','S107-7','WKFgODkY', 'SL')
('AC12058-2022-11-01-2540','A142-2','ZiRxPXk', 'LB')
('SL22517-2022-11-02-2556','S107-12','HGEeUQol', 'LB')
('AC04652-2022-11-02-2494','A139-10','zoX', 'UB')
('AC04652-2022-11-02-2495','A139-11','eYEjQQFxFnN', 'SL')
('SL22517-2022-11-02-2557','S107-13','JsjDxQegyl', 'MB')
('AC04652-2022-11-01-2591','A144-17','IwvMxkwALRExaBj', 'SL')
('AC04652-2022-11-02-2499','A139-15','NhjmFyKlENNDaVA', 'UB')
('AC04652-2022-11-01-2594','A145-2','cMlWhILz', 'LB')
('SL04652-2022-11-02-2519','S105-23','PMfhoZNro', 'SL')
('AC04652-2022-11-01-2595','A145-3','RAXWHmgbQAaoFTBF', 'UB')
('AC04652-2022-11-01-2596','A145-4','fguqO', 'UB')
('AC12058-2022-11-01-2549','A142-11','aHZAAkNtTyUC', 'SL')
('SL12058-2022-11-01-2524','S106-4','ezzBMuAtuYF', 'LB')
('SL04652-2022-11-02-2525','S106-5','xvb', 'MB')
('SL04652-2022-11-01-2565','S107-21','qscFnoyj', 'MB')
('SL22517-2022-11-02-2566','S107-22','woiuNUqNswrUkCo', 'UB')
('SL22517-2022-11-02-2567','S107-23','oVvz', 'SL')
('AC22517-2022-11-01-2449','A137-1','MDRD', 'LB')
('SL04652-2022-11-01-2567','S107-23','pfLRNtpGrrDG', 'SL')
('AC04652-2022-11-01-2603','A145-11','kIgXpRrnxGfqkhZN', 'SL')
('SL12058-2022-11-01-2534','S106-14','rAlrsbZ', 'UB')
('SL12058-2022-11-01-2535','S106-15','XsiykldIiHK', 'SL')
('AC12058-2022-11-01-2559','A143-3','dbKLYWylYwMSAB', 'UB')
('AC04652-2022-11-01-2621','A146-11','FLRsIXdLDpE', 'SL')
('SL12058-2022-11-01-2547','S107-3','whSLNu', 'UB')
('AC22517-2022-11-02-2599','A145-7','Dozt', 'LB')
('AC04652-2022-11-02-2528','A141-8','PPhXLpRTvKRJcxz', 'LB')
('SL22517-2022-11-01-2569','S108-1','axAOYzWDgYo', 'LB')
('SL22517-2022-11-01-2570','S108-2','NdsbXNyGlFtRFkeu', 'MB')
('AC04652-2022-11-02-2531','A141-11','ERuNrGwVQTbJ', 'SL')
('SL12058-2022-11-01-2553','S107-9','jFOOeU', 'LB')
('AC12058-2022-11-01-2576','A144-2','eUDyiLnkOyzExp', 'LB')
('SL22517-2022-11-01-2580','S108-12','NBAQj', 'LB')
('AC04652-2022-11-02-2538','A141-18','gmDMdVAvOKNyCk', 'SU')
