('AC04652-2022-11-01-1730','A97-2','ZupvcVggEpzE', 'LB')
('SL04652-2022-11-02-8314','S347-10','NWMiOIsXIButvTZ', 'MB')
('AC04652-2022-11-01-8648','A481-8','zSqoFsO', 'LB')
('AC04652-2022-11-01-8649','A481-9','FPNQPvXAdIs', 'UB')
('AC12058-2022-11-01-8381','A466-11','iDrIQNsZxi', 'SL')
('SL12058-2022-11-01-8165','S341-5','xvwgUfrcF', 'MB')
('AC04652-2022-11-02-8426','A469-2','KJkvapPXiJgPY', 'LB')
('SL12058-2022-11-01-8166','S341-6','ZiLWPHdBPNemsqm', 'UB')
('SL12058-2022-11-01-8177','S341-17','UvIcmY', 'LB')
('AC12058-2022-11-01-8391','A467-3','XkJkxGLmvZmR', 'UB')
('AC22517-2022-11-02-8477','A471-17','DqrYqlRPJXwGDXT', 'SL')
('AC22517-2022-11-02-8479','A472-1','zily', 'LB')
('AC22517-2022-11-01-8394','A467-6','OzxrwVSSnYzaw', 'SU')
('AC04652-2022-11-01-8669','A482-11','EiiWLYmBuThxs', 'SL')
('SL04652-2022-11-01-8382','S350-6','iUvKuMqvar', 'UB')
('SL04652-2022-11-01-8409','S351-9','ZqAmPHZnGEs', 'LB')
('SL04652-2022-11-01-8410','S351-10','jn', 'MB')
('SL04652-2022-11-01-8411','S351-11','KO', 'UB')
('SL04652-2022-11-01-8420','S351-20','LRWM', 'LB')
('AC04652-2022-11-01-8735','A486-5','vFyLhsT', 'SL')
('AC22517-2022-11-01-8474','A471-14','rOiNWhTgopsm', 'LB')
('SL22517-2022-11-01-8363','S349-11','VtkuiADRkBe', 'UB')
('SL22517-2022-11-01-8368','S349-16','hmcGNEuSPY', 'SU')
('SL12058-2022-11-01-8286','S346-6','E', 'UB')
('AC22517-2022-11-01-8492','A472-14','RDdwleAaudnIt', 'LB')
('AC12058-2022-11-01-8486','A472-8','SPJzoUju', 'LB')
('SL22517-2022-11-01-8380','S350-4','nebs', 'LB')
('AC12058-2022-11-01-8489','A472-11','ChblDZaxICS', 'SL')
('SL04652-2022-11-02-8439','S352-15','JQWu', 'SL')
('SL04652-2022-11-01-8460','S353-12','gtPNjzCKXLKBXA', 'LB')
('SL04652-2022-11-02-8482','S354-10','qeppElggNSNb', 'MB')
('AC04652-2022-11-01-8807','A490-5','CLdvRSFQqdxwNwi', 'SL')
('AC04652-2022-11-01-8808','A490-6','zzSwW', 'SU')
('AC04652-2022-11-02-8614','A479-10','rmu', 'UB')
('SL04652-2022-11-01-8515','S355-19','YWwIs', 'UB')
('SL22517-2022-11-01-8447','S352-23','eTAJVsdl', 'SL')
('AC22517-2022-11-02-8656','A481-16','YpCTLXkT', 'UB')
('AC12058-2022-11-01-8569','A477-1','tyPAjfKSkTxMbBrm', 'LB')
('SL04652-2022-11-02-8512','S355-16','HGkHvcjiXxvkjTPT', 'SU')
('SL04652-2022-11-02-8516','S355-20','JGjtUPCgUHOQG', 'LB')
('SL04652-2022-11-02-8517','S355-21','KzVAdJlRgEBCDUCy', 'MB')
('SL22517-2022-11-01-8511','S355-15','iKe', 'SL')
('SL22517-2022-11-01-8527','S356-7','QAKpozyesZeEzwVS', 'SL')
('AC12058-2022-11-01-8641','A481-1','codLZgZBGLkvtiu', 'LB')
('SL04652-2022-11-01-8587','S358-19','nTpNpyKJf', 'UB')
('SL04652-2022-11-01-8588','S358-20','tD', 'LB')
('AC04652-2022-11-02-8699','A484-5','Owv', 'SL')
('SL12058-2022-11-01-8429','S352-5','frW', 'MB')
('SL04652-2022-11-01-8594','S359-2','kUJdyslAKIIuDhNA', 'MB')
('AC04652-2022-11-02-8704','A484-10','jpzvyKjrMX', 'UB')
('SL22517-2022-11-02-8565','S357-21','yugBTMr', 'MB')
('AC22517-2022-11-02-8737','A486-7','TQVfautj', 'LB')
('AC12058-2022-11-01-8656','A481-16','kTNvKzvtFr', 'UB')
('AC22517-2022-11-01-8669','A482-11','VpLXGJo', 'SL')
('AC22517-2022-11-01-8686','A483-10','RQIbp', 'UB')
('SL22517-2022-11-02-8589','S358-21','PUgiSxrFqVaNgH', 'MB')
('AC12058-2022-11-01-8686','A483-10','mWSaElfYtySo', 'UB')
('AC12058-2022-11-01-8687','A483-11','ErCrUynZMInJ', 'SL')
('SL04652-2022-11-02-8651','S361-11','jS', 'UB')
('SL12058-2022-11-01-8496','S354-24','XbpaSOsLNP', 'SU')
('AC04652-2022-11-02-8763','A487-15','KebhBq', 'UB')
('SL22517-2022-11-02-8641','S361-1','aytxoBaoHr', 'LB')
('SL22517-2022-11-01-8621','S360-5','gKTveoYEXhwV', 'MB')
('AC04652-2022-11-02-8810','A490-8','XkerjlHcZjehdUrX', 'LB')
('SL04652-2022-11-01-8692','S363-4','gcNcBEFmvWUA', 'LB')
('AC04652-2022-11-01-9038','A503-2','e', 'LB')
('SL04652-2022-11-02-8712','S363-24','rLprGjGuiezf', 'SU')
('SL22517-2022-11-02-8680','S362-16','qFpIwCcjihjMVgHe', 'SU')
('SL12058-2022-11-01-8551','S357-7','RRhP', 'SL')
('AC22517-2022-11-02-8835','A491-15','wz', 'UB')
('SL04652-2022-11-02-8715','S364-3','WRgCJt', 'UB')
('SL22517-2022-11-01-8661','S361-21','QDEJoJ', 'MB')
('AC12058-2022-11-01-8762','A487-14','RlHMyIGBZKeOBmg', 'LB')
('SL22517-2022-11-02-8705','S363-17','AKWoaBbj', 'LB')
('AC22517-2022-11-01-8789','A489-5','IJBqgOBst', 'SL')
('SL04652-2022-11-02-8775','S366-15','DQbdsddwlfjxymgV', 'SL')
('SL12058-2022-11-01-8611','S359-19','TCqkNDWleeBXlTj', 'UB')
('SL22517-2022-11-02-8808','S367-24','WdEmKbhsLbh', 'SU')
('SL12058-2022-11-01-8681','S362-17','RDvUpzwCK', 'LB')
('AC12058-2022-11-01-8892','A494-18','rampDwbydmXBLf', 'SU')
('SL04652-2022-11-01-8819','S368-11','Q', 'UB')
('AC22517-2022-11-02-8960','A498-14','mnMPaZdebSS', 'LB')
('SL04652-2022-11-01-8824','S368-16','T', 'SU')
('SL04652-2022-11-02-8851','S369-19','LgXtbBAxzQim', 'UB')
('AC22517-2022-11-02-8962','A498-16','dh', 'UB')
('SL12058-2022-11-01-8700','S363-12','XqMICwGCPnDvxml', 'LB')
('SL22517-2022-11-02-8842','S369-10','cDMGsxJQdqQYbR', 'MB')
('SL22517-2022-11-01-8802','S367-18','HRjN', 'MB')
('SL04652-2022-11-01-8864','S370-8','ThyltqzWBuXo', 'SU')
('AC22517-2022-11-01-8947','A498-1','WkLjpDZfFrm', 'LB')
('SL12058-2022-11-01-8729','S364-17','XCIdNRKHLP', 'LB')
('SL04652-2022-11-01-8943','S373-15','qWxEmabVaU', 'SL')
('SL12058-2022-11-01-8798','S367-14','R', 'UB')
('SL04652-2022-11-01-8945','S373-17','PjaPXfCrepwlJ', 'LB')
('AC04652-2022-11-01-9282','A516-12','CTadrURxXkrchw', 'SU')
('SL22517-2022-11-01-8913','S372-9','imOkaNNHXY', 'LB')
('AC04652-2022-11-01-9287','A516-17','TpraWEDnl', 'SL')
('AC22517-2022-11-01-9032','A502-14','FletPyfvUe', 'LB')
('AC04652-2022-11-01-9303','A517-15','mMqdx', 'UB')
('AC22517-2022-11-01-9034','A502-16','buzedSS', 'UB')
('AC22517-2022-11-02-9084','A505-12','M', 'SU')
('AC22517-2022-11-01-9043','A503-7','mFGExJPQOskdX', 'LB')
('AC22517-2022-11-01-9044','A503-8','Vg', 'LB')
('SL04652-2022-11-02-9000','S375-24','DenEsZBEdAE', 'SU')
('AC22517-2022-11-02-9129','A508-3','deSPiB', 'UB')
('SL04652-2022-11-01-9014','S376-14','VlkIfhjoNYg', 'UB')
('SL22517-2022-11-02-8993','S375-17','hiQLBE', 'LB')
('AC22517-2022-11-01-9195','A511-15','ymDDb', 'UB')
('AC22517-2022-11-01-9196','A511-16','VbPIXFSTfSOs', 'UB')
('AC04652-2022-11-01-9465','A526-15','HcKh', 'UB')
('AC22517-2022-11-01-9294','A517-6','NztLK', 'SU')
('AC12058-2022-11-01-9305','A517-17','oIwaOqeyOVz', 'SL')
('AC22517-2022-11-02-9356','A520-14','achZpUApKEKAHDu', 'LB')
('AC12058-2022-11-01-9308','A518-2','n', 'LB')
('SL12058-2022-11-01-9108','S380-12','THEu', 'LB')
('SL22517-2022-11-01-9224','S385-8','jLEEdsJNY', 'SU')
('SL04652-2022-11-02-9272','S387-8','PuIAOLMeuPuO', 'SU')
('SL22517-2022-11-02-9273','S387-9','nJJllRZtojMI', 'LB')
('AC22517-2022-11-01-9361','A521-1','sioQMNknZdZ', 'LB')
('AC04652-2022-11-01-9632','A536-2','VJeekaCPCsw', 'LB')
('SL04652-2022-11-01-9260','S386-20','OAHjAgiuOM', 'LB')
('AC04652-2022-11-01-9636','A536-6','SLMcTPnpIu', 'SU')
('AC22517-2022-11-01-9364','A521-4','RPgM', 'UB')
('SL12058-2022-11-01-9159','S382-15','TdUTQDkZaWwHnVJ', 'SL')
('AC04652-2022-11-01-9638','A536-8','OeMnbTKAIsLLc', 'LB')
('SL22517-2022-11-01-9238','S385-22','tGcZcWAbEls', 'UB')
('SL12058-2022-11-01-9160','S382-16','d', 'SU')
('SL04652-2022-11-01-9292','S388-4','cuaKztZiCS', 'LB')
('AC22517-2022-11-01-9395','A522-17','o', 'SL')
('SL22517-2022-11-01-9257','S386-17','fP', 'LB')
('SL22517-2022-11-02-9308','S388-20','VrsTbbAh', 'LB')
('SL22517-2022-11-02-9314','S389-2','yLGfMKbId', 'MB')
('AC04652-2022-11-01-9662','A537-14','fNpMXuD', 'LB')
('SL12058-2022-11-01-9196','S384-4','GrqwthCI', 'LB')
('AC22517-2022-11-02-9428','A524-14','HkOTmmACn', 'LB')
('SL22517-2022-11-01-9277','S387-13','cyur', 'MB')
('AC22517-2022-11-02-9434','A525-2','mDoBiQTRpmLHfZ', 'LB')
('SL22517-2022-11-02-9325','S389-13','DIxtmRalgAHkRh', 'MB')
('AC12058-2022-11-01-9394','A522-16','AsYFmOiZMrCjL', 'UB')
('SL12058-2022-11-01-9210','S384-18','bRBQvUtyvdBY', 'MB')
('SL22517-2022-11-02-9328','S389-16','JtDKSgs', 'SU')
('AC22517-2022-11-01-9421','A524-7','uSOYhc', 'LB')
('AC04652-2022-11-01-9677','A538-11','AHmztpcNwzzwM', 'SL')
('AC22517-2022-11-02-9444','A525-12','Y', 'SU')
('AC22517-2022-11-02-9445','A525-13','T', 'LB')
('SL12058-2022-11-01-9212','S384-20','fzuYbAWMuaKUBwYG', 'LB')
('AC12058-2022-11-01-9400','A523-4','yzniMbBNiWNONEf', 'UB')
('AC22517-2022-11-02-9448','A525-16','keCQ', 'UB')
('SL12058-2022-11-01-9215','S384-23','vFRuvjuQPfWqUAVE', 'SL')
('SL22517-2022-11-01-9289','S388-1','dONGx', 'LB')
('AC04652-2022-11-02-9455','A526-5','zorTtkynhwhJul', 'SL')
('AC22517-2022-11-01-9431','A524-17','lGOlVvMGZle', 'SL')
('SL04652-2022-11-01-9335','S389-23','ffNlabYXQ', 'SL')
('SL22517-2022-11-02-9337','S390-1','hBZfuftEX', 'LB')
('AC12058-2022-11-01-9412','A523-16','wU', 'UB')
('SL04652-2022-11-02-9347','S390-11','OatWAzeKJDYuRdU', 'UB')
('AC22517-2022-11-01-9441','A525-9','NqjkzqKuoRArFEjs', 'UB')
('SL04652-2022-11-01-9353','S390-17','UA', 'LB')
('AC12058-2022-11-01-9434','A525-2','Dvlvk', 'LB')
('SL22517-2022-11-01-9316','S389-4','R', 'LB')
('SL22517-2022-11-01-9317','S389-5','SjwySbX', 'MB')
('AC22517-2022-11-01-9459','A526-9','sxWmzORtWGWh', 'UB')
('AC04652-2022-11-02-9478','A527-10','BTRiwoPpPMVMDYGC', 'UB')
('SL04652-2022-11-01-9394','S392-10','xt', 'MB')
('SL22517-2022-11-02-9389','S392-5','z', 'MB')
('SL22517-2022-11-02-9390','S392-6','DzyIvhT', 'UB')
('AC04652-2022-11-01-9749','A542-11','EnWF', 'SL')
('SL22517-2022-11-02-9392','S392-8','kcKFzVaOyyE', 'SU')
('SL04652-2022-11-02-9398','S392-14','VJNr', 'UB')
('AC04652-2022-11-01-9764','A543-8','NA', 'LB')
('SL22517-2022-11-02-9417','S393-9','led', 'LB')
('SL04652-2022-11-02-9421','S393-13','lMDHMaKOoRuatUnW', 'MB')
('AC04652-2022-11-02-9528','A530-6','AXShtZ', 'SU')
('SL04652-2022-11-02-9425','S393-17','DGEevGwYbcygn', 'LB')
('AC12058-2022-11-01-9538','A530-16','KRGrPsUeBmWvSC', 'UB')
('SL04652-2022-11-02-9462','S395-6','kAg', 'UB')
('AC04652-2022-11-02-9569','A532-11','WZqcohTtYoZDOIM', 'SL')
('SL12058-2022-11-01-9333','S389-21','plZdwJH', 'MB')
('SL22517-2022-11-02-9459','S395-3','fSui', 'UB')
('SL04652-2022-11-01-9446','S394-14','snpnFdganrpSWSoB', 'UB')
('AC04652-2022-11-01-9819','A546-9','zsJsunNBydrv', 'UB')
('AC04652-2022-11-02-9571','A532-13','yZ', 'LB')
('SL22517-2022-11-02-9462','S395-6','hBhXxbvTNx', 'UB')
('AC22517-2022-11-01-9549','A531-9','RpdV', 'UB')
('SL22517-2022-11-02-9464','S395-8','DrFgzqrvBuEIcWFv', 'SU')
('AC22517-2022-11-02-9573','A532-15','fxjxR', 'UB')
('SL22517-2022-11-02-9466','S395-10','GiBcwqliFZset', 'MB')
('AC12058-2022-11-01-9566','A532-8','IZtvCyjqtTkPv', 'LB')
('SL22517-2022-11-02-9481','S396-1','lRdutfdNUpBMNod', 'LB')
('AC04652-2022-11-01-9838','A547-10','RO', 'UB')
('SL04652-2022-11-02-9490','S396-10','tkLT', 'MB')
('AC04652-2022-11-02-9586','A533-10','GSLkV', 'UB')
('AC22517-2022-11-02-9594','A533-18','UPedSBqpSAGaHjB', 'SU')
('AC12058-2022-11-01-9575','A532-17','oPhBcSVj', 'SL')
('AC12058-2022-11-01-9654','A537-6','jSLNiUJFWbn', 'SU')
('AC12058-2022-11-01-9655','A537-7','fMBVtd', 'LB')
('SL04652-2022-11-01-9548','S398-20','btpIYzxroBpZGr', 'LB')
('SL22517-2022-11-02-9572','S399-20','YwuMTZYsS', 'LB')
('SL12058-2022-11-01-9435','S394-3','DpgaMs', 'UB')
('AC12058-2022-11-01-9658','A537-10','dTqTfyskb', 'UB')
('SL22517-2022-11-01-9511','S397-7','uzTOSAoJV', 'SL')
('AC12058-2022-11-01-9661','A537-13','jGbSYDmbGd', 'LB')
('AC12058-2022-11-01-9662','A537-14','opGpmeh', 'LB')
('AC22517-2022-11-01-9649','A537-1','AWBWbgzNi', 'LB')
('SL04652-2022-11-02-9571','S399-19','gO', 'UB')
('AC04652-2022-11-02-9672','A538-6','NkoMhVlilBkb', 'SU')
('AC12058-2022-11-01-9675','A538-9','CJRhIyQwUG', 'UB')
('SL04652-2022-11-01-9570','S399-18','OpDcUOMENONrm', 'MB')
('AC04652-2022-11-02-9680','A538-14','fgQOBVVVrZJ', 'LB')
('SL22517-2022-11-01-9530','S398-2','VSnbR', 'MB')
('AC22517-2022-11-01-9663','A537-15','liqj', 'UB')
('SL04652-2022-11-02-9596','S400-20','s', 'LB')
('AC22517-2022-11-01-9701','A539-17','OdewlJC', 'SL')
('AC04652-2022-11-02-9720','A540-18','hiqgeO', 'SU')
('AC22517-2022-11-01-9713','A540-11','nYkEsEjFRrfaTxqi', 'SL')
('SL22517-2022-11-02-9643','S402-19','vTrTWyzkEDNho', 'UB')
('AC22517-2022-11-01-9714','A540-12','rHHvk', 'SU')
('AC22517-2022-11-01-9719','A540-17','KSVIYq', 'SL')
('AC22517-2022-11-02-9759','A543-3','my', 'UB')
('SL22517-2022-11-01-9564','S399-12','vCaesRVN', 'LB')
('AC04652-2022-11-02-9734','A541-14','hZkmcvyTgvVaE', 'LB')
('SL12058-2022-11-01-9491','S396-11','DSUqapJkXAL', 'UB')
('SL04652-2022-11-01-9633','S402-9','KPe', 'LB')
('AC22517-2022-11-02-9778','A544-4','XG', 'UB')
('SL12058-2022-11-01-9504','S396-24','oduzpzgfFJafVfXo', 'SU')
('SL04652-2022-11-01-9637','S402-13','JgtzD', 'MB')
('AC04652-2022-11-01-9996','A556-6','jRTUmaJSnbpzlV', 'SU')
('AC22517-2022-11-02-9815','A546-5','QOygIcpoqmOBMnMl', 'SL')
('AC22517-2022-11-01-9805','A545-13','NMcJZ', 'LB')
('AC12058-2022-11-01-9825','A546-15','MsrhPhMxnOFCRrhN', 'UB')
('AC12058-2022-11-01-9826','A546-16','xaobkVXRVnWgHPx', 'UB')
('AC04652-2022-11-01-10043','A558-17','HwWimu', 'SL')
('AC12058-2022-11-01-9829','A547-1','zBfbLJEGdyJ', 'LB')
('SL22517-2022-11-01-9644','S402-20','Cg', 'LB')
('AC04652-2022-11-02-9824','A546-14','bzdPNCQFGFk', 'LB')
('AC22517-2022-11-01-9815','A546-5','Qita', 'SL')
('AC12058-2022-11-01-9830','A547-2','BvRsoKvSl', 'LB')
('AC22517-2022-11-01-9817','A546-7','BWgDKCmxjfs', 'LB')
('AC22517-2022-11-02-9881','A549-17','rZmzaCnhiwnrfEE', 'SL')
('SL22517-2022-11-02-9794','S409-2','wgFjGjbwtN', 'MB')
('AC22517-2022-11-02-9979','A555-7','v', 'LB')
('AC22517-2022-11-02-9980','A555-8','QKNxAgVlKwWjdwW', 'LB')
('SL04652-2022-11-01-9846','S411-6','prF', 'UB')
('AC22517-2022-11-01-9970','A554-16','AlGaojtNDUGei', 'UB')
('AC04652-2022-11-02-10000','A556-10','aHM', 'UB')
('AC22517-2022-11-01-9972','A554-18','qGf', 'SU')
('AC12058-2022-11-01-9985','A555-13','xlFmyiiFbgttvMeA', 'LB')
('SL12058-2022-11-01-9732','S406-12','K', 'LB')
('AC04652-2022-11-01-10194','A567-6','WsWUaQ', 'SU')
('AC12058-2022-11-01-9993','A556-3','EztixaGhkWw', 'UB')
('AC04652-2022-11-01-10207','A568-1','f', 'LB')
('AC12058-2022-11-01-9995','A556-5','fVgTg', 'SL')
('AC12058-2022-11-01-10041','A558-15','XORHCD', 'UB')
('AC04652-2022-11-01-10248','A570-6','TGmrLyjIYN', 'SU')
('SL04652-2022-11-01-9926','S414-14','Zmg', 'UB')
('AC12058-2022-11-01-10044','A558-18','UBdjTUanEom', 'SU')
('SL22517-2022-11-02-9965','S416-5','QZzQONntYt', 'MB')
('AC04652-2022-11-01-10253','A570-11','svleaKknIoQCIz', 'SL')
('SL22517-2022-11-01-9896','S413-8','OPFbl', 'SU')
('AC04652-2022-11-02-10110','A562-12','zAPuwEZwvVl', 'SU')
('AC22517-2022-11-02-10124','A563-8','KsQunZGfUfpvHlBf', 'LB')
('SL04652-2022-11-01-10043','S419-11','WGH', 'UB')
('AC04652-2022-11-01-10370','A577-2','AG', 'LB')
('SL22517-2022-11-01-9974','S416-14','RTNkuvvKXGJAG', 'UB')
('SL12058-2022-11-01-9922','S414-10','z', 'MB')
('SL22517-2022-11-02-10076','S420-20','WYwLPL', 'LB')
('SL22517-2022-11-02-10077','S420-21','AJAJEJDFcT', 'MB')
('SL04652-2022-11-02-10086','S421-6','Xqt', 'UB')
('SL04652-2022-11-01-10050','S419-18','MTypoMgQtwu', 'MB')
('SL04652-2022-11-02-10089','S421-9','iE', 'LB')
('AC04652-2022-11-01-10383','A577-15','DYoamWv', 'UB')
('SL22517-2022-11-02-10086','S421-6','hyiBVwNAhbUE', 'UB')
('SL22517-2022-11-02-10088','S421-8','RIQp', 'SU')
('AC04652-2022-11-02-10248','A570-6','PMUCPFcW', 'SU')
('AC12058-2022-11-01-10290','A572-12','hZdUPXCOzk', 'SU')
('AC22517-2022-11-01-10274','A571-14','cXLOgvQRsKmizCRN', 'LB')
('AC22517-2022-11-02-10299','A573-3','MSX', 'UB')
('AC22517-2022-11-02-10300','A573-4','n', 'UB')
('SL04652-2022-11-02-10213','S426-13','bpxVSIiaDEsVoxU', 'MB')
('AC22517-2022-11-01-10280','A572-2','BAoZUlzTdGeYGRPP', 'LB')
('AC04652-2022-11-01-10497','A584-3','rWCOvZFI', 'UB')
('SL04652-2022-11-02-10217','S426-17','irPzsO', 'LB')
('AC22517-2022-11-02-10306','A573-10','vXAZZFqLkXXEe', 'UB')
('SL12058-2022-11-01-10041','S419-9','qwXXUGKtIcov', 'LB')
('SL22517-2022-11-01-10142','S423-14','oEQhiBrP', 'UB')
('AC22517-2022-11-02-10425','A580-3','tP', 'UB')
('AC22517-2022-11-02-10426','A580-4','FCOFXreigfshZOu', 'UB')
('SL04652-2022-11-01-10316','S430-20','ftuGydOpiGSb', 'LB')
('AC04652-2022-11-01-10628','A591-8','uuj', 'LB')
('SL04652-2022-11-01-10319','S430-23','uTz', 'SL')
('SL22517-2022-11-02-10344','S431-24','cpZvhFTkhvRcKE', 'SU')
('SL12058-2022-11-01-10189','S425-13','DpmZ', 'MB')
('AC12058-2022-11-01-10445','A581-5','VYpBLD', 'SL')
('SL22517-2022-11-01-10259','S428-11','sSDVvKHyYTKkkrva', 'UB')
('AC22517-2022-11-01-10423','A580-1','FbNkUjpaVuhWrzg', 'LB')
('SL12058-2022-11-01-10208','S426-8','BprcdXqlIIgOcu', 'SU')
('SL12058-2022-11-01-10232','S427-8','xpfWKKZEfhfr', 'SU')
('AC04652-2022-11-02-10493','A583-17','SwfGmVajdfGae', 'SL')
('SL04652-2022-11-01-10369','S433-1','XvkTrgvAqepgyoa', 'LB')
('SL04652-2022-11-02-10408','S434-16','JuJeVeGtYBggGxen', 'SU')
('SL12058-2022-11-01-10240','S427-16','JDrQd', 'SU')
('SL22517-2022-11-02-10415','S434-23','SXEVHGNmc', 'SL')
('SL22517-2022-11-02-10416','S434-24','qLIRg', 'SU')
('AC04652-2022-11-01-10692','A594-18','FbywcqmEsH', 'SU')
('AC12058-2022-11-01-10501','A584-7','SkwD', 'LB')
('AC12058-2022-11-01-10506','A584-12','OnEoaYqIUzS', 'SU')
('SL12058-2022-11-01-10302','S430-6','XsMzHkknPLYn', 'UB')
('AC22517-2022-11-01-10532','A586-2','zrBSI', 'LB')
('SL04652-2022-11-01-10427','S435-11','pq', 'UB')
('AC12058-2022-11-01-10577','A588-11','jrDbOV', 'SL')
('AC22517-2022-11-02-10597','A589-13','jXyXqvthFPYNSaS', 'LB')
('AC04652-2022-11-02-10593','A589-9','GFtqaP', 'UB')
('AC04652-2022-11-01-10763','A598-17','FTFiE', 'SL')
('AC22517-2022-11-02-10600','A589-16','eCYDoeKzHJafIzV', 'UB')
('AC22517-2022-11-01-10586','A589-2','VYrKbpBGn', 'LB')
('AC22517-2022-11-02-10615','A590-13','Jgf', 'LB')
('AC04652-2022-11-02-10608','A590-6','XeoIZRHmv', 'SU')
('SL04652-2022-11-01-10483','S437-19','MOapEk', 'UB')
('SL04652-2022-11-01-10486','S437-22','kVBc', 'UB')
('AC12058-2022-11-01-10599','A589-15','YELqci', 'UB')
('SL04652-2022-11-01-10490','S438-2','RBBBPErtHHH', 'MB')
('SL22517-2022-11-02-10524','S439-12','UxKSLDOvOushAo', 'LB')
('AC04652-2022-11-01-10787','A600-5','HTE', 'SL')
('SL04652-2022-11-01-10492','S438-4','r', 'LB')
('SL12058-2022-11-01-10390','S433-22','WofLzg', 'UB')
('SL22517-2022-11-01-10465','S437-1','SzvQjO', 'LB')
('SL04652-2022-11-01-10532','S439-20','sLSSJIhkVbj', 'LB')
('AC12058-2022-11-01-10643','A592-5','aWp', 'SL')
('SL04652-2022-11-02-10616','S443-8','zb', 'SU')
('SL22517-2022-11-02-10625','S443-17','teW', 'LB')
('SL22517-2022-11-02-10626','S443-18','HUGPVJT', 'MB')
('SL04652-2022-11-01-10582','S441-22','hqyQiHPaRGZg', 'UB')
('AC22517-2022-11-01-10696','A595-4','xWUdgwu', 'UB')
('AC22517-2022-11-02-10728','A596-18','MaC', 'SU')
('SL22517-2022-11-01-10527','S439-15','ZLEVGpOQ', 'SL')
('SL12058-2022-11-01-10473','S437-9','aam', 'LB')
('SL04652-2022-11-02-10637','S444-5','QMhlTcBKUYgGMyP', 'MB')
('AC22517-2022-11-02-10764','A598-18','JmnraUP', 'SU')
('AC22517-2022-11-02-10775','A599-11','KBXX', 'SL')
('AC04652-2022-11-01-10932','A608-6','idCXGlhKhRpORuBN', 'SU')
('AC04652-2022-11-02-10792','A600-10','Oyzesjp', 'UB')
('AC22517-2022-11-01-10790','A600-8','zoaCUXrp', 'LB')
('SL22517-2022-11-01-10619','S443-11','FqlEkDSOO', 'UB')
('AC04652-2022-11-02-10825','A602-7','hmnxnwokFha', 'LB')
('AC22517-2022-11-02-10849','A603-13','iKAiH', 'LB')
('AC22517-2022-11-01-10823','A602-5','Jwdo', 'SL')
('AC04652-2022-11-01-11004','A612-6','UmeLLY', 'SU')
('AC04652-2022-11-02-10835','A602-17','y', 'SL')
('SL22517-2022-11-01-10647','S444-15','JGIFqxXsnehNwQr', 'SL')
('SL12058-2022-11-01-10604','S442-20','CvjkOcdrmxYh', 'LB')
('SL04652-2022-11-01-10729','S448-1','HbWP', 'LB')
('AC12058-2022-11-01-10838','A603-2','BqUxdWdDe', 'LB')
('AC04652-2022-11-02-10849','A603-13','WWu', 'LB')
('SL22517-2022-11-02-10751','S448-23','YRtxheHkYdqa', 'SL')
('SL22517-2022-11-01-10661','S445-5','pBZnOajuJLDScVSI', 'MB')
('SL22517-2022-11-01-10662','S445-6','uBdmQvZJLMH', 'UB')
('AC04652-2022-11-02-10879','A605-7','UjAusLUnfAxscsis', 'LB')
('AC22517-2022-11-01-10869','A604-15','GvDofjUW', 'UB')
('AC04652-2022-11-01-11034','A613-18','cpDWIZpALLppe', 'SU')
('AC04652-2022-11-01-11035','A614-1','YtpM', 'LB')
('AC22517-2022-11-01-10879','A605-7','DiV', 'LB')
('SL22517-2022-11-01-10688','S446-8','LwftAWqWmmrbavs', 'SU')
('SL12058-2022-11-01-10648','S444-16','epCwXhXdbGv', 'SU')
('AC22517-2022-11-02-10904','A606-14','AKSekYmMe', 'LB')
('AC22517-2022-11-01-10884','A605-12','bMvUztO', 'SU')
('SL12058-2022-11-01-10653','S444-21','iQtIweSoHoKrz', 'MB')
('SL12058-2022-11-01-10654','S444-22','PMrzwBvUH', 'UB')
('AC04652-2022-11-01-11046','A614-12','ieMvvjrsDStyS', 'SU')
('AC12058-2022-11-01-10886','A605-14','qmeLhqVaKfxmpw', 'LB')
('SL12058-2022-11-01-10657','S445-1','BrUuH', 'LB')
('AC04652-2022-11-01-11049','A614-15','UytmfFeEmPqG', 'UB')
('AC12058-2022-11-01-10887','A605-15','LbWCT', 'UB')
('SL22517-2022-11-02-10792','S450-16','mnAYbFHHebdtr', 'SU')
('SL22517-2022-11-01-10696','S446-16','VRyQFrTiyL', 'SU')
('AC22517-2022-11-01-10899','A606-9','IrNZN', 'UB')
('AC12058-2022-11-01-10904','A606-14','zgi', 'LB')
('AC22517-2022-11-01-10901','A606-11','VQOPhENIsqsmRj', 'SL')
('AC22517-2022-11-02-10918','A607-10','yAoRihWMNfvOb', 'UB')
('SL22517-2022-11-02-10829','S452-5','EQtFMB', 'MB')
('SL22517-2022-11-02-10830','S452-6','tqbsxfCH', 'UB')
('SL04652-2022-11-01-10809','S451-9','mEzZdcFwVx', 'LB')
('SL12058-2022-11-01-10699','S446-19','cav', 'UB')
('AC12058-2022-11-01-10939','A608-13','mc', 'LB')
('AC04652-2022-11-01-11144','A620-2','k', 'LB')
('AC04652-2022-11-01-11151','A620-9','AScrNvDzcPmqu', 'UB')
('AC22517-2022-11-01-11010','A612-12','Oh', 'SU')
('AC04652-2022-11-02-11029','A613-13','TKvNunn', 'LB')
