('SL04652-2022-11-02-4719','S197-15','zrRrZAQJGkTlsUpR', 'SL')
('SL04652-2022-11-01-12530','S523-2','WXo', 'MB')
('SL12058-2022-11-01-12400','S517-16','aYPqHdwKwYpcYHmj', 'SU')
('SL22517-2022-11-01-12474','S520-18','LZpmmJUcmLJV', 'MB')
('AC04652-2022-11-01-12885','A716-15','qu', 'UB')
('AC04652-2022-11-01-12886','A716-16','GrtWhDrswVe', 'UB')
('SL22517-2022-11-02-12569','S524-17','kXxDoCHYTZYDHY', 'LB')
('AC12058-2022-11-01-12706','A706-16','qXK', 'UB')
('SL04652-2022-11-01-12567','S524-15','OAYExeBBiOu', 'SL')
('SL12058-2022-11-01-12433','S519-1','HYIrZfIrHcsJfBC', 'LB')
('AC22517-2022-11-02-12675','A705-3','JclerrShejZ', 'UB')
('SL04652-2022-11-01-12578','S525-2','zQbE', 'MB')
('SL04652-2022-11-01-12581','S525-5','uhg', 'MB')
('SL04652-2022-11-02-12604','S526-4','ZfwIcsedMcTC', 'LB')
('AC04652-2022-11-02-12704','A706-14','IbA', 'LB')
('SL04652-2022-11-01-12594','S525-18','LwwMXJrz', 'MB')
('SL04652-2022-11-01-12595','S525-19','pFZrDbpuQu', 'UB')
('SL22517-2022-11-01-12533','S523-5','sRDshPVhztvM', 'MB')
('AC22517-2022-11-01-12747','A709-3','pEvBHHZcrbvCuKdX', 'UB')
('AC22517-2022-11-02-12697','A706-7','tRkdUNKJPAEd', 'LB')
('AC12058-2022-11-01-12739','A708-13','LzW', 'LB')
('AC04652-2022-11-01-12909','A718-3','GjbgZnZGcQiPu', 'UB')
('AC22517-2022-11-02-12700','A706-10','SK', 'UB')
('AC04652-2022-11-01-12913','A718-7','YNaHZqRcEc', 'LB')
('SL04652-2022-11-02-12703','S530-7','ikjSiRzOPbGFx', 'SL')
('AC22517-2022-11-02-12787','A711-7','QzfK', 'LB')
('AC04652-2022-11-01-12987','A722-9','bgoDPrRXnXskb', 'UB')
('SL22517-2022-11-01-12613','S526-13','veaeeliA', 'MB')
('SL12058-2022-11-01-12536','S523-8','IROfmcC', 'SU')
('SL22517-2022-11-02-12704','S530-8','YnpwcV', 'SU')
('AC04652-2022-11-02-12840','A714-6','yareuI', 'SU')
('SL22517-2022-11-02-12708','S530-12','cXJhNGsjqqAG', 'LB')
('AC22517-2022-11-01-12884','A716-14','ExNAXXWUHqAuH', 'LB')
('AC04652-2022-11-02-12852','A714-18','sfsJGrHCBiPQ', 'SU')
('AC04652-2022-11-02-12855','A715-3','LimKakS', 'UB')
('AC04652-2022-11-02-12856','A715-4','hEhk', 'UB')
('SL22517-2022-11-01-12664','S528-16','irilJWNJETHNx', 'SU')
('SL04652-2022-11-02-12751','S532-7','RAyKXENjQapjXC', 'SL')
('AC22517-2022-11-02-12878','A716-8','SX', 'LB')
('AC04652-2022-11-01-13079','A727-11','xb', 'SL')
('AC22517-2022-11-02-12880','A716-10','zcsTxcCyn', 'UB')
('SL04652-2022-11-01-12764','S532-20','UnEZnZEU', 'LB')
('SL04652-2022-11-01-12770','S533-2','sHShicMrLihYOzK', 'MB')
('SL04652-2022-11-02-12794','S534-2','FrNFsvqkrGPgt', 'MB')
('AC22517-2022-11-01-12935','A719-11','txhwkInjf', 'SL')
('AC04652-2022-11-01-13092','A728-6','CPKIalf', 'SU')
('SL12058-2022-11-01-12633','S527-9','GBEXbMPet', 'LB')
('AC04652-2022-11-01-13098','A728-12','TNsFdMZlQvZgCj', 'SU')
('AC04652-2022-11-02-12931','A719-7','Qax', 'LB')
('SL04652-2022-11-01-12790','S533-22','YIZmf', 'UB')
('AC04652-2022-11-01-13105','A729-1','BOYHPTtjCf', 'LB')
('SL12058-2022-11-01-12648','S527-24','cXyNBCJUAd', 'SU')
('AC22517-2022-11-01-12955','A720-13','e', 'LB')
('SL22517-2022-11-01-12728','S531-8','YU', 'SU')
('SL12058-2022-11-01-12655','S528-7','xQkgc', 'SL')
('AC22517-2022-11-01-13000','A723-4','hMqYuDzLOwyM', 'UB')
('SL22517-2022-11-02-12835','S535-19','vOmIGbwoujnLvXPR', 'UB')
('AC22517-2022-11-01-13012','A723-16','w', 'UB')
('AC22517-2022-11-01-13015','A724-1','w', 'LB')
('AC12058-2022-11-01-12987','A722-9','FNLxMclVJRsYkM', 'UB')
('SL04652-2022-11-01-12857','S536-17','jzGbRxGfuIyG', 'LB')
('AC22517-2022-11-02-12953','A720-11','jlNcaATG', 'SL')
('SL12058-2022-11-01-12732','S531-12','kDHzzLR', 'LB')
('SL22517-2022-11-01-12793','S534-1','Hhb', 'LB')
('SL22517-2022-11-02-12864','S536-24','ngVAGendOGmal', 'SU')
('AC04652-2022-11-01-13184','A733-8','MfVCIEfANEK', 'LB')
('SL22517-2022-11-02-12866','S537-2','QRW', 'MB')
('AC04652-2022-11-02-13022','A724-8','F', 'LB')
('AC04652-2022-11-01-13186','A733-10','nnWKqpbjdIPxQPaE', 'UB')
('AC04652-2022-11-01-13188','A733-12','hYvdc', 'SU')
('AC22517-2022-11-02-12983','A722-5','HN', 'SL')
('AC22517-2022-11-02-12988','A722-10','qIRXB', 'UB')
('SL22517-2022-11-02-12889','S538-1','ekJEmIgYJ', 'LB')
('SL12058-2022-11-01-12759','S532-15','TLEEzmjPraER', 'SL')
('AC04652-2022-11-01-13215','A735-3','FLwSfXVt', 'UB')
('AC22517-2022-11-02-12993','A722-15','jDOeoqN', 'UB')
('AC04652-2022-11-01-13216','A735-4','vZcuIHVqJtMkfozM', 'UB')
('SL04652-2022-11-02-12917','S539-5','ytm', 'MB')
('AC04652-2022-11-02-13046','A725-14','qPekUzHDpGU', 'LB')
('AC04652-2022-11-02-13052','A726-2','ElemngnDSFoT', 'LB')
('SL04652-2022-11-02-12925','S539-13','XVBZ', 'MB')
('AC04652-2022-11-01-13229','A735-17','cvopnxGJelKDvYfs', 'SL')
('SL22517-2022-11-01-12963','S541-3','osTGTjDvmrvy', 'UB')
('SL22517-2022-11-01-12969','S541-9','qasAVKcJiBYNWaiZ', 'LB')
('AC22517-2022-11-02-13131','A730-9','KIwuxp', 'UB')
('SL22517-2022-11-01-12971','S541-11','Cwm', 'UB')
('AC22517-2022-11-02-13144','A731-4','evbS', 'UB')
('AC22517-2022-11-01-13223','A735-11','ENEOl', 'SL')
('SL04652-2022-11-02-13076','S545-20','QCljrGKNzq', 'LB')
('SL04652-2022-11-02-13077','S545-21','HHYv', 'MB')
('AC04652-2022-11-01-13387','A744-13','mylmyKlIL', 'LB')
('SL04652-2022-11-01-13073','S545-17','xOZfk', 'LB')
('AC22517-2022-11-02-13166','A732-8','TLTwohrZnOOjjGt', 'LB')
('SL04652-2022-11-02-13082','S546-2','QKeiYBzKh', 'MB')
('SL04652-2022-11-02-13083','S546-3','OxIIp', 'UB')
('SL22517-2022-11-02-13073','S545-17','GwRjqPE', 'LB')
('SL22517-2022-11-01-13003','S542-19','FWZAlZIfoc', 'UB')
('AC04652-2022-11-01-13410','A745-18','HPlEVRnlEhGIHeIc', 'SU')
('SL22517-2022-11-02-13094','S546-14','RRiVSZgduJSwYeF', 'UB')
('AC04652-2022-11-01-13444','A747-16','rxa', 'UB')
('AC22517-2022-11-01-13289','A739-5','WRSFO', 'SL')
('AC04652-2022-11-01-13492','A750-10','r', 'UB')
('SL04652-2022-11-02-13166','S549-14','etEXGvPTta', 'UB')
('AC04652-2022-11-01-13495','A750-13','iJxopFsvF', 'LB')
('SL22517-2022-11-01-13091','S546-11','abPArpphtBGdbG', 'UB')
('SL22517-2022-11-02-13181','S550-5','sGARnXhJffKJtvUC', 'MB')
('SL12058-2022-11-01-13004','S542-20','RnfQyBneHnq', 'LB')
('SL22517-2022-11-01-13099','S546-19','hWy', 'UB')
('AC22517-2022-11-02-13277','A738-11','j', 'SL')
('AC12058-2022-11-01-13293','A739-9','vYDVT', 'UB')
('AC04652-2022-11-02-13333','A741-13','CsRGyAS', 'LB')
('AC04652-2022-11-02-13334','A741-14','TOCbD', 'LB')
('AC22517-2022-11-01-13367','A743-11','m', 'SL')
('AC22517-2022-11-02-13279','A738-13','Vkmdqf', 'LB')
('SL04652-2022-11-02-13184','S550-8','YDeFXiq', 'SU')
('AC04652-2022-11-01-13515','A751-15','CUnMIEGxYJ', 'UB')
('SL22517-2022-11-01-13108','S547-4','NFzAMNbxCIXSd', 'LB')
('AC04652-2022-11-02-13338','A741-18','dyiYyAYhb', 'SU')
('SL12058-2022-11-01-13017','S543-9','RtQX', 'LB')
('AC12058-2022-11-01-13303','A740-1','DFjI', 'LB')
('SL22517-2022-11-01-13113','S547-9','UMQR', 'LB')
('SL04652-2022-11-02-13193','S550-17','rAbWtDMFSYbfFs', 'LB')
('SL04652-2022-11-01-13215','S551-15','rGjuBiEaZ', 'SL')
('SL04652-2022-11-01-13216','S551-16','EHEZNk', 'SU')
('AC04652-2022-11-02-13341','A742-3','qWQcG', 'UB')
('AC04652-2022-11-01-13522','A75
