('SL12058-2022-11-01-1133','S48-5','udhGaWlU', 'MB')
('SL04652-2022-11-01-8030','S335-14','TxLejeQhByVrlS', 'UB')
('AC12058-2022-11-01-8082','A449-18','xspwcopAPHmKOG', 'SU')
('AC04652-2022-11-01-8347','A464-13','cBf', 'LB')
('SL12058-2022-11-01-7859','S328-11','YUVzVgWNqCxpiJ', 'UB')
('SL04652-2022-11-01-8065','S337-1','lqx', 'LB')
('SL04652-2022-11-01-8069','S337-5','YaLVSA', 'MB')
('SL22517-2022-11-02-8060','S336-20','P', 'LB')
('SL22517-2022-11-02-8061','S336-21','Vb', 'MB')
('SL12058-2022-11-01-7941','S331-21','pdOx', 'MB')
('AC22517-2022-11-01-8177','A455-5','GSwgOLFKCOjk', 'SL')
('SL22517-2022-11-02-8126','S339-14','BSYqPp', 'UB')
('AC22517-2022-11-01-8179','A455-7','So', 'LB')
('SL22517-2022-11-02-8129','S339-17','Ahll', 'LB')
('AC04652-2022-11-02-8257','A459-13','n', 'LB')
('SL04652-2022-11-01-8187','S342-3','sIQOiAHpkMZJ', 'UB')
('SL22517-2022-11-01-8084','S337-20','LNQUZFsuMcM', 'LB')
('SL04652-2022-11-01-8214','S343-6','PdbJuwFDjYRAAWBm', 'UB')
('SL04652-2022-11-02-8188','S342-4','aJZTLejQS', 'LB')
('SL04652-2022-11-01-8215','S343-7','JBrYuXKyScmVGQj', 'SL')
('AC22517-2022-11-02-8401','A467-13','ISwXefSDYhqAisXe', 'LB')
('SL04652-2022-11-02-8255','S344-23','LG', 'SL')
('SL04652-2022-11-02-8258','S345-2','HHyQljgLpFNf', 'MB')
('AC04652-2022-11-02-8379','A466-9','AHgjvnVFcNtPaT', 'UB')
('AC22517-2022-11-02-8437','A469-13','VkKtNtNjAZIMptHb', 'LB')
('AC22517-2022-11-01-8350','A464-16','yfJBCW', 'UB')
('AC22517-2022-11-02-8453','A470-11','Hhlsoxpvu', 'SL')
('AC22517-2022-11-02-8462','A471-2','fLCkqsDlIRKkEklL', 'LB')
('AC22517-2022-11-02-8463','A471-3','iXsGIslTKTIThxd', 'UB')
('SL04652-2022-11-02-8323','S347-19','rgIowtFMrhlp', 'UB')
('AC04652-2022-11-01-8652','A481-12','Jwgwmwagx', 'SU')
('AC12058-2022-11-01-8382','A466-12','VGGjxTtZAYZO', 'SU')
('SL22517-2022-11-02-8332','S348-4','iwzfFzQfVeJWP', 'LB')
('SL04652-2022-11-01-8339','S348-11','JVJyQ', 'UB')
('SL04652-2022-11-02-8354','S349-2','oAxSUNkHlznhyTt', 'MB')
('SL22517-2022-11-02-8350','S348-22','tlpmgCblOL', 'UB')
('SL04652-2022-11-01-8364','S349-12','rEqRAHMdXbiv', 'LB')
('AC22517-2022-11-02-8506','A473-10','VHcxxbRlCEdZ', 'UB')
('AC22517-2022-11-02-8507','A473-11','HmVkdhfot', 'SL')
('SL04652-2022-11-01-8369','S349-17','EqsrZCTpIowb', 'LB')
('AC04652-2022-11-01-8694','A483-18','qBhDLcqXzk', 'SU')
('AC12058-2022-11-01-8422','A468-16','YqcaKpITn', 'UB')
('AC12058-2022-11-01-8430','A469-6','i', 'SU')
('AC12058-2022-11-01-8431','A469-7','FnvK', 'LB')
('AC22517-2022-11-01-8445','A470-3','Uuz', 'UB')
('AC22517-2022-11-02-8541','A475-9','AiqQFBFWme', 'UB')
('SL22517-2022-11-01-8322','S347-18','uQlliGn', 'MB')
('AC04652-2022-11-02-8505','A473-9','HkiuVeCHJQAI', 'UB')
('SL12058-2022-11-01-8273','S345-17','lvglnWKuKeRUSgMt', 'LB')
('AC04652-2022-11-01-8743','A486-13','DwnpS', 'LB')
('SL22517-2022-11-01-8361','S349-9','eDQ', 'LB')
('AC04652-2022-11-02-8537','A475-5','oSZTt', 'SL')
('AC04652-2022-11-02-8550','A475-18','JLfIwobSRMDvASjy', 'SU')
('SL04652-2022-11-01-8448','S352-24','UWAwFaJFrwfClxj', 'SU')
('SL22517-2022-11-01-8374','S349-22','hBvz', 'UB')
('SL22517-2022-11-01-8376','S349-24','ofmKdMZBVfyqsW', 'SU')
('SL04652-2022-11-02-8437','S352-13','RIkYdbgcmcN', 'MB')
('AC04652-2022-11-01-8771','A488-5','GpiO', 'SL')
('AC22517-2022-11-01-8515','A474-1','UzcuY', 'LB')
('SL04652-2022-11-01-8488','S354-16','MRDySzBMAps', 'SU')
('AC12058-2022-11-01-8544','A475-12','qfslaObjUB', 'SU')
('AC22517-2022-11-02-8643','A481-3','yplMchVU', 'UB')
('AC04652-2022-11-01-8813','A490-11','RiKga', 'SL')
('AC12058-2022-11-01-8550','A475-18','SeRXr', 'SU')
('SL22517-2022-11-02-8482','S354-10','YVSPRZZamqcJ', 'MB')
('AC22517-2022-11-02-8670','A482-12','FKsupp', 'SU')
('SL12058-2022-11-01-8368','S349-16','JKSECugWdShLwB', 'SU')
('AC12058-2022-11-01-8608','A479-4','Yyhmm', 'UB')
('SL22517-2022-11-02-8526','S356-6','hLcQRzsCpM', 'UB')
('AC04652-2022-11-02-8682','A483-6','eINUFdBn', 'SU')
('AC22517-2022-11-01-8659','A482-1','eftCFmKLr', 'LB')
('SL04652-2022-11-01-8600','S359-8','dhHUvlkaWM', 'SU')
('SL12058-2022-11-01-8445','S352-21','XHFN', 'MB')
('AC04652-2022-11-01-8935','A497-7','GpixkqeJNF', 'LB')
('SL22517-2022-11-01-8563','S357-19','RObvPA', 'UB')
('AC04652-2022-11-02-8727','A485-15','hicDSiuaQwfKy', 'UB')
('AC04652-2022-11-01-8943','A497-15','TLYGNR', 'UB')
('SL12058-2022-11-01-8469','S353-21','hScEhzWcSPHATy', 'MB')
('SL04652-2022-11-02-8623','S360-7','WIMZfOxZSp', 'SL')
('SL04652-2022-11-02-8627','S360-11','CrYaBuFocaewua', 'UB')
('SL22517-2022-11-02-8597','S359-5','hMueGivhAEfyY', 'MB')
('AC22517-2022-11-02-8778','A488-12','Exrb', 'SU')
('SL12058-2022-11-01-8486','S354-14','PUSqPHLXgSmSaC', 'UB')
('SL12058-2022-11-01-8488','S354-16','svYdCitXN', 'SU')
('SL22517-2022-11-01-8595','S359-3','etedRhnSXADb', 'UB')
('SL22517-2022-11-02-8620','S360-4','HKAdBggiFJFr', 'LB')
('AC22517-2022-11-02-8797','A489-13','nhVPQsRVjRTHu', 'LB')
('SL22517-2022-11-02-8622','S360-6','usmbwKF', 'UB')
('AC04652-2022-11-02-8775','A488-9','vtyaggFMuTxdOsAG', 'UB')
('SL12058-2022-11-01-8509','S355-13','TxokQXkaqclgGnkC', 'MB')
('SL22517-2022-11-01-8612','S359-20','qzU', 'LB')
('SL22517-2022-11-01-8613','S359-21','LyBfSG', 'MB')
('SL12058-2022-11-01-8510','S355-14','QfSaNKcuodNrb', 'UB')
('SL04652-2022-11-02-8676','S362-12','tlFFGJ', 'LB')
('SL12058-2022-11-01-8541','S356-21','ykCxLlixHwDzjn', 'MB')
('SL12058-2022-11-01-8542','S356-22','WzHAHFIHoApBIKK', 'UB')
('SL04652-2022-11-01-8709','S363-21','d', 'MB')
('SL04652-2022-11-02-8733','S364-21','EuZvWwcqpGS', 'MB')
('AC22517-2022-11-01-8785','A489-1','TFqXQoXhJI', 'LB')
('AC22517-2022-11-02-8851','A492-13','ipdwokNnWtisQbIO', 'LB')
('SL22517-2022-11-02-8702','S363-14','SpecjcRQYpzLJqR', 'UB')
('AC04652-2022-11-01-9064','A504-10','luxX', 'UB')
('AC22517-2022-11-02-8853','A492-15','LmahexSuij', 'UB')
('SL12058-2022-11-01-8576','S358-8','CiOqapaQgY', 'SU')
('AC04652-2022-11-02-8858','A493-2','VCYqrWw', 'LB')
('SL22517-2022-11-01-8710','S363-22','yxqdwAwboBPxQsRC', 'UB')
('SL04652-2022-11-01-8759','S365-23','PfCQUKooTdv', 'SL')
('AC22517-2022-11-02-8883','A494-9','FfYNudu', 'UB')
('SL04652-2022-11-01-8780','S366-20','xowmTMXRkgpWjCC', 'LB')
('AC22517-2022-11-01-8908','A495-16','hOL', 'UB')
('SL22517-2022-11-02-8826','S368-18','k', 'MB')
('AC04652-2022-11-01-9172','A510-10','aeyqbF', 'UB')
('SL22517-2022-11-02-8845','S369-13','bYhzub', 'MB')
('SL22517-2022-11-01-8804','S367-20','AxteeN', 'LB')
('SL12058-2022-11-01-8714','S364-2','CseDYUgYwczDbg', 'MB')
('AC04652-2022-11-02-8970','A499-6','F', 'SU')
('SL22517-2022-11-02-8856','S369-24','ocQRiDwlzpwTG', 'SU')
('SL22517-2022-11-01-8814','S368-6','EYIOSJREmOdTc', 'UB')
('SL04652-2022-11-02-8869','S370-13','rk', 'MB')
('AC22517-2022-11-02-9015','A501-15','FNx', 'UB')
('SL22517-2022-11-02-8910','S372-6','NXH', 'UB')
('SL12058-2022-11-01-8788','S367-4','MfSEbUm', 'LB')
('SL12058-2022-11-01-8794','S367-10','xfMD', 'MB')
('SL22517-2022-11-01-8904','S371-24','qEgpJfMOmDcsDRF', 'SU')
('SL04652-2022-11-01-8946','S373-18','XYx', 'MB')
('SL22517-2022-11-02-8937','S373-9','tUyxeciBYFvfDrp', 'LB')
('AC22517-2022-11-02-9066','A504-12','QiHDascr', 'SU')
('SL12058-2022-11-01-8803','S367-19','lnffiGwK', 'UB')
('SL12058-2022-11-01-8804','S367-20','hBnxUsqDbElkU', 'LB')
('AC22517-2022-11-01-9023','A502-5','bQqPLdnEAugo', 'SL')
('AC04652-2022-11-02-9061','A504-7','WufEwrAhBlvTaRgo', 'LB')
('AC04652-2022-11-01-9299','A517-11','mGPFazb', 'SL')
('SL12058-2022-11-01-8819','S368-11','CGRDXdYT', 'UB')
('AC22517-2022-11-01-9110','A507-2','mlLaCv', 'LB')
('SL22517-2022-11-02-9062','S378-14','lcdZU', 'UB')
('SL22517-2022-11-01-9005','S376-5','oCVQp', 'MB')
('SL04652-2022-11-01-9067','S378-19','Ch', 'UB')
('SL04652-2022-11-01-9069','S378-21','hFj', 'MB')
('AC04652-2022-11-01-9410','A523-14','MydGFIMPPAOUwOXs', 'LB')
('SL22517-2022-11-01-9006','S376-6','JBhMcx', 'UB')
('AC22517-2022-11-01-9116','A507-8','dBUWYKQWHKN', 'LB')
('SL12058-2022-11-01-8939','S373-11','rcx', 'UB')
('SL12058-2022-11-01-8941','S373-13','wGHRfYvRqrJDS', 'MB')
('AC22517-2022-11-01-9152','A509-8','AqNOjHHuY', 'LB')
('SL04652-2022-11-02-9094','S379-22','iDZiFYGdAXfG', 'UB')
('AC04652-2022-11-01-9440','A525-8','TDEFbTADZC', 'LB')
('AC22517-2022-11-01-9154','A509-10','zOTwoCQuEbPSTaqv', 'UB')
('AC22517-2022-11-02-9224','A513-8','iH', 'LB')
('SL22517-2022-11-02-9093','S379-21','DcpNJoBRtYy', 'MB')
('AC04652-2022-11-02-9199','A512-1','MFiLyzmQDMb', 'LB')
('AC12058-2022-11-01-9195','A511-15','IcwBsAymNM', 'UB')
('SL04652-2022-11-01-9122','S381-2','CroXXwBTFxngo', 'MB')
('AC22517-2022-11-01-9212','A512-14','TbuNrpElZRxJi', 'LB')
('SL12058-2022-11-01-9020','S376-20','ZdSDDcodbyVIS', 'LB')
('SL04652-2022-11-01-9125','S381-5','ZCtCgAiSu', 'MB')
('SL04652-2022-11-01-9126','S381-6','qiVAR', 'UB')
('AC04652-2022-11-02-9240','A514-6','RlezAztfjuko', 'SU')
('AC22517-2022-11-02-9265','A515-13','tqpFNQQilVnBzVkM', 'LB')
('AC12058-2022-11-01-9203','A512-5','wMnhUkwsrrjeKcr', 'SL')
('SL22517-2022-11-01-9090','S379-18','GxyVu', 'MB')
('AC22517-2022-11-01-9226','A513-10','wkSjMj', 'UB')
('AC22517-2022-11-01-9232','A513-16','HwlafUgpT', 'UB')
('SL12058-2022-11-01-9033','S377-9','EuMzFXIh', 'LB')
('AC04652-2022-11-02-9263','A515-11','eoVHFPCYKwe', 'SL')
('AC22517-2022-11-02-9283','A516-13','lYUXfFRlynsDIrB', 'LB')
('SL04652-2022-11-01-9150','S382-6','nxbufOnhkU', 'UB')
('SL04652-2022-11-02-9161','S382-17','hvpTWTqHdGoQXa', 'LB')
('AC04652-2022-11-01-9503','A528-17','xIjMceyV', 'SL')
('AC04652-2022-11-02-9271','A516-1','pWbsdOTqZLCA', 'LB')
('SL04652-2022-11-01-9157','S382-13','tbwLUVOTlFVhof', 'MB')
('SL04652-2022-11-02-9170','S383-2','j', 'MB')
('AC04652-2022-11-01-9531','A530-9','ief', 'UB')
('SL12058-2022-11-01-9063','S378-15','SNNCTLfy', 'SL')
('AC12058-2022-11-01-9258','A515-6','Cge', 'SU')
('AC12058-2022-11-01-9260','A515-8','vnexuYnPaKgl', 'LB')
('SL22517-2022-11-01-9145','S382-1','gxtRjzKEpqo', 'LB')
('AC22517-2022-11-01-9284','A516-14','wBjGFZzok', 'LB')
('SL04652-2022-11-01-9174','S383-6','GwopwbU', 'UB')
('SL04652-2022-11-02-9201','S384-9','kSCNjlas', 'LB')
('AC04652-2022-11-02-9320','A518-14','gBfiONk', 'LB')
('AC22517-2022-11-02-9320','A518-14','ysZtMfnz', 'LB')
('AC04652-2022-11-02-9323','A518-17','HxMfDaNo', 'SL')
('SL12058-2022-11-01-9073','S379-1','OWYEjfELkzjElC', 'LB')
('SL22517-2022-11-02-9195','S384-3','w', 'UB')
('AC04652-2022-11-01-9547','A531-7','AxKhesl', 'LB')
('SL22517-2022-11-02-9197','S384-5','ufQ', 'MB')
('AC12058-2022-11-01-9338','A519-14','vPtjoZSHX', 'LB')
('AC04652-2022-11-02-9399','A523-3','zpCF', 'UB')
('AC04652-2022-11-01-9612','A534-18','aZktNlpWyHDxc', 'SU')
('SL22517-2022-11-02-9263','S386-23','YieLNMbYDRqQmyjp', 'SL')
('SL04652-2022-11-01-9243','S386-3','bZHlVxFEZHNv', 'UB')
('SL04652-2022-11-02-9266','S387-2','idA', 'MB')
('SL04652-2022-11-01-9248','S386-8','eoNMOBpGTVMQCto', 'SU')
('SL12058-2022-11-01-9146','S382-2','kHkAGwLvO', 'MB')
('AC12058-2022-11-01-9352','A520-10','zQqT', 'UB')
('SL22517-2022-11-02-9275','S387-11','p', 'UB')
('AC12058-2022-11-01-9396','A522-18','fidI', 'SU')
('SL22517-2022-11-02-9355','S390-19','OJLuGEodq', 'UB')
('AC12058-2022-11-01-9428','A524-14','cwXUXgZYNCP', 'LB')
('SL12058-2022-11-01-9247','S386-7','MHOwnjnkKGgvhkU', 'SL')
('SL04652-2022-11-01-9365','S391-5','fWavFivRuCOl', 'MB')
('AC12058-2022-11-01-9447','A525-15','iRBOliCgQZj', 'UB')
('AC04652-2022-11-02-9490','A528-4','EpI', 'UB')
('SL04652-2022-11-02-9377','S391-17','xKSQeaoHaMZt', 'LB')
('SL04652-2022-11-02-9378','S391-18','odFi', 'MB')
('AC22517-2022-11-02-9488','A528-2','rDmK', 'LB')
('SL04652-2022-11-02-9381','S391-21','uaqO', 'MB')
('AC04652-2022-11-02-9532','A530-10','J', 'UB')
('AC22517-2022-11-01-9517','A529-13','K', 'LB')
('AC22517-2022-11-02-9634','A536-4','gRoaAMsUHcTIK', 'UB')
('AC12058-2022-11-01-9617','A535-5','onkfiHWWRfQTGRY', 'SL')
('AC04652-2022-11-01-9918','A551-18','cFfafjq', 'SU')
('AC22517-2022-11-01-9653','A537-5','Ex', 'SL')
('SL22517-2022-11-02-9587','S400-11','ffrZIGIQu', 'UB')
('AC04652-2022-11-01-9925','A552-7','UFNa', 'LB')
('SL04652-2022-11-01-9568','S399-16','rniGRNPMklt', 'SU')
('SL04652-2022-11-02-9582','S400-6','XuWpL', 'UB')
('SL04652-2022-11-01-9581','S400-5','eLPb', 'MB')
('SL04652-2022-11-02-9597','S400-21','mhQ', 'MB')
('AC22517-2022-11-01-9681','A538-15','mKxsAhWebznbPBeC', 'UB')
('AC04652-2022-11-02-9697','A539-13','kBQJovRVLGmWMuj', 'LB')
('AC04652-2022-11-02-9698','A539-14','oVjaoaRcpqRGHPf', 'LB')
('AC12058-2022-11-01-9713','A540-11','UbkstNEFgEM', 'SL')
('SL22517-2022-11-02-9628','S402-4','uCDUCHcH', 'LB')
('SL22517-2022-11-02-9629','S402-5','pStiFYYAOnUZ', 'MB')
('AC12058-2022-11-01-9718','A540-16','knuLuzzKqOVYUZn', 'UB')
('SL22517-2022-11-01-9547','S398-19','Pr', 'UB')
('SL04652-2022-11-01-9595','S400-19','AX', 'UB')
('SL04652-2022-11-02-9612','S401-12','KWLnMwSG', 'LB')
('AC04652-2022-11-02-9712','A540-10','iqPcYo', 'UB')
('AC04652-2022-11-02-9713','A540-11','pbebMNEyC', 'SL')
('SL22517-2022-11-01-9554','S399-2','yXaUtYQlDbUyHP', 'MB')
('SL04652-2022-11-01-9598','S400-22','XDa', 'UB')
('SL22517-2022-11-02-9743','S406-23','bhCqIHZsrd', 'SL')
('SL04652-2022-11-01-9713','S405-17','DSc', 'LB')
('SL22517-2022-11-01-9639','S402-15','AhEFZMOB', 'SL')
('SL22517-2022-11-01-9645','S402-21','MwZZvrePFil', 'MB')
('SL04652-2022-11-02-9717','S405-21','sKWe', 'MB')
('AC22517-2022-11-02-9853','A548-7','diIYiYdOBfVI', 'LB')
('AC12058-2022-11-01-9832','A547-4','PSCRsKVmIVp', 'UB')
('AC04652-2022-11-02-9831','A547-3','RaCcccS', 'UB')
('SL22517-2022-11-02-9754','S407-10','wERaNW', 'MB')
('AC04652-2022-11-02-9832','A547-4','EBKElhws', 'UB')
('AC22517-2022-11-02-9855','A548-9','x', 'UB')
('SL22517-2022-11-01-9650','S403-2','vUHMXIhHTbT', 'MB')
('AC22517-2022-11-02-9856','A548-10','SCshHODeR', 'UB')
('SL12058-2022-11-01-9580','S400-4','ohgZj', 'LB')
('AC22517-2022-11-02-9862','A548-16','KHRv', 'UB')
('SL22517-2022-11-01-9654','S403-6','Ej', 'UB')
('SL04652-2022-11-01-9730','S406-10','IubDEUzQ', 'MB')
('AC04652-2022-11-02-9841','A547-13','duWIxxT', 'LB')
('SL22517-2022-11-02-9762','S407-18','fZOtQZXMGxh', 'MB')
('AC04652-2022-11-01-10064','A560-2','uVqeKiRrtniUAaI', 'LB')
('SL12058-2022-11-01-9586','S400-10','irHYqlmJe', 'MB')
('AC04652-2022-11-02-9852','A548-6','TRcJSzxSezOsEGII', 'SU')
('SL22517-2022-11-01-9669','S403-21','vABgdFphobA', 'MB')
('AC04652-2022-11-02-9867','A549-3','BSkmBfoGkZqjst', 'UB')
('SL12058-2022-11-01-9615','S401-15','rouKFwbHCKQnjd', 'SL')
('AC22517-2022-11-01-9865','A549-1','jTkxg', 'LB')
('SL04652-2022-11-02-9759','S407-15','aGXSVcqCVRXPGg', 'SL')
('AC04652-2022-11-01-10100','A562-2','gKuRADkOxTPou', 'LB')
('AC04652-2022-11-02-9882','A549-18','ELjgbrnM', 'SU')
('SL22517-2022-11-02-9805','S409-13','uzSU', 'MB')
('SL04652-2022-11-02-9770','S408-2','qqjUonEm', 'MB')
('SL12058-2022-11-01-9633','S402-9','XVzFSsoYuyOj', 'LB')
('AC04652-2022-11-02-9892','A550-10','rZbu', 'UB')
('AC04652-2022-11-01-10119','A563-3','WnnDRmKM', 'UB')
('AC04652-2022-11-02-9900','A550-18','xY', 'SU')
('AC22517-2022-11-02-9916','A551-16','yuzed', 'UB')
('AC12058-2022-11-01-9894','A550-12','PedrcNHBYsYHRdHV', 'SU')
('SL22517-2022-11-01-9716','S405-20','zdZa', 'LB')
('AC22517-2022-11-01-9893','A550-11','oyZHPKyFVuIFRH', 'SL')
('AC22517-2022-11-02-9922','A552-4','FdEuYvxy', 'UB')
('SL04652-2022-11-02-9854','S411-14','hKPMRGFugZfJ', 'UB')
('SL12058-2022-11-01-9709','S405-13','HCdrtWroWei', 'MB')
('AC22517-2022-11-01-9951','A553-15','aaPOV', 'UB')
('SL04652-2022-11-01-9845','S411-5','FanZKyRcNFNaIQZ', 'MB')
('AC12058-2022-11-01-9962','A554-8','PxqlBoQrx', 'LB')
('AC04652-2022-11-02-9982','A555-10','mQJIiIha', 'UB')
('AC22517-2022-11-01-9955','A554-1','bAyDFhjXElaxpo', 'LB')
('SL04652-2022-11-02-9864','S411-24','SrNo', 'SU')
('SL04652-2022-11-01-9856','S411-16','cmgBIwTq', 'SU')
('AC22517-2022-11-01-9966','A554-12','BgoV', 'SU')
('AC12058-2022-11-01-9977','A555-5','m', 'SL')
('SL04652-2022-11-01-9862','S411-22','DAXeRb', 'UB')
('AC22517-2022-11-02-9999','A556-9','vebX', 'UB')
('AC22517-2022-11-01-9969','A554-15','WqInqtsMKud', 'UB')
('AC22517-2022-11-02-10006','A556-16','wL', 'UB')
('AC04652-2022-11-01-10199','A567-11','FlpnVqv', 'SL')
('AC04652-2022-11-02-10054','A559-10','yaihye', 'UB')
('SL22517-2022-11-02-9960','S415-24','dhRHmAxNASLztn', 'SU')
('AC22517-2022-11-01-10037','A558-11','dXUHrIUhVtk', 'SL')
('SL22517-2022-11-02-9969','S416-9','krbfomK', 'LB')
('SL04652-2022-11-02-9954','S415-18','UROdczDnNAxcgiRO', 'MB')
('AC04652-2022-11-02-10063','A560-1','vBFmXfGdZSIQ', 'LB')
('AC22517-2022-11-01-10046','A559-2','mkFbMPv', 'LB')
('AC04652-2022-11-01-10336','A575-4','qAYWwI', 'UB')
('SL22517-2022-11-02-10037','S419-5','ESXzLohbmhRuEgIy', 'MB')
('SL22517-2022-11-02-10038','S419-6','jhvnGkPqHTL', 'UB')
('SL22517-2022-11-02-10040','S419-8','tuOanFLmnV', 'SU')
('SL12058-2022-11-01-9882','S412-18','aeWGnGTnHjW', 'MB')
('SL22517-2022-11-01-9931','S414-19','JaNRtGqjqqVb', 'UB')
('AC12058-2022-11-01-10156','A565-4','XoxA', 'UB')
('AC04652-2022-11-02-10151','A564-17','yLCufoOu', 'SL')
('SL04652-2022-11-01-10019','S418-11','dEulJOsJ', 'UB')
('AC04652-2022-11-01-10347','A575-15','hUPvLkcQNIVrzET', 'UB')
('AC22517-2022-11-02-10169','A565-17','qeOMEXoHfyAKaAR', 'SL')
('AC04652-2022-11-02-10155','A565-3','jNEyZSEShp', 'UB')
('AC04652-2022-11-02-10156','A565-4','IfCmfVa', 'UB')
('AC04652-2022-11-02-10161','A565-9','PsvSUJxMD', 'UB')
('SL12058-2022-11-01-9897','S413-9','VetNQghOfBbiE', 'LB')
('SL04652-2022-11-01-10024','S418-16','kRhWrnoQX', 'SU')
('AC04652-2022-11-02-10167','A565-15','tSzo', 'UB')
('AC04652-2022-11-01-10355','A576-5','YOCumeewOhIx', 'SL')
('AC12058-2022-11-01-10169','A565-17','DtBKthHroGFKICdm', 'SL')
('SL22517-2022-11-01-9955','S415-19','fwy', 'UB')
('AC22517-2022-11-01-10149','A564-15','rgbohglAjtEPwbjy', 'UB')
('SL04652-2022-11-01-10032','S418-24','mXbANsFUUPnov', 'SU')
('AC22517-2022-11-02-10186','A566-16','EAfDXtmvGyKKHsSn', 'UB')
('SL04652-2022-11-02-10093','S421-13','UDLTIzpN', 'MB')
('AC22517-2022-11-01-10175','A566-5','YeiBQuiQCwn', 'SL')
('AC22517-2022-11-02-10202','A567-14','GXhewxaJjrvn', 'LB')
('SL22517-2022-11-01-9982','S416-22','wsQDkps', 'UB')
('SL22517-2022-11-01-9983','S416-23','sKeMq', 'SL')
('AC22517-2022-11-02-10204','A567-16','Rn', 'UB')
('SL22517-2022-11-02-10093','S421-13','Dc', 'MB')
('AC12058-2022-11-01-10199','A567-11','iwmOsdCUFHBfrzN', 'SL')
('AC04652-2022-11-02-10208','A568-2','bJQseFWXu', 'LB')
('AC04652-2022-11-01-10393','A578-7','Nty', 'LB')
('AC12058-2022-11-01-10241','A569-17','YwpPbEEdtmsH', 'SL')
('SL22517-2022-11-02-10138','S423-10','xaHMIIiGFZowJcQt', 'MB')
('SL04652-2022-11-01-10117','S422-13','iyIGD', 'MB')
('AC04652-2022-11-02-10261','A571-1','FBqMwTnQfHsz', 'LB')
('AC04652-2022-11-01-10444','A581-4','hmjpldJCzuIkK', 'UB')
('AC12058-2022-11-01-10256','A570-14','SnrMgcMOyRY', 'LB')
('AC04652-2022-11-01-10453','A581-13','SVtHvWRm', 'LB')
('SL12058-2022-11-01-9997','S417-13','KAtbtTAYgCBcc', 'MB')
('AC22517-2022-11-02-10260','A570-18','iUgOanXMUGwJtpFi', 'SU')
('AC04652-2022-11-02-10264','A571-4','fSqDX', 'UB')
('SL22517-2022-11-02-10151','S423-23','DwAb', 'SL')
('SL12058-2022-11-01-9998','S417-14','GuBoymxf', 'UB')
('SL04652-2022-11-02-10165','S424-13','CINqUWOrJ', 'MB')
('AC04652-2022-11-01-10456','A581-16','zvny', 'UB')
('AC04652-2022-11-01-10458','A581-18','ikLQIjQO', 'SU')
('SL12058-2022-11-01-10002','S417-18','oEMsAHSvlIHy', 'MB')
('AC04652-2022-11-01-10460','A582-2','YIouyNbhx', 'LB')
('SL22517-2022-11-02-10158','S424-6','ivfxMnTvoVqKDC', 'UB')
('SL12058-2022-11-01-10006','S417-22','JPNCpqGIpunMCM', 'UB')
('AC22517-2022-11-01-10249','A570-7','Th', 'LB')
('SL22517-2022-11-02-10163','S424-11','d', 'UB')
('AC22517-2022-11-01-10250','A570-8','qRAmSyMiPIaYh', 'LB')
('SL04652-2022-11-02-10178','S425-2','JagRyKNvzfWUBxL', 'MB')
('AC04652-2022-11-01-10467','A582-9','oUwylPWMOAvYFU', 'UB')
('SL04652-2022-11-02-10180','S425-4','qUrAw', 'LB')
('SL12058-2022-11-01-10009','S418-1','wTl', 'LB')
('AC04652-2022-11-01-10470','A582-12','vgWfadI', 'SU')
('AC22517-2022-11-02-10282','A572-4','VZAXxPpSPp', 'UB')
('AC22517-2022-11-02-10284','A572-6','KYcwypMCupAkyThB', 'SU')
('SL04652-2022-11-01-10151','S423-23','iKXZjidxFCt', 'SL')
('SL12058-2022-11-01-10016','S418-8','DzqvopQplYF', 'SU')
('AC04652-2022-11-01-10477','A583-1','IqpRQdbdNuYB', 'LB')
('SL22517-2022-11-01-10074','S420-18','NwzaaPUkEqfEz', 'MB')
('SL22517-2022-11-02-10170','S424-18','e', 'MB')
('SL04652-2022-11-02-10192','S425-16','NGTl', 'SU')
('SL22517-2022-11-01-10078','S420-22','KvJsXliwGcqnN', 'UB')
('AC04652-2022-11-01-10481','A583-5','V', 'SL')
('AC04652-2022-11-01-10482','A583-6','UpcYUWGJgnvHI', 'SU')
('AC04652-2022-11-01-10485','A583-9','hc', 'UB')
('SL12058-2022-11-01-10024','S418-16','je', 'SU')
('SL04652-2022-11-02-10199','S425-23','znL', 'SL')
('AC04652-2022-11-02-10292','A572-14','PKvnNW', 'LB')
('SL04652-2022-11-02-10203','S426-3','IuocKqYZauCwD', 'UB')
('SL22517-2022-11-02-10178','S425-2','CfnMNRAkIZ', 'MB')
('AC04652-2022-11-02-10295','A572-17','SzoFxSZHQ', 'SL')
('SL12058-2022-11-01-10029','S418-21','KykB', 'MB')
('SL04652-2022-11-02-10206','S426-6','bxrOfXouHGpk', 'UB')
('SL04652-2022-11-02-10207','S426-7','wgkeyfpzkqAb', 'SL')
('SL12058-2022-11-01-10030','S418-22','EqzMcYiLqzPvZbIt', 'UB')
('AC04652-2022-11-01-10490','A583-14','pC', 'LB')
('SL04652-2022-11-01-10172','S424-20','qrsGirX', 'LB')
('AC04652-2022-11-02-10301','A573-5','ZZiC', 'SL')
('SL22517-2022-11-02-10182','S425-6','jYUQruCyXlZ', 'UB')
('AC04652-2022-11-01-10493','A583-17','btnKn', 'SL')
('AC22517-2022-11-02-10304','A573-8','YVeAB', 'LB')
('SL22517-2022-11-01-10100','S421-20','D', 'LB')
