('SL04652-2022-11-02-16991','S708-23','F', 'SL')
('AC22517-2022-11-02-17295','A961-15','QZ', 'UB')
('AC04652-2022-11-01-17231','A958-5','EXjiArucE', 'SL')
('AC12058-2022-11-01-17132','A952-14','PTXQCRqDzbb', 'LB')
('SL22517-2022-11-02-17293','S721-13','kJAXFwtuF', 'MB')
('AC04652-2022-11-02-17383','A966-13','aevJOkmgdrTkX', 'LB')
('AC12058-2022-11-01-17134','A952-16','bZhYvOr', 'UB')
('SL12058-2022-11-01-17116','S714-4','sfSVDXVp', 'LB')
('SL04652-2022-11-01-17305','S722-1','VBbBbVHUx', 'LB')
('SL22517-2022-11-02-17295','S721-15','DAOmRmKOtAZO', 'SL')
('AC12058-2022-11-01-17136','A952-18','szhyqHJ', 'SU')
('AC04652-2022-11-02-17384','A966-14','bHIAP', 'LB')
('AC22517-2022-11-02-17300','A962-2','zGGdqB', 'LB')
('SL12058-2022-11-01-17120','S714-8','xWXOnH', 'SU')
('AC04652-2022-11-01-17234','A958-8','DcIvQBjB', 'LB')
('SL22517-2022-11-02-17297','S721-17','NBOCeDSqHCbNWuY', 'LB')
('SL04652-2022-11-01-17308','S722-4','IZcMVRQCjuo', 'LB')
('AC04652-2022-11-01-17239','A958-13','laDkCJJknooXSkWa', 'LB')
('AC22517-2022-11-02-17303','A962-5','xxTVqvE', 'SL')
('SL04652-2022-11-02-17210','S718-2','Sv', 'MB')
('AC04652-2022-11-01-17241','A958-15','ihYXpdpSsFc', 'UB')
('AC04652-2022-11-02-17389','A967-1','fiqIWWUbSZWZ', 'LB')
('SL04652-2022-11-02-17212','S718-4','qMhMMmSq', 'LB')
('AC22517-2022-11-01-17300','A962-2','O', 'LB')
('SL04652-2022-11-01-17312','S722-8','kHqKIoeOjlbIx', 'SU')
('AC04652-2022-11-01-17243','A958-17','chIDHhLtVuqLsqB', 'SL')
('SL22517-2022-11-01-17068','S712-4','IXcnrFdGCyLyNE', 'LB')
('SL22517-2022-11-02-17300','S721-20','ONQtaPHdsWKpnkO', 'LB')
('AC04652-2022-11-01-17245','A959-1','OWFkYzJhlsW', 'LB')
('SL04652-2022-11-01-17314','S722-10','GX', 'MB')
('AC22517-2022-11-01-17306','A962-8','AOIzZyJjuikO', 'LB')
('AC12058-2022-11-01-17144','A953-8','JetHEFy', 'LB')
('AC04652-2022-11-01-17248','A959-4','AxYSPD', 'UB')
('AC04652-2022-11-02-17395','A967-7','CbE', 'LB')
('SL12058-2022-11-01-17135','S714-23','iN', 'SL')
('AC22517-2022-11-01-17309','A962-11','G', 'SL')
('AC22517-2022-11-01-17310','A962-12','foYuM', 'SU')
('AC22517-2022-11-02-17314','A962-16','eBcA', 'UB')
('SL04652-2022-11-02-17224','S718-16','i', 'SU')
('SL04652-2022-11-01-17318','S722-14','ODCLZdVtahaBTT', 'UB')
('AC22517-2022-11-02-17315','A962-17','HtETEFH', 'SL')
('AC04652-2022-11-02-17400','A967-12','NEhsMzi', 'SU')
('AC22517-2022-11-02-17316','A962-18','irVbMUtfcEEOzed', 'SU')
('SL04652-2022-11-01-17320','S722-16','dBBaibb', 'SU')
('AC22517-2022-11-02-17320','A963-4','VrdcREx', 'UB')
('SL04652-2022-11-02-17231','S718-23','XhqAz', 'SL')
('AC12058-2022-11-01-17150','A953-14','QanOHELl', 'LB')
('SL04652-2022-11-02-17234','S719-2','ASZAGpZnjf', 'MB')
('SL22517-2022-11-01-17081','S712-17','UOEsWiUvqCgYcg', 'LB')
('SL22517-2022-11-01-17082','S712-18','lCszvkY', 'MB')
('SL12058-2022-11-01-17140','S715-4','uwojFqSzLOh', 'LB')
('SL22517-2022-11-01-17083','S712-19','V', 'UB')
('SL12058-2022-11-01-17142','S715-6','cQeqmKldKZTDvU', 'UB')
('SL12058-2022-11-01-17143','S715-7','X', 'SL')
('SL04652-2022-11-01-17326','S722-22','wAxNRdiId', 'UB')
('SL04652-2022-11-01-17327','S722-23','mcoFduTfWzJUgS', 'SL')
('AC04652-2022-11-01-17261','A959-17','rMSvGyHthuYwHRfm', 'SL')
('AC22517-2022-11-02-17325','A963-9','tgQSA', 'UB')
('AC04652-2022-11-01-17262','A959-18','It', 'SU')
('AC22517-2022-11-01-17324','A963-8','AJAYjwFRXhN', 'LB')
('SL22517-2022-11-02-17314','S722-10','zYxgHH', 'MB')
('SL04652-2022-11-02-17240','S719-8','nCuAzpH', 'SU')
('SL04652-2022-11-02-17241','S719-9','YLHNxjVVcaYTAff', 'LB')
('AC22517-2022-11-01-17327','A963-11','ZFeGsLzqZdRXAO', 'SL')
('SL22517-2022-11-01-17090','S713-2','VJO', 'MB')
('AC04652-2022-11-01-17265','A960-3','tffpvTImZF', 'UB')
('SL22517-2022-11-02-17316','S722-12','GiuwCvqMag', 'LB')
('AC04652-2022-11-01-17266','A960-4','EgUOWdrj', 'UB')
('SL04652-2022-11-01-17330','S723-2','IyNatcyoOuke', 'MB')
('SL04652-2022-11-01-17331','S723-3','aTcsP', 'UB')
('SL22517-2022-11-01-17093','S713-5','BPvgAOwkkwO', 'MB')
('AC04652-2022-11-02-17416','A968-10','cfqw', 'UB')
('SL04652-2022-11-01-17335','S723-7','hw', 'SL')
('SL22517-2022-11-02-17321','S722-17','ULfkXdDzHgL', 'LB')
('SL22517-2022-11-02-17322','S722-18','ZeTiknNsZcKkd', 'MB')
('AC22517-2022-11-02-17335','A964-1','mzaKRnsZ', 'LB')
('SL12058-2022-11-01-17158','S715-22','YpYXWzujHJkP', 'UB')
('AC04652-2022-11-02-17419','A968-13','E', 'LB')
('SL22517-2022-11-01-17097','S713-9','H', 'LB')
('AC22517-2022-11-01-17335','A964-1','eWdEBwpFmtjM', 'LB')
('AC12058-2022-11-01-17158','A954-4','SxpgYGPupCM', 'UB')
('SL22517-2022-11-02-17327','S722-23','TkKpBic', 'SL')
('SL12058-2022-11-01-17160','S715-24','VufZHtUsSUl', 'SU')
('AC04652-2022-11-02-17421','A968-15','nf', 'UB')
('AC04652-2022-11-01-17273','A960-11','xmiJTdkRwdCJQxs', 'SL')
('AC22517-2022-11-01-17337','A964-3','zTuonuMCifJq', 'UB')
('AC22517-2022-11-01-17338','A964-4','OMpXgeJk', 'UB')
('AC22517-2022-11-01-17340','A964-6','Uz', 'SU')
('SL22517-2022-11-01-17101','S713-13','SFpSFhlUGc', 'MB')
('AC12058-2022-11-01-17161','A954-7','ePdLCMxqjR', 'LB')
('AC04652-2022-11-02-17427','A969-3','a', 'UB')
('AC04652-2022-11-02-17428','A969-4','pRQZTDqguwPuWO', 'UB')
('SL22517-2022-11-01-17104','S713-16','nvStzhxaHf', 'SU')
('SL22517-2022-11-02-17330','S723-2','HItYkuYdGdOhFF', 'MB')
('SL22517-2022-11-01-17105','S713-17','D', 'LB')
('AC04652-2022-11-01-17281','A961-1','gnlkZzxvirkmRlJc', 'LB')
('AC12058-2022-11-01-17162','A954-8','TYOgggWNItlB', 'LB')
('SL04652-2022-11-02-17250','S719-18','cUbyVrFlDIfP', 'MB')
('AC22517-2022-11-02-17349','A964-15','jESWcTzxFUCa', 'UB')
('AC04652-2022-11-02-17435','A969-11','VwhUZmOWZVlIOALR', 'SL')
('AC04652-2022-11-01-17283','A961-3','yGavwWksuei', 'UB')
('SL04652-2022-11-02-17253','S719-21','jmU', 'MB')
('AC04652-2022-11-01-17285','A961-5','WyVLDnGAxLFHWi', 'SL')
('AC12058-2022-11-01-17166','A954-12','diDKtCwbHYY', 'SU')
('SL22517-2022-11-01-17108','S713-20','PtmEqdi', 'LB')
('SL22517-2022-11-01-17109','S713-21','m', 'MB')
('SL22517-2022-11-02-17338','S723-10','OdpciauSezQvzUS', 'MB')
('AC22517-2022-11-02-17354','A965-2','OTGjlYDDWo', 'LB')
('SL12058-2022-11-01-17173','S716-13','tOCwzpFaWfvz', 'MB')
('SL04652-2022-11-02-17255','S719-23','UVfuB', 'SL')
('SL22517-2022-11-01-17110','S713-22','nzrZXdOS', 'UB')
('AC22517-2022-11-01-17351','A964-17','PdxQ', 'SL')
('AC12058-2022-11-01-17169','A954-15','aTOgTzj', 'UB')
('SL12058-2022-11-01-17180','S716-20','usvIiVwKchLvnPgA', 'LB')
('SL12058-2022-11-01-17181','S716-21','XAODotwQqVyo', 'MB')
('SL04652-2022-11-01-17344','S723-16','fRNHUISoIZDsg', 'SU')
('SL22517-2022-11-02-17342','S723-14','IZgch', 'UB')
('SL12058-2022-11-01-17185','S717-1','DTLIgvQvOMliQJM', 'LB')
('AC12058-2022-11-01-17173','A955-1','GEqrirrtCCTFAbWm', 'LB')
('SL04652-2022-11-02-17257','S720-1','fxrkwTq', 'LB')
('AC04652-2022-11-02-17444','A970-2','kR', 'LB')
('AC22517-2022-11-01-17357','A965-5','QCKqpbzJyeBAXZ', 'SL')
('AC12058-2022-11-01-17175','A955-3','aYkJjUDQEGF', 'UB')
('AC22517-2022-11-02-17359','A965-7','ExFAAZrvhAvo', 'LB')
('SL22517-2022-11-01-17120','S714-8','xWaQitZDRVzO', 'SU')
('AC12058-2022-11-01-17176','A955-4','wzwQTsQPWZgXco', 'UB')
('SL12058-2022-11-01-17195','S717-11','bpRU', 'UB')
('AC22517-2022-11-02-17361','A965-9','jGBNuVeUKseXGNl', 'UB')
('AC22517-2022-11-02-17362','A965-10','Quwk', 'UB')
('AC12058-2022-11-01-17179','A955-7','VTwVf', 'LB')
('AC04652-2022-11-01-17299','A962-1','cvdbhV', 'LB')
('SL12058-2022-11-01-17197','S717-13','kIK', 'MB')
('SL22517-2022-11-01-17124','S714-12','UhtjsrXC', 'LB')
('AC04652-2022-11-02-17455','A970-13','DQQCo', 'LB')
('AC22517-2022-11-02-17364','A965-12','FlsshoIdDQ', 'SU')
('SL22517-2022-11-01-17127','S714-15','OdMwIIs', 'SL')
('SL12058-2022-11-01-17198','S717-14','xo', 'UB')
('SL22517-2022-11-01-17129','S714-17','fWVSkQQTMic', 'LB')
('SL22517-2022-11-02-17349','S723-21','REdRPDkqZqeiPFn', 'MB')
('AC12058-2022-11-01-17184','A955-12','YjVAP', 'SU')
('SL22517-2022-11-01-17130','S714-18','aOm', 'MB')
('SL22517-2022-11-02-17351','S723-23','dxJuCkf', 'SL')
('SL12058-2022-11-01-17204','S717-20','dBWmWoJvGvspq', 'LB')
('AC04652-2022-11-01-17306','A962-8','bUijvjFin', 'LB')
('AC12058-2022-11-01-17186','A955-14','heuDwIHhOOG', 'LB')
('AC04652-2022-11-02-17462','A971-2','ggg', 'LB')
('AC04652-2022-11-02-17463','A971-3','TgZXsP', 'UB')
('AC12058-2022-11-01-17188','A955-16','Ecyuzxg', 'UB')
('SL04652-2022-11-01-17360','S724-8','pCinUhDQ', 'SU')
('SL04652-2022-11-01-17361','S724-9','LBPTyws', 'LB')
('SL04652-2022-11-01-17362','S724-10','hvOKxPjSptCARa', 'MB')
('AC04652-2022-11-01-17310','A962-12','izscQYnCvFi', 'SU')
('SL22517-2022-11-01-17138','S715-2','aHcSGDSyvezAMsA', 'MB')
('AC22517-2022-11-02-17372','A966-2','zKQOuPDOjMrRhh', 'LB')
('SL12058-2022-11-01-17208','S717-24','SFkEoLxfpreGpiYc', 'SU')
('SL04652-2022-11-02-17270','S720-14','nhhZxPfumEUKVV', 'UB')
('SL22517-2022-11-01-17141','S715-5','MEX', 'MB')
('AC04652-2022-11-02-17466','A971-6','HjsffjaxJ', 'SU')
('AC12058-2022-11-01-17190','A955-18','SAUbjDNFvZdek', 'SU')
('SL22517-2022-11-02-17358','S724-6','K', 'UB')
('AC04652-2022-11-01-17314','A962-16','JKZWXhFf', 'UB')
('SL04652-2022-11-02-17273','S720-17','f', 'LB')
('AC12058-2022-11-01-17191','A956-1','zUUMeM', 'LB')
('AC22517-2022-11-01-17373','A966-3','JRFuBccuulk', 'UB')
('SL04652-2022-11-01-17366','S724-14','cpPfi', 'UB')
('SL12058-2022-11-01-17212','S718-4','jqBbseugpP', 'LB')
('AC12058-2022-11-01-17195','A956-5','IxhZJdSc', 'SL')
('AC22517-2022-11-01-17374','A966-4','unuauSxOSkDaEm', 'UB')
('SL22517-2022-11-01-17147','S715-11','vYNJp', 'UB')
('SL04652-2022-11-01-17369','S724-17','rQUUnOrzSBPu', 'LB')
('SL22517-2022-11-01-17149','S715-13','KrjBzuqbvdxrC', 'MB')
('AC04652-2022-11-02-17473','A971-13','LiI', 'LB')
('AC04652-2022-11-02-17474','A971-14','ASTGAVEgnyxNVc', 'LB')
('AC22517-2022-11-02-17378','A966-8','HuqpLkbhNNsQ', 'LB')
('SL04652-2022-11-01-17371','S724-19','gWOYvnQxI', 'UB')
('SL04652-2022-11-02-17278','S720-22','uctYbJreiyNX', 'UB')
('SL04652-2022-11-02-17281','S721-1','YMvYIPNs', 'LB')
('AC12058-2022-11-01-17199','A956-9','NNhlkMTHARcccB', 'UB')
('SL22517-2022-11-01-17153','S715-17','tpi', 'LB')
('SL22517-2022-11-02-17365','S724-13','RBTHKtbYU', 'MB')
('AC12058-2022-11-01-17201','A956-11','LpinwFUf', 'SL')
('SL04652-2022-11-01-17373','S724-21','BzhrZTFNslt', 'MB')
('AC04652-2022-11-02-17476','A971-16','NsUZHgm', 'UB')
('SL04652-2022-11-02-17283','S721-3','wVJPDojDu', 'UB')
('SL22517-2022-11-01-17155','S715-19','JH', 'UB')
('AC12058-2022-11-01-17202','A956-12','uloRpOwarMUdrW', 'SU')
('SL22517-2022-11-02-17366','S724-14','NYjKgMmJJQwA', 'UB')
('AC04652-2022-11-02-17479','A972-1','oyLh', 'LB')
('SL04652-2022-11-02-17285','S721-5','RTYXbDoN', 'MB')
('AC12058-2022-11-01-17204','A956-14','pa', 'LB')
('AC22517-2022-11-02-17389','A967-1','vjNBCnyKRsNLIQ', 'LB')
('AC22517-2022-11-02-17390','A967-2','H', 'LB')
('SL04652-2022-11-01-17381','S725-5','RNVXdPYlgcJrb', 'MB')
('SL22517-2022-11-02-17370','S724-18','MwaCtXfbX', 'MB')
('AC22517-2022-11-01-17382','A966-12','QlGkYPRRcrSmiZh', 'SU')
('AC04652-2022-11-01-17330','A963-14','RfzQiNMJzmD', 'LB')
('SL22517-2022-11-02-17372','S724-20','DOohcq', 'LB')
('SL22517-2022-11-02-17373','S724-21','aecYhYfkXsi', 'MB')
('AC12058-2022-11-01-17209','A957-1','ThNsYYdLagZkf', 'LB')
('AC22517-2022-11-02-17394','A967-6','hUIunPIbvvIoZeO', 'SU')
('SL04652-2022-11-02-17289','S721-9','FUBvIqDJcx', 'LB')
('SL12058-2022-11-01-17223','S718-15','sYzwPSqzVBIMSe', 'SL')
('SL12058-2022-11-01-17224','S718-16','qzdy', 'SU')
('AC22517-2022-11-01-17385','A966-15','Wzz', 'UB')
('SL22517-2022-11-01-17160','S715-24','NvMJsDxFDYYbZxW', 'SU')
('AC22517-2022-11-01-17387','A966-17','rNYvqiGG', 'SL')
('AC12058-2022-11-01-17214','A957-6','guNRSwYWCLyYGl', 'SU')
('SL22517-2022-11-01-17163','S716-3','MlBAdCNFV', 'UB')
('AC12058-2022-11-01-17218','A957-10','iQdnhbCK', 'UB')
('SL04652-2022-11-02-17291','S721-11','sHPhVPJA', 'UB')
('AC22517-2022-11-02-17400','A967-12','EP', 'SU')
('AC22517-2022-11-01-17389','A967-1','zuoPP', 'LB')
('AC04652-2022-11-02-17487','A972-9','Oy', 'UB')
('SL22517-2022-11-02-17380','S725-4','AZS', 'LB')
('SL22517-2022-11-02-17381','S725-5','vxOUPCEvev', 'MB')
('AC04652-2022-11-01-17342','A964-8','XRGFssMO', 'LB')
('SL22517-2022-11-02-17382','S725-6','AVTTfyEW', 'UB')
('AC22517-2022-11-02-17403','A967-15','DDn', 'UB')
('SL04652-2022-11-01-17392','S725-16','W', 'SU')
('SL04652-2022-11-01-17393','S725-17','GLTmQj', 'LB')
('SL12058-2022-11-01-17231','S718-23','rnlDQubG', 'SL')
('SL04652-2022-11-01-17394','S725-18','ccRHToNoChhFgH', 'MB')
('AC12058-2022-11-01-17225','A957-17','slnOyTZgiU', 'SL')
('SL22517-2022-11-02-17383','S725-7','pnz', 'SL')
('SL04652-2022-11-02-17298','S721-18','OFKlqoU', 'MB')
('AC04652-2022-11-02-17492','A972-14','pKOOdDgAgMTAXtlt', 'LB')
('AC04652-2022-11-02-17493','A972-15','sCiNB', 'UB')
('AC22517-2022-11-01-17398','A967-10','YOkfo', 'UB')
('SL12058-2022-11-01-17233','S719-1','fikTtALPedr', 'LB')
('SL22517-2022-11-02-17386','S725-10','v', 'MB')
('SL04652-2022-11-01-17397','S725-21','kSKeGRRwUSuOaCUr', 'MB')
('AC12058-2022-11-01-17230','A958-4','VUeFVdyB', 'UB')
('SL04652-2022-11-01-17398','S725-22','MX', 'UB')
('SL22517-2022-11-02-17387','S725-11','wgZcONbAxWgWKWr', 'UB')
('AC04652-2022-11-02-17495','A972-17','amyDvHJoZ', 'SL')
('SL22517-2022-11-02-17389','S725-13','uXoFFHWxC', 'MB')
('SL22517-2022-11-02-17390','S725-14','pzYYCfeVw', 'UB')
('AC04652-2022-11-01-17348','A964-14','x', 'LB')
('SL04652-2022-11-02-17301','S721-21','kCFmGQRKiz', 'MB')
('SL04652-2022-11-02-17302','S721-22','VHzHdxc', 'UB')
('SL22517-2022-11-01-17175','S716-15','plpw', 'SL')
('SL12058-2022-11-01-17237','S719-5','mpSpEoewTZ', 'MB')
('AC22517-2022-11-02-17410','A968-4','pJvNgXhOwFwiBtd', 'UB')
('AC04652-2022-11-01-17352','A964-18','wIzPC', 'SU')
('SL22517-2022-11-02-17397','S725-21','oXDbXyFWDNAe', 'MB')
('SL04652-2022-11-01-17405','S726-5','H', 'MB')
('AC12058-2022-11-01-17238','A958-12','CPk', 'SU')
('AC22517-2022-11-02-17415','A968-9','uGv', 'UB')
('SL22517-2022-11-01-17179','S716-19','ioICgvs', 'UB')
('AC22517-2022-11-02-17417','A968-11','cRO', 'SL')
('AC04652-2022-11-02-17502','A973-6','UrIPKC', 'SU')
('AC04652-2022-11-01-17357','A965-5','rpE', 'SL')
('AC04652-2022-11-02-17504','A973-8','rAapKNVaoqwRg', 'LB')
('SL22517-2022-11-02-17403','S726-3','DXJYceFfGdDf', 'UB')
('SL04652-2022-11-01-17411','S726-11','enBdyqzs', 'UB')
('SL04652-2022-11-02-17313','S722-9','ZPNHKA', 'LB')
('SL04652-2022-11-01-17413','S726-13','IFKBRAlTa', 'MB')
('SL22517-2022-11-01-17186','S717-2','VoCtkycP', 'MB')
('SL12058-2022-11-01-17248','S719-16','UXbmPdGuyTE', 'SU')
('AC04652-2022-11-01-17361','A965-9','DwOZJHXLdSNp', 'UB')
('AC22517-2022-11-01-17408','A968-2','VYl', 'LB')
('AC22517-2022-11-01-17409','A968-3','PlWCgmsjhchU', 'UB')
('AC04652-2022-11-01-17363','A965-11','aPKRWIG', 'SL')
('SL22517-2022-11-02-17408','S726-8','bOlUNKin', 'SU')
('AC12058-2022-11-01-17244','A958-18','YoLJ', 'SU')
('SL04652-2022-11-01-17417','S726-17','IYHVAXas', 'LB')
('AC04652-2022-11-02-17509','A973-13','AWOHCxTHZUMTGNK', 'LB')
('AC04652-2022-11-02-17510','A973-14','ZnQjHBqLHzPT', 'LB')
('SL12058-2022-11-01-17250','S719-18','FYXWiBYuNokEzG', 'MB')
('AC04652-2022-11-01-17366','A965-14','bLJnGrCASbzcH', 'LB')
('AC04652-2022-11-01-17367','A965-15','OYq', 'UB')
('AC22517-2022-11-02-17425','A969-1','PRvoxoLlKdWlOg', 'LB')
('SL04652-2022-11-01-17419','S726-19','yNYvSOeqDhI', 'UB')
('AC04652-2022-11-01-17368','A965-16','qLYDzj', 'UB')
('AC22517-2022-11-02-17426','A969-2','MZ', 'LB')
('AC04652-2022-11-02-17514','A973-18','MkdYrgOFRBOWZHk', 'SU')
('SL12058-2022-11-01-17257','S720-1','jnA', 'LB')
('AC22517-2022-11-01-17416','A968-10','FlTNRafdSUHf', 'UB')
('SL04652-2022-11-01-17420','S726-20','n', 'LB')
('AC22517-2022-11-01-17418','A968-12','SzBaGW', 'SU')
('AC04652-2022-11-02-17515','A974-1','mSkDEyhixxy', 'LB')
('SL12058-2022-11-01-17259','S720-3','JqzcoPCMnTSGfh', 'UB')
('SL22517-2022-11-01-17199','S717-15','C', 'SL')
('AC22517-2022-11-02-17427','A969-3','wlRqZwQNVs', 'UB')
('AC12058-2022-11-01-17255','A959-11','BgwrEYrOerfN', 'SL')
('AC04652-2022-11-02-17519','A974-5','lmRfjviNgyoooU', 'SL')
('AC04652-2022-11-02-17520','A974-6','iCKsNActq', 'SU')
('SL22517-2022-11-02-17416','S726-16','EvOtwvgLy', 'SU')
('SL12058-2022-11-01-17261','S720-5','lzrnVNmFGIu', 'MB')
('SL04652-2022-11-02-17328','S722-24','TiPnZDTfTxXPTXEJ', 'SU')
('SL22517-2022-11-01-17204','S717-20','ZYlYrlusN', 'LB')
('SL04652-2022-11-01-17430','S727-6','UmpgmlvrqZRlzvA', 'UB')
('AC12058-2022-11-01-17257','A959-13','oG', 'LB')
('SL12058-2022-11-01-17264','S720-8','XsRCQmRWpZpGqDjv', 'SU')
('SL22517-2022-11-01-17207','S717-23','ZBsXKwtFdpLpo', 'SL')
('SL22517-2022-11-01-17208','S717-24','cCRf', 'SU')
('AC04652-2022-11-02-17523','A974-9','KhHXOBRuCnw', 'UB')
('SL04652-2022-11-01-17433','S727-9','Hzi', 'LB')
('SL22517-2022-11-02-17418','S726-18','lYCMmRaPdAaKb', 'MB')
('AC22517-2022-11-01-17428','A969-4','R', 'UB')
('SL22517-2022-11-02-17420','S726-20','rwRz', 'LB')
('SL12058-2022-11-01-17267','S720-11','XFmFvRGVniT', 'UB')
('SL04652-2022-11-02-17332','S723-4','mKIYr', 'LB')
('AC04652-2022-11-01-17380','A966-10','DpRN', 'UB')
('SL12058-2022-11-01-17268','S720-12','yICd', 'LB')
('SL04652-2022-11-02-17335','S723-7','sHipNDwTkSWHtb', 'SL')
('SL04652-2022-11-01-17441','S727-17','AleIqs', 'LB')
('SL22517-2022-11-02-17424','S726-24','gN', 'SU')
('SL04652-2022-11-01-17443','S727-19','UeNu', 'UB')
('SL04652-2022-11-01-17444','S727-20','noGpSEXdSNDIDcxT', 'LB')
('AC22517-2022-11-02-17438','A969-14','WSxrOO', 'LB')
('AC22517-2022-11-01-17433','A969-9','oxCUQs', 'UB')
('AC22517-2022-11-02-17440','A969-16','ljyjSjcyl', 'UB')
('AC22517-2022-11-02-17441','A969-17','FqGLuN', 'SL')
('AC22517-2022-11-01-17435','A969-11','ywVL', 'SL')
('AC22517-2022-11-01-17436','A969-12','JWIgr', 'SU')
('SL04652-2022-11-01-17447','S727-23','XtcHwwiVGvCify', 'SL')
('AC22517-2022-11-02-17446','A970-4','occvBQVMccErCBL', 'UB')
('SL04652-2022-11-01-17448','S727-24','Gp', 'SU')
('AC22517-2022-11-02-17448','A970-6','bflJj', 'SU')
('AC04652-2022-11-01-17384','A966-14','XbIxhrlDEAS', 'LB')
('AC22517-2022-11-02-17450','A970-8','UOblkBV', 'LB')
('SL22517-2022-11-02-17431','S727-7','cdwWSAO', 'SL')
('SL04652-2022-11-02-17347','S723-19','lp', 'UB')
('AC04652-2022-11-02-17540','A975-8','vZWEwmyiUCdrJF', 'LB')
('SL04652-2022-11-02-17348','S723-20','zkcruXdmgli', 'LB')
('SL04652-2022-11-02-17349','S723-21','HEDBS', 'MB')
('SL04652-2022-11-02-17352','S723-24','w', 'SU')
('AC22517-2022-11-02-17453','A970-11','cmiNuqBxPaEWtUp', 'SL')
('SL04652-2022-11-01-17454','S728-6','zBpD', 'UB')
('AC12058-2022-11-01-17274','A960-12','Cs', 'SU')
('AC04652-2022-11-02-17545','A975-13','BUpF', 'LB')
('AC04652-2022-11-01-17388','A966-18','zKzIPBTqSxvLVWhM', 'SU')
('SL22517-2022-11-01-17219','S718-11','ClhI', 'UB')
('SL04652-2022-11-01-17457','S728-9','fqYYWNOEmdE', 'LB')
('AC22517-2022-11-01-17443','A970-1','LcPPDi', 'LB')
('AC22517-2022-11-01-17444','A970-2','LrniT', 'LB')
('AC04652-2022-11-01-17391','A967-3','BalQYC', 'UB')
('SL22517-2022-11-02-17439','S727-15','bdoMYmcqkrlf', 'SL')
('SL04652-2022-11-02-17359','S724-7','SwAGfiBGgAW', 'SL')
('AC04652-2022-11-01-17393','A967-5','ZWtJLwmZgWyZljxu', 'SL')
('AC04652-2022-11-02-17547','A975-15','TMtPrutqW', 'UB')
('SL04652-2022-11-01-17462','S728-14','dfKbsICniQUbpz', 'UB')
('AC04652-2022-11-01-17394','A967-6','rcSLwLONSZre', 'SU')
('AC04652-2022-11-02-17549','A975-17','rUGjusiumiy', 'SL')
('SL22517-2022-11-01-17222','S718-14','nMVtV', 'UB')
('SL22517-2022-11-01-17225','S718-17','MtuogGoCnMtUX', 'LB')
('AC22517-2022-11-02-17461','A971-1','iIuKLImCmCsKZfJf', 'LB')
('AC04652-2022-11-02-17551','A976-1','ZYNkJkmtB', 'LB')
('SL22517-2022-11-02-17445','S727-21','iaHVYXqYzqgn', 'MB')
('SL04652-2022-11-01-17468','S728-20','XQfFJd', 'LB')
('SL04652-2022-11-01-17470','S728-22','muG', 'UB')
('SL04652-2022-11-01-17471','S728-23','SeduTvmxlDbdQUDW', 'SL')
('AC04652-2022-11-02-17553','A976-3','EYZaeHTUWe', 'UB')
('SL22517-2022-11-01-17231','S718-23','BzZHxJZzUi', 'SL')
('SL04652-2022-11-01-17474','S729-2','a', 'MB')
('AC12058-2022-11-01-17284','A961-4','TkBdmCdpWG', 'UB')
('SL04652-2022-11-02-17368','S724-16','VUPVUhQiU', 'SU')
('AC04652-2022-11-01-17401','A967-13','xqbEPxRWCMb', 'LB')
('AC04652-2022-11-01-17402','A967-14','eymw', 'LB')
('SL22517-2022-11-02-17449','S728-1','SzriYD', 'LB')
('AC04652-2022-11-02-17558','A976-8','WyltifcDaRrq', 'LB')
('SL12058-2022-11-01-17292','S721-12','ImavZJAOeiQbW', 'LB')
('AC22517-2022-11-02-17472','A971-12','dimzEMwXE', 'SU')
('AC12058-2022-11-01-17286','A961-6','IXnRvHmJf', 'SU')
('SL04652-2022-11-01-17477','S729-5','abeglV', 'MB')
('AC04652-2022-11-02-17559','A976-9','EoOjURZGx', 'UB')
('AC12058-2022-11-01-17288','A961-8','YYTXyWRSrAatpd', 'LB')
('SL04652-2022-11-01-17480','S729-8','QChFXprFjXuR', 'SU')
('SL04652-2022-11-01-17482','S729-10','ctINlH', 'MB')
('AC04652-2022-11-02-17561','A976-11','vaD', 'SL')
('AC22517-2022-11-02-17483','A972-5','gjG', 'SL')
('AC22517-2022-11-02-17484','A972-6','TOzbRDtnXeLQ', 'SU')
('SL12058-2022-11-01-17299','S721-19','wLClwDLgcDzIB', 'UB')
('AC12058-2022-11-01-17290','A961-10','KJgchDSOjJDUB', 'UB')
('AC04652-2022-11-02-17565','A976-15','s', 'UB')
('SL04652-2022-11-02-17380','S725-4','rnutxMGsNvBTYa', 'LB')
('SL04652-2022-11-02-17381','S725-5','SyOqyqLz', 'MB')
('SL12058-2022-11-01-17302','S721-22','arTdPNsTRId', 'UB')
('AC22517-2022-11-01-17467','A971-7','GTf', 'LB')
('SL04652-2022-11-01-17491','S729-19','f', 'UB')
('AC22517-2022-11-01-17468','A971-8','kRTJUqG', 'LB')
('AC04652-2022-11-02-17566','A976-16','iEtCpRxtxAb', 'UB')
('SL22517-2022-11-01-17241','S719-9','VZIpgXmxYdYKohi', 'LB')
('SL04652-2022-11-01-17495','S729-23','wCjCXGpeJXimdI', 'SL')
('SL12058-2022-11-01-17308','S722-4','xvoPSBe', 'LB')
('SL04652-2022-11-01-17497','S730-1','XrRLKvBgzkZ', 'LB')
