('SL12058-2022-11-01-6','S1-6','mZAbQzsEZg', 'UB')
('AC04652-2022-11-01-1070','A60-8','SWjJmqiqkmj', 'LB')
('SL12058-2022-11-01-1064','S45-8','XNiJZnLfnrrSVz', 'SU')
('SL12058-2022-11-01-1065','S45-9','UNCCc', 'LB')
('AC22517-2022-11-01-1032','A58-6','I', 'SU')
('SL22517-2022-11-01-1065','S45-9','kDvhsctWHADD', 'LB')
('AC12058-2022-11-01-1050','A59-6','pPIM', 'SU')
('SL12058-2022-11-01-1070','S45-14','Phy', 'UB')
('SL04652-2022-11-02-1019','S43-11','g', 'UB')
('SL22517-2022-11-01-1068','S45-12','ZDWXPlFUXv', 'LB')
('AC22517-2022-11-01-1038','A58-12','MChiuYMIPEmjk', 'SU')
('SL22517-2022-11-01-1071','S45-15','lUfprO', 'SL')
('AC04652-2022-11-02-1046','A59-2','SaCwLe', 'LB')
('AC22517-2022-11-02-1103','A62-5','cUNUcuqzbvTNHg', 'SL')
('SL04652-2022-11-01-1065','S45-9','xxtBzR', 'LB')
('AC04652-2022-11-01-1078','A60-16','uGG', 'UB')
('SL22517-2022-11-02-1113','S47-9','AwoOHxLOzDZbRfS', 'LB')
('AC12058-2022-11-01-1066','A60-4','G', 'UB')
('SL12058-2022-11-01-1075','S45-19','WVA', 'UB')
('SL12058-2022-11-01-1076','S45-20','F', 'LB')
('AC04652-2022-11-01-1084','A61-4','ELmZfEDA', 'UB')
('AC12058-2022-11-01-1071','A60-9','HaRQhtPg', 'UB')
('AC04652-2022-11-01-1088','A61-8','F', 'LB')
('AC22517-2022-11-02-1111','A62-13','mt', 'LB')
('SL04652-2022-11-02-1041','S44-9','xYUFbTdiPb', 'LB')
('AC04652-2022-11-02-1057','A59-13','LysNHouktET', 'LB')
('AC12058-2022-11-01-1077','A60-15','uPuExYxiWDNh', 'UB')
('AC04652-2022-11-01-1105','A62-7','FrveDBb', 'LB')
('SL04652-2022-11-02-1054','S44-22','updoStpAKih', 'UB')
('AC22517-2022-11-02-1120','A63-4','lgmsEJAGCKjEvw', 'UB')
('AC22517-2022-11-01-1079','A60-17','rvXhqAYzXzwnwkM', 'SL')
('AC04652-2022-11-01-1113','A62-15','OlircUZ', 'UB')
('AC22517-2022-11-02-1128','A63-12','dHgyN', 'SU')
('SL22517-2022-11-02-1139','S48-11','KlpYUMM', 'UB')
('AC04652-2022-11-01-1117','A63-1','XDhHLfGMcMHBfCF', 'LB')
('SL22517-2022-11-01-1102','S46-22','zmUOeFuenuQRMuiF', 'UB')
('SL04652-2022-11-01-1100','S46-20','jwCMRxSxLx', 'LB')
('SL04652-2022-11-01-1101','S46-21','TBiVyewIlp', 'MB')
('SL04652-2022-11-02-1070','S45-14','eUbStUBAP', 'UB')
('AC04652-2022-11-02-1083','A61-3','LOR', 'UB')
('AC04652-2022-11-02-1084','A61-4','BAFwIo', 'UB')
('AC04652-2022-11-01-1122','A63-6','MgeClDRizzoodZm', 'SU')
('SL22517-2022-11-01-1111','S47-7','KfgAdP', 'SL')
('SL22517-2022-11-02-1147','S48-19','WbqF', 'UB')
('AC22517-2022-11-01-1120','A63-4','nYqtdMlVp', 'UB')
('SL22517-2022-11-02-1176','S49-24','JVXXTFo', 'SU')
('AC22517-2022-11-02-1174','A66-4','yngEtDhqSs', 'UB')
('SL04652-2022-11-02-1109','S47-5','GiZBwXctectKScxj', 'MB')
('SL22517-2022-11-01-1146','S48-18','Ry', 'MB')
('SL22517-2022-11-02-1185','S50-9','ZOtuzQb', 'LB')
('AC04652-2022-11-01-1172','A66-2','KC', 'LB')
('AC04652-2022-11-02-1135','A64-1','HNDJZzbw', 'LB')
('AC22517-2022-11-01-1142','A64-8','IkKzngOMIBkUx', 'LB')
('SL04652-2022-11-01-1156','S49-4','H', 'LB')
('SL12058-2022-11-01-1144','S48-16','LiqYhHvZ', 'SU')
('AC22517-2022-11-02-1188','A66-18','oACAfDXPCHG', 'SU')
('AC04652-2022-11-01-1205','A67-17','xOEvvfgf', 'SL')
('SL04652-2022-11-01-1185','S50-9','FGgltf', 'LB')
('SL22517-2022-11-01-1195','S50-19','PflfrjViVD', 'UB')
('AC12058-2022-11-01-1178','A66-8','H', 'LB')
('SL12058-2022-11-01-1176','S49-24','NcBblooudDVCiB', 'SU')
('SL22517-2022-11-02-1233','S52-9','mmCzqzy', 'LB')
('SL12058-2022-11-01-1189','S50-13','JTkbESobsPF', 'MB')
('AC22517-2022-11-02-1269','A71-9','hRRQkD', 'UB')
('SL04652-2022-11-01-1247','S52-23','LeRE', 'SL')
('SL12058-2022-11-01-1231','S52-7','ujJoGUHcni', 'SL')
('SL04652-2022-11-02-1221','S51-21','vNlJaOb', 'MB')
('SL04652-2022-11-01-1251','S53-3','fcEeuPMwkYfFyu', 'UB')
('SL04652-2022-11-01-1253','S53-5','iOlFNAxuN', 'MB')
('SL22517-2022-11-02-1288','S54-16','ucSuBhyynfR', 'SU')
('AC22517-2022-11-02-1288','A72-10','xsIPowDdnSZ', 'UB')
('AC22517-2022-11-01-1233','A69-9','Bawzvxm', 'UB')
('AC04652-2022-11-01-1287','A72-9','ygprgwpfh', 'UB')
('AC12058-2022-11-01-1267','A71-7','cFSC', 'LB')
('AC22517-2022-11-02-1291','A72-13','hdrZWTt', 'LB')
('AC22517-2022-11-02-1297','A73-1','eCttHADlFiDFN', 'LB')
('SL22517-2022-11-02-1313','S55-17','XsV', 'LB')
('SL22517-2022-11-02-1314','S55-18','sbxnx', 'MB')
('SL04652-2022-11-01-1285','S54-13','WYyyB', 'MB')
('SL22517-2022-11-02-1319','S55-23','NwXR', 'SL')
('AC22517-2022-11-01-1254','A70-12','gKn', 'SU')
('SL04652-2022-11-02-1256','S53-8','loWzeypjdQOTV', 'SU')
('AC22517-2022-11-02-1307','A73-11','NPolsyDViBwIj', 'SL')
('SL22517-2022-11-01-1288','S54-16','E', 'SU')
('AC04652-2022-11-02-1261','A71-1','RdmDtrOEgUMXuTLI', 'LB')
('AC22517-2022-11-02-1378','A77-10','MdjpkMhKU', 'UB')
('AC04652-2022-11-01-1375','A77-7','PfD', 'LB')
('SL04652-2022-11-02-1336','S56-16','ct', 'SU')
('AC04652-2022-11-01-1377','A77-9','PPUALpnLh', 'UB')
('SL22517-2022-11-01-1353','S57-9','KLkEU', 'LB')
('AC12058-2022-11-01-1365','A76-15','SWnSAbzAZdRx', 'UB')
('AC12058-2022-11-01-1366','A76-16','fsZzX', 'UB')
('AC04652-2022-11-02-1346','A75-14','pH', 'LB')
('AC04652-2022-11-02-1347','A75-15','NixGnLwBqsivluf', 'UB')
('AC22517-2022-11-02-1392','A78-6','ejuFKZhbAxVnPHX', 'SU')
('AC22517-2022-11-02-1393','A78-7','DxQy', 'LB')
('SL22517-2022-11-02-1397','S59-5','W', 'MB')
('AC22517-2022-11-02-1395','A78-9','xTnUuTpsSuK', 'UB')
('AC22517-2022-11-01-1341','A75-9','ZsALbqgUxqm', 'UB')
('AC12058-2022-11-01-1372','A77-4','NH', 'UB')
('SL04652-2022-11-01-1367','S57-23','sy', 'SL')
('SL22517-2022-11-02-1398','S59-6','Is', 'UB')
('SL22517-2022-11-02-1399','S59-7','QZXIeKXazjdYNX', 'SL')
('SL04652-2022-11-01-1368','S57-24','II', 'SU')
('SL22517-2022-11-02-1401','S59-9','ClzGJiUH', 'LB')
('AC04652-2022-11-02-1354','A76-4','NwbS', 'UB')
('AC12058-2022-11-01-1375','A77-7','RzgVviAZLuAa', 'LB')
('AC22517-2022-11-01-1347','A75-15','gSLE', 'UB')
('SL22517-2022-11-02-1406','S59-14','fNaGGqhgvWqjA', 'UB')
('AC04652-2022-11-02-1363','A76-13','G', 'LB')
('SL04652-2022-11-01-1375','S58-7','qdZEbqsiXTc', 'SL')
('SL22517-2022-11-02-1412','S59-20','t', 'LB')
('SL22517-2022-11-01-1374','S58-6','N', 'UB')
('AC22517-2022-11-01-1361','A76-11','jrEuSOVBlhJrDQ', 'SL')
('AC04652-2022-11-01-1406','A79-2','Abfsu', 'LB')
('SL04652-2022-11-02-1360','S57-16','TQyKurBCxBKyrlV', 'SU')
('AC22517-2022-11-01-1367','A76-17','JMl', 'SL')
('AC22517-2022-11-02-1416','A79-12','FR', 'SU')
('SL04652-2022-11-02-1365','S57-21','v', 'MB')
('SL04652-2022-11-02-1367','S57-23','Kmi', 'SL')
('AC04652-2022-11-01-1414','A79-10','UfNpNCtATZALZ', 'UB')
('AC04652-2022-11-01-1417','A79-13','SPdgQTp', 'LB')
('SL04652-2022-11-01-1396','S59-4','RDeMFhBCcubrLfi', 'LB')
('SL12058-2022-11-01-1382','S58-14','ectkWJPw', 'UB')
('SL22517-2022-11-02-1433','S60-17','M', 'LB')
('AC22517-2022-11-01-1382','A77-14','A', 'LB')
('SL12058-2022-11-01-1400','S59-8','F', 'SU')
('AC22517-2022-11-02-1463','A82-5','xkiGZDQbvOCBcv', 'SL')
('SL12058-2022-11-01-1403','S59-11','AR', 'UB')
('AC12058-2022-11-01-1443','A81-3','pGADylAZIZUdBOE', 'UB')
('SL22517-2022-11-01-1423','S60-7','guRGntwzTLPfPE', 'SL')
('AC22517-2022-11-02-1470','A82-12','aFcdPfiXg', 'SU')
('AC04652-2022-11-01-1454','A81-14','AzA', 'LB')
('AC04652-2022-11-01-1455','A81-15','YnLvtZAItg', 'UB')
('SL22517-2022-11-02-1470','S62-6','ZYZoJuCjjJe', 'UB')
('SL22517-2022-11-02-1471','S62-7','l', 'SL')
('AC22517-2022-11-01-1422','A79-18','URgTQSBfarpFgD', 'SU')
('SL22517-2022-11-01-1436','S60-20','UKhGFNUHzqob', 'LB')
('AC12058-2022-11-01-1455','A81-15','gmx', 'UB')
('AC04652-2022-11-01-1466','A82-8','enY', 'LB')
('SL12058-2022-11-01-1419','S60-3','EBswgFF', 'UB')
('SL22517-2022-11-01-1440','S60-24','mgc', 'SU')
('AC04652-2022-11-02-1409','A79-5','FkiAjuob', 'SL')
('SL12058-2022-11-01-1423','S60-7','g', 'SL')
('AC04652-2022-11-02-1415','A79-11','yodZDAZgUdd', 'SL')
('AC22517-2022-11-02-1494','A83-18','egSSzIycdv', 'SU')
('SL04652-2022-11-01-1472','S62-8','Vxk', 'SU')
('AC04652-2022-11-02-1422','A79-18','pFxNUdDc', 'SU')
('SL04652-2022-11-01-1474','S62-10','AXvEqZpoMJ', 'MB')
('AC04652-2022-11-01-1492','A83-16','PGHcGzljokC', 'UB')
('SL12058-2022-11-01-1480','S62-16','D', 'SU')
('AC22517-2022-11-02-1557','A87-9','pQFagBjSYiOsWzQh', 'UB')
('SL22517-2022-11-01-1511','S63-23','uOdFyidEYqXki', 'SL')
('AC04652-2022-11-02-1479','A83-3','NgGoAvOCVSV', 'UB')
('AC04652-2022-11-02-1480','A83-4','dXNgBiXfjGJMTH', 'UB')
('SL12058-2022-11-01-1497','S63-9','dnHEgkg', 'LB')
('AC12058-2022-11-01-1536','A86-6','GDzd', 'SU')
('AC22517-2022-11-02-1564','A87-16','V', 'UB')
('SL04652-2022-11-01-1533','S64-21','F', 'MB')
('SL22517-2022-11-01-1517','S64-5','UubvQDHTXFPB', 'MB')
('SL22517-2022-11-01-1518','S64-6','qsQEuzmKIYo', 'UB')
('SL04652-2022-11-01-1535','S64-23','ZupxvUtGecZ', 'SL')
('AC04652-2022-11-01-1550','A87-2','dmkO', 'LB')
('AC22517-2022-11-02-1567','A88-1','oIDj', 'LB')
('SL04652-2022-11-02-1516','S64-4','lpSyqP', 'LB')
('AC22517-2022-11-01-1488','A83-12','b', 'SU')
('SL22517-2022-11-01-1523','S64-11','nADRWFEpFNAZILiG', 'UB')
('SL04652-2022-11-01-1553','S65-17','GWcaZARfIOhCoP', 'LB')
('AC22517-2022-11-01-1498','A84-4','ImRlSccR', 'UB')
('SL22517-2022-11-01-1540','S65-4','tJhzMxdazje', 'LB')
('AC12058-2022-11-01-1572','A88-6','iXQrhS', 'SU')
('SL22517-2022-11-02-1590','S67-6','lsijqeCrNuSc', 'UB')
('AC22517-2022-11-02-1587','A89-3','RZXypQHi', 'UB')
('SL22517-2022-11-02-1592','S67-8','JibK', 'SU')
('SL22517-2022-11-02-1593','S67-9','QnmpilYCd', 'LB')
('SL22517-2022-11-02-1594','S67-10','dlmihcAifc', 'MB')
('SL22517-2022-11-01-1545','S65-9','WzwuYlGRUjdzdW', 'LB')
('SL22517-2022-11-02-1595','S67-11','LKzQcIMImjNWRb', 'UB')
('SL22517-2022-11-02-1596','S67-12','YDuGRxezByuNuLOP', 'LB')
('SL22517-2022-11-01-1548','S65-12','hGDbxfLwzo', 'LB')
('SL22517-2022-11-02-1598','S67-14','rmzEyayInnmLXeF', 'UB')
('SL04652-2022-11-01-1566','S66-6','GuA', 'UB')
('AC22517-2022-11-01-1511','A84-17','JteSfyE', 'SL')
('AC12058-2022-11-01-1578','A88-12','mBowOwUEp', 'SU')
('SL04652-2022-11-01-1568','S66-8','DUsTLTEQwJQ', 'SU')
('SL04652-2022-11-01-1569','S66-9','dDIz', 'LB')
('AC12058-2022-11-01-1580','A88-14','h', 'LB')
('SL04652-2022-11-02-1544','S65-8','NjYGIwCwXlLFzP', 'SU')
('SL12058-2022-11-01-1539','S65-3','dVdLIPPbUve', 'UB')
('SL22517-2022-11-02-1606','S67-22','rUDAejt', 'UB')
('AC22517-2022-11-02-1606','A90-4','j', 'UB')
('AC22517-2022-11-01-1522','A85-10','mMBOPeMDCAp', 'UB')
('SL04652-2022-11-02-1552','S65-16','aJswNrvtniKl', 'SU')
('AC04652-2022-11-01-1607','A90-5','kBVMkyF', 'SL')
('SL22517-2022-11-02-1627','S68-19','srhPbkbdjamLfkg', 'UB')
('AC22517-2022-11-01-1533','A86-3','ZGFAUbYQTVDYsPMm', 'UB')
('SL22517-2022-11-02-1628','S68-20','e', 'LB')
('AC22517-2022-11-01-1536','A86-6','oXsGCVZzkJc', 'SU')
('SL04652-2022-11-01-1596','S67-12','zehinKTLoTar', 'LB')
('AC22517-2022-11-02-1619','A90-17','rslWjbHKjvZdFFJz', 'SL')
('AC22517-2022-11-02-1622','A91-2','YUzkLhg', 'LB')
('AC22517-2022-11-02-1642','A92-4','uN', 'UB')
('AC04652-2022-11-02-1563','A87-15','slrWIGnZsUAdNL', 'UB')
('SL22517-2022-11-02-1657','S70-1','V', 'LB')
('AC04652-2022-11-01-1655','A92-17','BfXCPSuafIDCPF', 'SL')
('SL04652-2022-11-01-1631','S68-23','cjQOVQnXsYfoGn', 'SL')
('AC12058-2022-11-01-1638','A91-18','bm', 'SU')
('AC04652-2022-11-02-1576','A88-10','DcSob', 'UB')
('SL22517-2022-11-02-1673','S70-17','kYvDeLMAjXS', 'LB')
('AC22517-2022-11-01-1584','A88-18','ltIlKlmGaHlXAV', 'SU')
('AC04652-2022-11-02-1585','A89-1','CVS', 'LB')
('AC22517-2022-11-02-1670','A93-14','G', 'LB')
('AC04652-2022-11-02-1588','A89-4','nFTXQVc', 'UB')
('SL04652-2022-11-02-1619','S68-11','bcPh', 'UB')
('SL22517-2022-11-02-1687','S71-7','lAFDtxSjGAImQEYL', 'SL')
('SL22517-2022-11-02-1688','S71-8','bzkTQ', 'SU')
('AC12058-2022-11-01-1654','A92-16','ZhFa', 'UB')
('SL22517-2022-11-02-1690','S71-10','vH', 'MB')
('AC22517-2022-11-01-1592','A89-8','ldeZwOANVpQkJBA', 'LB')
('AC04652-2022-11-02-1596','A89-12','MLDyLh', 'SU')
('SL04652-2022-11-02-1622','S68-14','yo', 'UB')
('SL22517-2022-11-02-1696','S71-16','dop', 'SU')
('AC22517-2022-11-01-1596','A89-12','cr', 'SU')
('AC04652-2022-11-01-1686','A94-12','Vps', 'SU')
('AC04652-2022-11-01-1687','A94-13','xxCvLuqiqHB', 'LB')
('AC22517-2022-11-02-1688','A94-14','gBo', 'LB')
('AC04652-2022-11-02-1605','A90-3','lBouXESpxF', 'UB')
('SL12058-2022-11-01-1649','S69-17','P', 'LB')
('AC04652-2022-11-01-1697','A95-5','H', 'SL')
('AC12058-2022-11-01-1672','A93-16','HMPt', 'UB')
('SL04652-2022-11-02-1638','S69-6','dX', 'UB')
('SL22517-2022-11-02-1713','S72-9','TIHzQtyCn', 'LB')
('AC22517-2022-11-01-1616','A90-14','vUfexk', 'LB')
('AC22517-2022-11-01-1617','A90-15','hXnILzlevZdNB', 'UB')
('SL12058-2022-11-01-1654','S69-22','hiah', 'UB')
('SL04652-2022-11-01-1671','S70-15','xwcTpRUukTJa', 'SL')
('SL04652-2022-11-02-1649','S69-17','ePv', 'LB')
('AC04652-2022-11-01-1714','A96-4','txAgRsvjyrupM', 'UB')
('AC12058-2022-11-01-1683','A94-9','mT', 'UB')
('SL22517-2022-11-01-1683','S71-3','MHvImbIOeIFvc', 'UB')
('AC22517-2022-11-01-1631','A91-11','SuiftIcHwVEhLF', 'SL')
('SL04652-2022-11-02-1659','S70-3','hQYAtj', 'UB')
('AC22517-2022-11-01-1637','A91-17','kXSOpHSv', 'SL')
('SL22517-2022-11-01-1692','S71-12','hAGIOQOxFWxkuv', 'LB')
('SL04652-2022-11-01-1690','S71-10','XkrtjqOdBIP', 'MB')
('AC12058-2022-11-01-1697','A95-5','vUdYp', 'SL')
('SL04652-2022-11-02-1678','S70-22','BUrpBwUBWcnXXcB', 'UB')
('SL04652-2022-11-01-1698','S71-18','TSXDMouFmHX', 'MB')
('AC04652-2022-11-02-1642','A92-4','EcBlPb', 'UB')
('SL04652-2022-11-01-1699','S71-19','nXdWGyN', 'UB')
('SL22517-2022-11-01-1711','S72-7','bqMnHMWvvOQBtZJ', 'SL')
('AC04652-2022-11-02-1646','A92-8','EuowWxmnCkAgMw', 'LB')
('SL04652-2022-11-01-1702','S71-22','RLjcCbqKZTLrpJxE', 'UB')
('AC22517-2022-11-01-1656','A92-18','NJb', 'SU')
('AC04652-2022-11-02-1649','A92-11','q', 'SL')
('SL12058-2022-11-01-1694','S71-14','spVqjzR', 'UB')
('SL04652-2022-11-01-1719','S72-15','YTGMA', 'SL')
('SL04652-2022-11-02-1703','S71-23','sh', 'SL')
('SL22517-2022-11-02-1758','S74-6','erYzRaDUIjAAQLKt', 'UB')
('AC22517-2022-11-02-1774','A99-10','cfohpuYHYS', 'UB')
('AC12058-2022-11-01-1727','A96-17','elWBneYKqPgyv', 'SL')
('SL12058-2022-11-01-1740','S73-12','BjMl', 'LB')
('SL22517-2022-11-02-1786','S75-10','xbpjpnSa', 'MB')
('SL22517-2022-11-02-1787','S75-11','o', 'UB')
('AC04652-2022-11-02-1697','A95-5','QUSlHYhKubIl', 'SL')
('AC12058-2022-11-01-1766','A99-2','TaXunqIoj', 'LB')
('SL12058-2022-11-01-1752','S73-24','HrhYwomOXkPGXci', 'SU')
('AC04652-2022-11-01-1821','A102-3','GRylyokwf', 'UB')
('SL22517-2022-11-02-1801','S76-1','fGTmA', 'LB')
('SL12058-2022-11-01-1757','S74-5','PhmANUzTVuf', 'MB')
('SL22517-2022-11-02-1803','S76-3','AIj', 'UB')
('AC12058-2022-11-01-1780','A99-16','rsrgeWjeIKB', 'UB')
('SL04652-2022-11-02-1758','S74-6','LXLuLZ', 'UB')
('AC12058-2022-11-01-1789','A100-7','fOtPlRbumbRpwxwD', 'LB')
('AC22517-2022-11-02-1869','A104-15','atx', 'UB')
('AC12058-2022-11-01-1842','A103-6','KungBMbUxYGqkI', 'SU')
('AC22517-2022-11-01-1776','A99-12','FbehMfbZYO', 'SU')
('SL04652-2022-11-01-1827','S77-3','xkEJNYtMrHV', 'UB')
('AC12058-2022-11-01-1848','A103-12','V', 'SU')
('SL22517-2022-11-02-1861','S78-13','Q', 'MB')
('AC22517-2022-11-01-1781','A99-17','KzJI', 'SL')
('AC22517-2022-11-02-1879','A105-7','jXMXeFqrqLvPxZ', 'LB')
('AC22517-2022-11-02-1880','A105-8','gS', 'LB')
('AC22517-2022-11-01-1783','A100-1','oHXJywagfS', 'LB')
('SL22517-2022-11-01-1867','S78-19','POPzHOpn', 'UB')
('AC22517-2022-11-02-1881','A105-9','BgJblydu', 'UB')
('SL04652-2022-11-02-1823','S76-23','pbINSvRNHLaa', 'SL')
('SL04652-2022-11-02-1824','S76-24','XyQKR', 'SU')
('SL22517-2022-11-02-1869','S78-21','VsFJsKSvbnOhp', 'MB')
('AC12058-2022-11-01-1856','A104-2','PmKbDFGtVWfm', 'LB')
('AC12058-2022-11-01-1857','A104-3','ivZhpoRij', 'UB')
('SL04652-2022-11-01-1848','S77-24','BdescRTvPgZHdI', 'SU')
('SL12058-2022-11-01-1838','S77-14','xCOB', 'UB')
('SL04652-2022-11-02-1832','S77-8','GtVBDB', 'SU')
('AC04652-2022-11-01-1905','A106-15','MrmsHRQqCeekCA', 'UB')
('SL04652-2022-11-02-1834','S77-10','eHIwZB', 'MB')
('SL22517-2022-11-02-1878','S79-6','KUKAq', 'UB')
('SL04652-2022-11-02-1835','S77-11','tEGDOlJGvum', 'UB')
('AC12058-2022-11-01-1867','A104-13','RHPYkOaJ', 'LB')
('AC04652-2022-11-02-1796','A100-14','kPBzyD', 'LB')
('SL04652-2022-11-01-1859','S78-11','hxjWlZtLxNmWnQu', 'UB')
('AC12058-2022-11-01-1872','A104-18','WMENMqBqV', 'SU')
('SL22517-2022-11-02-1881','S79-9','uDjTfDBVjjoeEvCk', 'LB')
('SL22517-2022-11-02-1884','S79-12','Krh', 'LB')
('SL22517-2022-11-01-1887','S79-15','pcEfO', 'SL')
('SL22517-2022-11-01-1888','S79-16','fyxHKTXUrRAruoJ', 'SU')
('SL04652-2022-11-01-1880','S79-8','UF', 'SU')
('SL12058-2022-11-01-1853','S78-5','Q', 'MB')
('SL22517-2022-11-01-1899','S80-3','cjcEjRmnneRzz', 'UB')
('SL04652-2022-11-01-1884','S79-12','lMdPlZzXSmTp', 'LB')
('SL04652-2022-11-01-1885','S79-13','vqbzMdwbLyBLRary', 'MB')
('AC12058-2022-11-01-1880','A105-8','AeTmNRtTRGydvTDk', 'LB')
('AC04652-2022-11-01-1928','A108-2','dzVefL', 'LB')
('AC12058-2022-11-01-1881','A105-9','motlX', 'UB')
('SL04652-2022-11-01-1886','S79-14','AoBRxr', 'UB')
('AC04652-2022-11-02-1816','A101-16','qamTEDGtBQvAs', 'UB')
('SL22517-2022-11-01-1904','S80-8','pnrYbA', 'SU')
('SL22517-2022-11-02-1904','S80-8','BgPkKLZr', 'SU')
('SL22517-2022-11-01-1908','S80-12','bcTaKVKVq', 'LB')
('SL04652-2022-11-01-1892','S79-20','YChooDKJYm', 'LB')
('SL04652-2022-11-01-1893','S79-21','VeoDRmVOMgEk', 'MB')
('SL22517-2022-11-01-1911','S80-15','yCkJCcS', 'SL')
('SL22517-2022-11-02-1912','S80-16','PnLoMZh', 'SU')
('SL22517-2022-11-02-1913','S80-17','JgwvoPGbNrdBMR', 'LB')
('SL04652-2022-11-02-1860','S78-12','azgOb', 'LB')
('SL04652-2022-11-01-1899','S80-3','u', 'UB')
('AC04652-2022-11-02-1825','A102-7','ZC', 'LB')
('SL22517-2022-11-01-1920','S80-24','juy', 'SU')
('AC04652-2022-11-01-1942','A108-16','CdnqMKWsHwMPCE', 'UB')
('SL12058-2022-11-01-1874','S79-2','DgLNz', 'MB')
('SL22517-2022-11-02-1923','S81-3','BVNLTwCUFBwq', 'UB')
('AC22517-2022-11-02-1933','A108-7','hv', 'LB')
('SL22517-2022-11-01-1925','S81-5','bnGcE', 'MB')
('AC04652-2022-11-01-1945','A109-1','EpbxpBWAOXQH', 'LB')
('SL22517-2022-11-02-1978','S83-10','DhDoIobyaRw', 'MB')
('AC22517-2022-11-01-1886','A105-14','kFLByxCMHDovrsy', 'LB')
('AC04652-2022-11-01-1997','A111-17','K', 'SL')
('AC04652-2022-11-02-1883','A105-11','ZZNDDOdI', 'SL')
('SL04652-2022-11-01-1968','S82-24','AhujWREZISc', 'SU')
('AC12058-2022-11-01-1955','A109-11','gOAHyDnyzXZyFuc', 'SL')
('AC22517-2022-11-01-1890','A105-18','kPYMeHsbGPchmQMZ', 'SU')
('AC22517-2022-11-02-1991','A111-11','JAVc', 'SL')
('SL04652-2022-11-01-1975','S83-7','QOqUGxmrp', 'SL')
('SL12058-2022-11-01-1927','S81-7','xZe', 'SL')
('SL04652-2022-11-02-1923','S81-3','JNijoO', 'UB')
('SL22517-2022-11-02-1993','S84-1','QxfuDlQUTzpCmek', 'LB')
('SL04652-2022-11-02-1925','S81-5','ZFYuIwSgk', 'MB')
('AC22517-2022-11-01-1900','A106-10','ErUUvnKNHYG', 'UB')
('SL12058-2022-11-01-1932','S81-12','KLLYcZLQE', 'LB')
('SL22517-2022-11-02-1999','S84-7','Zjz', 'SL')
('AC22517-2022-11-02-2003','A112-5','TnfVaFElr', 'SL')
('AC12058-2022-11-01-1970','A110-8','kjWHscRGkVBZFXC', 'LB')
('SL04652-2022-11-01-1992','S83-24','hXJABstq', 'SU')
('SL22517-2022-11-01-1991','S83-23','IzsTXGxLATKIPYYh', 'SL')
('AC12058-2022-11-01-1978','A110-16','fBoCRsUOusZKbj', 'UB')
('AC04652-2022-11-01-2011','A112-13','vnYRR', 'LB')
('AC04652-2022-11-02-1909','A107-1','eFfzgjRWq', 'LB')
('SL12058-2022-11-01-1943','S81-23','gAhoxOlliqWr', 'SL')
('SL12058-2022-11-01-1944','S81-24','CY', 'SU')
('SL12058-2022-11-01-1949','S82-5','ueARPt', 'MB')
('AC12058-2022-11-01-1985','A111-5','ZsmNRaB', 'SL')
('AC22517-2022-11-01-1910','A107-2','gQFo', 'LB')
('AC22517-2022-11-01-1911','A107-3','gCCFM', 'UB')
('AC04652-2022-11-01-2070','A115-18','ZZROBRH', 'SU')
('SL22517-2022-11-01-2049','S86-9','RvEzdWS', 'LB')
('AC04652-2022-11-02-1973','A110-11','JjtZWZxSa', 'SL')
('AC12058-2022-11-01-2035','A114-1','LegRYgPsQyY', 'LB')
('AC22517-2022-11-01-1970','A110-8','iZWdR', 'LB')
('AC22517-2022-11-01-1971','A110-9','oPWNxoD', 'UB')
('AC04652-2022-11-01-2073','A116-3','nNiOvXS', 'UB')
('AC04652-2022-11-02-1978','A110-16','fqfGMu', 'UB')
('AC22517-2022-11-02-2090','A117-2','SyIgJwyKbdwgzFRK', 'LB')
('AC04652-2022-11-02-1986','A111-6','YSawmvWnqdEEELU', 'SU')
('SL22517-2022-11-01-2062','S86-22','Dm', 'UB')
('SL04652-2022-11-02-2018','S85-2','ChLFzxiPKatKvtaN', 'MB')
('SL04652-2022-11-02-2019','S85-3','tZvvefrghQJ', 'UB')
('AC12058-2022-11-01-2053','A115-1','HfZWohljMKtOJl', 'LB')
('SL12058-2022-11-01-2031','S85-15','JtgnFIYSjGAI', 'SL')
('AC22517-2022-11-01-1983','A111-3','AWOiaJxXEAt', 'UB')
('SL12058-2022-11-01-2036','S85-20','crvqJeMLoTp', 'LB')
('SL22517-2022-11-01-2070','S87-6','nPQYdZyVU', 'UB')
('AC04652-2022-11-01-2094','A117-6','c', 'SU')
('AC04652-2022-11-02-1999','A112-1','VJyxKJhkQk', 'LB')
('SL12058-2022-11-01-2043','S86-3','fGGpbOc', 'UB')
('AC22517-2022-11-01-1990','A111-10','UAAeujIz', 'UB')
('AC12058-2022-11-01-2069','A115-17','UvlgWWHReNDEQPdR', 'SL')
('AC22517-2022-11-02-2104','A117-16','XAsNwtLQ', 'UB')
('SL22517-2022-11-02-2086','S87-22','MOVyMEfbzCMsH', 'UB')
('SL04652-2022-11-01-2098','S88-10','WMVrylewxB', 'MB')
('SL04652-2022-11-02-2062','S86-22','J', 'UB')
('SL04652-2022-11-02-2063','S86-23','AHgEoJZOrZ', 'SL')
('SL12058-2022-11-01-2079','S87-15','xN', 'SL')
