('SL12058-2022-11-01-3','S1-3','nV', 'UB')
('AC22517-2022-11-01-4687','A261-7','yG', 'LB')
('SL22517-2022-11-02-4933','S206-13','Gy', 'MB')
('SL22517-2022-11-01-4854','S203-6','abJDoMXwsTeBh', 'UB')
('SL04652-2022-11-01-4876','S204-4','QCbWmloH', 'LB')
('SL22517-2022-11-02-4936','S206-16','JZrZUrLh', 'SU')
('SL22517-2022-11-01-4857','S203-9','joYQQBlfEpdpby', 'LB')
('SL04652-2022-11-02-4813','S201-13','tbGBwIzVIeWJvUc', 'MB')
('AC04652-2022-11-01-4899','A273-3','ieeXQqxtceIUx', 'UB')
('SL04652-2022-11-02-4816','S201-16','E', 'SU')
('SL22517-2022-11-02-4946','S207-2','NSIwaSbCt', 'MB')
('AC04652-2022-11-01-4906','A273-10','QtPHvRQDQa', 'UB')
('SL04652-2022-11-02-4824','S201-24','iSeWUMS', 'SU')
('SL22517-2022-11-02-4953','S207-9','CZJdxAefQZtfIi', 'LB')
('AC22517-2022-11-02-4955','A276-5','wkCfWdd', 'SL')
('AC04652-2022-11-02-4812','A268-6','egny', 'SU')
('SL04652-2022-11-01-4896','S204-24','D', 'SU')
('SL04652-2022-11-01-4906','S205-10','bxAuZ', 'MB')
('AC22517-2022-11-01-4736','A264-2','QcENPZHTbdMQ', 'LB')
('SL04652-2022-11-02-4835','S202-11','lzxHhFlZHgHvr', 'UB')
('AC04652-2022-11-02-4824','A268-18','o', 'SU')
('AC22517-2022-11-01-4743','A264-9','NDWgEr', 'UB')
('AC04652-2022-11-01-4916','A274-2','KZesvKRoXsKSJzWZ', 'LB')
('AC22517-2022-11-01-4745','A264-11','KpJ', 'SL')
('SL22517-2022-11-01-4884','S204-12','qvEfXWSaulCGso', 'LB')
('AC04652-2022-11-01-4917','A274-3','y', 'UB')
('AC22517-2022-11-02-4978','A277-10','NpbqSVblEgXL', 'UB')
('AC04652-2022-11-02-4837','A269-13','UOIceuPpVamnZF', 'LB')
('SL12058-2022-11-01-4866','S203-18','zSHoRIHlY', 'MB')
('SL12058-2022-11-01-4867','S203-19','viLHYNUHBdRJrP', 'UB')
('SL04652-2022-11-01-4922','S206-2','HsWhBNENuJKeb', 'MB')
('SL12058-2022-11-01-4870','S203-22','gId', 'UB')
('SL22517-2022-11-02-4978','S208-10','Fv', 'MB')
('AC04652-2022-11-01-4929','A274-15','XJnQ', 'UB')
('SL22517-2022-11-02-4979','S208-11','JFefJoUslMrerju', 'UB')
('SL22517-2022-11-01-4896','S204-24','pKwWbnTb', 'SU')
('SL04652-2022-11-01-4925','S206-5','HlyhliiYvMs', 'MB')
('AC22517-2022-11-01-4757','A265-5','T', 'SL')
('SL22517-2022-11-01-4900','S205-4','RqogebWuTF', 'LB')
('AC22517-2022-11-02-5000','A278-14','SN', 'LB')
('SL22517-2022-11-02-4991','S208-23','mTjrM', 'SL')
('SL22517-2022-11-02-4992','S208-24','oLpLMqyKCc', 'SU')
('AC12058-2022-11-01-4909','A273-13','TPBbREMTcXMz', 'LB')
('AC12058-2022-11-01-4910','A273-14','hsSBtZUX', 'LB')
('SL22517-2022-11-01-4907','S205-11','ZxVLnxaF', 'UB')
('SL04652-2022-11-01-4938','S206-18','MNcugY', 'MB')
('AC04652-2022-11-02-4863','A271-3','JBEk', 'UB')
('AC04652-2022-11-01-4941','A275-9','zIBsJUpEXcoqMD', 'UB')
('SL12058-2022-11-01-4887','S204-15','JPBOMjjuuQQ', 'SL')
('AC12058-2022-11-01-4920','A274-6','BEhechv', 'SU')
('SL22517-2022-11-01-4910','S205-14','rZWleVGLSPm', 'UB')
('SL04652-2022-11-02-4873','S204-1','WrlvRJaqJKDENkZ', 'LB')
('AC12058-2022-11-01-4928','A274-14','cuyyqJ', 'LB')
('SL04652-2022-11-02-4880','S204-8','odlBX', 'SU')
('AC04652-2022-11-01-4950','A275-18','kkYXXbv', 'SU')
('SL04652-2022-11-02-4882','S204-10','zgPAWTerOQKYYwBR', 'MB')
('SL04652-2022-11-01-4953','S207-9','PaE', 'LB')
('SL04652-2022-11-01-4954','S207-10','TWOTAlIvTLMN', 'MB')
('SL12058-2022-11-01-4900','S205-4','R', 'LB')
('AC12058-2022-11-01-4935','A275-3','UXaGXeYsScoln', 'UB')
('AC22517-2022-11-02-5074','A282-16','u', 'UB')
('AC04652-2022-11-02-4944','A275-12','e', 'SU')
('SL22517-2022-11-02-5103','S213-15','xqDhpe', 'SL')
('SL12058-2022-11-01-4993','S209-1','ZJh', 'LB')
('AC22517-2022-11-01-4879','A272-1','a', 'LB')
('SL04652-2022-11-02-5005','S209-13','qgazeSZXvLnwW', 'MB')
('AC22517-2022-11-02-5112','A284-18','STDxCxAmHNPEHqmp', 'SU')
('SL22517-2022-11-01-5044','S211-4','oDZPfuvdGkYljQ', 'LB')
('SL04652-2022-11-02-5010','S209-18','aBNBAHJEcQYA', 'MB')
('SL22517-2022-11-02-5121','S214-9','DK', 'LB')
('SL22517-2022-11-01-5051','S211-11','qX', 'UB')
('SL22517-2022-11-02-5123','S214-11','OiMkhCoNFo', 'UB')
('SL04652-2022-11-01-5086','S212-22','w', 'UB')
('SL12058-2022-11-01-5015','S209-23','BraRjj', 'SL')
('AC04652-2022-11-01-5067','A282-9','kotQEfzWDKEfk', 'UB')
('AC04652-2022-11-02-5014','A279-10','ou', 'UB')
('SL22517-2022-11-01-5057','S211-17','bBjAHleQYgCqLUgA', 'LB')
('AC22517-2022-11-01-4899','A273-3','iSungfXmJTsJ', 'UB')
('SL04652-2022-11-01-5093','S213-5','IXlRi', 'MB')
('SL12058-2022-11-01-5022','S210-6','zOGsu', 'UB')
('SL04652-2022-11-02-5024','S210-8','kc', 'SU')
('AC12058-2022-11-01-5069','A282-11','HpiBGmJCVfDLATv', 'SL')
('AC22517-2022-11-02-5130','A285-18','kS', 'SU')
('SL04652-2022-11-01-5097','S213-9','UuFPbEndM', 'LB')
('SL04652-2022-11-01-5098','S213-10','hnElTNslwl', 'MB')
('SL04652-2022-11-02-5030','S210-14','rpbQprdVYvAzCrt', 'UB')
('SL04652-2022-11-02-5031','S210-15','A', 'SL')
('AC22517-2022-11-01-4926','A274-12','hTsSVVhgoQv', 'SU')
('AC04652-2022-11-01-5090','A283-14','GKUUic', 'LB')
('SL04652-2022-11-01-5113','S214-1','gJI', 'LB')
('SL04652-2022-11-01-5120','S214-8','fmz', 'SU')
('SL04652-2022-11-02-5047','S211-7','vcDy', 'SL')
('AC12058-2022-11-01-5092','A283-16','TUbFle', 'UB')
('AC12058-2022-11-01-5095','A284-1','BuUlN', 'LB')
('AC22517-2022-11-02-5156','A287-8','QdvNb', 'LB')
('AC22517-2022-11-02-5158','A287-10','u', 'UB')
('SL22517-2022-11-02-5164','S216-4','bT', 'LB')
('SL22517-2022-11-02-5165','S216-5','jRncGiHxvrMFMuDc', 'MB')
('SL22517-2022-11-02-5167','S216-7','ilzBUhc', 'SL')
('SL04652-2022-11-01-5137','S215-1','jBbBrEBtSxRRZw', 'LB')
('AC12058-2022-11-01-5106','A284-12','PAvQRRRzzVsAIBj', 'SU')
('AC04652-2022-11-01-5116','A285-4','uxSeWXQidhGNCz', 'UB')
('SL22517-2022-11-02-5175','S216-15','U', 'SL')
('AC04652-2022-11-02-5061','A282-3','oNJKysiqm', 'UB')
('SL04652-2022-11-01-5143','S215-7','iDILGPuenjLRR', 'SL')
('SL04652-2022-11-01-5154','S215-18','EVZbhgqBpTQtF', 'MB')
('SL12058-2022-11-01-5079','S212-15','pyyDEfTS', 'SL')
('AC22517-2022-11-02-5178','A288-12','IiyndTSL', 'SU')
('AC04652-2022-11-01-5141','A286-11','pdfbWyVdcJDRUr', 'SL')
('AC22517-2022-11-02-5195','A289-11','dyUi', 'SL')
('SL22517-2022-11-02-5204','S217-20','limQXmdqFzKqgp', 'LB')
('AC12058-2022-11-01-5142','A286-12','xdztbHTsW', 'SU')
('AC22517-2022-11-02-5201','A289-17','DLPsALjTOWzwM', 'SL')
('SL04652-2022-11-02-5094','S213-6','soKwAGhIHUjZfN', 'UB')
('SL04652-2022-11-02-5098','S213-10','MQwwMifn', 'MB')
('AC22517-2022-11-01-5005','A279-1','AiRxVidmlgnCZF', 'LB')
('SL22517-2022-11-01-5135','S214-23','w', 'SL')
('SL04652-2022-11-01-5207','S217-23','b', 'SL')
('AC04652-2022-11-01-5184','A288-18','YEZMCMcdcTZoMk', 'SU')
('SL04652-2022-11-02-5143','S215-7','TaZXGfVcCPVOnD', 'SL')
('AC22517-2022-11-02-5243','A292-5','QfBNpzGzqlHLFD', 'SL')
('AC22517-2022-11-02-5245','A292-7','TIo', 'LB')
('SL04652-2022-11-01-5214','S218-6','inJJXngvNmafw', 'UB')
('AC22517-2022-11-02-5254','A292-16','mNNQMks', 'UB')
('SL04652-2022-11-01-5223','S218-15','wFUZKyAQpAALOrW', 'SL')
('SL12058-2022-11-01-5156','S215-20','g', 'LB')
('AC04652-2022-11-02-5135','A286-5','qPrFbHwAfZrlL', 'SL')
('SL12058-2022-11-01-5157','S215-21','rMtVGpGKoHd', 'MB')
('AC04652-2022-11-02-5137','A286-7','AdmWPNGxtPPT', 'LB')
('SL04652-2022-11-02-5161','S216-1','ASDLisAxUaZHjp', 'LB')
('SL04652-2022-11-02-5163','S216-3','nOhGat', 'UB')
('AC04652-2022-11-01-5205','A290-3','uDxhcUC', 'UB')
('SL04652-2022-11-02-5165','S216-5','JAzILXyrfuWBeqH', 'MB')
('SL22517-2022-11-02-5274','S220-18','XXGbZNys', 'MB')
('AC22517-2022-11-01-5054','A281-14','ZHd', 'LB')
('AC04652-2022-11-01-5208','A290-6','uBbyVyMK', 'SU')
('SL04652-2022-11-02-5196','S217-12','KGCxbg', 'LB')
('AC04652-2022-11-02-5167','A288-1','SXnWVbUgSuNJMj', 'LB')
('AC22517-2022-11-02-5292','A294-18','QgrkoBBFsnoeFJ', 'SU')
('AC04652-2022-11-01-5241','A292-3','cqbM', 'UB')
('AC12058-2022-11-01-5228','A291-8','ZPFZAILCpDUL', 'LB')
('SL22517-2022-11-02-5311','S222-7','ncWpcaRUVI', 'SL')
('SL22517-2022-11-02-5312','S222-8','aPmfrhygjk', 'SU')
('AC04652-2022-11-01-5245','A292-7','ovmzofUzMZBL', 'LB')
('SL04652-2022-11-01-5288','S221-8','HQxRkyS', 'SU')
('SL22517-2022-11-02-5331','S223-3','l', 'UB')
('SL12058-2022-11-01-5232','S218-24','xw', 'SU')
('AC04652-2022-11-02-5189','A289-5','axHkrZ', 'SL')
('SL22517-2022-11-02-5333','S223-5','QzWm', 'MB')
('SL04652-2022-11-02-5227','S218-19','k', 'UB')
('AC22517-2022-11-02-5334','A297-6','boerwDsXIOj', 'SU')
('SL04652-2022-11-02-5229','S218-21','vczgHRYAYtAXTJWF', 'MB')
('AC12058-2022-11-01-5263','A293-7','EIGpjLCM', 'LB')
('AC12058-2022-11-01-5267','A293-11','cnupRDA', 'SL')
('AC04652-2022-11-01-5280','A294-6','jvyJEfdCASM', 'SU')
('AC12058-2022-11-01-5270','A293-14','GC', 'LB')
('SL04652-2022-11-02-5240','S219-8','xBE', 'SU')
('SL04652-2022-11-02-5241','S219-9','wuLv', 'LB')
('AC04652-2022-11-02-5203','A290-1','nyjHbimxHwzwWxxJ', 'LB')
('AC22517-2022-11-02-5348','A298-2','rLJsELpyPYiCR', 'LB')
('AC04652-2022-11-01-5291','A294-17','rRKjqjplZVvjp', 'SL')
('SL04652-2022-11-02-5244','S219-12','rBzORwRW', 'LB')
('SL12058-2022-11-01-5256','S219-24','HMotUN', 'SU')
('AC22517-2022-11-01-5141','A286-11','CNRADnyDglF', 'SL')
('SL04652-2022-11-02-5248','S219-16','sLZRftu', 'SU')
('SL04652-2022-11-02-5249','S219-17','hCrZoQVXtA', 'LB')
('SL04652-2022-11-02-5250','S219-18','fjca', 'MB')
('SL22517-2022-11-02-5348','S223-20','BqNBbQBoCQ', 'LB')
('AC22517-2022-11-01-5146','A286-16','yXZC', 'UB')
('AC04652-2022-11-02-5210','A290-8','lVJLLOUM', 'LB')
('SL12058-2022-11-01-5263','S220-7','VeRysO', 'SL')
('AC12058-2022-11-01-5283','A294-9','jJCpWnALgzlcfEx', 'UB')
('AC22517-2022-11-02-5356','A298-10','RxValtQjKIGU', 'UB')
('SL12058-2022-11-01-5266','S220-10','oVGdCryqZYAF', 'MB')
('AC22517-2022-11-01-5153','A287-5','JWO', 'SL')
('SL04652-2022-11-02-5254','S219-22','obSGRKcI', 'UB')
('AC22517-2022-11-01-5155','A287-7','nOoOtOLx', 'LB')
('AC04652-2022-11-01-5302','A295-10','V', 'UB')
('SL12058-2022-11-01-5270','S220-14','gFKuobbdiOf', 'UB')
('AC04652-2022-11-02-5213','A290-11','D', 'SL')
('SL22517-2022-11-02-5356','S224-4','tHNoPkyPOzdWee', 'LB')
('SL22517-2022-11-01-5281','S221-1','J', 'LB')
('AC22517-2022-11-01-5160','A287-12','ImShkPUVRZiS', 'SU')
('SL04652-2022-11-02-5266','S220-10','CLGbXvdiDcQ', 'MB')
('AC22517-2022-11-02-5371','A299-7','WzfjctmRrvVnr', 'LB')
('AC12058-2022-11-01-5313','A296-3','MSczVXYnak', 'UB')
('SL22517-2022-11-02-5374','S224-22','FIAYx', 'UB')
('SL04652-2022-11-02-5286','S221-6','OuYKCLBZQFVnaz', 'UB')
('AC04652-2022-11-01-5334','A297-6','xArxtCG', 'SU')
('AC22517-2022-11-02-5393','A300-11','RriwEN', 'SL')
('SL12058-2022-11-01-5293','S221-13','U', 'MB')
('AC12058-2022-11-01-5321','A296-11','kpYNPYoDIpTMY', 'SL')
('AC04652-2022-11-02-5245','A292-7','XfisAvJY', 'LB')
('AC12058-2022-11-01-5328','A296-18','QTwZjV', 'SU')
('AC22517-2022-11-02-5402','A301-2','QrQbmNcvfx', 'LB')
('SL12058-2022-11-01-5307','S222-3','WDJsOYbSHRH', 'UB')
('AC22517-2022-11-01-5207','A290-5','Lao', 'SL')
